,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
20153,1,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,,8.0,-1.0,,-1.0,,-1.0,-1.0,,,,,,-1.0,-1.0,,,-1.0,,-1.0,,-1.0,,,,,,,,7.0,,False,,False,False,,,,,,False,False,,,True,,False,,False,,,,,,,,False
20155,323,292.0,180.7,283.5,,156.0,760.0,,,,,,140.0,217.5,,313.1,117.1,0.0,242.0,,41.1,,220.1,,,,330.0,,643.0,-31.0,-142.3,-39.5,,-167.0,437.0,,,,,,-183.0,-105.5,,-9.9,-205.9,-323.0,-81.0,,-281.9,,-102.9,,,,7.0,,320.0,False,False,,False,False,,,,,,False,False,,True,False,False,False,,False,,False,,,,True,,False
20157,5,0.0,,0.0,,0.0,0.0,,,,,,3.0,4.4,,1.1,0.7,,,,0.8,,2.8,,,,0.0,,8.0,-5.0,,-5.0,,-5.0,-5.0,,,,,,-2.0,-0.6,,-3.9,-4.3,,,,-4.2,,-2.2,,,,-5.0,,3.0,,False,,False,False,,,,,,True,True,,True,True,,,,True,,True,,,,False,,True
20159,5,4.0,,4.4,,3.0,8.0,,,,,,10.0,11.9,,1.2,1.7,,,,1.9,,,,,,2.0,,24.9,-1.0,,-0.6,,-2.0,3.0,,,,,,5.0,6.9,,-3.8,-3.3,,,,-3.1,,,,,,-3.0,,19.9,,True,,False,False,,,,,,False,False,,False,False,,,,False,,,,,,False,,False
20161,371,0.0,136.5,0.0,,30.0,33.0,,,,,,192.0,133.9,,4.0,27.7,37.7,,,24.0,,8.1,,,,0.0,,76.0,-371.0,-234.5,-371.0,,-341.0,-338.0,,,,,,-179.0,-237.1,,-367.0,-343.3,-333.3,,,-347.0,,-362.9,,,,-371.0,,-295.0,True,False,,True,True,,,,,,True,True,,True,True,True,,,True,,True,,,,False,,True
20163,7,2.0,,2.9,,0.0,0.0,,,,,,3.0,2.2,,0.4,0.5,,,,0.7,,,,,,1.0,,5.8,-5.0,,-4.1,,-7.0,-7.0,,,,,,-4.0,-4.8,,-6.6,-6.5,,,,-6.3,,,,,,-6.0,,-1.2,,True,,False,False,,,,,,True,True,,False,False,,,,False,,,,,,False,,True
20165,5,8.0,,8.6,,2.0,0.0,,,,,,2.0,3.4,,,1.2,,8.0,,4.6,,6.0,,,,10.0,,13.3,3.0,,3.6,,-3.0,-5.0,,,,,,-3.0,-1.6,,,-3.8,,3.0,,-0.4,,1.0,,,,5.0,,8.3,,False,,False,False,,,,,,False,True,,,False,,False,,True,,True,,,,False,,False
20167,1,12.0,,12.2,,6.0,,,,,,,4.0,11.1,,,2.4,,,,12.4,,,,,,15.0,,15.0,11.0,,11.2,,5.0,,,,,,,3.0,10.1,,,1.4,,,,11.4,,,,,,14.0,,14.0,,False,,True,,,,,,,True,True,,,True,,,,False,,,,,,False,,False
20169,80,26.0,133.6,25.2,,36.0,52.0,,,,,,142.0,183.0,,6.9,32.0,36.9,,,28.4,,37.0,,,,12.0,,81.0,-54.0,53.6,-54.8,,-44.0,-28.0,,,,,,62.0,103.0,,-73.1,-48.0,-43.1,,,-51.6,,-43.0,,,,-68.0,,1.0,True,False,,True,True,,,,,,False,False,,False,True,True,,,True,,True,,,,False,,True
20171,41,14.0,,15.1,,10.0,31.0,,,,,,5.0,10.1,,2.1,23.7,,,,5.6,,14.7,,,,31.0,,131.9,-27.0,,-25.9,,-31.0,-10.0,,,,,,-36.0,-30.9,,-38.9,-17.3,,,,-35.4,,-26.3,,,,-10.0,,90.9,,True,,False,True,,,,,,False,False,,False,True,,,,False,,True,,,,True,,False
20173,1367,1800.0,2756.7,1740.2,1201.1,1470.0,3972.0,,,,,,1440.0,2455.7,,2826.8,1024.1,839.0,1547.0,,1184.4,,1484.4,1339.0,,,2054.0,,3536.6,433.0,1389.7,373.2,-165.9,103.0,2605.0,,,,,,73.0,1088.7,,1459.8,-342.9,-528.0,180.0,,-182.6,,117.4,-28.0,,,687.0,,2169.6,False,True,True,True,False,,,,,,True,False,,False,True,False,True,,True,,True,True,,,False,,False
20175,191,0.0,,0.0,,32.0,41.0,,,,,,154.0,51.7,,6.5,39.2,3.0,,,113.4,,14.2,,,,3.0,,162.9,-191.0,,-191.0,,-159.0,-150.0,,,,,,-37.0,-139.3,,-184.5,-151.8,-188.0,,,-77.6,,-176.8,,,,-188.0,,-28.1,,False,,True,True,,,,,,True,True,,True,True,True,,,True,,True,,,,True,,True
20177,409,422.0,354.5,406.9,,281.0,650.0,,,,,,657.0,465.5,,151.7,234.4,217.5,346.0,,77.0,,340.9,214.0,,,401.0,,653.9,13.0,-54.5,-2.1,,-128.0,241.0,,,,,,248.0,56.5,,-257.3,-174.6,-191.5,-63.0,,-332.0,,-68.1,-195.0,,,-8.0,,244.9,False,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,False,,,True,,False
20179,3,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.3,,0.1,0.0,,0.0,,0.0,,0.1,,,,0.0,,10.2,-3.0,,-3.0,,-3.0,-3.0,,,,,,-3.0,-2.7,,-2.9,-3.0,,-3.0,,-3.0,,-2.9,,,,-3.0,,7.2,,False,,False,False,,,,,,False,True,,True,True,,False,,False,,True,,,,False,,False
20181,0,4.0,,4.3,,0.0,0.0,,,,,,1.0,3.2,,0.4,1.0,,0.0,,0.0,,,,,,4.0,,11.9,4.0,,4.3,,0.0,0.0,,,,,,1.0,3.2,,0.4,1.0,,0.0,,0.0,,,,,,4.0,,11.9,,False,,True,True,,,,,,True,True,,True,True,,True,,True,,,,,,False,,False
20183,0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.6,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,7.9,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.6,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,7.9,,True,,True,True,,,,,,True,False,,False,False,,True,,True,,False,,,,True,,False
20185,24,8.0,,7.8,,2.0,0.0,,,,,,2.0,6.3,,0.1,1.7,,0.0,,1.1,,5.4,,,,14.0,,43.1,-16.0,,-16.2,,-22.0,-24.0,,,,,,-22.0,-17.7,,-23.9,-22.3,,-24.0,,-22.9,,-18.6,,,,-10.0,,19.1,,False,,False,False,,,,,,False,False,,False,False,,False,,False,,False,,,,True,,False
20187,2,44.0,,44.6,,8.0,21.0,,,,,,1.0,4.8,,1.3,14.2,,,,3.6,,30.7,,,,34.0,,24.7,42.0,,42.6,,6.0,19.0,,,,,,-1.0,2.8,,-0.7,12.2,,,,1.6,,28.7,,,,32.0,,22.7,,False,,True,True,,,,,,True,True,,True,True,,,,True,,True,,,,True,,True
20189,21,2.0,,2.5,,2.0,0.0,,,,,,11.0,5.0,,1.9,0.7,,,,0.8,,1.6,,,,0.0,,23.8,-19.0,,-18.5,,-19.0,-21.0,,,,,,-10.0,-16.0,,-19.1,-20.3,,,,-20.2,,-19.4,,,,-21.0,,2.8,,True,,False,False,,,,,,True,True,,False,False,,,,False,,False,,,,False,,True
20191,13,10.0,,12.0,,8.0,0.0,,,,,,36.0,30.0,,0.6,2.7,10.8,17.0,,8.5,,9.3,,,,11.0,,51.7,-3.0,,-1.0,,-5.0,-13.0,,,,,,23.0,17.0,,-12.4,-10.3,-2.2,4.0,,-4.5,,-3.7,,,,-2.0,,38.7,,True,,False,False,,,,,,False,False,,False,False,True,False,,False,,False,,,,True,,False
20193,8,18.0,,17.6,,6.0,2.0,,,,,,4.0,6.3,,,5.8,,13.0,,13.2,,15.3,,,,18.0,,21.5,10.0,,9.6,,-2.0,-6.0,,,,,,-4.0,-1.7,,,-2.2,,5.0,,5.2,,7.3,,,,10.0,,13.5,,True,,True,True,,,,,,True,True,,,True,,True,,True,,True,,,,False,,False
20195,19,2.0,,1.8,,1.0,0.0,,,,,,2.0,3.3,,0.1,0.3,,0.0,,0.3,,1.6,,,,2.0,,20.7,-17.0,,-17.2,,-18.0,-19.0,,,,,,-17.0,-15.7,,-18.9,-18.7,,-19.0,,-18.7,,-17.4,,,,-17.0,,1.7,,False,,False,False,,,,,,False,True,,False,False,,False,,False,,False,,,,False,,True
20197,11,2.0,,1.2,,1.0,0.0,,,,,,4.0,3.6,,1.4,0.7,,,,1.4,,1.7,,,,1.0,,19.0,-9.0,,-9.8,,-10.0,-11.0,,,,,,-7.0,-7.4,,-9.6,-10.3,,,,-9.6,,-9.3,,,,-10.0,,8.0,,False,,False,False,,,,,,True,True,,False,False,,,,False,,False,,,,False,,True
20199,2,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,,6.7,-2.0,,-2.0,,-2.0,-2.0,,,,,,-2.0,-2.0,,,-2.0,,-2.0,,-2.0,,,,,,,,4.7,,False,,False,False,,,,,,False,False,,,True,,False,,False,,,,,,,,False
20201,4,0.0,,0.2,,0.0,0.0,,,,,,0.0,1.3,,,0.1,,0.0,,0.6,,0.0,,,,0.0,,12.3,-4.0,,-3.8,,-4.0,-4.0,,,,,,-4.0,-2.7,,,-3.9,,-4.0,,-3.4,,-4.0,,,,-4.0,,8.3,,True,,False,False,,,,,,False,True,,,True,,False,,True,,True,,,,False,,False
20203,0,0.0,,0.4,,0.0,0.0,,,,,,0.0,4.4,,,0.0,,0.0,,0.0,,0.4,,,,0.0,,10.9,0.0,,0.4,,0.0,0.0,,,,,,0.0,4.4,,,0.0,,0.0,,0.0,,0.4,,,,0.0,,10.9,,False,,True,True,,,,,,True,False,,,False,,True,,False,,False,,,,True,,False
20205,2,6.0,,5.7,,2.0,0.0,,,,,,6.0,3.9,,0.3,1.8,,,,1.4,,,,,,6.0,,31.7,4.0,,3.7,,0.0,-2.0,,,,,,4.0,1.9,,-1.7,-0.2,,,,-0.6,,,,,,4.0,,29.7,,True,,True,True,,,,,,False,True,,True,True,,,,True,,,,,,False,,False
20207,0,2.0,,1.1,,0.0,0.0,,,,,,2.0,1.7,,0.2,0.3,,0.0,,1.6,,1.3,,,,4.0,,8.7,2.0,,1.1,,0.0,0.0,,,,,,2.0,1.7,,0.2,0.3,,0.0,,1.6,,1.3,,,,4.0,,8.7,,True,,True,True,,,,,,False,True,,True,True,,True,,True,,True,,,,False,,False
20209,652,930.0,981.5,945.6,645.4,765.0,1137.0,,,,,,837.0,571.6,,781.9,652.2,131.8,1076.0,,151.9,,723.2,962.0,,,685.0,,2019.3,278.0,329.5,293.6,-6.6,113.0,485.0,,,,,,185.0,-80.4,,129.9,0.2,-520.2,424.0,,-500.1,,71.2,310.0,,,33.0,,1367.3,False,False,True,True,False,,,,,,True,True,,True,True,False,False,,False,,True,False,,,True,,False
21001,35,42.0,,37.1,,23.0,25.0,,,,,,30.0,19.9,,15.8,23.4,18.1,49.0,,5.9,,34.2,,,,19.0,,30.9,7.0,,2.1,,-12.0,-10.0,,,,,,-5.0,-15.1,,-19.2,-11.6,-16.9,14.0,,-29.1,,-0.8,,,,-16.0,,-4.1,,True,,False,False,,,,,,True,False,,False,False,False,False,,False,,True,,,,False,,True
21003,20,16.0,,14.9,,14.0,14.0,,,,,,47.0,27.5,,2.9,11.9,11.8,41.0,,14.2,,14.3,,,,14.0,,58.5,-4.0,,-5.1,,-6.0,-6.0,,,,,,27.0,7.5,,-17.1,-8.1,-8.2,21.0,,-5.8,,-5.7,,,,-6.0,,38.5,,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
21005,24,14.0,,15.3,,10.0,7.0,,,,,,15.0,32.3,,9.0,8.8,,19.0,,7.1,,14.5,,,,17.0,,21.0,-10.0,,-8.7,,-14.0,-17.0,,,,,,-9.0,8.3,,-15.0,-15.2,,-5.0,,-16.9,,-9.5,,,,-7.0,,-3.0,,True,,False,False,,,,,,True,True,,False,False,,True,,False,,True,,,,True,,True
21007,5,2.0,,1.9,,2.0,0.0,,,,,,16.0,12.3,,2.3,2.0,,,,9.6,,2.8,,,,7.0,,23.2,-3.0,,-3.1,,-3.0,-5.0,,,,,,11.0,7.3,,-2.7,-3.0,,,,4.6,,-2.2,,,,2.0,,18.2,,False,,False,False,,,,,,False,False,,True,True,,,,False,,True,,,,True,,False
21009,67,134.0,,123.9,,79.0,56.0,,,,,,85.0,201.3,,95.5,79.3,59.3,131.0,,54.5,,148.5,,,,104.0,,283.2,67.0,,56.9,,12.0,-11.0,,,,,,18.0,134.3,,28.5,12.3,-7.7,64.0,,-12.5,,81.5,,,,37.0,,216.2,,True,,True,True,,,,,,True,False,,True,True,True,True,,True,,False,,,,True,,False
21011,24,8.0,,8.2,,5.0,6.0,,,,,,11.0,13.9,,2.9,1.6,,13.0,,5.7,,10.8,,,,7.0,,20.8,-16.0,,-15.8,,-19.0,-18.0,,,,,,-13.0,-10.1,,-21.1,-22.4,,-11.0,,-18.3,,-13.2,,,,-17.0,,-3.2,,True,,False,False,,,,,,True,True,,False,False,,True,,False,,True,,,,False,,True
21013,57,52.0,,48.4,,38.0,33.0,,,,,,85.0,127.7,,27.7,37.0,10.9,73.0,,11.4,,72.1,,,,54.0,,94.5,-5.0,,-8.6,,-19.0,-24.0,,,,,,28.0,70.7,,-29.3,-20.0,-46.1,16.0,,-45.6,,15.1,,,,-3.0,,37.5,,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,True,,False
21015,131,104.0,103.5,110.2,,73.0,66.0,,,,,,247.0,215.0,,37.0,67.0,95.8,208.0,,25.4,,72.8,65.0,,,128.0,,204.5,-27.0,-27.5,-20.8,,-58.0,-65.0,,,,,,116.0,84.0,,-94.0,-64.0,-35.2,77.0,,-105.6,,-58.2,-66.0,,,-3.0,,73.5,False,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,False,,,True,,False
21017,16,38.0,,39.6,,25.0,71.0,,,,,,25.0,36.7,,13.6,24.5,,26.0,,5.1,,39.9,,,,35.0,,86.1,22.0,,23.6,,9.0,55.0,,,,,,9.0,20.7,,-2.4,8.5,,10.0,,-10.9,,23.9,,,,19.0,,70.1,,False,,True,False,,,,,,True,True,,True,True,,True,,True,,False,,,,True,,False
21019,33,22.0,,23.6,,20.0,11.0,,,,,,99.0,65.2,,6.4,20.4,27.5,40.0,,12.3,,22.8,,,,31.0,,38.6,-11.0,,-9.4,,-13.0,-22.0,,,,,,66.0,32.2,,-26.6,-12.6,-5.5,7.0,,-20.6,,-10.2,,,,-2.0,,5.6,,True,,False,False,,,,,,False,False,,False,False,True,True,,False,,True,,,,True,,True
21021,34,26.0,,29.1,,16.0,12.0,,,,,,46.0,55.2,,8.0,20.9,19.6,38.0,,8.0,,16.6,,,,33.0,,45.6,-8.0,,-4.9,,-18.0,-22.0,,,,,,12.0,21.2,,-26.0,-13.1,-14.4,4.0,,-26.0,,-17.4,,,,-1.0,,11.6,,True,,False,False,,,,,,False,False,,False,False,False,True,,False,,False,,,,True,,False
21023,0,8.0,,7.8,,4.0,3.0,,,,,,5.0,9.6,,2.6,2.2,,13.0,,6.1,,6.6,,,,9.0,,43.5,8.0,,7.8,,4.0,3.0,,,,,,5.0,9.6,,2.6,2.2,,13.0,,6.1,,6.6,,,,9.0,,43.5,,True,,True,True,,,,,,True,False,,True,True,,False,,True,,True,,,,False,,False
21025,22,10.0,,10.5,,2.0,,,,,,,18.0,12.1,,2.3,2.6,,,,1.4,,8.4,,,,9.0,,17.0,-12.0,,-11.5,,-20.0,,,,,,,-4.0,-9.9,,-19.7,-19.4,,,,-20.6,,-13.6,,,,-13.0,,-5.0,,True,,False,,,,,,,True,True,,False,False,,,,False,,False,,,,False,,True
21027,11,34.0,,34.2,,19.0,58.0,,,,,,13.0,47.5,,7.4,22.5,,26.0,,16.7,,42.2,,,,54.0,,48.8,23.0,,23.2,,8.0,47.0,,,,,,2.0,36.5,,-3.6,11.5,,15.0,,5.7,,31.2,,,,43.0,,37.8,,False,,True,False,,,,,,True,False,,True,True,,True,,True,,False,,,,False,,False
21029,165,154.0,103.2,156.8,,109.0,227.0,,,,,,100.0,151.0,,119.9,97.2,102.1,134.0,,46.2,,182.0,,,,178.0,,246.9,-11.0,-61.8,-8.2,,-56.0,62.0,,,,,,-65.0,-14.0,,-45.1,-67.8,-62.9,-31.0,,-118.8,,17.0,,,,13.0,,81.9,False,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
21031,18,18.0,,19.7,,14.0,14.0,,,,,,22.0,18.5,,2.2,12.3,6.0,52.0,,18.2,,18.3,,,,6.0,,39.2,0.0,,1.7,,-4.0,-4.0,,,,,,4.0,0.5,,-15.8,-5.7,-12.0,34.0,,0.2,,0.3,,,,-12.0,,21.2,,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
21033,17,6.0,,6.1,,4.0,0.0,,,,,,20.0,9.4,,4.1,1.7,,10.0,,4.8,,4.3,,,,7.0,,11.3,-11.0,,-10.9,,-13.0,-17.0,,,,,,3.0,-7.6,,-12.9,-15.3,,-7.0,,-12.2,,-12.7,,,,-10.0,,-5.7,,True,,False,False,,,,,,True,True,,False,False,,True,,False,,False,,,,True,,True
21035,102,118.0,,120.7,,71.0,179.0,,,,,,75.0,120.3,,52.7,75.7,33.1,88.0,,52.0,,118.8,,,,142.0,,144.0,16.0,,18.7,,-31.0,77.0,,,,,,-27.0,18.3,,-49.3,-26.3,-68.9,-14.0,,-50.0,,16.8,,,,40.0,,42.0,,False,,False,False,,,,,,False,False,,False,False,False,True,,False,,False,,,,False,,False
21037,72,90.0,151.2,90.6,,67.0,66.0,,,,,,211.0,193.7,,42.4,54.1,73.8,125.0,,25.7,,93.8,,,,98.0,,152.5,18.0,79.2,18.6,,-5.0,-6.0,,,,,,139.0,121.7,,-29.6,-17.9,1.8,53.0,,-46.3,,21.8,,,,26.0,,80.5,False,False,,True,True,,,,,,False,False,,False,True,True,False,,False,,False,,,,False,,False
21039,9,16.0,,13.7,,14.0,32.0,,,,,,14.0,11.5,,3.6,12.4,,13.0,,18.6,,,,,,26.0,,41.5,7.0,,4.7,,5.0,23.0,,,,,,5.0,2.5,,-5.4,3.4,,4.0,,9.6,,,,,,17.0,,32.5,,True,,True,False,,,,,,True,True,,True,True,,True,,False,,,,,,False,,False
21041,21,24.0,,19.5,,15.0,14.0,,,,,,20.0,37.8,,11.5,15.1,0.0,35.0,,17.9,,21.7,,,,23.0,,39.0,3.0,,-1.5,,-6.0,-7.0,,,,,,-1.0,16.8,,-9.5,-5.9,-21.0,14.0,,-3.1,,0.7,,,,2.0,,18.0,,True,,False,False,,,,,,True,False,,False,False,False,False,,False,,True,,,,True,,False
21043,9,8.0,,5.7,,6.0,0.0,,,,,,31.0,39.5,,0.1,2.7,16.8,,,1.7,,23.3,,,,9.0,,20.5,-1.0,,-3.3,,-3.0,-9.0,,,,,,22.0,30.5,,-8.9,-6.3,7.8,,,-7.3,,14.3,,,,0.0,,11.5,,False,,False,False,,,,,,False,False,,False,False,False,,,False,,False,,,,True,,False
21045,30,76.0,,78.9,,39.0,61.0,,,,,,20.0,77.5,,23.1,35.5,56.3,52.0,,26.2,,67.4,,,,59.0,,55.0,46.0,,48.9,,9.0,31.0,,,,,,-10.0,47.5,,-6.9,5.5,26.3,22.0,,-3.8,,37.4,,,,29.0,,25.0,,False,,True,True,,,,,,True,False,,True,True,True,True,,True,,True,,,,True,,True
21047,326,64.0,204.8,70.1,,44.0,44.0,,,,,,166.0,160.0,,14.8,33.2,48.1,106.0,,18.3,,63.9,,,,64.0,,84.7,-262.0,-121.2,-255.9,,-282.0,-282.0,,,,,,-160.0,-166.0,,-311.2,-292.8,-277.9,-220.0,,-307.7,,-262.1,,,,-262.0,,-241.3,True,True,,False,False,,,,,,True,True,,False,False,False,True,,False,,False,,,,False,,True
21049,56,40.0,,34.1,,28.0,46.0,,,,,,48.0,42.1,,18.4,29.5,14.4,50.0,,0.0,,35.9,,,,31.0,,126.0,-16.0,,-21.9,,-28.0,-10.0,,,,,,-8.0,-13.9,,-37.6,-26.5,-41.6,-6.0,,-56.0,,-20.1,,,,-25.0,,70.0,,False,,False,True,,,,,,True,True,,False,False,False,True,,False,,False,,,,False,,False
21051,20,70.0,,69.2,,41.0,50.0,,,,,,46.0,67.9,,46.6,30.7,6.9,62.0,,11.3,,71.0,,,,42.0,,107.6,50.0,,49.2,,21.0,30.0,,,,,,26.0,47.9,,26.6,10.7,-13.1,42.0,,-8.7,,51.0,,,,22.0,,87.6,,True,,True,True,,,,,,True,True,,True,True,True,True,,True,,False,,,,True,,False
21053,29,26.0,,25.6,,3.0,1.0,,,,,,16.0,18.4,,2.7,11.3,,13.0,,0.0,,,,,,27.0,,32.1,-3.0,,-3.4,,-26.0,-28.0,,,,,,-13.0,-10.6,,-26.3,-17.7,,-16.0,,-29.0,,,,,,-2.0,,3.1,,False,,False,False,,,,,,False,False,,False,False,,False,,False,,,,,,True,,False
21055,14,8.0,,7.4,,4.0,0.0,,,,,,16.0,14.3,,2.4,2.1,,13.0,,4.8,,7.2,,,,9.0,,15.5,-6.0,,-6.6,,-10.0,-14.0,,,,,,2.0,0.3,,-11.6,-11.9,,-1.0,,-9.2,,-6.8,,,,-5.0,,1.5,,False,,False,False,,,,,,True,True,,False,False,,True,,False,,False,,,,True,,True
21057,20,34.0,,32.4,,10.0,53.0,,,,,,10.0,12.5,,6.0,14.1,,17.0,,0.0,,,,,,35.0,,21.5,14.0,,12.4,,-10.0,33.0,,,,,,-10.0,-7.5,,-14.0,-5.9,,-3.0,,-20.0,,,,,,15.0,,1.5,,True,,True,False,,,,,,True,True,,True,True,,True,,False,,,,,,False,,True
21059,126,118.0,83.9,119.6,,94.0,100.0,,,,,,184.0,208.0,,98.4,84.0,94.0,173.0,,27.5,,87.4,,,,115.0,,140.9,-8.0,-42.1,-6.4,,-32.0,-26.0,,,,,,58.0,82.0,,-27.6,-42.0,-32.0,47.0,,-98.5,,-38.6,,,,-11.0,,14.9,False,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
21061,3,28.0,,27.0,,13.0,44.0,,,,,,11.0,17.7,,2.7,16.4,8.7,,,15.8,,23.0,,,,20.0,,40.3,25.0,,24.0,,10.0,41.0,,,,,,8.0,14.7,,-0.3,13.4,5.7,,,12.8,,20.0,,,,17.0,,37.3,,True,,True,False,,,,,,True,True,,True,True,True,,,True,,True,,,,True,,False
21063,10,8.0,,7.7,,2.0,0.0,,,,,,8.0,5.5,,0.7,2.4,,7.0,,0.0,,,,,,15.0,,27.6,-2.0,,-2.3,,-8.0,-10.0,,,,,,-2.0,-4.5,,-9.3,-7.6,,-3.0,,-10.0,,,,,,5.0,,17.6,,False,,False,False,,,,,,False,False,,False,False,,False,,False,,,,,,False,,False
21065,11,12.0,,11.9,,6.0,24.0,,,,,,16.0,18.9,,2.2,4.4,,13.0,,1.5,,,,,,22.0,,20.3,1.0,,0.9,,-5.0,13.0,,,,,,5.0,7.9,,-8.8,-6.6,,2.0,,-9.5,,,,,,11.0,,9.3,,True,,False,False,,,,,,False,False,,False,False,,False,,False,,,,,,False,,False
21067,698,628.0,1238.9,639.0,,482.0,546.0,,,,,,715.0,784.9,,460.4,399.8,371.3,710.0,,116.6,,578.4,376.0,,,652.0,,1112.7,-70.0,540.9,-59.0,,-216.0,-152.0,,,,,,17.0,86.9,,-237.6,-298.2,-326.7,12.0,,-581.4,,-119.6,-322.0,,,-46.0,,414.7,False,True,,False,False,,,,,,True,False,,False,False,False,True,,False,,False,False,,,True,,False
21069,5,12.0,,13.9,,8.0,0.0,,,,,,15.0,22.6,,8.4,3.4,,13.0,,9.2,,11.7,,,,10.0,,23.3,7.0,,8.9,,3.0,-5.0,,,,,,10.0,17.6,,3.4,-1.6,,8.0,,4.2,,6.7,,,,5.0,,18.3,,False,,True,True,,,,,,False,False,,True,True,,False,,True,,True,,,,True,,False
21071,26,50.0,,46.2,,30.0,72.0,,,,,,53.0,68.7,,30.3,29.3,20.1,45.0,,25.7,,61.0,,,,46.0,,73.2,24.0,,20.2,,4.0,46.0,,,,,,27.0,42.7,,4.3,3.3,-5.9,19.0,,-0.3,,35.0,,,,20.0,,47.2,,True,,True,False,,,,,,False,False,,True,True,True,True,,True,,False,,,,True,,False
21073,112,106.0,118.5,105.7,,76.0,139.0,,,,,,78.0,161.8,,24.9,63.7,61.5,83.0,,32.3,,95.8,,,,117.0,,132.0,-6.0,6.5,-6.3,,-36.0,27.0,,,,,,-34.0,49.8,,-87.1,-48.3,-50.5,-29.0,,-79.7,,-16.2,,,,5.0,,20.0,False,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,True,,False
21075,20,38.0,,39.8,,29.0,51.0,,,,,,33.0,35.2,,11.2,23.0,,29.0,,20.3,,38.4,,,,43.0,,121.2,18.0,,19.8,,9.0,31.0,,,,,,13.0,15.2,,-8.8,3.0,,9.0,,0.3,,18.4,,,,23.0,,101.2,,False,,True,False,,,,,,True,True,,True,True,,True,,True,,False,,,,False,,False
21077,11,6.0,,5.7,,4.0,0.0,,,,,,9.0,12.1,,8.0,1.1,,,,4.2,,5.6,,,,3.0,,12.1,-5.0,,-5.3,,-7.0,-11.0,,,,,,-2.0,1.1,,-3.0,-9.9,,,,-6.8,,-5.4,,,,-8.0,,1.1,,False,,False,False,,,,,,True,True,,True,False,,,,False,,False,,,,False,,True
