,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48367,1180,1484.0,1359.2,,,,3301.0,1083.4,1371.0,,,4845.8,304.0,179.2,,,,2121.0,-96.6,191.0,,,3665.8,True,,,,False,True,True,,,False
48369,150,147.0,,,,,221.0,10.1,93.7,,,50.7,-3.0,,,,,71.0,-139.9,-56.3,,,-99.3,,,,,False,False,False,,,False
48371,159,49.0,,,,,503.0,2.6,20.8,,,25.9,-110.0,,,,,344.0,-156.4,-138.2,,,-133.1,,,,,False,False,False,,,False
48373,457,1057.0,480.0,,,,1290.0,2770.6,395.5,,,2187.0,600.0,23.0,,,,833.0,2313.6,-61.5,,,1730.0,True,,,,False,False,True,,,False
48375,986,777.0,309.8,,,,4523.0,100.7,47.3,900.5,,731.9,-209.0,-676.2,,,,3537.0,-885.3,-938.7,-85.5,,-254.1,False,,,,False,False,False,True,,False
48377,27,49.0,,,,,32.0,73.4,,,,263.4,22.0,,,,,5.0,46.4,,,,236.4,,,,,True,False,,,,False
48379,43,28.0,,,,,66.0,17.4,,,,2.4,-15.0,,,,,23.0,-25.6,,,,-40.6,,,,,False,False,,,,False
48381,1123,889.0,529.9,,,,1497.0,943.7,323.0,937.1,,3851.5,-234.0,-593.1,,,,374.0,-179.3,-800.0,-185.9,,2728.5,False,,,,False,True,False,True,,False
48383,54,126.0,,,,,488.0,10.8,,,,152.3,72.0,,,,,434.0,-43.2,,,,98.3,,,,,False,True,,,,False
48385,98,14.0,,,,,26.0,,,,,108.5,-84.0,,,,,-72.0,,,,,10.5,,,,,True,,,,,True
48387,29,21.0,,,,,106.0,0.4,36.9,,,3.5,-8.0,,,,,77.0,-28.6,7.9,,,-25.5,,,,,False,False,True,,,False
48389,97,210.0,,,,,333.0,225.5,,,,180.4,113.0,,,,,236.0,128.5,,,,83.4,,,,,False,False,,,,True
48391,220,119.0,,,,,653.0,118.3,,,,75.4,-101.0,,,,,433.0,-101.7,,,,-144.6,,,,,False,False,,,,False
48393,3,14.0,,,,,0.0,1.3,,,,3.9,11.0,,,,,-3.0,-1.7,,,,0.9,,,,,True,True,,,,True
48395,138,378.0,,,,,258.0,969.8,114.3,,,617.0,240.0,,,,,120.0,831.8,-23.7,,,479.0,,,,,True,False,True,,,False
48397,890,266.0,780.1,,,,8144.0,91.5,682.0,648.1,,113.7,-624.0,-109.9,,,,7254.0,-798.5,-208.0,-241.9,,-776.3,True,,,,False,False,True,True,,False
48399,170,49.0,,,,,310.0,32.3,,,,128.1,-121.0,,,,,140.0,-137.7,,,,-41.9,,,,,False,False,,,,True
48401,489,0.0,283.6,,,,2104.0,1.7,57.3,,,0.0,-489.0,-205.4,,,,1615.0,-487.3,-431.7,,,-489.0,True,,,,False,True,True,,,False
48403,45,35.0,,,,,46.0,16.1,,,,59.6,-10.0,,,,,1.0,-28.9,,,,14.6,,,,,True,False,,,,False
48405,62,84.0,,,,,360.0,25.6,46.5,,,220.0,22.0,,,,,298.0,-36.4,-15.5,,,158.0,,,,,False,False,True,,,False
48407,146,21.0,,,,,389.0,303.3,,,,0.0,-125.0,,,,,243.0,157.3,,,,-146.0,,,,,False,False,,,,False
48409,947,861.0,694.5,,,,3858.0,3024.8,388.0,,,2436.1,-86.0,-252.5,,,,2911.0,2077.8,-559.0,,,1489.1,False,,,,False,False,False,,,False
48411,29,35.0,,,,,72.0,14.3,,,,271.8,6.0,,,,,43.0,-14.7,,,,242.8,,,,,False,False,,,,False
48413,14,21.0,,,,,87.0,,,,,8.2,7.0,,,,,73.0,,,,,-5.8,,,,,False,,,,,True
48415,225,1834.0,,,,,1404.0,4538.2,48.5,,,491.2,1609.0,,,,,1179.0,4313.2,-176.5,,,266.2,,,,,True,False,True,,,True
48417,22,28.0,,,,,1.0,2.1,,,,69.9,6.0,,,,,-21.0,-19.9,,,,47.9,,,,,False,False,,,,False
48419,142,77.0,,,,,985.0,13.5,70.8,,,54.0,-65.0,,,,,843.0,-128.5,-71.2,,,-88.0,,,,,False,False,False,,,False
48421,22,14.0,,,,,11.0,10.5,,,,105.0,-8.0,,,,,-11.0,-11.5,,,,83.0,,,,,False,False,,,,False
48423,1908,4200.0,3349.7,,,,14365.0,22320.1,2671.6,,,9074.8,2292.0,1441.7,,,,12457.0,20412.1,763.6,,,7166.8,True,,,,False,False,True,,,False
48425,93,98.0,,,,,493.0,,,,,418.9,5.0,,,,,400.0,,,,,325.9,,,,,False,,,,,False
48427,1775,1274.0,2261.8,,,,5004.0,1830.6,588.8,,,863.7,-501.0,486.8,,,,3229.0,55.6,-1186.2,,,-911.3,True,,,,False,True,False,,,False
48429,123,49.0,,,,,52.0,7.3,,,,445.7,-74.0,,,,,-71.0,-115.7,,,,322.7,,,,,True,False,,,,False
48431,2,7.0,,,,,6.0,,,,,0.0,5.0,,,,,4.0,,,,,-2.0,,,,,True,,,,,True
48433,10,0.0,,,,,0.0,,,,,,-10.0,,,,,-10.0,,,,,,,,,,False,,,,,
48435,57,70.0,,,,,180.0,,,,,133.8,13.0,,,,,123.0,,,,,76.8,,,,,False,,,,,False
48437,40,105.0,,,,,150.0,134.3,,,,236.8,65.0,,,,,110.0,94.3,,,,196.8,,,,,False,False,,,,False
48439,23938,27377.0,38883.8,,,,66310.0,21529.6,9980.9,41859.7,,24572.1,3439.0,14945.8,,,,42372.0,-2408.4,-13957.1,17921.7,,634.1,False,,,,False,True,False,False,,True
48441,978,1498.0,230.8,,,,13532.0,3314.2,284.2,1159.8,,1756.5,520.0,-747.2,,,,12554.0,2336.2,-693.8,181.8,,778.5,False,,,,False,False,False,True,,False
48443,1,0.0,,,,,7.0,,,,,0.0,-1.0,,,,,6.0,,,,,-1.0,,,,,False,,,,,True
48445,152,84.0,,,,,1041.0,48.5,,,,53.8,-68.0,,,,,889.0,-103.5,,,,-98.2,,,,,False,False,,,,False
48447,3,0.0,,,,,0.0,,,,,0.0,-3.0,,,,,-3.0,,,,,-3.0,,,,,False,,,,,False
48449,545,840.0,,,,,5907.0,19.3,106.5,,,503.1,295.0,,,,,5362.0,-525.7,-438.5,,,-41.9,,,,,False,False,False,,,True
48451,2288,2660.0,1933.4,,,,8898.0,7767.8,825.5,,,1632.7,372.0,-354.6,,,,6610.0,5479.8,-1462.5,,,-655.3,True,,,,False,False,False,,,False
48453,12012,23065.0,26113.0,,,,30957.0,47756.8,10638.8,21203.5,,22645.8,11053.0,14101.0,,,,18945.0,35744.8,-1373.2,9191.5,,10633.8,False,,,,False,False,True,True,,True
48455,117,112.0,,,,,311.0,94.8,,,,286.4,-5.0,,,,,194.0,-22.2,,,,169.4,,,,,False,False,,,,False
48457,139,63.0,,,,,257.0,21.8,,,,563.4,-76.0,,,,,118.0,-117.2,,,,424.4,,,,,False,False,,,,False
48459,235,168.0,,,,,664.0,154.5,,,,243.1,-67.0,,,,,429.0,-80.5,,,,8.1,,,,,False,False,,,,True
48461,13,28.0,,,,,541.0,,,,,39.9,15.0,,,,,528.0,,,,,26.9,,,,,False,,,,,False
48463,465,609.0,,,,,1269.0,369.0,158.0,,,392.2,144.0,,,,,804.0,-96.0,-307.0,,,-72.8,,,,,False,True,False,,,True
48465,1290,2359.0,,,,,1432.0,670.4,392.1,,,1656.0,1069.0,,,,,142.0,-619.6,-897.9,,,366.0,,,,,True,True,True,,,True
48467,334,567.0,8.2,,,,1098.0,1078.3,470.9,,,2470.9,233.0,-325.8,,,,764.0,744.3,136.9,,,2136.9,False,,,,False,False,True,,,False
48469,2169,3752.0,2799.8,,,,13782.0,5302.8,1044.0,2141.0,,1072.8,1583.0,630.8,,,,11613.0,3133.8,-1125.0,-28.0,,-1096.2,True,,,,False,False,True,True,,True
48471,1409,1001.0,794.3,,,,2146.0,297.9,49.5,858.7,,1209.1,-408.0,-614.7,,,,737.0,-1111.1,-1359.5,-550.3,,-199.9,False,,,,False,False,False,False,,True
48473,426,399.0,526.5,,,,2288.0,535.1,386.9,,,1512.9,-27.0,100.5,,,,1862.0,109.1,-39.1,,,1086.9,False,,,,False,False,False,,,False
48475,61,168.0,,,,,1109.0,107.8,,,,523.0,107.0,,,,,1048.0,46.8,,,,462.0,,,,,False,True,,,,False
48477,216,420.0,,,,,2167.0,180.0,121.0,,,1089.3,204.0,,,,,1951.0,-36.0,-95.0,,,873.3,,,,,False,True,True,,,False
48479,8186,5418.0,7050.8,,,,22841.0,17702.0,3499.6,8121.9,,7169.3,-2768.0,-1135.2,,,,14655.0,9516.0,-4686.4,-64.1,,-1016.7,True,,,,False,False,False,True,,True
48481,860,686.0,,,,,2022.0,563.4,356.6,,,1358.5,-174.0,,,,,1162.0,-296.6,-503.4,,,498.5,,,,,False,False,False,,,False
48483,24,7.0,,,,,69.0,7.5,,,,9.0,-17.0,,,,,45.0,-16.5,,,,-15.0,,,,,False,True,,,,True
48485,710,1120.0,1532.1,,,,8258.0,2665.3,1074.2,,,2525.3,410.0,822.1,,,,7548.0,1955.3,364.2,,,1815.3,False,,,,False,False,True,,,False
48487,86,35.0,,,,,690.0,7.3,,,,551.6,-51.0,,,,,604.0,-78.7,,,,465.6,,,,,False,False,,,,False
48489,567,350.0,,,,,1621.0,175.9,202.1,,,81.0,-217.0,,,,,1054.0,-391.1,-364.9,,,-486.0,,,,,False,False,False,,,False
48491,4148,8932.0,8656.4,,,,10336.0,5133.6,4826.4,11310.6,,7277.1,4784.0,4508.4,,,,6188.0,985.6,678.4,7162.6,,3129.1,True,,,,False,True,True,False,,True
48493,349,406.0,202.7,,,,2251.0,825.2,365.2,,,1171.1,57.0,-146.3,,,,1902.0,476.2,16.2,,,822.1,False,,,,False,False,True,,,False
48495,54,77.0,,,,,641.0,201.8,,,,6.8,23.0,,,,,587.0,147.8,,,,-47.2,,,,,False,False,,,,False
48497,463,343.0,243.8,,,,1219.0,143.7,469.7,,,1180.6,-120.0,-219.2,,,,756.0,-319.3,6.7,,,717.6,False,,,,False,False,True,,,False
48499,275,203.0,,,,,575.0,74.8,192.5,,,265.2,-72.0,,,,,300.0,-200.2,-82.5,,,-9.8,,,,,False,False,False,,,True
48501,106,28.0,,,,,185.0,161.6,,,,8.5,-78.0,,,,,79.0,55.6,,,,-97.5,,,,,False,True,,,,False
48503,194,133.0,,,,,719.0,185.5,,,,682.1,-61.0,,,,,525.0,-8.5,,,,488.1,,,,,False,True,,,,False
48505,206,70.0,,,,,707.0,400.9,,,,12.2,-136.0,,,,,501.0,194.9,,,,-193.8,,,,,False,False,,,,False
48507,212,168.0,,,,,195.0,79.1,,,,530.0,-44.0,,,,,-17.0,-132.9,,,,318.0,,,,,True,False,,,,False
49001,0,0.0,,,,,115.0,,,,,,0.0,,,,,115.0,,,,,,,,,,False,,,,,
49003,0,0.0,555.2,,,,140.0,,,,,,0.0,555.2,,,,140.0,,,,,,False,,,,False,,,,,
49005,0,0.0,1611.5,,,,2546.0,,,,,,0.0,1611.5,,,,2546.0,,,,,,False,,,,False,,,,,
49007,0,0.0,,,,,45.0,,,,,,0.0,,,,,45.0,,,,,,,,,,False,,,,,
49009,0,0.0,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,True,,,,,
49011,2047,2905.0,2862.8,,,,6760.0,4589.1,2364.0,,,4771.8,858.0,815.8,,,,4713.0,2542.1,317.0,,,2724.8,True,,,,False,False,True,,,False
49013,0,0.0,,,,,21.0,,,,,,0.0,,,,,21.0,,,,,,,,,,False,,,,,
49015,0,0.0,,,,,1.0,,,,,,0.0,,,,,1.0,,,,,,,,,,False,,,,,
49017,0,0.0,,,,,7.0,,,,,,0.0,,,,,7.0,,,,,,,,,,False,,,,,
49019,0,0.0,,,,,2.0,,,,,,0.0,,,,,2.0,,,,,,,,,,False,,,,,
49021,0,0.0,1009.0,,,,857.0,,,,,,0.0,1009.0,,,,857.0,,,,,,False,,,,False,,,,,
49023,0,0.0,,,,,161.0,,,,,,0.0,,,,,161.0,,,,,,,,,,False,,,,,
49025,0,0.0,,,,,14.0,,,,,,0.0,,,,,14.0,,,,,,,,,,False,,,,,
49027,0,0.0,,,,,171.0,,,,,,0.0,,,,,171.0,,,,,,,,,,False,,,,,
49029,0,0.0,,,,,24.0,,,,,,0.0,,,,,24.0,,,,,,,,,,False,,,,,
49031,0,0.0,,,,,17.0,,,,,,0.0,,,,,17.0,,,,,,,,,,False,,,,,
49033,0,0.0,,,,,7.0,,,,,,0.0,,,,,7.0,,,,,,,,,,False,,,,,
49035,9372,13951.0,25370.8,,,,17606.0,21038.5,6761.1,16090.8,,10465.9,4579.0,15998.8,,,,8234.0,11666.5,-2610.9,6718.8,,1093.9,False,,,,False,False,True,False,,True
49037,204,364.0,,,,,18.0,149.9,8.9,,,50.2,160.0,,,,,-186.0,-54.1,-195.1,,,-153.8,,,,,False,True,False,,,True
49039,0,0.0,,,,,230.0,,,,,,0.0,,,,,230.0,,,,,,,,,,False,,,,,
49041,0,0.0,,,,,295.0,,,,,,0.0,,,,,295.0,,,,,,,,,,False,,,,,
49043,265,413.0,,,,,217.0,158.1,117.6,,,145.7,148.0,,,,,-48.0,-106.9,-147.4,,,-119.3,,,,,True,True,True,,,True
49045,342,483.0,398.3,,,,371.0,482.0,367.9,,,760.8,141.0,56.3,,,,29.0,140.0,25.9,,,418.8,True,,,,True,True,True,,,False
49047,0,0.0,,,,,28.0,,,,,,0.0,,,,,28.0,,,,,,,,,,False,,,,,
49049,5503,5579.0,3879.5,,,,8234.0,6463.4,3777.2,4611.5,,5266.1,76.0,-1623.5,,,,2731.0,960.4,-1725.8,-891.5,,-236.9,False,,,,False,False,False,False,,False
49051,177,231.0,,,,,263.0,37.8,96.7,,,107.0,54.0,,,,,86.0,-139.2,-80.3,,,-70.0,,,,,False,False,False,,,False
49053,0,0.0,3346.7,,,,1345.0,,,,,,0.0,3346.7,,,,1345.0,,,,,,False,,,,False,,,,,
49055,0,0.0,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,True,,,,,
49057,0,0.0,4194.1,,,,3280.0,,,,,,0.0,4194.1,,,,3280.0,,,,,,False,,,,False,,,,,
50001,15,0.0,,,,,14.0,0.6,,,,0.0,-15.0,,,,,-1.0,-14.4,,,,-15.0,,,,,True,True,,,,False
50003,26,7.0,,,,,7.0,0.6,,,,11.6,-19.0,,,,,-19.0,-25.4,,,,-14.4,,,,,False,False,,,,True
50005,12,7.0,,,,,7.0,0.1,,,,0.1,-5.0,,,,,-5.0,-11.9,,,,-11.9,,,,,False,False,,,,False
50007,139,189.0,9.2,,,,97.0,30.7,127.3,359.9,,572.5,50.0,-129.8,,,,-42.0,-108.3,-11.7,220.9,,433.5,False,,,,True,False,True,False,,False
50009,2,14.0,,,,,0.0,0.0,,,,33.7,12.0,,,,,-2.0,-2.0,,,,31.7,,,,,True,True,,,,False
50011,13,0.0,,,,,13.0,0.2,0.8,,,0.0,-13.0,,,,,0.0,-12.8,-12.2,,,-13.0,,,,,True,True,True,,,True
50013,3,0.0,,,,,0.0,0.2,,,,0.0,-3.0,,,,,-3.0,-2.8,,,,-3.0,,,,,False,True,,,,False
50015,8,35.0,,,,,7.0,0.2,,,,51.3,27.0,,,,,-1.0,-7.8,,,,43.3,,,,,True,True,,,,False
50017,12,7.0,,,,,7.0,0.0,,,,0.1,-5.0,,,,,-5.0,-12.0,,,,-11.9,,,,,False,False,,,,False
50019,1,0.0,,,,,0.0,0.1,,,,0.0,-1.0,,,,,-1.0,-0.9,,,,-1.0,,,,,False,True,,,,False
50021,38,7.0,8.2,,,,20.0,1.7,,,,0.4,-31.0,-29.8,,,,-18.0,-36.3,,,,-37.6,True,,,,True,False,,,,False
50023,19,14.0,0.1,,,,17.0,0.4,,,,144.6,-5.0,-18.9,,,,-2.0,-18.6,,,,125.6,False,,,,True,False,,,,False
50025,24,14.0,,,,,21.0,1.9,,,,4.8,-10.0,,,,,-3.0,-22.1,,,,-19.2,,,,,True,False,,,,False
50027,16,21.0,8.0,,,,21.0,0.7,,,,1705.1,5.0,-8.0,,,,5.0,-15.3,,,,1689.1,False,,,,False,False,,,,False
51001,102,0.0,,,,,166.0,209.7,29.5,,,0.0,-102.0,,,,,64.0,107.7,-72.5,,,-102.0,,,,,True,False,True,,,True
51003,489,539.0,539.5,,,,181.0,142.7,753.6,810.8,,2238.5,50.0,50.5,,,,-308.0,-346.3,264.6,321.8,,1749.5,False,,,,False,False,False,False,,False
51005,29,35.0,,,,,16.0,6.6,,,,5.9,6.0,,,,,-13.0,-22.4,,,,-23.1,,,,,False,False,,,,False
51007,49,28.0,,,,,6.0,15.4,,,,266.3,-21.0,,,,,-43.0,-33.6,,,,217.3,,,,,False,False,,,,False
51009,245,21.0,,,,,11.0,3.5,,,,363.0,-224.0,,,,,-234.0,-241.5,,,,118.0,,,,,False,False,,,,True
51011,116,28.0,,,,,8.0,3.9,,,,51.3,-88.0,,,,,-108.0,-112.1,,,,-64.7,,,,,False,False,,,,True
51013,916,546.0,208.0,,,,1362.0,94.7,117.5,368.7,,827.4,-370.0,-708.0,,,,446.0,-821.3,-798.5,-547.3,,-88.6,False,,,,False,False,False,False,,True
51015,159,91.0,169.9,,,,107.0,4.8,150.3,,,64.8,-68.0,10.9,,,,-52.0,-154.2,-8.7,,,-94.2,True,,,,True,False,True,,,False
51017,3,7.0,,,,,0.0,,,,,205.4,4.0,,,,,-3.0,,,,,202.4,,,,,True,,,,,False
51019,377,133.0,0.0,,,,57.0,36.8,353.1,,,251.3,-244.0,-377.0,,,,-320.0,-340.2,-23.9,,,-125.7,False,,,,False,False,True,,,True
51021,43,7.0,,,,,0.0,,,,,309.1,-36.0,,,,,-43.0,,,,,266.1,,,,,False,,,,,False
51023,99,133.0,,,,,48.0,7.4,243.5,,,13.6,34.0,,,,,-51.0,-91.6,144.5,,,-85.4,,,,,False,False,False,,,False
51025,156,126.0,,,,,13.0,16.0,89.7,,,312.8,-30.0,,,,,-143.0,-140.0,-66.3,,,156.8,,,,,False,False,False,,,False
51027,60,56.0,,,,,44.0,3.9,,,,169.0,-4.0,,,,,-16.0,-56.1,,,,109.0,,,,,False,False,,,,False
51029,68,70.0,,,,,60.0,6.6,14.6,,,83.2,2.0,,,,,-8.0,-61.4,-53.4,,,15.2,,,,,False,False,False,,,False
51031,254,84.0,0.0,,,,25.0,32.7,,,,1291.8,-170.0,-254.0,,,,-229.0,-221.3,,,,1037.8,False,,,,False,False,,,,False
51033,124,63.0,,,,,18.0,0.8,42.2,,,1323.5,-61.0,,,,,-106.0,-123.2,-81.8,,,1199.5,,,,,False,False,False,,,False
51035,161,126.0,,,,,91.0,13.4,107.1,,,55.0,-35.0,,,,,-70.0,-147.6,-53.9,,,-106.0,,,,,False,False,False,,,False
51036,29,7.0,,,,,2.0,10.2,,,,0.0,-22.0,,,,,-27.0,-18.8,,,,-29.0,,,,,False,True,,,,False
51037,35,21.0,,,,,4.0,2.7,,,,420.6,-14.0,,,,,-31.0,-32.3,,,,385.6,,,,,False,False,,,,False
51041,1844,1379.0,1102.5,,,,1052.0,315.8,613.9,1069.2,,1619.2,-465.0,-741.5,,,,-792.0,-1528.2,-1230.1,-774.8,,-224.8,False,,,,False,False,False,False,,True
51043,21,35.0,,,,,58.0,25.2,,,,4.1,14.0,,,,,37.0,4.2,,,,-16.9,,,,,False,True,,,,False
51045,13,7.0,,,,,0.0,0.4,,,,0.1,-6.0,,,,,-13.0,-12.6,,,,-12.9,,,,,False,False,,,,False
51047,259,245.0,320.0,,,,161.0,20.8,33.8,102.4,,1669.7,-14.0,61.0,,,,-98.0,-238.2,-225.2,-156.6,,1410.7,False,,,,False,False,False,False,,False
51049,39,14.0,,,,,9.0,8.9,,,,1.0,-25.0,,,,,-30.0,-30.1,,,,-38.0,,,,,False,False,,,,False
51051,59,0.0,,,,,7.0,,,,,0.0,-59.0,,,,,-52.0,,,,,-59.0,,,,,True,,,,,True
51053,130,42.0,,,,,39.0,1.6,101.7,,,5.5,-88.0,,,,,-91.0,-128.4,-28.3,,,-124.5,,,,,False,False,True,,,False
51057,60,28.0,,,,,11.0,6.2,,,,390.7,-32.0,,,,,-49.0,-53.8,,,,330.7,,,,,False,False,,,,False
51059,3789,2317.0,5580.0,,,,2058.0,485.3,904.5,1634.2,,2951.1,-1472.0,1791.0,,,,-1731.0,-3303.7,-2884.5,-2154.8,,-837.9,False,,,,False,False,False,False,,True
51061,272,315.0,325.9,,,,142.0,70.0,107.2,206.6,,1178.2,43.0,53.9,,,,-130.0,-202.0,-164.8,-65.4,,906.2,False,,,,False,False,False,False,,False
51063,130,0.0,,,,,4.0,3.8,,,,0.0,-130.0,,,,,-126.0,-126.2,,,,-130.0,,,,,True,True,,,,True
51065,94,70.0,,,,,37.0,44.6,58.6,,,94.5,-24.0,,,,,-57.0,-49.4,-35.4,,,0.5,,,,,False,False,False,,,True
51067,108,98.0,57.0,,,,45.0,0.6,263.6,,,1.6,-10.0,-51.0,,,,-63.0,-107.4,155.6,,,-106.4,False,,,,False,False,False,,,False
51069,220,175.0,624.1,,,,251.0,39.7,158.7,93.7,,116.1,-45.0,404.1,,,,31.0,-180.3,-61.3,-126.3,,-103.9,False,,,,True,False,False,False,,False
51071,23,0.0,,,,,8.0,3.1,,,,0.0,-23.0,,,,,-15.0,-19.9,,,,-23.0,,,,,True,True,,,,True
51073,136,126.0,,,,,16.0,25.1,,,,1757.3,-10.0,,,,,-120.0,-110.9,,,,1621.3,,,,,False,False,,,,False
51075,88,21.0,,,,,45.0,0.8,48.9,,,0.8,-67.0,,,,,-43.0,-87.2,-39.1,,,-87.2,,,,,True,False,True,,,False
51077,99,21.0,,,,,47.0,50.6,,,,0.1,-78.0,,,,,-52.0,-48.4,,,,-98.9,,,,,True,True,,,,False
51079,119,56.0,,,,,40.0,24.8,,,,23.6,-63.0,,,,,-79.0,-94.2,,,,-95.4,,,,,False,False,,,,False
51081,330,49.0,,,,,81.0,4.1,4.1,,,48.6,-281.0,,,,,-249.0,-325.9,-325.9,,,-281.4,,,,,True,False,False,,,False
51083,124,119.0,,,,,38.0,17.3,,,,309.8,-5.0,,,,,-86.0,-106.7,,,,185.8,,,,,False,False,,,,False
51085,311,182.0,382.5,,,,134.0,95.5,200.2,201.4,,311.9,-129.0,71.5,,,,-177.0,-215.5,-110.8,-109.6,,0.9,True,,,,False,False,True,True,,True
51087,1731,1113.0,850.6,,,,1147.0,408.4,341.6,1147.2,,5597.3,-618.0,-880.4,,,,-584.0,-1322.6,-1389.4,-583.8,,3866.3,False,,,,True,False,False,True,,False
51089,485,462.0,386.0,,,,209.0,157.3,314.1,,,1422.4,-23.0,-99.0,,,,-276.0,-327.7,-170.9,,,937.4,False,,,,False,False,False,,,False
51091,3,0.0,,,,,0.0,0.1,,,,0.0,-3.0,,,,,-3.0,-2.9,,,,-3.0,,,,,False,True,,,,False
51093,318,224.0,,,,,58.0,49.4,131.4,,,1109.9,-94.0,,,,,-260.0,-268.6,-186.6,,,791.9,,,,,False,False,False,,,False
51095,399,399.0,25.9,,,,124.0,146.5,320.6,715.2,,316.6,0.0,-373.1,,,,-275.0,-252.5,-78.4,316.2,,-82.4,False,,,,False,False,False,False,,False
51097,23,14.0,,,,,1.0,1.8,,,,281.8,-9.0,,,,,-22.0,-21.2,,,,258.8,,,,,False,False,,,,False
51099,98,35.0,,,,,24.0,1.3,29.6,,,1135.2,-63.0,,,,,-74.0,-96.7,-68.4,,,1037.2,,,,,False,False,False,,,False
51101,61,77.0,,,,,9.0,5.5,,,,676.4,16.0,,,,,-52.0,-55.5,,,,615.4,,,,,False,False,,,,False
51103,55,14.0,,,,,0.0,0.6,,,,484.1,-41.0,,,,,-55.0,-54.4,,,,429.1,,,,,False,False,,,,False
51105,172,35.0,,,,,20.0,0.9,,,,1.5,-137.0,,,,,-152.0,-171.1,,,,-170.5,,,,,False,False,,,,False
51107,1551,1386.0,420.2,,,,783.0,348.0,1295.8,609.7,,625.3,-165.0,-1130.8,,,,-768.0,-1203.0,-255.2,-941.3,,-925.7,False,,,,False,False,False,False,,False
51109,113,56.0,,,,,33.0,2.3,103.0,,,4.1,-57.0,,,,,-80.0,-110.7,-10.0,,,-108.9,,,,,False,False,True,,,False
51111,55,21.0,,,,,4.0,15.1,,,,1.6,-34.0,,,,,-51.0,-39.9,,,,-53.4,,,,,False,False,,,,False
51113,46,28.0,,,,,14.0,3.3,,,,2.7,-18.0,,,,,-32.0,-42.7,,,,-43.3,,,,,False,False,,,,False
51115,17,7.0,,,,,0.0,0.3,,,,34.0,-10.0,,,,,-17.0,-16.7,,,,17.0,,,,,False,False,,,,False
51117,249,63.0,,,,,93.0,7.3,11.5,,,350.3,-186.0,,,,,-156.0,-241.7,-237.5,,,101.3,,,,,True,False,False,,,True
51119,39,14.0,,,,,0.0,1.2,,,,510.8,-25.0,,,,,-39.0,-37.8,,,,471.8,,,,,False,False,,,,False
51121,268,189.0,410.7,,,,163.0,56.7,410.8,,,146.5,-79.0,142.7,,,,-105.0,-211.3,142.8,,,-121.5,False,,,,False,False,False,,,False
51125,61,35.0,,,,,3.0,1.9,,,,602.0,-26.0,,,,,-58.0,-59.1,,,,541.0,,,,,False,False,,,,False
51127,85,56.0,,,,,16.0,14.2,,,,568.5,-29.0,,,,,-69.0,-70.8,,,,483.5,,,,,False,False,,,,False
51131,36,21.0,,,,,42.0,0.0,12.7,,,178.0,-15.0,,,,,6.0,-36.0,-23.3,,,142.0,,,,,True,False,False,,,False
51133,48,28.0,,,,,1.0,5.0,,,,507.3,-20.0,,,,,-47.0,-43.0,,,,459.3,,,,,False,False,,,,False
51135,79,42.0,,,,,33.0,3.8,63.6,,,545.2,-37.0,,,,,-46.0,-75.2,-15.4,,,466.2,,,,,False,False,True,,,False
51137,102,42.0,,,,,49.0,8.7,56.3,,,66.2,-60.0,,,,,-53.0,-93.3,-45.7,,,-35.8,,,,,True,False,True,,,True
51139,67,119.0,,,,,118.0,6.7,36.7,,,38.9,52.0,,,,,51.0,-60.3,-30.3,,,-28.1,,,,,True,False,True,,,True
51141,176,0.0,,,,,14.0,12.2,,,,0.0,-176.0,,,,,-162.0,-163.8,,,,-176.0,,,,,True,True,,,,True
51143,564,175.0,306.2,,,,53.0,207.6,373.8,,,1433.7,-389.0,-257.8,,,,-511.0,-356.4,-190.2,,,869.7,True,,,,False,True,True,,,False
51145,96,49.0,,,,,23.0,40.2,,,,201.3,-47.0,,,,,-73.0,-55.8,,,,105.3,,,,,False,False,,,,False
51147,256,168.0,,,,,104.0,30.3,65.7,,,406.3,-88.0,,,,,-152.0,-225.7,-190.3,,,150.3,,,,,False,False,False,,,False
51149,262,98.0,,,,,63.0,17.0,129.5,,,784.7,-164.0,,,,,-199.0,-245.0,-132.5,,,522.7,,,,,False,False,True,,,False
