,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
19055,98,72.0,,69.5,,67.0,90.0,,,,,69.2,,58.4,55.8,38.0,,169.6,61.6,,,,110.0,,-26.0,,-28.5,,-31.0,-8.0,,,,,-28.8,,-39.6,-42.2,-60.0,,71.6,-36.4,,,,12.0,,,False,,False,True,,,,,False,,False,False,False,,False,False,,,,True,
19057,384,93.0,,87.8,,91.0,133.0,,,,,137.8,,70.1,111.9,,,1175.5,74.9,,,,111.0,,-291.0,,-296.2,,-293.0,-251.0,,,,,-246.2,,-313.9,-272.1,,,791.5,-309.1,,,,-273.0,,,False,,False,True,,,,,True,,False,True,,,False,False,,,,True,
19059,41,18.0,,21.1,,19.0,12.0,,,,,46.4,,2.7,24.3,,,34.2,21.9,,,,13.0,,-23.0,,-19.9,,-22.0,-29.0,,,,,5.4,,-38.3,-16.7,,,-6.8,-19.1,,,,-28.0,,,True,,True,False,,,,,True,,False,True,,,True,True,,,,False,
19061,351,486.0,876.1,500.8,,485.0,643.0,,,,,665.8,,411.2,346.7,358.0,,436.0,484.8,,,,411.0,,135.0,525.1,149.8,,134.0,292.0,,,,,314.8,,60.2,-4.3,7.0,,85.0,133.8,,,,60.0,,False,False,,True,False,,,,,False,,True,True,True,,True,True,,,,True,
19063,29,39.0,,41.5,,39.0,72.0,,,,,55.1,,14.5,32.4,41.0,,22.5,67.7,,,,19.0,,10.0,,12.5,,10.0,43.0,,,,,26.1,,-14.5,3.4,12.0,,-6.5,38.7,,,,-10.0,,,False,,False,False,,,,,False,,False,True,False,,True,False,,,,False,
19065,55,15.0,,15.6,,11.0,9.0,,,,,60.1,,6.1,3.4,,,15.7,11.6,,,,9.0,,-40.0,,-39.4,,-44.0,-46.0,,,,,5.1,,-48.9,-51.6,,,-39.3,-43.4,,,,-46.0,,,True,,False,False,,,,,True,,False,False,,,True,False,,,,False,
19067,73,111.0,,117.3,,75.0,232.0,,,,,77.9,,62.4,70.5,50.0,,49.8,74.9,,,,201.0,,38.0,,44.3,,2.0,159.0,,,,,4.9,,-10.6,-2.5,-23.0,,-23.2,1.9,,,,128.0,,,False,,True,False,,,,,True,,True,True,True,,True,True,,,,False,
19069,60,81.0,,86.3,,72.0,105.0,,,,,90.7,,26.7,62.3,49.0,,28.7,76.6,,,,49.0,,21.0,,26.3,,12.0,45.0,,,,,30.7,,-33.3,2.3,-11.0,,-31.3,16.6,,,,-11.0,,,False,,True,False,,,,,False,,False,True,True,,False,True,,,,True,
19071,17,21.0,,24.9,,19.0,23.0,,,,,24.1,,2.9,20.0,,,14.9,,,,,22.0,,4.0,,7.9,,2.0,6.0,,,,,7.1,,-14.1,3.0,,,-2.1,,,,,5.0,,,False,,True,False,,,,,False,,False,True,,,True,,,,,False,
19073,16,9.0,,9.4,,6.0,0.0,,,,,7.0,,3.9,1.4,,,6.8,10.3,,,,19.0,,-7.0,,-6.6,,-10.0,-16.0,,,,,-9.0,,-12.1,-14.6,,,-9.2,-5.7,,,,3.0,,,True,,False,False,,,,,False,,False,False,,,False,True,,,,True,
19075,47,21.0,,19.5,,19.0,21.0,,,,,40.7,,7.1,14.0,20.0,,24.2,17.4,,,,14.0,,-26.0,,-27.5,,-28.0,-26.0,,,,,-6.3,,-39.9,-33.0,-27.0,,-22.8,-29.6,,,,-33.0,,,False,,False,False,,,,,True,,False,False,False,,True,False,,,,False,
19077,39,18.0,,15.9,,13.0,6.0,,,,,34.0,,2.8,13.7,21.0,,10.8,28.9,,,,9.0,,-21.0,,-23.1,,-26.0,-33.0,,,,,-5.0,,-36.2,-25.3,-18.0,,-28.2,-10.1,,,,-30.0,,,False,,False,False,,,,,True,,False,False,True,,False,True,,,,False,
19079,58,24.0,,16.5,,21.0,21.0,,,,,41.0,,2.1,22.7,36.0,,26.6,20.7,,,,13.0,,-34.0,,-41.5,,-37.0,-37.0,,,,,-17.0,,-55.9,-35.3,-22.0,,-31.4,-37.3,,,,-45.0,,,False,,False,False,,,,,True,,False,False,True,,True,False,,,,False,
19081,31,24.0,,25.3,,18.0,25.0,,,,,35.3,,2.2,16.1,20.0,,13.1,59.6,,,,12.0,,-7.0,,-5.7,,-13.0,-6.0,,,,,4.3,,-28.8,-14.9,-11.0,,-17.9,28.6,,,,-19.0,,,True,,False,True,,,,,True,,False,False,False,,False,False,,,,False,
19083,50,48.0,,57.3,,47.0,64.0,,,,,88.7,,25.1,53.4,43.0,,20.8,21.9,,,,28.0,,-2.0,,7.3,,-3.0,14.0,,,,,38.7,,-24.9,3.4,-7.0,,-29.2,-28.1,,,,-22.0,,,False,,False,False,,,,,False,,False,False,False,,False,False,,,,False,
19085,41,33.0,,34.6,,31.0,40.0,,,,,44.6,,10.4,28.1,24.0,,13.0,32.5,,,,42.0,,-8.0,,-6.4,,-10.0,-1.0,,,,,3.6,,-30.6,-12.9,-17.0,,-28.0,-8.5,,,,1.0,,,True,,False,True,,,,,True,,False,False,False,,False,False,,,,True,
19087,156,27.0,,25.5,,27.0,43.0,,,,,42.5,,13.6,33.1,25.0,,16.9,26.7,,,,41.0,,-129.0,,-130.5,,-129.0,-113.0,,,,,-113.5,,-142.4,-122.9,-131.0,,-139.1,-129.3,,,,-115.0,,,False,,False,True,,,,,True,,False,True,False,,False,False,,,,True,
19089,80,3.0,,2.8,,3.0,0.0,,,,,22.0,,3.3,0.9,,,12.3,8.0,,,,3.0,,-77.0,,-77.2,,-77.0,-80.0,,,,,-58.0,,-76.7,-79.1,,,-67.7,-72.0,,,,-77.0,,,False,,False,False,,,,,True,,True,False,,,True,True,,,,False,
19091,85,57.0,,56.2,,52.0,69.0,,,,,34.3,,36.2,49.0,34.0,,180.9,40.6,,,,72.0,,-28.0,,-28.8,,-33.0,-16.0,,,,,-50.7,,-48.8,-36.0,-51.0,,95.9,-44.4,,,,-13.0,,,False,,False,True,,,,,False,,False,False,False,,False,False,,,,True,
19093,13,0.0,,0.9,,0.0,0.0,,,,,4.0,,1.2,0.3,0.0,,1.2,2.2,,,,0.0,,-13.0,,-12.1,,-13.0,-13.0,,,,,-9.0,,-11.8,-12.7,-13.0,,-11.8,-10.8,,,,-13.0,,,True,,False,False,,,,,True,,True,True,False,,True,True,,,,False,
19095,17,21.0,,28.6,,23.0,48.0,,,,,43.2,,7.4,25.6,20.0,,40.7,16.4,,,,22.0,,4.0,,11.6,,6.0,31.0,,,,,26.2,,-9.6,8.6,3.0,,23.7,-0.6,,,,5.0,,,False,,False,False,,,,,False,,False,False,True,,False,True,,,,False,
19097,50,51.0,,50.7,,42.0,23.0,,,,,107.2,,21.3,45.8,33.0,,35.6,61.1,,,,36.0,,1.0,,0.7,,-8.0,-27.0,,,,,57.2,,-28.7,-4.2,-17.0,,-14.4,11.1,,,,-14.0,,,True,,False,False,,,,,False,,False,False,False,,False,False,,,,False,
19099,101,69.0,,54.6,,58.0,182.0,,,,,121.7,,30.5,58.9,84.0,,66.1,56.7,,,,55.0,,-32.0,,-46.4,,-43.0,81.0,,,,,20.7,,-70.5,-42.1,-17.0,,-34.9,-44.3,,,,-46.0,,,False,,False,False,,,,,True,,False,False,True,,False,False,,,,False,
19101,34,21.0,,22.1,,18.0,20.0,,,,,43.5,,9.3,18.3,21.0,,15.0,17.3,,,,25.0,,-13.0,,-11.9,,-16.0,-14.0,,,,,9.5,,-24.7,-15.7,-13.0,,-19.0,-16.7,,,,-9.0,,,True,,False,False,,,,,True,,False,False,False,,False,False,,,,True,
19103,1577,498.0,605.4,486.7,,488.0,551.0,,,,,611.0,,481.3,488.4,430.0,,439.6,425.7,562.0,,,484.0,,-1079.0,-971.6,-1090.3,,-1089.0,-1026.0,,,,,-966.0,,-1095.7,-1088.6,-1147.0,,-1137.4,-1151.3,-1015.0,,,-1093.0,,True,False,,False,True,,,,,True,,False,False,False,,False,False,True,,,False,
19105,39,24.0,,22.0,,21.0,13.0,,,,,70.9,,4.1,19.3,20.0,,12.9,31.2,,,,13.0,,-15.0,,-17.0,,-18.0,-26.0,,,,,31.9,,-34.9,-19.7,-19.0,,-26.1,-7.8,,,,-26.0,,,False,,False,False,,,,,False,,False,False,False,,False,True,,,,False,
19107,27,12.0,,11.9,,8.0,0.0,,,,,19.0,,2.7,6.5,,,8.3,11.2,,,,27.0,,-15.0,,-15.1,,-19.0,-27.0,,,,,-8.0,,-24.3,-20.5,,,-18.7,-15.8,,,,0.0,,,False,,False,False,,,,,True,,False,False,,,False,False,,,,True,
19109,32,36.0,,37.8,,22.0,12.0,,,,,44.2,,11.1,23.9,26.0,,21.6,44.5,,,,63.0,,4.0,,5.8,,-10.0,-20.0,,,,,12.2,,-20.9,-8.1,-6.0,,-10.4,12.5,,,,31.0,,,False,,False,False,,,,,False,,False,False,False,,False,False,,,,False,
19111,280,75.0,,78.4,,51.0,183.0,,,,,81.9,,32.5,54.5,33.0,,24.0,49.8,,,,72.0,,-205.0,,-201.6,,-229.0,-97.0,,,,,-198.1,,-247.5,-225.5,-247.0,,-256.0,-230.2,,,,-208.0,,,True,,False,True,,,,,True,,False,False,False,,False,False,,,,False,
19113,604,852.0,290.2,845.9,,841.0,946.0,,,,,1232.8,,977.7,676.3,577.0,,870.9,786.1,938.0,,,941.0,,248.0,-313.8,241.9,,237.0,342.0,,,,,628.8,,373.7,72.3,-27.0,,266.9,182.1,334.0,,,337.0,,False,True,,True,False,,,,,False,,False,True,True,,False,True,False,,,False,
19115,19,3.0,,1.9,,3.0,0.0,,,,,12.3,,0.1,5.1,,,10.5,4.6,,,,0.0,,-16.0,,-17.1,,-16.0,-19.0,,,,,-6.7,,-18.9,-13.9,,,-8.5,-14.4,,,,-19.0,,,False,,False,False,,,,,True,,False,True,,,True,True,,,,False,
19117,30,63.0,,60.1,,54.0,87.0,,,,,28.3,,10.8,46.0,39.0,,146.3,45.2,,,,147.0,,33.0,,30.1,,24.0,57.0,,,,,-1.7,,-19.2,16.0,9.0,,116.3,15.2,,,,117.0,,,True,,True,False,,,,,True,,True,True,True,,False,True,,,,False,
19119,34,42.0,,44.2,,39.0,41.0,,,,,67.8,,8.1,24.0,25.0,,7.7,74.1,,,,30.0,,8.0,,10.2,,5.0,7.0,,,,,33.8,,-25.9,-10.0,-9.0,,-26.3,40.1,,,,-4.0,,,False,,True,True,,,,,False,,False,False,False,,False,False,,,,True,
19121,46,66.0,,63.3,,52.0,79.0,,,,,84.5,,27.2,53.1,34.0,,44.4,51.0,,,,85.0,,20.0,,17.3,,6.0,33.0,,,,,38.5,,-18.8,7.1,-12.0,,-1.6,5.0,,,,39.0,,,True,,True,False,,,,,False,,True,True,True,,True,True,,,,False,
19123,74,12.0,,12.2,,9.0,9.0,,,,,30.3,,0.4,6.1,20.0,,25.4,8.6,,,,21.0,,-62.0,,-61.8,,-65.0,-65.0,,,,,-43.7,,-73.6,-67.9,-54.0,,-48.6,-65.4,,,,-53.0,,,True,,False,False,,,,,True,,False,False,True,,True,False,,,,True,
19125,295,63.0,,57.1,,57.0,60.0,,,,,145.4,,34.1,61.7,47.0,,50.9,50.7,,,,47.0,,-232.0,,-237.9,,-238.0,-235.0,,,,,-149.6,,-260.9,-233.3,-248.0,,-244.1,-244.3,,,,-248.0,,,False,,False,False,,,,,True,,False,False,False,,False,False,,,,False,
19127,194,171.0,,195.8,,133.0,117.0,,,,,194.5,,72.5,147.7,243.0,,121.7,131.2,,,,88.0,,-23.0,,1.8,,-61.0,-77.0,,,,,0.5,,-121.5,-46.3,49.0,,-72.3,-62.8,,,,-106.0,,,True,,False,False,,,,,True,,False,False,False,,False,False,,,,False,
19129,38,30.0,,28.7,,26.0,43.0,,,,,54.6,,9.7,18.8,20.0,,21.4,38.4,,,,34.0,,-8.0,,-9.3,,-12.0,5.0,,,,,16.6,,-28.3,-19.2,-18.0,,-16.6,0.4,,,,-4.0,,,False,,False,True,,,,,False,,False,False,False,,False,True,,,,True,
19131,30,6.0,,3.3,,5.0,0.0,,,,,17.6,,12.0,0.9,,,0.7,16.1,,,,2.0,,-24.0,,-26.7,,-25.0,-30.0,,,,,-12.4,,-18.0,-29.1,,,-29.3,-13.9,,,,-28.0,,,False,,False,False,,,,,True,,True,False,,,False,True,,,,False,
19133,16,3.0,,3.9,,3.0,0.0,,,,,17.1,,11.2,1.4,,,9.6,11.5,,,,2.0,,-13.0,,-12.1,,-13.0,-16.0,,,,,1.1,,-4.8,-14.6,,,-6.4,-4.5,,,,-14.0,,,True,,False,False,,,,,True,,True,False,,,True,True,,,,False,
19135,30,18.0,,14.5,,12.0,0.0,,,,,12.0,,6.0,11.0,21.0,,22.9,15.4,,,,21.0,,-12.0,,-15.5,,-18.0,-30.0,,,,,-18.0,,-24.0,-19.0,-9.0,,-7.1,-14.6,,,,-9.0,,,False,,False,False,,,,,False,,False,False,True,,True,False,,,,True,
19137,18,48.0,,47.1,,31.0,44.0,,,,,47.5,,3.9,27.9,31.0,,28.3,,,,,50.0,,30.0,,29.1,,13.0,26.0,,,,,29.5,,-14.1,9.9,13.0,,10.3,,,,,32.0,,,True,,True,True,,,,,True,,True,True,True,,True,,,,,False,
19139,108,93.0,,80.5,,82.0,121.0,,,,,157.9,,25.7,69.7,131.0,,82.8,86.1,,,,82.0,,-15.0,,-27.5,,-26.0,13.0,,,,,49.9,,-82.3,-38.3,23.0,,-25.2,-21.9,,,,-26.0,,,False,,False,True,,,,,False,,False,False,False,,False,False,,,,False,
19141,56,63.0,,63.2,,33.0,64.0,,,,,43.4,,6.4,23.7,21.0,,24.8,43.1,,,,90.0,,7.0,,7.2,,-23.0,8.0,,,,,-12.6,,-49.6,-32.3,-35.0,,-31.2,-12.9,,,,34.0,,,False,,False,False,,,,,False,,False,False,False,,False,False,,,,False,
19143,15,18.0,,17.8,,8.0,0.0,,,,,16.4,,8.0,5.6,20.0,,11.8,11.5,,,,23.0,,3.0,,2.8,,-7.0,-15.0,,,,,1.4,,-7.0,-9.4,5.0,,-3.2,-3.5,,,,8.0,,,True,,False,False,,,,,True,,False,False,False,,False,False,,,,False,
19145,19,69.0,,66.6,,64.0,88.0,,,,,89.0,,6.6,43.8,32.0,,178.2,64.5,,,,58.0,,50.0,,47.6,,45.0,69.0,,,,,70.0,,-12.4,24.8,13.0,,159.2,45.5,,,,39.0,,,True,,True,False,,,,,False,,True,True,True,,False,True,,,,True,
19147,31,30.0,,30.3,,19.0,21.0,,,,,27.3,,12.5,17.1,20.0,,18.1,19.9,,,,24.0,,-1.0,,-0.7,,-12.0,-10.0,,,,,-3.7,,-18.5,-13.9,-11.0,,-12.9,-11.1,,,,-7.0,,,True,,False,False,,,,,False,,False,False,False,,False,False,,,,False,
19149,255,51.0,,52.2,,50.0,53.0,,,,,71.3,,18.3,61.3,79.0,,68.3,41.8,,,,39.0,,-204.0,,-202.8,,-205.0,-202.0,,,,,-183.7,,-236.7,-193.7,-176.0,,-186.7,-213.2,,,,-216.0,,,True,,False,True,,,,,True,,False,True,True,,True,False,,,,False,
19151,18,6.0,,4.7,,3.0,0.0,,,,,9.9,,0.3,2.4,18.0,,0.0,15.4,,,,4.0,,-12.0,,-13.3,,-15.0,-18.0,,,,,-8.1,,-17.7,-15.6,0.0,,-18.0,-2.6,,,,-14.0,,,False,,False,False,,,,,True,,False,False,True,,False,True,,,,False,
19153,2956,1842.0,1605.0,1819.2,1788.8,1642.0,2128.0,,,,,1543.1,,1195.3,1455.7,1920.0,,1595.3,1766.1,1433.0,,,1734.0,,-1114.0,-1351.0,-1136.8,-1167.2,-1314.0,-828.0,,,,,-1412.9,,-1760.7,-1500.3,-1036.0,,-1360.7,-1189.9,-1523.0,,,-1222.0,,False,False,False,False,True,,,,,False,,False,False,True,,False,False,False,,,False,
19155,298,330.0,247.6,336.7,,258.0,265.0,,,,,361.1,,151.9,324.3,280.0,,258.0,356.3,,,,377.0,,32.0,-50.4,38.7,,-40.0,-33.0,,,,,63.1,,-146.1,26.3,-18.0,,-40.0,58.3,,,,79.0,,False,False,,False,False,,,,,False,,False,True,True,,False,False,,,,False,
19157,27,36.0,,38.3,,37.0,60.0,,,,,60.2,,9.8,45.9,33.0,,22.4,44.4,,,,53.0,,9.0,,11.3,,10.0,33.0,,,,,33.2,,-17.2,18.9,6.0,,-4.6,17.4,,,,26.0,,,False,,False,False,,,,,False,,False,False,True,,True,False,,,,False,
19159,11,0.0,,1.2,,0.0,0.0,,,,,2.6,,2.6,1.7,1.0,,6.1,2.0,,,,0.0,,-11.0,,-9.8,,-11.0,-11.0,,,,,-8.4,,-8.4,-9.3,-10.0,,-4.9,-9.0,,,,-11.0,,,True,,False,False,,,,,True,,True,True,True,,True,True,,,,False,
19161,29,9.0,,8.6,,9.0,0.0,,,,,18.6,,10.3,4.9,21.0,,10.6,10.0,,,,15.0,,-20.0,,-20.4,,-20.0,-29.0,,,,,-10.4,,-18.7,-24.1,-8.0,,-18.4,-19.0,,,,-14.0,,,False,,False,False,,,,,True,,True,False,True,,True,True,,,,True,
19163,464,420.0,1020.9,411.6,,371.0,661.0,,,,,913.8,,289.0,283.4,348.0,,211.6,317.8,246.0,,,377.0,,-44.0,556.9,-52.4,,-93.0,197.0,,,,,449.8,,-175.0,-180.6,-116.0,,-252.4,-146.2,-218.0,,,-87.0,,False,False,,False,False,,,,,False,,False,False,False,,False,False,False,,,False,
19165,32,81.0,,79.2,,56.0,49.0,,,,,48.2,,26.8,58.3,50.0,,49.3,57.8,,,,79.0,,49.0,,47.2,,24.0,17.0,,,,,16.2,,-5.2,26.3,18.0,,17.3,25.8,,,,47.0,,,True,,True,True,,,,,True,,True,True,True,,True,True,,,,True,
19167,258,111.0,,107.3,,98.0,120.0,,,,,109.6,,61.6,134.8,120.0,,82.5,83.2,,,,100.0,,-147.0,,-150.7,,-160.0,-138.0,,,,,-148.4,,-196.4,-123.2,-138.0,,-175.6,-174.8,,,,-158.0,,,False,,False,True,,,,,False,,False,True,True,,False,False,,,,False,
19169,1178,177.0,355.1,147.5,,149.0,94.0,,,,,304.6,,126.2,164.8,209.0,,241.4,145.2,,,,140.0,,-1001.0,-822.9,-1030.5,,-1029.0,-1084.0,,,,,-873.4,,-1051.8,-1013.2,-969.0,,-936.6,-1032.8,,,,-1038.0,,True,False,,False,False,,,,,True,,False,False,True,,True,False,,,,False,
19171,70,42.0,,39.3,,38.0,45.0,,,,,42.8,,11.8,37.6,88.0,,37.4,38.3,,,,32.0,,-28.0,,-30.7,,-32.0,-25.0,,,,,-27.2,,-58.2,-32.4,18.0,,-32.6,-31.7,,,,-38.0,,,False,,False,True,,,,,True,,False,False,True,,False,False,,,,False,
19173,12,15.0,,13.8,,7.0,0.0,,,,,16.2,,7.2,4.9,20.0,,5.7,11.7,,,,9.0,,3.0,,1.8,,-5.0,-12.0,,,,,4.2,,-4.8,-7.1,8.0,,-6.3,-0.3,,,,-3.0,,,True,,False,False,,,,,False,,False,False,False,,False,True,,,,False,
19175,16,21.0,,22.8,,17.0,18.0,,,,,44.0,,9.9,13.1,20.0,,15.2,13.7,,,,33.0,,5.0,,6.8,,1.0,2.0,,,,,28.0,,-6.1,-2.9,4.0,,-0.8,-2.3,,,,17.0,,,False,,True,True,,,,,False,,False,True,True,,True,True,,,,False,
19177,67,12.0,,11.5,,8.0,0.0,,,,,11.0,,5.6,13.2,,,4.5,14.9,,,,12.0,,-55.0,,-55.5,,-59.0,-67.0,,,,,-56.0,,-61.4,-53.8,,,-62.5,-52.1,,,,-55.0,,,False,,False,False,,,,,False,,False,True,,,False,True,,,,False,
19179,190,156.0,,173.8,,165.0,461.0,,,,,113.8,,76.7,194.8,168.0,,67.3,179.0,,,,116.0,,-34.0,,-16.2,,-25.0,271.0,,,,,-76.2,,-113.3,4.8,-22.0,,-122.7,-11.0,,,,-74.0,,,True,,True,False,,,,,False,,False,True,True,,False,True,,,,False,
19181,209,120.0,309.5,119.1,,105.0,77.0,,,,,214.6,,46.5,105.0,107.0,,92.3,82.6,,,,107.0,,-89.0,100.5,-89.9,,-104.0,-132.0,,,,,5.6,,-162.5,-104.0,-102.0,,-116.7,-126.4,,,,-102.0,,False,False,,False,False,,,,,True,,False,False,False,,False,False,,,,False,
19183,38,39.0,,34.1,,24.0,22.0,,,,,41.2,,8.7,27.1,53.0,,6.1,36.2,,,,37.0,,1.0,,-3.9,,-14.0,-16.0,,,,,3.2,,-29.3,-10.9,15.0,,-31.9,-1.8,,,,-1.0,,,False,,False,False,,,,,False,,False,False,False,,False,False,,,,False,
19185,29,12.0,,12.1,,2.0,0.0,,,,,8.4,,1.2,2.9,2.0,,1.5,,,,,13.0,,-17.0,,-16.9,,-27.0,-29.0,,,,,-20.6,,-27.8,-26.1,-27.0,,-27.5,,,,,-16.0,,,True,,False,False,,,,,False,,False,False,False,,False,,,,,True,
19187,419,276.0,,279.1,,266.0,252.0,,,,,345.1,,111.3,163.2,181.0,,235.7,333.5,,,,203.0,,-143.0,,-139.9,,-153.0,-167.0,,,,,-73.9,,-307.7,-255.8,-238.0,,-183.3,-85.5,,,,-216.0,,,True,,False,False,,,,,True,,False,False,False,,False,True,,,,False,
19189,81,24.0,,16.4,,16.0,13.0,,,,,44.2,,14.2,25.6,25.0,,13.8,15.5,,,,15.0,,-57.0,,-64.6,,-65.0,-68.0,,,,,-36.8,,-66.8,-55.4,-56.0,,-67.2,-65.5,,,,-66.0,,,False,,False,False,,,,,True,,False,True,True,,False,False,,,,False,
19191,119,51.0,,49.0,,37.0,96.0,,,,,75.9,,9.7,37.7,26.0,,34.3,29.2,,,,59.0,,-68.0,,-70.0,,-82.0,-23.0,,,,,-43.1,,-109.3,-81.3,-93.0,,-84.7,-89.8,,,,-60.0,,,False,,False,True,,,,,True,,False,False,False,,False,False,,,,True,
19193,377,258.0,397.7,257.2,,235.0,207.0,,,,,223.2,,84.5,197.0,558.0,,259.2,235.2,,,,197.0,,-119.0,20.7,-119.8,,-142.0,-170.0,,,,,-153.8,,-292.5,-180.0,181.0,,-117.8,-141.8,,,,-180.0,,True,False,,False,False,,,,,False,,False,False,False,,True,False,,,,False,
19195,13,18.0,,15.9,,17.0,19.0,,,,,42.6,,8.3,7.7,20.0,,14.5,23.7,,,,12.0,,5.0,,2.9,,4.0,6.0,,,,,29.6,,-4.7,-5.3,7.0,,1.5,10.7,,,,-1.0,,,True,,True,False,,,,,False,,True,False,False,,True,False,,,,True,
19197,61,75.0,,77.2,,69.0,21.0,,,,,34.5,,35.4,82.4,88.0,,63.1,94.8,,,,65.0,,14.0,,16.2,,8.0,-40.0,,,,,-26.5,,-25.6,21.4,27.0,,2.1,33.8,,,,4.0,,,False,,True,False,,,,,False,,False,False,False,,True,False,,,,True,
20001,7,3.0,,1.4,,1.0,0.0,,,,,9.1,,,0.5,,,1.3,,,,,4.0,,-4.0,,-5.6,,-6.0,-7.0,,,,,2.1,,,-6.5,,,-5.7,,,,,-3.0,,,False,,False,False,,,,,True,,,False,,,False,,,,,True,
20003,4,6.0,,7.9,,4.0,0.0,,,,,9.9,,0.7,0.6,,,5.1,,,,,5.0,,2.0,,3.9,,0.0,-4.0,,,,,5.9,,-3.3,-3.4,,,1.1,,,,,1.0,,,False,,True,False,,,,,False,,False,False,,,True,,,,,True,
20005,171,9.0,,10.0,,7.0,5.0,,,,,42.9,,1.1,2.5,,,13.4,5.2,,,,12.0,,-162.0,,-161.0,,-164.0,-166.0,,,,,-128.1,,-169.9,-168.5,,,-157.6,-165.8,,,,-159.0,,,True,,False,False,,,,,True,,False,False,,,True,False,,,,True,
20007,2,0.0,,0.1,,0.0,0.0,,,,,3.3,,0.0,0.0,0.0,,0.0,,,,,0.0,,-2.0,,-1.9,,-2.0,-2.0,,,,,1.3,,-2.0,-2.0,-2.0,,-2.0,,,,,-2.0,,,True,,False,False,,,,,True,,True,True,False,,False,,,,,False,
20009,150,75.0,,75.0,,67.0,105.0,,,,,85.5,,17.5,54.8,47.0,,94.1,46.3,,,,99.0,,-75.0,,-75.0,,-83.0,-45.0,,,,,-64.5,,-132.5,-95.2,-103.0,,-55.9,-103.7,,,,-51.0,,,True,,False,True,,,,,True,,False,False,False,,True,False,,,,True,
20011,10,24.0,,26.0,,6.0,0.0,,,,,38.4,,3.0,3.7,,,6.5,44.5,,,,15.0,,14.0,,16.0,,-4.0,-10.0,,,,,28.4,,-7.0,-6.3,,,-3.5,34.5,,,,5.0,,,False,,True,True,,,,,False,,True,True,,,True,False,,,,True,
20013,41,15.0,,14.9,,11.0,16.0,,,,,23.7,,0.8,3.5,,,296.6,10.3,,,,14.0,,-26.0,,-26.1,,-30.0,-25.0,,,,,-17.3,,-40.2,-37.5,,,255.6,-30.7,,,,-27.0,,,False,,False,True,,,,,True,,False,False,,,False,False,,,,False,
20015,145,165.0,174.6,163.2,,165.0,222.0,,,,,307.5,,85.2,114.0,85.0,,1910.0,188.7,,,,207.0,,20.0,29.6,18.2,,20.0,77.0,,,,,162.5,,-59.8,-31.0,-60.0,,1765.0,43.7,,,,62.0,,False,True,,False,False,,,,,False,,False,False,False,,False,False,,,,False,
20017,25,108.0,,110.8,,34.0,49.0,,,,,1.7,,0.6,17.9,,,7.3,59.9,,,,78.0,,83.0,,85.8,,9.0,24.0,,,,,-23.3,,-24.4,-7.1,,,-17.7,34.9,,,,53.0,,,False,,True,True,,,,,True,,True,True,,,True,True,,,,True,
20019,3,0.0,,0.2,,0.0,0.0,,,,,1.0,,0.0,0.1,0.0,,0.0,,,,,0.0,,-3.0,,-2.8,,-3.0,-3.0,,,,,-2.0,,-3.0,-2.9,-3.0,,-3.0,,,,,-3.0,,,True,,False,False,,,,,True,,True,True,False,,False,,,,,False,
20021,128,135.0,,131.6,,129.0,247.0,,,,,74.4,,136.3,73.8,78.0,,772.5,106.9,,,,130.0,,7.0,,3.6,,1.0,119.0,,,,,-53.6,,8.3,-54.2,-50.0,,644.5,-21.1,,,,2.0,,,True,,True,False,,,,,False,,False,False,False,,False,False,,,,True,
