,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
42111,31,27.0,1.5,29.1,,27.0,46.0,,,,,172.6,,6.5,31.5,22.0,,25.4,39.2,,,,39.0,,-4.0,-29.5,-1.9,,-4.0,15.0,,,,,141.6,,-24.5,0.5,-9.0,,-5.6,8.2,,,,8.0,,False,True,,False,False,,,,,False,,False,True,False,,False,False,,,,False,
42113,0,0.0,,0.0,,0.0,0.0,,,,,2.6,,0.1,0.0,0.0,,0.0,0.2,,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,2.6,,0.1,0.0,0.0,,0.0,0.2,,,,0.0,,,True,,True,True,,,,,False,,False,False,True,,True,False,,,,True,
42115,50,15.0,,18.9,,10.0,21.0,,,,,66.4,,0.7,8.3,20.0,,7.2,12.0,,,,11.0,,-35.0,,-31.1,,-40.0,-29.0,,,,,16.4,,-49.3,-41.7,-30.0,,-42.8,-38.0,,,,-39.0,,,True,,False,True,,,,,True,,False,False,True,,False,False,,,,False,
42117,10,9.0,,9.5,,3.0,0.0,,,,,35.3,,0.9,3.3,2.0,,2.7,11.9,,,,7.0,,-1.0,,-0.5,,-7.0,-10.0,,,,,25.3,,-9.1,-6.7,-8.0,,-7.3,1.9,,,,-3.0,,,True,,False,False,,,,,False,,False,False,False,,False,False,,,,False,
42119,157,159.0,,165.0,,146.0,416.0,,,,,181.2,,77.8,124.3,,,213.5,135.4,,,,318.0,,2.0,,8.0,,-11.0,259.0,,,,,24.2,,-79.2,-32.7,,,56.5,-21.6,,,,161.0,,,False,,False,False,,,,,False,,False,False,,,False,False,,,,False,
42121,8,3.0,0.0,1.5,,1.0,0.0,,,,,60.8,,1.7,2.3,,,0.2,10.1,,,,6.0,,-5.0,-8.0,-6.5,,-7.0,-8.0,,,,,52.8,,-6.3,-5.7,,,-7.8,2.1,,,,-2.0,,False,False,,False,False,,,,,False,,False,False,,,False,True,,,,True,
42123,6,21.0,,20.5,,7.0,41.0,,,,,41.5,,0.4,5.2,,,7.4,,,,,32.0,,15.0,,14.5,,1.0,35.0,,,,,35.5,,-5.6,-0.8,,,1.4,,,,,26.0,,,True,,True,False,,,,,False,,True,True,,,True,,,,,False,
42125,207,246.0,592.3,220.7,,221.0,230.0,,,,,678.6,,220.1,222.3,138.0,,230.6,160.5,161.0,,,231.0,,39.0,385.3,13.7,,14.0,23.0,,,,,471.6,,13.1,15.3,-69.0,,23.6,-46.5,-46.0,,,24.0,,False,True,,True,True,,,,,False,,True,True,False,,True,False,False,,,True,
42127,17,6.0,2.6,6.4,,6.0,2.0,,,,,51.7,,1.0,4.8,18.0,,12.6,9.9,,,,7.0,,-11.0,-14.4,-10.6,,-11.0,-15.0,,,,,34.7,,-16.0,-12.2,1.0,,-4.4,-7.1,,,,-10.0,,False,True,,False,False,,,,,False,,False,False,True,,True,True,,,,True,
42129,279,303.0,622.3,296.3,,266.0,199.0,,,,,990.5,,244.5,285.1,191.0,,297.8,197.2,180.0,,,309.0,,24.0,343.3,17.3,,-13.0,-80.0,,,,,711.5,,-34.5,6.1,-88.0,,18.8,-81.8,-99.0,,,30.0,,False,True,,True,False,,,,,False,,False,True,False,,True,False,False,,,False,
42131,6,9.0,,7.2,,3.0,0.0,,,,,26.4,,1.5,2.3,,,0.4,6.5,,,,6.0,,3.0,,1.2,,-3.0,-6.0,,,,,20.4,,-4.5,-3.7,,,-5.6,0.5,,,,0.0,,,True,,False,False,,,,,False,,False,False,,,False,True,,,,True,
42133,800,645.0,470.7,639.3,,716.0,985.0,,,,,1298.0,,850.3,837.8,406.0,,2881.3,673.7,762.0,,,519.0,,-155.0,-329.3,-160.7,,-84.0,185.0,,,,,498.0,,50.3,37.8,-394.0,,2081.3,-126.3,-38.0,,,-281.0,,False,False,,True,False,,,,,False,,True,True,False,,False,True,True,,,False,
44001,33,36.0,,41.4,,27.0,41.0,,,,,80.3,,0.0,13.9,,,35.9,22.3,,,,26.0,,3.0,,8.4,,-6.0,8.0,,,,,47.3,,-33.0,-19.1,,,2.9,-10.7,,,,-7.0,,,False,,False,False,,,,,False,,False,False,,,True,False,,,,False,
44003,170,219.0,60.7,219.4,,157.0,277.0,,,,,196.8,,1.1,61.0,,,203.6,149.8,164.0,,,175.0,,49.0,-109.3,49.4,,-13.0,107.0,,,,,26.8,,-168.9,-109.0,,,33.6,-20.2,-6.0,,,5.0,,False,False,,True,False,,,,,True,,False,False,,,True,True,True,,,True,
44005,38,48.0,39.3,33.0,,40.0,337.0,,,,,112.5,,0.0,16.0,,,41.1,42.3,,,,40.0,,10.0,1.3,-5.0,,2.0,299.0,,,,,74.5,,-38.0,-22.0,,,3.1,4.3,,,,2.0,,True,True,,True,False,,,,,False,,False,False,,,True,True,,,,True,
44007,1621,1494.0,594.7,1658.8,1710.2,1008.0,1362.0,,,,,24.4,,14.8,497.2,,,1126.6,656.0,1042.0,,,1032.0,,-127.0,-1026.3,37.8,89.2,-613.0,-259.0,,,,,-1596.5,,-1606.2,-1123.8,,,-494.4,-965.0,-579.0,,,-589.0,,False,True,True,False,False,,,,,False,,False,False,,,False,False,False,,,False,
44009,87,51.0,27.3,48.8,,29.0,87.0,,,,,92.9,,0.1,15.3,,,30.5,34.1,,,,41.0,,-36.0,-59.7,-38.2,,-58.0,0.0,,,,,5.9,,-86.9,-71.7,,,-56.5,-52.9,,,,-46.0,,False,False,,False,True,,,,,True,,False,False,,,False,False,,,,False,
45001,87,111.0,,101.8,,104.0,60.0,,,,,153.7,,67.8,124.3,75.0,,52.5,227.7,,,,57.0,,24.0,,14.8,,17.0,-27.0,,,,,66.7,,-19.2,37.3,-12.0,,-34.5,140.7,,,,-30.0,,,True,,True,False,,,,,False,,True,False,True,,False,False,,,,False,
45003,482,915.0,1564.2,852.7,,858.0,1022.0,,,,,1073.0,,1030.7,682.6,499.0,,400.8,743.8,874.0,,,875.0,,433.0,1082.2,370.7,,376.0,540.0,,,,,591.0,,548.7,200.6,17.0,,-81.2,261.8,392.0,,,393.0,,False,True,,True,False,,,,,False,,False,True,True,,True,True,True,,,True,
45005,75,111.0,,106.7,,107.0,107.0,,,,,60.1,,42.5,89.6,55.0,,129.3,109.6,,,,72.0,,36.0,,31.7,,32.0,32.0,,,,,-14.9,,-32.5,14.6,-20.0,,54.3,34.6,,,,-3.0,,,True,,True,True,,,,,True,,True,True,True,,False,True,,,,True,
45007,800,786.0,1423.6,818.6,,702.0,634.0,,,,,1141.7,,615.0,668.7,508.0,,572.4,561.3,715.0,,,898.0,,-14.0,623.6,18.6,,-98.0,-166.0,,,,,341.7,,-185.0,-131.3,-292.0,,-227.6,-238.7,-85.0,,,98.0,,False,False,,False,False,,,,,False,,False,False,False,,False,False,False,,,False,
45009,68,102.0,,111.7,,105.0,136.0,,,,,120.0,,31.1,74.8,80.0,,89.3,144.8,,,,58.0,,34.0,,43.7,,37.0,68.0,,,,,52.0,,-36.9,6.8,12.0,,21.3,76.8,,,,-10.0,,,False,,False,False,,,,,False,,False,True,True,,True,False,,,,True,
45011,122,243.0,,255.1,,213.0,208.0,,,,,166.8,,89.5,153.3,94.0,,216.9,308.1,,,,158.0,,121.0,,133.1,,91.0,86.0,,,,,44.8,,-32.5,31.3,-28.0,,94.9,186.1,,,,36.0,,,False,,True,True,,,,,True,,True,True,True,,True,False,,,,True,
45013,677,1407.0,2870.7,1463.3,,1183.0,771.0,,,,,1228.2,,1482.7,1202.5,903.0,,978.7,1137.8,888.0,,,1100.0,,730.0,2193.7,786.3,,506.0,94.0,,,,,551.2,,805.7,525.5,226.0,,301.7,460.8,211.0,,,423.0,,False,False,,True,True,,,,,True,,False,True,True,,True,True,True,,,True,
45015,659,945.0,3523.2,1048.5,,791.0,769.0,,,,,1621.9,,666.0,677.7,769.0,,540.8,813.1,391.0,,,580.0,,286.0,2864.2,389.5,,132.0,110.0,,,,,962.9,,7.0,18.7,110.0,,-118.2,154.1,-268.0,,,-79.0,,False,False,,True,True,,,,,False,,True,True,True,,True,True,True,,,True,
45017,60,195.0,,189.0,,174.0,196.0,,,,,83.5,,58.5,128.8,88.0,,169.3,179.3,,,,128.0,,135.0,,129.0,,114.0,136.0,,,,,23.5,,-1.5,68.8,28.0,,109.3,119.3,,,,68.0,,,True,,True,False,,,,,True,,True,True,True,,True,True,,,,True,
45019,1684,2226.0,4059.8,2227.0,1998.6,1920.0,1939.0,,,,,2949.5,,1904.6,1784.9,2074.0,,1235.6,1439.0,854.0,,,1088.0,,542.0,2375.8,543.0,314.6,236.0,255.0,,,,,1265.5,,220.6,100.9,390.0,,-448.4,-245.0,-830.0,,,-596.0,,False,False,True,True,True,,,,,False,,True,True,True,,True,True,False,,,False,
45021,155,249.0,190.7,236.9,,235.0,147.0,,,,,403.4,,107.3,215.2,152.0,,289.4,480.5,,,,187.0,,94.0,35.7,81.9,,80.0,-8.0,,,,,248.4,,-47.7,60.2,-3.0,,134.4,325.5,,,,32.0,,True,True,,True,True,,,,,False,,True,True,True,,False,False,,,,True,
45023,211,312.0,,316.0,,301.0,301.0,,,,,235.3,,170.5,271.3,166.0,,308.8,441.4,,,,245.0,,101.0,,105.0,,90.0,90.0,,,,,24.3,,-40.5,60.3,-45.0,,97.8,230.4,,,,34.0,,,False,,True,True,,,,,True,,True,True,True,,True,False,,,,True,
45025,230,213.0,,214.5,,213.0,153.0,,,,,164.1,,114.4,219.2,152.0,,216.1,228.4,,,,178.0,,-17.0,,-15.5,,-17.0,-77.0,,,,,-65.9,,-115.6,-10.8,-78.0,,-13.9,-1.6,,,,-52.0,,,True,,False,False,,,,,False,,False,True,False,,True,True,,,,False,
45027,135,177.0,,180.9,,156.0,111.0,,,,,157.9,,95.2,155.8,150.0,,162.7,164.3,,,,157.0,,42.0,,45.9,,21.0,-24.0,,,,,22.9,,-39.8,20.8,15.0,,27.7,29.3,,,,22.0,,,False,,True,True,,,,,True,,True,True,True,,True,True,,,,True,
45029,82,165.0,,169.4,,155.0,122.0,,,,,249.1,,91.1,142.9,147.0,,115.1,286.8,,,,130.0,,83.0,,87.4,,73.0,40.0,,,,,167.1,,9.1,60.9,65.0,,33.1,204.8,,,,48.0,,,False,,True,True,,,,,False,,True,True,True,,True,False,,,,True,
45031,362,606.0,485.2,586.6,,584.0,433.0,,,,,349.2,,590.1,588.5,310.0,,691.4,809.3,,,,528.0,,244.0,123.2,224.6,,222.0,71.0,,,,,-12.8,,228.1,226.5,-52.0,,329.4,447.3,,,,166.0,,True,True,,True,True,,,,,True,,True,True,True,,False,False,,,,True,
45033,112,246.0,,240.2,,211.0,327.0,,,,,159.7,,156.8,209.7,137.0,,203.6,169.2,,,,212.0,,134.0,,128.2,,99.0,215.0,,,,,47.7,,44.8,97.7,25.0,,91.6,57.2,,,,100.0,,,True,,True,False,,,,,True,,True,True,True,,True,True,,,,True,
45035,552,978.0,1759.8,978.2,,882.0,1020.0,,,,,1001.5,,898.8,838.5,636.0,,857.6,706.1,484.0,,,605.0,,426.0,1207.8,426.2,,330.0,468.0,,,,,449.5,,346.8,286.5,84.0,,305.6,154.1,-68.0,,,53.0,,False,False,,True,False,,,,,False,,True,True,True,,True,True,True,,,True,
45037,171,123.0,,129.1,,116.0,89.0,,,,,126.8,,114.8,140.4,78.0,,123.5,109.2,,,,97.0,,-48.0,,-41.9,,-55.0,-82.0,,,,,-44.2,,-56.2,-30.6,-93.0,,-47.5,-61.8,,,,-74.0,,,True,,False,False,,,,,True,,False,True,False,,True,False,,,,False,
45039,77,99.0,,99.6,,82.0,72.0,,,,,88.3,,30.8,86.6,95.0,,76.3,95.2,,,,70.0,,22.0,,22.6,,5.0,-5.0,,,,,11.3,,-46.2,9.6,18.0,,-0.7,18.2,,,,-7.0,,,False,,True,True,,,,,True,,False,True,True,,True,True,,,,True,
45041,830,1299.0,1444.3,1326.8,,1206.0,858.0,,,,,831.2,,1208.9,1086.7,744.0,,1231.9,1392.1,1042.0,,,939.0,,469.0,614.3,496.8,,376.0,28.0,,,,,1.2,,378.9,256.7,-86.0,,401.9,562.1,212.0,,,109.0,,False,False,,True,True,,,,,True,,True,True,True,,True,False,True,,,True,
45043,276,513.0,959.2,503.2,,426.0,550.0,,,,,484.8,,412.6,414.9,320.0,,393.1,291.3,,,,422.0,,237.0,683.2,227.2,,150.0,274.0,,,,,208.8,,136.6,138.9,44.0,,117.1,15.3,,,,146.0,,False,True,,True,False,,,,,True,,True,True,True,,True,True,,,,True,
45045,1219,2040.0,3058.6,2038.2,2353.3,1759.0,1651.0,,,,,2176.7,,1734.5,1753.2,1899.0,,1433.0,1652.1,1083.0,,,1391.0,,821.0,1839.6,819.2,1134.3,540.0,432.0,,,,,957.7,,515.5,534.2,680.0,,214.0,433.1,-136.0,,,172.0,,False,True,False,True,True,,,,,False,,True,True,True,,True,True,True,,,True,
45047,432,414.0,457.0,385.2,,398.0,703.0,,,,,467.2,,145.2,333.0,278.0,,341.9,466.0,,,,324.0,,-18.0,25.0,-46.8,,-34.0,271.0,,,,,35.2,,-286.8,-99.0,-154.0,,-90.1,34.0,,,,-108.0,,False,False,,False,False,,,,,False,,False,False,False,,False,False,,,,False,
45049,120,228.0,,238.8,,195.0,256.0,,,,,182.3,,93.7,164.6,90.0,,101.4,536.1,,,,163.0,,108.0,,118.8,,75.0,136.0,,,,,62.3,,-26.3,44.6,-30.0,,-18.6,416.1,,,,43.0,,,False,,True,False,,,,,True,,True,True,True,,True,False,,,,True,
45051,772,1515.0,4360.1,1502.8,1549.6,1456.0,1227.0,,,,,1843.9,,1223.8,1141.4,1443.0,,1514.9,823.1,758.0,,,919.0,,743.0,3588.1,730.8,777.6,684.0,455.0,,,,,1071.9,,451.8,369.4,671.0,,742.9,51.1,-14.0,,,147.0,,False,True,False,True,True,,,,,False,,True,True,True,,True,True,True,,,True,
45053,110,234.0,,235.8,,227.0,223.0,,,,,166.4,,167.6,232.8,154.0,,255.5,216.6,,,,180.0,,124.0,,125.8,,117.0,113.0,,,,,56.4,,57.6,122.8,44.0,,145.5,106.6,,,,70.0,,,False,,True,True,,,,,True,,True,True,True,,False,True,,,,True,
45055,205,369.0,543.4,381.1,,291.0,271.0,,,,,210.6,,214.5,271.2,264.0,,289.4,364.8,,,,245.0,,164.0,338.4,176.1,,86.0,66.0,,,,,5.6,,9.5,66.2,59.0,,84.4,159.8,,,,40.0,,False,False,,True,True,,,,,True,,True,True,True,,True,True,,,,True,
45057,447,426.0,706.4,433.3,,426.0,309.0,,,,,423.3,,292.6,408.6,265.0,,448.3,449.2,,,,365.0,,-21.0,259.4,-13.7,,-21.0,-138.0,,,,,-23.7,,-154.4,-38.4,-182.0,,1.3,2.2,,,,-82.0,,False,True,,False,False,,,,,False,,False,False,False,,True,True,,,,False,
45059,165,315.0,963.3,312.0,,282.0,222.0,,,,,531.7,,273.9,282.5,249.0,,206.0,248.4,,,,189.0,,150.0,798.3,147.0,,117.0,57.0,,,,,366.7,,108.9,117.5,84.0,,41.0,83.4,,,,24.0,,False,True,,True,True,,,,,False,,True,True,True,,True,True,,,,True,
45061,90,144.0,,134.5,,131.0,211.0,,,,,64.7,,49.5,116.4,103.0,,211.9,125.0,,,,109.0,,54.0,,44.5,,41.0,121.0,,,,,-25.3,,-40.5,26.4,13.0,,121.9,35.0,,,,19.0,,,True,,True,False,,,,,True,,True,True,True,,False,True,,,,True,
45063,753,1029.0,2122.6,983.0,,800.0,764.0,,,,,1382.5,,658.1,711.1,860.0,,534.3,836.1,406.0,,,647.0,,276.0,1369.6,230.0,,47.0,11.0,,,,,629.5,,-94.9,-41.9,107.0,,-218.7,83.1,-347.0,,,-106.0,,False,True,,True,True,,,,,False,,True,True,True,,True,True,False,,,True,
45065,42,39.0,,39.4,,26.0,11.0,,,,,39.0,,15.5,30.0,26.0,,21.8,55.7,,,,21.0,,-3.0,,-2.6,,-16.0,-31.0,,,,,-3.0,,-26.5,-12.0,-16.0,,-20.2,13.7,,,,-21.0,,,True,,False,False,,,,,True,,False,False,False,,False,False,,,,False,
45067,129,108.0,,107.0,,100.0,73.0,,,,,196.1,,55.9,98.3,96.0,,105.5,70.1,,,,75.0,,-21.0,,-22.0,,-29.0,-56.0,,,,,67.1,,-73.1,-30.7,-33.0,,-23.5,-58.9,,,,-54.0,,,False,,False,False,,,,,False,,False,False,False,,False,False,,,,False,
45069,210,180.0,,180.3,,151.0,277.0,,,,,103.5,,98.1,163.7,112.0,,127.5,132.0,,,,220.0,,-30.0,,-29.7,,-59.0,67.0,,,,,-106.5,,-111.9,-46.3,-98.0,,-82.5,-78.0,,,,10.0,,,True,,False,False,,,,,False,,False,False,False,,False,False,,,,True,
45071,120,243.0,,247.1,,196.0,142.0,,,,,277.0,,80.1,157.0,161.0,,90.7,227.9,,,,154.0,,123.0,,127.1,,76.0,22.0,,,,,157.0,,-39.9,37.0,41.0,,-29.3,107.9,,,,34.0,,,False,,True,True,,,,,False,,True,True,True,,True,True,,,,True,
45073,224,231.0,570.5,222.3,,232.0,183.0,,,,,485.8,,235.0,234.2,168.0,,294.7,170.9,,,,218.0,,7.0,346.5,-1.7,,8.0,-41.0,,,,,261.8,,11.0,10.2,-56.0,,70.7,-53.1,,,,-6.0,,False,True,,False,False,,,,,False,,False,False,False,,False,False,,,,True,
45075,430,693.0,1577.7,680.3,,607.0,358.0,,,,,662.7,,564.8,587.0,472.0,,682.7,591.9,,,,389.0,,263.0,1147.7,250.3,,177.0,-72.0,,,,,232.7,,134.8,157.0,42.0,,252.7,161.9,,,,-41.0,,False,True,,True,True,,,,,True,,True,True,True,,True,True,,,,True,
45077,321,399.0,759.9,405.3,,393.0,372.0,,,,,689.0,,251.4,315.8,322.0,,421.6,259.4,,,,323.0,,78.0,438.9,84.3,,72.0,51.0,,,,,368.0,,-69.6,-5.2,1.0,,100.6,-61.6,,,,2.0,,False,False,,True,True,,,,,False,,True,True,True,,False,True,,,,True,
45079,1896,2523.0,3664.9,2672.0,2433.3,2317.0,2655.0,,,,,2116.4,,2263.4,1916.2,1764.0,,2179.1,2209.8,1415.0,,,1821.0,,627.0,1768.9,776.0,537.3,421.0,759.0,,,,,220.4,,367.4,20.2,-132.0,,283.1,313.8,-481.0,,,-75.0,,False,False,True,True,False,,,,,True,,True,True,True,,True,True,True,,,True,
45081,99,132.0,,133.5,,112.0,94.0,,,,,91.9,,77.6,112.4,92.0,,113.4,149.6,,,,98.0,,33.0,,34.5,,13.0,-5.0,,,,,-7.1,,-21.4,13.4,-7.0,,14.4,50.6,,,,-1.0,,,False,,True,True,,,,,True,,True,True,True,,True,False,,,,True,
45083,912,1071.0,1956.1,1045.3,,1034.0,1535.0,,,,,1372.9,,698.3,820.1,769.0,,743.7,1658.6,755.0,,,777.0,,159.0,1044.1,133.3,,122.0,623.0,,,,,460.9,,-213.7,-91.9,-143.0,,-168.3,746.6,-157.0,,,-135.0,,False,True,,True,False,,,,,False,,False,True,True,,False,False,True,,,True,
45085,318,678.0,1253.2,725.2,,557.0,694.0,,,,,667.8,,356.3,449.0,498.0,,557.9,557.3,,,,467.0,,360.0,935.2,407.2,,239.0,376.0,,,,,349.8,,38.3,131.0,180.0,,239.9,239.3,,,,149.0,,False,False,,True,False,,,,,True,,True,True,True,,True,True,,,,True,
45087,92,84.0,,100.0,,83.0,51.0,,,,,164.8,,34.9,90.2,70.0,,48.1,258.7,,,,77.0,,-8.0,,8.0,,-9.0,-41.0,,,,,72.8,,-57.1,-1.8,-22.0,,-43.9,166.7,,,,-15.0,,,True,,False,False,,,,,False,,False,True,False,,False,False,,,,False,
45089,193,276.0,,277.4,,264.0,398.0,,,,,193.4,,201.0,268.9,194.0,,242.5,294.1,,,,182.0,,83.0,,84.4,,71.0,205.0,,,,,0.4,,8.0,75.9,1.0,,49.5,101.1,,,,-11.0,,,False,,True,False,,,,,True,,True,True,True,,True,False,,,,True,
45091,667,1191.0,2560.4,992.9,,1029.0,1540.0,,,,,1352.2,,1018.0,989.5,742.0,,1025.6,1061.0,645.0,,,910.0,,524.0,1893.4,325.9,,362.0,873.0,,,,,685.2,,351.0,322.5,75.0,,358.6,394.0,-22.0,,,243.0,,False,True,,True,False,,,,,False,,True,True,True,,True,True,True,,,True,
46003,4,3.0,,3.3,,3.0,0.0,,,,,0.1,,2.3,0.3,,,3.2,3.1,,,,1.0,,-1.0,,-0.7,,-1.0,-4.0,,,,,-3.9,,-1.7,-3.7,,,-0.8,-0.9,,,,-3.0,,,True,,False,False,,,,,False,,False,False,,,True,True,,,,False,
46005,44,12.0,,12.3,,10.0,6.0,,,,,8.4,,3.3,19.2,,,56.9,6.1,,,,9.0,,-32.0,,-31.7,,-34.0,-38.0,,,,,-35.6,,-40.7,-24.8,,,12.9,-37.9,,,,-35.0,,,True,,False,False,,,,,False,,False,True,,,True,False,,,,False,
46007,15,3.0,,2.6,,0.0,0.0,,,,,2.3,,,0.0,0.0,,1.1,,,,,8.0,,-12.0,,-12.4,,-15.0,-15.0,,,,,-12.7,,,-15.0,-15.0,,-13.9,,,,,-7.0,,,False,,False,False,,,,,False,,,False,False,,False,,,,,True,
46009,37,0.0,,0.1,,0.0,0.0,,,,,0.2,,0.4,0.0,0.0,,1.3,0.3,,,,0.0,,-37.0,,-36.9,,-37.0,-37.0,,,,,-36.8,,-36.6,-37.0,-37.0,,-35.7,-36.7,,,,-37.0,,,True,,False,False,,,,,True,,True,True,False,,True,True,,,,False,
46011,136,45.0,,49.6,,38.0,32.0,,,,,52.6,,27.8,49.0,47.0,,17.7,41.2,,,,118.0,,-91.0,,-86.4,,-98.0,-104.0,,,,,-83.4,,-108.2,-87.0,-89.0,,-118.3,-94.8,,,,-18.0,,,True,,False,False,,,,,True,,False,True,True,,False,False,,,,True,
46013,205,90.0,,97.7,,94.0,162.0,,,,,57.2,,45.7,120.4,124.0,,107.4,53.7,,,,115.0,,-115.0,,-107.3,,-111.0,-43.0,,,,,-147.8,,-159.3,-84.6,-81.0,,-97.6,-151.3,,,,-90.0,,,True,,True,True,,,,,False,,False,True,True,,True,False,,,,True,
46015,18,15.0,,14.2,,9.0,0.0,,,,,6.5,,,1.1,20.0,,9.2,15.3,,,,20.0,,-3.0,,-3.8,,-9.0,-18.0,,,,,-11.5,,,-16.9,2.0,,-8.8,-2.7,,,,2.0,,,False,,False,False,,,,,False,,,False,True,,False,True,,,,True,
46017,1,6.0,,5.1,,3.0,0.0,,,,,3.2,,0.3,1.4,,,3.4,7.8,,,,0.0,,5.0,,4.1,,2.0,-1.0,,,,,2.2,,-0.7,0.4,,,2.4,6.8,,,,-1.0,,,True,,True,True,,,,,True,,True,True,,,True,False,,,,True,
46019,31,12.0,,11.9,,10.0,0.0,,,,,13.7,,,8.7,,,9.1,10.0,,,,12.0,,-19.0,,-19.1,,-21.0,-31.0,,,,,-17.3,,,-22.3,,,-21.9,-21.0,,,,-19.0,,,False,,False,False,,,,,True,,,False,,,False,False,,,,False,
46021,1,3.0,,3.4,,3.0,0.0,,,,,7.0,,,0.3,0.0,,0.9,,,,,3.0,,2.0,,2.4,,2.0,-1.0,,,,,6.0,,,-0.7,-1.0,,-0.1,,,,,2.0,,,False,,False,True,,,,,False,,,True,True,,True,,,,,False,
46023,23,6.0,,6.2,,5.0,0.0,,,,,10.7,,5.0,9.3,,,0.0,7.6,,,,14.0,,-17.0,,-16.8,,-18.0,-23.0,,,,,-12.3,,-18.0,-13.7,,,-23.0,-15.4,,,,-9.0,,,True,,False,False,,,,,True,,False,True,,,False,True,,,,True,
46025,3,0.0,,0.1,,0.0,0.0,,,,,0.5,,1.1,0.1,0.0,,1.5,0.1,,,,0.0,,-3.0,,-2.9,,-3.0,-3.0,,,,,-2.5,,-1.9,-2.9,-3.0,,-1.5,-2.9,,,,-3.0,,,True,,False,False,,,,,True,,True,True,False,,True,True,,,,False,
46027,171,30.0,,30.0,,23.0,23.0,,,,,20.4,,13.4,37.6,35.0,,20.7,18.6,,,,25.0,,-141.0,,-141.0,,-148.0,-148.0,,,,,-150.6,,-157.6,-133.4,-136.0,,-150.3,-152.4,,,,-146.0,,,True,,False,False,,,,,False,,False,True,True,,False,False,,,,False,
46029,158,33.0,,33.4,,30.0,26.0,,,,,40.4,,15.7,39.0,44.0,,37.4,16.2,,,,32.0,,-125.0,,-124.6,,-128.0,-132.0,,,,,-117.6,,-142.3,-119.0,-114.0,,-120.6,-141.8,,,,-126.0,,,True,,False,False,,,,,True,,False,True,True,,True,False,,,,False,
46031,22,12.0,,12.4,,9.0,0.0,,,,,6.1,,4.7,4.5,,,17.6,13.3,,,,26.0,,-10.0,,-9.6,,-13.0,-22.0,,,,,-15.9,,-17.3,-17.5,,,-4.4,-8.7,,,,4.0,,,True,,False,False,,,,,False,,False,False,,,True,True,,,,True,
46033,82,39.0,,35.5,,32.0,17.0,,,,,5.6,,,28.1,29.0,,57.9,,,,,48.0,,-43.0,,-46.5,,-50.0,-65.0,,,,,-76.4,,,-53.9,-53.0,,-24.1,,,,,-34.0,,,False,,False,False,,,,,False,,,False,False,,True,,,,,True,
46035,40,21.0,,20.9,,20.0,21.0,,,,,34.1,,11.2,19.6,27.0,,10.9,41.7,,,,15.0,,-19.0,,-19.1,,-20.0,-19.0,,,,,-5.9,,-28.8,-20.4,-13.0,,-29.1,1.7,,,,-25.0,,,False,,False,False,,,,,True,,False,False,True,,False,True,,,,False,
46037,12,6.0,,6.6,,0.0,0.0,,,,,0.4,,1.0,0.8,0.0,,1.3,5.2,,,,19.0,,-6.0,,-5.4,,-12.0,-12.0,,,,,-11.6,,-11.0,-11.2,-12.0,,-10.7,-6.8,,,,7.0,,,True,,False,False,,,,,False,,False,False,False,,False,False,,,,False,
