,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
19003,12,0.0,,,,,7.0,,,,0.0,-12.0,,,,,-5.0,,,,-12.0,,,,,True,,,,True
19005,49,48.0,,,,,53.0,12.0,,,554.2,-1.0,,,,,4.0,-37.0,,,505.2,,,,,False,False,,,False
19007,63,0.0,,,,,23.0,,,,0.0,-63.0,,,,,-40.0,,,,-63.0,,,,,True,,,,True
19009,27,0.0,,,,,16.0,,,,0.0,-27.0,,,,,-11.0,,,,-27.0,,,,,True,,,,False
19011,136,80.0,,,,,59.0,,,,630.0,-56.0,,,,,-77.0,,,,494.0,,,,,False,,,,False
19013,1505,1952.0,,,,,791.0,743.4,1911.4,,3272.2,447.0,,,,,-714.0,-761.6,406.4,,1767.2,,,,,False,False,True,,False
19015,196,136.0,,,,,99.0,859.2,,,139.7,-60.0,,,,,-97.0,663.2,,,-56.3,,,,,False,False,,,True
19017,201,56.0,,,,,120.0,,,,769.8,-145.0,,,,,-81.0,,,,568.8,,,,,True,,,,False
19019,125,64.0,,,,,18.0,,,,144.5,-61.0,,,,,-107.0,,,,19.5,,,,,False,,,,True
19021,115,176.0,,,,,454.0,328.2,,,0.0,61.0,,,,,339.0,213.2,,,-115.0,,,,,False,False,,,False
19023,144,96.0,,,,,32.0,,,,186.2,-48.0,,,,,-112.0,,,,42.2,,,,,False,,,,True
19025,77,80.0,,,,,45.0,,,,18.8,3.0,,,,,-32.0,,,,-58.2,,,,,False,,,,False
19027,276,160.0,,,,,70.0,,,,394.5,-116.0,,,,,-206.0,,,,118.5,,,,,False,,,,False
19029,93,40.0,,,,,16.0,,,,552.4,-53.0,,,,,-77.0,,,,459.4,,,,,False,,,,False
19031,69,96.0,,,,,20.0,,,,82.0,27.0,,,,,-49.0,,,,13.0,,,,,False,,,,True
19033,687,568.0,,,,,299.0,1534.4,,,1929.0,-119.0,,,,,-388.0,847.4,,,1242.0,,,,,False,False,,,False
19035,61,48.0,,,,,45.0,,,,31.6,-13.0,,,,,-16.0,,,,-29.4,,,,,False,,,,False
19037,83,32.0,,,,,38.0,,,,31.1,-51.0,,,,,-45.0,,,,-51.9,,,,,True,,,,False
19039,107,88.0,,,,,46.0,95.9,,,25.4,-19.0,,,,,-61.0,-11.1,,,-81.6,,,,,False,True,,,False
19041,105,136.0,,,,,348.0,778.2,,,315.0,31.0,,,,,243.0,673.2,,,210.0,,,,,False,False,,,False
19043,136,40.0,,,,,40.0,,,,668.7,-96.0,,,,,-96.0,,,,532.7,,,,,False,,,,False
19045,699,160.0,,,,,64.0,558.0,,,141.1,-539.0,,,,,-635.0,-141.0,,,-557.9,,,,,False,True,,,False
19047,159,152.0,,,,,186.0,113.3,,,61.0,-7.0,,,,,27.0,-45.7,,,-98.0,,,,,False,False,,,False
19049,1097,984.0,,,,,388.0,1991.6,1033.4,,2724.8,-113.0,,,,,-709.0,894.6,-63.6,,1627.8,,,,,False,False,True,,False
19051,43,16.0,,,,,16.0,,,,217.1,-27.0,,,,,-27.0,,,,174.1,,,,,False,,,,False
19053,33,16.0,,,,,8.0,,,,233.5,-17.0,,,,,-25.0,,,,200.5,,,,,False,,,,False
19055,161,72.0,,,,,69.0,,,,354.1,-89.0,,,,,-92.0,,,,193.1,,,,,False,,,,False
19057,474,48.0,,,,,48.0,,,,42.7,-426.0,,,,,-426.0,,,,-431.3,,,,,False,,,,False
19059,159,232.0,,,,,305.0,960.0,,,261.5,73.0,,,,,146.0,801.0,,,102.5,,,,,False,False,,,False
19061,1333,1504.0,,,,,414.0,2337.5,704.4,,3496.7,171.0,,,,,-919.0,1004.5,-628.6,,2163.7,,,,,False,False,False,,False
19063,136,88.0,,,,,283.0,,,,47.6,-48.0,,,,,147.0,,,,-88.4,,,,,False,,,,False
19065,91,136.0,,,,,47.0,,,,932.9,45.0,,,,,-44.0,,,,841.9,,,,,True,,,,False
19067,158,88.0,,,,,73.0,,,,17.0,-70.0,,,,,-85.0,,,,-141.0,,,,,False,,,,False
19069,210,144.0,,,,,48.0,,,,275.3,-66.0,,,,,-162.0,,,,65.3,,,,,False,,,,True
19071,55,8.0,,,,,0.0,,,,0.0,-47.0,,,,,-55.0,,,,-55.0,,,,,False,,,,False
19073,29,8.0,,,,,30.0,,,,373.6,-21.0,,,,,1.0,,,,344.6,,,,,True,,,,False
19075,89,80.0,,,,,44.0,,,,394.0,-9.0,,,,,-45.0,,,,305.0,,,,,False,,,,False
19077,104,16.0,,,,,24.0,,,,434.1,-88.0,,,,,-80.0,,,,330.1,,,,,True,,,,False
19079,118,40.0,,,,,104.0,665.7,,,2.2,-78.0,,,,,-14.0,547.7,,,-115.8,,,,,True,False,,,False
19081,103,64.0,,,,,40.0,,,,33.7,-39.0,,,,,-63.0,,,,-69.3,,,,,False,,,,False
19083,159,72.0,,,,,52.0,,,,95.8,-87.0,,,,,-107.0,,,,-63.2,,,,,False,,,,True
19085,94,32.0,,,,,47.0,,,,33.6,-62.0,,,,,-47.0,,,,-60.4,,,,,True,,,,True
19087,190,48.0,,,,,48.0,,,,274.6,-142.0,,,,,-142.0,,,,84.6,,,,,False,,,,True
19089,96,144.0,,,,,41.0,,,,404.1,48.0,,,,,-55.0,,,,308.1,,,,,False,,,,False
19091,141,72.0,,,,,28.0,,,,160.9,-69.0,,,,,-113.0,,,,19.9,,,,,False,,,,True
19093,21,16.0,,,,,59.0,,,,14.9,-5.0,,,,,38.0,,,,-6.1,,,,,False,,,,False
19095,66,32.0,,,,,39.0,,,,31.3,-34.0,,,,,-27.0,,,,-34.7,,,,,True,,,,False
19097,172,48.0,,,,,34.0,,,,339.7,-124.0,,,,,-138.0,,,,167.7,,,,,False,,,,False
19099,254,112.0,,,,,99.0,168.2,,,20.8,-142.0,,,,,-155.0,-85.8,,,-233.2,,,,,False,True,,,False
19101,61,72.0,,,,,16.0,,,,765.1,11.0,,,,,-45.0,,,,704.1,,,,,False,,,,False
19103,2380,2208.0,,,,,1018.0,3854.7,3429.2,,296.7,-172.0,,,,,-1362.0,1474.7,1049.2,,-2083.3,,,,,False,False,False,,False
19105,113,40.0,,,,,40.0,,,,11.9,-73.0,,,,,-73.0,,,,-101.1,,,,,False,,,,False
19107,44,8.0,,,,,8.0,,,,5.4,-36.0,,,,,-36.0,,,,-38.6,,,,,False,,,,False
19109,88,16.0,,,,,71.0,,,,4.4,-72.0,,,,,-17.0,,,,-83.6,,,,,True,,,,False
19111,341,64.0,,,,,20.0,,,,641.5,-277.0,,,,,-321.0,,,,300.5,,,,,False,,,,False
19113,1690,744.0,,,,,728.0,1421.8,871.8,,916.4,-946.0,,,,,-962.0,-268.2,-818.2,,-773.6,,,,,False,True,True,,True
19115,43,16.0,,,,,27.0,17.9,,,0.1,-27.0,,,,,-16.0,-25.1,,,-42.9,,,,,True,True,,,False
19117,64,8.0,,,,,16.0,,,,0.0,-56.0,,,,,-48.0,,,,-64.0,,,,,True,,,,False
19119,106,24.0,,,,,44.0,,,,7.3,-82.0,,,,,-62.0,,,,-98.7,,,,,True,,,,False
19121,119,80.0,,,,,26.0,,,,760.8,-39.0,,,,,-93.0,,,,641.8,,,,,False,,,,False
19123,99,0.0,,,,,63.0,160.4,,,0.0,-99.0,,,,,-36.0,61.4,,,-99.0,,,,,True,True,,,True
19125,395,96.0,,,,,70.0,,,,6.8,-299.0,,,,,-325.0,,,,-388.2,,,,,False,,,,False
19127,589,272.0,,,,,288.0,144.9,,,496.6,-317.0,,,,,-301.0,-444.1,,,-92.4,,,,,True,False,,,True
19129,93,32.0,,,,,52.0,,,,21.3,-61.0,,,,,-41.0,,,,-71.7,,,,,True,,,,False
19131,73,168.0,,,,,29.0,,,,388.3,95.0,,,,,-44.0,,,,315.3,,,,,True,,,,False
19133,31,72.0,,,,,52.0,,,,40.3,41.0,,,,,21.0,,,,9.3,,,,,True,,,,True
19135,54,0.0,,,,,31.0,,,,0.0,-54.0,,,,,-23.0,,,,-54.0,,,,,True,,,,True
19137,68,0.0,,,,,11.0,,,,0.0,-68.0,,,,,-57.0,,,,-68.0,,,,,True,,,,True
19139,325,216.0,,,,,177.0,50.5,,,102.4,-109.0,,,,,-148.0,-274.5,,,-222.6,,,,,False,False,,,False
19141,107,48.0,,,,,113.0,,,,8.9,-59.0,,,,,6.0,,,,-98.1,,,,,True,,,,False
19143,39,72.0,,,,,121.0,,,,227.1,33.0,,,,,82.0,,,,188.1,,,,,False,,,,False
19145,94,0.0,,,,,8.0,,,,0.0,-94.0,,,,,-86.0,,,,-94.0,,,,,True,,,,True
19147,76,136.0,,,,,48.0,,,,289.1,60.0,,,,,-28.0,,,,213.1,,,,,True,,,,False
19149,396,224.0,,,,,165.0,991.6,,,56.3,-172.0,,,,,-231.0,595.6,,,-339.7,,,,,False,False,,,False
19151,41,232.0,,,,,64.0,,,,147.5,191.0,,,,,23.0,,,,106.5,,,,,True,,,,True
19153,6715,4904.0,,,,,1937.0,4412.7,4759.1,,7978.3,-1811.0,,,,,-4778.0,-2302.3,-1955.9,,1263.3,,,,,False,False,False,,True
19155,891,424.0,,,,,391.0,2806.0,584.1,,128.5,-467.0,,,,,-500.0,1915.0,-306.9,,-762.5,,,,,False,False,True,,False
19157,83,8.0,,,,,72.0,77.3,,,0.0,-75.0,,,,,-11.0,-5.7,,,-83.0,,,,,True,True,,,False
19159,19,24.0,,,,,1.0,,,,7.0,5.0,,,,,-18.0,,,,-12.0,,,,,False,,,,False
19161,51,40.0,,,,,58.0,,,,0.1,-11.0,,,,,7.0,,,,-50.9,,,,,True,,,,False
19163,1402,1616.0,,,,,527.0,4418.5,1081.2,,5601.5,214.0,,,,,-875.0,3016.5,-320.8,,4199.5,,,,,False,False,False,,False
19165,104,96.0,,,,,51.0,572.3,,,23.8,-8.0,,,,,-53.0,468.3,,,-80.2,,,,,False,False,,,False
19167,420,144.0,,,,,237.0,1257.2,,,19.0,-276.0,,,,,-183.0,837.2,,,-401.0,,,,,True,False,,,False
19169,1577,888.0,,,,,472.0,4725.0,,,215.6,-689.0,,,,,-1105.0,3148.0,,,-1361.4,,,,,False,False,,,False
19171,157,200.0,,,,,78.0,74.8,,,368.8,43.0,,,,,-79.0,-82.2,,,211.8,,,,,False,False,,,False
19173,32,16.0,,,,,7.0,,,,11.2,-16.0,,,,,-25.0,,,,-20.8,,,,,False,,,,False
19175,68,24.0,,,,,22.0,,,,8.5,-44.0,,,,,-46.0,,,,-59.5,,,,,False,,,,False
19177,82,16.0,,,,,6.0,,,,2.0,-66.0,,,,,-76.0,,,,-80.0,,,,,False,,,,False
19179,366,96.0,,,,,443.0,153.8,,,55.1,-270.0,,,,,77.0,-212.2,,,-310.9,,,,,True,True,,,False
19181,493,360.0,,,,,113.0,1415.7,,,1807.8,-133.0,,,,,-380.0,922.7,,,1314.8,,,,,False,False,,,False
19183,102,128.0,,,,,55.0,201.2,,,651.5,26.0,,,,,-47.0,99.2,,,549.5,,,,,False,False,,,False
19185,38,16.0,,,,,8.0,,,,86.6,-22.0,,,,,-30.0,,,,48.6,,,,,False,,,,False
19187,1007,560.0,,,,,197.0,1477.7,,,1227.6,-447.0,,,,,-810.0,470.7,,,220.6,,,,,False,False,,,True
19189,134,64.0,,,,,53.0,,,,25.0,-70.0,,,,,-81.0,,,,-109.0,,,,,False,,,,False
19191,176,112.0,,,,,66.0,,,,478.6,-64.0,,,,,-110.0,,,,302.6,,,,,False,,,,False
19193,878,704.0,,,,,800.0,425.0,232.3,,360.2,-174.0,,,,,-78.0,-453.0,-645.7,,-517.8,,,,,True,False,False,,False
19195,60,64.0,,,,,23.0,,,,106.2,4.0,,,,,-37.0,,,,46.2,,,,,False,,,,False
19197,147,144.0,,,,,74.0,353.9,,,21.7,-3.0,,,,,-73.0,206.9,,,-125.3,,,,,False,False,,,False
20001,18,0.0,,,,,5.0,,,,0.0,-18.0,,,,,-13.0,,,,-18.0,,,,,True,,,,True
20003,29,8.0,,,,,3.0,,,,0.7,-21.0,,,,,-26.0,,,,-28.3,,,,,False,,,,False
20005,196,64.0,,,,,45.0,,,,322.1,-132.0,,,,,-151.0,,,,126.1,,,,,False,,,,True
20007,4,8.0,,,,,0.0,,,,219.0,4.0,,,,,-4.0,,,,215.0,,,,,False,,,,False
20009,232,16.0,,,,,27.0,,,,3.3,-216.0,,,,,-205.0,,,,-228.7,,,,,True,,,,False
20011,55,56.0,,,,,58.0,,,,0.9,1.0,,,,,3.0,,,,-54.1,,,,,False,,,,False
20013,64,0.0,,,,,11.0,,,,0.0,-64.0,,,,,-53.0,,,,-64.0,,,,,True,,,,False
20015,333,128.0,,,,,55.0,,,,2916.4,-205.0,,,,,-278.0,,,,2583.4,,,,,False,,,,False
20017,62,8.0,,,,,0.0,,,,115.9,-54.0,,,,,-62.0,,,,53.9,,,,,False,,,,True
20019,4,0.0,,,,,0.0,,,,0.0,-4.0,,,,,-4.0,,,,-4.0,,,,,False,,,,False
20021,207,80.0,,,,,368.0,,,,471.0,-127.0,,,,,161.0,,,,264.0,,,,,False,,,,False
20023,4,0.0,,,,,0.0,,,,0.0,-4.0,,,,,-4.0,,,,-4.0,,,,,False,,,,False
20025,13,0.0,,,,,5.0,,,,0.0,-13.0,,,,,-8.0,,,,-13.0,,,,,True,,,,False
20027,26,8.0,,,,,1.0,,,,357.3,-18.0,,,,,-25.0,,,,331.3,,,,,False,,,,False
20029,31,88.0,,,,,5.0,,,,4.8,57.0,,,,,-26.0,,,,-26.2,,,,,True,,,,True
20031,26,0.0,,,,,24.0,,,,0.0,-26.0,,,,,-2.0,,,,-26.0,,,,,True,,,,True
20033,6,8.0,,,,,0.0,,,,81.8,2.0,,,,,-6.0,,,,75.8,,,,,False,,,,False
20035,176,56.0,,,,,61.0,,,,2.8,-120.0,,,,,-115.0,,,,-173.2,,,,,True,,,,False
20037,267,160.0,,,,,674.0,1938.9,,,16.6,-107.0,,,,,407.0,1671.9,,,-250.4,,,,,False,False,,,False
20039,6,0.0,,,,,0.0,,,,,-6.0,,,,,-6.0,,,,,,,,,False,,,,
20041,71,0.0,,,,,3.0,,,,0.0,-71.0,,,,,-68.0,,,,-71.0,,,,,True,,,,True
20043,44,0.0,,,,,12.0,,,,2.8,-44.0,,,,,-32.0,,,,-41.2,,,,,True,,,,True
20045,1062,1016.0,,,,,818.0,3980.4,,,5822.0,-46.0,,,,,-244.0,2918.4,,,4760.0,,,,,False,False,,,False
20047,22,8.0,,,,,0.0,,,,106.4,-14.0,,,,,-22.0,,,,84.4,,,,,False,,,,False
20049,0,0.0,,,,,0.0,,,,0.0,0.0,,,,,0.0,,,,0.0,,,,,True,,,,True
20051,316,80.0,,,,,15.0,,,,1398.8,-236.0,,,,,-301.0,,,,1082.8,,,,,False,,,,False
20053,21,8.0,,,,,0.0,,,,274.0,-13.0,,,,,-21.0,,,,253.0,,,,,False,,,,False
20055,373,96.0,,,,,405.0,95.5,,,33.7,-277.0,,,,,32.0,-277.5,,,-339.3,,,,,True,False,,,False
20057,381,136.0,,,,,702.0,189.1,,,0.0,-245.0,,,,,321.0,-191.9,,,-381.0,,,,,False,True,,,False
20059,184,88.0,,,,,66.0,,,,197.5,-96.0,,,,,-118.0,,,,13.5,,,,,False,,,,True
20061,192,176.0,,,,,171.0,,,,45.7,-16.0,,,,,-21.0,,,,-146.3,,,,,False,,,,False
20063,9,8.0,,,,,0.0,,,,129.5,-1.0,,,,,-9.0,,,,120.5,,,,,False,,,,False
20065,25,0.0,,,,,0.0,,,,,-25.0,,,,,-25.0,,,,,,,,,False,,,,
20067,124,48.0,,,,,5.0,,,,21.8,-76.0,,,,,-119.0,,,,-102.2,,,,,False,,,,False
20069,85,56.0,,,,,0.0,,,,266.4,-29.0,,,,,-85.0,,,,181.4,,,,,False,,,,False
20071,5,0.0,,,,,0.0,,,,,-5.0,,,,,-5.0,,,,,,,,,False,,,,
20073,12,0.0,,,,,1.0,,,,0.0,-12.0,,,,,-11.0,,,,-12.0,,,,,True,,,,False
20075,13,8.0,,,,,0.0,,,,55.1,-5.0,,,,,-13.0,,,,42.1,,,,,False,,,,False
20077,106,16.0,,,,,1.0,,,,266.2,-90.0,,,,,-105.0,,,,160.2,,,,,False,,,,False
20079,251,120.0,,,,,41.0,,,,19.0,-131.0,,,,,-210.0,,,,-232.0,,,,,False,,,,False
20081,26,40.0,,,,,1.0,,,,168.6,14.0,,,,,-25.0,,,,142.6,,,,,False,,,,False
20083,4,0.0,,,,,0.0,,,,0.0,-4.0,,,,,-4.0,,,,-4.0,,,,,False,,,,True
20085,91,64.0,,,,,42.0,54.1,,,485.6,-27.0,,,,,-49.0,-36.9,,,394.6,,,,,False,False,,,False
20087,92,24.0,,,,,18.0,,,,626.4,-68.0,,,,,-74.0,,,,534.4,,,,,False,,,,False
20089,10,0.0,,,,,0.0,,,,0.0,-10.0,,,,,-10.0,,,,-10.0,,,,,False,,,,False
20091,5937,4488.0,,,,,3369.0,23822.8,5004.5,,22939.1,-1449.0,,,,,-2568.0,17885.8,-932.5,,17002.1,,,,,False,False,True,,False
20093,22,0.0,,,,,1.0,,,,0.0,-22.0,,,,,-21.0,,,,-22.0,,,,,True,,,,True
20095,40,0.0,,,,,0.0,,,,,-40.0,,,,,-40.0,,,,,,,,,False,,,,
20097,5,0.0,,,,,0.0,,,,0.0,-5.0,,,,,-5.0,,,,-5.0,,,,,False,,,,False
20099,134,80.0,,,,,220.0,,,,19.4,-54.0,,,,,86.0,,,,-114.6,,,,,False,,,,False
20101,3,0.0,,,,,0.0,,,,0.0,-3.0,,,,,-3.0,,,,-3.0,,,,,False,,,,True
20103,458,280.0,,,,,835.0,100.0,145.2,,667.9,-178.0,,,,,377.0,-358.0,-312.8,,209.9,,,,,False,False,False,,False
20105,6,8.0,,,,,0.0,,,,0.0,2.0,,,,,-6.0,,,,-6.0,,,,,False,,,,False
20107,40,16.0,,,,,10.0,,,,60.5,-24.0,,,,,-30.0,,,,20.5,,,,,False,,,,True
20109,1,0.0,,,,,0.0,,,,0.0,-1.0,,,,,-1.0,,,,-1.0,,,,,False,,,,False
20111,492,184.0,,,,,604.0,467.2,,,332.1,-308.0,,,,,112.0,-24.8,,,-159.9,,,,,True,True,,,True
20113,128,152.0,,,,,52.0,,,,38.0,24.0,,,,,-76.0,,,,-90.0,,,,,False,,,,False
20115,58,16.0,,,,,1.0,,,,80.1,-42.0,,,,,-57.0,,,,22.1,,,,,False,,,,True
20117,15,8.0,,,,,0.0,,,,0.0,-7.0,,,,,-15.0,,,,-15.0,,,,,False,,,,False
20119,40,0.0,,,,,2.0,,,,0.0,-40.0,,,,,-38.0,,,,-40.0,,,,,True,,,,False
20121,155,72.0,,,,,74.0,,,,931.0,-83.0,,,,,-81.0,,,,776.0,,,,,True,,,,False
20123,26,0.0,,,,,0.0,,,,0.0,-26.0,,,,,-26.0,,,,-26.0,,,,,False,,,,False
20125,203,128.0,,,,,104.0,,,,37.3,-75.0,,,,,-99.0,,,,-165.7,,,,,False,,,,False
20127,16,0.0,,,,,0.0,,,,0.0,-16.0,,,,,-16.0,,,,-16.0,,,,,False,,,,False
20129,3,8.0,,,,,0.0,,,,121.8,5.0,,,,,-3.0,,,,118.8,,,,,True,,,,False
20131,28,24.0,,,,,15.0,,,,38.8,-4.0,,,,,-13.0,,,,10.8,,,,,False,,,,False
20133,52,32.0,,,,,55.0,,,,0.5,-20.0,,,,,3.0,,,,-51.5,,,,,True,,,,False
20135,14,0.0,,,,,0.0,,,,0.0,-14.0,,,,,-14.0,,,,-14.0,,,,,False,,,,False
20137,17,24.0,,,,,0.0,,,,181.4,7.0,,,,,-17.0,,,,164.4,,,,,False,,,,False
20139,47,32.0,,,,,3.0,,,,43.2,-15.0,,,,,-44.0,,,,-3.8,,,,,False,,,,True
20141,2,0.0,,,,,0.0,,,,0.0,-2.0,,,,,-2.0,,,,-2.0,,,,,False,,,,False
20143,32,24.0,,,,,0.0,,,,188.6,-8.0,,,,,-32.0,,,,156.6,,,,,False,,,,False
20145,204,0.0,,,,,0.0,,,,0.0,-204.0,,,,,-204.0,,,,-204.0,,,,,False,,,,False
20147,44,56.0,,,,,0.0,,,,246.5,12.0,,,,,-44.0,,,,202.5,,,,,False,,,,False
20149,84,128.0,,,,,104.0,,,,137.2,44.0,,,,,20.0,,,,53.2,,,,,True,,,,False
20151,29,0.0,,,,,11.0,,,,0.0,-29.0,,,,,-18.0,,,,-29.0,,,,,True,,,,True
20153,1,0.0,,,,,0.0,,,,,-1.0,,,,,-1.0,,,,,,,,,False,,,,
20155,664,144.0,,,,,74.0,,,,2317.4,-520.0,,,,,-590.0,,,,1653.4,,,,,False,,,,False
20157,22,48.0,,,,,0.0,,,,112.1,26.0,,,,,-22.0,,,,90.1,,,,,True,,,,False
20159,40,0.0,,,,,0.0,,,,0.0,-40.0,,,,,-40.0,,,,-40.0,,,,,False,,,,False
20161,593,712.0,,,,,1424.0,2643.4,,,139.0,119.0,,,,,831.0,2050.4,,,-454.0,,,,,False,False,,,False
20163,18,8.0,,,,,0.0,,,,0.0,-10.0,,,,,-18.0,,,,-18.0,,,,,False,,,,False
20165,14,8.0,,,,,0.0,,,,0.0,-6.0,,,,,-14.0,,,,-14.0,,,,,False,,,,False
20167,20,16.0,,,,,0.0,,,,339.0,-4.0,,,,,-20.0,,,,319.0,,,,,False,,,,False
20169,339,376.0,,,,,170.0,1926.4,,,778.3,37.0,,,,,-169.0,1587.4,,,439.3,,,,,False,False,,,False
20171,65,0.0,,,,,0.0,,,,0.0,-65.0,,,,,-65.0,,,,-65.0,,,,,False,,,,False
20173,5586,3456.0,,,,,4183.0,15861.6,2850.3,,13466.0,-2130.0,,,,,-1403.0,10275.6,-2735.7,,7880.0,,,,,True,False,False,,False
20175,415,256.0,,,,,288.0,95.3,,,18.1,-159.0,,,,,-127.0,-319.7,,,-396.9,,,,,True,False,,,False
20177,1382,1208.0,,,,,1711.0,5807.5,2135.0,,1797.4,-174.0,,,,,329.0,4425.5,753.0,,415.4,,,,,False,False,False,,False
20179,5,16.0,,,,,0.0,,,,117.1,11.0,,,,,-5.0,,,,112.1,,,,,True,,,,False
20181,10,0.0,,,,,0.0,,,,0.0,-10.0,,,,,-10.0,,,,-10.0,,,,,False,,,,False
20183,0,0.0,,,,,0.0,,,,0.0,0.0,,,,,0.0,,,,0.0,,,,,True,,,,True
20185,30,0.0,,,,,0.0,,,,0.0,-30.0,,,,,-30.0,,,,-30.0,,,,,False,,,,False
20187,31,8.0,,,,,0.0,,,,81.3,-23.0,,,,,-31.0,,,,50.3,,,,,False,,,,False
20189,26,8.0,,,,,3.0,,,,134.6,-18.0,,,,,-23.0,,,,108.6,,,,,False,,,,False
20191,104,16.0,,,,,5.0,,,,456.1,-88.0,,,,,-99.0,,,,352.1,,,,,False,,,,False
20193,37,8.0,,,,,3.0,,,,0.8,-29.0,,,,,-34.0,,,,-36.2,,,,,False,,,,False
20195,25,0.0,,,,,0.0,,,,0.0,-25.0,,,,,-25.0,,,,-25.0,,,,,False,,,,False
20197,20,24.0,,,,,4.0,,,,20.6,4.0,,,,,-16.0,,,,0.6,,,,,False,,,,True
20199,2,0.0,,,,,0.0,,,,,-2.0,,,,,-2.0,,,,,,,,,False,,,,
20201,6,0.0,,,,,0.0,,,,0.0,-6.0,,,,,-6.0,,,,-6.0,,,,,False,,,,False
20203,4,0.0,,,,,0.0,,,,,-4.0,,,,,-4.0,,,,,,,,,False,,,,
20205,13,16.0,,,,,0.0,,,,421.6,3.0,,,,,-13.0,,,,408.6,,,,,False,,,,False
20207,4,16.0,,,,,1.0,,,,0.2,12.0,,,,,-3.0,,,,-3.8,,,,,True,,,,True
20209,3440,3584.0,,,,,3630.0,5387.1,2015.7,,4592.4,144.0,,,,,190.0,1947.1,-1424.3,,1152.4,,,,,False,False,False,,False
21001,137,120.0,,,,,19.0,105.5,,,42.5,-17.0,,,,,-118.0,-31.5,,,-94.5,,,,,False,False,,,False
21003,84,48.0,,,,,32.0,539.8,,,50.4,-36.0,,,,,-52.0,455.8,,,-33.6,,,,,False,False,,,True
21005,85,24.0,,,,,2.0,,,,10.3,-61.0,,,,,-83.0,,,,-74.7,,,,,False,,,,False
21007,30,0.0,,,,,8.0,,,,0.0,-30.0,,,,,-22.0,,,,-30.0,,,,,True,,,,False
21009,404,64.0,,,,,70.0,,,,96.8,-340.0,,,,,-334.0,,,,-307.2,,,,,True,,,,True
21011,47,40.0,,,,,1.0,,,,155.3,-7.0,,,,,-46.0,,,,108.3,,,,,False,,,,False
21013,382,40.0,,,,,14.0,,,,627.3,-342.0,,,,,-368.0,,,,245.3,,,,,False,,,,True
21015,665,168.0,,,,,795.0,972.9,103.6,,139.2,-497.0,,,,,130.0,307.9,-561.4,,-525.8,,,,,True,True,False,,False
21017,79,32.0,,,,,5.0,,,,25.1,-47.0,,,,,-74.0,,,,-53.9,,,,,False,,,,False
21019,167,56.0,,,,,219.0,,,,51.6,-111.0,,,,,52.0,,,,-115.4,,,,,True,,,,False
21021,163,16.0,,,,,12.0,,,,16.4,-147.0,,,,,-151.0,,,,-146.6,,,,,False,,,,True
21023,21,0.0,,,,,1.0,,,,0.6,-21.0,,,,,-20.0,,,,-20.4,,,,,True,,,,True
21025,47,8.0,,,,,2.0,,,,11.0,-39.0,,,,,-45.0,,,,-36.0,,,,,False,,,,True
21027,70,8.0,,,,,0.0,,,,4.2,-62.0,,,,,-70.0,,,,-65.8,,,,,False,,,,False
21029,452,48.0,,,,,26.0,642.9,,,35.4,-404.0,,,,,-426.0,190.9,,,-416.6,,,,,False,True,,,False
21031,71,40.0,,,,,22.0,52.0,,,13.8,-31.0,,,,,-49.0,-19.0,,,-57.2,,,,,False,True,,,False
21033,57,16.0,,,,,9.0,,,,5.0,-41.0,,,,,-48.0,,,,-52.0,,,,,False,,,,False
21035,306,56.0,,,,,285.0,,,,74.3,-250.0,,,,,-21.0,,,,-231.7,,,,,True,,,,True
21037,414,192.0,,,,,417.0,1632.1,194.9,,175.8,-222.0,,,,,3.0,1218.1,-219.1,,-238.2,,,,,True,False,True,,False
21039,54,0.0,,,,,1.0,,,,0.0,-54.0,,,,,-53.0,,,,-54.0,,,,,True,,,,False
21041,150,40.0,,,,,8.0,,,,48.3,-110.0,,,,,-142.0,,,,-101.7,,,,,False,,,,True
21043,86,56.0,,,,,5.0,,,,88.3,-30.0,,,,,-81.0,,,,2.3,,,,,False,,,,True
21045,222,48.0,,,,,1.0,,,,72.1,-174.0,,,,,-221.0,,,,-149.9,,,,,False,,,,True
21047,649,176.0,,,,,116.0,1383.0,,,168.2,-473.0,,,,,-533.0,734.0,,,-480.8,,,,,False,False,,,False
21049,147,8.0,,,,,32.0,,,,23.2,-139.0,,,,,-115.0,,,,-123.8,,,,,True,,,,True
21051,137,120.0,,,,,29.0,,,,245.8,-17.0,,,,,-108.0,,,,108.8,,,,,False,,,,False
