,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
16053,176,212.0,,159.0,268.0,,,,,,215.0,154.2,,46.7,158.2,73.2,,120.2,263.2,,,,188.0,,36.0,,-17.0,92.0,,,,,,39.0,-21.8,,-129.3,-17.8,-102.8,,-55.8,87.2,,,,12.0,,,True,False,,,,,,False,True,,False,True,False,,False,False,,,,True,
16055,595,1268.0,1344.9,1250.0,1542.0,,,,,,997.0,2231.1,,1182.7,734.3,1197.5,,543.9,847.1,3292.0,,,873.0,,673.0,749.9,655.0,947.0,,,,,,402.0,1636.1,,587.7,139.3,602.5,,-51.1,252.1,2697.0,,,278.0,,False,True,False,,,,,,True,False,,True,True,True,,True,True,False,,,True,
16057,154,56.0,,53.0,87.0,,,,,,119.0,196.0,,21.1,47.0,,,50.5,55.1,,,,32.0,,-98.0,,-101.0,-67.0,,,,,,-35.0,42.0,,-132.9,-107.0,,,-103.5,-98.9,,,,-122.0,,,False,True,,,,,,True,True,,False,False,,,False,False,,,,False,
16059,58,16.0,,1.0,0.0,,,,,,3.0,18.4,,1.2,2.3,,,1.9,,,,,19.0,,-42.0,,-57.0,-58.0,,,,,,-55.0,-39.6,,-56.8,-55.7,,,-56.0,,,,,-39.0,,,False,False,,,,,,False,True,,False,False,,,False,,,,,True,
16061,0,0.0,,0.0,0.0,,,,,,8.0,0.0,,,0.0,,,0.7,,,,,0.0,,0.0,,0.0,0.0,,,,,,8.0,0.0,,,0.0,,,0.7,,,,,0.0,,,True,True,,,,,,False,True,,,False,,,False,,,,,True,
16063,17,8.0,,6.0,0.0,,,,,,13.0,13.3,,4.5,3.1,,,11.0,7.0,,,,18.0,,-9.0,,-11.0,-17.0,,,,,,-4.0,-3.7,,-12.5,-13.9,,,-6.0,-10.0,,,,1.0,,,False,False,,,,,,True,True,,False,False,,,True,False,,,,True,
16065,103,64.0,,41.0,42.0,,,,,,110.0,192.7,,4.7,57.3,45.8,,26.0,28.7,,,,38.0,,-39.0,,-62.0,-61.0,,,,,,7.0,89.7,,-98.3,-45.7,-57.2,,-77.0,-74.3,,,,-65.0,,,False,False,,,,,,True,False,,False,False,False,,False,False,,,,False,
16067,125,240.0,,170.0,253.0,,,,,,169.0,241.5,,49.8,167.5,96.4,,205.2,157.2,,,,170.0,,115.0,,45.0,128.0,,,,,,44.0,116.5,,-75.2,42.5,-28.6,,80.2,32.2,,,,45.0,,,True,False,,,,,,True,False,,True,True,True,,True,True,,,,True,
16069,154,32.0,,30.0,32.0,,,,,,231.0,134.1,,3.9,24.9,36.2,,11.2,58.6,,,,36.0,,-122.0,,-124.0,-122.0,,,,,,77.0,-19.9,,-150.1,-129.1,-117.8,,-142.8,-95.4,,,,-118.0,,,False,False,,,,,,True,True,,False,False,True,,False,True,,,,True,
16071,13,0.0,,0.0,0.0,,,,,,4.0,5.8,,,0.3,,,2.7,,,,,9.0,,-13.0,,-13.0,-13.0,,,,,,-9.0,-7.2,,,-12.7,,,-10.3,,,,,-4.0,,,False,False,,,,,,True,True,,,True,,,True,,,,,True,
16073,68,204.0,,86.0,27.0,,,,,,76.0,137.8,,176.1,134.5,70.3,,72.6,113.4,,,,130.0,,136.0,,18.0,-41.0,,,,,,8.0,69.8,,108.1,66.5,2.3,,4.6,45.4,,,,62.0,,,True,True,,,,,,True,True,,True,True,True,,True,True,,,,True,
16075,326,196.0,,169.0,191.0,,,,,,218.0,290.8,,152.1,164.3,108.1,,64.0,127.8,,,,161.0,,-130.0,,-157.0,-135.0,,,,,,-108.0,-35.2,,-173.9,-161.7,-217.9,,-262.0,-198.2,,,,-165.0,,,False,False,,,,,,True,True,,False,False,False,,False,False,,,,False,
16077,71,56.0,,20.0,23.0,,,,,,17.0,26.8,,10.7,27.4,,,9.2,54.6,,,,76.0,,-15.0,,-51.0,-48.0,,,,,,-54.0,-44.2,,-60.3,-43.6,,,-61.8,-16.4,,,,5.0,,,False,False,,,,,,False,False,,False,False,,,False,False,,,,True,
16079,123,132.0,,78.0,77.0,,,,,,67.0,295.8,,,68.9,,,75.6,,,,,172.0,,9.0,,-45.0,-46.0,,,,,,-56.0,172.8,,,-54.1,,,-47.4,,,,,49.0,,,False,False,,,,,,False,False,,,False,,,False,,,,,False,
16081,68,24.0,,14.0,,,,,,,15.0,48.5,,10.6,21.6,,,4.2,20.2,,,,21.0,,-44.0,,-54.0,,,,,,,-53.0,-19.5,,-57.4,-46.4,,,-63.8,-47.8,,,,-47.0,,,False,,,,,,,False,True,,False,False,,,False,False,,,,False,
16083,459,712.0,462.3,581.0,1314.0,,,,,,635.0,779.1,,211.7,422.6,365.4,,789.4,583.5,,,,636.0,,253.0,3.3,122.0,855.0,,,,,,176.0,320.1,,-247.3,-36.4,-93.6,,330.4,124.5,,,,177.0,,True,True,False,,,,,,True,False,,True,True,True,,False,True,,,,True,
16085,38,16.0,,9.0,0.0,,,,,,9.0,36.3,,10.5,9.2,,,9.9,24.1,,,,7.0,,-22.0,,-29.0,-38.0,,,,,,-29.0,-1.7,,-27.5,-28.8,,,-28.1,-13.9,,,,-31.0,,,False,False,,,,,,False,True,,False,False,,,False,True,,,,False,
16087,79,108.0,,70.0,97.0,,,,,,64.0,72.5,,65.7,85.6,40.0,,37.4,153.7,,,,91.0,,29.0,,-9.0,18.0,,,,,,-15.0,-6.5,,-13.3,6.6,-39.0,,-41.6,74.7,,,,12.0,,,True,True,,,,,,True,True,,True,True,False,,False,False,,,,True,
17001,353,344.0,423.9,340.0,356.0,,,,,,428.0,652.7,,347.7,351.9,251.5,,148.9,230.4,,,,315.0,,-9.0,70.9,-13.0,3.0,,,,,,75.0,299.7,,-5.3,-1.1,-101.5,,-204.1,-122.6,,,,-38.0,,False,False,True,,,,,,False,False,,True,True,False,,False,False,,,,False,
17003,8,4.0,,7.0,0.0,,,,,,24.0,26.2,,11.0,3.0,,,10.4,10.9,,,,3.0,,-4.0,,-1.0,-8.0,,,,,,16.0,18.2,,3.0,-5.0,,,2.4,2.9,,,,-5.0,,,True,False,,,,,,False,False,,True,False,,,True,True,,,,False,
17005,82,52.0,,37.0,148.0,,,,,,28.0,94.5,,16.6,66.4,,,6.7,45.4,,,,72.0,,-30.0,,-45.0,66.0,,,,,,-54.0,12.5,,-65.4,-15.6,,,-75.3,-36.6,,,,-10.0,,,False,False,,,,,,False,True,,False,True,,,False,False,,,,True,
17007,135,172.0,11.4,106.0,302.0,,,,,,197.0,143.3,,24.5,132.2,99.6,,89.0,124.6,,,,204.0,,37.0,-123.6,-29.0,167.0,,,,,,62.0,8.3,,-110.5,-2.8,-35.4,,-46.0,-10.4,,,,69.0,,False,True,False,,,,,,False,True,,False,True,True,,False,True,,,,False,
17009,9,4.0,,0.0,0.0,,,,,,8.0,5.1,,1.4,0.8,,,0.7,1.4,,,,2.0,,-5.0,,-9.0,-9.0,,,,,,-1.0,-3.9,,-7.6,-8.2,,,-8.3,-7.6,,,,-7.0,,,False,False,,,,,,True,True,,False,False,,,False,False,,,,False,
17011,227,244.0,,245.0,675.0,,,,,,69.0,319.3,,507.6,244.2,202.1,,485.7,197.5,,,,734.0,,17.0,,18.0,448.0,,,,,,-158.0,92.3,,280.6,17.2,-24.9,,258.7,-29.5,,,,507.0,,,False,False,,,,,,False,False,,False,False,False,,False,False,,,,False,
17013,20,8.0,,0.0,0.0,,,,,,1.0,25.6,,0.5,1.2,,,1.0,,,,,5.0,,-12.0,,-20.0,-20.0,,,,,,-19.0,5.6,,-19.5,-18.8,,,-19.0,,,,,-15.0,,,False,False,,,,,,False,True,,False,False,,,False,,,,,False,
17015,90,60.0,,30.0,144.0,,,,,,30.0,85.8,,16.7,34.0,,,21.9,35.7,,,,75.0,,-30.0,,-60.0,54.0,,,,,,-60.0,-4.2,,-73.3,-56.0,,,-68.1,-54.3,,,,-15.0,,,False,False,,,,,,False,True,,False,False,,,False,False,,,,True,
17017,102,124.0,,73.0,53.0,,,,,,34.0,115.2,,108.7,119.4,38.6,,145.9,75.0,,,,167.0,,22.0,,-29.0,-49.0,,,,,,-68.0,13.2,,6.7,17.4,-63.4,,43.9,-27.0,,,,65.0,,,False,False,,,,,,False,True,,True,True,False,,False,False,,,,False,
17019,855,588.0,641.2,612.0,340.0,,,,,,723.0,1114.3,,454.6,624.0,676.0,,446.6,688.8,652.0,,,418.0,,-267.0,-213.8,-243.0,-515.0,,,,,,-132.0,259.3,,-400.4,-231.0,-179.0,,-408.4,-166.2,-203.0,,,-437.0,,True,True,False,,,,,,True,True,,False,True,True,,False,True,True,,,False,
17021,119,140.0,,109.0,332.0,,,,,,79.0,162.4,,104.5,120.7,130.6,,32.1,93.7,,,,175.0,,21.0,,-10.0,213.0,,,,,,-40.0,43.4,,-14.5,1.7,11.6,,-86.9,-25.3,,,,56.0,,,True,False,,,,,,False,False,,True,True,True,,False,False,,,,False,
17023,51,52.0,,32.0,29.0,,,,,,38.0,85.8,,18.5,27.4,,,35.4,36.3,,,,84.0,,1.0,,-19.0,-22.0,,,,,,-13.0,34.8,,-32.5,-23.6,,,-15.6,-14.7,,,,33.0,,,False,False,,,,,,False,False,,False,False,,,False,False,,,,False,
17025,61,16.0,,7.0,0.0,,,,,,12.0,22.0,,2.3,7.2,,,13.0,,,,,36.0,,-45.0,,-54.0,-61.0,,,,,,-49.0,-39.0,,-58.7,-53.8,,,-48.0,,,,,-25.0,,,False,False,,,,,,False,True,,False,False,,,False,,,,,True,
17027,358,156.0,,137.0,332.0,,,,,,147.0,212.4,,71.6,162.2,113.0,,66.6,115.8,,,,142.0,,-202.0,,-221.0,-26.0,,,,,,-211.0,-145.6,,-286.4,-195.8,-245.0,,-291.4,-242.2,,,,-216.0,,,False,True,,,,,,False,True,,False,True,False,,False,False,,,,False,
17029,554,380.0,193.1,248.0,757.0,,,,,,282.0,560.2,,189.2,330.7,216.2,,129.1,209.4,,,,351.0,,-174.0,-360.9,-306.0,203.0,,,,,,-272.0,6.2,,-364.8,-223.3,-337.8,,-424.9,-344.6,,,,-203.0,,False,False,False,,,,,,False,True,,False,False,False,,False,False,,,,False,
17031,18993,16704.0,8714.6,16098.0,18100.0,,,,,,16125.0,22647.9,,13004.1,19462.3,3583.6,,16333.3,17581.7,18083.0,,,19207.0,,-2289.0,-10278.4,-2895.0,-893.0,,,,,,-2868.0,3654.9,,-5988.9,469.3,-15409.4,,-2659.7,-1411.3,-910.0,,,214.0,,False,False,True,,,,,,False,False,,False,True,False,,False,True,True,,,True,
17033,49,0.0,,4.0,21.0,,,,,,39.0,46.2,,7.1,3.4,,,12.5,2.4,,,,1.0,,-49.0,,-45.0,-28.0,,,,,,-10.0,-2.8,,-41.9,-45.6,,,-36.5,-46.6,,,,-48.0,,,True,True,,,,,,True,True,,True,True,,,True,True,,,,True,
17035,87,28.0,,21.0,13.0,,,,,,22.0,48.7,,11.7,18.8,,,25.7,23.9,,,,25.0,,-59.0,,-66.0,-74.0,,,,,,-65.0,-38.3,,-75.3,-68.2,,,-61.3,-63.1,,,,-62.0,,,False,False,,,,,,False,True,,False,False,,,False,False,,,,False,
17037,265,224.0,191.1,204.0,154.0,,,,,,280.0,453.0,,124.1,319.0,300.9,,205.3,169.2,,,,228.0,,-41.0,-73.9,-61.0,-111.0,,,,,,15.0,188.0,,-140.9,54.0,35.9,,-59.7,-95.8,,,,-37.0,,False,False,False,,,,,,True,False,,False,False,True,,False,False,,,,True,
17039,20,12.0,,9.0,5.0,,,,,,17.0,28.7,,7.4,10.3,,,6.1,,,,,6.0,,-8.0,,-11.0,-15.0,,,,,,-3.0,8.7,,-12.6,-9.7,,,-13.9,,,,,-14.0,,,False,False,,,,,,True,False,,False,False,,,False,,,,,False,
17041,109,40.0,,40.0,85.0,,,,,,47.0,79.8,,2.6,29.6,93.3,,10.2,76.6,,,,10.0,,-69.0,,-69.0,-24.0,,,,,,-62.0,-29.2,,-106.4,-79.4,-15.7,,-98.8,-32.4,,,,-99.0,,,False,True,,,,,,True,True,,False,False,True,,False,True,,,,False,
17043,3018,2436.0,2494.5,2426.0,3025.0,,,,,,2581.0,3729.0,,1732.9,2838.2,1480.2,,1289.3,4679.1,2030.0,,,1858.0,,-582.0,-523.5,-592.0,7.0,,,,,,-437.0,711.0,,-1285.1,-179.8,-1537.8,,-1728.7,1661.1,-988.0,,,-1160.0,,True,False,True,,,,,,True,False,,False,True,False,,False,False,False,,,False,
17045,60,4.0,,8.0,1.0,,,,,,38.0,12.0,,8.4,9.0,,,9.3,,,,,9.0,,-56.0,,-52.0,-59.0,,,,,,-22.0,-48.0,,-51.6,-51.0,,,-50.7,,,,,-51.0,,,True,False,,,,,,True,True,,True,True,,,True,,,,,True,
17047,26,28.0,,4.0,0.0,,,,,,5.0,22.7,,1.1,4.7,,,1.5,,,,,122.0,,2.0,,-22.0,-26.0,,,,,,-21.0,-3.3,,-24.9,-21.3,,,-24.5,,,,,96.0,,,False,False,,,,,,False,False,,False,False,,,False,,,,,False,
17049,412,144.0,,147.0,344.0,,,,,,75.0,169.8,,531.3,216.0,93.1,,3773.7,128.8,,,,333.0,,-268.0,,-265.0,-68.0,,,,,,-337.0,-242.2,,119.3,-196.0,-318.9,,3361.7,-283.2,,,,-79.0,,,True,True,,,,,,False,True,,True,True,False,,False,False,,,,True,
17051,109,52.0,,39.0,114.0,,,,,,38.0,114.0,,13.7,38.6,,,13.1,79.3,,,,53.0,,-57.0,,-70.0,5.0,,,,,,-71.0,5.0,,-95.3,-70.4,,,-95.9,-29.7,,,,-56.0,,,False,True,,,,,,False,True,,False,False,,,False,True,,,,True,
17053,36,12.0,,13.0,0.0,,,,,,20.0,49.9,,13.7,13.2,,,37.8,16.5,,,,8.0,,-24.0,,-23.0,-36.0,,,,,,-16.0,13.9,,-22.3,-22.8,,,1.8,-19.5,,,,-28.0,,,True,False,,,,,,True,True,,True,True,,,True,True,,,,False,
17055,217,108.0,,139.0,176.0,,,,,,151.0,304.6,,94.7,141.2,144.4,,3198.8,113.2,,,,95.0,,-109.0,,-78.0,-41.0,,,,,,-66.0,87.6,,-122.3,-75.8,-72.6,,2981.8,-103.8,,,,-122.0,,,True,True,,,,,,True,True,,False,True,True,,False,True,,,,False,
17057,56,8.0,,9.0,26.0,,,,,,52.0,32.0,,5.4,10.0,,,11.9,5.8,,,,16.0,,-48.0,,-47.0,-30.0,,,,,,-4.0,-24.0,,-50.6,-46.0,,,-44.1,-50.2,,,,-40.0,,,True,True,,,,,,True,True,,False,True,,,True,False,,,,True,
17059,19,44.0,,19.0,57.0,,,,,,13.0,47.2,,9.0,35.2,,,9.8,,,,,20.0,,25.0,,0.0,38.0,,,,,,-6.0,28.2,,-10.0,16.2,,,-9.2,,,,,1.0,,,True,False,,,,,,True,False,,True,True,,,True,,,,,True,
17061,85,20.0,,4.0,0.0,,,,,,20.0,28.5,,4.8,3.5,,,3.9,,,,,33.0,,-65.0,,-81.0,-85.0,,,,,,-65.0,-56.5,,-80.2,-81.5,,,-81.1,,,,,-52.0,,,False,False,,,,,,False,True,,False,False,,,False,,,,,True,
17063,197,136.0,144.3,140.0,208.0,,,,,,127.0,209.5,,58.4,163.2,195.7,,200.7,118.0,,,,162.0,,-61.0,-52.7,-57.0,11.0,,,,,,-70.0,12.5,,-138.6,-33.8,-1.3,,3.7,-79.0,,,,-35.0,,True,True,True,,,,,,False,True,,False,True,True,,True,False,,,,True,
17065,27,36.0,,19.0,,,,,,,14.0,28.8,,6.6,22.8,,,25.2,,,,,114.0,,9.0,,-8.0,,,,,,,-13.0,1.8,,-20.4,-4.2,,,-1.8,,,,,87.0,,,True,,,,,,,False,True,,False,True,,,True,,,,,False,
17067,102,16.0,,10.0,28.0,,,,,,31.0,52.6,,6.4,14.1,,,5.0,7.4,,,,34.0,,-86.0,,-92.0,-74.0,,,,,,-71.0,-49.4,,-95.6,-87.9,,,-97.0,-94.6,,,,-68.0,,,False,True,,,,,,True,True,,False,False,,,False,False,,,,True,
17069,2,28.0,,7.0,47.0,,,,,,8.0,17.2,,2.4,5.5,,,6.2,,,,,21.0,,26.0,,5.0,45.0,,,,,,6.0,15.2,,0.4,3.5,,,4.2,,,,,19.0,,,True,False,,,,,,True,True,,True,True,,,True,,,,,True,
17071,35,0.0,,0.0,0.0,,,,,,8.0,5.1,,0.6,0.4,,,0.8,,,,,13.0,,-35.0,,-35.0,-35.0,,,,,,-27.0,-29.9,,-34.4,-34.6,,,-34.2,,,,,-22.0,,,False,False,,,,,,True,True,,True,True,,,True,,,,,True,
17073,259,140.0,,140.0,238.0,,,,,,123.0,342.1,,71.0,163.9,186.7,,181.1,97.5,,,,188.0,,-119.0,,-119.0,-21.0,,,,,,-136.0,83.1,,-188.0,-95.1,-72.3,,-77.9,-161.5,,,,-71.0,,,False,True,,,,,,False,True,,False,True,True,,True,False,,,,True,
17075,56,160.0,,130.0,330.0,,,,,,79.0,204.9,,40.8,129.1,122.2,,475.8,107.2,,,,126.0,,104.0,,74.0,274.0,,,,,,23.0,148.9,,-15.2,73.1,66.2,,419.8,51.2,,,,70.0,,,True,False,,,,,,True,False,,True,True,True,,False,True,,,,True,
17077,278,576.0,150.6,297.0,1461.0,,,,,,322.0,646.0,,254.6,431.3,182.6,,149.7,431.9,,,,591.0,,298.0,-127.4,19.0,1183.0,,,,,,44.0,368.0,,-23.4,153.3,-95.4,,-128.3,153.9,,,,313.0,,True,True,False,,,,,,True,False,,True,True,True,,True,True,,,,False,
17079,76,12.0,,9.0,0.0,,,,,,14.0,8.8,,12.9,10.7,,,4.4,14.7,,,,13.0,,-64.0,,-67.0,-76.0,,,,,,-62.0,-67.2,,-63.1,-65.3,,,-71.6,-61.3,,,,-63.0,,,False,False,,,,,,True,False,,True,False,,,False,True,,,,True,
17081,264,124.0,,121.0,271.0,,,,,,173.0,274.2,,55.1,132.8,73.1,,25.2,154.5,,,,138.0,,-140.0,,-143.0,7.0,,,,,,-91.0,10.2,,-208.9,-131.2,-190.9,,-238.8,-109.5,,,,-126.0,,,False,True,,,,,,True,True,,False,True,False,,False,True,,,,True,
17083,210,24.0,,38.0,28.0,,,,,,36.0,93.6,,40.5,44.3,,,71.4,55.5,,,,18.0,,-186.0,,-172.0,-182.0,,,,,,-174.0,-116.4,,-169.5,-165.7,,,-138.6,-154.5,,,,-192.0,,,True,True,,,,,,True,True,,True,True,,,True,True,,,,False,
17085,61,80.0,,52.0,174.0,,,,,,48.0,162.5,,15.7,65.8,120.1,,29.0,55.9,,,,52.0,,19.0,,-9.0,113.0,,,,,,-13.0,101.5,,-45.3,4.8,59.1,,-32.0,-5.1,,,,-9.0,,,True,False,,,,,,True,False,,False,True,False,,False,True,,,,True,
17087,59,24.0,,34.0,44.0,,,,,,38.0,70.8,,24.1,34.7,,,69.1,40.5,,,,13.0,,-35.0,,-25.0,-15.0,,,,,,-21.0,11.8,,-34.9,-24.3,,,10.1,-18.5,,,,-46.0,,,True,True,,,,,,True,True,,True,True,,,True,True,,,,False,
17089,1961,1892.0,248.6,1637.0,2860.0,,,,,,2052.0,2072.3,,1186.0,2386.7,607.0,,1210.7,1637.6,3470.0,,,2920.0,,-69.0,-1712.4,-324.0,899.0,,,,,,91.0,111.3,,-775.0,425.7,-1354.0,,-750.3,-323.4,1509.0,,,959.0,,False,False,False,,,,,,False,False,,False,False,False,,False,False,False,,,False,
17091,496,372.0,299.0,356.0,416.0,,,,,,481.0,338.0,,197.3,375.6,213.1,,360.0,361.0,,,,337.0,,-124.0,-197.0,-140.0,-80.0,,,,,,-15.0,-158.0,,-298.7,-120.4,-282.9,,-136.0,-135.0,,,,-159.0,,False,False,True,,,,,,True,False,,False,True,False,,False,False,,,,False,
17093,361,344.0,67.1,324.0,403.0,,,,,,341.0,479.9,,150.4,321.9,315.2,,185.6,443.8,411.0,,,445.0,,-17.0,-293.9,-37.0,42.0,,,,,,-20.0,118.9,,-210.6,-39.1,-45.8,,-175.4,82.8,50.0,,,84.0,,False,False,False,,,,,,False,False,,False,False,False,,False,False,False,,,False,
17095,190,140.0,158.0,158.0,190.0,,,,,,191.0,395.9,,157.7,176.1,133.9,,50.7,93.1,,,,234.0,,-50.0,-32.0,-32.0,0.0,,,,,,1.0,205.9,,-32.3,-13.9,-56.1,,-139.3,-96.9,,,,44.0,,True,True,True,,,,,,True,False,,True,True,False,,False,False,,,,True,
17097,2503,2344.0,243.8,1689.0,2654.0,,,,,,2521.0,3853.1,,1387.0,2156.6,1424.6,,1192.2,2420.3,1689.0,,,2217.0,,-159.0,-2259.2,-814.0,151.0,,,,,,18.0,1350.1,,-1116.0,-346.4,-1078.4,,-1310.8,-82.7,-814.0,,,-286.0,,False,False,True,,,,,,True,False,,False,False,False,,False,True,False,,,False,
17099,722,352.0,253.1,339.0,423.0,,,,,,267.0,828.9,,335.9,471.3,532.7,,258.9,342.2,,,,391.0,,-370.0,-468.9,-383.0,-299.0,,,,,,-455.0,106.9,,-386.1,-250.7,-189.3,,-463.1,-379.8,,,,-331.0,,False,False,True,,,,,,False,True,,False,True,True,,False,False,,,,True,
17101,72,24.0,,24.0,55.0,,,,,,41.0,73.8,,17.1,31.0,,,5.8,,,,,13.0,,-48.0,,-48.0,-17.0,,,,,,-31.0,1.8,,-54.9,-41.0,,,-66.2,,,,,-59.0,,,False,True,,,,,,True,True,,False,True,,,False,,,,,False,
17103,92,84.0,,64.0,235.0,,,,,,96.0,168.0,,29.3,64.3,65.1,,15.1,67.3,,,,214.0,,-8.0,,-28.0,143.0,,,,,,4.0,76.0,,-62.7,-27.7,-26.9,,-76.9,-24.7,,,,122.0,,,False,False,,,,,,True,False,,False,False,False,,False,False,,,,False,
17105,90,92.0,,68.0,114.0,,,,,,73.0,141.9,,21.6,72.3,,,64.5,71.1,,,,199.0,,2.0,,-22.0,24.0,,,,,,-17.0,51.9,,-68.4,-17.7,,,-25.5,-18.9,,,,109.0,,,False,False,,,,,,False,False,,False,False,,,False,False,,,,False,
17107,174,80.0,,58.0,92.0,,,,,,45.0,181.8,,40.1,79.0,,,10.9,72.9,,,,50.0,,-94.0,,-116.0,-82.0,,,,,,-129.0,7.8,,-133.9,-95.0,,,-163.1,-101.1,,,,-124.0,,,False,True,,,,,,False,True,,False,False,,,False,False,,,,False,
17109,72,16.0,,16.0,28.0,,,,,,63.0,92.2,,6.3,34.9,16.0,,17.1,9.9,,,,12.0,,-56.0,,-56.0,-44.0,,,,,,-9.0,20.2,,-65.7,-37.1,-56.0,,-54.9,-62.1,,,,-60.0,,,False,True,,,,,,True,True,,False,True,False,,True,False,,,,False,
17111,884,960.0,697.5,934.0,961.0,,,,,,858.0,1618.8,,555.7,1114.1,1083.2,,618.1,933.9,1196.0,,,1026.0,,76.0,-186.5,50.0,77.0,,,,,,-26.0,734.8,,-328.3,230.1,199.2,,-265.9,49.9,312.0,,,142.0,,False,True,False,,,,,,True,False,,False,False,False,,False,True,False,,,False,
17113,922,384.0,218.0,418.0,488.0,,,,,,399.0,1348.1,,355.3,414.4,582.5,,472.8,533.2,497.0,,,467.0,,-538.0,-704.0,-504.0,-434.0,,,,,,-523.0,426.1,,-566.7,-507.6,-339.5,,-449.2,-388.8,-425.0,,,-455.0,,False,True,True,,,,,,True,True,,False,True,True,,True,True,True,,,True,
17115,475,500.0,83.2,421.0,1644.0,,,,,,382.0,872.7,,483.7,469.5,291.6,,171.7,451.8,,,,841.0,,25.0,-391.8,-54.0,1169.0,,,,,,-93.0,397.7,,8.7,-5.5,-183.4,,-303.3,-23.2,,,,366.0,,False,False,False,,,,,,False,False,,True,True,False,,False,True,,,,False,
17117,214,100.0,,100.0,194.0,,,,,,166.0,300.7,,36.7,112.6,144.2,,32.5,78.1,,,,124.0,,-114.0,,-114.0,-20.0,,,,,,-48.0,86.7,,-177.3,-101.4,-69.8,,-181.6,-135.9,,,,-90.0,,,False,True,,,,,,True,True,,False,True,True,,False,False,,,,True,
17119,1819,1500.0,1015.0,1516.0,1683.0,,,,,,1779.0,2168.7,,1362.9,1238.5,1136.2,,2268.0,2425.5,2212.0,,,1658.0,,-319.0,-804.0,-303.0,-136.0,,,,,,-40.0,349.7,,-456.1,-580.5,-682.8,,449.0,606.5,393.0,,,-161.0,,False,True,True,,,,,,True,False,,False,False,False,,False,False,False,,,True,
17121,133,76.0,,92.0,174.0,,,,,,143.0,220.3,,29.3,91.8,102.2,,174.5,28.0,,,,57.0,,-57.0,,-41.0,41.0,,,,,,10.0,87.3,,-103.7,-41.2,-30.8,,41.5,-105.0,,,,-76.0,,,True,True,,,,,,True,False,,False,True,True,,True,False,,,,False,
17123,26,20.0,,8.0,17.0,,,,,,10.0,41.6,,4.3,5.0,,,10.5,,,,,51.0,,-6.0,,-18.0,-9.0,,,,,,-16.0,15.6,,-21.7,-21.0,,,-15.5,,,,,25.0,,,False,False,,,,,,False,False,,False,False,,,False,,,,,False,
17125,40,20.0,,8.0,0.0,,,,,,18.0,50.9,,9.6,6.7,,,4.3,79.1,,,,11.0,,-20.0,,-32.0,-40.0,,,,,,-22.0,10.9,,-30.4,-33.3,,,-35.7,39.1,,,,-29.0,,,False,False,,,,,,False,True,,False,False,,,False,False,,,,False,
17127,31,24.0,,19.0,83.0,,,,,,59.0,68.1,,9.4,13.9,,,19.4,15.8,,,,23.0,,-7.0,,-12.0,52.0,,,,,,28.0,37.1,,-21.6,-17.1,,,-11.6,-15.2,,,,-8.0,,,False,False,,,,,,False,False,,False,False,,,False,False,,,,False,
17129,24,24.0,,13.0,51.0,,,,,,11.0,44.9,,7.4,22.2,,,4.5,15.5,,,,49.0,,0.0,,-11.0,27.0,,,,,,-13.0,20.9,,-16.6,-1.8,,,-19.5,-8.5,,,,25.0,,,False,False,,,,,,False,False,,False,False,,,False,False,,,,False,
