,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
20035,464,471.0,,414.9,,377.0,211.0,,,,,289.3,,318.4,,,513.0,257.5,333.8,369.0,,583.0,217.3,,,,453.0,430.0,319.0,,,,,,,,,,683.7,359.6,7.0,,-49.1,,-87.0,-253.0,,,,,-174.7,,-145.6,,,49.0,-206.5,-130.2,-95.0,,119.0,-246.7,,,,-11.0,-34.0,-145.0,,,,,,,,,,219.7,-104.4,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,,,,False,False,False,,,,,,,,,,False,False
20037,357,387.0,,425.4,,392.0,157.0,,,,,314.1,,274.6,,,568.0,159.2,322.8,346.5,,554.5,212.2,,,,367.0,448.0,260.9,,,,,,,,,,460.8,412.1,30.0,,68.4,,35.0,-200.0,,,,,-42.9,,-82.4,,,211.0,-197.8,-34.2,-10.5,,197.5,-144.8,,,,10.0,91.0,-96.1,,,,,,,,,,103.8,55.1,,False,,False,False,,,,,False,,False,,,False,False,False,True,,False,False,,,,True,False,False,,,,,,,,,,False,False
20039,10,21.0,,19.3,,15.0,,,,,,11.1,,15.4,,,27.0,13.2,10.7,,,11.0,10.9,,,,11.0,24.0,20.3,,,,,,,,,,21.6,,11.0,,9.3,,5.0,,,,,,1.1,,5.4,,,17.0,3.2,0.7,,,1.0,0.9,,,,1.0,14.0,10.3,,,,,,,,,,11.6,,,True,,True,,,,,,True,,True,,,False,True,True,,,True,True,,,,True,False,True,,,,,,,,,,False,
20041,125,231.0,,241.3,,219.0,171.0,,,,,109.3,,151.8,,,221.0,130.4,155.2,,,279.0,109.5,,,,248.0,248.0,262.1,,,,,,,,,,261.9,205.1,106.0,,116.3,,94.0,46.0,,,,,-15.7,,26.8,,,96.0,5.4,30.2,,,154.0,-15.5,,,,123.0,123.0,137.1,,,,,,,,,,136.9,80.1,,False,,True,True,,,,,True,,True,,,True,True,True,,,False,True,,,,False,False,False,,,,,,,,,,False,True
20043,66,63.0,,52.4,,63.0,32.0,,,,,47.4,,47.4,,,75.0,30.5,57.8,,,118.0,31.5,,,,76.0,77.0,99.8,,,,,,,,,,92.8,80.2,-3.0,,-13.6,,-3.0,-34.0,,,,,-18.6,,-18.6,,,9.0,-35.5,-8.2,,,52.0,-34.5,,,,10.0,11.0,33.8,,,,,,,,,,26.8,14.2,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,,,,False,False
20045,606,1044.0,,1095.0,,981.0,920.0,,,,,603.1,,982.7,,983.6,1306.0,404.2,718.2,862.5,,1097.0,703.8,,,,1154.0,941.0,928.4,,,,,,1536.4,,,,1189.8,950.1,438.0,,489.0,,375.0,314.0,,,,,-2.9,,376.7,,377.6,700.0,-201.8,112.2,256.5,,491.0,97.8,,,,548.0,335.0,322.4,,,,,,930.4,,,,583.8,344.1,,False,,True,True,,,,,True,,True,,True,False,True,True,True,,False,True,,,,False,True,True,,,,,,False,,,,False,True
20047,10,3.0,,0.0,,6.0,0.0,,,,,11.6,,10.3,,,23.0,4.1,5.5,,,9.0,4.8,,,,,18.0,15.7,,,,,,,,,,8.3,0.0,-7.0,,-10.0,,-4.0,-10.0,,,,,1.6,,0.3,,,13.0,-5.9,-4.5,,,-1.0,-5.2,,,,,8.0,5.7,,,,,,,,,,-1.7,-10.0,,False,,True,False,,,,,True,,True,,,False,True,True,,,True,True,,,,,False,True,,,,,,,,,,True,False
20049,13,18.0,,20.2,,18.0,0.0,,,,,14.5,,17.7,,,36.0,8.0,11.3,,,35.0,10.1,,,,18.0,24.0,30.9,,,,,,,,,,12.0,16.5,5.0,,7.2,,5.0,-13.0,,,,,1.5,,4.7,,,23.0,-5.0,-1.7,,,22.0,-2.9,,,,5.0,11.0,17.9,,,,,,,,,,-1.0,3.5,,False,,False,False,,,,,True,,True,,,False,False,True,,,False,True,,,,False,False,False,,,,,,,,,,True,True
20051,165,195.0,,200.5,,194.0,202.0,,,,,175.6,,133.2,,,199.0,83.4,147.0,,,197.0,99.8,,,,126.0,288.0,249.1,,,,,,,,,,298.2,185.2,30.0,,35.5,,29.0,37.0,,,,,10.6,,-31.8,,,34.0,-81.6,-18.0,,,32.0,-65.2,,,,-39.0,123.0,84.1,,,,,,,,,,133.2,20.2,,False,,True,False,,,,,True,,False,,,False,False,True,,,False,False,,,,False,False,False,,,,,,,,,,False,True
20053,48,54.0,,63.7,,64.0,9.0,,,,,54.2,,27.4,,,61.0,25.3,49.5,,,88.0,29.7,,,,46.0,69.0,93.0,,,,,,,,,,110.6,110.1,6.0,,15.7,,16.0,-39.0,,,,,6.2,,-20.6,,,13.0,-22.7,1.5,,,40.0,-18.3,,,,-2.0,21.0,45.0,,,,,,,,,,62.6,62.1,,False,,False,False,,,,,False,,False,,,False,False,True,,,False,False,,,,True,False,False,,,,,,,,,,False,False
20055,113,177.0,,170.0,,192.0,117.0,,,,,244.0,,202.2,,,377.0,102.1,247.1,347.0,,226.0,147.1,,,,167.0,333.0,237.1,,,,,,128.3,,,,199.0,263.2,64.0,,57.0,,79.0,4.0,,,,,131.0,,89.2,,,264.0,-10.9,134.1,234.0,,113.0,34.1,,,,54.0,220.0,124.1,,,,,,15.3,,,,86.0,150.2,,True,,False,True,,,,,False,,False,,,False,True,False,False,,False,True,,,,True,False,False,,,,,,True,,,,False,False
20057,92,129.0,,122.8,,200.0,57.0,,,,,234.4,,79.9,,,355.0,41.5,238.0,227.0,,238.0,82.2,,,,117.0,278.0,321.0,,,,,,131.9,,,,170.6,228.0,37.0,,30.8,,108.0,-35.0,,,,,142.4,,-12.1,,,263.0,-50.5,146.0,135.0,,146.0,-9.8,,,,25.0,186.0,229.0,,,,,,39.9,,,,78.6,136.0,,True,,False,True,,,,,False,,True,,,False,False,False,False,,False,True,,,,True,False,False,,,,,,False,,,,False,False
20059,190,348.0,,302.6,,262.0,133.0,,,,,176.4,,198.5,,,355.0,62.3,194.4,,,383.0,126.4,,,,299.0,336.0,289.4,,,,,,358.2,,,,360.5,262.0,158.0,,112.6,,72.0,-57.0,,,,,-13.6,,8.5,,,165.0,-127.7,4.4,,,193.0,-63.6,,,,109.0,146.0,99.4,,,,,,168.2,,,,170.5,72.0,,True,,True,True,,,,,True,,True,,,False,True,True,,,False,True,,,,True,True,True,,,,,,False,,,,False,True
20061,295,453.0,,196.6,,361.0,194.0,,,,,259.3,,325.9,,,422.0,796.7,398.4,483.0,,513.0,232.3,,,,870.0,419.0,249.3,,,,,,332.6,,,,587.6,399.2,158.0,,-98.4,,66.0,-101.0,,,,,-35.7,,30.9,,,127.0,501.7,103.4,188.0,,218.0,-62.7,,,,575.0,124.0,-45.7,,,,,,37.6,,,,292.6,104.2,,True,,True,True,,,,,True,,True,,,True,False,True,False,,False,True,,,,False,True,True,,,,,,True,,,,False,True
20063,15,9.0,,7.0,,17.0,0.0,,,,,16.7,,10.7,,,19.0,31.4,11.1,,,17.0,10.0,,,,18.0,27.0,20.8,,,,,,,,,,15.8,26.4,-6.0,,-8.0,,2.0,-15.0,,,,,1.7,,-4.3,,,4.0,16.4,-3.9,,,2.0,-5.0,,,,3.0,12.0,5.8,,,,,,,,,,0.8,11.4,,False,,True,False,,,,,True,,True,,,True,False,True,,,True,True,,,,True,False,True,,,,,,,,,,True,False
20065,9,36.0,,36.2,,23.0,,,,,,12.4,,14.8,,,14.0,28.8,16.8,,,23.0,16.3,,,,23.0,33.0,23.8,,,,,,,,,,45.3,,27.0,,27.2,,14.0,,,,,,3.4,,5.8,,,5.0,19.8,7.8,,,14.0,7.3,,,,14.0,24.0,14.8,,,,,,,,,,36.3,,,False,,True,,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,True,,,,,,,,,,False,
20067,22,18.0,,9.3,,16.0,0.0,,,,,36.6,,25.0,,,103.0,11.0,18.7,,,26.0,13.6,,,,,52.0,27.1,,,,,,,,,,14.0,0.0,-4.0,,-12.7,,-6.0,-22.0,,,,,14.6,,3.0,,,81.0,-11.0,-3.3,,,4.0,-8.4,,,,,30.0,5.1,,,,,,,,,,-8.0,-22.0,,False,,False,False,,,,,False,,True,,,False,False,True,,,False,False,,,,,False,False,,,,,,,,,,False,False
20069,9,33.0,,24.5,,25.0,5.0,,,,,24.6,,24.9,,,42.0,20.7,22.7,,,29.0,16.7,,,,29.0,52.0,17.5,,,,,,,,,,22.5,31.5,24.0,,15.5,,16.0,-4.0,,,,,15.6,,15.9,,,33.0,11.7,13.7,,,20.0,7.7,,,,20.0,43.0,8.5,,,,,,,,,,13.5,22.5,,True,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,True,False,True,,,,,,,,,,True,True
20071,0,9.0,,12.8,,6.0,0.0,,,,,3.8,,5.6,,,17.0,4.9,4.6,,,6.0,2.0,,,,5.0,10.0,7.6,,,,,,,,,,9.4,,9.0,,12.8,,6.0,0.0,,,,,3.8,,5.6,,,17.0,4.9,4.6,,,6.0,2.0,,,,5.0,10.0,7.6,,,,,,,,,,9.4,,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,True,False,True,,,,,,,,,,False,
20073,26,66.0,,43.6,,64.0,18.0,,,,,38.5,,42.5,,,103.0,109.5,33.3,,,65.0,21.0,,,,98.0,67.0,70.6,,,,,,,,,,77.3,82.3,40.0,,17.6,,38.0,-8.0,,,,,12.5,,16.5,,,77.0,83.5,7.3,,,39.0,-5.0,,,,72.0,41.0,44.6,,,,,,,,,,51.3,56.3,,True,,True,True,,,,,True,,True,,,False,False,True,,,True,True,,,,False,False,False,,,,,,,,,,False,False
20075,2,6.0,,5.3,,7.0,0.0,,,,,8.3,,9.5,,,34.0,0.5,6.5,,,11.0,2.3,,,,3.0,16.0,15.0,,,,,,,,,,11.4,9.1,4.0,,3.3,,5.0,-2.0,,,,,6.3,,7.5,,,32.0,-1.5,4.5,,,9.0,0.3,,,,1.0,14.0,13.0,,,,,,,,,,9.4,7.1,,True,,False,True,,,,,False,,False,,,False,True,False,,,False,True,,,,True,False,False,,,,,,,,,,False,False
20077,38,135.0,,129.6,,84.0,0.0,,,,,36.8,,53.8,,,62.0,371.6,73.1,,,89.0,63.5,,,,142.0,100.0,95.3,,,,,,,,,,137.9,89.0,97.0,,91.6,,46.0,-38.0,,,,,-1.2,,15.8,,,24.0,333.6,35.1,,,51.0,25.5,,,,104.0,62.0,57.3,,,,,,,,,,99.9,51.0,,True,,True,True,,,,,True,,True,,,True,False,True,,,True,True,,,,False,True,True,,,,,,,,,,False,True
20079,190,0.0,,0.0,,244.0,117.0,,,,,241.9,,212.8,,,400.0,200.7,209.5,285.0,,530.0,175.6,,,,,216.0,454.2,,,,,,,,,,300.4,0.0,-190.0,,-190.0,,54.0,-73.0,,,,,51.9,,22.8,,,210.0,10.7,19.5,95.0,,340.0,-14.4,,,,,26.0,264.2,,,,,,,,,,110.4,-190.0,,False,,True,True,,,,,True,,True,,,False,True,True,True,,False,True,,,,,True,False,,,,,,,,,,True,False
20081,10,12.0,,8.8,,24.0,0.0,,,,,22.2,,15.0,,,45.0,13.2,16.2,,,27.0,11.3,,,,17.0,28.0,36.9,,,,,,,,,,25.9,32.2,2.0,,-1.2,,14.0,-10.0,,,,,12.2,,5.0,,,35.0,3.2,6.2,,,17.0,1.3,,,,7.0,18.0,26.9,,,,,,,,,,15.9,22.2,,True,,False,False,,,,,False,,False,,,False,False,False,,,False,True,,,,False,False,False,,,,,,,,,,False,False
20083,21,6.0,,6.6,,8.0,0.0,,,,,7.2,,6.7,,,14.0,2.5,5.4,,,7.0,3.9,,,,5.0,15.0,11.4,,,,,,,,,,11.0,19.8,-15.0,,-14.4,,-13.0,-21.0,,,,,-13.8,,-14.3,,,-7.0,-18.5,-15.6,,,-14.0,-17.1,,,,-16.0,-6.0,-9.6,,,,,,,,,,-10.0,-1.2,,True,,True,False,,,,,True,,True,,,True,False,False,,,True,False,,,,False,True,True,,,,,,,,,,True,True
20085,78,120.0,,125.0,,121.0,68.0,,,,,70.1,,87.1,,,153.0,37.1,92.3,,,149.5,65.4,,,,149.0,122.0,168.3,,,,,,,,,,194.6,147.1,42.0,,47.0,,43.0,-10.0,,,,,-7.9,,9.1,,,75.0,-40.9,14.3,,,71.5,-12.6,,,,71.0,44.0,90.3,,,,,,,,,,116.6,69.1,,False,,False,True,,,,,True,,True,,,False,True,True,,,False,True,,,,False,False,False,,,,,,,,,,False,False
20087,94,171.0,,158.2,,151.0,78.0,,,,,98.7,,140.1,,,212.0,155.0,142.5,,,260.0,105.2,,,,201.0,207.0,242.7,,,,,,,,,,152.4,139.8,77.0,,64.2,,57.0,-16.0,,,,,4.7,,46.1,,,118.0,61.0,48.5,,,166.0,11.2,,,,107.0,113.0,148.7,,,,,,,,,,58.4,45.8,,True,,True,True,,,,,True,,True,,,False,True,True,,,False,True,,,,False,False,False,,,,,,,,,,True,True
20089,8,12.0,,1.1,,17.0,0.0,,,,,14.9,,16.5,,,25.0,5.2,11.9,,,29.0,5.0,,,,16.0,25.0,29.3,,,,,,,,,,20.7,19.2,4.0,,-6.9,,9.0,-8.0,,,,,6.9,,8.5,,,17.0,-2.8,3.9,,,21.0,-3.0,,,,8.0,17.0,21.3,,,,,,,,,,12.7,11.2,,False,,False,False,,,,,False,,False,,,False,True,True,,,False,True,,,,False,False,False,,,,,,,,,,False,False
20091,3974,8772.0,,8932.5,7824.6,6874.0,11398.0,,,,,3552.7,,6403.8,,10437.0,6809.0,4764.3,5873.5,6418.0,,7298.0,3822.2,,,,8016.0,6371.0,8158.9,,,,,,9314.7,2456.0,,,9666.6,5169.1,4798.0,,4958.5,3850.6,2900.0,7424.0,,,,,-421.3,,2429.8,,6463.0,2835.0,790.3,1899.5,2444.0,,3324.0,-151.8,,,,4042.0,2397.0,4184.9,,,,,,5340.7,-1518.0,,,5692.6,1195.1,,False,True,True,False,,,,,True,,True,,False,True,True,True,True,,True,True,,,,True,True,True,,,,,,False,True,,,False,True
20093,9,48.0,,45.3,,35.0,9.0,,,,,26.8,,20.9,,,39.0,22.9,23.2,,,42.0,18.6,,,,27.0,45.0,31.3,,,,,,,,,,65.7,161.0,39.0,,36.3,,26.0,0.0,,,,,17.8,,11.9,,,30.0,13.9,14.2,,,33.0,9.6,,,,18.0,36.0,22.3,,,,,,,,,,56.7,152.0,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,True,,,,,,,,,,False,False
20095,76,66.0,,64.7,,44.0,16.0,,,,,34.7,,47.0,,,78.0,38.2,42.0,,,66.0,32.6,,,,64.0,73.0,74.5,,,,,,,,,,46.5,,-10.0,,-11.3,,-32.0,-60.0,,,,,-41.3,,-29.0,,,2.0,-37.8,-34.0,,,-10.0,-43.4,,,,-12.0,-3.0,-1.5,,,,,,,,,,-29.5,,,False,,False,False,,,,,False,,False,,,True,False,False,,,False,False,,,,False,True,True,,,,,,,,,,False,
20097,18,27.0,,42.3,,27.0,,,,,,15.2,,16.9,,,25.0,12.0,17.9,,,37.0,9.0,,,,25.0,30.0,48.8,,,,,,,,,,29.1,35.0,9.0,,24.3,,9.0,,,,,,-2.8,,-1.1,,,7.0,-6.0,-0.1,,,19.0,-9.0,,,,7.0,12.0,30.8,,,,,,,,,,11.1,17.0,,False,,False,,,,,,True,,True,,,True,True,True,,,False,True,,,,True,False,False,,,,,,,,,,False,False
20099,157,234.0,,236.3,,240.0,79.0,,,,,238.1,,141.5,,,323.0,90.9,187.7,,,477.5,93.3,,,,221.0,241.0,284.7,,,,,,255.7,,,,270.1,207.1,77.0,,79.3,,83.0,-78.0,,,,,81.1,,-15.5,,,166.0,-66.1,30.7,,,320.5,-63.7,,,,64.0,84.0,127.7,,,,,,98.7,,,,113.1,50.1,,False,,False,False,,,,,False,,True,,,False,True,True,,,False,True,,,,True,False,False,,,,,,False,,,,False,True
20101,7,9.0,,3.4,,5.0,0.0,,,,,6.1,,9.0,,,9.0,2.5,2.7,,,8.0,4.0,,,,,12.0,8.2,,,,,,,,,,5.7,1.8,2.0,,-3.6,,-2.0,-7.0,,,,,-0.9,,2.0,,,2.0,-4.5,-4.3,,,1.0,-3.0,,,,,5.0,1.2,,,,,,,,,,-1.3,-5.2,,False,,False,False,,,,,True,,True,,,False,False,False,,,True,False,,,,,False,True,,,,,,,,,,True,False
20103,587,906.0,,904.8,,811.0,914.0,,,,,394.7,,597.5,,1087.4,897.0,499.0,546.6,687.0,,710.0,408.0,,,,935.0,787.0,881.4,,,,,,780.4,,,,961.5,1152.9,319.0,,317.8,,224.0,327.0,,,,,-192.3,,10.5,,500.4,310.0,-88.0,-40.4,100.0,,123.0,-179.0,,,,348.0,200.0,294.4,,,,,,193.4,,,,374.5,565.9,,True,,True,False,,,,,True,,True,,False,True,True,True,True,,True,True,,,,False,True,True,,,,,,True,,,,False,False
20105,8,24.0,,28.9,,23.0,5.0,,,,,16.4,,17.3,,,29.0,4.9,16.3,,,36.0,9.1,,,,17.0,27.0,29.8,,,,,,,,,,29.9,,16.0,,20.9,,15.0,-3.0,,,,,8.4,,9.3,,,21.0,-3.1,8.3,,,28.0,1.1,,,,9.0,19.0,21.8,,,,,,,,,,21.9,,,False,,True,True,,,,,True,,True,,,False,True,True,,,False,True,,,,True,False,False,,,,,,,,,,False,
20107,59,102.0,,93.9,,79.0,42.0,,,,,44.7,,66.6,,,119.0,29.8,58.4,,,130.0,44.4,,,,93.0,94.0,126.5,,,,,,,,,,104.6,64.5,43.0,,34.9,,20.0,-17.0,,,,,-14.3,,7.6,,,60.0,-29.2,-0.6,,,71.0,-14.6,,,,34.0,35.0,67.5,,,,,,,,,,45.6,5.5,,True,,True,True,,,,,True,,True,,,False,True,True,,,False,True,,,,True,True,False,,,,,,,,,,False,True
20109,4,9.0,,11.5,,10.0,0.0,,,,,11.4,,10.9,,,23.0,5.1,5.6,,,11.0,5.4,,,,7.0,19.0,15.7,,,,,,,,,,9.0,,5.0,,7.5,,6.0,-4.0,,,,,7.4,,6.9,,,19.0,1.1,1.6,,,7.0,1.4,,,,3.0,15.0,11.7,,,,,,,,,,5.0,,,False,,False,True,,,,,False,,False,,,False,True,True,,,False,True,,,,True,False,False,,,,,,,,,,False,
20111,197,312.0,,313.7,,306.0,282.0,,,,,203.8,,192.9,,,557.0,123.8,240.2,208.5,,342.0,171.2,,,,267.0,345.0,368.8,,,,,,453.4,,,,288.6,308.1,115.0,,116.7,,109.0,85.0,,,,,6.8,,-4.1,,,360.0,-73.2,43.2,11.5,,145.0,-25.8,,,,70.0,148.0,171.8,,,,,,256.4,,,,91.6,111.1,,False,,True,True,,,,,True,,True,,,False,True,True,True,,False,True,,,,True,False,False,,,,,,False,,,,True,True
20113,199,330.0,,294.6,,301.0,601.0,,,,,212.8,,227.3,,,322.0,247.9,241.3,,,357.0,171.6,,,,434.0,355.0,406.7,,,,,,296.0,,,,334.6,368.4,131.0,,95.6,,102.0,402.0,,,,,13.8,,28.3,,,123.0,48.9,42.3,,,158.0,-27.4,,,,235.0,156.0,207.7,,,,,,97.0,,,,135.6,169.4,,True,,True,False,,,,,True,,True,,,True,True,True,,,False,True,,,,False,False,False,,,,,,True,,,,False,False
20115,88,183.0,,158.3,,143.0,138.0,,,,,63.4,,100.9,,,149.0,128.0,105.6,,,185.0,82.5,,,,232.0,148.0,186.8,,,,,,,,,,184.9,107.1,95.0,,70.3,,55.0,50.0,,,,,-24.6,,12.9,,,61.0,40.0,17.6,,,97.0,-5.5,,,,144.0,60.0,98.8,,,,,,,,,,96.9,19.1,,True,,True,True,,,,,True,,True,,,True,True,True,,,False,True,,,,False,True,False,,,,,,,,,,False,True
20117,165,66.0,,5.1,,49.0,24.0,,,,,47.2,,49.2,,,117.0,55.2,35.9,,,88.0,32.5,,,,,90.0,78.8,,,,,,,,,,58.2,,-99.0,,-159.9,,-116.0,-141.0,,,,,-117.8,,-115.8,,,-48.0,-109.8,-129.1,,,-77.0,-132.5,,,,,-75.0,-86.2,,,,,,,,,,-106.8,,,False,,False,False,,,,,False,,False,,,True,False,False,,,True,False,,,,,True,True,,,,,,,,,,False,
20119,21,63.0,,61.5,,43.0,0.0,,,,,27.2,,32.7,,,36.0,98.7,40.8,,,53.0,34.5,,,,100.0,59.0,48.6,,,,,,,,,,71.1,43.0,42.0,,40.5,,22.0,-21.0,,,,,6.2,,11.7,,,15.0,77.7,19.8,,,32.0,13.5,,,,79.0,38.0,27.6,,,,,,,,,,50.1,22.0,,True,,True,True,,,,,True,,True,,,True,False,True,,,True,True,,,,False,True,True,,,,,,,,,,False,True
20121,167,525.0,,481.9,,401.0,415.0,,,,,189.4,,311.2,,,438.0,137.1,317.1,335.5,,478.0,207.1,,,,503.0,424.0,481.5,,,,,,,,,,540.9,340.3,358.0,,314.9,,234.0,248.0,,,,,22.4,,144.2,,,271.0,-29.9,150.1,168.5,,311.0,40.1,,,,336.0,257.0,314.5,,,,,,,,,,373.9,173.3,,True,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,True,True,True,,,,,,,,,,False,True
20123,21,54.0,,58.8,,59.0,31.0,,,,,42.7,,39.3,,,58.0,43.2,48.8,,,73.0,46.0,,,,99.0,67.0,104.5,,,,,,,,,,94.3,58.8,33.0,,37.8,,38.0,10.0,,,,,21.7,,18.3,,,37.0,22.2,27.8,,,52.0,25.0,,,,78.0,46.0,83.5,,,,,,,,,,73.3,37.8,,False,,False,True,,,,,True,,True,,,False,True,True,,,False,True,,,,False,False,False,,,,,,,,,,False,False
20125,281,435.0,,421.9,,396.0,343.0,,,,,308.4,,293.0,,,557.0,252.8,285.6,340.5,,619.5,207.7,,,,470.0,424.0,447.9,,,,,,230.9,,,,479.4,486.3,154.0,,140.9,,115.0,62.0,,,,,27.4,,12.0,,,276.0,-28.2,4.6,59.5,,338.5,-73.3,,,,189.0,143.0,166.9,,,,,,-50.1,,,,198.4,205.3,,True,,True,True,,,,,True,,True,,,False,True,True,True,,False,True,,,,False,True,False,,,,,,True,,,,False,False
20127,60,87.0,,88.9,,57.0,10.0,,,,,35.7,,46.0,,,60.0,58.1,36.3,,,68.0,27.6,,,,87.0,68.0,56.2,,,,,,,,,,77.9,74.8,27.0,,28.9,,-3.0,-50.0,,,,,-24.3,,-14.0,,,0.0,-1.9,-23.7,,,8.0,-32.4,,,,27.0,8.0,-3.8,,,,,,,,,,17.9,14.8,,False,,True,False,,,,,True,,True,,,True,True,True,,,True,False,,,,False,True,True,,,,,,,,,,True,True
20129,16,15.0,,11.9,,13.0,0.0,,,,,9.4,,13.3,,,36.0,17.2,10.3,,,10.0,9.6,,,,9.0,21.0,16.2,,,,,,,,,,13.0,33.1,-1.0,,-4.1,,-3.0,-16.0,,,,,-6.6,,-2.7,,,20.0,1.2,-5.7,,,-6.0,-6.4,,,,-7.0,5.0,0.2,,,,,,,,,,-3.0,17.1,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,True,,,,,,,,,,False,False
20131,39,36.0,,34.2,,57.0,11.0,,,,,54.7,,32.5,,,117.0,11.1,46.9,,,68.0,25.1,,,,20.0,92.0,83.4,,,,,,,,,,88.7,57.3,-3.0,,-4.8,,18.0,-28.0,,,,,15.7,,-6.5,,,78.0,-27.9,7.9,,,29.0,-13.9,,,,-19.0,53.0,44.4,,,,,,,,,,49.7,18.3,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,,,,False,False
20133,129,168.0,,155.0,,162.0,66.0,,,,,138.3,,122.7,,,282.0,59.5,132.1,,,303.0,82.8,,,,200.0,194.0,238.7,,,,,,,,,,220.5,135.3,39.0,,26.0,,33.0,-63.0,,,,,9.3,,-6.3,,,153.0,-69.5,3.1,,,174.0,-46.2,,,,71.0,65.0,109.7,,,,,,,,,,91.5,6.3,,True,,True,False,,,,,True,,True,,,False,False,True,,,False,False,,,,False,False,False,,,,,,,,,,False,True
20135,39,12.0,,11.8,,17.0,0.0,,,,,14.9,,11.0,,,20.0,19.6,5.1,,,11.0,7.3,,,,11.0,24.0,54.9,,,,,,,,,,17.0,16.4,-27.0,,-27.2,,-22.0,-39.0,,,,,-24.1,,-28.0,,,-19.0,-19.4,-33.9,,,-28.0,-31.7,,,,-28.0,-15.0,15.9,,,,,,,,,,-22.0,-22.6,,False,,True,False,,,,,True,,False,,,True,True,False,,,False,False,,,,False,True,True,,,,,,,,,,True,True
