,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
13047,1734,1674.0,2349.0,,,,,3167.0,614.2,1380.2,1540.5,0.0,,1451.4,,,-60.0,615.0,,,,,1433.0,-1119.8,-353.8,-193.5,-1734.0,,-282.6,,,False,,,,,False,False,False,False,False,,False,,
13049,240,252.0,167.0,,,,,389.0,125.7,175.9,302.0,0.0,,,,,12.0,-73.0,,,,,149.0,-114.3,-64.1,62.0,-240.0,,,,,False,,,,,False,False,False,False,False,,,,
13051,5900,4584.0,5243.0,,,,,5657.0,3865.3,3311.1,5463.0,383.5,,3570.8,4286.0,,-1316.0,-657.0,,,,,-243.0,-2034.7,-2588.9,-437.0,-5516.5,,-2329.2,-1614.0,,True,,,,,True,False,False,True,False,,False,False,
13053,681,162.0,14.0,,,,,425.0,12.2,159.8,56.5,0.0,,86.6,,,-519.0,-667.0,,,,,-256.0,-668.8,-521.2,-624.5,-681.0,,-594.4,,,False,,,,,True,False,False,False,False,,False,,
13055,621,924.0,1359.0,,,,,999.0,643.7,444.8,891.5,95.5,,,,,303.0,738.0,,,,,378.0,22.7,-176.2,270.5,-525.5,,,,,False,,,,,False,True,True,True,False,,,,
13057,8620,11232.0,9747.0,,,,,7895.0,10659.1,6154.5,13087.5,1121.3,,7163.5,15093.0,,2612.0,1127.0,,,,,-725.0,2039.1,-2465.5,4467.5,-7498.7,,-1456.5,6473.0,,True,,,,,True,True,True,False,False,,True,False,
13059,3380,3534.0,11148.0,,,,,2461.0,2392.6,1941.9,3676.0,0.3,,2854.2,3344.0,,154.0,7768.0,,,,,-919.0,-987.4,-1438.1,296.0,-3379.7,,-525.8,-36.0,,False,,,,,False,False,False,False,False,,False,True,
13061,46,60.0,4.0,,,,,58.0,42.8,28.3,44.0,0.0,,,,,14.0,-42.0,,,,,12.0,-3.2,-17.7,-2.0,-46.0,,,,,False,,,,,True,True,False,True,False,,,,
13063,7269,6624.0,12778.0,,,,,6307.0,6850.9,4554.9,6720.5,676.4,,3403.5,6102.0,,-645.0,5509.0,,,,,-962.0,-418.1,-2714.1,-548.5,-6592.6,,-3865.5,-1167.0,,False,,,,,False,True,False,True,False,,False,False,
13065,234,294.0,4.0,,,,,223.0,333.8,130.5,355.0,14.0,,,,,60.0,-230.0,,,,,-11.0,99.8,-103.5,121.0,-220.0,,,,,False,,,,,True,False,False,False,False,,,,
13067,20793,25356.0,43122.0,,,,,18806.0,20177.0,17744.0,27534.0,4378.1,,15971.2,24741.0,,4563.0,22329.0,,,,,-1987.0,-616.0,-3049.0,6741.0,-16414.9,,-4821.8,3948.0,,False,,,,,True,True,True,False,False,,False,True,
13069,881,1278.0,653.0,,,,,1273.0,569.6,779.9,1349.0,80.1,,818.6,,,397.0,-228.0,,,,,392.0,-311.4,-101.1,468.0,-800.9,,-62.4,,,True,,,,,True,True,True,False,False,,True,,
13071,1006,1092.0,1755.0,,,,,1343.0,1613.3,537.6,1773.0,0.0,,702.4,,,86.0,749.0,,,,,337.0,607.3,-468.4,767.0,-1006.0,,-303.6,,,False,,,,,False,False,False,False,False,,False,,
13073,4771,6678.0,12784.0,,,,,4085.0,6655.9,3277.1,7177.5,661.1,,4754.3,6346.0,,1907.0,8013.0,,,,,-686.0,1884.9,-1493.9,2406.5,-4109.9,,-16.7,1575.0,,False,,,,,True,True,True,False,False,,True,True,
13075,347,774.0,1227.0,,,,,593.0,647.5,305.7,1098.0,46.9,,,,,427.0,880.0,,,,,246.0,300.5,-41.3,751.0,-300.1,,,,,False,,,,,True,True,True,False,True,,,,
13077,3592,4626.0,7310.0,,,,,4097.0,3241.4,2647.1,4317.5,0.2,,3145.6,4393.0,,1034.0,3718.0,,,,,505.0,-350.6,-944.9,725.5,-3591.8,,-446.4,801.0,,False,,,,,True,True,True,True,False,,True,True,
13079,161,294.0,236.0,,,,,332.0,203.0,178.8,300.0,20.8,,,,,133.0,75.0,,,,,171.0,42.0,17.8,139.0,-140.2,,,,,True,,,,,False,True,True,False,False,,,,
13081,462,606.0,653.0,,,,,671.0,236.4,396.2,442.5,0.0,,,,,144.0,191.0,,,,,209.0,-225.6,-65.8,-19.5,-462.0,,,,,False,,,,,False,False,True,True,False,,,,
13083,366,414.0,394.0,,,,,678.0,297.3,218.4,326.0,35.3,,,,,48.0,28.0,,,,,312.0,-68.7,-147.6,-40.0,-330.7,,,,,True,,,,,False,False,False,True,False,,,,
13085,835,1032.0,957.0,,,,,636.0,661.5,538.2,770.0,88.9,,,,,197.0,122.0,,,,,-199.0,-173.5,-296.8,-65.0,-746.1,,,,,True,,,,,False,True,False,True,False,,,,
13087,631,630.0,657.0,,,,,740.0,433.7,370.3,551.0,0.1,,321.4,,,-1.0,26.0,,,,,109.0,-197.3,-260.7,-80.0,-630.9,,-309.6,,,False,,,,,False,False,False,False,False,,False,,
13089,15243,17634.0,8580.0,,,,,14916.0,15798.1,11284.3,16861.0,3707.8,,12000.4,14639.0,,2391.0,-6663.0,,,,,-327.0,555.1,-3958.7,1618.0,-11535.2,,-3242.6,-604.0,,False,,,,,True,True,False,True,False,,False,True,
13091,559,828.0,1107.0,,,,,695.0,733.2,351.4,1094.0,0.1,,,,,269.0,548.0,,,,,136.0,174.2,-207.6,535.0,-558.9,,,,,False,,,,,True,True,True,False,False,,,,
13093,278,240.0,113.0,,,,,342.0,119.2,180.6,247.0,0.0,,,,,-38.0,-165.0,,,,,64.0,-158.8,-97.4,-31.0,-278.0,,,,,False,,,,,False,False,False,True,False,,,,
13095,2058,1944.0,8774.0,,,,,1834.0,2895.9,1434.2,1578.0,0.1,,752.4,,,-114.0,6716.0,,,,,-224.0,837.9,-623.8,-480.0,-2057.9,,-1305.6,,,False,,,,,False,False,False,False,False,,False,,
13097,4206,4110.0,8594.0,,,,,3398.0,2739.4,2818.1,4428.0,514.6,,2855.0,4997.0,,-96.0,4388.0,,,,,-808.0,-1466.6,-1387.9,222.0,-3691.4,,-1351.0,791.0,,False,,,,,False,False,False,False,False,,False,False,
13099,279,186.0,118.0,,,,,243.0,107.6,117.7,151.0,0.0,,,,,-93.0,-161.0,,,,,-36.0,-171.4,-161.3,-128.0,-279.0,,,,,False,,,,,True,False,False,False,False,,,,
13101,67,126.0,0.0,,,,,128.0,108.2,78.7,47.0,0.0,,,,,59.0,-67.0,,,,,61.0,41.2,11.7,-20.0,-67.0,,,,,False,,,,,False,True,True,True,False,,,,
13103,1201,924.0,1460.0,,,,,1526.0,945.8,540.4,1211.0,96.6,,593.3,,,-277.0,259.0,,,,,325.0,-255.2,-660.6,10.0,-1104.4,,-607.7,,,True,,,,,False,True,False,True,False,,False,,
13105,507,912.0,1146.0,,,,,584.0,2336.8,341.5,548.0,167.5,,,,,405.0,639.0,,,,,77.0,1829.8,-165.5,41.0,-339.5,,,,,False,,,,,True,False,True,True,True,,,,
13107,488,1218.0,2011.0,,,,,609.0,1855.1,458.7,2123.0,82.3,,,,,730.0,1523.0,,,,,121.0,1367.1,-29.3,1635.0,-405.7,,,,,False,,,,,True,False,True,False,True,,,,
13109,211,222.0,360.0,,,,,305.0,206.9,141.9,302.5,0.0,,,,,11.0,149.0,,,,,94.0,-4.1,-69.1,91.5,-211.0,,,,,False,,,,,False,True,False,False,False,,,,
13111,694,564.0,1124.0,,,,,841.0,572.8,353.2,517.0,29.2,,,,,-130.0,430.0,,,,,147.0,-121.2,-340.8,-177.0,-664.8,,,,,False,,,,,False,True,False,False,False,,,,
13113,2465,2682.0,4144.0,,,,,2582.0,2298.9,1725.4,2953.0,385.5,,2107.6,,,217.0,1679.0,,,,,117.0,-166.1,-739.6,488.0,-2079.5,,-357.4,,,False,,,,,True,True,False,False,False,,False,,
13115,2607,3360.0,3503.0,,,,,4002.0,2301.4,1739.0,3378.5,395.6,,1600.1,,,753.0,896.0,,,,,1395.0,-305.6,-868.0,771.5,-2211.4,,-1006.9,,,False,,,,,False,True,False,False,False,,False,,
13117,7029,6702.0,9140.0,,,,,6288.0,5346.9,4294.9,6868.0,1171.1,,4619.5,5483.0,,-327.0,2111.0,,,,,-741.0,-1682.1,-2734.1,-161.0,-5857.9,,-2409.5,-1546.0,,False,,,,,False,False,False,True,False,,False,False,
13119,617,792.0,524.0,,,,,839.0,416.3,425.6,968.0,118.6,,,,,175.0,-93.0,,,,,222.0,-200.7,-191.4,351.0,-498.4,,,,,True,,,,,False,False,False,False,False,,,,
13121,23232,24918.0,24693.0,,,,,19915.0,12057.2,16793.6,25151.5,8387.3,,13095.8,7915.0,,1686.0,1461.0,,,,,-3317.0,-11174.8,-6438.4,1919.5,-14844.7,,-10136.2,-15317.0,,True,,,,,False,False,False,False,False,,False,False,
13123,814,906.0,1103.0,,,,,995.0,547.7,565.6,1046.0,71.8,,,,,92.0,289.0,,,,,181.0,-266.3,-248.4,232.0,-742.2,,,,,False,,,,,False,False,False,False,False,,,,
13125,61,96.0,13.0,,,,,130.0,23.9,63.6,78.0,0.0,,,,,35.0,-48.0,,,,,69.0,-37.1,2.6,17.0,-61.0,,,,,False,,,,,False,False,True,True,False,,,,
13127,1992,1806.0,1961.0,,,,,1732.0,1271.6,1251.5,2037.0,0.1,,1230.5,,,-186.0,-31.0,,,,,-260.0,-720.4,-740.5,45.0,-1991.9,,-761.5,,,True,,,,,False,False,False,True,False,,False,,
13129,1899,2118.0,577.0,,,,,2168.0,1098.3,1042.1,1980.0,206.5,,1598.3,,,219.0,-1322.0,,,,,269.0,-800.7,-856.9,81.0,-1692.5,,-300.7,,,False,,,,,False,False,False,True,False,,False,,
13131,601,690.0,1261.0,,,,,662.0,1461.3,404.9,637.0,48.1,,,,,89.0,660.0,,,,,61.0,860.3,-196.1,36.0,-552.9,,,,,False,,,,,True,False,False,True,False,,,,
13133,485,726.0,602.0,,,,,389.0,418.2,477.9,776.0,65.0,,,,,241.0,117.0,,,,,-96.0,-66.8,-7.1,291.0,-420.0,,,,,True,,,,,True,True,True,False,False,,,,
13135,29161,30534.0,35930.0,,,,,22542.0,23370.5,18715.5,32861.0,4427.7,,14327.9,29506.0,,1373.0,6769.0,,,,,-6619.0,-5790.5,-10445.5,3700.0,-24733.3,,-14833.1,345.0,,False,,,,,False,False,False,False,False,,False,True,
13137,946,1842.0,1062.0,,,,,1480.0,702.9,1154.3,1159.5,222.0,,1180.1,,,896.0,116.0,,,,,534.0,-243.1,208.3,213.5,-724.0,,234.1,,,True,,,,,True,True,True,True,True,,True,,
13139,6051,7818.0,9252.0,,,,,6446.0,2884.2,4746.9,6297.0,694.6,,7273.6,0.0,,1767.0,3201.0,,,,,395.0,-3166.8,-1304.1,246.0,-5356.4,,1222.6,-6051.0,,False,,,,,True,False,True,True,False,,True,False,
13141,167,504.0,449.0,,,,,168.0,1865.0,274.2,269.0,4.6,,,,,337.0,282.0,,,,,1.0,1698.0,107.2,102.0,-162.4,,,,,True,,,,,True,False,True,True,True,,,,
13143,469,696.0,557.0,,,,,901.0,375.0,437.0,735.0,0.0,,,,,227.0,88.0,,,,,432.0,-94.0,-32.0,266.0,-469.0,,,,,True,,,,,False,True,True,False,False,,,,
13145,716,990.0,2347.0,,,,,916.0,1519.1,671.0,1399.5,61.9,,,,,274.0,1631.0,,,,,200.0,803.1,-45.0,683.5,-654.1,,,,,False,,,,,True,False,True,False,False,,,,
13147,587,918.0,737.0,,,,,818.0,440.7,598.1,825.5,51.2,,,,,331.0,150.0,,,,,231.0,-146.3,11.1,238.5,-535.8,,,,,True,,,,,True,True,True,True,False,,,,
13149,180,162.0,29.0,,,,,341.0,110.6,133.0,138.0,0.0,,,,,-18.0,-151.0,,,,,161.0,-69.4,-47.0,-42.0,-180.0,,,,,False,,,,,False,False,False,False,False,,,,
13151,6581,8118.0,11930.0,,,,,5745.0,6377.9,4610.3,7422.0,1101.5,,3934.3,7884.0,,1537.0,5349.0,,,,,-836.0,-203.1,-1970.7,841.0,-5479.5,,-2646.7,1303.0,,False,,,,,True,True,False,True,False,,False,True,
13153,4243,6486.0,12677.0,,,,,3878.0,6106.9,3529.8,7436.0,697.1,,5275.2,7787.0,,2243.0,8434.0,,,,,-365.0,1863.9,-713.2,3193.0,-3545.9,,1032.2,3544.0,,False,,,,,True,True,True,False,False,,True,False,
13155,185,360.0,332.0,,,,,324.0,126.8,192.6,421.0,19.9,,,,,175.0,147.0,,,,,139.0,-58.2,7.6,236.0,-165.1,,,,,True,,,,,True,True,True,False,True,,,,
13157,2914,3360.0,2293.0,,,,,2031.0,1643.8,1679.1,3355.0,386.4,,1673.0,,,446.0,-621.0,,,,,-883.0,-1270.2,-1234.9,441.0,-2527.6,,-1241.0,,,False,,,,,False,False,False,True,False,,False,,
13159,377,522.0,494.0,,,,,381.0,343.8,301.6,454.0,0.0,,,,,145.0,117.0,,,,,4.0,-33.2,-75.4,77.0,-377.0,,,,,True,,,,,True,True,True,True,False,,,,
13161,442,510.0,580.0,,,,,466.0,360.0,262.5,589.0,0.0,,,,,68.0,138.0,,,,,24.0,-82.0,-179.5,147.0,-442.0,,,,,False,,,,,True,False,False,False,False,,,,
13163,474,498.0,455.0,,,,,379.0,309.9,302.6,547.0,10.0,,,,,24.0,-19.0,,,,,-95.0,-164.1,-171.4,73.0,-464.0,,,,,True,,,,,False,False,False,False,False,,,,
13165,227,186.0,78.0,,,,,253.0,414.6,84.9,314.0,0.0,,,,,-41.0,-149.0,,,,,26.0,187.6,-142.1,87.0,-227.0,,,,,False,,,,,True,False,False,False,False,,,,
13167,302,492.0,779.0,,,,,305.0,708.3,194.7,617.0,24.4,,,,,190.0,477.0,,,,,3.0,406.3,-107.3,315.0,-277.6,,,,,False,,,,,True,False,True,False,False,,,,
13169,577,858.0,743.0,,,,,765.0,1275.8,548.8,1244.5,44.9,,,,,281.0,166.0,,,,,188.0,698.8,-28.2,667.5,-532.1,,,,,True,,,,,True,False,True,False,False,,,,
13171,572,1008.0,1427.0,,,,,549.0,864.6,419.3,1169.0,111.6,,,,,436.0,855.0,,,,,-23.0,292.6,-152.7,597.0,-460.4,,,,,False,,,,,True,True,True,False,False,,,,
13173,187,216.0,112.0,,,,,317.0,135.3,159.1,239.0,0.0,,,,,29.0,-75.0,,,,,130.0,-51.7,-27.9,52.0,-187.0,,,,,False,,,,,False,False,True,False,False,,,,
13175,1416,2244.0,2318.0,,,,,1428.0,1962.4,949.3,2960.5,119.9,,1369.2,,,828.0,902.0,,,,,12.0,546.4,-466.7,1544.5,-1296.1,,-46.8,,,False,,,,,True,True,True,False,False,,True,,
13177,942,1170.0,1361.0,,,,,833.0,2187.5,622.4,969.0,87.5,,,,,228.0,419.0,,,,,-109.0,1245.5,-319.6,27.0,-854.5,,,,,False,,,,,True,False,False,True,False,,,,
13179,992,480.0,325.0,,,,,1237.0,228.3,589.7,488.0,0.0,,,,,-512.0,-667.0,,,,,245.0,-763.7,-402.3,-504.0,-992.0,,,,,False,,,,,True,False,True,True,False,,,,
13181,258,228.0,40.0,,,,,160.0,261.9,88.5,122.0,12.0,,,,,-30.0,-218.0,,,,,-98.0,3.9,-169.5,-136.0,-246.0,,,,,False,,,,,False,True,False,False,False,,,,
13183,243,264.0,59.0,,,,,367.0,93.0,305.6,262.0,0.0,,,,,21.0,-184.0,,,,,124.0,-150.0,62.6,19.0,-243.0,,,,,False,,,,,False,False,False,True,False,,,,
13185,2342,4266.0,6439.0,,,,,2857.0,4676.5,1966.5,3429.0,0.1,,2852.2,,,1924.0,4097.0,,,,,515.0,2334.5,-375.5,1087.0,-2341.9,,510.2,,,False,,,,,True,False,True,True,False,,True,,
13187,715,1008.0,1148.0,,,,,979.0,586.9,602.4,702.0,151.0,,,,,293.0,433.0,,,,,264.0,-128.1,-112.6,-13.0,-564.0,,,,,False,,,,,True,True,True,True,False,,,,
13189,822,846.0,1919.0,,,,,588.0,1189.3,372.1,635.0,92.9,,,,,24.0,1097.0,,,,,-234.0,367.3,-449.9,-187.0,-729.1,,,,,False,,,,,False,False,False,False,False,,,,
13191,185,198.0,180.0,,,,,245.0,275.4,170.2,341.0,41.2,,,,,13.0,-5.0,,,,,60.0,90.4,-14.8,156.0,-143.8,,,,,True,,,,,False,False,False,False,False,,,,
13193,279,312.0,632.0,,,,,328.0,811.2,194.0,612.0,17.3,,,,,33.0,353.0,,,,,49.0,532.2,-85.0,333.0,-261.7,,,,,False,,,,,False,False,False,False,False,,,,
13195,1016,1050.0,1685.0,,,,,874.0,729.7,642.5,913.0,120.0,,,,,34.0,669.0,,,,,-142.0,-286.3,-373.5,-103.0,-896.0,,,,,False,,,,,False,False,False,False,False,,,,
13197,176,138.0,0.0,,,,,216.0,68.2,88.5,145.0,0.0,,,,,-38.0,-176.0,,,,,40.0,-107.8,-87.5,-31.0,-176.0,,,,,False,,,,,False,False,False,True,False,,,,
13199,638,672.0,965.0,,,,,587.0,674.3,346.7,793.5,31.1,,,,,34.0,327.0,,,,,-51.0,36.3,-291.3,155.5,-606.9,,,,,False,,,,,False,False,False,False,False,,,,
13201,188,258.0,108.0,,,,,176.0,123.8,105.3,314.0,7.2,,,,,70.0,-80.0,,,,,-12.0,-64.2,-82.7,126.0,-180.8,,,,,False,,,,,True,True,False,False,False,,,,
13205,498,750.0,1051.0,,,,,581.0,770.9,412.0,893.0,36.3,,,,,252.0,553.0,,,,,83.0,272.9,-86.0,395.0,-461.7,,,,,False,,,,,True,False,True,False,False,,,,
13207,593,930.0,1063.0,,,,,806.0,949.9,540.8,1097.0,65.5,,,,,337.0,470.0,,,,,213.0,356.9,-52.2,504.0,-527.5,,,,,False,,,,,True,False,True,False,False,,,,
13209,207,516.0,1081.0,,,,,260.0,979.4,248.3,741.0,17.5,,,,,309.0,874.0,,,,,53.0,772.4,41.3,534.0,-189.5,,,,,False,,,,,True,False,True,False,True,,,,
13211,558,642.0,830.0,,,,,507.0,434.5,321.6,589.0,0.0,,,,,84.0,272.0,,,,,-51.0,-123.5,-236.4,31.0,-558.0,,,,,False,,,,,True,False,False,True,False,,,,
13213,1266,2088.0,2783.0,,,,,1567.0,2058.4,901.9,2072.0,178.7,,932.6,,,822.0,1517.0,,,,,301.0,792.4,-364.1,806.0,-1087.3,,-333.4,,,False,,,,,True,True,True,True,False,,True,,
13215,3815,4944.0,4957.0,,,,,5190.0,6197.8,2973.7,6081.0,633.8,,4687.2,7557.0,,1129.0,1142.0,,,,,1375.0,2382.8,-841.3,2266.0,-3181.2,,872.2,3742.0,,False,,,,,False,False,True,False,False,,True,False,
13217,2806,3348.0,4597.0,,,,,2495.0,2107.8,1828.8,3233.0,281.1,,1769.0,,,542.0,1791.0,,,,,-311.0,-698.2,-977.2,427.0,-2524.9,,-1037.0,,,False,,,,,True,False,False,True,False,,False,,
13219,1057,1950.0,1789.0,,,,,1070.0,1881.6,1092.1,3018.0,196.7,,1151.0,,,893.0,732.0,,,,,13.0,824.6,35.1,1961.0,-860.3,,94.0,,,True,,,,,True,True,True,False,True,,True,,
13221,416,624.0,576.0,,,,,431.0,429.9,323.4,1040.5,47.4,,,,,208.0,160.0,,,,,15.0,13.9,-92.6,624.5,-368.6,,,,,True,,,,,True,True,True,False,False,,,,
13223,4877,6324.0,10054.0,,,,,4829.0,6605.4,3732.0,6554.5,878.4,,4735.0,5395.0,,1447.0,5177.0,,,,,-48.0,1728.4,-1145.0,1677.5,-3998.6,,-142.0,518.0,,False,,,,,True,False,True,False,False,,True,True,
13225,709,882.0,1633.0,,,,,553.0,1081.5,476.6,1157.0,116.6,,,,,173.0,924.0,,,,,-156.0,372.5,-232.4,448.0,-592.4,,,,,False,,,,,True,False,False,False,False,,,,
13227,1026,1464.0,2469.0,,,,,1018.0,1523.0,685.6,1565.5,96.8,,,,,438.0,1443.0,,,,,-8.0,497.0,-340.4,539.5,-929.2,,,,,False,,,,,True,False,True,False,False,,,,
13229,551,684.0,411.0,,,,,636.0,333.5,413.4,1115.0,0.0,,,,,133.0,-140.0,,,,,85.0,-217.5,-137.6,564.0,-551.0,,,,,False,,,,,True,False,False,False,False,,,,
13231,596,1218.0,1566.0,,,,,638.0,1449.1,542.9,1251.0,92.3,,,,,622.0,970.0,,,,,42.0,853.1,-53.1,655.0,-503.7,,,,,False,,,,,True,False,True,False,True,,,,
13233,1485,1806.0,2108.0,,,,,1560.0,1522.4,819.8,2269.0,125.5,,1553.2,,,321.0,623.0,,,,,75.0,37.4,-665.2,784.0,-1359.5,,68.2,,,False,,,,,True,True,False,False,False,,True,,
13235,224,300.0,437.0,,,,,334.0,296.4,135.0,362.0,0.0,,,,,76.0,213.0,,,,,110.0,72.4,-89.0,138.0,-224.0,,,,,False,,,,,False,True,False,False,False,,,,
13237,538,672.0,863.0,,,,,540.0,708.7,384.6,527.0,52.5,,,,,134.0,325.0,,,,,2.0,170.7,-153.4,-11.0,-485.5,,,,,False,,,,,True,False,False,True,False,,,,
13239,52,48.0,,,,,,58.0,712.3,17.7,23.0,1.5,,,,,-4.0,,,,,,6.0,660.3,-34.3,-29.0,-50.5,,,,,,,,,,False,False,False,False,False,,,,
13241,362,738.0,421.0,,,,,381.0,281.1,377.3,722.5,89.9,,,,,376.0,59.0,,,,,19.0,-80.9,15.3,360.5,-272.1,,,,,True,,,,,True,True,True,True,True,,,,
13243,152,138.0,10.0,,,,,172.0,263.3,69.9,97.0,0.0,,,,,-14.0,-142.0,,,,,20.0,111.3,-82.1,-55.0,-152.0,,,,,False,,,,,False,False,False,False,False,,,,
13245,6714,7350.0,15955.0,,,,,5171.0,4652.1,4006.8,5867.5,834.5,,3284.8,0.0,,636.0,9241.0,,,,,-1543.0,-2061.9,-2707.2,-846.5,-5879.5,,-3429.2,-6714.0,,False,,,,,False,False,False,False,False,,False,False,
13247,2018,2244.0,6023.0,,,,,1859.0,2352.1,1425.7,2265.0,170.1,,1143.0,,,226.0,4005.0,,,,,-159.0,334.1,-592.3,247.0,-1847.9,,-875.0,,,False,,,,,True,False,False,False,False,,False,,
13249,64,96.0,17.0,,,,,141.0,48.5,48.9,59.5,0.0,,,,,32.0,-47.0,,,,,77.0,-15.5,-15.1,-4.5,-64.0,,,,,False,,,,,False,True,True,True,False,,,,
13251,262,180.0,30.0,,,,,302.0,222.8,147.1,356.0,0.0,,,,,-82.0,-232.0,,,,,40.0,-39.2,-114.9,94.0,-262.0,,,,,False,,,,,True,True,False,False,False,,,,
13253,197,240.0,181.0,,,,,257.0,117.6,104.4,220.0,0.0,,,,,43.0,-16.0,,,,,60.0,-79.4,-92.6,23.0,-197.0,,,,,True,,,,,False,False,False,True,False,,,,
13255,1500,2190.0,987.0,,,,,1725.0,1589.2,1198.9,2668.0,206.0,,1323.5,,,690.0,-513.0,,,,,225.0,89.2,-301.1,1168.0,-1294.0,,-176.5,,,True,,,,,True,True,True,False,False,,True,,
13257,596,972.0,651.0,,,,,832.0,337.4,609.3,849.0,47.5,,427.6,,,376.0,55.0,,,,,236.0,-258.6,13.3,253.0,-548.5,,-168.4,,,True,,,,,True,True,True,True,False,,True,,
13259,120,90.0,0.0,,,,,210.0,28.7,55.6,43.0,0.0,,,,,-30.0,-120.0,,,,,90.0,-91.3,-64.4,-77.0,-120.0,,,,,False,,,,,False,False,False,False,False,,,,
13261,646,618.0,913.0,,,,,732.0,572.6,532.0,694.0,0.0,,,,,-28.0,267.0,,,,,86.0,-73.4,-114.0,48.0,-646.0,,,,,False,,,,,False,False,False,False,False,,,,
13263,131,144.0,45.0,,,,,132.0,262.0,83.5,130.0,0.0,,,,,13.0,-86.0,,,,,1.0,131.0,-47.5,-1.0,-131.0,,,,,False,,,,,True,False,False,True,False,,,,
13265,55,54.0,,,,,,56.0,569.1,16.6,23.0,,,,,,-1.0,,,,,,1.0,514.1,-38.4,-32.0,,,,,,,,,,,False,False,False,False,,,,,
13267,595,786.0,1360.0,,,,,701.0,922.4,498.2,887.0,44.6,,,,,191.0,765.0,,,,,106.0,327.4,-96.8,292.0,-550.4,,,,,False,,,,,True,False,True,False,False,,,,
13269,184,264.0,184.0,,,,,220.0,354.0,115.0,269.0,0.0,,,,,80.0,0.0,,,,,36.0,170.0,-69.0,85.0,-184.0,,,,,True,,,,,True,False,True,False,False,,,,
13271,391,498.0,2267.0,,,,,705.0,2133.9,182.3,495.0,0.0,,,,,107.0,1876.0,,,,,314.0,1742.9,-208.7,104.0,-391.0,,,,,False,,,,,False,False,False,True,False,,,,
13273,159,162.0,20.0,,,,,191.0,61.1,133.0,83.0,0.0,,,,,3.0,-139.0,,,,,32.0,-97.9,-26.0,-76.0,-159.0,,,,,False,,,,,False,False,False,False,False,,,,
13275,1210,1446.0,1675.0,,,,,1178.0,944.9,991.5,1853.0,134.2,,705.2,,,236.0,465.0,,,,,-32.0,-265.1,-218.5,643.0,-1075.8,,-504.8,,,False,,,,,True,False,True,False,False,,False,,
13277,916,2040.0,4197.0,,,,,1299.0,2662.0,889.3,1799.0,210.4,,1283.6,,,1124.0,3281.0,,,,,383.0,1746.0,-26.7,883.0,-705.6,,367.6,,,False,,,,,True,False,True,True,True,,True,,
13279,737,1476.0,1902.0,,,,,732.0,1389.1,668.7,1899.5,115.7,,784.9,,,739.0,1165.0,,,,,-5.0,652.1,-68.3,1162.5,-621.3,,47.9,,,False,,,,,True,True,True,False,True,,True,,
13281,236,342.0,184.0,,,,,315.0,109.0,159.7,282.0,0.0,,,,,106.0,-52.0,,,,,79.0,-127.0,-76.3,46.0,-236.0,,,,,True,,,,,True,False,True,True,False,,,,
13283,272,324.0,647.0,,,,,223.0,264.2,141.9,366.0,17.6,,,,,52.0,375.0,,,,,-49.0,-7.8,-130.1,94.0,-254.4,,,,,False,,,,,True,True,False,False,False,,,,
13285,1660,1638.0,1405.0,,,,,2030.0,1010.6,930.4,1994.0,0.3,,1089.5,,,-22.0,-255.0,,,,,370.0,-649.4,-729.6,334.0,-1659.7,,-570.5,,,False,,,,,False,False,False,False,False,,False,,
13287,268,432.0,230.0,,,,,179.0,405.2,240.2,398.5,26.1,,,,,164.0,-38.0,,,,,-89.0,137.2,-27.8,130.5,-241.9,,,,,True,,,,,True,True,True,True,False,,,,
13289,158,360.0,549.0,,,,,216.0,323.2,166.8,439.0,17.1,,,,,202.0,391.0,,,,,58.0,165.2,8.8,281.0,-140.9,,,,,False,,,,,True,True,True,False,True,,,,
13291,527,714.0,1130.0,,,,,644.0,545.2,358.9,614.0,0.1,,345.8,,,187.0,603.0,,,,,117.0,18.2,-168.1,87.0,-526.9,,-181.2,,,False,,,,,True,True,True,True,False,,True,,
