,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
13003,21,42.0,,38.3,,36.0,42.0,35.0,,,,,56.6,,42.8,,,78.0,28.8,,40.9,,,28.0,31.5,,,,46.0,28.0,73.8,,,,,,,47.4,,,,42.9,58.0,21.0,,17.3,,15.0,21.0,14.0,,,,,35.6,,21.8,,,57.0,7.8,,19.9,,,7.0,10.5,,,,25.0,7.0,52.8,,,,,,,26.4,,,,21.9,37.0,,True,,True,False,True,,,,,False,,False,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,,False,,,,False,False
13005,30,104.0,,106.0,,85.0,84.0,84.0,,,,,85.8,,47.3,,,129.0,31.2,,63.1,,,25.0,49.0,,,,102.0,66.0,111.2,,,,,,,83.8,,,,87.1,144.1,74.0,,76.0,,55.0,54.0,54.0,,,,,55.8,,17.3,,,99.0,1.2,,33.1,,,-5.0,19.0,,,,72.0,36.0,81.2,,,,,,,53.8,,,,57.1,114.1,,False,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,False,,,,,,,True,,,,True,False
13007,7,8.0,,5.7,,8.0,12.0,0.0,,,,,14.9,,6.1,,,33.0,61.0,,9.0,,,1.0,7.0,,,,16.0,8.0,,,,,,,,23.2,,,,19.8,17.1,1.0,,-1.3,,1.0,5.0,-7.0,,,,,7.9,,-0.9,,,26.0,54.0,,2.0,,,-6.0,-0.0,,,,9.0,1.0,,,,,,,,16.2,,,,12.8,10.1,,False,,False,False,False,,,,,False,,True,,,False,False,,False,,,False,True,,,,False,False,,,,,,,,False,,,,False,False
13009,201,294.0,,300.1,,254.0,298.0,254.0,,,,,290.4,,218.4,,,429.0,175.3,,248.9,274.5,,196.0,208.6,,,,294.0,157.0,384.0,,,,,,194.6,284.5,,,,337.9,495.2,93.0,,99.1,,53.0,97.0,53.0,,,,,89.4,,17.4,,,228.0,-25.7,,47.9,73.5,,-5.0,7.6,,,,93.0,-44.0,183.0,,,,,,-6.4,83.5,,,,136.9,294.2,,False,,True,False,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,False
13011,67,82.0,,89.3,,81.0,88.0,65.0,,,,,96.4,,123.2,,,224.0,93.3,,72.2,,,56.0,66.7,,,,78.0,69.0,155.9,,,,,,,70.9,,,,74.5,110.6,15.0,,22.3,,14.0,21.0,-2.0,,,,,29.4,,56.2,,,157.0,26.3,,5.2,,,-11.0,-0.3,,,,11.0,2.0,88.9,,,,,,,3.9,,,,7.5,43.6,,False,,True,False,True,,,,,False,,False,,,False,False,,True,,,True,True,,,,True,True,False,,,,,,,True,,,,True,False
13013,505,1066.0,,1049.7,,922.0,946.0,802.0,,,,,657.2,,842.7,,,909.0,1358.2,,793.5,1057.5,,863.0,742.2,,,,1143.0,722.0,1261.9,,,,,,653.1,745.9,,,,973.7,1165.2,561.0,,544.7,,417.0,441.0,297.0,,,,,152.2,,337.7,,,404.0,853.2,,288.5,552.5,,358.0,237.2,,,,638.0,217.0,756.9,,,,,,148.1,240.9,,,,468.7,660.2,,True,,True,True,True,,,,,True,,True,,,True,False,,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,True,False
13015,934,1332.0,,1313.2,,1089.0,1111.0,1146.0,,,,,849.6,,968.1,,1111.6,1266.0,1020.5,,877.5,1265.5,,1006.0,946.6,,,,1259.0,864.0,1229.5,,,,,,900.7,1017.7,,,,1314.9,1439.8,398.0,,379.2,,155.0,177.0,212.0,,,,,-84.4,,34.1,,177.6,332.0,86.5,,-56.5,331.5,,72.0,12.6,,,,325.0,-70.0,295.5,,,,,,-33.3,83.7,,,,380.9,505.8,,True,,True,True,True,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True,False
13017,38,124.0,,148.4,,132.0,101.0,147.0,,,,,140.4,,86.3,,,156.0,106.0,,108.2,,,62.0,80.5,,,,111.0,87.0,136.0,,,,,,,118.1,,,,138.5,,86.0,,110.4,,94.0,63.0,109.0,,,,,102.4,,48.3,,,118.0,68.0,,70.2,,,24.0,42.5,,,,73.0,49.0,98.0,,,,,,,80.1,,,,100.5,,,False,,False,True,False,,,,,False,,True,,,False,True,,True,,,True,True,,,,True,True,False,,,,,,,True,,,,False,
13019,107,154.0,,152.7,,104.0,118.0,104.0,,,,,101.2,,65.3,,,212.0,96.2,,104.9,,,90.0,103.5,,,,160.0,94.0,77.1,,,,,,,128.9,,,,149.5,178.7,47.0,,45.7,,-3.0,11.0,-3.0,,,,,-5.8,,-41.7,,,105.0,-10.8,,-2.1,,,-17.0,-3.5,,,,53.0,-13.0,-29.9,,,,,,,21.9,,,,42.5,71.7,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,False
13021,737,916.0,,856.9,,834.0,995.0,514.0,,,,,995.4,,889.0,,,1473.0,1386.5,,814.5,1138.5,,445.0,710.7,,,,1053.0,574.0,1747.2,,,,,,576.9,829.2,642.0,,,871.7,1574.8,179.0,,119.9,,97.0,258.0,-223.0,,,,,258.4,,152.0,,,736.0,649.5,,77.5,401.5,,-292.0,-26.3,,,,316.0,-163.0,1010.2,,,,,,-160.1,92.2,-95.0,,,134.7,837.8,,True,,True,False,False,,,,,False,,True,,,False,False,,True,False,,False,True,,,,False,True,False,,,,,,True,True,True,,,True,False
13023,63,72.0,,71.1,,56.0,90.0,46.0,,,,,90.3,,96.5,,,158.0,54.1,,76.8,,,37.0,54.5,,,,82.0,53.0,161.7,,,,,,,106.5,,,,51.5,141.9,9.0,,8.1,,-7.0,27.0,-17.0,,,,,27.3,,33.5,,,95.0,-8.9,,13.8,,,-26.0,-8.5,,,,19.0,-10.0,98.7,,,,,,,43.5,,,,-11.5,78.9,,True,,True,False,False,,,,,False,,False,,,False,True,,False,,,False,True,,,,False,False,False,,,,,,,False,,,,False,False
13025,99,162.0,,169.7,,159.0,156.0,178.0,,,,,88.4,,92.3,,,150.0,414.2,,104.8,,,168.0,131.6,,,,214.0,111.0,117.5,,,,,,,137.6,,,,149.0,189.6,63.0,,70.7,,60.0,57.0,79.0,,,,,-10.6,,-6.7,,,51.0,315.2,,5.8,,,69.0,32.6,,,,115.0,12.0,18.5,,,,,,,38.6,,,,50.0,90.6,,False,,True,True,False,,,,,True,,True,,,True,False,,True,,,False,True,,,,False,True,True,,,,,,,True,,,,True,False
13027,55,68.0,,64.0,,65.0,76.0,66.0,,,,,76.7,,80.5,,,133.0,59.6,,59.1,,,85.0,59.5,,,,75.0,45.0,80.6,,,,,,,69.0,,,,58.9,102.9,13.0,,9.0,,10.0,21.0,11.0,,,,,21.7,,25.5,,,78.0,4.6,,4.1,,,30.0,4.5,,,,20.0,-10.0,25.6,,,,,,,14.0,,,,3.9,47.9,,True,,True,False,True,,,,,False,,False,,,False,True,,True,,,False,True,,,,False,True,False,,,,,,,False,,,,True,False
13029,250,292.0,,296.1,,268.0,270.0,242.0,,,,,195.6,,248.2,,,345.0,509.5,,213.3,300.0,,232.0,204.3,,,,368.0,206.0,462.8,,,,,,194.5,231.9,,,,276.6,308.0,42.0,,46.1,,18.0,20.0,-8.0,,,,,-54.4,,-1.8,,,95.0,259.5,,-36.7,50.0,,-18.0,-45.7,,,,118.0,-44.0,212.8,,,,,,-55.5,-18.1,,,,26.6,58.0,,False,,True,True,True,,,,,False,,True,,,False,False,,True,False,,True,False,,,,False,False,False,,,,,,False,True,,,,True,False
13031,445,596.0,,595.8,,541.0,590.0,445.0,,,,,396.6,,506.0,,,794.0,607.2,,510.1,564.5,,582.0,434.5,,,,731.0,392.0,594.3,,,,,,396.4,458.4,,,,533.0,845.5,151.0,,150.8,,96.0,145.0,0.0,,,,,-48.4,,61.0,,,349.0,162.2,,65.1,119.5,,137.0,-10.5,,,,286.0,-53.0,149.3,,,,,,-48.6,13.4,,,,88.0,400.5,,True,,True,True,True,,,,,True,,True,,,False,False,,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True,False
13033,125,220.0,,217.6,,198.0,192.0,239.0,,,,,173.4,,116.4,,,261.0,303.5,,175.3,,,192.0,171.3,,,,253.0,154.0,250.0,,,,,,147.3,157.1,,,,205.2,205.9,95.0,,92.6,,73.0,67.0,114.0,,,,,48.4,,-8.6,,,136.0,178.5,,50.3,,,67.0,46.3,,,,128.0,29.0,125.0,,,,,,22.3,32.1,,,,80.2,80.9,,True,,True,True,False,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,True,False,,,,,,True,True,,,,True,True
13035,188,214.0,,215.6,,172.0,181.0,164.0,,,,,174.5,,152.3,,,245.0,171.0,,167.1,,,166.0,171.7,,,,237.0,141.0,158.3,,,,,,118.2,158.1,,,,197.5,238.9,26.0,,27.6,,-16.0,-7.0,-24.0,,,,,-13.5,,-35.7,,,57.0,-17.0,,-20.9,,,-22.0,-16.3,,,,49.0,-47.0,-29.7,,,,,,-69.8,-29.9,,,,9.5,50.9,,False,,True,True,True,,,,,True,,False,,,False,True,,True,,,True,True,,,,False,False,False,,,,,,False,False,,,,True,False
13037,30,48.0,,42.7,,47.0,55.0,57.0,,,,,44.1,,113.7,,,65.0,42.8,,39.8,,,59.0,51.3,,,,86.0,33.0,43.9,,,,,,,46.0,,,,43.5,79.7,18.0,,12.7,,17.0,25.0,27.0,,,,,14.1,,83.7,,,35.0,12.8,,9.8,,,29.0,21.3,,,,56.0,3.0,13.9,,,,,,,16.0,,,,13.5,49.7,,True,,True,False,False,,,,,True,,False,,,False,True,,True,,,False,False,,,,False,True,True,,,,,,,True,,,,True,False
13039,236,310.0,,316.1,,281.0,277.0,257.0,,,,,233.5,,216.6,,,349.0,569.4,,258.0,318.0,,216.0,228.9,,,,369.0,206.0,476.8,,,,,,193.2,260.2,,,,323.9,312.6,74.0,,80.1,,45.0,41.0,21.0,,,,,-2.5,,-19.4,,,113.0,333.4,,22.0,82.0,,-20.0,-7.1,,,,133.0,-30.0,240.8,,,,,,-42.8,24.2,,,,87.9,76.6,,False,,True,True,True,,,,,True,,True,,,False,False,,True,False,,True,True,,,,False,True,False,,,,,,True,True,,,,False,False
13043,17,20.0,,14.9,,41.0,45.0,60.0,,,,,56.8,,34.6,,,122.0,74.2,,48.4,,,3.0,24.6,,,,,26.0,135.7,,,,,,,55.2,,,,17.8,64.5,3.0,,-2.1,,24.0,28.0,43.0,,,,,39.8,,17.6,,,105.0,57.2,,31.4,,,-14.0,7.6,,,,,9.0,118.7,,,,,,,38.2,,,,0.8,47.5,,True,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,,False,False,,,,,,,False,,,,True,False
13045,585,922.0,,906.8,,838.0,870.0,1012.0,,,,,643.1,,677.1,,826.2,1291.0,1003.6,,619.5,813.0,,717.5,662.8,,,,875.0,627.0,992.8,,,,,,575.6,745.3,,,,920.1,1249.0,337.0,,321.8,,253.0,285.0,427.0,,,,,58.1,,92.1,,241.2,706.0,418.6,,34.5,228.0,,132.5,77.8,,,,290.0,42.0,407.8,,,,,,-9.4,160.3,,,,335.1,664.0,,True,,True,True,False,,,,,True,,True,,True,False,False,,True,True,,True,True,,,,True,True,False,,,,,,True,True,,,,True,False
13047,441,506.0,,534.4,,406.0,416.0,379.0,,,,,344.7,,381.0,,,894.0,363.4,,329.8,537.0,,346.0,355.1,,,,538.0,285.0,415.6,,,,,,480.0,422.2,,,,525.5,576.3,65.0,,93.4,,-35.0,-25.0,-62.0,,,,,-96.3,,-60.0,,,453.0,-77.6,,-111.2,96.0,,-95.0,-85.9,,,,97.0,-156.0,-25.4,,,,,,39.0,-18.8,,,,84.5,135.3,,False,,True,True,True,,,,,False,,True,,,False,False,,False,False,,False,False,,,,False,False,True,,,,,,True,True,,,,False,False
13049,48,64.0,,59.5,,47.0,76.0,45.0,,,,,76.4,,18.7,,,92.0,41.4,,54.4,,,44.0,47.5,,,,72.0,38.0,121.9,,,,,,,68.6,,,,46.3,123.0,16.0,,11.5,,-1.0,28.0,-3.0,,,,,28.4,,-29.3,,,44.0,-6.6,,6.4,,,-4.0,-0.5,,,,24.0,-10.0,73.9,,,,,,,20.6,,,,-1.7,75.0,,True,,True,False,True,,,,,False,,False,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,,False,,,,True,False
13051,1544,1922.0,,1968.5,,1783.0,1753.0,1571.0,,,,,1314.5,,1739.3,,,2473.0,3596.5,,1818.2,2030.0,,1558.0,1538.0,,,,2391.0,1198.0,2533.2,,,,,,1663.2,1816.4,1472.0,,,1833.7,1979.7,378.0,,424.5,,239.0,209.0,27.0,,,,,-229.5,,195.3,,,929.0,2052.5,,274.2,486.0,,14.0,-6.0,,,,847.0,-346.0,989.2,,,,,,119.2,272.4,-72.0,,,289.7,435.7,,False,,True,True,True,,,,,True,,True,,,False,False,,True,False,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,False
13053,217,456.0,,448.0,,304.0,301.0,42.0,,,,,177.7,,398.8,,,131.0,1988.0,,194.3,,,390.0,303.5,,,,,120.0,264.7,,,,,,314.0,256.7,,,,393.2,333.2,239.0,,231.0,,87.0,84.0,-175.0,,,,,-39.3,,181.8,,,-86.0,1771.0,,-22.7,,,173.0,86.5,,,,,-97.0,47.7,,,,,,97.0,39.7,,,,176.2,116.2,,True,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,,True,True,,,,,,True,True,,,,True,True
13055,103,172.0,,180.7,,131.0,178.0,125.0,,,,,176.1,,153.7,,,297.0,122.7,,136.2,,,123.0,125.1,,,,159.0,112.0,311.6,,,,,,162.8,159.3,,,,167.2,250.1,69.0,,77.7,,28.0,75.0,22.0,,,,,73.1,,50.7,,,194.0,19.7,,33.2,,,20.0,22.1,,,,56.0,9.0,208.6,,,,,,59.8,56.3,,,,64.2,147.1,,False,,True,False,True,,,,,False,,True,,,False,True,,True,,,True,True,,,,True,True,False,,,,,,True,True,,,,True,False
13057,1574,2688.0,,2780.2,,2221.0,2351.0,2224.0,,,,,1922.0,,2436.3,,2105.1,2828.0,2411.6,,1971.2,2291.0,,2028.0,1894.5,,,,2863.0,1641.0,3216.2,,,,,,1661.6,1998.7,1526.0,,,2577.3,3078.5,1114.0,,1206.2,,647.0,777.0,650.0,,,,,348.0,,862.3,,531.1,1254.0,837.6,,397.2,717.0,,454.0,320.5,,,,1289.0,67.0,1642.2,,,,,,87.6,424.7,-48.0,,,1003.3,1504.5,,False,,True,True,True,,,,,True,,True,,True,False,True,,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,False
13059,660,1084.0,,1043.8,,949.0,1049.0,1027.0,,,,,962.2,,694.4,,889.9,1242.0,816.3,,853.6,1042.0,,841.0,796.8,,,,1281.0,651.0,1426.1,,,,,,992.6,951.6,867.0,,,1025.4,1483.1,424.0,,383.8,,289.0,389.0,367.0,,,,,302.2,,34.4,,229.9,582.0,156.3,,193.6,382.0,,181.0,136.8,,,,621.0,-9.0,766.1,,,,,,332.6,291.6,207.0,,,365.4,823.1,,True,,True,True,True,,,,,True,,True,,True,False,True,,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,False
13061,8,16.0,,17.0,,10.0,9.0,0.0,,,,,15.4,,4.3,,,25.0,9.6,,9.1,,,0.0,7.4,,,,13.0,10.0,,,,,,,,29.5,,,,14.8,10.2,8.0,,9.0,,2.0,1.0,-8.0,,,,,7.4,,-3.7,,,17.0,1.6,,1.1,,,-8.0,-0.6,,,,5.0,2.0,,,,,,,,21.5,,,,6.8,2.2,,False,,True,True,False,,,,,True,,True,,,False,True,,True,,,False,True,,,,True,True,,,,,,,,False,,,,True,True
13063,2436,2240.0,,2240.0,,1979.0,1686.0,2415.0,,,,,1591.7,,1261.5,,1983.8,2535.0,2301.7,,1577.6,2238.5,,1491.0,1667.6,,,,2481.0,1183.0,1933.3,,,,,,1947.7,1858.1,1970.0,,,2148.0,1979.3,-196.0,,-196.0,,-457.0,-750.0,-21.0,,,,,-844.3,,-1174.5,,-452.2,99.0,-134.3,,-858.4,-197.5,,-945.0,-768.4,,,,45.0,-1253.0,-502.7,,,,,,-488.3,-577.9,-466.0,,,-288.0,-456.7,,True,,False,False,True,,,,,False,,False,,False,True,True,,False,False,,False,False,,,,True,False,False,,,,,,False,False,False,,,False,False
13065,40,88.0,,92.7,,60.0,71.0,12.0,,,,,54.3,,35.5,,,61.0,36.2,,59.0,,,51.0,50.6,,,,84.0,53.0,76.8,,,,,,,78.2,,,,81.7,104.2,48.0,,52.7,,20.0,31.0,-28.0,,,,,14.3,,-4.5,,,21.0,-3.8,,19.0,,,11.0,10.6,,,,44.0,13.0,36.8,,,,,,,38.2,,,,41.7,64.2,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True,False
13067,4058,6934.0,,7206.8,6526.3,5808.0,5987.0,7980.0,,,,,4995.4,,6925.9,,5471.9,7092.0,5155.0,,5808.3,6266.0,,5217.5,5059.9,,,,7409.0,4061.0,7122.0,,,,,,4291.5,6254.0,4961.0,,,6740.8,7839.5,2876.0,,3148.8,2468.3,1750.0,1929.0,3922.0,,,,,937.4,,2867.9,,1413.9,3034.0,1097.0,,1750.3,2208.0,,1159.5,1001.9,,,,3351.0,3.0,3064.0,,,,,,233.5,2196.0,903.0,,,2682.8,3781.5,,False,True,True,True,False,,,,,True,,True,,True,False,True,,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,False
13069,129,258.0,,307.8,,201.0,217.0,146.0,,,,,280.3,,311.1,,,411.0,40.9,,224.9,262.0,,119.0,180.9,,,,203.0,150.0,198.7,,,,,,234.7,204.0,,,,250.9,357.8,129.0,,178.8,,72.0,88.0,17.0,,,,,151.3,,182.1,,,282.0,-88.1,,95.9,133.0,,-10.0,51.9,,,,74.0,21.0,69.7,,,,,,105.7,75.0,,,,121.9,228.8,,False,,True,True,True,,,,,False,,False,,,False,True,,True,False,,True,True,,,,True,True,True,,,,,,True,True,,,,True,False
13071,152,412.0,,422.2,,345.0,345.0,287.0,,,,,319.8,,170.0,,,476.0,253.5,,293.4,355.0,,249.0,283.7,,,,594.0,288.0,394.1,,,,,,309.3,298.1,,,,388.5,468.5,260.0,,270.2,,193.0,193.0,135.0,,,,,167.8,,18.0,,,324.0,101.5,,141.4,203.0,,97.0,131.7,,,,442.0,136.0,242.1,,,,,,157.3,146.1,,,,236.5,316.5,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True,False
13073,976,1424.0,,1464.1,,1123.0,1295.0,1168.0,,,,,1083.8,,1201.6,,,1842.0,1197.4,,1052.1,953.0,,938.0,1003.9,,,,1485.0,1049.0,1859.3,,,,,,881.9,1292.6,836.0,,,1451.5,1677.9,448.0,,488.1,,147.0,319.0,192.0,,,,,107.8,,225.6,,,866.0,221.4,,76.1,-23.0,,-38.0,27.9,,,,509.0,73.0,883.3,,,,,,-94.1,316.6,-140.0,,,475.5,701.9,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,False,False
13075,62,118.0,,116.4,,85.0,99.0,69.0,,,,,93.4,,74.8,,,185.0,68.6,,83.3,,,53.0,75.1,,,,103.0,64.0,113.2,,,,,,,105.7,,,,96.6,154.5,56.0,,54.4,,23.0,37.0,7.0,,,,,31.4,,12.8,,,123.0,6.6,,21.3,,,-9.0,13.1,,,,41.0,2.0,51.2,,,,,,,43.7,,,,34.6,92.5,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True,False
13077,776,1356.0,,1335.7,,1080.0,1166.0,1759.0,,,,,769.6,,829.2,,1111.7,1491.0,898.1,,792.1,1168.0,,1024.0,995.9,,,,1464.0,860.0,1339.2,,,,,,1053.9,1046.0,863.0,,,1268.3,1538.9,580.0,,559.7,,304.0,390.0,983.0,,,,,-6.4,,53.2,,335.7,715.0,122.1,,16.1,392.0,,248.0,219.9,,,,688.0,84.0,563.2,,,,,,277.9,270.0,87.0,,,492.3,762.9,,True,,True,True,False,,,,,True,,True,,True,False,True,,True,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,True,False
13079,36,58.0,,57.0,,44.0,46.0,42.0,,,,,37.7,,61.0,,,113.0,61.0,,41.2,,,29.0,41.2,,,,61.0,35.0,47.0,,,,,,,54.0,,,,50.5,68.0,22.0,,21.0,,8.0,10.0,6.0,,,,,1.7,,25.0,,,77.0,25.0,,5.2,,,-7.0,5.2,,,,25.0,-1.0,11.0,,,,,,,18.0,,,,14.5,32.0,,True,,True,True,True,,,,,True,,False,,,False,False,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,False
13081,74,224.0,,229.8,,203.0,193.0,255.0,,,,,137.6,,186.1,,,233.0,196.6,,125.6,,,211.0,168.2,,,,252.0,152.0,214.0,,,,,,,199.3,,,,203.5,212.5,150.0,,155.8,,129.0,119.0,181.0,,,,,63.6,,112.1,,,159.0,122.6,,51.6,,,137.0,94.2,,,,178.0,78.0,140.0,,,,,,,125.3,,,,129.5,138.5,,False,,True,True,False,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,True
13083,93,104.0,,96.7,,81.0,84.0,84.0,,,,,66.0,,152.2,,,196.0,46.5,,74.2,,,51.0,71.1,,,,115.0,67.0,93.6,,,,,,,85.0,,,,107.2,118.8,11.0,,3.7,,-12.0,-9.0,-9.0,,,,,-27.0,,59.2,,,103.0,-46.5,,-18.8,,,-42.0,-21.9,,,,22.0,-26.0,0.6,,,,,,,-8.0,,,,14.2,25.8,,True,,False,True,True,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,True,,,,,,,True,,,,False,False
13085,151,214.0,,211.2,,212.0,218.0,197.0,,,,,208.3,,163.4,,,224.0,412.1,,175.1,,,156.0,156.1,,,,277.0,156.0,384.9,,,,,,135.3,126.6,,,,225.2,272.4,63.0,,60.2,,61.0,67.0,46.0,,,,,57.3,,12.4,,,73.0,261.1,,24.1,,,5.0,5.1,,,,126.0,5.0,233.9,,,,,,-15.7,-24.4,,,,74.2,121.4,,True,,True,False,True,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,True,False,,,,,,True,True,,,,False,False
13087,118,290.0,,291.8,,210.0,340.0,240.0,,,,,184.1,,217.7,,,293.0,158.8,,181.4,,,166.0,195.0,,,,315.0,193.0,239.0,,,,,,208.8,216.4,,,,254.9,732.8,172.0,,173.8,,92.0,222.0,122.0,,,,,66.1,,99.7,,,175.0,40.8,,63.4,,,48.0,77.0,,,,197.0,75.0,121.0,,,,,,90.8,98.4,,,,136.9,614.8,,False,,True,False,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,True,True,,,,,,True,True,,,,True,False
13089,3314,5044.0,,5037.8,4751.0,4686.0,4178.0,5675.0,,,,,3970.3,,5713.3,,4055.2,5974.0,4404.6,,3916.1,5239.0,,3561.0,3704.0,,,,5403.0,2617.0,6286.4,,,,,,3468.3,4460.7,4004.0,,,4968.5,5178.5,1730.0,,1723.8,1437.0,1372.0,864.0,2361.0,,,,,656.3,,2399.3,,741.2,2660.0,1090.6,,602.1,1925.0,,247.0,390.0,,,,2089.0,-697.0,2972.4,,,,,,154.3,1146.7,690.0,,,1654.5,1864.5,,True,True,True,True,False,,,,,True,,False,,True,False,True,,True,False,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,False
13091,76,132.0,,120.9,,106.0,129.0,95.0,,,,,130.8,,93.7,,,232.0,75.0,,133.6,,,60.0,110.9,,,,116.0,91.0,108.0,,,,,,,136.2,,,,111.5,223.2,56.0,,44.9,,30.0,53.0,19.0,,,,,54.8,,17.7,,,156.0,-1.0,,57.6,,,-16.0,34.9,,,,40.0,15.0,32.0,,,,,,,60.2,,,,35.5,147.2,,True,,True,True,True,,,,,True,,True,,,False,True,,False,,,True,True,,,,True,True,True,,,,,,,False,,,,True,False
