,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
42053,776,692.0,,740.3,,230.0,920.0,,,,,209.2,432.8,,,120.0,475.0,306.2,,81.5,227.4,,,,180.0,225.0,,,,,,,,,,926.4,573.7,-84.0,,-35.7,,-546.0,144.0,,,,,-566.8,-343.2,,,-656.0,-301.0,-469.8,,-694.5,-548.6,,,,-596.0,-551.0,,,,,,,,,,150.4,-202.3,,True,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,,,,,,,,,,False,False
42055,1532,2720.0,,2582.8,,2196.0,1827.0,,,,,3067.1,2944.5,,,2717.0,4072.3,2448.2,,2245.0,2408.3,,,,1720.0,1829.5,,,,,,2394.8,1442.0,,,2367.2,2140.5,1188.0,,1050.8,,664.0,295.0,,,,,1535.1,1412.5,,,1185.0,2540.3,916.2,,713.0,876.3,,,,188.0,297.5,,,,,,862.8,-90.0,,,835.2,608.5,,True,,True,True,,,,,False,False,,,True,False,True,,True,True,,,,True,True,,,,,,True,True,,,True,True
42057,181,308.0,,332.4,,269.0,207.0,,,,,285.0,364.8,,,230.0,307.9,208.8,,270.0,258.7,,,,186.0,287.3,,,,,,,,,,335.7,256.3,127.0,,151.4,,88.0,26.0,,,,,104.0,183.8,,,49.0,126.9,27.8,,89.0,77.7,,,,5.0,106.3,,,,,,,,,,154.7,75.3,,False,,True,True,,,,,True,False,,,True,True,True,,True,True,,,,True,True,,,,,,,,,,False,True
42059,389,788.0,,801.0,,625.0,462.0,,,,,692.0,893.4,,,603.0,552.8,505.9,,636.0,645.9,,,,464.0,818.2,,,,,,594.9,,,,641.7,629.4,399.0,,412.0,,236.0,73.0,,,,,303.0,504.4,,,214.0,163.8,116.9,,247.0,256.9,,,,75.0,429.2,,,,,,205.9,,,,252.7,240.4,,False,,True,True,,,,,True,False,,,True,True,True,,True,True,,,,True,False,,,,,,True,,,,True,True
42061,486,672.0,,641.4,,551.0,387.0,,,,,1080.7,802.3,,,750.0,520.7,651.9,,494.0,541.3,,,,446.0,888.2,,,,,,384.1,,,,830.6,497.2,186.0,,155.4,,65.0,-99.0,,,,,594.7,316.3,,,264.0,34.7,165.9,,8.0,55.3,,,,-40.0,402.2,,,,,,-101.9,,,,344.6,11.2,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,True,False,,,,,,True,,,,False,True
42063,470,604.0,,656.3,,602.0,326.0,,,,,985.5,1028.7,,,1445.0,1331.1,545.7,,523.0,635.2,,,,489.0,631.1,,,,,,553.3,,,,655.9,553.8,134.0,,186.3,,132.0,-144.0,,,,,515.5,558.7,,,975.0,861.1,75.7,,53.0,165.2,,,,19.0,161.1,,,,,,83.3,,,,185.9,83.8,,False,,True,False,,,,,False,False,,,False,False,True,,True,False,,,,True,False,,,,,,True,,,,False,True
42065,431,548.0,,559.3,,517.0,425.0,,,,,563.6,809.3,,,773.0,596.7,442.5,,407.0,487.1,,,,477.0,455.4,,,,,,,,,,413.9,341.0,117.0,,128.3,,86.0,-6.0,,,,,132.6,378.3,,,342.0,165.7,11.5,,-24.0,56.1,,,,46.0,24.4,,,,,,,,,,-17.1,-90.0,,False,,True,True,,,,,False,False,,,False,False,True,,True,True,,,,True,True,,,,,,,,,,True,True
42067,197,332.0,,332.5,,271.0,178.0,,,,,425.4,418.2,,,436.0,139.0,231.7,,196.0,266.1,,,,228.0,259.8,,,,,,,,,,465.9,277.7,135.0,,135.5,,74.0,-19.0,,,,,228.4,221.2,,,239.0,-58.0,34.7,,-1.0,69.1,,,,31.0,62.8,,,,,,,,,,268.9,80.7,,False,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,True,True,,,,,,,,,,False,True
42069,2206,3560.0,,3608.5,,3192.0,2723.0,,,,,3370.1,3618.1,,4085.4,3839.0,2719.8,3383.9,,3465.5,3151.4,,,,2272.0,3161.3,,,,,,4986.0,3018.0,,,4897.2,2975.9,1354.0,,1402.5,,986.0,517.0,,,,,1164.1,1412.1,,1879.4,1633.0,513.8,1177.9,,1259.5,945.4,,,,66.0,955.3,,,,,,2780.0,812.0,,,2691.2,769.9,,False,,True,True,,,,,True,False,,False,False,True,True,,True,True,,,,True,True,,,,,,False,True,,,False,True
42071,7860,9544.0,,9665.4,8747.7,8476.0,6897.0,,,,,9313.4,9707.5,,11924.2,9481.0,8670.1,8329.7,,8570.0,8626.9,,,,6471.0,5557.4,,,,,,6968.3,8353.0,,,9291.5,7980.0,1684.0,,1805.4,887.7,616.0,-963.0,,,,,1453.4,1847.5,,4064.2,1621.0,810.1,469.7,,710.0,766.9,,,,-1389.0,-2302.6,,,,,,-891.7,493.0,,,1431.5,120.0,,False,True,True,True,,,,,True,False,,False,True,True,True,,True,True,,,,True,False,,,,,,True,True,,,True,True
42073,758,1192.0,,1153.7,,1047.0,776.0,,,,,1221.2,1453.2,,,1543.0,1216.6,968.3,,927.5,1007.1,,,,813.0,1074.6,,,,,,970.1,,,,1501.7,853.3,434.0,,395.7,,289.0,18.0,,,,,463.2,695.2,,,785.0,458.6,210.3,,169.5,249.1,,,,55.0,316.6,,,,,,212.1,,,,743.7,95.3,,True,,True,True,,,,,False,False,,,False,False,True,,True,True,,,,True,True,,,,,,True,,,,False,True
42075,1768,2608.0,,2599.7,,2413.0,1892.0,,,,,2869.6,2912.4,,,2797.0,2379.0,2135.8,,2348.5,2435.7,,,,1796.0,2921.2,,,,,,1821.4,2166.0,,,2710.7,2203.0,840.0,,831.7,,645.0,124.0,,,,,1101.6,1144.4,,,1029.0,611.0,367.8,,580.5,667.7,,,,28.0,1153.2,,,,,,53.4,398.0,,,942.7,435.0,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,True,False,,,,,,True,True,,,False,True
42077,4377,7592.0,,7637.6,7747.3,6448.0,4208.0,,,,,7439.7,7366.2,,8219.5,6240.0,6642.2,6651.6,,6520.5,6299.9,,,,4831.0,7133.5,,,,,,6343.4,5754.0,,,6218.5,6413.3,3215.0,,3260.6,3370.3,2071.0,-169.0,,,,,3062.7,2989.2,,3842.5,1863.0,2265.2,2274.6,,2143.5,1922.9,,,,454.0,2756.5,,,,,,1966.4,1377.0,,,1841.5,2036.3,,False,False,True,True,,,,,True,True,,False,True,True,True,,True,True,,,,True,True,,,,,,True,True,,,True,True
42079,3567,4984.0,,4772.0,,4465.0,3249.0,,,,,5591.1,5109.0,,6198.1,5670.0,2825.8,4302.4,,3726.0,4804.8,,,,3237.0,5202.9,,,,,,3813.1,4621.0,,,4886.4,3625.0,1417.0,,1205.0,,898.0,-318.0,,,,,2024.1,1542.0,,2631.1,2103.0,-741.2,735.4,,159.0,1237.8,,,,-330.0,1635.9,,,,,,246.1,1054.0,,,1319.4,58.0,,True,,True,True,,,,,False,False,,False,False,True,True,,True,True,,,,True,False,,,,,,True,True,,,True,True
42081,1451,2116.0,,2146.9,,1670.0,2919.0,,,,,2383.8,2292.5,,,2042.0,1311.3,1805.9,,1287.0,1584.5,,,,1372.0,1822.4,,,,,,1989.6,,,,2293.9,1856.7,665.0,,695.9,,219.0,1468.0,,,,,932.8,841.5,,,591.0,-139.7,354.9,,-164.0,133.5,,,,-79.0,371.4,,,,,,538.6,,,,842.9,405.7,,False,,True,False,,,,,False,False,,,True,True,True,,True,True,,,,True,True,,,,,,True,,,,False,True
42083,737,692.0,,698.8,,598.0,471.0,,,,,635.1,851.0,,,631.0,563.1,528.4,,520.0,634.4,,,,499.0,735.6,,,,,,,,,,645.7,,-45.0,,-38.2,,-139.0,-266.0,,,,,-101.9,114.0,,,-106.0,-173.9,-208.6,,-217.0,-102.6,,,,-238.0,-1.4,,,,,,,,,,-91.3,,,True,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,False,True,,,,,,,,,,False,
42085,843,1588.0,,1484.3,,1369.0,2041.0,,,,,1650.9,1922.8,,,1804.0,1235.3,1376.2,,920.0,1167.0,,,,1189.0,1319.7,,,,,,1343.2,,,,1462.6,1200.1,745.0,,641.3,,526.0,1198.0,,,,,807.9,1079.8,,,961.0,392.3,533.2,,77.0,324.0,,,,346.0,476.7,,,,,,500.2,,,,619.6,357.1,,True,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,True,True,,,,,,True,,,,True,True
42087,536,772.0,,763.3,,760.0,901.0,,,,,1067.3,894.7,,,890.0,424.6,451.9,,680.5,868.8,,,,564.0,544.1,,,,,,1168.4,,,,375.9,729.6,236.0,,227.3,,224.0,365.0,,,,,531.3,358.7,,,354.0,-111.4,-84.1,,144.5,332.8,,,,28.0,8.1,,,,,,632.4,,,,-160.1,193.6,,True,,True,False,,,,,False,False,,,False,True,True,,True,False,,,,True,True,,,,,,False,,,,True,True
42089,1533,2532.0,,2600.6,,2365.0,1653.0,,,,,2327.8,2715.9,,3115.2,2479.0,2407.1,2180.9,,2478.5,2387.9,,,,1396.0,1740.9,,,,,,2229.6,2326.0,,,2776.7,2002.6,999.0,,1067.6,,832.0,120.0,,,,,794.8,1182.9,,1582.2,946.0,874.1,647.9,,945.5,854.9,,,,-137.0,207.9,,,,,,696.6,793.0,,,1243.7,469.6,,False,,True,True,,,,,True,False,,False,True,True,True,,True,True,,,,True,True,,,,,,True,True,,,False,True
42091,8159,11352.0,,11257.0,14762.4,10935.0,6010.0,,,,,12122.6,11763.4,,12766.7,11910.0,12675.6,10650.3,,10467.0,10523.8,,,,6746.0,10593.2,,,,,,9015.7,9247.0,,,21409.1,8526.0,3193.0,,3098.0,6603.4,2776.0,-2149.0,,,,,3963.6,3604.4,,4607.7,3751.0,4516.6,2491.3,,2308.0,2364.8,,,,-1413.0,2434.2,,,,,,856.7,1088.0,,,13250.1,367.0,,True,False,True,True,,,,,False,False,,False,False,False,True,,True,True,,,,True,True,,,,,,True,True,,,False,True
42093,445,544.0,,547.2,,367.0,347.0,,,,,405.8,641.8,,,355.0,328.9,286.4,,360.0,818.4,,,,324.0,374.6,,,,,,,,,,249.8,325.0,99.0,,102.2,,-78.0,-98.0,,,,,-39.2,196.8,,,-90.0,-116.1,-158.6,,-85.0,373.4,,,,-121.0,-70.4,,,,,,,,,,-195.2,-120.0,,False,,True,True,,,,,True,False,,,True,False,False,,True,False,,,,False,True,,,,,,,,,,False,False
42095,4818,5768.0,,5969.4,,4882.0,3783.0,,,,,5867.3,5865.6,,6503.4,4826.0,2970.5,4775.7,,4911.0,5060.2,,,,3660.0,6537.8,,,,,,6578.7,4040.0,,,7196.5,4456.5,950.0,,1151.4,,64.0,-1035.0,,,,,1049.3,1047.6,,1685.4,8.0,-1847.5,-42.3,,93.0,242.2,,,,-1158.0,1719.8,,,,,,1760.7,-778.0,,,2378.5,-361.5,,False,,True,False,,,,,False,False,,False,True,False,True,,True,True,,,,False,False,,,,,,False,True,,,False,True
42097,1556,1644.0,,1622.2,,1571.0,1120.0,,,,,1846.0,1858.1,,,1783.0,2415.0,1533.0,,1267.0,1437.5,,,,1103.0,1882.3,,,,,,1060.2,,,,1799.6,1322.0,88.0,,66.2,,15.0,-436.0,,,,,290.0,302.1,,,227.0,859.0,-23.0,,-289.0,-118.5,,,,-453.0,326.3,,,,,,-495.8,,,,243.6,-234.0,,True,,True,False,,,,,False,False,,,False,False,True,,False,False,,,,False,False,,,,,,False,,,,False,False
42099,575,828.0,,847.6,,699.0,1086.0,,,,,809.7,863.7,,,730.0,662.1,563.1,,634.0,623.9,,,,516.0,731.3,,,,,,605.0,,,,1445.0,648.7,253.0,,272.6,,124.0,511.0,,,,,234.7,288.7,,,155.0,87.1,-11.9,,59.0,48.9,,,,-59.0,156.3,,,,,,30.0,,,,870.0,73.7,,False,,True,False,,,,,True,False,,,True,True,True,,True,True,,,,True,True,,,,,,True,,,,False,True
42101,11471,17184.0,,17081.5,21133.3,16885.0,23334.0,,,,,22032.1,18333.8,,21967.7,18202.0,17914.7,15910.5,,12991.0,15859.7,,,,10893.0,12092.4,,,,,,21055.5,5285.0,,,25097.8,12883.1,5713.0,,5610.5,9662.3,5414.0,11863.0,,,,,10561.1,6862.8,,10496.7,6731.0,6443.7,4439.5,,1520.0,4388.7,,,,-578.0,621.4,,,,,,9584.5,-6186.0,,,13626.8,1412.1,,True,False,True,False,,,,,False,False,,False,False,False,True,,True,True,,,,True,True,,,,,,False,False,,,False,True
42103,510,624.0,,635.8,,627.0,345.0,,,,,590.8,718.3,,,672.0,924.5,919.1,,750.0,627.8,,,,512.0,452.9,,,,,,,,,,679.3,598.5,114.0,,125.8,,117.0,-165.0,,,,,80.8,208.3,,,162.0,414.5,409.1,,240.0,117.8,,,,2.0,-57.1,,,,,,,,,,169.3,88.5,,False,,False,False,,,,,True,False,,,False,False,False,,False,False,,,,True,True,,,,,,,,,,False,True
42105,127,236.0,,257.9,,224.0,118.0,,,,,199.7,303.8,,,256.0,172.1,146.6,,216.0,234.3,,,,141.0,261.0,,,,,,,,,,317.8,202.4,109.0,,130.9,,97.0,-9.0,,,,,72.7,176.8,,,129.0,45.1,19.6,,89.0,107.3,,,,14.0,134.0,,,,,,,,,,190.8,75.4,,False,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,True,False,,,,,,,,,,False,True
42107,1565,3052.0,,3092.8,,2434.0,1477.0,,,,,3092.6,3387.7,,,2749.0,2291.5,2310.0,,2340.5,2379.1,,,,1977.0,2917.3,,,,,,2636.8,2331.0,,,2690.8,2658.7,1487.0,,1527.8,,869.0,-88.0,,,,,1527.6,1822.7,,,1184.0,726.5,745.0,,775.5,814.1,,,,412.0,1352.3,,,,,,1071.8,766.0,,,1125.8,1093.7,,False,,True,True,,,,,False,False,,,True,True,True,,True,True,,,,True,True,,,,,,True,True,,,True,True
42109,613,580.0,,619.2,,543.0,447.0,,,,,726.9,743.3,,,786.0,808.2,379.5,,485.5,569.4,,,,409.0,471.3,,,,,,634.9,,,,490.3,548.8,-33.0,,6.2,,-70.0,-166.0,,,,,113.9,130.3,,,173.0,195.2,-233.5,,-127.5,-43.6,,,,-204.0,-141.7,,,,,,21.9,,,,-122.7,-64.2,,True,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,,,,,,True,,,,False,False
42111,600,1496.0,,1388.7,,1345.0,1674.0,,,,,1800.8,1828.6,,,1321.0,1481.1,1103.8,,892.5,1131.2,,,,975.0,1391.9,,,,,,2106.7,,,,1548.1,1962.4,896.0,,788.7,,745.0,1074.0,,,,,1200.8,1228.6,,,721.0,881.1,503.8,,292.5,531.2,,,,375.0,791.9,,,,,,1506.7,,,,948.1,1362.4,,True,,True,False,,,,,False,False,,,True,True,True,,True,True,,,,True,True,,,,,,False,,,,False,False
42113,102,64.0,,73.9,,72.0,16.0,,,,,66.4,79.9,,,94.0,152.4,63.4,,97.5,105.5,,,,41.0,72.9,,,,,,,,,,78.8,39.1,-38.0,,-28.1,,-30.0,-86.0,,,,,-35.6,-22.1,,,-8.0,50.4,-38.6,,-4.5,3.5,,,,-61.0,-29.1,,,,,,,,,,-23.2,-62.9,,True,,True,False,,,,,True,True,,,True,False,False,,True,True,,,,False,True,,,,,,,,,,True,False
42115,331,448.0,,455.2,,441.0,318.0,,,,,365.3,530.5,,,640.0,614.4,471.5,,448.0,450.4,,,,319.0,415.9,,,,,,,,,,535.8,272.8,117.0,,124.2,,110.0,-13.0,,,,,34.3,199.5,,,309.0,283.4,140.5,,117.0,119.4,,,,-12.0,84.9,,,,,,,,,,204.8,-58.2,,False,,True,True,,,,,True,False,,,False,False,False,,False,False,,,,True,True,,,,,,,,,,False,True
42117,228,292.0,,296.2,,286.0,435.0,,,,,430.8,531.6,,,702.0,334.1,233.2,,168.0,250.4,,,,263.0,319.4,,,,,,136.2,,,,207.9,261.5,64.0,,68.2,,58.0,207.0,,,,,202.8,303.6,,,474.0,106.1,5.2,,-60.0,22.4,,,,35.0,91.4,,,,,,-91.8,,,,-20.1,33.5,,False,,True,False,,,,,False,False,,,False,False,True,,True,True,,,,True,False,,,,,,False,,,,True,True
42119,1344,1228.0,,1170.0,,1032.0,1429.0,,,,,1183.3,1221.5,,,742.0,2003.8,675.0,,891.0,892.9,,,,812.0,767.1,,,,,,490.2,,,,1143.4,1095.3,-116.0,,-174.0,,-312.0,85.0,,,,,-160.7,-122.5,,,-602.0,659.8,-669.0,,-453.0,-451.1,,,,-532.0,-576.9,,,,,,-853.8,,,,-200.6,-248.7,,False,,False,True,,,,,False,False,,,False,False,False,,False,False,,,,False,False,,,,,,False,,,,False,False
42121,360,748.0,,746.8,,657.0,757.0,,,,,677.0,891.2,,,833.0,600.7,630.1,,504.0,581.7,,,,517.0,807.7,,,,,,,,,,658.0,553.7,388.0,,386.8,,297.0,397.0,,,,,317.0,531.2,,,473.0,240.7,270.1,,144.0,221.7,,,,157.0,447.7,,,,,,,,,,298.0,193.7,,True,,True,False,,,,,True,False,,,False,True,True,,True,True,,,,True,False,,,,,,,,,,True,True
42123,258,376.0,,365.2,,331.0,114.0,,,,,541.8,593.8,,,614.0,266.1,486.7,,168.0,322.2,,,,237.0,604.9,,,,,,,,,,349.0,365.9,118.0,,107.2,,73.0,-144.0,,,,,283.8,335.8,,,356.0,8.1,228.7,,-90.0,64.2,,,,-21.0,346.9,,,,,,,,,,91.0,107.9,,True,,True,False,,,,,False,False,,,False,True,False,,True,True,,,,True,False,,,,,,,,,,True,True
42125,1986,3628.0,,3771.1,,3542.0,1798.0,,,,,3136.5,3824.2,,,3625.0,3273.8,2717.3,,3438.0,3575.1,,,,2150.0,3457.5,,,,,,3200.9,2885.0,,,3957.2,3118.8,1642.0,,1785.1,,1556.0,-188.0,,,,,1150.5,1838.2,,,1639.0,1287.8,731.3,,1452.0,1589.1,,,,164.0,1471.5,,,,,,1214.9,899.0,,,1971.2,1132.8,,False,,True,True,,,,,True,False,,,True,True,True,,True,True,,,,True,True,,,,,,True,True,,,False,True
42127,459,868.0,,808.8,,706.0,715.0,,,,,980.6,1047.1,,,701.0,517.6,838.6,,639.5,649.8,,,,496.0,822.3,,,,,,838.1,,,,1410.3,782.8,409.0,,349.8,,247.0,256.0,,,,,521.6,588.1,,,242.0,58.6,379.6,,180.5,190.8,,,,37.0,363.3,,,,,,379.1,,,,951.3,323.8,,True,,True,True,,,,,False,False,,,True,True,True,,True,True,,,,True,True,,,,,,True,,,,False,True
42129,2727,5668.0,,5552.9,,4919.0,4757.0,,,,,5857.0,6034.4,,4649.4,5814.0,4916.5,4217.3,,4306.0,4584.9,,,,3627.0,5485.9,,,,,,5633.3,3163.0,,,11920.0,4854.3,2941.0,,2825.9,,2192.0,2030.0,,,,,3130.0,3307.4,,1922.4,3087.0,2189.5,1490.3,,1579.0,1857.9,,,,900.0,2758.9,,,,,,2906.3,436.0,,,9193.0,2127.3,,True,,True,True,,,,,False,False,,True,False,True,True,,True,True,,,,True,True,,,,,,True,True,,,False,True
42131,158,236.0,,231.0,,231.0,113.0,,,,,276.7,350.3,,,460.0,186.4,219.2,,235.0,251.4,,,,198.0,324.2,,,,,,,,,,286.0,177.2,78.0,,73.0,,73.0,-45.0,,,,,118.7,192.3,,,302.0,28.4,61.2,,77.0,93.4,,,,40.0,166.2,,,,,,,,,,128.0,19.2,,True,,True,True,,,,,False,False,,,False,True,True,,True,False,,,,True,False,,,,,,,,,,False,True
42133,6129,7880.0,,7920.3,7604.1,7693.0,6095.0,,,,,8755.1,8032.2,,9657.0,7895.0,8640.4,6042.6,,7285.5,8167.9,,,,5454.0,8928.0,,,,,,8383.2,5516.0,,,10478.3,7442.7,1751.0,,1791.3,1475.1,1564.0,-34.0,,,,,2626.1,1903.2,,3528.0,1766.0,2511.4,-86.4,,1156.5,2038.9,,,,-675.0,2799.0,,,,,,2254.2,-613.0,,,4349.3,1313.7,,False,True,True,True,,,,,False,False,,False,False,False,True,,True,False,,,,True,False,,,,,,False,True,,,False,True
44001,768,1668.0,,1576.1,,1212.0,2198.0,,,,,1132.1,1365.3,,,1155.0,1307.6,998.2,,1174.0,879.8,,,,1027.0,701.9,,,,,,885.7,,,,1688.8,1591.1,900.0,,808.1,,444.0,1430.0,,,,,364.1,597.3,,,387.0,539.6,230.2,,406.0,111.8,,,,259.0,-66.1,,,,,,117.7,,,,920.8,823.1,,True,,True,False,,,,,True,True,,,True,True,True,,True,True,,,,True,True,,,,,,True,,,,False,True
44003,2740,4076.0,,3926.4,,3622.0,9403.0,,,,,3229.1,4445.5,,,4797.0,3587.1,2569.4,,3436.0,2077.6,,,,2831.0,2560.0,,,,,,3789.8,1455.0,,,3731.8,3910.8,1336.0,,1186.4,,882.0,6663.0,,,,,489.1,1705.5,,,2057.0,847.1,-170.6,,696.0,-662.4,,,,91.0,-180.0,,,,,,1049.8,-1285.0,,,991.8,1170.8,,True,,True,False,,,,,True,False,,,False,True,True,,True,True,,,,True,True,,,,,,True,True,,,True,True
44005,1273,2036.0,,2045.3,,1541.0,1549.0,,,,,1308.7,1688.4,,,1847.0,2378.8,1517.5,,1264.5,986.4,,,,1323.0,1208.3,,,,,,1250.2,,,,2561.9,1997.4,763.0,,772.3,,268.0,276.0,,,,,35.7,415.4,,,574.0,1105.8,244.5,,-8.5,-286.6,,,,50.0,-64.7,,,,,,-22.8,,,,1288.9,724.4,,False,,True,True,,,,,True,True,,,True,False,True,,True,True,,,,True,True,,,,,,True,,,,False,True
44007,11140,18720.0,,18961.9,11675.7,13418.0,34930.0,,,,,16121.8,23452.9,,,17868.0,9912.8,14180.2,,15902.0,9790.2,,,,12718.0,9187.5,,,,,,8310.0,4687.0,,,14880.3,16676.5,7580.0,,7821.9,535.7,2278.0,23790.0,,,,,4981.8,12312.9,,,6728.0,-1227.2,3040.2,,4762.0,-1349.8,,,,1578.0,-1952.5,,,,,,-2830.0,-6453.0,,,3740.3,5536.5,,False,True,True,False,,,,,True,False,,,True,True,True,,True,True,,,,True,True,,,,,,True,True,,,True,True
44009,1521,2108.0,,2113.2,,1965.0,1890.0,,,,,1716.0,2163.0,,,3073.0,2647.2,1614.8,,1778.0,1082.3,,,,1486.0,1622.9,,,,,,2149.1,,,,2169.7,1907.6,587.0,,592.2,,444.0,369.0,,,,,195.0,642.0,,,1552.0,1126.2,93.8,,257.0,-438.7,,,,-35.0,101.9,,,,,,628.1,,,,648.7,386.6,,False,,True,True,,,,,True,False,,,False,False,True,,True,True,,,,True,True,,,,,,False,,,,False,True
45001,625,448.0,,449.8,,437.0,1060.0,,,,,404.1,497.8,,,625.0,409.8,247.3,,318.0,417.6,,,,392.0,527.9,,,,,,,,,,556.2,366.1,-177.0,,-175.2,,-188.0,435.0,,,,,-220.9,-127.2,,,0.0,-215.2,-377.7,,-307.0,-207.4,,,,-233.0,-97.1,,,,,,,,,,-68.8,-258.9,,True,,False,False,,,,,False,True,,,True,False,False,,False,False,,,,False,True,,,,,,,,,,True,False
45003,3348,3180.0,,3046.7,,3292.0,2370.0,,,,,3247.7,6158.0,,,4652.0,3083.3,2319.5,,3929.0,3629.2,,,,3073.0,3620.8,,,,,,2912.6,3704.0,,,4755.3,4394.5,-168.0,,-301.3,,-56.0,-978.0,,,,,-100.3,2810.0,,,1304.0,-264.7,-1028.5,,581.0,281.2,,,,-275.0,272.8,,,,,,-435.4,356.0,,,1407.3,1046.5,,False,,True,False,,,,,True,False,,,False,False,False,,False,False,,,,False,False,,,,,,False,False,,,False,False
45005,151,232.0,,259.9,,222.0,495.0,,,,,167.8,248.2,,,179.0,445.1,116.7,,309.0,209.6,,,,166.0,241.4,,,,,,,,,,347.2,164.0,81.0,,108.9,,71.0,344.0,,,,,16.8,97.2,,,28.0,294.1,-34.3,,158.0,58.6,,,,15.0,90.4,,,,,,,,,,196.2,13.0,,False,,True,False,,,,,True,False,,,True,False,True,,False,True,,,,True,False,,,,,,,,,,False,True
45007,3903,5824.0,,5540.5,,5579.0,8476.0,,,,,4455.8,9942.2,,,5604.0,4078.3,3304.4,,5689.5,6096.9,,,,4511.0,5179.1,,,,,,3257.3,10567.0,,,7030.2,5408.6,1921.0,,1637.5,,1676.0,4573.0,,,,,552.8,6039.2,,,1701.0,175.3,-598.6,,1786.5,2193.9,,,,608.0,1276.1,,,,,,-645.7,6664.0,,,3127.2,1505.6,,True,,True,False,,,,,True,False,,,True,True,True,,True,False,,,,True,True,,,,,,True,False,,,False,True
45009,274,244.0,,263.2,,276.0,204.0,,,,,345.4,299.9,,,316.0,212.3,185.4,,382.0,280.1,,,,255.0,310.9,,,,,,,,,,355.5,335.0,-30.0,,-10.8,,2.0,-70.0,,,,,71.4,25.9,,,42.0,-61.7,-88.6,,108.0,6.1,,,,-19.0,36.9,,,,,,,,,,81.5,61.0,,True,,True,False,,,,,False,True,,,False,False,False,,False,True,,,,True,False,,,,,,,,,,False,False
