,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
18105,184,239.0,,241.5,,210.0,221.0,186.0,,,,,160.9,,,325.1,,,227.0,141.0,,215.4,181.5,,180.0,230.5,,,,213.0,153.0,300.8,,,,,,240.5,290.9,,,,298.9,55.0,,57.5,,26.0,37.0,2.0,,,,,-23.1,,,141.1,,,43.0,-43.0,,31.4,-2.5,,-4.0,46.5,,,,29.0,-31.0,116.8,,,,,,56.5,106.9,,,,114.9,,False,,True,True,True,,,,,True,,,False,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,False,False,,,,False
18107,79,93.0,,94.2,,74.0,81.0,74.0,,,,,55.7,,,105.3,,,60.0,49.8,,81.5,76.0,,73.0,86.2,,,,84.0,71.0,61.4,,,,,,95.8,103.5,,,,124.6,14.0,,15.2,,-5.0,2.0,-5.0,,,,,-23.3,,,26.3,,,-19.0,-29.2,,2.5,-3.0,,-6.0,7.2,,,,5.0,-8.0,-17.6,,,,,,16.8,24.5,,,,45.6,,False,,True,True,True,,,,,False,,,False,,,False,False,,True,True,,True,True,,,,True,True,False,,,,,,False,False,,,,False
18109,93,165.0,,164.5,,136.0,134.0,138.0,,,,,101.2,,,222.8,,,131.0,134.0,,146.9,129.5,,126.0,147.4,,,,160.0,122.0,157.4,,,,,,217.2,124.4,,,,223.9,72.0,,71.5,,43.0,41.0,45.0,,,,,8.2,,,129.8,,,38.0,41.0,,53.9,36.5,,33.0,54.4,,,,67.0,29.0,64.4,,,,,,124.2,31.4,,,,130.9,,True,,True,True,True,,,,,True,,,False,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,False,True,,,,False
18111,5,17.0,,15.9,,15.0,17.0,0.0,,,,,10.7,,,20.6,,,20.0,27.7,,16.9,,,12.0,12.7,,,,18.0,15.0,25.6,,,,,,,22.5,,,,21.9,12.0,,10.9,,10.0,12.0,-5.0,,,,,5.7,,,15.6,,,15.0,22.7,,11.9,,,7.0,7.7,,,,13.0,10.0,20.6,,,,,,,17.5,,,,16.9,,True,,True,False,True,,,,,True,,,False,,,False,False,,True,,,True,True,,,,False,True,False,,,,,,,False,,,,False
18113,67,95.0,,94.7,,74.0,73.0,58.0,,,,,63.4,,,117.7,,,95.0,35.1,,92.4,68.0,,61.0,77.7,,,,78.0,75.0,110.0,,,,,,119.6,69.6,,,,105.8,28.0,,27.7,,7.0,6.0,-9.0,,,,,-3.6,,,50.7,,,28.0,-31.9,,25.4,1.0,,-6.0,10.7,,,,11.0,8.0,43.0,,,,,,52.6,2.6,,,,38.8,,True,,True,True,True,,,,,True,,,False,,,False,False,,True,True,,True,True,,,,True,True,False,,,,,,False,True,,,,False
18115,4,8.0,,7.8,,8.0,7.0,9.0,,,,,9.9,,,7.5,,,16.0,6.9,,8.2,,,0.0,5.4,,,,9.0,9.0,12.2,,,,,,,6.1,,,,18.4,4.0,,3.8,,4.0,3.0,5.0,,,,,5.9,,,3.5,,,12.0,2.9,,4.2,,,-4.0,1.4,,,,5.0,5.0,8.2,,,,,,,2.1,,,,14.4,,True,,False,True,False,,,,,False,,,True,,,False,True,,False,,,False,True,,,,False,False,False,,,,,,,True,,,,False
18117,15,29.0,,28.6,,29.0,28.0,40.0,,,,,29.4,,,26.0,,,44.0,29.4,,38.0,,,14.0,26.1,,,,33.0,29.0,30.1,,,,,,,28.8,,,,63.9,14.0,,13.6,,14.0,13.0,25.0,,,,,14.4,,,11.0,,,29.0,14.4,,23.0,,,-1.0,11.1,,,,18.0,14.0,15.1,,,,,,,13.8,,,,48.9,,True,,False,True,False,,,,,False,,,True,,,False,False,,False,,,True,True,,,,False,False,False,,,,,,,True,,,,False
18119,24,58.0,,54.4,,43.0,39.0,47.0,,,,,32.1,,,120.5,,,38.0,41.3,,40.1,,,30.0,48.3,,,,50.0,42.0,42.8,,,,,,,34.4,,,,73.8,34.0,,30.4,,19.0,15.0,23.0,,,,,8.1,,,96.5,,,14.0,17.3,,16.1,,,6.0,24.3,,,,26.0,18.0,18.8,,,,,,,10.4,,,,49.8,,True,,True,True,True,,,,,True,,,False,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,False
18121,17,16.0,,16.6,,17.0,22.0,16.0,,,,,18.0,,,26.6,,,31.0,9.2,,15.9,,,18.0,16.4,,,,21.0,20.0,54.9,,,,,,,28.6,,,,28.7,-1.0,,-0.4,,0.0,5.0,-1.0,,,,,1.0,,,9.6,,,14.0,-7.8,,-1.1,,,1.0,-0.6,,,,4.0,3.0,37.9,,,,,,,11.6,,,,11.7,,True,,True,False,False,,,,,True,,,False,,,False,False,,False,,,False,True,,,,False,False,False,,,,,,,False,,,,False
18123,23,43.0,,42.3,,38.0,36.0,60.0,,,,,32.4,,,49.4,,,36.0,33.0,,42.2,,,19.0,32.2,,,,64.0,38.0,42.9,,,,,,,37.2,,,,71.0,20.0,,19.3,,15.0,13.0,37.0,,,,,9.4,,,26.4,,,13.0,10.0,,19.2,,,-4.0,9.2,,,,41.0,15.0,19.9,,,,,,,14.2,,,,48.0,,True,,True,True,False,,,,,True,,,False,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False
18125,12,27.0,,31.1,,26.0,24.0,23.0,,,,,24.3,,,34.1,,,24.0,21.0,,26.7,,,17.0,26.5,,,,30.0,25.0,33.4,,,,,,,21.7,,,,41.6,15.0,,19.1,,14.0,12.0,11.0,,,,,12.3,,,22.1,,,12.0,9.0,,14.7,,,5.0,14.5,,,,18.0,13.0,21.4,,,,,,,9.7,,,,29.6,,False,,True,True,True,,,,,True,,,False,,,True,True,,True,,,True,True,,,,False,True,False,,,,,,,True,,,,False
18127,169,294.0,,292.9,,236.0,250.0,195.0,,,,,201.1,,,442.0,,,243.0,186.6,,237.7,236.0,,160.0,254.8,,,,235.0,207.0,318.4,,,,,,361.8,309.5,,,,383.4,125.0,,123.9,,67.0,81.0,26.0,,,,,32.1,,,273.0,,,74.0,17.6,,68.7,67.0,,-9.0,85.8,,,,66.0,38.0,149.4,,,,,,192.8,140.5,,,,214.4,,True,,True,True,True,,,,,True,,,False,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,False,False,,,,False
18129,35,62.0,,57.5,,51.0,53.0,43.0,,,,,48.3,,,82.9,,,45.0,20.0,,43.4,,,40.0,49.5,,,,55.0,61.0,76.5,,,,,,67.1,61.0,,,,77.3,27.0,,22.5,,16.0,18.0,8.0,,,,,13.3,,,47.9,,,10.0,-15.0,,8.4,,,5.0,14.5,,,,20.0,26.0,41.5,,,,,,32.1,26.0,,,,42.3,,True,,True,True,True,,,,,True,,,False,,,True,True,,True,,,True,True,,,,True,True,False,,,,,,False,True,,,,False
18131,19,21.0,,21.9,,16.0,15.0,8.0,,,,,15.6,,,49.5,,,21.0,13.5,,15.3,,,10.0,18.7,,,,21.0,17.0,16.6,,,,,,,17.8,,,,26.9,2.0,,2.9,,-3.0,-4.0,-11.0,,,,,-3.4,,,30.5,,,2.0,-5.5,,-3.7,,,-9.0,-0.3,,,,2.0,-2.0,-2.4,,,,,,,-1.2,,,,7.9,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,True,,,,False,False,False,,,,,,,True,,,,False
18133,63,98.0,,101.2,,68.0,64.0,68.0,,,,,51.0,,,118.0,,,62.0,27.9,,60.5,64.5,,52.0,75.0,,,,79.0,64.0,75.2,,,,,,119.7,67.3,,,,91.2,35.0,,38.2,,5.0,1.0,5.0,,,,,-12.0,,,55.0,,,-1.0,-35.1,,-2.5,1.5,,-11.0,12.0,,,,16.0,1.0,12.2,,,,,,56.7,4.3,,,,28.2,,False,,True,True,True,,,,,True,,,False,,,True,False,,True,True,,True,True,,,,True,True,True,,,,,,False,True,,,,True
18135,34,29.0,,28.9,,29.0,27.0,33.0,,,,,25.6,,,22.2,,,74.0,14.7,,36.2,,,22.0,33.6,,,,20.0,23.0,39.8,,,,,,28.4,27.8,,,,47.9,-5.0,,-5.1,,-5.0,-7.0,-1.0,,,,,-8.4,,,-11.8,,,40.0,-19.3,,2.2,,,-12.0,-0.4,,,,-14.0,-11.0,5.8,,,,,,-5.6,-6.2,,,,13.9,,False,,False,False,True,,,,,False,,,False,,,False,False,,True,,,False,True,,,,False,False,False,,,,,,False,False,,,,False
18137,59,81.0,,77.5,,66.0,62.0,52.0,,,,,49.3,,,95.7,,,84.0,25.9,,61.6,,,65.0,66.1,,,,66.0,59.0,69.2,,,,,,111.9,64.5,,,,80.9,22.0,,18.5,,7.0,3.0,-7.0,,,,,-9.7,,,36.7,,,25.0,-33.1,,2.6,,,6.0,7.1,,,,7.0,0.0,10.2,,,,,,52.9,5.5,,,,21.9,,True,,True,True,True,,,,,True,,,False,,,False,False,,True,,,True,True,,,,True,True,True,,,,,,False,True,,,,True
18139,20,15.0,,13.7,,19.0,32.0,21.0,,,,,28.4,,,19.7,,,45.0,8.8,,20.7,,,13.0,22.8,,,,17.0,16.0,34.4,,,,,,,59.5,,,,43.3,-5.0,,-6.3,,-1.0,12.0,1.0,,,,,8.4,,,-0.3,,,25.0,-11.2,,0.7,,,-7.0,2.8,,,,-3.0,-4.0,14.4,,,,,,,39.5,,,,23.3,,False,,True,False,True,,,,,False,,,True,,,False,False,,True,,,False,True,,,,True,True,False,,,,,,,False,,,,False
18141,478,459.0,,465.3,,395.0,394.0,313.0,,,,,352.7,,,519.1,,351.9,454.0,202.4,,471.9,357.5,,299.0,417.4,,,,379.0,367.0,538.4,,,,,,581.8,396.8,,,,674.3,-19.0,,-12.7,,-83.0,-84.0,-165.0,,,,,-125.3,,,41.1,,-126.1,-24.0,-275.6,,-6.1,-120.5,,-179.0,-60.6,,,,-99.0,-111.0,60.4,,,,,,103.8,-81.2,,,,196.3,,True,,False,False,False,,,,,False,,,False,,False,False,False,,True,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False
18143,39,73.0,,69.5,,61.0,56.0,62.0,,,,,38.4,,,66.1,,,63.0,35.1,,46.8,,,46.0,61.5,,,,58.0,57.0,50.4,,,,,,84.2,66.7,,,,79.3,34.0,,30.5,,22.0,17.0,23.0,,,,,-0.6,,,27.1,,,24.0,-3.9,,7.8,,,7.0,22.5,,,,19.0,18.0,11.4,,,,,,45.2,27.7,,,,40.3,,True,,True,True,True,,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,False,True,,,,False
18145,77,121.0,,122.4,,104.0,94.0,105.0,,,,,80.9,,,130.2,,,111.0,73.2,,94.6,94.0,,89.0,100.3,,,,113.0,92.0,110.6,,,,,,135.7,91.4,,,,156.5,44.0,,45.4,,27.0,17.0,28.0,,,,,3.9,,,53.2,,,34.0,-3.8,,17.6,17.0,,12.0,23.3,,,,36.0,15.0,33.6,,,,,,58.7,14.4,,,,79.5,,False,,True,True,True,,,,,True,,,False,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,False,True,,,,False
18147,42,73.0,,70.8,,56.0,53.0,54.0,,,,,41.0,,,96.1,,,35.0,37.6,,54.1,,,43.0,58.5,,,,74.0,59.0,57.1,,,,,,,56.4,,,,69.6,31.0,,28.8,,14.0,11.0,12.0,,,,,-1.0,,,54.1,,,-7.0,-4.4,,12.1,,,1.0,16.5,,,,32.0,17.0,15.1,,,,,,,14.4,,,,27.6,,True,,True,True,True,,,,,True,,,False,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True
18149,20,17.0,,17.2,,20.0,21.0,26.0,,,,,22.3,,,17.8,,,38.0,23.0,,32.4,,,10.0,16.3,,,,20.0,17.0,50.5,,,,,,,19.4,,,,41.5,-3.0,,-2.8,,0.0,1.0,6.0,,,,,2.3,,,-2.2,,,18.0,3.0,,12.4,,,-10.0,-3.7,,,,0.0,-3.0,30.5,,,,,,,-0.6,,,,21.5,,True,,True,True,False,,,,,True,,,True,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,True,,,,False
18151,51,69.0,,69.8,,52.0,51.0,35.0,,,,,45.9,,,69.4,,,78.0,10.8,,53.2,46.0,,41.0,59.9,,,,49.0,50.0,52.9,,,,,,91.6,58.2,,,,72.3,18.0,,18.8,,1.0,0.0,-16.0,,,,,-5.1,,,18.4,,,27.0,-40.2,,2.2,-5.0,,-10.0,8.9,,,,-2.0,-1.0,1.9,,,,,,40.6,7.2,,,,21.3,,False,,True,True,True,,,,,True,,,False,,,False,False,,True,True,,True,True,,,,True,True,True,,,,,,False,True,,,,False
18153,17,27.0,,25.8,,27.0,32.0,19.0,,,,,25.5,,,46.4,,,35.0,15.2,,30.0,,,19.0,27.6,,,,27.0,30.0,43.9,,,,,,,49.5,,,,41.0,10.0,,8.8,,10.0,15.0,2.0,,,,,8.5,,,29.4,,,18.0,-1.8,,13.0,,,2.0,10.6,,,,10.0,13.0,26.9,,,,,,,32.5,,,,24.0,,True,,False,False,True,,,,,True,,,False,,,False,True,,False,,,True,False,,,,False,False,False,,,,,,,False,,,,False
18155,21,26.0,,26.4,,25.0,21.0,24.0,,,,,17.0,,,26.6,,,32.0,22.8,,17.1,,,30.0,24.7,,,,26.0,21.0,26.4,,,,,,,14.0,,,,42.0,5.0,,5.4,,4.0,0.0,3.0,,,,,-4.0,,,5.6,,,11.0,1.8,,-3.9,,,9.0,3.7,,,,5.0,0.0,5.4,,,,,,,-7.0,,,,21.0,,False,,True,True,True,,,,,True,,,False,,,False,True,,True,,,False,True,,,,False,True,False,,,,,,,False,,,,False
18157,348,514.0,,499.7,,360.0,346.0,349.0,,,,,289.2,,,752.6,,,286.0,162.8,,417.5,365.0,,209.0,384.8,,,,429.0,327.0,476.7,,,,,,496.2,386.8,389.0,,,514.9,166.0,,151.7,,12.0,-2.0,1.0,,,,,-58.8,,,404.6,,,-62.0,-185.2,,69.5,17.0,,-139.0,36.8,,,,81.0,-21.0,128.7,,,,,,148.2,38.8,41.0,,,166.9,,True,,True,True,True,,,,,True,,,False,,,True,False,,True,True,,True,True,,,,True,True,True,,,,,,True,True,True,,,False
18159,24,49.0,,48.4,,32.0,32.0,27.0,,,,,23.8,,,31.7,,,33.0,23.9,,28.7,,,22.0,31.9,,,,39.0,33.0,32.4,,,,,,,41.1,,,,48.9,25.0,,24.4,,8.0,8.0,3.0,,,,,-0.2,,,7.7,,,9.0,-0.1,,4.7,,,-2.0,7.9,,,,15.0,9.0,8.4,,,,,,,17.1,,,,24.9,,True,,True,True,True,,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True
18161,9,17.0,,17.7,,13.0,11.0,7.0,,,,,11.5,,,36.8,,,20.0,2.2,,9.1,,,1.0,10.2,,,,10.0,14.0,15.3,,,,,,,14.0,,,,18.1,8.0,,8.7,,4.0,2.0,-2.0,,,,,2.5,,,27.8,,,11.0,-6.8,,0.1,,,-8.0,1.2,,,,1.0,5.0,6.3,,,,,,,5.0,,,,9.1,,False,,True,True,True,,,,,True,,,False,,,False,True,,True,,,False,True,,,,True,True,True,,,,,,,True,,,,False
18163,340,435.0,,434.5,,427.0,360.0,332.0,,,,,373.1,,,669.1,,,298.0,246.2,,471.3,374.0,,248.0,439.2,,,,387.0,429.0,327.8,,,,,,479.6,341.5,446.0,,,599.9,95.0,,94.5,,87.0,20.0,-8.0,,,,,33.1,,,329.1,,,-42.0,-93.8,,131.3,34.0,,-92.0,99.2,,,,47.0,89.0,-12.2,,,,,,139.6,1.5,106.0,,,259.9,,True,,True,True,True,,,,,True,,,False,,,True,True,,False,True,,True,False,,,,True,True,True,,,,,,False,True,False,,,False
18165,17,23.0,,20.6,,22.0,25.0,17.0,,,,,23.1,,,26.0,,,26.0,13.5,,24.8,,,15.0,19.0,,,,22.0,24.0,41.1,,,,,,,35.7,,,,41.4,6.0,,3.6,,5.0,8.0,0.0,,,,,6.1,,,9.0,,,9.0,-3.5,,7.8,,,-2.0,2.0,,,,5.0,7.0,24.1,,,,,,,18.7,,,,24.4,,True,,True,False,True,,,,,False,,,False,,,False,True,,False,,,True,True,,,,True,False,False,,,,,,,False,,,,False
18167,151,243.0,,247.9,,184.0,192.0,176.0,,,,,155.6,,,314.1,,,167.0,93.3,,176.3,163.0,,144.0,220.5,,,,191.0,181.0,330.1,,,,,,317.8,207.3,,,,264.6,92.0,,96.9,,33.0,41.0,25.0,,,,,4.6,,,163.1,,,16.0,-57.7,,25.3,12.0,,-7.0,69.5,,,,40.0,30.0,179.1,,,,,,166.8,56.3,,,,113.6,,False,,True,True,True,,,,,True,,,False,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,False,True,,,,False
18169,48,72.0,,73.0,,60.0,53.0,79.0,,,,,43.7,,,183.7,,,63.0,40.3,,57.0,45.0,,37.0,60.1,,,,63.0,60.0,49.9,,,,,,95.2,57.2,,,,86.7,24.0,,25.0,,12.0,5.0,31.0,,,,,-4.3,,,135.7,,,15.0,-7.7,,9.0,-3.0,,-11.0,12.1,,,,15.0,12.0,1.9,,,,,,47.2,9.2,,,,38.7,,False,,True,True,False,,,,,True,,,False,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,False,True,,,,False
18171,14,14.0,,17.4,,13.0,12.0,11.0,,,,,12.8,,,18.1,,,13.0,10.1,,10.9,,,10.0,17.3,,,,14.0,11.0,20.1,,,,,,,10.4,,,,22.1,0.0,,3.4,,-1.0,-2.0,-3.0,,,,,-1.2,,,4.1,,,-1.0,-3.9,,-3.1,,,-4.0,3.3,,,,0.0,-3.0,6.1,,,,,,,-3.6,,,,8.1,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,False,,,,False
18173,116,161.0,,158.7,,151.0,146.0,147.0,,,,,136.8,,,191.7,,,114.0,78.3,,177.8,138.0,,98.5,159.8,,,,144.0,159.0,148.9,,,,,,202.6,151.9,,,,279.6,45.0,,42.7,,35.0,30.0,31.0,,,,,20.8,,,75.7,,,-2.0,-37.7,,61.8,22.0,,-17.5,43.8,,,,28.0,43.0,32.9,,,,,,86.6,35.9,,,,163.6,,True,,True,True,True,,,,,True,,,False,,,True,True,,False,True,,True,True,,,,True,True,True,,,,,,False,True,,,,False
18175,43,54.0,,55.5,,52.0,44.0,57.0,,,,,36.8,,,46.8,,,60.0,37.9,,46.6,,,35.0,41.7,,,,54.0,50.0,64.5,,,,,,,43.8,,,,70.3,11.0,,12.5,,9.0,1.0,14.0,,,,,-6.2,,,3.8,,,17.0,-5.1,,3.6,,,-8.0,-1.3,,,,11.0,7.0,21.5,,,,,,,0.8,,,,27.3,,False,,True,True,False,,,,,True,,,True,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,,True,,,,False
18177,103,110.0,,110.2,,104.0,98.0,113.0,,,,,93.1,,,85.0,,,181.0,65.4,,132.8,105.0,,72.0,94.5,,,,101.0,80.0,121.2,,,,,,166.9,108.6,,,,167.9,7.0,,7.2,,1.0,-5.0,10.0,,,,,-9.9,,,-18.0,,,78.0,-37.6,,29.8,2.0,,-31.0,-8.5,,,,-2.0,-23.0,18.2,,,,,,63.9,5.6,,,,64.9,,False,,True,True,False,,,,,False,,,False,,,False,False,,False,True,,False,False,,,,True,False,False,,,,,,False,True,,,,False
18179,45,44.0,,36.0,,35.0,35.0,27.0,,,,,31.6,,,65.9,,,75.0,10.5,,43.6,,,47.5,31.5,,,,32.0,34.0,47.0,,,,,,,29.2,,,,63.6,-1.0,,-9.0,,-10.0,-10.0,-18.0,,,,,-13.4,,,20.9,,,30.0,-34.5,,-1.4,,,2.5,-13.5,,,,-13.0,-11.0,2.0,,,,,,,-15.8,,,,18.6,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False
18181,50,69.0,,66.8,,44.0,58.0,37.0,,,,,37.7,,,148.3,,,41.0,18.2,,53.2,,,26.0,49.0,,,,51.0,47.0,42.9,,,,,,102.4,97.5,,,,76.5,19.0,,16.8,,-6.0,8.0,-13.0,,,,,-12.3,,,98.3,,,-9.0,-31.8,,3.2,,,-24.0,-1.0,,,,1.0,-3.0,-7.1,,,,,,52.4,47.5,,,,26.5,,True,,True,True,True,,,,,True,,,False,,,True,False,,True,,,False,True,,,,True,True,True,,,,,,False,False,,,,False
18183,92,91.0,,93.7,,75.0,76.0,80.0,,,,,57.4,,,154.4,,,69.0,73.5,,76.1,68.0,,65.0,82.4,,,,93.0,79.0,70.0,,,,,,87.3,87.7,,,,106.6,-1.0,,1.7,,-17.0,-16.0,-12.0,,,,,-34.6,,,62.4,,,-23.0,-18.5,,-15.9,-24.0,,-27.0,-9.6,,,,1.0,-13.0,-22.0,,,,,,-4.7,-4.3,,,,14.6,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False
19001,41,16.0,,16.3,,10.0,10.0,7.0,,,,,8.4,,,7.4,,,10.0,2.2,,10.3,,,5.0,7.7,,,,9.0,16.0,12.6,,,,,,,9.5,,,,15.3,-25.0,,-24.7,,-31.0,-31.0,-34.0,,,,,-32.6,,,-33.6,,,-31.0,-38.8,,-30.7,,,-36.0,-33.3,,,,-32.0,-25.0,-28.4,,,,,,,-31.5,,,,-25.7,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False
19003,3,5.0,,3.7,,5.0,5.0,0.0,,,,,4.2,,,6.8,,,6.0,7.1,,5.6,,,2.0,3.5,,,,5.0,6.0,9.1,,,,,,,6.2,,,,5.0,2.0,,0.7,,2.0,2.0,-3.0,,,,,1.2,,,3.8,,,3.0,4.1,,2.6,,,-1.0,0.5,,,,2.0,3.0,6.1,,,,,,,3.2,,,,2.0,,True,,False,False,False,,,,,True,,,False,,,False,False,,False,,,True,True,,,,False,False,False,,,,,,,False,,,,True
19005,25,21.0,,19.5,,19.0,18.0,14.0,,,,,14.1,,,6.8,,,22.0,9.5,,22.2,,,11.0,18.4,,,,13.0,26.0,27.8,,,,,,,17.0,,,,27.2,-4.0,,-5.5,,-6.0,-7.0,-11.0,,,,,-10.9,,,-18.2,,,-3.0,-15.5,,-2.8,,,-14.0,-6.6,,,,-12.0,1.0,2.8,,,,,,,-8.0,,,,2.2,,False,,False,False,False,,,,,False,,,False,,,True,False,,True,,,False,False,,,,False,True,True,,,,,,,False,,,,True
19007,29,15.0,,16.6,,14.0,16.0,14.0,,,,,12.6,,,11.2,,,22.0,9.5,,18.1,,,9.0,13.5,,,,13.0,16.0,20.0,,,,,,,23.1,,,,25.2,-14.0,,-12.4,,-15.0,-13.0,-15.0,,,,,-16.4,,,-17.8,,,-7.0,-19.5,,-10.9,,,-20.0,-15.5,,,,-16.0,-13.0,-9.0,,,,,,,-5.9,,,,-3.8,,True,,False,True,False,,,,,False,,,False,,,True,False,,True,,,False,False,,,,False,True,True,,,,,,,True,,,,True
19009,9,11.0,,11.0,,9.0,9.0,7.0,,,,,6.2,,,12.1,,,9.0,16.4,,9.2,,,6.0,6.2,,,,8.0,12.0,12.3,,,,,,,11.0,,,,11.3,2.0,,2.0,,0.0,0.0,-2.0,,,,,-2.8,,,3.1,,,0.0,7.4,,0.2,,,-3.0,-2.8,,,,-1.0,3.0,3.3,,,,,,,2.0,,,,2.3,,True,,True,True,False,,,,,False,,,False,,,True,False,,True,,,False,False,,,,True,False,False,,,,,,,True,,,,False
19011,56,45.0,,45.2,,42.0,43.0,42.0,,,,,21.4,,,25.5,,,41.0,53.3,,28.9,,,36.0,33.5,,,,42.0,64.0,42.5,,,,,,46.4,55.5,,,,57.6,-11.0,,-10.8,,-14.0,-13.0,-14.0,,,,,-34.6,,,-30.5,,,-15.0,-2.7,,-27.1,,,-20.0,-22.5,,,,-14.0,8.0,-13.5,,,,,,-9.6,-0.5,,,,1.6,,True,,False,False,False,,,,,False,,,False,,,False,True,,False,,,False,False,,,,False,True,False,,,,,,True,True,,,,True
