,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
13017,168,452.0,,464.3,,234.0,645.0,,,,,198.0,154.2,,220.8,314.2,80.9,,219.8,,444.5,,,,263.0,,284.0,,296.3,,66.0,477.0,,,,,30.0,-13.8,,52.8,146.2,-87.1,,51.8,,276.5,,,,95.0,,,False,,True,False,,,,,True,True,,True,True,True,,True,,True,,,,True,
13019,86,180.0,,173.7,,120.0,207.0,,,,,357.0,134.3,,89.0,125.8,94.2,,76.2,,130.6,,,,196.0,,94.0,,87.7,,34.0,121.0,,,,,271.0,48.3,,3.0,39.8,8.2,,-9.8,,44.6,,,,110.0,,,True,,True,False,,,,,False,True,,True,True,True,,True,,True,,,,False,
13021,1722,1772.0,2363.9,1746.7,,1624.0,1885.0,,,,,1367.0,1217.1,,1836.0,1436.2,685.3,,1201.0,,1645.7,1640.0,,,1040.0,,50.0,641.9,24.7,,-98.0,163.0,,,,,-355.0,-504.9,,114.0,-285.8,-1036.7,,-521.0,,-76.3,-82.0,,,-682.0,,False,True,,False,False,,,,,False,False,,False,False,False,,False,,False,False,,,False,
13023,140,368.0,,361.0,,153.0,718.0,,,,,96.0,149.7,,28.4,177.7,55.6,,180.3,,219.6,,,,183.0,,228.0,,221.0,,13.0,578.0,,,,,-44.0,9.7,,-111.6,37.7,-84.4,,40.3,,79.6,,,,43.0,,,True,,True,False,,,,,True,True,,True,True,True,,True,,True,,,,True,
13025,56,108.0,,110.2,,70.0,85.0,,,,,226.0,126.5,,32.2,69.3,57.3,,56.9,,98.6,,,,91.0,,52.0,,54.2,,14.0,29.0,,,,,170.0,70.5,,-23.8,13.3,1.3,,0.9,,42.6,,,,35.0,,,False,,True,True,,,,,False,False,,True,True,True,,True,,True,,,,True,
13027,66,76.0,,38.6,,53.0,68.0,,,,,359.0,67.8,,21.3,83.4,0.5,,53.1,,88.1,,,,69.0,,10.0,,-27.4,,-13.0,2.0,,,,,293.0,1.8,,-44.7,17.4,-65.5,,-12.9,,22.1,,,,3.0,,,False,,False,True,,,,,False,True,,False,False,False,,False,,False,,,,True,
13029,251,308.0,,318.5,,227.0,247.0,,,,,252.0,228.4,,219.8,226.0,161.4,,85.4,,157.3,,,,254.0,,57.0,,67.5,,-24.0,-4.0,,,,,1.0,-22.6,,-31.2,-25.0,-89.6,,-165.6,,-93.7,,,,3.0,,,False,,True,True,,,,,True,True,,True,True,False,,False,,False,,,,True,
13031,1222,552.0,1273.0,595.3,,373.0,463.0,,,,,532.0,515.7,,305.9,379.2,279.0,,196.5,,341.2,,,,496.0,,-670.0,51.0,-626.7,,-849.0,-759.0,,,,,-690.0,-706.3,,-916.1,-842.8,-943.0,,-1025.5,,-880.8,,,,-726.0,,True,True,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,False,
13033,189,304.0,,284.6,,238.0,202.0,,,,,138.0,183.1,,280.2,238.1,90.2,,251.8,,357.1,,,,195.0,,115.0,,95.6,,49.0,13.0,,,,,-51.0,-5.9,,91.2,49.1,-98.8,,62.8,,168.1,,,,6.0,,,True,,True,True,,,,,True,True,,True,True,True,,True,,False,,,,True,
13035,101,80.0,,94.1,,71.0,50.0,,,,,148.0,85.8,,18.2,78.0,39.8,,78.9,,79.5,,,,41.0,,-21.0,,-6.9,,-30.0,-51.0,,,,,47.0,-15.2,,-82.8,-23.0,-61.2,,-22.1,,-21.5,,,,-60.0,,,True,,False,False,,,,,False,True,,False,False,False,,False,,False,,,,False,
13037,22,40.0,,39.6,,19.0,0.0,,,,,101.0,23.6,,7.8,38.2,1.2,,19.4,,30.5,,,,27.0,,18.0,,17.6,,-3.0,-22.0,,,,,79.0,1.6,,-14.2,16.2,-20.8,,-2.6,,8.5,,,,5.0,,,True,,True,False,,,,,False,True,,True,True,False,,True,,True,,,,True,
13039,293,476.0,669.4,515.0,,362.0,382.0,,,,,551.0,365.5,,341.9,290.4,182.5,,168.0,,474.8,,,,288.0,,183.0,376.4,222.0,,69.0,89.0,,,,,258.0,72.5,,48.9,-2.6,-110.5,,-125.0,,181.8,,,,-5.0,,False,False,,True,True,,,,,False,True,,True,True,True,,True,,True,,,,True,
13043,118,108.0,,107.8,,54.0,64.0,,,,,57.0,85.7,,21.4,54.3,8.4,,23.3,,162.3,,,,65.0,,-10.0,,-10.2,,-64.0,-54.0,,,,,-61.0,-32.3,,-96.6,-63.7,-109.6,,-94.7,,44.3,,,,-53.0,,,False,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,False,
13045,490,692.0,1067.8,705.8,,544.0,1175.0,,,,,788.0,744.5,,287.9,541.3,187.5,,485.5,,531.7,,,,623.0,,202.0,577.8,215.8,,54.0,685.0,,,,,298.0,254.5,,-202.1,51.3,-302.5,,-4.5,,41.7,,,,133.0,,False,False,,True,False,,,,,False,False,,False,True,False,,True,,True,,,,True,
13047,293,312.0,280.1,294.0,,253.0,219.0,,,,,520.0,458.6,,133.6,202.2,239.6,,80.4,,334.0,,,,301.0,,19.0,-12.9,1.0,,-40.0,-74.0,,,,,227.0,165.6,,-159.4,-90.8,-53.4,,-212.6,,41.0,,,,8.0,,True,True,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,True,
13049,142,136.0,,116.2,,158.0,108.0,,,,,303.0,98.8,,193.8,191.3,0.3,,187.1,,244.2,,,,44.0,,-6.0,,-25.8,,16.0,-34.0,,,,,161.0,-43.2,,51.8,49.3,-141.7,,45.1,,102.2,,,,-98.0,,,False,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,False,
13051,1512,2204.0,2624.6,2197.1,1784.3,1551.0,1684.0,,,,,2193.0,1989.2,,1480.4,1453.4,905.1,,1274.3,,1497.0,1243.0,,,1352.0,,692.0,1112.6,685.1,272.3,39.0,172.0,,,,,681.0,477.2,,-31.6,-58.6,-606.9,,-237.7,,-15.0,-269.0,,,-160.0,,False,True,True,True,True,,,,,True,True,,True,True,True,,True,,True,True,,,True,
13053,774,204.0,,349.1,,136.0,102.0,,,,,143.0,81.3,,90.6,149.2,0.4,,182.6,,196.1,,,,0.0,,-570.0,,-424.9,,-638.0,-672.0,,,,,-631.0,-692.7,,-683.4,-624.8,-773.6,,-591.4,,-577.9,,,,-774.0,,,True,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,False,
13055,317,400.0,,395.6,,263.0,571.0,,,,,190.0,257.3,,457.4,263.1,156.3,,168.8,,445.3,,,,445.0,,83.0,,78.6,,-54.0,254.0,,,,,-127.0,-59.7,,140.4,-53.9,-160.7,,-148.2,,128.3,,,,128.0,,,True,,True,False,,,,,False,True,,False,True,False,,False,,False,,,,False,
13057,1534,2164.0,2179.7,2000.8,,1522.0,1274.0,,,,,1442.0,1340.2,,2047.1,1706.4,1076.4,,1543.5,,1423.7,1846.0,,,1708.0,,630.0,645.7,466.8,,-12.0,-260.0,,,,,-92.0,-193.8,,513.1,172.4,-457.6,,9.5,,-110.3,312.0,,,174.0,,False,True,,True,True,,,,,True,True,,True,True,True,,True,,True,True,,,True,
13059,2192,844.0,1436.5,944.8,,625.0,380.0,,,,,693.0,807.9,,544.3,619.6,284.5,,700.6,,645.9,550.0,,,542.0,,-1348.0,-755.5,-1247.2,,-1567.0,-1812.0,,,,,-1499.0,-1384.1,,-1647.7,-1572.4,-1907.5,,-1491.4,,-1546.1,-1642.0,,,-1650.0,,True,True,,False,False,,,,,False,False,,False,False,False,,False,,False,False,,,False,
13061,17,60.0,,59.9,,36.0,41.0,,,,,19.0,10.0,,18.7,44.7,24.7,,88.8,,42.3,,,,29.0,,43.0,,42.9,,19.0,24.0,,,,,2.0,-7.0,,1.7,27.7,7.7,,71.8,,25.3,,,,12.0,,,True,,True,True,,,,,True,True,,True,True,True,,False,,True,,,,True,
13063,1369,1992.0,2962.0,2087.1,1727.3,1752.0,2202.0,,,,,2271.0,1659.9,,1562.3,1773.4,754.1,,1835.0,,1529.9,1222.0,,,1642.0,,623.0,1593.0,718.1,358.3,383.0,833.0,,,,,902.0,290.9,,193.3,404.4,-614.9,,466.0,,160.9,-147.0,,,273.0,,False,False,True,True,False,,,,,False,True,,True,True,True,,True,,True,True,,,True,
13065,117,88.0,,86.1,,69.0,98.0,,,,,163.0,49.5,,20.4,58.6,45.5,,65.8,,89.0,,,,46.0,,-29.0,,-30.9,,-48.0,-19.0,,,,,46.0,-67.5,,-96.6,-58.4,-71.5,,-51.2,,-28.0,,,,-71.0,,,False,,False,True,,,,,False,False,,False,False,False,,False,,True,,,,False,
13067,3607,5960.0,8609.7,6177.5,4593.7,3996.0,3487.0,,,,,4779.0,4693.0,,4434.7,3489.9,3301.8,,2004.4,,4076.1,3158.0,,,3677.0,,2353.0,5002.7,2570.5,986.7,389.0,-120.0,,,,,1172.0,1086.0,,827.7,-117.1,-305.2,,-1602.6,,469.1,-449.0,,,70.0,,False,False,True,True,True,,,,,True,True,,True,True,True,,True,,True,True,,,True,
13069,323,552.0,,547.9,,399.0,526.0,,,,,657.0,254.8,,312.0,390.9,52.8,,405.3,,353.3,,,,211.0,,229.0,,224.9,,76.0,203.0,,,,,334.0,-68.2,,-11.0,67.9,-270.2,,82.3,,30.3,,,,-112.0,,,True,,True,True,,,,,False,True,,True,True,False,,True,,True,,,,True,
13071,251,320.0,,324.5,,217.0,391.0,,,,,603.0,152.1,,121.4,268.8,17.1,,103.3,,233.4,,,,230.0,,69.0,,73.5,,-34.0,140.0,,,,,352.0,-98.9,,-129.6,17.8,-233.9,,-147.7,,-17.6,,,,-21.0,,,False,,True,False,,,,,False,False,,False,True,False,,False,,True,,,,True,
13073,847,1632.0,2905.2,1562.8,,1379.0,2112.0,,,,,812.0,1134.0,,1636.3,1143.0,645.9,,1366.9,,1096.7,1949.0,,,1256.0,,785.0,2058.2,715.8,,532.0,1265.0,,,,,-35.0,287.0,,789.3,296.0,-201.1,,519.9,,249.7,1102.0,,,409.0,,False,True,,True,False,,,,,True,True,,False,True,True,,True,,True,False,,,True,
13075,59,160.0,,162.1,,106.0,107.0,,,,,317.0,125.2,,53.7,97.2,62.4,,102.0,,128.9,,,,100.0,,101.0,,103.1,,47.0,48.0,,,,,258.0,66.2,,-5.3,38.2,3.4,,43.0,,69.9,,,,41.0,,,False,,True,True,,,,,False,True,,True,True,True,,True,,True,,,,True,
13077,646,1060.0,899.3,1035.0,,773.0,2342.0,,,,,728.0,795.0,,680.6,972.9,437.1,,644.2,,812.5,1300.0,,,1389.0,,414.0,253.3,389.0,,127.0,1696.0,,,,,82.0,149.0,,34.6,326.9,-208.9,,-1.8,,166.5,654.0,,,743.0,,True,True,,True,False,,,,,True,True,,True,True,True,,True,,True,False,,,False,
13079,50,56.0,,55.1,,45.0,57.0,,,,,39.0,69.1,,16.9,48.0,47.1,,42.9,,31.7,,,,61.0,,6.0,,5.1,,-5.0,7.0,,,,,-11.0,19.1,,-33.1,-2.0,-2.9,,-7.1,,-18.3,,,,11.0,,,True,,True,False,,,,,False,False,,False,True,True,,False,,False,,,,False,
13081,99,148.0,,144.7,,87.0,160.0,,,,,226.0,69.1,,66.4,123.7,18.2,,61.1,,97.3,,,,244.0,,49.0,,45.7,,-12.0,61.0,,,,,127.0,-29.9,,-32.6,24.7,-80.8,,-37.9,,-1.7,,,,145.0,,,True,,True,False,,,,,False,True,,True,True,False,,True,,True,,,,False,
13083,85,112.0,,111.5,,89.0,194.0,,,,,108.0,108.1,,92.9,86.1,43.6,,20.0,,99.5,,,,130.0,,27.0,,26.5,,4.0,109.0,,,,,23.0,23.1,,7.9,1.1,-41.4,,-65.0,,14.5,,,,45.0,,,True,,True,False,,,,,True,True,,True,True,False,,False,,True,,,,False,
13085,271,448.0,,462.0,,303.0,645.0,,,,,106.0,193.0,,408.3,300.1,189.0,,158.8,,602.2,,,,279.0,,177.0,,191.0,,32.0,374.0,,,,,-165.0,-78.0,,137.3,29.1,-82.0,,-112.2,,331.2,,,,8.0,,,False,,True,False,,,,,True,True,,True,True,True,,True,,False,,,,True,
13087,221,276.0,,230.8,,183.0,202.0,,,,,402.0,239.6,,68.8,139.2,198.1,,55.8,,382.0,,,,127.0,,55.0,,9.8,,-38.0,-19.0,,,,,181.0,18.6,,-152.2,-81.8,-22.9,,-165.2,,161.0,,,,-94.0,,,True,,True,True,,,,,False,True,,False,False,True,,False,,False,,,,False,
13089,2551,4696.0,5459.7,4656.9,4586.9,3380.0,2923.0,,,,,4995.0,4089.7,,3309.3,3255.6,2337.1,,3039.4,,2695.6,3587.0,,,3971.0,,2145.0,2908.7,2105.9,2035.9,829.0,372.0,,,,,2444.0,1538.7,,758.3,704.6,-213.9,,488.4,,144.6,1036.0,,,1420.0,,False,True,True,True,True,,,,,False,True,,True,True,True,,True,,True,True,,,True,
13091,119,160.0,,180.0,,79.0,205.0,,,,,155.0,118.7,,36.9,107.8,54.9,,55.0,,82.0,,,,141.0,,41.0,,61.0,,-40.0,86.0,,,,,36.0,-0.3,,-82.1,-11.2,-64.1,,-64.0,,-37.0,,,,22.0,,,False,,True,False,,,,,True,True,,False,True,False,,False,,True,,,,True,
13093,46,44.0,,43.9,,32.0,49.0,,,,,110.0,41.3,,4.5,41.8,3.2,,30.6,,30.8,,,,59.0,,-2.0,,-2.1,,-14.0,3.0,,,,,64.0,-4.7,,-41.5,-4.2,-42.8,,-15.4,,-15.2,,,,13.0,,,False,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,False,
13095,271,484.0,65.3,457.0,,379.0,503.0,,,,,923.0,381.3,,124.1,429.5,35.1,,329.6,,502.1,,,,405.0,,213.0,-205.7,186.0,,108.0,232.0,,,,,652.0,110.3,,-146.9,158.5,-235.9,,58.6,,231.1,,,,134.0,,True,True,,True,False,,,,,False,True,,True,True,False,,True,,False,,,,True,
13097,484,1028.0,2001.1,1027.2,,733.0,752.0,,,,,967.0,800.0,,611.6,633.0,583.4,,289.0,,813.7,596.0,,,672.0,,544.0,1517.1,543.2,,249.0,268.0,,,,,483.0,316.0,,127.6,149.0,99.4,,-195.0,,329.7,112.0,,,188.0,,False,True,,True,True,,,,,True,True,,True,True,True,,True,,True,True,,,True,
13099,64,96.0,,104.6,,77.0,124.0,,,,,103.0,32.9,,13.9,76.1,5.8,,19.8,,106.0,,,,75.0,,32.0,,40.6,,13.0,60.0,,,,,39.0,-31.1,,-50.1,12.1,-58.2,,-44.2,,42.0,,,,11.0,,,False,,True,False,,,,,False,True,,False,True,False,,False,,False,,,,True,
13101,13,20.0,,17.8,,6.0,0.0,,,,,65.0,10.2,,0.3,7.5,1.0,,8.8,,51.9,,,,0.0,,7.0,,4.8,,-7.0,-13.0,,,,,52.0,-2.8,,-12.7,-5.5,-12.0,,-4.2,,38.9,,,,-13.0,,,True,,False,False,,,,,False,True,,False,True,False,,True,,False,,,,False,
13103,447,364.0,629.8,353.2,,341.0,342.0,,,,,329.0,410.4,,262.0,284.0,318.6,,360.4,,400.3,,,,307.0,,-83.0,182.8,-93.8,,-106.0,-105.0,,,,,-118.0,-36.6,,-185.0,-163.0,-128.4,,-86.6,,-46.7,,,,-140.0,,False,False,,False,False,,,,,False,True,,False,False,False,,False,,True,,,,False,
13105,171,116.0,,116.6,,82.0,64.0,,,,,112.0,144.7,,43.4,84.0,81.2,,67.0,,92.2,,,,93.0,,-55.0,,-54.4,,-89.0,-107.0,,,,,-59.0,-26.3,,-127.6,-87.0,-89.8,,-104.0,,-78.8,,,,-78.0,,,True,,False,False,,,,,False,True,,False,False,False,,False,,False,,,,False,
13107,330,316.0,,314.3,,246.0,301.0,,,,,145.0,220.2,,234.9,254.6,148.7,,252.3,,229.9,,,,213.0,,-14.0,,-15.7,,-84.0,-29.0,,,,,-185.0,-109.8,,-95.1,-75.4,-181.3,,-77.7,,-100.1,,,,-117.0,,,False,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,False,
13109,88,252.0,,257.2,,122.0,122.0,,,,,100.0,136.4,,164.2,146.8,85.7,,24.8,,308.6,,,,106.0,,164.0,,169.2,,34.0,34.0,,,,,12.0,48.4,,76.2,58.8,-2.3,,-63.2,,220.6,,,,18.0,,,False,,True,True,,,,,True,True,,True,True,True,,True,,False,,,,True,
13111,165,144.0,,137.9,,126.0,140.0,,,,,129.0,163.7,,22.2,100.1,116.4,,69.2,,311.7,,,,138.0,,-21.0,,-27.1,,-39.0,-25.0,,,,,-36.0,-1.3,,-142.8,-64.9,-48.6,,-95.8,,146.7,,,,-27.0,,,False,,False,False,,,,,False,True,,False,False,False,,False,,False,,,,False,
13113,404,652.0,927.1,660.9,,541.0,760.0,,,,,517.0,627.1,,537.6,507.6,331.3,,553.2,,446.7,,,,626.0,,248.0,523.1,256.9,,137.0,356.0,,,,,113.0,223.1,,133.6,103.6,-72.7,,149.2,,42.7,,,,222.0,,False,False,,True,False,,,,,True,True,,True,True,True,,True,,True,,,,True,
13115,886,1204.0,1217.3,1185.2,,806.0,1600.0,,,,,755.0,577.1,,649.4,850.8,421.2,,584.9,,1707.6,,,,916.0,,318.0,331.3,299.2,,-80.0,714.0,,,,,-131.0,-308.9,,-236.6,-35.2,-464.8,,-301.1,,821.6,,,,30.0,,False,True,,True,False,,,,,True,True,,True,True,False,,True,,False,,,,True,
13117,961,1320.0,1522.7,1305.1,,1024.0,983.0,,,,,1175.0,1245.7,,995.3,962.4,1289.8,,519.5,,957.9,975.0,,,1330.0,,359.0,561.7,344.1,,63.0,22.0,,,,,214.0,284.7,,34.3,1.4,328.8,,-441.5,,-3.1,14.0,,,369.0,,False,True,,True,True,,,,,True,True,,True,True,True,,False,,True,True,,,False,
13119,203,224.0,,232.1,,175.0,308.0,,,,,212.0,137.6,,87.0,187.3,94.1,,132.3,,189.1,,,,225.0,,21.0,,29.1,,-28.0,105.0,,,,,9.0,-65.4,,-116.0,-15.7,-108.9,,-70.7,,-13.9,,,,22.0,,,False,,False,False,,,,,True,False,,False,True,False,,False,,True,,,,False,
13121,4241,7272.0,13243.4,7182.2,5943.3,4904.0,4362.0,,,,,6822.0,6319.8,,5806.5,4648.7,4113.4,,2575.5,,4332.5,4199.0,,,5823.0,,3031.0,9002.4,2941.2,1702.3,663.0,121.0,,,,,2581.0,2078.8,,1565.5,407.7,-127.6,,-1665.5,,91.5,-42.0,,,1582.0,,False,True,True,True,True,,,,,True,True,,True,True,True,,True,,True,True,,,True,
13123,105,240.0,,238.2,,203.0,284.0,,,,,191.0,321.1,,148.4,219.7,120.0,,132.8,,320.2,,,,169.0,,135.0,,133.2,,98.0,179.0,,,,,86.0,216.1,,43.4,114.7,15.0,,27.8,,215.2,,,,64.0,,,True,,True,False,,,,,True,False,,True,True,True,,True,,False,,,,True,
13125,14,12.0,,11.9,,4.0,0.0,,,,,7.0,10.0,,3.3,3.4,,,6.4,,15.6,,,,9.0,,-2.0,,-2.1,,-10.0,-14.0,,,,,-7.0,-4.0,,-10.7,-10.6,,,-7.6,,1.6,,,,-5.0,,,False,,False,False,,,,,False,False,,False,False,,,False,,True,,,,False,
13127,583,952.0,1850.0,959.6,,778.0,1127.0,,,,,900.0,465.3,,662.1,724.1,167.8,,422.2,,833.9,,,,523.0,,369.0,1267.0,376.6,,195.0,544.0,,,,,317.0,-117.7,,79.1,141.1,-415.2,,-160.8,,250.9,,,,-60.0,,False,False,,True,False,,,,,True,True,,True,True,False,,True,,True,,,,True,
13129,343,616.0,1117.9,593.9,,418.0,435.0,,,,,460.0,402.5,,318.4,402.8,235.7,,289.9,,906.5,,,,446.0,,273.0,774.9,250.9,,75.0,92.0,,,,,117.0,59.5,,-24.6,59.8,-107.3,,-53.1,,563.5,,,,103.0,,False,True,,True,True,,,,,True,True,,True,True,True,,True,,False,,,,True,
13131,175,280.0,,288.1,,248.0,372.0,,,,,378.0,232.8,,196.5,228.4,142.6,,247.1,,356.5,,,,138.0,,105.0,,113.1,,73.0,197.0,,,,,203.0,57.8,,21.5,53.4,-32.4,,72.1,,181.5,,,,-37.0,,,False,,True,False,,,,,False,True,,True,True,True,,True,,False,,,,True,
13133,128,192.0,,198.5,,132.0,171.0,,,,,82.0,125.0,,54.5,164.7,78.3,,134.3,,642.8,,,,110.0,,64.0,,70.5,,4.0,43.0,,,,,-46.0,-3.0,,-73.5,36.7,-49.7,,6.3,,514.8,,,,-18.0,,,False,,True,True,,,,,True,True,,False,True,True,,True,,False,,,,True,
13135,4315,7452.0,14684.2,7734.6,6088.8,5410.0,6088.0,,,,,5800.0,4848.9,,4377.5,4687.0,3905.5,,2393.4,,5841.6,4149.0,,,5464.0,,3137.0,10369.2,3419.6,1773.8,1095.0,1773.0,,,,,1485.0,533.9,,62.5,372.0,-409.5,,-1921.6,,1526.6,-166.0,,,1149.0,,False,False,True,True,True,,,,,True,True,,True,True,True,,True,,True,True,,,True,
13137,236,284.0,,288.2,,223.0,170.0,,,,,284.0,324.5,,107.9,249.1,89.9,,171.4,,286.4,,,,137.0,,48.0,,52.2,,-13.0,-66.0,,,,,48.0,88.5,,-128.1,13.1,-146.1,,-64.6,,50.4,,,,-99.0,,,False,,True,False,,,,,False,False,,False,True,False,,False,,False,,,,False,
13139,1829,1908.0,1301.3,1954.1,1407.3,1425.0,1305.0,,,,,1572.0,1469.0,,1543.8,1489.6,930.1,,1213.8,,1911.8,1598.0,,,1165.0,,79.0,-527.7,125.1,-421.7,-404.0,-524.0,,,,,-257.0,-360.0,,-285.2,-339.4,-898.9,,-615.2,,82.8,-231.0,,,-664.0,,False,False,False,False,False,,,,,False,False,,False,False,False,,False,,False,False,,,False,
13141,36,92.0,,100.2,,65.0,86.0,,,,,49.0,84.4,,16.4,77.7,1.3,,67.1,,109.2,,,,55.0,,56.0,,64.2,,29.0,50.0,,,,,13.0,48.4,,-19.6,41.7,-34.7,,31.1,,73.2,,,,19.0,,,False,,True,True,,,,,True,True,,True,True,True,,True,,False,,,,True,
13143,147,156.0,,162.7,,126.0,200.0,,,,,158.0,155.9,,47.9,118.0,137.8,,107.2,,121.8,,,,185.0,,9.0,,15.7,,-21.0,53.0,,,,,11.0,8.9,,-99.1,-29.0,-9.2,,-39.8,,-25.2,,,,38.0,,,False,,False,False,,,,,False,True,,False,False,False,,False,,False,,,,False,
13145,78,120.0,,115.7,,109.0,54.0,,,,,189.0,114.4,,37.9,109.5,111.9,,112.9,,155.1,,,,81.0,,42.0,,37.7,,31.0,-24.0,,,,,111.0,36.4,,-40.1,31.5,33.9,,34.9,,77.1,,,,3.0,,,True,,True,True,,,,,False,True,,True,True,True,,True,,False,,,,True,
13147,118,180.0,,170.9,,132.0,129.0,,,,,147.0,258.4,,70.2,146.9,93.7,,66.6,,136.0,,,,140.0,,62.0,,52.9,,14.0,11.0,,,,,29.0,140.4,,-47.8,28.9,-24.3,,-51.4,,18.0,,,,22.0,,,True,,True,True,,,,,True,False,,True,True,True,,True,,True,,,,True,
13149,29,44.0,,44.7,,35.0,28.0,,,,,53.0,65.2,,8.4,30.5,74.0,,45.6,,30.7,,,,36.0,,15.0,,15.7,,6.0,-1.0,,,,,24.0,36.2,,-20.6,1.5,45.0,,16.6,,1.7,,,,7.0,,,False,,True,True,,,,,False,False,,False,True,False,,False,,True,,,,True,
13151,1016,1496.0,2307.5,1582.5,,1296.0,1726.0,,,,,1347.0,1281.5,,1149.8,1162.4,697.5,,1323.8,,1181.3,1489.0,,,1323.0,,480.0,1291.5,566.5,,280.0,710.0,,,,,331.0,265.5,,133.8,146.4,-318.5,,307.8,,165.3,473.0,,,307.0,,False,False,,True,False,,,,,True,True,,True,True,True,,True,,True,True,,,True,
13153,697,844.0,2031.9,844.2,,780.0,714.0,,,,,831.0,716.0,,1024.4,933.6,459.0,,873.7,,557.4,528.0,,,844.0,,147.0,1334.9,147.2,,83.0,17.0,,,,,134.0,19.0,,327.4,236.6,-238.0,,176.7,,-139.6,-169.0,,,147.0,,False,False,,True,True,,,,,True,True,,False,False,False,,False,,True,False,,,False,
13155,77,48.0,,58.9,,37.0,35.0,,,,,151.0,38.8,,19.6,34.1,38.3,,51.6,,31.8,,,,70.0,,-29.0,,-18.1,,-40.0,-42.0,,,,,74.0,-38.2,,-57.4,-42.9,-38.7,,-25.4,,-45.2,,,,-7.0,,,True,,False,False,,,,,False,False,,False,False,False,,True,,False,,,,True,
13157,554,468.0,944.4,505.2,,376.0,396.0,,,,,393.0,419.3,,250.0,352.9,287.8,,375.5,,787.5,,,,337.0,,-86.0,390.4,-48.8,,-178.0,-158.0,,,,,-161.0,-134.7,,-304.0,-201.1,-266.2,,-178.5,,233.5,,,,-217.0,,False,True,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,False,
13159,31,60.0,,40.9,,44.0,128.0,,,,,45.0,68.4,,10.8,58.4,48.5,,34.6,,88.7,,,,38.0,,29.0,,9.9,,13.0,97.0,,,,,14.0,37.4,,-20.2,27.4,17.5,,3.6,,57.7,,,,7.0,,,True,,True,False,,,,,True,False,,True,True,True,,True,,False,,,,True,
13161,149,368.0,,350.5,,176.0,202.0,,,,,176.0,168.1,,127.8,236.4,122.5,,127.3,,557.3,,,,112.0,,219.0,,201.5,,27.0,53.0,,,,,27.0,19.1,,-21.2,87.4,-26.5,,-21.7,,408.3,,,,-37.0,,,True,,True,True,,,,,True,True,,True,True,True,,True,,False,,,,True,
13163,188,280.0,,279.5,,173.0,134.0,,,,,99.0,148.1,,134.1,214.7,137.0,,243.8,,287.4,,,,96.0,,92.0,,91.5,,-15.0,-54.0,,,,,-89.0,-39.9,,-53.9,26.7,-51.0,,55.8,,99.4,,,,-92.0,,,True,,True,True,,,,,True,True,,True,True,True,,True,,False,,,,False,
