,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
18025,49,15.0,,16.0,,,,27.5,,5.9,,11.2,,17.0,-34.0,,-33.0,,,,-21.5,,-43.1,,-37.8,,-32.0,,True,,,,True,,False,,False,,True
18027,312,120.0,,144.0,,,,243.7,,42.9,,295.8,,115.0,-192.0,,-168.0,,,,-68.3,,-269.1,,-16.2,,-197.0,,True,,,,True,,False,,True,,False
18029,106,200.0,,124.0,,,,482.8,,89.0,,181.5,,133.0,94.0,,18.0,,,,376.8,,-17.0,,75.5,,27.0,,True,,,,False,,True,,True,,True
18031,105,125.0,,306.0,,,,141.7,,20.0,,244.6,,170.0,20.0,,201.0,,,,36.7,,-85.0,,139.6,,65.0,,False,,,,False,,False,,False,,False
18033,170,80.0,,183.0,,,,164.5,,10.4,,99.0,,66.0,-90.0,,13.0,,,,-5.5,,-159.6,,-71.0,,-104.0,,True,,,,True,,False,,True,,False
18035,987,430.0,145.5,682.0,,,,1022.2,,241.4,,530.0,,785.0,-557.0,-841.5,-305.0,,,,35.2,,-745.6,,-457.0,,-202.0,False,True,,,,True,,False,,True,,True
18037,219,355.0,,186.0,,,,519.0,,100.2,,175.8,,187.0,136.0,,-33.0,,,,300.0,,-118.8,,-43.2,,-32.0,,True,,,,False,,True,,True,,True
18039,1194,1175.0,543.5,1378.0,,,,686.3,,807.7,,881.5,,691.0,-19.0,-650.5,184.0,,,,-507.7,,-386.3,,-312.5,,-503.0,False,False,,,,False,,False,,False,,False
18041,209,180.0,,437.0,,,,211.3,,43.2,,208.1,,299.0,-29.0,,228.0,,,,2.3,,-165.8,,-0.9,,90.0,,False,,,,True,,False,,True,,False
18043,442,535.0,229.5,471.0,,,,901.9,,247.7,,690.4,,481.0,93.0,-212.5,29.0,,,,459.9,,-194.3,,248.4,,39.0,False,True,,,,False,,False,,False,,True
18045,36,55.0,,93.0,,,,129.9,,10.6,,31.0,,55.0,19.0,,57.0,,,,93.9,,-25.4,,-5.0,,19.0,,False,,,,False,,False,,True,,False
18047,46,220.0,,386.0,,,,167.7,,18.7,,213.8,,250.0,174.0,,340.0,,,,121.7,,-27.3,,167.8,,204.0,,False,,,,True,,True,,True,,False
18049,55,125.0,,186.0,,,,231.4,,48.0,,130.3,,130.0,70.0,,131.0,,,,176.4,,-7.0,,75.3,,75.0,,False,,,,False,,True,,False,,False
18051,157,125.0,,93.0,,,,313.0,,98.9,,139.9,,78.0,-32.0,,-64.0,,,,156.0,,-58.1,,-17.1,,-79.0,,False,,,,False,,False,,True,,False
18053,282,150.0,312.0,43.0,,,,353.2,,22.2,,354.5,,76.0,-132.0,30.0,-239.0,,,,71.2,,-259.8,,72.5,,-206.0,True,False,,,,True,,False,,True,,False
18055,144,55.0,,105.0,,,,149.7,,13.2,,68.7,,48.0,-89.0,,-39.0,,,,5.7,,-130.8,,-75.3,,-96.0,,True,,,,True,,False,,True,,False
18057,1702,1385.0,581.9,1710.0,,,,2081.9,,1505.3,,1464.5,,1290.0,-317.0,-1120.1,8.0,,,,379.9,,-196.7,,-237.5,,-412.0,False,True,,,,False,,True,,True,,False
18059,215,195.0,125.2,117.0,,,,319.2,,62.0,,123.9,,150.0,-20.0,-89.8,-98.0,,,,104.2,,-153.0,,-91.1,,-65.0,False,False,,,,False,,False,,False,,False
18061,201,225.0,,469.0,,,,295.9,,133.5,,366.5,,439.0,24.0,,268.0,,,,94.9,,-67.5,,165.5,,238.0,,False,,,,False,,False,,False,,False
18063,656,700.0,106.7,1356.0,,,,729.0,,468.4,,898.7,,1021.0,44.0,-549.3,700.0,,,,73.0,,-187.6,,242.7,,365.0,False,False,,,,False,,False,,False,,False
18065,315,90.0,,88.0,,,,234.3,,55.0,,62.3,,68.0,-225.0,,-227.0,,,,-80.7,,-260.0,,-252.7,,-247.0,,False,,,,True,,False,,False,,False
18067,330,430.0,252.2,534.0,,,,462.5,,175.3,,562.9,,444.0,100.0,-77.8,204.0,,,,132.5,,-154.7,,232.9,,114.0,True,False,,,,False,,False,,False,,False
18069,75,20.0,,0.0,,,,81.1,,2.1,,12.5,,5.0,-55.0,,-75.0,,,,6.1,,-72.9,,-62.5,,-70.0,,False,,,,True,,False,,False,,False
18071,137,190.0,,271.0,,,,170.8,,78.1,,109.3,,265.0,53.0,,134.0,,,,33.8,,-58.9,,-27.7,,128.0,,False,,,,True,,False,,True,,False
18073,132,175.0,,232.0,,,,180.7,,76.6,,196.4,,190.0,43.0,,100.0,,,,48.7,,-55.4,,64.4,,58.0,,False,,,,False,,False,,False,,False
18075,60,50.0,,118.0,,,,102.8,,14.8,,28.1,,238.0,-10.0,,58.0,,,,42.8,,-45.2,,-31.9,,178.0,,False,,,,False,,False,,False,,False
18077,70,60.0,,34.0,,,,156.3,,11.2,,45.7,,21.0,-10.0,,-36.0,,,,86.3,,-58.8,,-24.3,,-49.0,,False,,,,False,,False,,False,,False
18079,78,80.0,,219.0,,,,116.0,,30.4,,30.5,,164.0,2.0,,141.0,,,,38.0,,-47.6,,-47.5,,86.0,,False,,,,False,,False,,False,,False
18081,395,550.0,171.8,645.0,,,,812.0,,338.1,,553.8,,521.0,155.0,-223.2,250.0,,,,417.0,,-56.9,,158.8,,126.0,False,False,,,,False,,True,,False,,True
18083,275,125.0,,200.0,,,,297.3,,79.5,,161.7,,130.0,-150.0,,-75.0,,,,22.3,,-195.5,,-113.3,,-145.0,,True,,,,True,,False,,True,,True
18085,291,165.0,302.3,38.0,,,,314.4,,37.5,,61.1,,111.0,-126.0,11.3,-253.0,,,,23.4,,-253.5,,-229.9,,-180.0,True,False,,,,True,,False,,False,,False
18087,68,90.0,,147.0,,,,110.3,,14.2,,52.5,,72.0,22.0,,79.0,,,,42.3,,-53.8,,-15.5,,4.0,,False,,,,False,,False,,True,,True
18089,2295,2510.0,2355.6,5798.0,,,,2833.7,,2058.8,,2216.0,,1864.0,215.0,60.6,3503.0,,,,538.7,,-236.2,,-79.0,,-431.0,True,False,,,,False,,False,,True,,False
18091,408,380.0,255.1,459.0,,,,786.2,,157.0,,358.3,,480.0,-28.0,-152.9,51.0,,,,378.2,,-251.0,,-49.7,,72.0,False,False,,,,False,,False,,False,,False
18093,148,85.0,,121.0,,,,207.2,,27.8,,86.8,,112.0,-63.0,,-27.0,,,,59.2,,-120.2,,-61.2,,-36.0,,True,,,,True,,False,,True,,True
18095,530,550.0,27.4,1160.0,,,,1195.8,,338.7,,652.5,,1337.0,20.0,-502.6,630.0,,,,665.8,,-191.3,,122.5,,807.0,False,False,,,,False,,False,,False,,False
18097,3953,5615.0,844.2,9124.0,,,,6017.3,,3112.6,,5308.2,,5606.0,1662.0,-3108.8,5171.0,,,,2064.3,,-840.4,,1355.2,,1653.0,False,False,,,,False,,True,,True,,True
18099,177,175.0,,103.0,,,,271.7,,58.6,,120.7,,85.0,-2.0,,-74.0,,,,94.7,,-118.4,,-56.3,,-92.0,,False,,,,False,,False,,False,,False
18101,101,5.0,,0.0,,,,36.5,,13.4,,20.6,,2.0,-96.0,,-101.0,,,,-64.5,,-87.6,,-80.4,,-99.0,,False,,,,True,,True,,True,,False
18103,142,65.0,,62.0,,,,181.7,,26.4,,74.2,,78.0,-77.0,,-80.0,,,,39.7,,-115.6,,-67.8,,-64.0,,False,,,,True,,False,,True,,True
18105,1202,360.0,591.1,205.0,,,,1144.6,,316.0,,327.4,,220.0,-842.0,-610.9,-997.0,,,,-57.4,,-886.0,,-874.6,,-982.0,True,False,,,,True,,False,,False,,False
18107,138,80.0,,193.0,,,,119.5,,13.0,,55.4,,126.0,-58.0,,55.0,,,,-18.5,,-125.0,,-82.6,,-12.0,,True,,,,True,,False,,False,,True
18109,182,275.0,59.4,541.0,,,,391.9,,139.4,,355.5,,469.0,93.0,-122.6,359.0,,,,209.9,,-42.6,,173.5,,287.0,False,False,,,,False,,True,,False,,False
18111,34,45.0,,27.0,,,,38.9,,8.3,,27.7,,111.0,11.0,,-7.0,,,,4.9,,-25.7,,-6.3,,77.0,,True,,,,True,,False,,True,,False
18113,187,195.0,,189.0,,,,189.8,,72.6,,150.2,,158.0,8.0,,2.0,,,,2.8,,-114.4,,-36.8,,-29.0,,True,,,,True,,False,,False,,False
18115,15,90.0,,176.0,,,,51.9,,8.5,,73.7,,111.0,75.0,,161.0,,,,36.9,,-6.5,,58.7,,96.0,,False,,,,True,,True,,True,,False
18117,102,40.0,,41.0,,,,94.1,,7.1,,45.1,,40.0,-62.0,,-61.0,,,,-7.9,,-94.9,,-56.9,,-62.0,,True,,,,True,,False,,True,,False
18119,74,45.0,,91.0,,,,103.6,,12.4,,100.4,,69.0,-29.0,,17.0,,,,29.6,,-61.6,,26.4,,-5.0,,True,,,,False,,False,,True,,True
18121,41,25.0,,76.0,,,,100.1,,4.1,,8.6,,28.0,-16.0,,35.0,,,,59.1,,-36.9,,-32.4,,-13.0,,False,,,,False,,False,,False,,True
18123,18,70.0,,35.0,,,,61.1,,15.6,,49.4,,105.0,52.0,,17.0,,,,43.1,,-2.4,,31.4,,87.0,,True,,,,True,,True,,True,,False
18125,72,60.0,,148.0,,,,101.2,,4.4,,,,112.0,-12.0,,76.0,,,,29.2,,-67.6,,,,40.0,,False,,,,False,,False,,,,False
18127,621,750.0,425.9,803.0,,,,1445.9,,541.3,,560.0,,747.0,129.0,-195.1,182.0,,,,824.9,,-79.7,,-61.0,,126.0,False,False,,,,False,,True,,True,,True
18129,102,80.0,,14.0,,,,184.5,,23.0,,115.0,,24.0,-22.0,,-88.0,,,,82.5,,-79.0,,13.0,,-78.0,,False,,,,False,,False,,True,,False
18131,31,40.0,,43.0,,,,44.0,,11.0,,22.0,,208.0,9.0,,12.0,,,,13.0,,-20.0,,-9.0,,177.0,,False,,,,False,,False,,True,,False
18133,208,345.0,,1141.0,,,,218.1,,90.9,,282.1,,879.0,137.0,,933.0,,,,10.1,,-117.1,,74.1,,671.0,,False,,,,True,,True,,True,,False
18135,78,80.0,,211.0,,,,117.0,,29.7,,49.7,,127.0,2.0,,133.0,,,,39.0,,-48.3,,-28.3,,49.0,,False,,,,False,,False,,False,,False
18137,64,65.0,,38.0,,,,156.3,,48.6,,50.4,,35.0,1.0,,-26.0,,,,92.3,,-15.4,,-13.6,,-29.0,,False,,,,False,,False,,False,,False
18139,70,0.0,,29.0,,,,53.5,,11.1,,1.4,,0.0,-70.0,,-41.0,,,,-16.5,,-58.9,,-68.6,,-70.0,,True,,,,True,,True,,True,,False
18141,2217,1760.0,1038.6,2328.0,,,,1994.9,,1379.4,,1949.8,,1657.0,-457.0,-1178.4,111.0,,,,-222.1,,-837.6,,-267.2,,-560.0,False,True,,,,True,,False,,True,,False
18143,70,110.0,,91.0,,,,148.8,,30.0,,105.0,,74.0,40.0,,21.0,,,,78.8,,-40.0,,35.0,,4.0,,True,,,,False,,True,,True,,True
18145,96,190.0,,412.0,,,,234.6,,47.4,,145.4,,393.0,94.0,,316.0,,,,138.6,,-48.6,,49.4,,297.0,,False,,,,False,,True,,True,,False
18147,49,105.0,,92.0,,,,189.3,,44.8,,127.4,,62.0,56.0,,43.0,,,,140.3,,-4.2,,78.4,,13.0,,True,,,,False,,True,,False,,True
18149,49,80.0,,79.0,,,,138.3,,22.1,,66.2,,74.0,31.0,,30.0,,,,89.3,,-26.9,,17.2,,25.0,,True,,,,False,,True,,True,,True
18151,120,60.0,,46.0,,,,171.0,,14.3,,51.4,,29.0,-60.0,,-74.0,,,,51.0,,-105.7,,-68.6,,-91.0,,False,,,,True,,False,,False,,False
18153,206,195.0,,540.0,,,,98.8,,206.8,,104.8,,726.0,-11.0,,334.0,,,,-107.2,,0.8,,-101.2,,520.0,,False,,,,False,,True,,False,,False
18155,19,15.0,,28.0,,,,34.8,,9.6,,5.0,,44.0,-4.0,,9.0,,,,15.8,,-9.4,,-14.0,,25.0,,False,,,,False,,False,,False,,False
18157,775,520.0,631.3,595.0,,,,769.8,,410.7,,452.9,,652.0,-255.0,-143.7,-180.0,,,,-5.2,,-364.3,,-322.1,,-123.0,True,True,,,,True,,False,,False,,True
18159,76,175.0,,245.0,,,,164.4,,35.6,,173.9,,158.0,99.0,,169.0,,,,88.4,,-40.4,,97.9,,82.0,,False,,,,True,,True,,True,,True
18161,33,55.0,,,,,,40.7,,5.0,,49.8,,75.0,22.0,,,,,,7.7,,-28.0,,16.8,,42.0,,,,,,True,,False,,True,,False
18163,1059,1215.0,3174.3,990.0,,,,2871.0,,1282.6,,1129.3,,885.0,156.0,2115.3,-69.0,,,,1812.0,,223.6,,70.3,,-174.0,False,True,,,,False,,False,,True,,False
18165,68,75.0,,221.0,,,,55.7,,7.2,,38.2,,250.0,7.0,,153.0,,,,-12.3,,-60.8,,-29.8,,182.0,,False,,,,False,,False,,False,,False
18167,1017,825.0,308.7,1494.0,,,,1058.1,,459.9,,984.9,,1690.0,-192.0,-708.3,477.0,,,,41.1,,-557.1,,-32.1,,673.0,False,False,,,,True,,False,,True,,False
18169,81,50.0,,56.0,,,,126.1,,8.6,,56.7,,51.0,-31.0,,-25.0,,,,45.1,,-72.4,,-24.3,,-30.0,,True,,,,False,,False,,True,,True
18171,16,15.0,,0.0,,,,10.8,,1.6,,8.7,,20.0,-1.0,,-16.0,,,,-5.2,,-14.4,,-7.3,,4.0,,False,,,,False,,False,,False,,False
18173,358,455.0,367.7,562.0,,,,630.5,,275.4,,415.4,,429.0,97.0,9.7,204.0,,,,272.5,,-82.6,,57.4,,71.0,True,False,,,,False,,True,,True,,True
18175,105,160.0,,330.0,,,,182.1,,61.6,,187.4,,328.0,55.0,,225.0,,,,77.1,,-43.4,,82.4,,223.0,,False,,,,False,,True,,False,,False
18177,324,275.0,280.2,174.0,,,,765.9,,170.6,,243.2,,275.0,-49.0,-43.8,-150.0,,,,441.9,,-153.4,,-80.8,,-49.0,True,False,,,,False,,False,,False,,False
18179,67,165.0,,343.0,,,,226.1,,152.5,,225.3,,298.0,98.0,,276.0,,,,159.1,,85.5,,158.3,,231.0,,False,,,,False,,True,,False,,False
18181,104,85.0,,112.0,,,,166.7,,34.5,,41.4,,67.0,-19.0,,8.0,,,,62.7,,-69.5,,-62.6,,-37.0,,True,,,,False,,False,,False,,False
18183,86,35.0,,36.0,,,,138.6,,4.3,,19.0,,19.0,-51.0,,-50.0,,,,52.6,,-81.7,,-67.0,,-67.0,,True,,,,False,,False,,False,,False
19001,31,45.0,,0.0,,,,9.6,,3.2,,29.3,,271.0,14.0,,-31.0,,,,-21.4,,-27.8,,-1.7,,240.0,,False,,,,False,,False,,True,,False
19003,10,0.0,,0.0,,,,5.6,,0.7,,,,1.0,-10.0,,-10.0,,,,-4.4,,-9.3,,,,-9.0,,False,,,,True,,True,,,,True
19005,62,25.0,,,,,,43.2,,2.4,,37.5,,35.0,-37.0,,,,,,-18.8,,-59.6,,-24.5,,-27.0,,,,,,True,,False,,True,,True
19007,63,40.0,,45.0,,,,57.8,,4.2,,62.9,,57.0,-23.0,,-18.0,,,,-5.2,,-58.8,,-0.1,,-6.0,,True,,,,True,,False,,True,,True
19009,19,0.0,,0.0,,,,11.1,,1.3,,4.3,,0.0,-19.0,,-19.0,,,,-7.9,,-17.7,,-14.7,,-19.0,,False,,,,True,,True,,True,,False
19011,84,80.0,,161.0,,,,170.5,,11.8,,46.6,,101.0,-4.0,,77.0,,,,86.5,,-72.2,,-37.4,,17.0,,False,,,,False,,False,,False,,False
19013,1050,655.0,433.4,695.0,,,,866.2,,507.5,,599.4,,405.0,-395.0,-616.6,-355.0,,,,-183.8,,-542.5,,-450.6,,-645.0,False,True,,,,True,,False,,False,,False
19015,152,135.0,,120.0,,,,144.1,,43.6,,125.5,,141.0,-17.0,,-32.0,,,,-7.9,,-108.4,,-26.5,,-11.0,,False,,,,True,,False,,False,,True
19017,198,185.0,,238.0,,,,243.4,,59.6,,511.2,,252.0,-13.0,,40.0,,,,45.4,,-138.4,,313.2,,54.0,,False,,,,False,,False,,False,,False
19019,82,95.0,,133.0,,,,187.5,,14.3,,77.7,,91.0,13.0,,51.0,,,,105.5,,-67.7,,-4.3,,9.0,,False,,,,False,,False,,True,,True
19021,104,40.0,,,,,,43.1,,7.0,,43.4,,0.0,-64.0,,,,,,-60.9,,-97.0,,-60.6,,-104.0,,,,,,True,,False,,True,,False
19023,119,50.0,,52.0,,,,94.1,,13.5,,88.1,,25.0,-69.0,,-67.0,,,,-24.9,,-105.5,,-30.9,,-94.0,,True,,,,True,,False,,True,,False
19025,95,10.0,,0.0,,,,38.7,,21.1,,26.8,,3.0,-85.0,,-95.0,,,,-56.3,,-73.9,,-68.2,,-92.0,,False,,,,True,,True,,True,,False
19027,351,60.0,,36.0,,,,103.5,,21.9,,66.8,,22.0,-291.0,,-315.0,,,,-247.4,,-329.1,,-284.2,,-329.0,,False,,,,True,,False,,True,,False
19029,73,140.0,,247.0,,,,98.8,,9.0,,85.1,,336.0,67.0,,174.0,,,,25.8,,-64.0,,12.1,,263.0,,False,,,,True,,True,,True,,False
19031,69,60.0,,75.0,,,,80.8,,10.5,,41.9,,86.0,-9.0,,6.0,,,,11.8,,-58.5,,-27.1,,17.0,,True,,,,False,,False,,False,,False
19033,346,155.0,,15.0,,,,296.1,,211.3,,61.8,,55.0,-191.0,,-331.0,,,,-49.9,,-134.7,,-284.2,,-291.0,,False,,,,True,,True,,False,,False
19035,79,55.0,,17.0,,,,36.6,,16.6,,46.8,,131.0,-24.0,,-62.0,,,,-42.4,,-62.4,,-32.2,,52.0,,False,,,,False,,False,,False,,False
19037,132,20.0,,20.0,,,,63.5,,8.3,,18.5,,19.0,-112.0,,-112.0,,,,-68.5,,-123.7,,-113.5,,-113.0,,False,,,,True,,False,,False,,False
19039,53,105.0,,93.0,,,,49.2,,14.4,,80.9,,103.0,52.0,,40.0,,,,-3.8,,-38.6,,27.9,,50.0,,True,,,,True,,True,,True,,True
19041,68,80.0,,36.0,,,,68.8,,31.0,,76.2,,252.0,12.0,,-32.0,,,,0.8,,-37.0,,8.2,,184.0,,False,,,,True,,False,,True,,False
19043,110,45.0,,68.0,,,,131.7,,4.9,,17.0,,20.0,-65.0,,-42.0,,,,21.7,,-105.1,,-93.0,,-90.0,,True,,,,True,,False,,False,,False
19045,610,375.0,,477.0,,,,614.7,,594.8,,214.6,,359.0,-235.0,,-133.0,,,,4.7,,-15.2,,-395.4,,-251.0,,True,,,,True,,True,,False,,False
19047,182,85.0,,97.0,,,,50.9,,6.6,,57.6,,51.0,-97.0,,-85.0,,,,-131.1,,-175.4,,-124.4,,-131.0,,True,,,,False,,False,,False,,False
19049,706,555.0,198.9,624.0,,,,401.4,,296.2,,477.4,,523.0,-151.0,-507.1,-82.0,,,,-304.6,,-409.8,,-228.6,,-183.0,False,True,,,,False,,False,,False,,False
19051,63,30.0,,15.0,,,,23.2,,6.8,,21.5,,93.0,-33.0,,-48.0,,,,-39.8,,-56.2,,-41.5,,30.0,,False,,,,False,,False,,False,,True
19053,31,10.0,,0.0,,,,13.1,,2.5,,7.0,,6.0,-21.0,,-31.0,,,,-17.9,,-28.5,,-24.0,,-25.0,,False,,,,True,,False,,False,,False
19055,169,120.0,,169.0,,,,117.4,,109.6,,104.2,,219.0,-49.0,,0.0,,,,-51.6,,-59.4,,-64.8,,50.0,,True,,,,False,,False,,False,,False
19057,514,155.0,,261.0,,,,253.7,,84.8,,112.8,,235.0,-359.0,,-253.0,,,,-260.3,,-429.2,,-401.2,,-279.0,,True,,,,True,,False,,False,,True
19059,143,30.0,,13.0,,,,73.2,,3.0,,60.0,,15.0,-113.0,,-130.0,,,,-69.8,,-140.0,,-83.0,,-128.0,,False,,,,True,,False,,True,,False
19061,707,810.0,1513.6,1155.0,,,,1082.0,,674.5,,790.0,,589.0,103.0,806.6,448.0,,,,375.0,,-32.5,,83.0,,-118.0,False,False,,,,False,,True,,True,,False
19063,45,65.0,,114.0,,,,84.5,,22.7,,143.4,,21.0,20.0,,69.0,,,,39.5,,-22.3,,98.4,,-24.0,,False,,,,False,,False,,False,,False
19065,87,25.0,,21.0,,,,107.7,,7.5,,16.9,,12.0,-62.0,,-66.0,,,,20.7,,-79.5,,-70.1,,-75.0,,False,,,,True,,False,,False,,False
19067,120,185.0,,470.0,,,,134.0,,110.6,,107.7,,341.0,65.0,,350.0,,,,14.0,,-9.4,,-12.3,,221.0,,False,,,,True,,True,,True,,False
19069,88,135.0,,172.0,,,,136.3,,42.3,,132.6,,60.0,47.0,,84.0,,,,48.3,,-45.7,,44.6,,-28.0,,False,,,,False,,True,,True,,True
19071,27,35.0,,43.0,,,,41.0,,3.8,,,,31.0,8.0,,16.0,,,,14.0,,-23.2,,,,4.0,,False,,,,False,,False,,,,True
19073,33,15.0,,0.0,,,,12.3,,6.5,,17.5,,56.0,-18.0,,-33.0,,,,-20.7,,-26.5,,-15.5,,23.0,,False,,,,False,,False,,True,,False
19075,99,35.0,,35.0,,,,72.5,,9.3,,25.7,,19.0,-64.0,,-64.0,,,,-26.5,,-89.7,,-73.3,,-80.0,,False,,,,True,,False,,False,,False
19077,67,30.0,,6.0,,,,58.1,,3.1,,47.1,,12.0,-37.0,,-61.0,,,,-8.9,,-63.9,,-19.9,,-55.0,,False,,,,True,,False,,True,,False
19079,84,40.0,,37.0,,,,67.8,,2.5,,40.7,,16.0,-44.0,,-47.0,,,,-16.2,,-81.5,,-43.3,,-68.0,,False,,,,True,,False,,True,,False
19081,79,40.0,,39.0,,,,57.5,,3.1,,139.3,,15.0,-39.0,,-40.0,,,,-21.5,,-75.9,,60.3,,-64.0,,False,,,,True,,False,,False,,False
19083,82,80.0,,106.0,,,,141.5,,37.2,,24.8,,34.0,-2.0,,24.0,,,,59.5,,-44.8,,-57.2,,-48.0,,False,,,,False,,False,,False,,False
19085,56,55.0,,71.0,,,,75.2,,14.2,,53.9,,68.0,-1.0,,15.0,,,,19.2,,-41.8,,-2.1,,12.0,,False,,,,False,,False,,False,,False
19087,339,45.0,,86.0,,,,76.9,,15.1,,43.9,,82.0,-294.0,,-253.0,,,,-262.1,,-323.9,,-295.1,,-257.0,,True,,,,True,,False,,False,,True
19089,122,5.0,,0.0,,,,35.9,,4.2,,15.6,,3.0,-117.0,,-122.0,,,,-86.1,,-117.8,,-106.4,,-119.0,,False,,,,True,,False,,True,,False
19091,97,95.0,,126.0,,,,54.9,,60.0,,63.6,,121.0,-2.0,,29.0,,,,-42.1,,-37.0,,-33.4,,24.0,,False,,,,False,,False,,False,,False
19093,41,0.0,,0.0,,,,6.6,,1.5,,5.7,,0.0,-41.0,,-41.0,,,,-34.4,,-39.5,,-35.3,,-41.0,,False,,,,True,,True,,True,,False
19095,63,35.0,,89.0,,,,72.7,,8.8,,24.0,,31.0,-28.0,,26.0,,,,9.7,,-54.2,,-39.0,,-32.0,,True,,,,True,,False,,False,,False
19097,109,85.0,,37.0,,,,181.7,,28.2,,108.5,,52.0,-24.0,,-72.0,,,,72.7,,-80.8,,-0.5,,-57.0,,False,,,,False,,False,,True,,False
19099,201,115.0,,372.0,,,,204.6,,43.4,,84.2,,82.0,-86.0,,171.0,,,,3.6,,-157.6,,-116.8,,-119.0,,False,,,,True,,False,,False,,False
19101,44,35.0,,47.0,,,,75.4,,12.4,,30.6,,47.0,-9.0,,3.0,,,,31.4,,-31.6,,-13.4,,3.0,,True,,,,False,,False,,False,,True
19103,2722,830.0,1008.4,938.0,,,,1042.1,,781.3,,632.5,,753.0,-1892.0,-1713.6,-1784.0,,,,-1679.9,,-1940.7,,-2089.5,,-1969.0,True,True,,,,True,,False,,False,,False
19105,86,40.0,,21.0,,,,123.4,,5.1,,49.2,,15.0,-46.0,,-65.0,,,,37.4,,-80.9,,-36.8,,-71.0,,False,,,,True,,False,,True,,False
19107,49,20.0,,0.0,,,,32.2,,3.0,,20.0,,62.0,-29.0,,-49.0,,,,-16.8,,-46.0,,-29.0,,13.0,,False,,,,True,,False,,True,,True
19109,76,60.0,,19.0,,,,74.1,,14.3,,81.0,,146.0,-16.0,,-57.0,,,,-1.9,,-61.7,,5.0,,70.0,,False,,,,True,,False,,True,,False
19111,435,125.0,,375.0,,,,156.2,,50.3,,68.1,,127.0,-310.0,,-60.0,,,,-278.8,,-384.7,,-366.9,,-308.0,,True,,,,True,,False,,False,,True
19113,1138,1420.0,466.6,1630.0,,,,2035.0,,1762.3,,1274.7,,1522.0,282.0,-671.4,492.0,,,,897.0,,624.3,,136.7,,384.0,False,False,,,,False,,False,,True,,False
19115,29,5.0,,0.0,,,,20.6,,0.2,,8.3,,0.0,-24.0,,-29.0,,,,-8.4,,-28.8,,-20.7,,-29.0,,False,,,,True,,False,,True,,False
19117,54,105.0,,158.0,,,,47.2,,12.8,,67.1,,260.0,51.0,,104.0,,,,-6.8,,-41.2,,13.1,,206.0,,False,,,,True,,True,,True,,False
19119,73,70.0,,68.0,,,,111.5,,11.3,,140.0,,43.0,-3.0,,-5.0,,,,38.5,,-61.7,,67.0,,-30.0,,False,,,,False,,False,,False,,False
19121,67,110.0,,149.0,,,,141.2,,36.4,,72.9,,158.0,43.0,,82.0,,,,74.2,,-30.6,,5.9,,91.0,,False,,,,False,,True,,True,,False
19123,151,20.0,,23.0,,,,52.2,,0.5,,11.8,,43.0,-131.0,,-128.0,,,,-98.8,,-150.5,,-139.2,,-108.0,,True,,,,True,,False,,False,,True
19125,483,105.0,,102.0,,,,252.0,,49.1,,74.3,,69.0,-378.0,,-381.0,,,,-231.0,,-433.9,,-408.7,,-414.0,,False,,,,True,,False,,False,,False
19127,300,285.0,,160.0,,,,311.8,,86.4,,199.9,,104.0,-15.0,,-140.0,,,,11.8,,-213.6,,-100.1,,-196.0,,False,,,,True,,False,,False,,False
19129,58,50.0,,72.0,,,,93.4,,13.7,,81.9,,56.0,-8.0,,14.0,,,,35.4,,-44.3,,23.9,,-2.0,,False,,,,False,,False,,False,,True
19131,87,10.0,,0.0,,,,29.4,,23.0,,29.4,,2.0,-77.0,,-87.0,,,,-57.6,,-64.0,,-57.6,,-85.0,,False,,,,True,,True,,True,,False
19133,25,5.0,,0.0,,,,28.6,,17.4,,23.1,,2.0,-20.0,,-25.0,,,,3.6,,-7.6,,-1.9,,-23.0,,False,,,,True,,True,,True,,False
19135,60,30.0,,10.0,,,,19.8,,7.1,,25.9,,44.0,-30.0,,-50.0,,,,-40.2,,-52.9,,-34.1,,-16.0,,False,,,,False,,False,,False,,True
19137,28,80.0,,79.0,,,,80.2,,4.8,,,,85.0,52.0,,51.0,,,,52.2,,-23.2,,,,57.0,,True,,,,False,,True,,,,False
19139,185,155.0,,207.0,,,,266.2,,39.2,,136.7,,113.0,-30.0,,22.0,,,,81.2,,-145.8,,-48.3,,-72.0,,True,,,,False,,False,,False,,False
