,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
20091,2114,2652.0,2717.2,2121.7,2337.0,4006.0,,,,,,2006.0,3124.2,,2399.5,2416.9,3155.0,1435.0,,1695.1,,1934.5,2339.0,,,2724.0,1621.4,538.0,603.2,7.7,223.0,1892.0,,,,,,-108.0,1010.2,,285.5,302.9,1041.0,-679.0,,-418.9,,-179.5,225.0,,,610.0,-492.6,False,True,True,False,,,,,,True,False,,True,True,False,False,,True,,True,True,,,False,True
20093,10,6.0,3.9,,3.0,0.0,,,,,,12.0,8.7,,1.2,1.3,19.0,7.0,,5.7,,7.4,,,,3.0,6.0,-4.0,-6.1,,-7.0,-10.0,,,,,,2.0,-1.3,,-8.8,-8.7,9.0,-3.0,,-4.3,,-2.6,,,,-7.0,-4.0,False,,False,False,,,,,,True,True,,False,False,False,True,,False,,True,,,,False,False
20095,18,27.0,25.6,,18.0,21.0,,,,,,12.0,32.1,,,15.6,23.0,37.0,,4.1,,,,,,27.0,20.0,9.0,7.6,,0.0,3.0,,,,,,-6.0,14.1,,,-2.4,5.0,19.0,,-13.9,,,,,,9.0,2.0,True,,True,True,,,,,,True,False,,,True,True,False,,False,,,,,,False,True
20097,7,0.0,0.0,,0.0,0.0,,,,,,0.0,1.3,,0.0,0.1,0.0,0.0,,0.8,,1.2,,,,0.0,4.2,-7.0,-7.0,,-7.0,-7.0,,,,,,-7.0,-5.7,,-7.0,-6.9,-7.0,-7.0,,-6.2,,-5.8,,,,-7.0,-2.8,True,,False,False,,,,,,False,True,,True,True,False,False,,True,,True,,,,False,True
20099,39,39.0,18.4,,25.0,37.0,,,,,,79.0,60.4,,1.7,27.2,59.0,35.0,,22.7,,36.5,,,,18.0,35.0,0.0,-20.6,,-14.0,-2.0,,,,,,40.0,21.4,,-37.3,-11.8,20.0,-4.0,,-16.3,,-2.5,,,,-21.0,-4.0,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
20101,4,3.0,2.9,,0.0,0.0,,,,,,0.0,0.7,,0.0,0.3,0.0,1.0,,1.0,,2.0,,,,3.0,4.4,-1.0,-1.1,,-4.0,-4.0,,,,,,-4.0,-3.3,,-4.0,-3.7,-4.0,-3.0,,-3.0,,-2.0,,,,-1.0,0.4,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,True
20103,199,69.0,56.6,,86.0,,,,,,,381.0,300.3,,21.3,85.2,,72.0,,139.2,,35.1,,,,99.0,87.8,-130.0,-142.4,,-113.0,,,,,,,182.0,101.3,,-177.7,-113.8,,-127.0,,-59.8,,-163.9,,,,-100.0,-111.2,False,,True,,,,,,,False,True,,False,True,,True,,True,,False,,,,True,True
20105,4,0.0,0.0,,0.0,0.0,,,,,,3.0,0.9,,,0.0,0.0,1.0,,0.0,,0.2,,,,0.0,6.0,-4.0,-4.0,,-4.0,-4.0,,,,,,-1.0,-3.1,,,-4.0,-4.0,-3.0,,-4.0,,-3.8,,,,-4.0,2.0,True,,False,False,,,,,,True,True,,,True,False,True,,False,,True,,,,False,True
20107,8,0.0,0.0,,3.0,8.0,,,,,,22.0,17.6,,1.1,3.2,14.0,9.0,,3.7,,2.7,,,,5.0,9.0,-8.0,-8.0,,-5.0,0.0,,,,,,14.0,9.6,,-6.9,-4.8,6.0,1.0,,-4.3,,-5.3,,,,-3.0,1.0,False,,True,True,,,,,,False,False,,True,True,True,True,,True,,True,,,,True,True
20109,4,0.0,0.0,,0.0,0.0,,,,,,0.0,1.1,,,0.0,0.0,1.0,,0.0,,0.0,,,,0.0,4.3,-4.0,-4.0,,-4.0,-4.0,,,,,,-4.0,-2.9,,,-4.0,-4.0,-3.0,,-4.0,,-4.0,,,,-4.0,0.3,False,,False,False,,,,,,False,True,,,True,False,True,,False,,True,,,,False,True
20111,175,462.0,449.2,,201.0,723.0,,,,,,213.0,133.7,,127.8,187.8,393.0,605.0,,75.8,,315.6,,,,280.0,179.7,287.0,274.2,,26.0,548.0,,,,,,38.0,-41.3,,-47.2,12.8,218.0,430.0,,-99.2,,140.6,,,,105.0,4.7,True,,True,False,,,,,,True,True,,True,True,True,False,,True,,True,,,,True,True
20113,60,93.0,92.8,,63.0,155.0,,,,,,89.0,94.4,,16.5,54.7,97.0,268.0,,4.0,,75.1,,,,189.0,54.8,33.0,32.8,,3.0,95.0,,,,,,29.0,34.4,,-43.5,-5.3,37.0,208.0,,-56.0,,15.1,,,,129.0,-5.2,True,,True,False,,,,,,True,False,,False,True,False,False,,False,,True,,,,False,True
20115,11,3.0,5.6,,1.0,2.0,,,,,,30.0,17.4,,0.8,2.3,,16.0,,0.4,,18.9,,,,77.0,9.3,-8.0,-5.4,,-10.0,-9.0,,,,,,19.0,6.4,,-10.2,-8.7,,5.0,,-10.6,,7.9,,,,66.0,-1.7,True,,False,False,,,,,,False,True,,False,False,,True,,False,,True,,,,False,True
20117,5,0.0,0.1,,0.0,0.0,,,,,,15.0,2.4,,,1.0,,2.0,,0.1,,,,,,0.0,5.9,-5.0,-4.9,,-5.0,-5.0,,,,,,10.0,-2.6,,,-4.0,,-3.0,,-4.9,,,,,,-5.0,0.9,True,,False,False,,,,,,False,True,,,True,,True,,True,,,,,,False,True
20119,15,0.0,0.0,,5.0,10.0,,,,,,7.0,16.9,,0.7,14.2,20.0,5.0,,8.2,,2.0,,,,7.0,10.7,-15.0,-15.0,,-10.0,-5.0,,,,,,-8.0,1.9,,-14.3,-0.8,5.0,-10.0,,-6.8,,-13.0,,,,-8.0,-4.3,False,,True,True,,,,,,True,True,,True,True,True,True,,True,,True,,,,True,True
20121,115,45.0,43.1,,36.0,42.0,,,,,,95.0,132.6,,1.6,26.0,78.0,18.0,,7.9,,30.1,,,,28.0,40.1,-70.0,-71.9,,-79.0,-73.0,,,,,,-20.0,17.6,,-113.4,-89.0,-37.0,-97.0,,-107.1,,-84.9,,,,-87.0,-74.9,False,,False,False,,,,,,True,True,,False,False,True,False,,False,,False,,,,False,False
20123,12,0.0,0.0,,0.0,0.0,,,,,,13.0,1.8,,0.3,0.3,,2.0,,4.6,,,,,,0.0,5.3,-12.0,-12.0,,-12.0,-12.0,,,,,,1.0,-10.2,,-11.7,-11.7,,-10.0,,-7.4,,,,,,-12.0,-6.7,False,,False,False,,,,,,True,True,,True,True,,True,,True,,,,,,False,True
20125,120,108.0,115.0,,70.0,147.0,,,,,,148.0,116.3,,9.9,60.5,80.0,9.0,,32.2,,78.7,,,,50.0,78.0,-12.0,-5.0,,-50.0,27.0,,,,,,28.0,-3.7,,-110.1,-59.5,-40.0,-111.0,,-87.8,,-41.3,,,,-70.0,-42.0,True,,False,False,,,,,,False,True,,False,False,False,False,,False,,False,,,,False,False
20127,9,6.0,5.8,,0.0,0.0,,,,,,9.0,2.8,,0.1,1.9,,1.0,,0.8,,,,,,15.0,3.9,-3.0,-3.2,,-9.0,-9.0,,,,,,0.0,-6.2,,-8.9,-7.1,,-8.0,,-8.2,,,,,,6.0,-5.1,False,,False,False,,,,,,True,False,,False,False,,False,,False,,,,,,False,False
20129,4,0.0,0.0,,0.0,0.0,,,,,,7.0,0.8,,0.1,0.1,0.0,2.0,,0.5,,0.1,,,,7.0,4.2,-4.0,-4.0,,-4.0,-4.0,,,,,,3.0,-3.2,,-3.9,-3.9,-4.0,-2.0,,-3.5,,-3.9,,,,3.0,0.2,False,,False,False,,,,,,True,True,,True,True,False,True,,True,,True,,,,True,True
20131,9,9.0,9.8,,6.0,0.0,,,,,,26.0,15.4,,0.9,1.1,20.0,6.0,,4.0,,12.5,,,,13.0,8.4,0.0,0.8,,-3.0,-9.0,,,,,,17.0,6.4,,-8.1,-7.9,11.0,-3.0,,-5.0,,3.5,,,,4.0,-0.6,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
20133,64,15.0,15.2,,14.0,25.0,,,,,,44.0,24.0,,2.1,10.3,30.0,0.0,,10.4,,16.6,,,,10.0,11.7,-49.0,-48.8,,-50.0,-39.0,,,,,,-20.0,-40.0,,-61.9,-53.7,-34.0,-64.0,,-53.6,,-47.4,,,,-54.0,-52.3,True,,False,True,,,,,,True,True,,False,False,True,False,,False,,True,,,,False,False
20135,45,12.0,12.2,,0.0,0.0,,,,,,0.0,1.5,,0.1,1.9,6.0,4.0,,4.2,,7.7,,,,31.0,8.6,-33.0,-32.8,,-45.0,-45.0,,,,,,-45.0,-43.5,,-44.9,-43.1,-39.0,-41.0,,-40.8,,-37.3,,,,-14.0,-36.4,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,True,False
20137,2,0.0,0.4,,0.0,0.0,,,,,,8.0,0.7,,0.3,0.1,2.0,2.0,,2.9,,0.0,,,,0.0,8.8,-2.0,-1.6,,-2.0,-2.0,,,,,,6.0,-1.3,,-1.7,-1.9,0.0,0.0,,0.9,,-2.0,,,,-2.0,6.8,True,,False,False,,,,,,False,True,,True,True,True,True,,True,,True,,,,False,False
20139,24,18.0,18.6,,11.0,27.0,,,,,,38.0,26.7,,0.7,7.1,20.0,7.0,,3.2,,13.5,,,,13.0,12.0,-6.0,-5.4,,-13.0,3.0,,,,,,14.0,2.7,,-23.3,-16.9,-4.0,-17.0,,-20.8,,-10.5,,,,-11.0,-12.0,True,,False,True,,,,,,False,True,,False,False,True,False,,False,,False,,,,False,False
20141,1,0.0,0.0,,0.0,0.0,,,,,,3.0,1.0,,0.0,0.1,0.0,1.0,,0.3,,0.2,,,,0.0,4.1,-1.0,-1.0,,-1.0,-1.0,,,,,,2.0,-0.0,,-1.0,-0.9,-1.0,0.0,,-0.7,,-0.8,,,,-1.0,3.1,True,,False,False,,,,,,False,True,,True,True,False,True,,True,,True,,,,False,False
20143,9,6.0,6.1,,3.0,0.0,,,,,,14.0,14.3,,0.6,1.2,,7.0,,4.6,,6.5,,,,4.0,9.0,-3.0,-2.9,,-6.0,-9.0,,,,,,5.0,5.3,,-8.4,-7.8,,-2.0,,-4.4,,-2.5,,,,-5.0,0.0,True,,False,False,,,,,,False,False,,False,False,,True,,False,,True,,,,False,True
20145,242,39.0,35.1,,18.0,67.0,,,,,,13.0,1.8,,,29.5,,75.0,,4.7,,,,,,32.0,21.8,-203.0,-206.9,,-224.0,-175.0,,,,,,-229.0,-240.2,,,-212.5,,-167.0,,-237.3,,,,,,-210.0,-220.2,False,,False,True,,,,,,False,False,,,False,,True,,False,,,,,,False,False
20147,17,9.0,5.9,,0.0,0.0,,,,,,11.0,1.1,,1.1,0.7,,1.0,,0.0,,11.1,,,,0.0,7.7,-8.0,-11.1,,-17.0,-17.0,,,,,,-6.0,-15.9,,-15.9,-16.3,,-16.0,,-17.0,,-5.9,,,,-17.0,-9.3,False,,False,False,,,,,,True,False,,False,False,,False,,False,,True,,,,False,False
20149,49,60.0,56.5,,34.0,109.0,,,,,,82.0,45.1,,15.3,24.6,69.0,51.0,,15.7,,42.9,,,,140.0,33.2,11.0,7.5,,-15.0,60.0,,,,,,33.0,-3.9,,-33.7,-24.4,20.0,2.0,,-33.3,,-6.1,,,,91.0,-15.8,True,,False,False,,,,,,False,True,,False,False,False,True,,False,,True,,,,False,False
20151,21,6.0,4.5,,3.0,0.0,,,,,,13.0,4.6,,0.8,1.2,,1.0,,10.0,,3.9,,,,5.0,4.8,-15.0,-16.5,,-18.0,-21.0,,,,,,-8.0,-16.4,,-20.2,-19.8,,-20.0,,-11.0,,-17.1,,,,-16.0,-16.2,False,,False,False,,,,,,True,False,,False,False,,False,,True,,False,,,,False,False
20153,2,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,1.0,,0.0,,,,,,,4.5,-2.0,-2.0,,-2.0,-2.0,,,,,,-2.0,-2.0,,,-2.0,-2.0,-1.0,,-2.0,,,,,,,2.5,False,,False,False,,,,,,False,False,,,True,False,True,,False,,,,,,,False
20155,268,489.0,490.3,,395.0,1000.0,,,,,,267.0,387.0,,297.4,439.8,353.0,209.0,,1361.2,,349.0,,,,317.0,274.6,221.0,222.3,,127.0,732.0,,,,,,-1.0,119.0,,29.4,171.8,85.0,-59.0,,1093.2,,81.0,,,,49.0,6.6,False,,True,False,,,,,,True,True,,True,True,True,True,,False,,True,,,,True,True
20157,5,9.0,9.1,,1.0,0.0,,,,,,10.0,5.6,,0.6,0.9,,5.0,,1.1,,12.7,,,,15.0,6.1,4.0,4.1,,-4.0,-5.0,,,,,,5.0,0.6,,-4.4,-4.1,,0.0,,-3.9,,7.7,,,,10.0,1.1,False,,False,False,,,,,,False,True,,False,False,,True,,True,,False,,,,False,True
20159,8,9.0,9.8,,1.0,0.0,,,,,,20.0,13.9,,0.5,1.2,,9.0,,1.4,,,,,,7.0,10.0,1.0,1.8,,-7.0,-8.0,,,,,,12.0,5.9,,-7.5,-6.8,,1.0,,-6.6,,,,,,-1.0,2.0,False,,False,False,,,,,,False,False,,False,False,,False,,False,,,,,,False,False
20161,745,378.0,411.8,,208.0,1352.0,,,,,,260.0,214.3,,96.2,156.7,,96.0,,47.1,,303.1,,,,374.0,153.1,-367.0,-333.2,,-537.0,607.0,,,,,,-485.0,-530.7,,-648.8,-588.3,,-649.0,,-697.9,,-441.9,,,,-371.0,-591.9,True,,False,False,,,,,,False,False,,False,False,,False,,False,,False,,,,False,False
20163,21,6.0,6.6,,0.0,0.0,,,,,,5.0,4.8,,0.2,0.8,,3.0,,1.6,,,,,,7.0,4.3,-15.0,-14.4,,-21.0,-21.0,,,,,,-16.0,-16.2,,-20.8,-20.2,,-18.0,,-19.4,,,,,,-14.0,-16.7,True,,False,False,,,,,,False,False,,False,False,,False,,False,,,,,,True,False
20165,22,6.0,6.4,,3.0,0.0,,,,,,2.0,7.9,,,1.4,0.0,1.0,,4.0,,3.9,,,,2.0,4.6,-16.0,-15.6,,-19.0,-22.0,,,,,,-20.0,-14.1,,,-20.6,-22.0,-21.0,,-18.0,,-18.1,,,,-20.0,-17.4,True,,False,False,,,,,,False,True,,,False,False,False,,False,,False,,,,False,False
20167,48,0.0,0.0,,0.0,0.0,,,,,,8.0,6.3,,,0.9,,3.0,,1.0,,,,,,1.0,4.7,-48.0,-48.0,,-48.0,-48.0,,,,,,-40.0,-41.7,,,-47.1,,-45.0,,-47.0,,,,,,-47.0,-43.3,False,,False,False,,,,,,True,True,,,True,,True,,True,,,,,,True,True
20169,135,141.0,151.0,,99.0,307.0,,,,,,208.0,210.1,,7.0,59.6,,64.0,,52.6,,120.8,,,,81.0,77.9,6.0,16.0,,-36.0,172.0,,,,,,73.0,75.1,,-128.0,-75.4,,-71.0,,-82.4,,-14.2,,,,-54.0,-57.1,False,,False,False,,,,,,False,False,,False,False,,False,,False,,False,,,,False,False
20171,13,99.0,106.6,,31.0,63.0,,,,,,13.0,17.5,,1.8,37.5,,0.0,,26.2,,68.7,,,,23.0,75.2,86.0,93.6,,18.0,50.0,,,,,,0.0,4.5,,-11.2,24.5,,-13.0,,13.2,,55.7,,,,10.0,62.2,False,,True,True,,,,,,True,True,,True,True,,True,,True,,True,,,,True,True
20173,1300,1479.0,1574.7,1856.7,1864.0,1844.0,,,,,,2313.0,4131.2,,2807.4,1701.5,3089.0,1082.0,,912.0,,1011.5,2949.0,,,3205.0,1355.3,179.0,274.7,556.7,564.0,544.0,,,,,,1013.0,2831.2,,1507.4,401.5,1789.0,-218.0,,-388.0,,-288.5,1649.0,,,1905.0,55.3,False,False,False,False,,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,True
20175,186,429.0,380.7,,166.0,203.0,,,,,,404.0,96.1,,10.7,128.3,,73.0,,63.4,,311.1,,,,0.0,131.8,243.0,194.7,,-20.0,17.0,,,,,,218.0,-89.9,,-175.3,-57.7,,-113.0,,-122.6,,125.1,,,,-186.0,-54.2,True,,True,True,,,,,,True,True,,True,True,,True,,True,,True,,,,True,True
20177,469,678.0,660.2,,544.0,725.0,,,,,,883.0,668.0,,327.5,536.7,827.0,474.0,,305.8,,466.4,667.0,,,505.0,406.9,209.0,191.2,,75.0,256.0,,,,,,414.0,199.0,,-141.5,67.7,358.0,5.0,,-163.2,,-2.6,198.0,,,36.0,-62.1,True,,True,False,,,,,,False,True,,True,True,False,True,,True,,True,True,,,True,True
20179,3,6.0,6.1,,0.0,0.0,,,,,,2.0,0.3,,0.1,0.4,0.0,3.0,,1.4,,3.3,,,,14.0,4.3,3.0,3.1,,-3.0,-3.0,,,,,,-1.0,-2.7,,-2.9,-2.6,-3.0,0.0,,-1.6,,0.3,,,,11.0,1.3,False,,False,False,,,,,,True,True,,True,True,False,True,,True,,True,,,,False,True
20181,2,0.0,0.0,,0.0,0.0,,,,,,6.0,3.6,,0.1,0.1,0.0,2.0,,2.9,,,,,,0.0,4.1,-2.0,-2.0,,-2.0,-2.0,,,,,,4.0,1.6,,-1.9,-1.9,-2.0,0.0,,0.9,,,,,,-2.0,2.1,False,,False,False,,,,,,False,True,,True,True,False,True,,True,,,,,,False,False
20183,3,0.0,0.0,,0.0,0.0,,,,,,3.0,0.6,,0.0,0.0,0.0,1.0,,0.0,,0.0,,,,0.0,4.4,-3.0,-3.0,,-3.0,-3.0,,,,,,0.0,-2.4,,-3.0,-3.0,-3.0,-2.0,,-3.0,,-3.0,,,,-3.0,1.4,False,,False,False,,,,,,True,True,,True,True,False,True,,False,,True,,,,False,True
20185,34,24.0,22.7,,6.0,10.0,,,,,,5.0,13.3,,0.2,6.9,6.0,9.0,,1.7,,13.4,,,,25.0,16.9,-10.0,-11.3,,-28.0,-24.0,,,,,,-29.0,-20.7,,-33.8,-27.1,-28.0,-25.0,,-32.3,,-20.6,,,,-9.0,-17.1,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,True,False
20187,28,0.0,0.0,,2.0,13.0,,,,,,5.0,5.3,,0.2,4.6,,0.0,,19.8,,0.1,,,,1.0,5.3,-28.0,-28.0,,-26.0,-15.0,,,,,,-23.0,-22.7,,-27.8,-23.4,,-28.0,,-8.2,,-27.9,,,,-27.0,-22.7,False,,True,True,,,,,,True,True,,True,True,,False,,True,,True,,,,True,True
20189,47,3.0,2.4,,0.0,0.0,,,,,,22.0,5.9,,0.8,0.6,,15.0,,0.6,,2.8,,,,3.0,4.8,-44.0,-44.6,,-47.0,-47.0,,,,,,-25.0,-41.1,,-46.2,-46.4,,-32.0,,-46.4,,-44.2,,,,-44.0,-42.2,False,,False,False,,,,,,True,True,,False,False,,True,,False,,False,,,,False,True
20191,45,18.0,17.0,,9.0,0.0,,,,,,74.0,42.2,,1.0,4.9,34.0,15.0,,13.1,,18.4,,,,17.0,22.6,-27.0,-28.0,,-36.0,-45.0,,,,,,29.0,-2.8,,-44.0,-40.1,-11.0,-30.0,,-31.9,,-26.6,,,,-28.0,-22.4,False,,False,False,,,,,,False,True,,False,False,True,False,,False,,True,,,,False,True
20193,31,24.0,23.0,,14.0,3.0,,,,,,14.0,8.3,,,8.8,,9.0,,49.0,,33.5,,,,14.0,18.4,-7.0,-8.0,,-17.0,-28.0,,,,,,-17.0,-22.6,,,-22.2,,-22.0,,18.0,,2.5,,,,-17.0,-12.6,False,,False,False,,,,,,False,False,,,False,,False,,False,,True,,,,False,False
20195,35,0.0,0.3,,0.0,0.0,,,,,,0.0,2.5,,0.0,0.2,0.0,2.0,,0.8,,0.2,,,,0.0,4.4,-35.0,-34.7,,-35.0,-35.0,,,,,,-35.0,-32.5,,-35.0,-34.8,-35.0,-33.0,,-34.2,,-34.8,,,,-35.0,-30.6,True,,False,False,,,,,,False,True,,True,True,False,True,,True,,True,,,,False,True
20197,15,21.0,18.1,,5.0,0.0,,,,,,16.0,8.7,,0.7,5.4,,6.0,,4.3,,12.3,,,,41.0,9.2,6.0,3.1,,-10.0,-15.0,,,,,,1.0,-6.3,,-14.3,-9.6,,-9.0,,-10.7,,-2.7,,,,26.0,-5.8,True,,False,False,,,,,,True,False,,False,False,,False,,False,,True,,,,False,True
20199,11,3.0,3.1,,0.0,0.0,,,,,,0.0,0.0,,,0.1,0.0,15.0,,0.0,,,,,,0.0,4.8,-8.0,-7.9,,-11.0,-11.0,,,,,,-11.0,-11.0,,,-10.9,-11.0,4.0,,-11.0,,,,,,-11.0,-6.2,True,,False,False,,,,,,False,False,,,False,False,True,,False,,,,,,False,True
20201,14,3.0,3.0,,0.0,0.0,,,,,,3.0,2.3,,,0.4,0.0,3.0,,0.1,,1.7,,,,11.0,4.2,-11.0,-11.0,,-14.0,-14.0,,,,,,-11.0,-11.7,,,-13.6,-14.0,-11.0,,-13.9,,-12.3,,,,-3.0,-9.8,False,,False,False,,,,,,False,False,,,False,False,False,,False,,False,,,,True,True
20203,1,0.0,0.4,,0.0,0.0,,,,,,3.0,2.0,,,0.0,0.0,1.0,,0.0,,0.4,,,,0.0,4.3,-1.0,-0.6,,-1.0,-1.0,,,,,,2.0,1.0,,,-1.0,-1.0,0.0,,-1.0,,-0.6,,,,-1.0,3.3,True,,False,False,,,,,,False,True,,,True,False,True,,False,,True,,,,False,False
20205,35,6.0,5.9,,0.0,0.0,,,,,,18.0,4.6,,0.2,1.0,,7.0,,1.4,,,,,,33.0,4.7,-29.0,-29.1,,-35.0,-35.0,,,,,,-17.0,-30.4,,-34.8,-34.0,,-28.0,,-33.6,,,,,,-2.0,-30.3,False,,False,False,,,,,,True,False,,False,False,,True,,False,,,,,,True,False
20207,0,0.0,0.2,,0.0,0.0,,,,,,5.0,0.6,,0.1,0.2,0.0,0.0,,0.9,,0.0,,,,0.0,4.2,0.0,0.2,,0.0,0.0,,,,,,5.0,0.6,,0.1,0.2,0.0,0.0,,0.9,,0.0,,,,0.0,4.2,False,,True,True,,,,,,False,False,,False,False,True,True,,False,,True,,,,True,False
20209,779,972.0,991.0,752.1,791.0,652.0,,,,,,1450.0,743.7,,538.2,915.1,2054.0,576.0,,1067.7,,706.8,795.0,,,902.0,729.9,193.0,212.0,-26.9,12.0,-127.0,,,,,,671.0,-35.3,,-240.8,136.1,1275.0,-203.0,,288.7,,-72.2,16.0,,,123.0,-49.1,False,True,True,True,,,,,,False,True,,False,True,False,False,,False,,True,True,,,True,True
21001,38,60.0,55.1,,41.0,50.0,,,,,,60.0,25.2,,13.7,45.4,62.0,0.0,,26.2,,37.7,,,,73.0,119.5,22.0,17.1,,3.0,12.0,,,,,,22.0,-12.8,,-24.3,7.4,24.0,-38.0,,-11.8,,-0.3,,,,35.0,81.5,True,,True,True,,,,,,False,True,,False,True,False,False,,True,,True,,,,False,False
21003,51,21.0,21.6,,18.0,16.0,,,,,,55.0,36.2,,2.4,18.9,52.0,6.0,,21.4,,13.3,,,,18.0,18.8,-30.0,-29.4,,-33.0,-35.0,,,,,,4.0,-14.8,,-48.6,-32.1,1.0,-45.0,,-29.6,,-37.7,,,,-33.0,-32.2,True,,False,False,,,,,,True,True,,False,False,True,False,,True,,False,,,,False,False
21005,30,39.0,37.4,,22.0,22.0,,,,,,27.0,42.4,,8.0,22.5,39.0,31.0,,14.7,,50.4,,,,33.0,92.3,9.0,7.4,,-8.0,-8.0,,,,,,-3.0,12.4,,-22.0,-7.5,9.0,1.0,,-15.3,,20.4,,,,3.0,62.3,True,,True,True,,,,,,True,False,,False,True,False,True,,False,,False,,,,True,False
21007,7,6.0,7.3,,3.0,0.0,,,,,,36.0,13.2,,1.6,1.9,,7.0,,6.7,,6.4,,,,4.0,6.4,-1.0,0.3,,-4.0,-7.0,,,,,,29.0,6.2,,-5.4,-5.1,,0.0,,-0.3,,-0.6,,,,-3.0,-0.6,True,,False,False,,,,,,False,False,,False,False,,True,,True,,True,,,,False,True
21009,99,126.0,109.0,,100.0,163.0,,,,,,142.0,201.0,,64.5,91.6,142.0,0.0,,40.0,,116.4,,,,131.0,120.9,27.0,10.0,,1.0,64.0,,,,,,43.0,102.0,,-34.5,-7.4,43.0,-99.0,,-59.0,,17.4,,,,32.0,21.9,True,,True,False,,,,,,False,False,,False,True,False,False,,False,,True,,,,False,True
21011,18,33.0,33.3,,16.0,66.0,,,,,,20.0,21.6,,2.8,10.4,26.0,104.0,,5.6,,31.9,,,,50.0,19.1,15.0,15.3,,-2.0,48.0,,,,,,2.0,3.6,,-15.2,-7.6,8.0,86.0,,-12.4,,13.9,,,,32.0,1.1,False,,True,False,,,,,,True,True,,False,True,True,False,,True,,True,,,,False,True
21013,80,87.0,80.0,,85.0,66.0,,,,,,99.0,181.7,,29.2,58.8,92.0,42.0,,91.6,,117.9,,,,62.0,80.8,7.0,0.0,,5.0,-14.0,,,,,,19.0,101.7,,-50.8,-21.2,12.0,-38.0,,11.6,,37.9,,,,-18.0,0.8,True,,True,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,True
21015,188,207.0,217.1,,149.0,216.0,,,,,,414.0,352.8,,67.3,145.9,322.0,115.0,,44.8,,185.0,96.0,,,185.0,141.5,19.0,29.1,,-39.0,28.0,,,,,,226.0,164.8,,-120.7,-42.1,134.0,-73.0,,-143.2,,-3.0,-92.0,,,-3.0,-46.5,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,True,False,,,True,False
21017,40,21.0,26.1,,23.0,42.0,,,,,,42.0,41.6,,4.0,22.8,24.0,0.0,,6.4,,23.0,,,,29.0,19.7,-19.0,-13.9,,-17.0,2.0,,,,,,2.0,1.6,,-36.0,-17.2,-16.0,-40.0,,-33.6,,-17.0,,,,-11.0,-20.3,True,,True,True,,,,,,True,True,,False,True,True,False,,False,,True,,,,True,False
