,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
13035,209,273.0,,,,,,276.0,39.2,95.3,198.1,,207.0,64.0,,,,,,67.0,-169.8,-113.7,-10.9,,-2.0,,,,,,False,False,False,True,,True
13037,55,35.0,,,,,,65.0,2.6,6.5,14.5,,25.0,-20.0,,,,,,10.0,-52.4,-48.5,-40.5,,-30.0,,,,,,True,False,False,False,,False
13039,656,917.0,853.2,,,,,953.0,1015.9,384.0,804.4,,600.0,261.0,197.2,,,,,297.0,359.9,-272.0,148.4,,-56.0,True,,,,,False,False,False,True,,True
13043,226,322.0,,,,,,177.0,296.8,95.5,397.6,,119.0,96.0,,,,,,-49.0,70.8,-130.5,171.6,,-107.0,,,,,,True,True,False,False,,False
13045,1014,1302.0,830.9,,,,,2044.0,487.2,871.2,1596.8,,590.0,288.0,-183.1,,,,,1030.0,-526.8,-142.8,582.8,,-424.0,True,,,,,False,False,True,False,,False
13047,555,413.0,595.1,,,,,1348.0,163.7,251.2,243.9,,484.0,-142.0,40.1,,,,,793.0,-391.3,-303.8,-311.1,,-71.0,True,,,,,False,False,False,False,,True
13049,340,504.0,,,,,,256.0,639.8,63.9,378.8,,125.0,164.0,,,,,,-84.0,299.8,-276.1,38.8,,-215.0,,,,,,True,False,False,True,,False
13051,3574,6230.0,8286.9,,,,,5896.0,8230.6,2756.9,3646.6,,2771.0,2656.0,4712.9,,,,,2322.0,4656.6,-817.1,72.6,,-803.0,False,,,,,True,False,True,True,,True
13053,1078,91.0,,,,,,188.0,6.2,1.0,11.4,,8.0,-987.0,,,,,,-890.0,-1071.8,-1077.0,-1066.6,,-1070.0,,,,,,True,False,False,False,,False
13055,538,287.0,,,,,,264.0,1333.7,210.7,225.9,,494.0,-251.0,,,,,,-274.0,795.7,-327.3,-312.1,,-44.0,,,,,,False,False,False,False,,True
13057,3054,2331.0,2186.3,,,,,2968.0,2405.5,2029.8,3621.5,,1386.0,-723.0,-867.7,,,,,-86.0,-648.5,-1024.2,567.5,,-1668.0,False,,,,,True,True,False,True,,False
13059,2991,1638.0,2336.5,,,,,1503.0,1365.9,1162.1,657.0,,698.0,-1353.0,-654.5,,,,,-1488.0,-1625.1,-1828.9,-2334.0,,-2293.0,True,,,,,False,False,False,False,,False
13061,49,28.0,,,,,,21.0,11.4,,18.2,,6.0,-21.0,,,,,,-28.0,-37.6,,-30.8,,-43.0,,,,,,False,False,,False,,False
13063,2871,4319.0,4228.2,,,,,4485.0,3425.2,1592.7,6680.6,,2218.0,1448.0,1357.2,,,,,1614.0,554.2,-1278.3,3809.6,,-653.0,True,,,,,False,True,True,False,,True
13065,174,203.0,,,,,,140.0,52.3,33.4,90.3,,82.0,29.0,,,,,,-34.0,-121.7,-140.6,-83.7,,-92.0,,,,,,False,False,False,False,,False
13067,8424,12502.0,9336.7,,,,,10213.0,16377.8,5578.8,9573.1,,7031.0,4078.0,912.7,,,,,1789.0,7953.8,-2845.2,1149.1,,-1393.0,True,,,,,True,False,True,True,,True
13069,724,1050.0,,,,,,950.0,832.1,313.5,920.8,,275.0,326.0,,,,,,226.0,108.1,-410.5,196.8,,-449.0,,,,,,True,True,False,True,,False
13071,463,462.0,,,,,,1388.0,132.7,160.3,676.0,,133.0,-1.0,,,,,,925.0,-330.3,-302.7,213.0,,-330.0,,,,,,False,False,False,False,,False
13073,2004,1771.0,3892.7,,,,,1547.0,2122.8,1702.1,1948.3,,940.0,-233.0,1888.7,,,,,-457.0,118.8,-301.9,-55.7,,-1064.0,False,,,,,False,True,False,True,,False
13075,197,350.0,,,,,,446.0,109.8,128.4,451.7,,124.0,153.0,,,,,,249.0,-87.2,-68.6,254.7,,-73.0,,,,,,False,True,True,False,,True
13077,1228,1260.0,1173.3,,,,,1785.0,468.1,902.3,805.2,,1290.0,32.0,-54.7,,,,,557.0,-759.9,-325.7,-422.8,,62.0,False,,,,,False,False,False,False,,False
13079,86,98.0,,,,,,67.0,22.4,,85.4,,71.0,12.0,,,,,,-19.0,-63.6,,-0.6,,-15.0,,,,,,False,False,,True,,False
13081,162,98.0,,,,,,340.0,19.0,56.0,13.3,,31.0,-64.0,,,,,,178.0,-143.0,-106.0,-148.7,,-131.0,,,,,,False,False,False,False,,False
13083,143,56.0,,,,,,205.0,35.7,,23.1,,44.0,-87.0,,,,,,62.0,-107.3,,-119.9,,-99.0,,,,,,True,False,,False,,False
13085,523,210.0,,,,,,222.0,317.6,158.9,503.5,,224.0,-313.0,,,,,,-301.0,-205.4,-364.1,-19.5,,-299.0,,,,,,True,True,False,True,,True
13087,570,917.0,,,,,,717.0,519.7,164.9,819.5,,380.0,347.0,,,,,,147.0,-50.3,-405.1,249.5,,-190.0,,,,,,True,True,False,True,,True
13089,6452,9996.0,9586.9,,,,,9828.0,10028.7,4718.8,4934.0,,4868.0,3544.0,3134.9,,,,,3376.0,3576.7,-1733.2,-1518.0,,-1584.0,True,,,,,True,False,True,True,,True
13091,204,210.0,,,,,,267.0,210.3,175.9,108.1,,138.0,6.0,,,,,,63.0,6.3,-28.1,-95.9,,-66.0,,,,,,False,False,False,False,,False
13093,79,42.0,,,,,,140.0,2.6,7.2,21.5,,61.0,-37.0,,,,,,61.0,-76.4,-71.8,-57.5,,-18.0,,,,,,False,False,False,False,,True
13095,625,1127.0,12.4,,,,,2084.0,238.4,44.7,1136.7,,473.0,502.0,-612.6,,,,,1459.0,-386.6,-580.3,511.7,,-152.0,False,,,,,False,True,False,False,,True
13097,1316,2345.0,2021.0,,,,,2124.0,2570.7,1074.8,2934.7,,1153.0,1029.0,705.0,,,,,808.0,1254.7,-241.2,1618.7,,-163.0,True,,,,,True,False,True,False,,True
13099,121,0.0,,,,,,232.0,0.1,19.3,0.0,,4.0,-121.0,,,,,,111.0,-120.9,-101.7,-121.0,,-117.0,,,,,,True,True,True,False,,True
13101,28,77.0,,,,,,103.0,5.9,4.7,128.2,,0.0,49.0,,,,,,75.0,-22.1,-23.3,100.2,,-28.0,,,,,,False,True,True,False,,True
13103,733,917.0,1132.9,,,,,988.0,1200.7,660.4,849.1,,493.0,184.0,399.9,,,,,255.0,467.7,-72.6,116.1,,-240.0,False,,,,,False,False,True,True,,False
13105,275,357.0,,,,,,242.0,202.4,171.5,340.2,,114.0,82.0,,,,,,-33.0,-72.6,-103.5,65.2,,-161.0,,,,,,True,True,False,True,,False
13107,586,476.0,,,,,,282.0,647.7,208.5,420.3,,239.0,-110.0,,,,,,-304.0,61.7,-377.5,-165.7,,-347.0,,,,,,False,True,False,False,,False
13109,250,448.0,,,,,,203.0,1392.8,73.7,657.6,,180.0,198.0,,,,,,-47.0,1142.8,-176.3,407.6,,-70.0,,,,,,True,False,True,False,,True
13111,301,392.0,,,,,,246.0,93.5,312.6,421.4,,221.0,91.0,,,,,,-55.0,-207.5,11.6,120.4,,-80.0,,,,,,True,False,True,False,,True
13113,879,1113.0,791.3,,,,,1089.0,1032.5,1029.4,841.2,,897.0,234.0,-87.7,,,,,210.0,153.5,150.4,-37.8,,18.0,True,,,,,True,True,True,True,,True
13115,1658,1148.0,656.8,,,,,2027.0,643.9,723.7,3527.4,,877.0,-510.0,-1001.2,,,,,369.0,-1014.1,-934.3,1869.4,,-781.0,False,,,,,True,False,False,False,,False
13117,1918,1694.0,1500.3,,,,,2233.0,1883.7,2657.2,1153.4,,1217.0,-224.0,-417.7,,,,,315.0,-34.3,739.2,-764.6,,-701.0,False,,,,,False,True,False,False,,False
13119,334,224.0,,,,,,471.0,37.1,194.5,207.5,,95.0,-110.0,,,,,,137.0,-296.9,-139.5,-126.5,,-239.0,,,,,,False,False,False,False,,False
13121,10459,19439.0,11702.1,,,,,13746.0,27389.7,9078.5,12502.9,,8375.0,8980.0,1243.1,,,,,3287.0,16930.7,-1380.5,2043.9,,-2084.0,True,,,,,True,False,True,True,,True
13123,360,518.0,,,,,,364.0,362.7,189.8,93.2,,161.0,158.0,,,,,,4.0,2.7,-170.2,-266.8,,-199.0,,,,,,True,True,False,False,,False
13125,24,14.0,,,,,,21.0,4.1,,,,6.0,-10.0,,,,,,-3.0,-19.9,,,,-18.0,,,,,,True,False,,,,False
13127,1225,1974.0,2068.6,,,,,2251.0,1361.8,800.2,944.3,,559.0,749.0,843.6,,,,,1026.0,136.8,-424.8,-280.7,,-666.0,False,,,,,False,True,True,True,,True
13129,866,924.0,1405.7,,,,,1046.0,552.4,464.3,816.2,,438.0,58.0,539.7,,,,,180.0,-313.6,-401.7,-49.8,,-428.0,False,,,,,False,False,False,True,,False
13131,375,455.0,,,,,,605.0,364.4,194.1,311.4,,349.0,80.0,,,,,,230.0,-10.6,-180.9,-63.6,,-26.0,,,,,,False,True,False,True,,True
13133,281,308.0,,,,,,185.0,62.2,133.8,409.5,,107.0,27.0,,,,,,-96.0,-218.8,-147.2,128.5,,-174.0,,,,,,False,False,False,False,,False
13135,10592,13300.0,19096.2,,,,,9801.0,8705.1,7838.6,7853.6,,5695.0,2708.0,8504.2,,,,,-791.0,-1886.9,-2753.4,-2738.4,,-4897.0,False,,,,,True,True,False,False,,False
13137,511,567.0,,,,,,785.0,137.7,214.8,243.3,,230.0,56.0,,,,,,274.0,-373.3,-296.2,-267.7,,-281.0,,,,,,False,False,False,False,,False
13139,3496,3409.0,1777.6,,,,,3510.0,2574.1,1607.5,4919.1,,1080.0,-87.0,-1718.4,,,,,14.0,-921.9,-1888.5,1423.1,,-2416.0,False,,,,,True,False,False,False,,False
13141,119,105.0,,,,,,58.0,21.5,1.4,143.3,,58.0,-14.0,,,,,,-61.0,-97.5,-117.6,24.3,,-61.0,,,,,,False,False,False,False,,False
13143,232,210.0,,,,,,320.0,224.4,257.3,89.4,,240.0,-22.0,,,,,,88.0,-7.6,25.3,-142.6,,8.0,,,,,,False,True,False,False,,True
13145,209,392.0,,,,,,407.0,72.4,218.2,1015.4,,147.0,183.0,,,,,,198.0,-136.6,9.2,806.4,,-62.0,,,,,,False,True,True,False,,True
13147,265,385.0,,,,,,328.0,198.8,295.2,233.9,,258.0,120.0,,,,,,63.0,-66.2,30.2,-31.1,,-7.0,,,,,,True,True,True,True,,True
13149,64,147.0,,,,,,82.0,60.0,131.1,159.4,,93.0,83.0,,,,,,18.0,-4.0,67.1,95.4,,29.0,,,,,,True,True,True,False,,True
13151,2163,3143.0,3272.9,,,,,2639.0,2444.2,1687.7,3164.3,,1984.0,980.0,1109.9,,,,,476.0,281.2,-475.3,1001.3,,-179.0,False,,,,,True,True,True,False,,True
13153,1390,1932.0,1690.7,,,,,1682.0,2404.5,1298.3,1444.8,,1060.0,542.0,300.7,,,,,292.0,1014.5,-91.7,54.8,,-330.0,True,,,,,True,False,True,True,,True
13155,131,105.0,,,,,,114.0,48.3,67.9,52.9,,68.0,-26.0,,,,,,-17.0,-82.7,-63.1,-78.1,,-63.0,,,,,,True,False,False,False,,False
13157,964,1099.0,716.2,,,,,891.0,764.1,669.2,1181.9,,819.0,135.0,-247.8,,,,,-73.0,-199.9,-294.8,217.9,,-145.0,False,,,,,True,False,False,False,,False
13159,103,35.0,,,,,,117.0,9.8,83.2,42.8,,19.0,-68.0,,,,,,14.0,-93.2,-19.8,-60.2,,-84.0,,,,,,True,False,True,True,,False
13161,403,483.0,,,,,,252.0,209.0,133.7,709.9,,216.0,80.0,,,,,,-151.0,-194.0,-269.3,306.9,,-187.0,,,,,,False,False,False,False,,False
13163,387,560.0,,,,,,190.0,325.3,166.0,417.2,,155.0,173.0,,,,,,-197.0,-61.7,-221.0,30.2,,-232.0,,,,,,False,True,False,True,,False
13165,160,154.0,,,,,,139.0,15.6,100.0,13.6,,32.0,-6.0,,,,,,-21.0,-144.4,-60.0,-146.4,,-128.0,,,,,,False,False,False,False,,False
13167,198,385.0,,,,,,128.0,130.1,65.0,230.2,,121.0,187.0,,,,,,-70.0,-67.9,-133.0,32.2,,-77.0,,,,,,True,True,True,True,,True
13169,291,294.0,,,,,,218.0,52.7,311.2,198.1,,210.0,3.0,,,,,,-73.0,-238.3,20.2,-92.9,,-81.0,,,,,,False,False,False,False,,False
13171,150,196.0,,,,,,205.0,151.9,110.7,71.3,,210.0,46.0,,,,,,55.0,1.9,-39.3,-78.7,,60.0,,,,,,False,True,True,False,,False
13173,97,112.0,,,,,,239.0,55.5,53.8,128.8,,125.0,15.0,,,,,,142.0,-41.5,-43.2,31.8,,28.0,,,,,,False,False,False,False,,False
13175,911,749.0,,,,,,640.0,633.3,462.2,881.8,,414.0,-162.0,,,,,,-271.0,-277.7,-448.8,-29.2,,-497.0,,,,,,False,False,False,True,,False
13177,215,238.0,,,,,,381.0,109.1,77.1,335.4,,162.0,23.0,,,,,,166.0,-105.9,-137.9,120.4,,-53.0,,,,,,False,False,False,False,,False
13179,522,903.0,1036.4,,,,,1092.0,542.3,458.6,1085.2,,395.0,381.0,514.4,,,,,570.0,20.3,-63.4,563.2,,-127.0,False,,,,,False,True,True,False,,True
13181,102,105.0,,,,,,54.0,38.8,51.7,17.0,,38.0,3.0,,,,,,-48.0,-63.2,-50.3,-85.0,,-64.0,,,,,,False,False,False,False,,False
13183,127,98.0,,,,,,215.0,41.7,,107.8,,38.0,-29.0,,,,,,88.0,-85.3,,-19.2,,-89.0,,,,,,False,False,,True,,False
13185,1119,2996.0,3691.7,,,,,3153.0,1229.3,1191.1,2353.5,,1068.0,1877.0,2572.7,,,,,2034.0,110.3,72.1,1234.5,,-51.0,False,,,,,False,True,True,True,,True
13187,563,259.0,,,,,,351.0,216.0,191.4,122.5,,150.0,-304.0,,,,,,-212.0,-347.0,-371.6,-440.5,,-413.0,,,,,,True,False,False,False,,False
13189,324,231.0,,,,,,285.0,55.9,206.0,97.4,,133.0,-93.0,,,,,,-39.0,-268.1,-118.0,-226.6,,-191.0,,,,,,True,False,False,False,,False
13191,150,161.0,,,,,,217.0,92.5,83.6,166.7,,82.0,11.0,,,,,,67.0,-57.5,-66.4,16.7,,-68.0,,,,,,False,False,False,False,,False
13193,64,56.0,,,,,,108.0,9.2,13.9,168.2,,23.0,-8.0,,,,,,44.0,-54.8,-50.1,104.2,,-41.0,,,,,,False,False,False,False,,False
13195,339,399.0,,,,,,327.0,116.6,308.0,366.7,,177.0,60.0,,,,,,-12.0,-222.4,-31.0,27.7,,-162.0,,,,,,True,False,True,True,,False
13197,57,91.0,,,,,,53.0,26.1,35.0,107.4,,69.0,34.0,,,,,,-4.0,-30.9,-22.0,50.4,,12.0,,,,,,True,True,True,False,,True
13199,197,280.0,,,,,,216.0,48.3,99.8,260.6,,140.0,83.0,,,,,,19.0,-148.7,-97.2,63.6,,-57.0,,,,,,True,False,False,True,,True
13201,140,175.0,,,,,,101.0,119.1,,145.2,,118.0,35.0,,,,,,-39.0,-20.9,,5.2,,-22.0,,,,,,False,True,,True,,True
13205,204,210.0,,,,,,441.0,65.3,34.2,134.7,,102.0,6.0,,,,,,237.0,-138.7,-169.8,-69.3,,-102.0,,,,,,False,False,False,False,,False
13207,269,476.0,,,,,,278.0,413.0,236.0,240.6,,226.0,207.0,,,,,,9.0,144.0,-33.0,-28.4,,-43.0,,,,,,True,True,True,True,,True
13209,156,231.0,,,,,,84.0,121.7,53.7,300.6,,104.0,75.0,,,,,,-72.0,-34.3,-102.3,144.6,,-52.0,,,,,,True,True,False,False,,True
13211,301,315.0,,,,,,219.0,166.5,191.2,159.5,,289.0,14.0,,,,,,-82.0,-134.5,-109.8,-141.5,,-12.0,,,,,,False,False,False,False,,True
13213,300,560.0,,,,,,770.0,611.7,327.9,811.9,,359.0,260.0,,,,,,470.0,311.7,27.9,511.9,,59.0,,,,,,False,False,True,False,,True
13215,1935,3220.0,6009.4,,,,,5435.0,1099.0,1753.6,16268.1,,1104.0,1285.0,4074.4,,,,,3500.0,-836.0,-181.4,14333.1,,-831.0,False,,,,,False,True,True,False,,True
13217,1080,1477.0,1660.3,,,,,1171.0,1069.8,904.9,1231.1,,601.0,397.0,580.3,,,,,91.0,-10.2,-175.1,151.1,,-479.0,False,,,,,True,True,True,True,,False
13219,319,385.0,,,,,,370.0,201.2,494.2,234.5,,221.0,66.0,,,,,,51.0,-117.8,175.2,-84.5,,-98.0,,,,,,True,False,False,False,,False
13221,137,161.0,,,,,,134.0,45.6,131.4,97.3,,68.0,24.0,,,,,,-3.0,-91.4,-5.6,-39.7,,-69.0,,,,,,True,False,True,False,,False
13223,1371,1414.0,1954.9,,,,,2033.0,1562.0,1333.0,1720.8,,1092.0,43.0,583.9,,,,,662.0,191.0,-38.0,349.8,,-279.0,False,,,,,False,False,True,False,,False
13225,372,350.0,,,,,,238.0,164.9,217.4,509.5,,224.0,-22.0,,,,,,-134.0,-207.1,-154.6,137.5,,-148.0,,,,,,False,False,False,False,,False
13227,357,343.0,,,,,,362.0,487.7,306.4,217.9,,296.0,-14.0,,,,,,5.0,130.7,-50.6,-139.1,,-61.0,,,,,,True,False,False,False,,False
13229,215,266.0,,,,,,484.0,55.1,146.1,102.8,,96.0,51.0,,,,,,269.0,-159.9,-68.9,-112.2,,-119.0,,,,,,False,False,False,False,,False
13231,136,147.0,,,,,,138.0,47.5,125.7,154.5,,90.0,11.0,,,,,,2.0,-88.5,-10.3,18.5,,-46.0,,,,,,True,False,True,False,,False
13233,825,693.0,,,,,,789.0,250.7,383.7,609.2,,336.0,-132.0,,,,,,-36.0,-574.3,-441.3,-215.8,,-489.0,,,,,,True,False,False,False,,False
13235,222,35.0,,,,,,90.0,7.1,,4.1,,16.0,-187.0,,,,,,-132.0,-214.9,,-217.9,,-206.0,,,,,,True,False,,False,,False
13237,356,266.0,,,,,,215.0,87.3,165.7,112.2,,111.0,-90.0,,,,,,-141.0,-268.7,-190.3,-243.8,,-245.0,,,,,,False,False,False,False,,False
13239,8,7.0,,,,,,6.0,2.2,,28.1,,1.0,-1.0,,,,,,-2.0,-5.8,,20.1,,-7.0,,,,,,False,False,,False,,False
13241,157,238.0,,,,,,144.0,321.9,151.0,133.0,,110.0,81.0,,,,,,-13.0,164.9,-6.0,-24.0,,-47.0,,,,,,True,False,True,True,,True
13243,94,84.0,,,,,,144.0,6.8,4.1,34.2,,30.0,-10.0,,,,,,50.0,-87.2,-89.9,-59.8,,-64.0,,,,,,False,False,False,False,,False
13245,3785,3955.0,6094.9,,,,,2930.0,5942.2,1963.9,3392.9,,1849.0,170.0,2309.9,,,,,-855.0,2157.2,-1821.1,-392.1,,-1936.0,False,,,,,False,False,False,False,,False
13247,773,952.0,1188.1,,,,,1030.0,478.8,659.4,1714.9,,420.0,179.0,415.1,,,,,257.0,-294.2,-113.6,941.9,,-353.0,False,,,,,False,False,True,False,,False
13249,62,70.0,,,,,,22.0,7.5,,61.8,,140.0,8.0,,,,,,-40.0,-54.5,,-0.2,,78.0,,,,,,False,False,,True,,False
13251,192,98.0,,,,,,157.0,62.3,86.0,14.1,,45.0,-94.0,,,,,,-35.0,-129.7,-106.0,-177.9,,-147.0,,,,,,True,False,False,False,,False
13253,236,189.0,,,,,,232.0,9.8,,187.9,,105.0,-47.0,,,,,,-4.0,-226.2,,-48.1,,-131.0,,,,,,True,False,,False,,False
13255,513,672.0,383.0,,,,,858.0,772.5,369.0,384.4,,483.0,159.0,-130.0,,,,,345.0,259.5,-144.0,-128.6,,-30.0,True,,,,,False,False,True,True,,True
13257,448,553.0,,,,,,526.0,476.6,208.7,300.7,,162.0,105.0,,,,,,78.0,28.6,-239.3,-147.3,,-286.0,,,,,,True,True,False,False,,False
13259,174,42.0,,,,,,92.0,2.3,0.5,17.4,,3.0,-132.0,,,,,,-82.0,-171.7,-173.5,-156.6,,-171.0,,,,,,True,False,False,False,,False
13261,223,203.0,,,,,,455.0,75.2,49.7,25.6,,48.0,-20.0,,,,,,232.0,-147.8,-173.3,-197.4,,-175.0,,,,,,False,False,False,False,,False
13263,38,98.0,,,,,,39.0,56.7,36.4,63.3,,42.0,60.0,,,,,,1.0,18.7,-1.6,25.3,,4.0,,,,,,True,True,True,True,,True
13265,15,21.0,,,,,,7.0,2.4,,11.8,,56.0,6.0,,,,,,-8.0,-12.6,,-3.2,,41.0,,,,,,False,False,,True,,False
13267,423,434.0,,,,,,378.0,493.4,227.0,362.7,,236.0,11.0,,,,,,-45.0,70.4,-196.0,-60.3,,-187.0,,,,,,False,False,False,False,,False
13269,122,28.0,,,,,,41.0,11.0,,235.0,,22.0,-94.0,,,,,,-81.0,-111.0,,113.0,,-100.0,,,,,,True,False,,False,,False
13271,142,224.0,,,,,,268.0,50.1,0.4,192.6,,69.0,82.0,,,,,,126.0,-91.9,-141.6,50.6,,-73.0,,,,,,False,False,False,True,,True
13273,55,98.0,,,,,,121.0,15.0,4.5,102.3,,27.0,43.0,,,,,,66.0,-40.0,-50.5,47.3,,-28.0,,,,,,False,True,False,False,,True
13275,649,980.0,,,,,,1278.0,404.8,255.2,743.1,,481.0,331.0,,,,,,629.0,-244.2,-393.8,94.1,,-168.0,,,,,,False,True,False,True,,True
13277,478,343.0,,,,,,1061.0,229.2,215.4,42.6,,65.0,-135.0,,,,,,583.0,-248.8,-262.6,-435.4,,-413.0,,,,,,False,False,False,False,,False
13279,725,700.0,,,,,,517.0,489.0,258.1,502.9,,336.0,-25.0,,,,,,-208.0,-236.0,-466.9,-222.1,,-389.0,,,,,,False,False,False,False,,False
13281,156,119.0,,,,,,100.0,80.7,,669.0,,86.0,-37.0,,,,,,-56.0,-75.3,,513.0,,-70.0,,,,,,False,False,,False,,False
13283,164,140.0,,,,,,72.0,34.6,,256.8,,89.0,-24.0,,,,,,-92.0,-129.4,,92.8,,-75.0,,,,,,False,False,,False,,False
13285,623,1484.0,1144.4,,,,,1617.0,510.9,253.3,908.8,,554.0,861.0,521.4,,,,,994.0,-112.1,-369.7,285.8,,-69.0,True,,,,,False,True,True,True,,True
13287,82,0.0,,,,,,78.0,1.1,3.4,0.0,,1.0,-82.0,,,,,,-4.0,-80.9,-78.6,-82.0,,-81.0,,,,,,True,True,True,False,,True
13289,114,105.0,,,,,,57.0,19.8,,126.4,,55.0,-9.0,,,,,,-57.0,-94.2,,12.4,,-59.0,,,,,,False,False,,False,,False
13291,432,224.0,,,,,,232.0,206.9,233.3,1211.6,,165.0,-208.0,,,,,,-200.0,-225.1,-198.7,779.6,,-267.0,,,,,,True,False,True,False,,False
13293,298,231.0,,,,,,339.0,95.7,77.7,123.7,,251.0,-67.0,,,,,,41.0,-202.3,-220.3,-174.3,,-47.0,,,,,,True,False,False,False,,True
13295,821,315.0,787.2,,,,,1038.0,201.6,169.2,220.7,,437.0,-506.0,-33.8,,,,,217.0,-619.4,-651.8,-600.3,,-384.0,True,,,,,True,False,False,False,,True
13297,930,742.0,760.1,,,,,925.0,298.0,747.8,300.5,,631.0,-188.0,-169.9,,,,,-5.0,-632.0,-182.2,-629.5,,-299.0,True,,,,,True,False,True,False,,False
13299,432,1036.0,,,,,,1045.0,674.4,565.8,1418.3,,237.0,604.0,,,,,,613.0,242.4,133.8,986.3,,-195.0,,,,,,False,True,True,False,,True
13301,80,0.0,,,,,,41.0,3.4,,0.0,,3.0,-80.0,,,,,,-39.0,-76.6,,-80.0,,-77.0,,,,,,True,True,,False,,True
13303,313,735.0,,,,,,227.0,1324.9,171.8,475.4,,327.0,422.0,,,,,,-86.0,1011.9,-141.2,162.4,,14.0,,,,,,True,False,True,True,,True
13305,551,1470.0,,,,,,807.0,831.7,242.5,1122.6,,419.0,919.0,,,,,,256.0,280.7,-308.5,571.6,,-132.0,,,,,,True,True,True,True,,True
13307,10,7.0,,,,,,11.0,7.5,,1.0,,1.0,-3.0,,,,,,1.0,-2.5,,-9.0,,-9.0,,,,,,True,True,,False,,False
13309,226,35.0,,,,,,62.0,29.7,,2.7,,9.0,-191.0,,,,,,-164.0,-196.3,,-223.3,,-217.0,,,,,,True,False,,False,,False
13311,400,301.0,,,,,,304.0,40.4,227.7,470.7,,149.0,-99.0,,,,,,-96.0,-359.6,-172.3,70.7,,-251.0,,,,,,True,False,False,True,,False
13313,1690,2744.0,5037.6,,,,,3318.0,2683.8,1349.4,2396.2,,886.0,1054.0,3347.6,,,,,1628.0,993.8,-340.6,706.2,,-804.0,False,,,,,False,True,True,True,,True
13315,86,35.0,,,,,,79.0,2.5,11.7,3.0,,3.0,-51.0,,,,,,-7.0,-83.5,-74.3,-83.0,,-83.0,,,,,,True,False,False,False,,False
13317,86,154.0,,,,,,121.0,55.4,54.0,33.7,,39.0,68.0,,,,,,35.0,-30.6,-32.0,-52.3,,-47.0,,,,,,True,True,True,True,,True
13319,162,161.0,,,,,,65.0,24.7,40.3,172.2,,63.0,-1.0,,,,,,-97.0,-137.3,-121.7,10.2,,-99.0,,,,,,False,False,False,False,,False
13321,124,175.0,,,,,,321.0,89.9,78.7,162.5,,99.0,51.0,,,,,,197.0,-34.1,-45.3,38.5,,-25.0,,,,,,False,True,True,True,,True
15001,464,42.0,0.0,,,,,,5.3,29.6,25.4,,11.0,-422.0,-464.0,,,,,,-458.7,-434.4,-438.6,,-453.0,False,,,,,,False,False,False,,False
15003,8325,1757.0,230.8,,,,,,4359.7,3080.5,2864.2,,5022.0,-6568.0,-8094.2,,,,,,-3965.3,-5244.5,-5460.8,,-3303.0,False,,,,,,True,True,True,,True
15005,0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
15007,15,0.0,16.1,,,,,,2.0,,41.2,,1021.0,-15.0,1.1,,,,,,-13.0,,26.2,,1006.0,True,,,,,,True,,False,,False
15009,299,77.0,1.9,,,,,,44.4,6.4,60.7,,2103.0,-222.0,-297.1,,,,,,-254.6,-292.6,-238.3,,1804.0,False,,,,,,False,False,False,,False
16001,4981,7063.0,14650.2,,,,,11235.0,12154.5,4341.0,2106.2,,2701.0,2082.0,9669.2,,,,,6254.0,7173.5,-640.0,-2874.8,,-2280.0,False,,,,,False,False,True,False,,False
16003,11,14.0,,,,,,0.0,25.8,,15.7,,43.0,3.0,,,,,,-11.0,14.8,,4.7,,32.0,,,,,,False,False,,False,,False
16005,518,336.0,906.9,,,,,505.0,64.8,793.8,499.1,,401.0,-182.0,388.9,,,,,-13.0,-453.2,275.8,-18.9,,-117.0,False,,,,,True,False,False,True,,True
16007,25,21.0,,,,,,37.0,,,9.6,,68.0,-4.0,,,,,,12.0,,,-15.4,,43.0,,,,,,False,,,False,,False
16009,85,28.0,,,,,,63.0,16.2,,33.2,,25.0,-57.0,,,,,,-22.0,-68.8,,-51.8,,-60.0,,,,,,True,False,,True,,False
16011,449,231.0,,,,,,330.0,245.8,393.9,687.7,,201.0,-218.0,,,,,,-119.0,-203.2,-55.1,238.7,,-248.0,,,,,,True,True,True,False,,False
