,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
12059,266,372.0,,422.0,,,,,503.0,90.3,156.7,396.1,,189.0,106.0,,156.0,,,,,237.0,-175.7,-109.3,130.1,,-77.0,,False,,,,,False,False,False,False,,True
12061,701,1974.0,3223.5,1346.0,,,,,1896.0,1870.1,1208.8,1345.2,,1468.0,1273.0,2522.5,645.0,,,,,1195.0,1169.1,507.8,644.2,,767.0,False,True,,,,,True,True,True,True,,True
12063,1020,2208.0,,2556.0,,,,,1135.0,618.8,503.7,725.3,,564.0,1188.0,,1536.0,,,,,115.0,-401.2,-516.3,-294.7,,-456.0,,False,,,,,True,True,True,True,,True
12065,196,1008.0,,1483.0,,,,,191.0,1036.7,83.7,428.4,,321.0,812.0,,1287.0,,,,,-5.0,840.7,-112.3,232.4,,125.0,,False,,,,,True,False,True,True,,True
12067,1110,174.0,,185.0,,,,,114.0,128.0,64.4,118.8,,154.0,-936.0,,-925.0,,,,,-996.0,-982.0,-1045.6,-991.2,,-956.0,,True,,,,,False,False,False,False,,False
12069,2409,3744.0,8635.5,2596.0,,,,,4220.0,3216.3,2655.1,2376.4,,2386.0,1335.0,6226.5,187.0,,,,,1811.0,807.3,246.1,-32.6,,-23.0,False,True,,,,,False,True,True,True,,True
12071,3900,7554.0,17443.3,7169.0,,,,,9199.0,6089.4,3264.7,6820.4,,2981.0,3654.0,13543.3,3269.0,,,,,5299.0,2189.4,-635.3,2920.4,,-919.0,False,True,,,,,False,True,True,True,,True
12073,4543,3828.0,10420.4,2765.0,,,,,4079.0,4434.3,1867.9,3653.8,,2280.0,-715.0,5877.4,-1778.0,,,,,-464.0,-108.7,-2675.1,-889.2,,-2263.0,False,False,,,,,True,True,False,False,,False
12075,379,804.0,,877.0,,,,,717.0,337.0,390.6,1715.8,,550.0,425.0,,498.0,,,,,338.0,-42.0,11.6,1336.8,,171.0,,False,,,,,True,True,True,False,,True
12077,113,402.0,,,,,,,198.0,182.8,4.3,215.2,,14.0,289.0,,,,,,,85.0,69.8,-108.7,102.2,,-99.0,,,,,,,True,True,True,True,,True
12079,363,594.0,,423.0,,,,,381.0,579.2,251.6,428.1,,131.0,231.0,,60.0,,,,,18.0,216.2,-111.4,65.1,,-232.0,,True,,,,,True,True,True,True,,False
12081,2213,5676.0,10256.0,3631.0,,,,,4681.0,4344.4,2220.6,3663.4,,2585.0,3463.0,8043.0,1418.0,,,,,2468.0,2131.4,7.6,1450.4,,372.0,False,True,,,,,True,True,True,True,,True
12083,4039,11070.0,10375.5,19617.0,,,,,4415.0,18383.2,3803.1,7308.2,,7417.0,7031.0,6336.5,15578.0,,,,,376.0,14344.2,-235.9,3269.2,,3378.0,True,False,,,,,True,False,True,True,,True
12085,981,1428.0,2737.5,1062.0,,,,,2326.0,679.4,562.9,1073.9,,646.0,447.0,1756.5,81.0,,,,,1345.0,-301.6,-418.1,92.9,,-335.0,False,True,,,,,False,True,True,True,,True
12086,42583,116118.0,239181.0,199748.0,,,,,117980.0,100989.2,,100629.2,,9055.0,73535.0,196598.0,157165.0,,,,,75397.0,58406.2,,58046.2,,-33528.0,False,False,,,,,False,True,,True,,True
12087,459,1266.0,1842.6,594.0,,,,,1397.0,1852.2,569.1,813.8,,666.0,807.0,1383.6,135.0,,,,,938.0,1393.2,110.1,354.8,,207.0,False,True,,,,,False,False,True,True,,True
12089,835,960.0,2017.5,451.0,,,,,1122.0,837.5,629.4,419.8,,513.0,125.0,1182.5,-384.0,,,,,287.0,2.5,-205.6,-415.2,,-322.0,False,False,,,,,False,True,False,False,,False
12091,1729,3450.0,5985.0,5985.0,,,,,4233.0,5599.5,1583.5,2795.0,,2014.0,1721.0,4256.0,4256.0,,,,,2504.0,3870.5,-145.5,1066.0,,285.0,False,False,,,,,False,False,True,True,,True
12093,405,708.0,,448.0,,,,,695.0,192.7,264.9,1206.6,,385.0,303.0,,43.0,,,,,290.0,-212.3,-140.1,801.6,,-20.0,,True,,,,,True,True,True,False,,True
12095,8380,17442.0,71412.4,9982.0,,,,,17774.0,13377.9,7072.6,7042.8,,7642.0,9062.0,63032.4,1602.0,,,,,9394.0,4997.9,-1307.4,-1337.2,,-738.0,False,True,,,,,False,True,True,True,,True
12097,3091,7452.0,21805.8,4206.0,,,,,5897.0,7410.1,4482.5,7711.7,,3100.0,4361.0,18714.8,1115.0,,,,,2806.0,4319.1,1391.5,4620.7,,9.0,False,True,,,,,True,True,True,False,,True
12099,10019,24882.0,43445.8,23939.0,,,,,24328.0,21532.9,14838.3,39238.8,,12092.0,14863.0,33426.8,13920.0,,,,,14309.0,11513.9,4819.3,29219.8,,2073.0,False,True,,,,,True,True,True,False,,True
12101,2113,4320.0,10519.0,3821.0,,,,,6081.0,4056.2,3006.4,2288.0,,2485.0,2207.0,8406.0,1708.0,,,,,3968.0,1943.2,893.4,175.0,,372.0,False,True,,,,,False,True,True,True,,True
12103,4268,9714.0,31648.0,13525.0,,,,,10521.0,10393.3,3868.1,4867.1,,4630.0,5446.0,27380.0,9257.0,,,,,6253.0,6125.3,-399.9,599.1,,362.0,False,False,,,,,False,False,True,True,,True
12105,5602,9228.0,15689.4,6294.0,,,,,9546.0,9894.9,4780.2,3853.2,,4645.0,3626.0,10087.4,692.0,,,,,3944.0,4292.9,-821.8,-1748.8,,-957.0,False,True,,,,,False,False,True,True,,True
12107,618,1002.0,2702.5,732.0,,,,,1268.0,1216.1,526.7,357.0,,545.0,384.0,2084.5,114.0,,,,,650.0,598.1,-91.3,-261.0,,-73.0,False,True,,,,,False,False,True,True,,True
12109,1594,2358.0,5202.2,1537.0,,,,,2724.0,2263.2,1766.1,2055.8,,1322.0,764.0,3608.2,-57.0,,,,,1130.0,669.2,172.1,461.8,,-272.0,False,True,,,,,False,True,True,True,,True
12111,2415,4740.0,10477.8,4074.0,,,,,4235.0,3168.9,2293.9,6157.8,,3322.0,2325.0,8062.8,1659.0,,,,,1820.0,753.9,-121.1,3742.8,,907.0,False,True,,,,,True,True,True,False,,True
12113,1704,6204.0,8075.9,9521.0,,,,,3898.0,5424.8,1864.8,4368.3,,3161.0,4500.0,6371.9,7817.0,,,,,2194.0,3720.8,160.8,2664.3,,1457.0,False,False,,,,,True,True,True,True,,True
12115,1918,3996.0,9514.9,3028.0,,,,,4499.0,3575.2,2835.5,2527.4,,2191.0,2078.0,7596.9,1110.0,,,,,2581.0,1657.2,917.5,609.4,,273.0,False,True,,,,,False,True,True,True,,True
12117,1966,3582.0,9054.4,2343.0,,,,,5012.0,3196.3,2369.7,5362.2,,1798.0,1616.0,7088.4,377.0,,,,,3046.0,1230.3,403.7,3396.2,,-168.0,False,True,,,,,False,True,True,False,,True
12119,1010,738.0,1711.5,627.0,,,,,1306.0,818.5,1656.8,565.1,,511.0,-272.0,701.5,-383.0,,,,,296.0,-191.5,646.8,-444.9,,-499.0,False,False,,,,,False,True,False,False,,False
12121,1379,972.0,,1522.0,,,,,791.0,993.5,415.1,543.0,,414.0,-407.0,,143.0,,,,,-588.0,-385.5,-963.9,-836.0,,-965.0,,True,,,,,False,True,False,False,,False
12123,884,618.0,,959.0,,,,,420.0,941.6,86.7,930.3,,356.0,-266.0,,75.0,,,,,-464.0,57.6,-797.3,46.3,,-528.0,,True,,,,,False,True,False,True,,False
12125,587,210.0,,816.0,,,,,319.0,29.7,50.2,426.9,,148.0,-377.0,,229.0,,,,,-268.0,-557.3,-536.8,-160.1,,-439.0,,True,,,,,True,False,False,True,,False
12127,3144,4956.0,12246.6,4638.0,,,,,5935.0,5744.5,3617.4,2424.3,,2718.0,1812.0,9102.6,1494.0,,,,,2791.0,2600.5,473.4,-719.7,,-426.0,False,True,,,,,False,False,True,True,,True
12129,403,726.0,,285.0,,,,,551.0,226.1,184.5,211.5,,423.0,323.0,,-118.0,,,,,148.0,-176.9,-218.5,-191.5,,20.0,,True,,,,,True,True,True,True,,True
12131,565,1338.0,1767.8,1292.0,,,,,1500.0,754.1,716.5,1160.0,,754.0,773.0,1202.8,727.0,,,,,935.0,189.1,151.5,595.0,,189.0,False,True,,,,,False,True,True,True,,True
12133,490,858.0,,732.0,,,,,730.0,717.1,178.2,347.3,,340.0,368.0,,242.0,,,,,240.0,227.1,-311.8,-142.7,,-150.0,,True,,,,,True,True,True,True,,True
13001,375,600.0,,568.0,,,,,378.0,148.5,189.4,1338.7,,192.0,225.0,,193.0,,,,,3.0,-226.5,-185.6,963.7,,-183.0,,True,,,,,True,False,True,False,,True
13003,142,150.0,,123.0,,,,,162.0,39.2,0.0,58.0,,54.0,8.0,,-19.0,,,,,20.0,-102.8,-142.0,-84.0,,-88.0,,False,,,,,False,False,False,False,,False
13005,149,192.0,,143.0,,,,,230.0,38.6,88.2,147.8,,71.0,43.0,,-6.0,,,,,81.0,-110.4,-60.8,-1.2,,-78.0,,True,,,,,False,False,False,True,,False
13007,19,48.0,,0.0,,,,,25.0,7.0,,22.5,,70.0,29.0,,-19.0,,,,,6.0,-12.0,,3.5,,51.0,,True,,,,,True,True,,True,,False
13009,962,726.0,,1099.0,,,,,576.0,307.9,159.2,812.7,,543.0,-236.0,,137.0,,,,,-386.0,-654.1,-802.8,-149.3,,-419.0,,True,,,,,False,False,False,True,,False
13011,191,228.0,,339.0,,,,,213.0,70.7,116.0,205.7,,191.0,37.0,,148.0,,,,,22.0,-120.3,-75.0,14.7,,0.0,,False,,,,,True,False,False,True,,True
13013,869,1116.0,793.5,1080.0,,,,,972.0,1104.8,474.3,1981.2,,1069.0,247.0,-75.5,211.0,,,,,103.0,235.8,-394.7,1112.2,,200.0,True,True,,,,,True,True,False,False,,True
13015,1083,1590.0,1106.1,2821.0,,,,,1497.0,1150.6,528.3,1420.3,,1406.0,507.0,23.1,1738.0,,,,,414.0,67.6,-554.7,337.3,,323.0,True,False,,,,,True,True,False,True,,True
13017,354,276.0,,240.0,,,,,230.0,76.9,84.2,213.8,,181.0,-78.0,,-114.0,,,,,-124.0,-277.1,-269.8,-140.2,,-173.0,,False,,,,,False,False,False,False,,False
13019,164,210.0,,183.0,,,,,311.0,81.3,129.4,84.9,,203.0,46.0,,19.0,,,,,147.0,-82.7,-34.6,-79.1,,39.0,,True,,,,,False,False,True,False,,True
13021,2612,2682.0,3534.4,2501.0,,,,,2518.0,3179.6,1253.3,2318.6,,1383.0,70.0,922.4,-111.0,,,,,-94.0,567.6,-1358.7,-293.4,,-1229.0,False,False,,,,,False,False,False,False,,False
13023,288,90.0,,96.0,,,,,132.0,15.1,78.7,52.0,,126.0,-198.0,,-192.0,,,,,-156.0,-272.9,-209.3,-236.0,,-162.0,,True,,,,,True,False,False,False,,True
13025,103,168.0,,143.0,,,,,275.0,25.8,125.1,133.8,,118.0,65.0,,40.0,,,,,172.0,-77.2,22.1,30.8,,15.0,,True,,,,,False,False,True,True,,True
13027,130,372.0,,415.0,,,,,274.0,83.0,128.9,300.4,,179.0,242.0,,285.0,,,,,144.0,-47.0,-1.1,170.4,,49.0,,False,,,,,True,True,True,True,,True
13029,433,510.0,,347.0,,,,,434.0,605.7,339.6,275.5,,348.0,77.0,,-86.0,,,,,1.0,172.7,-93.4,-157.5,,-85.0,,False,,,,,True,False,False,False,,False
13031,1509,1140.0,1693.6,1882.0,,,,,1094.0,876.3,590.0,671.2,,948.0,-369.0,184.6,373.0,,,,,-415.0,-632.7,-919.0,-837.8,,-561.0,True,False,,,,,False,False,False,False,,False
13033,327,504.0,,504.0,,,,,308.0,191.4,121.1,445.3,,298.0,177.0,,177.0,,,,,-19.0,-135.6,-205.9,118.3,,-29.0,,False,,,,,True,True,False,True,,True
13035,148,366.0,,434.0,,,,,244.0,49.5,74.7,256.8,,411.0,218.0,,286.0,,,,,96.0,-98.5,-73.3,108.8,,263.0,,False,,,,,True,True,True,True,,False
13037,42,78.0,,0.0,,,,,94.0,23.1,8.2,35.0,,72.0,36.0,,-42.0,,,,,52.0,-18.9,-33.8,-7.0,,30.0,,False,,,,,False,True,True,True,,True
13039,508,888.0,588.7,1297.0,,,,,731.0,1462.2,281.2,741.3,,724.0,380.0,80.7,789.0,,,,,223.0,954.2,-226.8,233.3,,216.0,True,False,,,,,True,False,True,True,,True
13043,174,312.0,,323.0,,,,,118.0,246.1,87.3,340.0,,175.0,138.0,,149.0,,,,,-56.0,72.1,-86.7,166.0,,1.0,,False,,,,,True,True,True,False,,True
13045,824,1140.0,1110.3,800.0,,,,,1771.0,348.1,695.8,1127.6,,613.0,316.0,286.3,-24.0,,,,,947.0,-475.9,-128.2,303.6,,-211.0,True,True,,,,,False,False,True,True,,True
13047,463,552.0,218.0,1325.0,,,,,954.0,291.0,341.1,342.0,,885.0,89.0,-245.0,862.0,,,,,491.0,-172.0,-121.9,-121.0,,422.0,False,False,,,,,False,False,False,False,,False
13049,216,738.0,,780.0,,,,,238.0,772.9,95.2,772.7,,201.0,522.0,,564.0,,,,,22.0,556.9,-120.8,556.7,,-15.0,,False,,,,,True,False,True,False,,True
13051,2817,4542.0,6567.2,2995.0,,,,,4259.0,3646.2,2125.3,2373.2,,2438.0,1725.0,3750.2,178.0,,,,,1442.0,829.2,-691.7,-443.8,,-379.0,False,True,,,,,True,True,True,True,,True
13053,925,918.0,,104.0,,,,,192.0,1075.4,148.6,359.9,,0.0,-7.0,,-821.0,,,,,-733.0,150.4,-776.4,-565.1,,-925.0,,False,,,,,False,False,False,False,,False
13055,485,318.0,,817.0,,,,,293.0,440.7,284.6,198.1,,508.0,-167.0,,332.0,,,,,-192.0,-44.3,-200.4,-286.9,,23.0,,False,,,,,False,True,False,False,,True
13057,2682,2232.0,2557.7,2554.0,,,,,2678.0,2258.4,1578.8,2350.0,,1848.0,-450.0,-124.3,-128.0,,,,,-4.0,-423.6,-1103.2,-332.0,,-834.0,True,True,,,,,True,True,False,True,,False
13059,2736,1530.0,2349.5,1843.0,,,,,1553.0,1636.7,850.8,796.9,,1108.0,-1206.0,-386.5,-893.0,,,,,-1183.0,-1099.3,-1885.2,-1939.1,,-1628.0,True,True,,,,,True,True,False,False,,False
13061,42,42.0,,38.0,,,,,17.0,23.3,,32.0,,31.0,0.0,,-4.0,,,,,-25.0,-18.7,,-10.0,,-11.0,,False,,,,,False,False,,False,,False
13063,2351,3120.0,3365.3,1999.0,,,,,4372.0,2187.6,1449.1,2593.1,,2215.0,769.0,1014.3,-352.0,,,,,2021.0,-163.4,-901.9,242.1,,-136.0,False,True,,,,,False,True,False,True,,True
13065,159,90.0,,124.0,,,,,98.0,20.6,48.9,72.1,,56.0,-69.0,,-35.0,,,,,-61.0,-138.4,-110.1,-86.9,,-103.0,,True,,,,,True,False,False,False,,False
13067,6997,8562.0,10953.1,4439.0,,,,,8749.0,11180.0,5246.4,5435.6,,6694.0,1565.0,3956.1,-2558.0,,,,,1752.0,4183.0,-1750.6,-1561.4,,-303.0,False,False,,,,,False,False,False,True,,True
13069,584,840.0,,613.0,,,,,908.0,544.2,237.3,458.7,,382.0,256.0,,29.0,,,,,324.0,-39.8,-346.7,-125.3,,-202.0,,True,,,,,False,True,False,True,,True
13071,395,408.0,,265.0,,,,,1046.0,123.0,92.7,325.7,,196.0,13.0,,-130.0,,,,,651.0,-272.0,-302.3,-69.3,,-199.0,,False,,,,,False,False,False,False,,False
13073,1595,2454.0,2692.1,4982.0,,,,,1375.0,3559.1,1347.9,1560.5,,1900.0,859.0,1097.1,3387.0,,,,,-220.0,1964.1,-247.1,-34.5,,305.0,False,False,,,,,True,False,True,True,,True
13075,134,378.0,,299.0,,,,,320.0,151.0,155.7,282.1,,212.0,244.0,,165.0,,,,,186.0,17.0,21.7,148.1,,78.0,,True,,,,,True,True,True,True,,True
13077,1083,870.0,1028.3,729.0,,,,,1507.0,306.5,863.6,642.6,,916.0,-213.0,-54.7,-354.0,,,,,424.0,-776.5,-219.4,-440.4,,-167.0,True,False,,,,,False,False,False,False,,True
13079,77,54.0,,83.0,,,,,66.0,34.2,,31.3,,46.0,-23.0,,6.0,,,,,-11.0,-42.8,,-45.7,,-31.0,,True,,,,,True,False,,False,,False
13081,149,72.0,,44.0,,,,,322.0,33.6,38.6,42.3,,34.0,-77.0,,-105.0,,,,,173.0,-115.4,-110.4,-106.7,,-115.0,,False,,,,,False,False,False,False,,False
13083,129,84.0,,193.0,,,,,169.0,32.1,53.5,52.8,,194.0,-45.0,,64.0,,,,,40.0,-96.9,-75.5,-76.2,,65.0,,False,,,,,True,False,False,False,,False
13085,457,396.0,,936.0,,,,,209.0,560.3,170.8,425.5,,532.0,-61.0,,479.0,,,,,-248.0,103.3,-286.2,-31.5,,75.0,,False,,,,,False,False,False,True,,False
13087,436,804.0,,1875.0,,,,,630.0,611.6,278.8,1022.4,,419.0,368.0,,1439.0,,,,,194.0,175.6,-157.2,586.4,,-17.0,,False,,,,,True,True,True,False,,True
13089,5129,7938.0,10608.2,6334.0,,,,,8893.0,6654.4,4197.9,5122.9,,5957.0,2809.0,5479.2,1205.0,,,,,3764.0,1525.4,-931.1,-6.1,,828.0,False,True,,,,,False,True,True,True,,True
13091,184,0.0,,129.0,,,,,233.0,12.0,118.2,1.6,,2.0,-184.0,,-55.0,,,,,49.0,-172.0,-65.8,-182.4,,-182.0,,True,,,,,True,True,True,True,,True
13093,67,72.0,,42.0,,,,,132.0,5.1,5.7,28.7,,152.0,5.0,,-25.0,,,,,65.0,-61.9,-61.3,-38.3,,85.0,,False,,,,,False,False,False,False,,False
13095,487,828.0,259.5,716.0,,,,,1844.0,229.2,64.3,620.5,,462.0,341.0,-227.5,229.0,,,,,1357.0,-257.8,-422.7,133.5,,-25.0,True,True,,,,,False,True,False,True,,True
13097,1064,1512.0,3147.5,1063.0,,,,,1780.0,1461.8,949.4,1202.5,,990.0,448.0,2083.5,-1.0,,,,,716.0,397.8,-114.6,138.5,,-74.0,False,True,,,,,False,True,True,True,,True
13099,101,120.0,,125.0,,,,,164.0,4.5,14.3,129.4,,11.0,19.0,,24.0,,,,,63.0,-96.5,-86.7,28.4,,-90.0,,False,,,,,False,False,False,False,,False
13101,24,6.0,,0.0,,,,,72.0,0.7,3.3,80.8,,0.0,-18.0,,-24.0,,,,,48.0,-23.3,-20.7,56.8,,-24.0,,False,,,,,False,False,False,False,,False
13103,631,612.0,922.6,527.0,,,,,734.0,522.5,592.5,244.0,,571.0,-19.0,291.6,-104.0,,,,,103.0,-108.5,-38.5,-387.0,,-60.0,False,False,,,,,False,False,False,False,,False
13105,231,264.0,,156.0,,,,,263.0,96.5,128.3,323.1,,142.0,33.0,,-75.0,,,,,32.0,-134.5,-102.7,92.1,,-89.0,,False,,,,,True,False,False,False,,False
13107,501,510.0,,788.0,,,,,303.0,452.6,185.6,739.6,,413.0,9.0,,287.0,,,,,-198.0,-48.4,-315.4,238.6,,-88.0,,False,,,,,False,False,False,False,,False
13109,190,360.0,,340.0,,,,,178.0,169.4,67.6,156.6,,156.0,170.0,,150.0,,,,,-12.0,-20.6,-122.4,-33.4,,-34.0,,True,,,,,True,True,True,True,,True
13111,260,246.0,,338.0,,,,,272.0,100.0,284.0,435.5,,146.0,-14.0,,78.0,,,,,12.0,-160.0,24.0,175.5,,-114.0,,False,,,,,True,False,False,False,,False
13113,718,966.0,1250.9,890.0,,,,,823.0,839.3,785.2,666.4,,941.0,248.0,532.9,172.0,,,,,105.0,121.3,67.2,-51.6,,223.0,False,True,,,,,True,True,True,True,,True
13115,1432,1356.0,1422.4,1984.0,,,,,1611.0,605.9,625.9,2332.2,,1488.0,-76.0,-9.6,552.0,,,,,179.0,-826.1,-806.1,900.2,,56.0,True,False,,,,,False,False,False,False,,True
13117,1617,1806.0,1853.7,2105.0,,,,,1955.0,1908.5,2465.8,1131.3,,2241.0,189.0,236.7,488.0,,,,,338.0,291.5,848.8,-485.7,,624.0,False,False,,,,,False,False,False,False,,False
13119,301,198.0,,191.0,,,,,483.0,82.6,151.1,212.4,,123.0,-103.0,,-110.0,,,,,182.0,-218.4,-149.9,-88.6,,-178.0,,False,,,,,False,False,False,True,,False
13121,8250,13254.0,16430.8,7872.0,,,,,12550.0,14511.3,8441.1,7053.9,,8657.0,5004.0,8180.8,-378.0,,,,,4300.0,6261.3,191.1,-1196.1,,407.0,False,True,,,,,True,False,True,True,,True
13123,290,420.0,,377.0,,,,,364.0,271.6,173.3,584.2,,189.0,130.0,,87.0,,,,,74.0,-18.4,-116.7,294.2,,-101.0,,True,,,,,True,True,True,False,,True
13125,20,18.0,,0.0,,,,,13.0,6.5,,,,51.0,-2.0,,-20.0,,,,,-7.0,-13.5,,,,31.0,,False,,,,,False,False,,,,False
13127,1027,1188.0,2426.0,1173.0,,,,,1534.0,714.1,549.9,687.2,,486.0,161.0,1399.0,146.0,,,,,507.0,-312.9,-477.1,-339.8,,-541.0,False,True,,,,,False,False,False,False,,False
13129,667,1194.0,909.3,1774.0,,,,,936.0,498.1,364.1,1034.8,,855.0,527.0,242.3,1107.0,,,,,269.0,-168.9,-302.9,367.8,,188.0,True,False,,,,,True,True,True,True,,True
13131,321,324.0,,509.0,,,,,517.0,179.9,181.9,325.1,,246.0,3.0,,188.0,,,,,196.0,-141.1,-139.1,4.1,,-75.0,,False,,,,,False,False,False,False,,False
13133,237,264.0,,397.0,,,,,153.0,38.8,136.3,996.2,,176.0,27.0,,160.0,,,,,-84.0,-198.2,-100.7,759.2,,-61.0,,False,,,,,False,False,False,False,,False
13135,8215,14262.0,26024.8,22205.0,,,,,10364.0,10869.3,7084.7,11150.7,,10143.0,6047.0,17809.8,13990.0,,,,,2149.0,2654.3,-1130.3,2935.7,,1928.0,False,False,,,,,True,True,True,True,,True
13137,416,570.0,,809.0,,,,,654.0,196.0,189.3,602.7,,385.0,154.0,,393.0,,,,,238.0,-220.0,-226.7,186.7,,-31.0,,False,,,,,False,False,False,False,,True
13139,2859,3822.0,2470.9,6519.0,,,,,3180.0,3685.5,1521.8,4415.7,,1927.0,963.0,-388.1,3660.0,,,,,321.0,826.5,-1337.2,1556.7,,-932.0,True,False,,,,,True,True,False,False,,True
13141,93,156.0,,84.0,,,,,68.0,11.6,1.5,169.3,,87.0,63.0,,-9.0,,,,,-25.0,-81.4,-91.5,76.3,,-6.0,,True,,,,,True,False,False,False,,True
13143,203,174.0,,274.0,,,,,341.0,33.7,279.6,170.1,,250.0,-29.0,,71.0,,,,,138.0,-169.3,76.6,-32.9,,47.0,,False,,,,,False,False,False,False,,False
13145,144,390.0,,337.0,,,,,379.0,92.6,225.2,498.9,,240.0,246.0,,193.0,,,,,235.0,-51.4,81.2,354.9,,96.0,,True,,,,,True,True,True,False,,True
13147,200,390.0,,539.0,,,,,299.0,254.3,228.8,249.1,,352.0,190.0,,339.0,,,,,99.0,54.3,28.8,49.1,,152.0,,False,,,,,True,True,True,True,,True
13149,53,66.0,,50.0,,,,,104.0,13.8,116.0,76.0,,40.0,13.0,,-3.0,,,,,51.0,-39.2,63.0,23.0,,-13.0,,True,,,,,False,False,False,False,,False
13151,1756,2442.0,3616.7,1757.0,,,,,2465.0,1755.9,1490.0,1963.6,,1986.0,686.0,1860.7,1.0,,,,,709.0,-0.1,-266.0,207.6,,230.0,False,True,,,,,False,True,True,True,,True
13153,1110,1680.0,2317.4,1931.0,,,,,1645.0,2300.5,1078.7,1000.3,,1531.0,570.0,1207.4,821.0,,,,,535.0,1190.5,-31.3,-109.7,,421.0,False,False,,,,,True,False,True,True,,True
13155,102,174.0,,186.0,,,,,126.0,86.3,59.2,88.8,,163.0,72.0,,84.0,,,,,24.0,-15.7,-42.8,-13.2,,61.0,,False,,,,,True,True,True,True,,True
13157,794,1020.0,1352.1,1259.0,,,,,795.0,655.6,705.8,1178.7,,1061.0,226.0,558.1,465.0,,,,,1.0,-138.4,-88.2,384.7,,267.0,False,False,,,,,True,True,True,False,,False
13159,84,102.0,,155.0,,,,,95.0,9.8,63.8,116.9,,148.0,18.0,,71.0,,,,,11.0,-74.2,-20.2,32.9,,64.0,,False,,,,,True,False,False,False,,False
13161,311,540.0,,744.0,,,,,223.0,159.8,146.9,821.6,,243.0,229.0,,433.0,,,,,-88.0,-151.2,-164.1,510.6,,-68.0,,False,,,,,True,True,True,False,,True
13163,321,396.0,,348.0,,,,,188.0,160.4,173.4,293.0,,131.0,75.0,,27.0,,,,,-133.0,-160.6,-147.6,-28.0,,-190.0,,True,,,,,False,False,False,True,,False
13165,139,126.0,,103.0,,,,,130.0,22.7,0.4,170.2,,42.0,-13.0,,-36.0,,,,,-9.0,-116.3,-138.6,31.2,,-97.0,,False,,,,,True,False,False,False,,False
13167,181,96.0,,205.0,,,,,128.0,17.0,46.9,146.2,,45.0,-85.0,,24.0,,,,,-53.0,-164.0,-134.1,-34.8,,-136.0,,True,,,,,True,False,False,True,,False
13169,251,240.0,,239.0,,,,,210.0,47.6,264.6,121.6,,169.0,-11.0,,-12.0,,,,,-41.0,-203.4,13.6,-129.4,,-82.0,,False,,,,,False,False,False,False,,False
13171,121,174.0,,302.0,,,,,182.0,40.8,99.1,69.4,,227.0,53.0,,181.0,,,,,61.0,-80.2,-21.9,-51.6,,106.0,,False,,,,,False,False,True,True,,False
13173,75,132.0,,157.0,,,,,170.0,21.7,46.4,152.1,,103.0,57.0,,82.0,,,,,95.0,-53.3,-28.6,77.1,,28.0,,False,,,,,False,True,True,False,,True
13175,754,942.0,,1565.0,,,,,623.0,920.2,367.5,862.7,,591.0,188.0,,811.0,,,,,-131.0,166.2,-386.5,108.7,,-163.0,,False,,,,,True,True,False,True,,True
13177,189,156.0,,216.0,,,,,286.0,91.3,86.4,85.9,,185.0,-33.0,,27.0,,,,,97.0,-97.7,-102.6,-103.1,,-4.0,,True,,,,,False,False,False,False,,True
13179,403,714.0,1103.5,560.0,,,,,888.0,415.5,391.4,686.4,,416.0,311.0,700.5,157.0,,,,,485.0,12.5,-11.6,283.4,,13.0,False,True,,,,,False,True,True,True,,True
13181,78,144.0,,140.0,,,,,42.0,69.1,50.3,109.1,,111.0,66.0,,62.0,,,,,-36.0,-8.9,-27.7,31.1,,33.0,,True,,,,,True,True,True,True,,True
13183,100,162.0,,213.0,,,,,185.0,132.0,151.5,131.2,,233.0,62.0,,113.0,,,,,85.0,32.0,51.5,31.2,,133.0,,False,,,,,False,True,True,True,,False
13185,796,1938.0,2106.3,1380.0,,,,,2194.0,844.4,1004.5,1361.3,,968.0,1142.0,1310.3,584.0,,,,,1398.0,48.4,208.5,565.3,,172.0,False,True,,,,,False,True,True,True,,True
13187,502,366.0,,645.0,,,,,341.0,572.7,194.5,652.2,,453.0,-136.0,,143.0,,,,,-161.0,70.7,-307.5,150.2,,-49.0,,False,,,,,False,True,False,False,,True
