,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IQVIA_ACOE-STAN,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
20105,3,2.0,2.0,,2.0,0.0,,,,,,4.0,3.1,0.5,,,0.0,,0.0,2.0,,1.9,1.5,,,,4.0,5.1,23.7,-1.0,-1.0,,-1.0,-3.0,,,,,,1.0,0.1,-2.5,,,-3.0,,-3.0,-1.0,,-1.1,-1.5,,,,1.0,2.1,20.7,False,,False,False,,,,,,False,True,False,,,False,,False,False,,False,False,,,,False,False,False
20107,5,4.0,0.8,,3.0,3.0,,,,,,12.0,6.6,12.0,,1.7,0.2,,,2.0,,1.1,4.1,,,,1.0,7.2,18.5,-1.0,-4.2,,-2.0,-2.0,,,,,,7.0,1.6,7.0,,-3.3,-4.8,,,-3.0,,-3.9,-0.9,,,,-4.0,2.2,13.5,False,,False,False,,,,,,False,False,False,,False,False,,,False,,False,True,,,,False,False,False
20109,4,0.0,0.0,,0.0,0.0,,,,,,2.0,0.4,1.0,,,0.0,,0.0,1.0,,0.0,0.0,,,,0.0,2.9,18.0,-4.0,-4.0,,-4.0,-4.0,,,,,,-2.0,-3.6,-3.0,,,-4.0,,-4.0,-3.0,,-4.0,-4.0,,,,-4.0,-1.1,14.0,False,,False,False,,,,,,True,True,True,,,True,,False,True,,False,True,,,,False,True,False
20111,116,118.0,154.3,,117.0,167.0,,,,,,211.0,117.4,93.2,,22.6,56.5,46.1,178.0,94.0,,35.7,140.2,,,,98.0,152.3,113.0,2.0,38.3,,1.0,51.0,,,,,,95.0,1.4,-22.8,,-93.4,-59.5,-69.9,62.0,-22.0,,-80.3,24.2,,,,-18.0,36.3,-3.0,False,,True,False,,,,,,False,True,False,,False,False,False,False,False,,False,False,,,,False,False,False
20113,48,24.0,25.2,,24.0,42.0,,,,,,42.0,50.2,47.2,,6.7,22.5,43.8,46.0,20.0,,18.9,24.6,,,,19.0,30.7,49.3,-24.0,-22.8,,-24.0,-6.0,,,,,,-6.0,2.2,-0.8,,-41.3,-25.5,-4.2,-2.0,-28.0,,-29.1,-23.4,,,,-29.0,-17.3,1.3,True,,False,True,,,,,,True,True,True,,False,False,True,True,False,,False,True,,,,False,True,True
20115,9,4.0,5.0,,2.0,0.0,,,,,,11.0,8.3,12.3,,1.3,0.0,,11.0,6.0,,1.6,9.9,,,,2.0,6.5,22.4,-5.0,-4.0,,-7.0,-9.0,,,,,,2.0,-0.7,3.3,,-7.7,-9.0,,2.0,-3.0,,-7.4,0.9,,,,-7.0,-2.5,13.4,True,,False,False,,,,,,True,True,True,,False,False,,True,True,,False,True,,,,False,True,False
20117,4,2.0,2.5,,2.0,0.0,,,,,,6.0,10.4,1.5,,,0.0,,0.0,4.0,,0.0,,,,,0.0,3.5,15.4,-2.0,-1.5,,-2.0,-4.0,,,,,,2.0,6.4,-2.5,,,-4.0,,-4.0,0.0,,-4.0,,,,,-4.0,-0.5,11.4,True,,False,False,,,,,,False,False,False,,,False,,False,True,,False,,,,,False,True,False
20119,10,10.0,7.3,,7.0,1.0,,,,,,6.0,13.2,10.4,,1.3,2.0,,,7.0,,14.3,9.1,,,,8.0,10.4,64.4,0.0,-2.7,,-3.0,-9.0,,,,,,-4.0,3.2,0.4,,-8.7,-8.0,,,-3.0,,4.3,-0.9,,,,-2.0,0.4,54.4,False,,False,False,,,,,,False,False,False,,False,False,,,False,,False,False,,,,False,False,False
20121,94,42.0,40.6,,41.0,42.0,,,,,,65.0,109.3,67.4,,4.5,11.1,64.1,43.0,20.0,,13.2,32.3,,,,36.0,50.1,95.4,-52.0,-53.4,,-53.0,-52.0,,,,,,-29.0,15.3,-26.6,,-89.5,-82.9,-29.9,-51.0,-74.0,,-80.8,-61.7,,,,-58.0,-43.9,1.4,False,,False,False,,,,,,True,True,True,,False,False,True,True,False,,False,False,,,,False,True,True
20123,10,4.0,3.6,,2.0,0.0,,,,,,7.0,3.7,1.7,,0.5,0.0,,7.0,5.0,,0.7,2.6,,,,6.0,5.1,8.9,-6.0,-6.4,,-8.0,-10.0,,,,,,-3.0,-6.3,-8.3,,-9.5,-10.0,,-3.0,-5.0,,-9.3,-7.4,,,,-4.0,-4.9,-1.1,False,,False,False,,,,,,True,False,False,,False,False,,True,True,,False,False,,,,True,True,True
20125,88,64.0,57.2,,58.0,89.0,,,,,,89.0,58.4,67.3,,30.6,68.7,23.6,70.0,152.0,,72.5,43.7,,,,64.0,74.6,60.0,-24.0,-30.8,,-30.0,1.0,,,,,,1.0,-29.6,-20.7,,-57.4,-19.3,-64.4,-18.0,64.0,,-15.5,-44.3,,,,-24.0,-13.4,-28.0,False,,False,True,,,,,,True,False,True,,False,True,False,True,False,,True,False,,,,False,True,False
20127,5,8.0,7.5,,2.0,0.0,,,,,,4.0,14.9,2.4,,0.2,0.2,,0.0,5.0,,2.7,,,,,14.0,5.3,27.4,3.0,2.5,,-3.0,-5.0,,,,,,-1.0,9.9,-2.6,,-4.8,-4.8,,-5.0,0.0,,-2.3,,,,,9.0,0.3,22.4,True,,False,False,,,,,,True,False,True,,False,False,,False,True,,True,,,,,False,True,False
20129,4,0.0,0.0,,0.0,0.0,,,,,,4.0,1.6,0.2,,0.1,0.0,,0.0,0.0,,0.3,0.0,,,,0.0,2.8,15.0,-4.0,-4.0,,-4.0,-4.0,,,,,,0.0,-2.4,-3.8,,-3.9,-4.0,,-4.0,-4.0,,-3.7,-4.0,,,,-4.0,-1.2,11.0,False,,False,False,,,,,,True,True,True,,True,True,,False,False,,True,True,,,,False,True,False
20131,7,4.0,4.1,,3.0,0.0,,,,,,20.0,4.9,9.2,,1.4,0.1,,11.0,4.0,,2.2,5.1,,,,2.0,4.5,13.7,-3.0,-2.9,,-4.0,-7.0,,,,,,13.0,-2.1,2.2,,-5.6,-6.9,,4.0,-3.0,,-4.8,-1.9,,,,-5.0,-2.5,6.7,True,,False,False,,,,,,False,True,True,,False,False,,False,False,,False,True,,,,False,True,False
20133,53,22.0,21.3,,21.0,20.0,,,,,,30.0,23.8,18.5,,3.5,5.6,,28.0,66.0,,48.3,19.5,,,,36.0,18.0,30.6,-31.0,-31.7,,-32.0,-33.0,,,,,,-23.0,-29.2,-34.5,,-49.5,-47.4,,-25.0,13.0,,-4.7,-33.5,,,,-17.0,-35.0,-22.4,False,,False,False,,,,,,True,True,False,,False,False,,True,True,,True,False,,,,True,False,True
20135,38,14.0,14.1,,2.0,,,,,,,2.0,51.6,2.0,,0.3,0.7,,,8.0,,0.0,,,,,14.0,24.4,58.8,-24.0,-23.9,,-36.0,,,,,,,-36.0,13.6,-36.0,,-37.7,-37.3,,,-30.0,,-38.0,,,,,-24.0,-13.6,20.8,True,,False,,,,,,,False,True,False,,False,False,,,False,,False,,,,,False,True,True
20137,2,0.0,0.0,,0.0,0.0,,,,,,8.0,0.3,0.2,,0.4,0.0,,0.0,2.0,,0.2,0.0,,,,0.0,5.2,4.6,-2.0,-2.0,,-2.0,-2.0,,,,,,6.0,-1.7,-1.8,,-1.6,-2.0,,-2.0,0.0,,-1.8,-2.0,,,,-2.0,3.2,2.6,False,,False,False,,,,,,False,True,True,,True,True,,False,True,,True,True,,,,False,False,False
20139,15,18.0,18.6,,16.0,21.0,,,,,,19.0,46.7,22.7,,1.5,6.2,,14.0,16.0,,0.1,16.1,,,,16.0,15.0,46.7,3.0,3.6,,1.0,6.0,,,,,,4.0,31.7,7.7,,-13.5,-8.8,,-1.0,1.0,,-14.8,1.1,,,,1.0,0.0,31.7,False,,True,False,,,,,,False,False,False,,False,False,,True,True,,False,True,,,,True,True,False
20141,1,0.0,0.2,,0.0,0.0,,,,,,2.0,4.8,0.3,,0.0,0.0,,0.0,2.0,,0.0,0.1,,,,0.0,2.8,13.0,-1.0,-0.8,,-1.0,-1.0,,,,,,1.0,3.8,-0.7,,-1.0,-1.0,,-1.0,1.0,,-1.0,-0.9,,,,-1.0,1.8,12.0,True,,False,False,,,,,,False,False,True,,True,True,,False,False,,False,True,,,,False,False,False
20143,8,2.0,2.1,,2.0,0.0,,,,,,6.0,3.6,6.7,,0.9,0.1,,7.0,3.0,,0.0,7.0,,,,1.0,6.5,8.9,-6.0,-5.9,,-6.0,-8.0,,,,,,-2.0,-4.4,-1.3,,-7.1,-7.9,,-1.0,-5.0,,-8.0,-1.0,,,,-7.0,-1.5,0.9,True,,False,False,,,,,,True,True,True,,False,False,,True,True,,False,True,,,,False,True,True
20145,112,260.0,252.0,,52.0,168.0,,,,,,15.0,486.2,2.2,,,26.5,16.1,141.0,184.0,,51.6,,,,,66.0,404.2,623.0,148.0,140.0,,-60.0,56.0,,,,,,-97.0,374.2,-109.8,,,-85.5,-95.9,29.0,72.0,,-60.4,,,,,-46.0,292.2,511.0,True,,True,True,,,,,,True,False,True,,,True,True,True,True,,True,,,,,True,False,False
20147,17,0.0,0.6,,0.0,0.0,,,,,,6.0,0.3,0.6,,1.6,0.0,,7.0,2.0,,11.5,2.2,,,,0.0,5.3,4.0,-17.0,-16.4,,-17.0,-17.0,,,,,,-11.0,-16.7,-16.4,,-15.4,-17.0,,-10.0,-15.0,,-5.5,-14.8,,,,-17.0,-11.7,-13.0,True,,False,False,,,,,,True,True,True,,True,True,,True,True,,True,True,,,,False,True,True
20149,30,38.0,36.8,,36.0,51.0,,,,,,75.0,70.8,24.7,,2.3,11.6,41.4,35.0,32.0,,8.8,26.2,,,,28.0,36.4,61.5,8.0,6.8,,6.0,21.0,,,,,,45.0,40.8,-5.3,,-27.7,-18.4,11.4,5.0,2.0,,-21.2,-3.8,,,,-2.0,6.4,31.5,True,,True,False,,,,,,False,False,True,,False,False,False,True,True,,False,True,,,,True,True,False
20151,18,6.0,6.2,,3.0,0.0,,,,,,11.0,13.2,2.6,,1.2,0.0,,6.0,,,1.9,4.1,,,,9.0,4.9,22.9,-12.0,-11.8,,-15.0,-18.0,,,,,,-7.0,-4.8,-15.4,,-16.8,-18.0,,-12.0,,,-16.1,-13.9,,,,-9.0,-13.1,4.9,True,,False,False,,,,,,True,True,False,,False,False,,False,,,False,False,,,,True,False,True
20153,1,2.0,2.1,,2.0,0.0,,,,,,2.0,2.1,4.1,,,0.0,,0.0,2.0,,1.6,,,,,3.0,3.0,24.1,1.0,1.1,,1.0,-1.0,,,,,,1.0,1.1,3.1,,,-1.0,,-1.0,1.0,,0.6,,,,,2.0,2.0,23.1,False,,False,False,,,,,,False,False,False,,,True,,False,False,,True,,,,,False,False,False
20155,108,320.0,299.3,,263.0,263.0,,,,,,168.0,479.9,271.4,,113.9,179.4,0.0,227.0,719.0,,339.0,277.0,,,,242.0,328.8,648.6,212.0,191.3,,155.0,155.0,,,,,,60.0,371.9,163.4,,5.9,71.4,-108.0,119.0,611.0,,231.0,169.0,,,,134.0,220.8,540.6,True,,True,True,,,,,,True,False,True,,True,True,True,True,False,,False,True,,,,True,False,False
20157,3,4.0,1.9,,2.0,0.0,,,,,,5.0,3.8,4.4,,0.9,0.1,,6.0,4.0,,0.5,5.0,,,,3.0,3.8,11.7,1.0,-1.1,,-1.0,-3.0,,,,,,2.0,0.8,1.4,,-2.1,-2.9,,3.0,1.0,,-2.5,2.0,,,,0.0,0.8,8.7,False,,False,False,,,,,,False,True,False,,False,False,,False,False,,False,False,,,,True,True,False
20159,6,4.0,4.5,,4.0,0.0,,,,,,10.0,12.0,9.5,,0.9,0.1,,,7.0,,0.4,5.9,,,,2.0,4.2,24.1,-2.0,-1.5,,-2.0,-6.0,,,,,,4.0,6.0,3.5,,-5.1,-5.9,,,1.0,,-5.6,-0.1,,,,-4.0,-1.8,18.1,True,,False,False,,,,,,False,False,False,,False,False,,,True,,False,True,,,,False,True,False
20161,500,490.0,475.3,,344.0,1337.0,,,,,,344.0,509.4,195.2,,310.5,176.6,79.1,,457.0,,74.1,361.5,,,,577.0,677.9,877.6,-10.0,-24.7,,-156.0,837.0,,,,,,-156.0,9.4,-304.8,,-189.5,-323.4,-420.9,,-43.0,,-425.9,-138.5,,,,77.0,177.9,377.6,False,,False,False,,,,,,False,True,False,,False,False,False,,False,,False,False,,,,False,False,False
20163,16,10.0,9.5,,2.0,0.0,,,,,,5.0,14.5,3.5,,0.4,0.2,,3.0,6.0,,1.5,,,,,12.0,8.5,11.3,-6.0,-6.5,,-14.0,-16.0,,,,,,-11.0,-1.5,-12.5,,-15.6,-15.8,,-13.0,-10.0,,-14.5,,,,,-4.0,-7.5,-4.7,False,,False,False,,,,,,False,True,False,,False,False,,False,False,,False,,,,,True,False,True
20165,19,6.0,5.4,,3.0,0.0,,,,,,2.0,23.2,5.0,,,0.0,,0.0,4.0,,4.4,,,,,8.0,4.4,25.9,-13.0,-13.6,,-16.0,-19.0,,,,,,-17.0,4.2,-14.0,,,-19.0,,-19.0,-15.0,,-14.6,,,,,-11.0,-14.6,6.9,False,,False,False,,,,,,False,True,False,,,False,,False,False,,False,,,,,True,False,True
20167,47,2.0,2.9,,2.0,0.0,,,,,,6.0,8.9,4.3,,,0.0,,0.0,4.0,,1.2,,,,,1.0,3.5,14.5,-45.0,-44.1,,-45.0,-47.0,,,,,,-41.0,-38.1,-42.7,,,-47.0,,-47.0,-43.0,,-45.8,,,,,-46.0,-43.5,-32.5,True,,False,False,,,,,,True,True,True,,,False,,False,True,,False,,,,,False,True,True
20169,102,66.0,68.2,,53.0,66.0,,,,,,125.0,84.2,134.0,,11.3,31.2,43.5,95.0,52.0,,9.3,46.2,,,,49.0,83.8,71.9,-36.0,-33.8,,-49.0,-36.0,,,,,,23.0,-17.8,32.0,,-90.7,-70.8,-58.5,-7.0,-50.0,,-92.7,-55.8,,,,-53.0,-18.2,-30.1,True,,False,False,,,,,,True,True,True,,False,False,False,True,False,,False,False,,,,False,True,True
20171,5,16.0,10.1,,10.0,14.0,,,,,,9.0,18.3,16.6,,3.0,8.1,,25.0,0.0,,5.0,18.0,,,,11.0,45.3,120.5,11.0,5.1,,5.0,9.0,,,,,,4.0,13.3,11.6,,-2.0,3.1,,20.0,-5.0,,0.0,13.0,,,,6.0,40.3,115.5,True,,True,True,,,,,,True,False,False,,True,True,,False,True,,True,False,,,,True,False,False
20173,715,1170.0,1190.3,1376.0,1121.0,713.0,,,,,,1633.0,1241.9,2131.2,,844.2,704.0,1003.0,1562.0,719.0,,591.8,1019.9,905.0,,,1467.0,1598.7,1711.1,455.0,475.3,661.0,406.0,-2.0,,,,,,918.0,526.9,1416.2,,129.2,-11.0,288.0,847.0,4.0,,-123.2,304.9,190.0,,,752.0,883.7,996.1,False,False,True,True,,,,,,False,False,False,,True,True,True,False,True,,True,True,True,,,False,False,False
20175,138,96.0,122.1,,61.0,69.0,,,,,,166.0,53.4,60.7,,4.8,29.0,2.9,,140.0,,66.9,65.6,,,,0.0,109.0,228.0,-42.0,-15.9,,-77.0,-69.0,,,,,,28.0,-84.6,-77.3,,-133.2,-109.0,-135.1,,2.0,,-71.1,-72.4,,,,-138.0,-29.0,90.0,True,,False,False,,,,,,True,False,False,,False,False,False,,True,,False,False,,,,False,True,False
20177,286,366.0,379.8,,268.0,237.0,,,,,,736.0,395.2,382.9,,187.8,242.2,275.1,488.0,317.0,,38.0,274.0,243.0,,,280.0,439.4,606.1,80.0,93.8,,-18.0,-49.0,,,,,,450.0,109.2,96.9,,-98.2,-43.8,-10.9,202.0,31.0,,-248.0,-12.0,-43.0,,,-6.0,153.4,320.1,False,,True,True,,,,,,False,False,False,,False,True,True,False,True,,False,True,True,,,True,False,False
20179,2,2.0,2.3,,0.0,0.0,,,,,,2.0,2.3,0.2,,0.1,0.0,,0.0,2.0,,0.3,1.3,,,,1.0,2.9,19.7,0.0,0.3,,-2.0,-2.0,,,,,,0.0,0.3,-1.8,,-1.9,-2.0,,-2.0,0.0,,-1.7,-0.7,,,,-1.0,0.9,17.7,False,,False,False,,,,,,True,False,False,,False,False,,False,True,,False,False,,,,False,False,False
20181,2,0.0,0.4,,0.0,0.0,,,,,,6.0,0.6,1.2,,0.2,0.0,,0.0,2.0,,0.1,,,,,0.0,2.9,6.9,-2.0,-1.6,,-2.0,-2.0,,,,,,4.0,-1.4,-0.8,,-1.8,-2.0,,-2.0,0.0,,-1.9,,,,,-2.0,0.9,4.9,True,,False,False,,,,,,False,True,True,,True,True,,False,True,,True,,,,,False,True,False
20183,3,0.0,0.0,,0.0,0.0,,,,,,2.0,0.3,0.3,,0.0,0.0,,0.0,2.0,,0.0,0.0,,,,0.0,3.0,8.9,-3.0,-3.0,,-3.0,-3.0,,,,,,-1.0,-2.7,-2.7,,-3.0,-3.0,,-3.0,-1.0,,-3.0,-3.0,,,,-3.0,-0.0,5.9,False,,False,False,,,,,,True,True,True,,True,True,,False,True,,False,True,,,,False,True,False
20185,18,32.0,32.7,,7.0,12.0,,,,,,4.0,208.1,12.5,,0.8,6.5,,,22.0,,0.6,,,,,31.0,50.2,72.8,14.0,14.7,,-11.0,-6.0,,,,,,-14.0,190.1,-5.5,,-17.2,-11.5,,,4.0,,-17.4,,,,,13.0,32.2,54.8,False,,True,True,,,,,,False,False,True,,False,True,,,True,,False,,,,,True,False,False
20187,27,0.0,5.6,,1.0,3.0,,,,,,2.0,1.8,2.1,,0.3,0.2,,,0.0,,7.5,1.9,,,,0.0,3.3,9.4,-27.0,-21.4,,-26.0,-24.0,,,,,,-25.0,-25.2,-24.9,,-26.7,-26.8,,,-27.0,,-19.5,-25.1,,,,-27.0,-23.7,-17.6,True,,True,True,,,,,,True,True,True,,True,True,,,False,,True,True,,,,False,True,True
20189,27,40.0,41.2,,17.0,30.0,,,,,,9.0,35.3,6.2,,2.1,4.8,,,30.0,,6.5,26.7,,,,51.0,28.9,65.2,13.0,14.2,,-10.0,3.0,,,,,,-18.0,8.3,-20.8,,-24.9,-22.2,,,3.0,,-20.5,-0.3,,,,24.0,1.9,38.2,False,,True,True,,,,,,False,True,False,,False,False,,,True,,False,True,,,,False,True,False
20191,38,14.0,13.8,,9.0,0.0,,,,,,40.0,51.2,31.0,,1.8,1.3,11.0,24.0,9.0,,0.7,10.4,,,,12.0,19.0,54.5,-24.0,-24.2,,-29.0,-38.0,,,,,,2.0,13.2,-7.0,,-36.2,-36.7,-27.0,-14.0,-29.0,,-37.3,-27.6,,,,-26.0,-19.0,16.5,False,,False,False,,,,,,True,True,True,,False,False,False,True,False,,False,False,,,,False,True,True
20193,31,0.0,0.1,,2.0,0.0,,,,,,15.0,1.9,5.0,,,0.3,,7.0,0.0,,17.2,9.2,,,,1.0,4.7,14.1,-31.0,-30.9,,-29.0,-31.0,,,,,,-16.0,-29.1,-26.0,,,-30.7,,-24.0,-31.0,,-13.8,-21.8,,,,-30.0,-26.3,-16.9,True,,True,False,,,,,,True,True,True,,,True,,True,False,,True,True,,,,True,True,True
20195,16,38.0,38.2,,9.0,14.0,,,,,,2.0,42.0,2.4,,0.4,4.4,,,31.0,,2.5,25.3,,,,44.0,37.3,21.3,22.0,22.2,,-7.0,-2.0,,,,,,-14.0,26.0,-13.6,,-15.6,-11.6,,,15.0,,-13.5,9.3,,,,28.0,21.3,5.3,False,,True,True,,,,,,True,False,True,,True,True,,,True,,True,True,,,,False,True,True
20197,11,8.0,8.4,,5.0,0.0,,,,,,7.0,25.1,5.9,,1.2,0.4,,14.0,4.0,,4.8,5.9,,,,10.0,6.2,40.4,-3.0,-2.6,,-6.0,-11.0,,,,,,-4.0,14.1,-5.1,,-9.8,-10.6,,3.0,-7.0,,-6.2,-5.1,,,,-1.0,-4.8,29.4,True,,False,False,,,,,,False,False,False,,False,False,,False,False,,False,False,,,,True,False,False
20199,10,2.0,2.0,,0.0,0.0,,,,,,0.0,2.8,2.5,,,0.0,,0.0,2.0,,1.4,,,,,2.0,3.2,19.8,-8.0,-8.0,,-10.0,-10.0,,,,,,-10.0,-7.2,-7.5,,,-10.0,,-10.0,-8.0,,-8.7,,,,,-8.0,-6.8,9.8,True,,False,False,,,,,,False,True,True,,,False,,False,False,,False,,,,,False,True,False
20201,11,6.0,5.6,,5.0,0.0,,,,,,2.0,18.8,5.2,,,0.0,,,6.0,,6.7,4.2,,,,9.0,4.3,49.0,-5.0,-5.4,,-6.0,-11.0,,,,,,-9.0,7.8,-5.8,,,-11.0,,,-5.0,,-4.3,-6.8,,,,-2.0,-6.7,38.0,False,,False,False,,,,,,False,False,False,,,False,,,False,,True,False,,,,True,False,False
20203,1,0.0,0.0,,0.0,0.0,,,,,,2.0,0.4,0.6,,,0.0,,0.0,0.0,,0.0,0.2,,,,0.0,2.9,12.2,-1.0,-1.0,,-1.0,-1.0,,,,,,1.0,-0.6,-0.4,,,-1.0,,-1.0,-1.0,,-1.0,-0.8,,,,-1.0,1.9,11.2,False,,False,False,,,,,,False,True,True,,,True,,False,False,,False,True,,,,False,False,False
20205,35,0.0,0.0,,0.0,0.0,,,,,,6.0,1.1,4.5,,0.3,0.0,,0.0,2.0,,0.2,,,,,0.0,2.9,23.0,-35.0,-35.0,,-35.0,-35.0,,,,,,-29.0,-33.9,-30.5,,-34.7,-35.0,,-35.0,-33.0,,-34.8,,,,,-35.0,-32.1,-12.0,True,,False,False,,,,,,True,True,True,,True,True,,False,True,,True,,,,,False,True,True
20207,0,0.0,0.0,,0.0,0.0,,,,,,2.0,0.4,0.3,,0.2,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,2.8,8.4,0.0,0.0,,0.0,0.0,,,,,,2.0,0.4,0.3,,0.2,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,2.8,8.4,True,,True,True,,,,,,False,False,False,,False,True,,True,True,,True,True,,,,True,False,False
20209,452,654.0,664.1,677.6,497.0,497.0,,,,,,791.0,421.8,429.6,,422.7,469.6,41.9,1205.0,323.0,,556.0,591.3,324.0,,,390.0,935.7,1408.0,202.0,212.1,225.6,45.0,45.0,,,,,,339.0,-30.2,-22.4,,-29.3,17.6,-410.1,753.0,-129.0,,104.0,139.3,-128.0,,,-62.0,483.7,956.0,False,False,True,True,,,,,,False,True,True,,True,True,False,False,True,,True,True,True,,,True,False,False
21001,23,30.0,37.9,,27.0,29.0,,,,,,49.0,29.1,19.0,,11.2,27.2,14.3,45.0,0.0,,8.7,22.8,,,,30.0,38.5,33.2,7.0,14.9,,4.0,6.0,,,,,,26.0,6.1,-4.0,,-11.8,4.2,-8.7,22.0,-23.0,,-14.3,-0.2,,,,7.0,15.5,10.2,False,,True,True,,,,,,False,True,True,,False,True,False,False,False,,False,True,,,,False,False,False
21003,38,22.0,20.7,,17.0,15.0,,,,,,44.0,33.9,19.3,,5.3,16.7,7.4,38.0,0.0,,0.0,19.1,,,,28.0,26.8,88.3,-16.0,-17.3,,-21.0,-23.0,,,,,,6.0,-4.1,-18.7,,-32.7,-21.3,-30.6,0.0,-38.0,,-38.0,-18.9,,,,-10.0,-11.2,50.3,False,,False,False,,,,,,True,True,False,,False,False,False,True,False,,False,False,,,,True,True,False
21005,19,22.0,21.5,,20.0,31.0,,,,,,18.0,37.7,33.0,,5.1,15.3,25.1,28.0,0.0,,7.4,20.9,,,,22.0,24.2,32.1,3.0,2.5,,1.0,12.0,,,,,,-1.0,18.7,14.0,,-13.9,-3.7,6.1,9.0,-19.0,,-11.6,1.9,,,,3.0,5.2,13.1,True,,True,False,,,,,,True,False,False,,False,False,False,False,False,,False,True,,,,False,False,False
21007,4,6.0,6.8,,4.0,0.0,,,,,,23.0,6.8,10.3,,1.6,0.6,,14.0,4.0,,0.7,6.3,,,,11.0,5.7,22.2,2.0,2.8,,0.0,-4.0,,,,,,19.0,2.8,6.3,,-2.4,-3.4,,10.0,0.0,,-3.3,2.3,,,,7.0,1.7,18.2,False,,True,False,,,,,,False,False,False,,False,False,,False,True,,False,False,,,,False,True,False
21009,74,50.0,46.1,,46.0,44.0,,,,,,115.0,59.9,128.9,,26.5,51.4,58.9,85.0,43.0,,28.6,43.7,,,,39.0,94.9,121.0,-24.0,-27.9,,-28.0,-30.0,,,,,,41.0,-14.1,54.9,,-47.5,-22.6,-15.1,11.0,-31.0,,-45.4,-30.3,,,,-35.0,20.9,47.0,False,,False,False,,,,,,False,True,False,,False,True,True,True,False,,False,False,,,,False,True,False
21011,5,26.0,24.7,,14.0,37.0,,,,,,15.0,12.6,21.4,,3.3,9.3,,,120.0,,5.8,23.4,,,,39.0,39.5,79.4,21.0,19.7,,9.0,32.0,,,,,,10.0,7.6,16.4,,-1.7,4.3,,,115.0,,0.8,18.4,,,,34.0,34.5,74.4,True,,True,False,,,,,,True,True,True,,True,True,,,False,,True,True,,,,False,False,False
21013,52,56.0,52.8,,43.0,45.0,,,,,,78.0,39.4,100.7,,32.0,38.4,6.9,76.0,107.0,,25.4,62.7,,,,52.0,98.7,95.3,4.0,0.8,,-9.0,-7.0,,,,,,26.0,-12.6,48.7,,-20.0,-13.6,-45.1,24.0,55.0,,-26.6,10.7,,,,0.0,46.7,43.3,True,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,True,False,False
21015,126,124.0,121.7,,117.0,141.0,,,,,,238.0,164.4,219.6,,69.7,141.4,68.4,203.0,110.0,,26.6,110.5,110.0,,,137.0,183.1,209.2,-2.0,-4.3,,-9.0,15.0,,,,,,112.0,38.4,93.6,,-56.3,15.4,-57.6,77.0,-16.0,,-99.4,-15.5,-16.0,,,11.0,57.1,83.2,False,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,False,,,False,False,False
