,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IQVIA_ACOE-STAN,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
01113,57,76.0,87.4,,76.0,57.0,,,,,,182.0,122.2,104.8,,33.8,76.8,65.2,230.0,57.0,,21.8,105.3,,,,,135.6,386.5,19.0,30.4,,19.0,0.0,,,,,,125.0,65.2,47.8,,-23.2,19.8,8.2,173.0,0.0,,-35.2,48.3,,,,,78.6,329.5,False,,False,True,,,,,,False,False,False,,False,False,True,False,True,,False,False,,,,,False,False
01115,276,214.0,213.8,,191.0,306.0,,,,,,188.0,303.8,216.5,,148.7,203.0,112.0,288.0,,,71.0,179.6,,,,,338.1,770.9,-62.0,-62.2,,-85.0,30.0,,,,,,-88.0,27.8,-59.5,,-127.3,-73.0,-164.0,12.0,,,-205.0,-96.4,,,,,62.1,494.9,False,,False,True,,,,,,False,True,True,,False,False,False,True,,,False,False,,,,,False,False
01117,772,600.0,586.6,,588.0,1307.0,,,,,,437.0,581.0,539.1,,1074.4,856.3,329.8,851.0,1467.0,,783.6,487.3,1314.0,,,,940.5,2097.2,-172.0,-185.4,,-184.0,535.0,,,,,,-335.0,-191.0,-232.9,,302.4,84.3,-442.2,79.0,695.0,,11.6,-284.7,542.0,,,,168.5,1325.2,False,,False,False,,,,,,False,False,False,,False,True,False,True,False,,True,False,False,,,,True,False
01119,11,10.0,8.9,,10.0,14.0,,,,,,48.0,31.1,8.2,,2.1,12.1,0.2,,0.0,,1.4,13.4,,,,,15.4,15.1,-1.0,-2.1,,-1.0,3.0,,,,,,37.0,20.1,-2.8,,-8.9,1.1,-10.8,,-11.0,,-9.6,2.4,,,,,4.4,4.1,False,,False,False,,,,,,False,False,False,,False,False,False,,False,,False,False,,,,,False,False
01121,189,144.0,149.1,,137.0,109.0,,,,,,208.0,142.0,316.7,,107.9,139.2,116.0,227.0,819.0,,70.1,137.4,,,,,211.1,769.5,-45.0,-39.9,,-52.0,-80.0,,,,,,19.0,-47.0,127.7,,-81.1,-49.8,-73.0,38.0,630.0,,-118.9,-51.6,,,,,22.1,580.5,True,,False,False,,,,,,True,False,False,,False,False,False,True,False,,False,False,,,,,True,False
01123,59,10.0,10.8,,27.0,27.0,,,,,,127.0,61.4,71.1,,13.3,30.9,15.7,,53.0,,27.7,26.4,,,,,27.1,125.0,-49.0,-48.2,,-32.0,-32.0,,,,,,68.0,2.4,12.1,,-45.7,-28.1,-43.3,,-6.0,,-31.3,-32.6,,,,,-31.9,66.0,True,,True,True,,,,,,False,True,True,,True,True,True,,True,,True,True,,,,,True,False
01125,734,622.0,595.1,,609.0,634.0,,,,,,665.0,721.9,413.0,,654.5,611.3,191.2,983.0,401.0,,325.1,527.6,606.0,,,,998.5,2906.2,-112.0,-138.9,,-125.0,-100.0,,,,,,-69.0,-12.1,-321.0,,-79.5,-122.7,-542.8,249.0,-333.0,,-408.9,-206.4,-128.0,,,,264.5,2172.2,False,,False,True,,,,,,True,True,False,,True,False,False,False,False,,False,False,False,,,,False,False
01127,236,204.0,210.3,,163.0,317.0,,,,,,194.0,249.5,89.3,,95.6,151.6,45.9,316.0,295.0,,17.8,149.9,,,,,353.3,553.8,-32.0,-25.7,,-73.0,81.0,,,,,,-42.0,13.5,-146.7,,-140.4,-84.4,-190.1,80.0,59.0,,-218.2,-86.1,,,,,117.3,317.8,True,,False,False,,,,,,False,True,False,,False,False,False,False,False,,False,False,,,,,False,False
01129,18,24.0,38.2,,26.0,16.0,,,,,,70.0,61.3,44.9,,7.9,28.0,0.0,,12.0,,11.2,25.6,,,,,46.0,108.6,6.0,20.2,,8.0,-2.0,,,,,,52.0,43.3,26.9,,-10.1,10.0,-18.0,,-6.0,,-6.8,7.6,,,,,28.0,90.6,False,,False,True,,,,,,False,False,False,,False,False,False,,False,,False,False,,,,,False,False
01131,14,20.0,20.5,,19.0,16.0,,,,,,43.0,28.3,20.9,,4.5,16.7,0.4,,0.0,,24.2,19.2,,,,,38.6,53.9,6.0,6.5,,5.0,2.0,,,,,,29.0,14.3,6.9,,-9.5,2.7,-13.6,,-14.0,,10.2,5.2,,,,,24.6,39.9,False,,True,True,,,,,,False,False,False,,False,True,False,,False,,False,True,,,,,False,False
01133,92,80.0,80.8,,68.0,54.0,,,,,,79.0,86.7,50.9,,54.2,71.9,30.7,112.0,117.0,,33.6,70.6,,,,,102.0,153.4,-12.0,-11.2,,-24.0,-38.0,,,,,,-13.0,-5.3,-41.1,,-37.8,-20.1,-61.3,20.0,25.0,,-58.4,-21.4,,,,,10.0,61.4,True,,False,False,,,,,,False,True,False,,False,False,False,False,False,,False,False,,,,,True,False
02013,6,0.0,0.1,,0.0,0.0,,,,,,,0.0,1.7,,,0.0,,0.0,2.0,,0.0,0.0,,,,,2.0,8.3,-6.0,-5.9,,-6.0,-6.0,,,,,,,-6.0,-4.3,,,-6.0,,-6.0,-4.0,,-6.0,-6.0,,,,,-4.0,2.3,True,,False,False,,,,,,,True,True,,,True,,False,True,,False,True,,,,,True,True
02016,2,4.0,4.3,,2.0,0.0,,,,,,,2.1,2.7,,,0.0,,0.0,19.0,,2.4,3.5,,,,,2.1,11.0,2.0,2.3,,0.0,-2.0,,,,,,,0.1,0.7,,,-2.0,,-2.0,17.0,,0.4,1.5,,,,,0.1,9.0,False,,True,False,,,,,,,True,True,,,True,,False,False,,True,True,,,,,True,False
02020,536,596.0,556.8,,483.0,821.0,,,,,,,531.2,1019.0,,424.8,442.3,381.1,584.0,801.0,,472.5,511.0,441.0,,,,683.5,1429.3,60.0,20.8,,-53.0,285.0,,,,,,,-4.8,483.0,,-111.2,-93.7,-154.9,48.0,265.0,,-63.5,-25.0,-95.0,,,,147.5,893.3,True,,True,False,,,,,,,True,False,,False,False,False,True,False,,False,True,False,,,,False,False
02050,25,38.0,38.6,,14.0,0.0,,,,,,,111.0,14.5,,5.2,13.3,,,17.0,,6.8,29.6,,,,,20.3,69.8,13.0,13.6,,-11.0,-25.0,,,,,,,86.0,-10.5,,-19.8,-11.7,,,-8.0,,-18.2,4.6,,,,,-4.7,44.8,False,,True,False,,,,,,,False,True,,False,True,,,True,,False,True,,,,,True,False
02060,0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,0.3,0.0,,0.0,0.0,,0.4,,,,,,2.4,6.4,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,0.3,0.0,,0.0,0.0,,0.4,,,,,,2.4,6.4,True,,True,True,,,,,,,False,True,,False,False,,True,True,,False,,,,,,False,False
02068,1,0.0,0.0,,0.0,0.0,,,,,,,4.1,0.7,,,0.0,,0.0,,,0.0,,,,,,2.0,15.5,-1.0,-1.0,,-1.0,-1.0,,,,,,,3.1,-0.3,,,-1.0,,-1.0,,,-1.0,,,,,,1.0,14.5,False,,False,False,,,,,,,False,True,,,True,,False,,,False,,,,,,False,False
02070,1,0.0,0.1,,0.0,0.0,,,,,,,1.6,7.3,,0.1,0.0,,0.0,1.0,,0.2,0.1,,,,,2.1,9.7,-1.0,-0.9,,-1.0,-1.0,,,,,,,0.6,6.3,,-0.9,-1.0,,-1.0,0.0,,-0.8,-0.9,,,,,1.1,8.7,True,,False,False,,,,,,,True,False,,True,True,,False,True,,True,True,,,,,False,False
02090,239,142.0,138.6,,136.0,0.0,,,,,,,141.9,207.4,,159.0,155.7,88.2,138.0,184.0,,153.8,112.3,,,,,145.0,177.2,-97.0,-100.4,,-103.0,-239.0,,,,,,,-97.1,-31.6,,-80.0,-83.3,-150.8,-101.0,-55.0,,-85.2,-126.7,,,,,-94.0,-61.8,False,,False,False,,,,,,,False,True,,True,True,False,False,True,,True,False,,,,,True,True
02100,0,0.0,0.1,,0.0,0.0,,,,,,,0.5,0.5,,,0.0,,0.0,0.0,,0.0,0.4,,,,,2.0,11.7,0.0,0.1,,0.0,0.0,,,,,,,0.5,0.5,,,0.0,,0.0,0.0,,0.0,0.4,,,,,2.0,11.7,False,,True,True,,,,,,,False,False,,,False,,True,True,,True,False,,,,,False,False
02105,0,0.0,0.0,,0.0,0.0,,,,,,,1.1,4.1,,,0.0,,0.0,,,0.0,,,,,,,57.8,0.0,0.0,,0.0,0.0,,,,,,,1.1,4.1,,,0.0,,0.0,,,0.0,,,,,,,57.8,True,,True,True,,,,,,,False,False,,,True,,True,,,True,,,,,,,False
02110,59,28.0,27.0,,22.0,29.0,,,,,,,37.7,45.8,,8.6,23.8,16.7,28.0,34.0,,19.2,19.7,,,,,30.9,40.8,-31.0,-32.0,,-37.0,-30.0,,,,,,,-21.3,-13.2,,-50.4,-35.2,-42.3,-31.0,-25.0,,-39.8,-39.3,,,,,-28.1,-18.2,False,,False,True,,,,,,,True,True,,False,False,False,False,True,,False,False,,,,,True,True
02122,22,22.0,17.4,,22.0,38.0,,,,,,,48.8,74.0,,5.7,27.6,68.8,49.0,0.0,,6.3,22.7,,,,,37.6,84.0,0.0,-4.6,,0.0,16.0,,,,,,,26.8,52.0,,-16.3,5.6,46.8,27.0,-22.0,,-15.7,0.7,,,,,15.6,62.0,False,,True,False,,,,,,,False,False,,False,False,False,False,False,,False,False,,,,,False,False
02130,5,4.0,3.5,,4.0,0.0,,,,,,,5.9,3.8,,3.9,3.5,,7.0,,,3.6,5.2,,,,,2.4,12.4,-1.0,-1.5,,-1.0,-5.0,,,,,,,0.9,-1.2,,-1.1,-1.5,,2.0,,,-1.4,0.2,,,,,-2.6,7.4,False,,False,False,,,,,,,True,False,,False,False,,False,,,False,True,,,,,False,False
02150,6,0.0,1.6,,0.0,0.0,,,,,,,1.1,2.3,,0.3,0.0,,0.0,3.0,,2.1,,,,,,2.4,14.9,-6.0,-4.4,,-6.0,-6.0,,,,,,,-4.9,-3.7,,-5.7,-6.0,,-6.0,-3.0,,-3.9,,,,,,-3.6,8.9,True,,False,False,,,,,,,True,True,,True,True,,False,True,,True,,,,,,True,False
02158,1,0.0,0.0,,0.0,0.0,,,,,,,1.6,,,,0.0,,0.0,,,0.0,0.1,,,,,,,-1.0,-1.0,,-1.0,-1.0,,,,,,,0.6,,,,-1.0,,-1.0,,,-1.0,-0.9,,,,,,,True,,False,False,,,,,,,True,,,,True,,False,,,True,True,,,,,,
02164,10,0.0,0.0,,0.0,0.0,,,,,,,1.8,0.7,,,0.0,,0.0,0.0,,0.0,,,,,,2.0,13.6,-10.0,-10.0,,-10.0,-10.0,,,,,,,-8.2,-9.3,,,-10.0,,-10.0,-10.0,,-10.0,,,,,,-8.0,3.6,False,,False,False,,,,,,,True,True,,,True,,False,False,,False,,,,,,True,True
02170,61,92.0,90.1,,91.0,122.0,,,,,,,129.3,238.9,,33.7,64.3,113.0,83.0,25.0,,47.7,76.2,,,,,111.7,205.1,31.0,29.1,,30.0,61.0,,,,,,,68.3,177.9,,-27.3,3.3,52.0,22.0,-36.0,,-13.3,15.2,,,,,50.7,144.1,True,,True,False,,,,,,,False,False,,True,True,False,True,False,,True,True,,,,,False,False
02180,14,12.0,11.9,,11.0,0.0,,,,,,,18.6,6.3,,4.4,11.6,,14.0,23.0,,8.3,11.0,,,,,8.6,32.5,-2.0,-2.1,,-3.0,-14.0,,,,,,,4.6,-7.7,,-9.6,-2.4,,0.0,9.0,,-5.7,-3.0,,,,,-5.4,18.5,False,,False,False,,,,,,,False,False,,False,False,,True,False,,False,False,,,,,False,False
02185,25,12.0,11.7,,12.0,,,,,,,,27.0,15.4,,4.4,14.4,,,0.0,,3.6,,,,,,13.1,23.7,-13.0,-13.3,,-13.0,,,,,,,,2.0,-9.6,,-20.6,-10.6,,,-25.0,,-21.4,,,,,,-11.9,-1.3,False,,False,,,,,,,,True,True,,False,True,,,False,,False,,,,,,True,True
02188,8,6.0,3.9,,5.0,0.0,,,,,,,12.8,10.9,,4.3,6.0,,14.0,0.0,,0.5,,,,,,6.3,12.9,-2.0,-4.1,,-3.0,-8.0,,,,,,,4.8,2.9,,-3.7,-2.0,,6.0,-8.0,,-7.5,,,,,,-1.7,4.9,False,,False,False,,,,,,,False,False,,False,False,,False,False,,False,,,,,,True,False
02195,0,0.0,0.0,,0.0,0.0,,,,,,,0.9,0.1,,0.1,0.0,,0.0,,,0.0,0.1,,,,,,8.8,0.0,0.0,,0.0,0.0,,,,,,,0.9,0.1,,0.1,0.0,,0.0,,,0.0,0.1,,,,,,8.8,False,,True,True,,,,,,,False,False,,False,True,,True,,,True,False,,,,,,False
02198,6,6.0,7.0,,5.0,0.0,,,,,,,35.4,5.4,,2.9,5.1,,5.0,,,5.9,,,,,,,23.0,0.0,1.0,,-1.0,-6.0,,,,,,,29.4,-0.6,,-3.1,-0.9,,-1.0,,,-0.1,,,,,,,17.0,False,,False,False,,,,,,,False,False,,False,False,,False,,,False,,,,,,,False
02220,2,8.0,7.7,,4.0,0.0,,,,,,,5.7,8.9,,1.4,2.4,,,38.0,,3.8,6.3,,,,,5.8,16.8,6.0,5.7,,2.0,-2.0,,,,,,,3.7,6.9,,-0.6,0.4,,,36.0,,1.8,4.3,,,,,3.8,14.8,True,,True,True,,,,,,,True,False,,True,True,,,False,,True,True,,,,,True,False
02230,0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,,0.0,,,0.0,,,,,,,5.3,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,,0.0,,,0.0,,,,,,,5.3,True,,True,True,,,,,,,False,True,,,True,,True,,,True,,,,,,,False
02240,3,0.0,0.1,,0.0,0.0,,,,,,,4.1,0.4,,0.4,0.0,,0.0,4.0,,0.3,1.0,,,,,2.1,14.5,-3.0,-2.9,,-3.0,-3.0,,,,,,,1.1,-2.6,,-2.6,-3.0,,-3.0,1.0,,-2.7,-2.0,,,,,-0.9,11.5,True,,False,False,,,,,,,True,True,,True,True,,False,True,,True,True,,,,,True,False
02261,2,8.0,7.6,,8.0,0.0,,,,,,,20.0,5.8,,3.6,2.7,,14.0,,,7.8,7.4,,,,,9.1,48.4,6.0,5.6,,6.0,-2.0,,,,,,,18.0,3.8,,1.6,0.7,,12.0,,,5.8,5.4,,,,,7.1,46.4,True,,False,True,,,,,,,False,True,,True,True,,False,,,True,True,,,,,False,False
02275,1,4.0,3.0,,2.0,0.0,,,,,,,3.9,1.0,,,0.0,,0.0,,,0.5,4.2,,,,,,19.8,3.0,2.0,,1.0,-1.0,,,,,,,2.9,-0.0,,,-1.0,,-1.0,,,-0.5,3.2,,,,,,18.8,True,,True,True,,,,,,,True,True,,,True,,True,,,True,False,,,,,,False
02282,3,18.0,16.7,,9.0,0.0,,,,,,,5.7,0.0,,,1.0,,,,,43.3,13.5,,,,,13.2,9.0,15.0,13.7,,6.0,-3.0,,,,,,,2.7,-3.0,,,-2.0,,,,,40.3,10.5,,,,,10.2,6.0,True,,True,True,,,,,,,True,True,,,True,,,,,False,True,,,,,True,True
02290,3,10.0,9.1,,6.0,0.0,,,,,,,16.7,3.2,,4.4,5.2,,14.0,,,2.9,16.9,,,,,10.9,48.2,7.0,6.1,,3.0,-3.0,,,,,,,13.7,0.2,,1.4,2.2,,11.0,,,-0.1,13.9,,,,,7.9,45.2,True,,True,True,,,,,,,False,True,,True,True,,False,,,True,False,,,,,False,False
04001,56,78.0,76.6,,61.0,169.0,,,,,,115.0,13.8,83.0,,31.6,61.2,4.5,69.0,69.0,,29.7,102.6,,,,,127.2,122.6,22.0,20.6,,5.0,113.0,,,,,,59.0,-42.2,27.0,,-24.4,5.2,-51.5,13.0,13.0,,-26.3,46.6,,,,,71.2,66.6,True,,True,False,,,,,,False,False,False,,False,True,False,True,True,,False,False,,,,,False,False
04003,46,48.0,32.1,,38.0,18.0,,,,,,185.0,69.5,78.7,,13.1,38.1,86.8,36.0,58.0,,15.4,51.8,,,,,111.5,167.0,2.0,-13.9,,-8.0,-28.0,,,,,,139.0,23.5,32.7,,-32.9,-7.9,40.8,-10.0,12.0,,-30.6,5.8,,,,,65.5,121.0,False,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,,False,False
04005,182,150.0,151.5,,117.0,109.0,,,,,,158.0,62.8,84.2,,83.6,133.1,52.8,85.0,226.0,,7.7,150.2,129.0,,,,245.5,215.3,-32.0,-30.5,,-65.0,-73.0,,,,,,-24.0,-119.2,-97.8,,-98.4,-48.9,-129.2,-97.0,44.0,,-174.3,-31.8,-53.0,,,,63.5,33.3,True,,False,False,,,,,,True,False,False,,False,False,False,False,False,,False,True,False,,,,False,False
04007,63,60.0,71.3,,52.0,50.0,,,,,,56.0,114.3,90.1,,26.7,57.8,19.0,33.0,0.0,,51.3,46.8,,,,,138.3,559.4,-3.0,8.3,,-11.0,-13.0,,,,,,-7.0,51.3,27.1,,-36.3,-5.2,-44.0,-30.0,-63.0,,-11.7,-16.2,,,,,75.3,496.4,False,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,,False,False
04009,60,100.0,92.2,,80.0,87.0,,,,,,57.0,133.0,79.3,,24.5,60.7,0.0,,18.0,,86.8,80.5,,,,,143.9,256.9,40.0,32.2,,20.0,27.0,,,,,,-3.0,73.0,19.3,,-35.5,0.7,-60.0,,-42.0,,26.8,20.5,,,,,83.9,196.9,True,,True,True,,,,,,True,False,True,,True,True,False,,False,,True,True,,,,,False,False
04011,2,2.0,3.6,,2.0,0.0,,,,,,8.0,5.3,4.5,,4.5,0.1,,0.0,9.0,,3.5,1.8,,,,,4.6,11.7,0.0,1.6,,0.0,-2.0,,,,,,6.0,3.3,2.5,,2.5,-1.9,,-2.0,7.0,,1.5,-0.2,,,,,2.6,9.7,False,,True,False,,,,,,False,False,False,,False,False,,False,False,,False,False,,,,,False,False
04012,28,6.0,2.8,,3.0,0.0,,,,,,31.0,128.7,10.9,,0.6,3.8,0.0,,8.0,,3.2,8.1,,,,,9.3,239.6,-22.0,-25.2,,-25.0,-28.0,,,,,,3.0,100.7,-17.1,,-27.4,-24.2,-28.0,,-20.0,,-24.8,-19.9,,,,,-18.7,211.6,False,,False,False,,,,,,True,False,True,,False,False,False,,True,,False,True,,,,,True,False
04013,3903,3408.0,3839.1,3334.3,2856.0,2557.0,,,,,,3869.0,2316.0,4006.7,,3092.4,2818.9,1400.1,2648.0,5805.0,,529.5,3306.8,2114.0,,,,9989.0,6538.5,-495.0,-63.9,-568.7,-1047.0,-1346.0,,,,,,-34.0,-1587.0,103.7,,-810.6,-1084.1,-2502.9,-1255.0,1902.0,,-3373.5,-596.2,-1789.0,,,,6086.0,2635.5,True,False,False,False,,,,,,True,False,True,,False,False,False,False,False,,False,False,False,,,,False,False
04015,195,226.0,242.6,,191.0,201.0,,,,,,367.0,219.9,192.3,,105.7,180.6,107.2,116.0,270.0,,125.2,223.1,147.0,,,,403.5,1016.2,31.0,47.6,,-4.0,6.0,,,,,,172.0,24.9,-2.7,,-89.3,-14.4,-87.8,-79.0,75.0,,-69.8,28.1,-48.0,,,,208.5,821.2,False,,True,True,,,,,,False,True,True,,False,True,False,False,False,,False,True,False,,,,False,False
04017,93,184.0,199.1,,104.0,71.0,,,,,,138.0,41.0,71.0,,104.3,152.1,13.4,138.0,142.0,,8.3,189.7,,,,,298.1,327.4,91.0,106.1,,11.0,-22.0,,,,,,45.0,-52.0,-22.0,,11.3,59.1,-79.6,45.0,49.0,,-84.7,96.7,,,,,205.1,234.4,False,,True,True,,,,,,True,True,True,,True,True,True,True,True,,True,False,,,,,False,False
04019,1224,1374.0,1475.1,1416.0,1061.0,854.0,,,,,,1465.0,1100.4,1022.7,,534.6,861.5,888.5,700.0,517.0,,1061.6,1110.3,757.0,,,,3384.0,2812.7,150.0,251.1,192.0,-163.0,-370.0,,,,,,241.0,-123.6,-201.3,,-689.4,-362.5,-335.5,-524.0,-707.0,,-162.4,-113.7,-467.0,,,,2160.0,1588.7,False,False,False,False,,,,,,False,True,False,,False,False,False,False,False,,False,True,False,,,,False,False
04021,656,730.0,654.7,652.3,631.0,1076.0,,,,,,645.0,688.8,240.6,,564.2,433.6,212.8,343.0,1404.0,,263.6,767.7,513.0,,,,1133.9,3942.7,74.0,-1.3,-3.7,-25.0,420.0,,,,,,-11.0,32.8,-415.4,,-91.8,-222.4,-443.2,-313.0,748.0,,-392.4,111.7,-143.0,,,,477.9,3286.7,True,True,True,False,,,,,,True,True,False,,False,False,False,False,False,,False,False,False,,,,False,False
04023,62,0.0,0.0,,8.0,22.0,,,,,,210.0,10.3,21.4,,1.6,24.7,2.1,,23.0,,11.3,7.8,,,,,53.1,115.0,-62.0,-62.0,,-54.0,-40.0,,,,,,148.0,-51.7,-40.6,,-60.4,-37.3,-59.9,,-39.0,,-50.7,-54.2,,,,,-8.9,53.0,False,,True,True,,,,,,False,True,True,,True,True,True,,True,,True,True,,,,,True,True
04025,131,104.0,102.2,,105.0,60.0,,,,,,267.0,176.9,202.0,,78.4,131.6,156.4,55.0,102.0,,105.7,112.9,58.0,,,,278.2,693.4,-27.0,-28.8,,-26.0,-71.0,,,,,,136.0,45.9,71.0,,-52.6,0.6,25.4,-76.0,-29.0,,-25.3,-18.1,-73.0,,,,147.2,562.4,False,,True,False,,,,,,False,False,False,,False,True,True,False,False,,True,True,False,,,,False,False
04027,165,340.0,322.5,277.6,253.0,245.0,,,,,,521.0,136.7,244.4,,179.9,287.4,15.6,250.0,631.0,,149.9,551.6,241.0,,,,848.6,1507.0,175.0,157.5,112.6,88.0,80.0,,,,,,356.0,-28.3,79.4,,14.9,122.4,-149.4,85.0,466.0,,-15.1,386.6,76.0,,,,683.6,1342.0,True,True,True,True,,,,,,False,True,True,,True,True,True,True,False,,True,False,True,,,,False,False
05001,34,28.0,27.4,,28.0,28.0,,,,,,60.0,46.9,55.1,,20.4,32.8,19.4,44.0,0.0,,19.0,25.9,,,,,39.0,74.3,-6.0,-6.6,,-6.0,-6.0,,,,,,26.0,12.9,21.1,,-13.6,-1.2,-14.6,10.0,-34.0,,-15.0,-8.1,,,,,5.0,40.3,False,,False,False,,,,,,False,False,False,,False,True,False,False,False,,False,False,,,,,True,False
05003,10,24.0,15.9,,17.0,4.0,,,,,,57.0,38.2,41.7,,4.6,17.4,0.1,,0.0,,11.4,43.3,,,,,50.3,36.5,14.0,5.9,,7.0,-6.0,,,,,,47.0,28.2,31.7,,-5.4,7.4,-9.9,,-10.0,,1.4,33.3,,,,,40.3,26.5,True,,True,True,,,,,,False,False,False,,True,True,True,,True,,True,False,,,,,False,False
05005,67,50.0,50.0,,48.0,103.0,,,,,,63.0,116.8,82.4,,22.3,40.5,39.3,34.0,0.0,,14.3,30.2,,,,,46.3,109.5,-17.0,-17.0,,-19.0,36.0,,,,,,-4.0,49.8,15.4,,-44.7,-26.5,-27.7,-33.0,-67.0,,-52.7,-36.8,,,,,-20.7,42.5,True,,False,False,,,,,,True,False,True,,False,False,False,False,False,,False,False,,,,,False,False
05007,519,494.0,450.3,,432.0,917.0,,,,,,575.0,381.1,183.6,,365.2,445.6,115.4,813.0,556.0,,129.6,417.6,742.0,,,,665.4,1425.9,-25.0,-68.7,,-87.0,398.0,,,,,,56.0,-137.9,-335.4,,-153.8,-73.4,-403.6,294.0,37.0,,-389.4,-101.4,223.0,,,,146.4,906.9,False,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,False,,,,False,False
05009,161,118.0,114.3,,117.0,153.0,,,,,,95.0,137.6,103.1,,249.8,173.3,69.1,94.0,3.0,,0.0,118.6,,,,,116.7,154.1,-43.0,-46.7,,-44.0,-8.0,,,,,,-66.0,-23.4,-57.9,,88.8,12.3,-91.9,-67.0,-158.0,,-161.0,-42.4,,,,,-44.3,-6.9,False,,False,True,,,,,,False,True,False,,False,True,False,False,False,,False,True,,,,,False,True
05011,31,76.0,74.2,,46.0,71.0,,,,,,40.0,75.1,41.5,,23.1,41.5,35.6,56.0,0.0,,43.7,61.5,,,,,96.1,88.0,45.0,43.2,,15.0,40.0,,,,,,9.0,44.1,10.5,,-7.9,10.5,4.6,25.0,-31.0,,12.7,30.5,,,,,65.1,57.0,True,,True,True,,,,,,True,True,True,,True,True,True,True,True,,True,True,,,,,False,False
05013,6,0.0,2.8,,1.0,0.0,,,,,,6.0,6.9,3.5,,,0.0,,0.0,0.0,,1.4,,,,,,3.1,12.4,-6.0,-3.2,,-5.0,-6.0,,,,,,0.0,0.9,-2.5,,,-6.0,,-6.0,-6.0,,-4.6,,,,,,-2.9,6.4,True,,True,False,,,,,,True,True,True,,,True,,False,False,,True,,,,,,True,False
05015,84,60.0,63.1,,55.0,79.0,,,,,,55.0,89.4,47.5,,39.0,62.8,15.1,74.0,0.0,,34.1,41.6,,,,,79.6,201.1,-24.0,-20.9,,-29.0,-5.0,,,,,,-29.0,5.4,-36.5,,-45.0,-21.2,-68.9,-10.0,-84.0,,-49.9,-42.4,,,,,-4.4,117.1,True,,False,True,,,,,,False,True,False,,False,True,False,True,False,,False,False,,,,,True,False
05017,18,46.0,50.4,,30.0,32.0,,,,,,55.0,28.7,28.9,,13.5,31.0,1.1,123.0,6.0,,12.7,111.0,,,,,83.9,101.4,28.0,32.4,,12.0,14.0,,,,,,37.0,10.7,10.9,,-4.5,13.0,-16.9,105.0,-12.0,,-5.3,93.0,,,,,65.9,83.4,False,,True,True,,,,,,False,True,True,,True,True,True,False,True,,True,False,,,,,False,False
