,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
06057,279,328.0,190.7,,,,,480.0,882.7,,,,49.0,-88.3,,,,,201.0,603.7,,,,False,,,,,False,False,,,
06059,16133,40880.0,88335.1,,,,,49955.0,22616.9,5231.6,,,24747.0,72202.1,,,,,33822.0,6483.9,-10901.4,,,False,,,,,False,True,True,,
06061,2021,1800.0,5504.6,,,,,3174.0,3670.5,15766.2,,,-221.0,3483.6,,,,,1153.0,1649.5,13745.2,,,False,,,,,False,False,False,,
06063,25,48.0,,,,,,72.0,,,,,23.0,,,,,,47.0,,,,,,,,,,False,,,,
06065,26378,31440.0,62134.5,,,,,50964.0,15518.2,25403.4,,,5062.0,35756.5,,,,,24586.0,-10859.8,-974.6,,,False,,,,,False,False,True,,
06067,13370,10832.0,22090.2,,,,,13708.0,13073.8,7908.6,,,-2538.0,8720.2,,,,,338.0,-296.2,-5461.4,,,False,,,,,True,True,False,,
06069,786,808.0,1227.5,,,,,1323.0,659.5,,,,22.0,441.5,,,,,537.0,-126.5,,,,False,,,,,False,False,,,
06071,27598,37232.0,50508.9,,,,,44776.0,16312.4,60617.5,,,9634.0,22910.9,,,,,17178.0,-11285.6,33019.5,,,False,,,,,False,False,False,,
06073,19300,29944.0,50451.8,,,,,32586.0,14316.2,40519.8,,,10644.0,31151.8,,,,,13286.0,-4983.8,21219.8,,,False,,,,,False,True,False,,
06075,5147,5520.0,2095.3,,,,,5233.0,4011.7,3961.6,,,373.0,-3051.7,,,,,86.0,-1135.3,-1185.4,,,False,,,,,True,False,False,,
06077,11200,12320.0,17559.5,,,,,13562.0,7240.8,10095.1,,,1120.0,6359.5,,,,,2362.0,-3959.2,-1104.9,,,False,,,,,False,False,True,,
06079,2009,2464.0,3059.7,,,,,3469.0,3016.1,,,,455.0,1050.7,,,,,1460.0,1007.1,,,,False,,,,,False,False,,,
06081,4612,4128.0,4909.5,,,,,4526.0,6323.5,5984.6,,,-484.0,297.5,,,,,-86.0,1711.5,1372.6,,,True,,,,,True,False,False,,
06083,3849,6624.0,4413.3,,,,,5741.0,3207.8,6017.7,,,2775.0,564.3,,,,,1892.0,-641.2,2168.7,,,True,,,,,True,True,True,,
06085,12117,10536.0,6989.4,,,,,14122.0,10491.8,6752.4,,,-1581.0,-5127.6,,,,,2005.0,-1625.2,-5364.6,,,False,,,,,False,False,False,,
06087,1252,1632.0,1589.2,,,,,2263.0,2565.5,,,,380.0,337.2,,,,,1011.0,1313.5,,,,True,,,,,False,False,,,
06089,385,320.0,864.1,,,,,836.0,1048.8,,,,-65.0,479.1,,,,,451.0,663.8,,,,False,,,,,False,False,,,
06091,5,0.0,,,,,,0.0,,,,,-5.0,,,,,,-5.0,,,,,,,,,,False,,,,
06093,118,24.0,,,,,,15.0,,,,,-94.0,,,,,,-103.0,,,,,,,,,,False,,,,
06095,3266,3832.0,10607.2,,,,,3624.0,4337.3,2145.7,,,566.0,7341.2,,,,,358.0,1071.3,-1120.3,,,False,,,,,True,False,False,,
06097,4598,3344.0,5927.8,,,,,3572.0,4793.2,6693.5,,,-1254.0,1329.8,,,,,-1026.0,195.2,2095.5,,,False,,,,,True,True,False,,
06099,9706,11552.0,15144.4,,,,,15129.0,5411.7,40287.7,,,1846.0,5438.4,,,,,5423.0,-4294.3,30581.7,,,False,,,,,False,False,False,,
06101,1093,952.0,1756.9,,,,,962.0,1337.3,,,,-141.0,663.9,,,,,-131.0,244.3,,,,False,,,,,True,False,,,
06103,334,240.0,388.2,,,,,297.0,412.4,,,,-94.0,54.2,,,,,-37.0,78.4,,,,True,,,,,True,True,,,
06105,14,0.0,,,,,,0.0,,,,,-14.0,,,,,,-14.0,,,,,,,,,,False,,,,
06107,8431,8040.0,10742.4,,,,,6913.0,3492.1,9077.9,,,-391.0,2311.4,,,,,-1518.0,-4938.9,646.9,,,False,,,,,False,False,False,,
06109,128,168.0,0.0,,,,,174.0,,,,,40.0,-128.0,,,,,46.0,,,,,False,,,,,False,,,,
06111,6508,7568.0,12603.8,,,,,10738.0,7302.2,6222.4,,,1060.0,6095.8,,,,,4230.0,794.2,-285.6,,,False,,,,,False,True,True,,
06113,1549,2096.0,2427.1,,,,,1696.0,2339.6,1540.2,,,547.0,878.1,,,,,147.0,790.6,-8.8,,,False,,,,,True,False,True,,
06115,805,576.0,946.9,,,,,823.0,554.1,,,,-229.0,141.9,,,,,18.0,-250.9,,,,True,,,,,True,False,,,
08001,2938,2712.0,1813.3,,,,,2585.0,1767.5,8155.3,,,-226.0,-1124.7,,,,,-353.0,-1170.5,5217.3,,,False,,,,,False,False,False,,
08003,34,24.0,,,,,,127.0,0.5,,,,-10.0,,,,,,93.0,-33.5,,,,,,,,,False,False,,,
08005,2480,2904.0,854.9,,,,,2607.0,775.9,4659.9,,,424.0,-1625.1,,,,,127.0,-1704.1,2179.9,,,False,,,,,True,False,False,,
08007,32,48.0,,,,,,19.0,,,,,16.0,,,,,,-13.0,,,,,,,,,,True,,,,
08009,4,0.0,,,,,,8.0,,,,,-4.0,,,,,,4.0,,,,,,,,,,False,,,,
08011,7,8.0,,,,,,1.0,,,,,1.0,,,,,,-6.0,,,,,,,,,,False,,,,
08013,1059,920.0,952.4,,,,,1096.0,654.9,1151.3,,,-139.0,-106.6,,,,,37.0,-404.1,92.3,,,True,,,,,True,False,True,,
08014,208,136.0,118.7,,,,,353.0,,103.2,,,-72.0,-89.3,,,,,145.0,,-104.8,,,False,,,,,False,,False,,
08015,111,936.0,,,,,,63.0,44.5,,,,825.0,,,,,,-48.0,-66.5,,,,,,,,,True,True,,,
08017,4,16.0,,,,,,0.0,,,,,12.0,,,,,,-4.0,,,,,,,,,,True,,,,
08019,13,16.0,,,,,,32.0,,,,,3.0,,,,,,19.0,,,,,,,,,,False,,,,
08021,13,16.0,,,,,,34.0,,,,,3.0,,,,,,21.0,,,,,,,,,,False,,,,
08023,11,0.0,,,,,,12.0,,,,,-11.0,,,,,,1.0,,,,,,,,,,True,,,,
08025,2,8.0,,,,,,29.0,,,,,6.0,,,,,,27.0,,,,,,,,,,False,,,,
08027,9,40.0,,,,,,0.0,,,,,31.0,,,,,,-9.0,,,,,,,,,,True,,,,
08029,91,24.0,,,,,,69.0,,,,,-67.0,,,,,,-22.0,,,,,,,,,,True,,,,
08031,3457,3904.0,2150.1,,,,,4221.0,922.3,5155.5,,,447.0,-1306.9,,,,,764.0,-2534.7,1698.5,,,False,,,,,False,False,False,,
08033,2,16.0,,,,,,0.0,,,,,14.0,,,,,,-2.0,,,,,,,,,,True,,,,
08035,880,1408.0,313.3,,,,,909.0,3418.6,3024.7,,,528.0,-566.7,,,,,29.0,2538.6,2144.7,,,False,,,,,True,False,False,,
08037,377,560.0,14.3,,,,,407.0,186.8,705.1,,,183.0,-362.7,,,,,30.0,-190.2,328.1,,,False,,,,,True,False,False,,
08039,68,48.0,,,,,,37.0,,,,,-20.0,,,,,,-31.0,,,,,,,,,,False,,,,
08041,2869,3816.0,1506.5,,,,,2809.0,4222.0,4908.3,,,947.0,-1362.5,,,,,-60.0,1353.0,2039.3,,,False,,,,,True,False,False,,
08043,95,232.0,,,,,,192.0,,,,,137.0,,,,,,97.0,,,,,,,,,,True,,,,
08045,387,816.0,578.1,,,,,264.0,538.6,,,,429.0,191.1,,,,,-123.0,151.6,,,,True,,,,,True,True,,,
08047,6,32.0,,,,,,21.0,,,,,26.0,,,,,,15.0,,,,,,,,,,True,,,,
08049,35,64.0,,,,,,57.0,,,,,29.0,,,,,,22.0,,,,,,,,,,True,,,,
08051,97,56.0,,,,,,44.0,0.2,,,,-41.0,,,,,,-53.0,-96.8,,,,,,,,,False,False,,,
08053,0,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,True,,,,
08055,5,8.0,,,,,,8.0,,,,,3.0,,,,,,3.0,,,,,,,,,,False,,,,
08057,2,8.0,,,,,,2.0,,,,,6.0,,,,,,0.0,,,,,,,,,,True,,,,
08059,1834,1960.0,943.6,,,,,2002.0,2366.9,3900.1,,,126.0,-890.4,,,,,168.0,532.9,2066.1,,,False,,,,,False,False,False,,
08061,0,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,True,,,,
08063,46,0.0,,,,,,4.0,,,,,-46.0,,,,,,-42.0,,,,,,,,,,True,,,,
08065,28,48.0,,,,,,44.0,,,,,20.0,,,,,,16.0,,,,,,,,,,True,,,,
08067,101,184.0,6.1,,,,,97.0,153.3,,,,83.0,-94.9,,,,,-4.0,52.3,,,,False,,,,,True,True,,,
08069,1113,1248.0,383.2,,,,,1202.0,1642.9,3006.5,,,135.0,-729.8,,,,,89.0,529.9,1893.5,,,False,,,,,True,False,False,,
08071,10,16.0,,,,,,21.0,,,,,6.0,,,,,,11.0,,,,,,,,,,False,,,,
08073,3,16.0,,,,,,8.0,,,,,13.0,,,,,,5.0,,,,,,,,,,True,,,,
08075,101,8.0,,,,,,70.0,6.1,,,,-93.0,,,,,,-31.0,-94.9,,,,,,,,,True,False,,,
08077,308,320.0,281.0,,,,,391.0,676.6,,,,12.0,-27.0,,,,,83.0,368.6,,,,False,,,,,False,False,,,
08079,3,8.0,,,,,,0.0,,,,,5.0,,,,,,-3.0,,,,,,,,,,True,,,,
08081,18,24.0,,,,,,3.0,,,,,6.0,,,,,,-15.0,,,,,,,,,,False,,,,
08083,39,96.0,,,,,,32.0,,,,,57.0,,,,,,-7.0,,,,,,,,,,True,,,,
08085,124,112.0,,,,,,96.0,10.6,,,,-12.0,,,,,,-28.0,-113.4,,,,,,,,,False,False,,,
08087,62,72.0,,,,,,131.0,5.2,,,,10.0,,,,,,69.0,-56.8,,,,,,,,,False,False,,,
08089,59,8.0,,,,,,56.0,,,,,-51.0,,,,,,-3.0,,,,,,,,,,True,,,,
08091,16,0.0,,,,,,0.0,,,,,-16.0,,,,,,-16.0,,,,,,,,,,False,,,,
08093,15,0.0,,,,,,33.0,,,,,-15.0,,,,,,18.0,,,,,,,,,,False,,,,
08095,4,0.0,,,,,,1.0,,,,,-4.0,,,,,,-3.0,,,,,,,,,,True,,,,
08097,74,160.0,,,,,,68.0,57.8,,,,86.0,,,,,,-6.0,-16.2,,,,,,,,,True,True,,,
08099,46,64.0,,,,,,26.0,,,,,18.0,,,,,,-20.0,,,,,,,,,,False,,,,
08101,487,416.0,183.9,,,,,1076.0,256.3,280.2,,,-71.0,-303.1,,,,,589.0,-230.7,-206.8,,,False,,,,,False,False,False,,
08103,19,0.0,,,,,,0.0,,,,,-19.0,,,,,,-19.0,,,,,,,,,,False,,,,
08105,13,16.0,,,,,,44.0,,,,,3.0,,,,,,31.0,,,,,,,,,,False,,,,
08107,54,48.0,,,,,,69.0,,,,,-6.0,,,,,,15.0,,,,,,,,,,False,,,,
08109,7,16.0,,,,,,18.0,0.4,,,,9.0,,,,,,11.0,-6.6,,,,,,,,,False,True,,,
08111,4,0.0,,,,,,0.0,,,,,-4.0,,,,,,-4.0,,,,,,,,,,False,,,,
08113,31,128.0,,,,,,4.0,,,,,97.0,,,,,,-27.0,,,,,,,,,,True,,,,
08115,7,40.0,,,,,,0.0,,,,,33.0,,,,,,-7.0,,,,,,,,,,True,,,,
08117,68,88.0,,,,,,113.0,56.4,,,,20.0,,,,,,45.0,-11.6,,,,,,,,,False,True,,,
08119,97,88.0,,,,,,48.0,,,,,-9.0,,,,,,-49.0,,,,,,,,,,False,,,,
08121,9,0.0,,,,,,2.0,,,,,-9.0,,,,,,-7.0,,,,,,,,,,True,,,,
08123,1096,1608.0,404.3,,,,,878.0,218.1,3011.7,,,512.0,-691.7,,,,,-218.0,-877.9,1915.7,,,False,,,,,True,False,False,,
08125,16,8.0,,,,,,13.0,,,,,-8.0,,,,,,-3.0,,,,,,,,,,True,,,,
09001,2291,1304.0,313.0,,,,,489.0,585.4,1164.7,,,-987.0,-1978.0,,,,,-1802.0,-1705.6,-1126.3,,,False,,,,,False,False,False,,
09003,1849,1232.0,2515.8,,,,,976.0,216.8,1248.9,,,-617.0,666.8,,,,,-873.0,-1632.2,-600.1,,,False,,,,,False,False,True,,
09005,254,104.0,83.1,,,,,16.0,37.1,95.8,,,-150.0,-170.9,,,,,-238.0,-216.9,-158.2,,,False,,,,,False,False,False,,
09007,159,176.0,338.6,,,,,16.0,81.5,97.8,,,17.0,179.6,,,,,-143.0,-77.5,-61.2,,,False,,,,,False,False,False,,
09009,1230,1608.0,767.9,,,,,357.0,210.2,2373.6,,,378.0,-462.1,,,,,-873.0,-1019.8,1143.6,,,False,,,,,False,False,False,,
09011,318,200.0,388.4,,,,,78.0,78.0,87.2,,,-118.0,70.4,,,,,-240.0,-240.0,-230.8,,,True,,,,,False,False,False,,
09013,305,88.0,199.5,,,,,46.0,30.7,42.7,,,-217.0,-105.5,,,,,-259.0,-274.3,-262.3,,,True,,,,,False,False,False,,
09015,193,152.0,529.3,,,,,57.0,87.5,56.3,,,-41.0,336.3,,,,,-136.0,-105.5,-136.7,,,False,,,,,False,False,False,,
10001,802,1328.0,256.1,,,,,394.0,225.5,2109.1,,603.6,526.0,-545.9,,,,,-408.0,-576.5,1307.1,,-198.4,False,,,,,True,False,False,,True
10003,2961,2368.0,1728.1,,,,,1730.0,1442.0,2596.3,,1425.1,-593.0,-1232.9,,,,,-1231.0,-1519.0,-364.7,,-1535.9,False,,,,,False,False,True,,False
10005,1343,1504.0,799.3,,,,,604.0,242.8,2423.4,,403.3,161.0,-543.7,,,,,-739.0,-1100.2,1080.4,,-939.7,False,,,,,False,False,False,,False
12001,3710,3904.0,6999.5,,,,,5892.0,2454.6,2369.2,,1373.9,194.0,3289.5,,,,,2182.0,-1255.4,-1340.8,,-2336.1,False,,,,,False,False,False,,False
12003,1087,552.0,,,,,,819.0,211.7,,,50.0,-535.0,,,,,,-268.0,-875.3,,,-1037.0,,,,,,True,False,,,False
12005,3807,5960.0,6753.8,,,,,4419.0,1749.2,10278.5,,5060.5,2153.0,2946.8,,,,,612.0,-2057.8,6471.5,,1253.5,False,,,,,True,True,False,,True
12007,726,440.0,,,,,,578.0,271.8,,,64.8,-286.0,,,,,,-148.0,-454.2,,,-661.2,,,,,,True,False,,,False
12009,3866,6584.0,11905.3,,,,,9267.0,5763.4,3400.3,,4535.0,2718.0,8039.3,,,,,5401.0,1897.4,-465.7,,669.0,False,,,,,False,True,True,,True
12011,36142,79024.0,107926.2,,,,,73756.0,31463.3,34538.0,,14165.7,42882.0,71784.2,,,,,37614.0,-4678.7,-1604.0,,-21976.3,False,,,,,True,True,True,,True
12013,398,376.0,,,,,,377.0,75.9,,,0.1,-22.0,,,,,,-21.0,-322.1,,,-397.9,,,,,,True,False,,,False
12015,1477,2464.0,1502.0,,,,,2614.0,1451.5,2877.0,,3815.3,987.0,25.0,,,,,1137.0,-25.5,1400.0,,2338.3,True,,,,,False,True,False,,False
12017,1677,1944.0,1771.1,,,,,2296.0,1530.7,2086.4,,757.5,267.0,94.1,,,,,619.0,-146.3,409.4,,-919.5,True,,,,,False,True,False,,False
12019,2591,4616.0,6524.9,,,,,4093.0,2256.0,1751.4,,2448.0,2025.0,3933.9,,,,,1502.0,-335.0,-839.6,,-143.0,False,,,,,True,True,True,,True
12021,4592,12872.0,12730.4,,,,,8583.0,4135.5,25364.5,,8892.0,8280.0,8138.4,,,,,3991.0,-456.5,20772.5,,4300.0,True,,,,,True,True,False,,True
12023,2322,5752.0,1370.3,,,,,1797.0,461.4,,,263.5,3430.0,-951.7,,,,,-525.0,-1860.6,,,-2058.5,True,,,,,True,True,,,True
12027,479,1800.0,,,,,,1075.0,486.8,,,333.3,1321.0,,,,,,596.0,7.8,,,-145.7,,,,,,True,True,,,True
12029,629,432.0,,,,,,375.0,88.7,,,77.5,-197.0,,,,,,-254.0,-540.3,,,-551.5,,,,,,False,False,,,False
12031,12467,28928.0,71241.4,,,,,27319.0,11251.7,15878.2,,2411.1,16461.0,58774.4,,,,,14852.0,-1215.3,3411.2,,-10055.9,False,,,,,True,True,True,,True
12033,6261,15160.0,13763.9,,,,,9558.0,3352.8,8502.2,,7085.1,8899.0,7502.9,,,,,3297.0,-2908.2,2241.2,,824.1,True,,,,,True,True,True,,True
12035,921,1112.0,909.1,,,,,1494.0,1223.6,,,149.8,191.0,-11.9,,,,,573.0,302.6,,,-771.2,True,,,,,False,False,,,False
12037,528,168.0,,,,,,261.0,,,,54.2,-360.0,,,,,,-267.0,,,,-473.8,,,,,,True,,,,False
12039,1804,1640.0,,,,,,1687.0,268.8,,,1381.5,-164.0,,,,,,-117.0,-1535.2,,,-422.5,,,,,,True,False,,,False
12041,321,536.0,,,,,,381.0,217.4,,,694.1,215.0,,,,,,60.0,-103.6,,,373.1,,,,,,True,True,,,False
12043,214,512.0,,,,,,79.0,110.1,,,346.3,298.0,,,,,,-135.0,-103.9,,,132.3,,,,,,True,True,,,True
12045,724,376.0,,,,,,384.0,95.0,,,401.0,-348.0,,,,,,-340.0,-629.0,,,-323.0,,,,,,True,False,,,True
12047,246,704.0,,,,,,391.0,43.3,,,184.8,458.0,,,,,,145.0,-202.7,,,-61.2,,,,,,True,True,,,True
12049,517,784.0,,,,,,911.0,278.0,,,442.9,267.0,,,,,,394.0,-239.0,,,-74.1,,,,,,False,True,,,True
12051,667,1472.0,,,,,,1596.0,416.9,,,300.7,805.0,,,,,,929.0,-250.1,,,-366.3,,,,,,False,True,,,True
12053,1753,2336.0,2768.2,,,,,3437.0,2076.8,1191.5,,463.8,583.0,1015.2,,,,,1684.0,323.8,-561.5,,-1289.2,False,,,,,False,True,True,,False
12055,1278,1528.0,1047.7,,,,,972.0,1298.3,2355.7,,423.4,250.0,-230.3,,,,,-306.0,20.3,1077.7,,-854.6,True,,,,,False,True,False,,False
12057,16195,37944.0,58394.2,,,,,37820.0,15619.3,21892.3,,9390.7,21749.0,42199.2,,,,,21625.0,-575.7,5697.3,,-6804.3,False,,,,,True,True,True,,True
12059,413,488.0,,,,,,451.0,199.2,,,504.5,75.0,,,,,,38.0,-213.8,,,91.5,,,,,,True,False,,,False
12061,1467,2768.0,3594.4,,,,,2873.0,1616.6,3481.4,,1973.7,1301.0,2127.4,,,,,1406.0,149.6,2014.4,,506.7,False,,,,,False,True,False,,True
12063,1839,1504.0,,,,,,1444.0,330.6,,,122.9,-335.0,,,,,,-395.0,-1508.4,,,-1716.1,,,,,,False,False,,,False
12065,423,240.0,,,,,,170.0,68.8,,,7.2,-183.0,,,,,,-253.0,-354.2,,,-415.8,,,,,,False,False,,,False
12067,1150,144.0,,,,,,119.0,,,,232.8,-1006.0,,,,,,-1031.0,,,,-917.2,,,,,,False,,,,True
12069,3815,6496.0,10767.5,,,,,6586.0,3778.9,5384.2,,710.9,2681.0,6952.5,,,,,2771.0,-36.1,1569.2,,-3104.1,False,,,,,False,True,True,,False
12071,7054,28392.0,25546.6,,,,,26423.0,8776.4,19726.8,,15023.0,21338.0,18492.6,,,,,19369.0,1722.4,12672.8,,7969.0,True,,,,,True,True,True,,True
12073,5953,5104.0,9684.9,,,,,6017.0,2367.6,3636.5,,1765.2,-849.0,3731.9,,,,,64.0,-3585.4,-2316.5,,-4187.8,False,,,,,True,False,False,,False
12075,630,616.0,,,,,,850.0,356.1,,,102.0,-14.0,,,,,,220.0,-273.9,,,-528.0,,,,,,False,False,,,False
12077,219,160.0,,,,,,273.0,3.6,,,70.1,-59.0,,,,,,54.0,-215.4,,,-148.9,,,,,,True,False,,,False
12079,550,888.0,,,,,,323.0,190.9,,,44.2,338.0,,,,,,-227.0,-359.1,,,-505.8,,,,,,True,False,,,False
12081,4588,13184.0,11691.1,,,,,9109.0,4502.6,6743.7,,1666.9,8596.0,7103.1,,,,,4521.0,-85.4,2155.7,,-2921.1,True,,,,,True,True,True,,True
12083,6849,6848.0,5041.5,,,,,5589.0,4575.5,5660.6,,2034.3,-1.0,-1807.5,,,,,-1260.0,-2273.5,-1188.4,,-4814.7,False,,,,,False,False,False,,False
12085,1549,3024.0,7951.8,,,,,2817.0,1475.8,2688.3,,288.2,1475.0,6402.8,,,,,1268.0,-73.2,1139.3,,-1260.8,False,,,,,True,True,True,,True
12086,82764,161264.0,98905.8,,,,,646399.0,,88373.3,,42034.7,78500.0,16141.8,,,,,563635.0,,5609.3,,-40729.3,True,,,,,False,,True,,True
12087,974,2128.0,1965.9,,,,,2836.0,614.6,1716.2,,1036.3,1154.0,991.9,,,,,1862.0,-359.4,742.2,,62.3,True,,,,,False,True,True,,True
12089,1232,1600.0,1029.5,,,,,1234.0,738.7,,,277.9,368.0,-202.5,,,,,2.0,-493.3,,,-954.1,True,,,,,True,False,,,False
12091,2826,4984.0,4479.0,,,,,4325.0,1888.9,6034.1,,664.9,2158.0,1653.0,,,,,1499.0,-937.1,3208.1,,-2161.1,True,,,,,True,True,False,,False
12093,692,920.0,,,,,,1094.0,276.4,,,1057.4,228.0,,,,,,402.0,-415.6,,,365.4,,,,,,False,False,,,False
12095,15328,47104.0,113352.9,,,,,40714.0,16745.4,29826.1,,18082.7,31776.0,98024.9,,,,,25386.0,1417.4,14498.1,,2754.7,False,,,,,True,True,True,,True
12097,6015,14912.0,11109.5,,,,,10295.0,4714.6,7218.3,,7653.6,8897.0,5094.5,,,,,4280.0,-1300.4,1203.3,,1638.6,True,,,,,True,True,True,,True
12099,18828,41584.0,54861.2,,,,,38410.0,16658.0,48286.1,,13432.2,22756.0,36033.2,,,,,19582.0,-2170.0,29458.1,,-5395.8,False,,,,,True,True,False,,True
12101,3738,8168.0,10458.6,,,,,10185.0,5704.6,4202.0,,1464.9,4430.0,6720.6,,,,,6447.0,1966.6,464.0,,-2273.1,False,,,,,False,True,True,,True
12103,7853,19384.0,47329.2,,,,,23265.0,8044.8,14022.0,,5652.6,11531.0,39476.2,,,,,15412.0,191.8,6169.0,,-2200.4,False,,,,,False,True,True,,True
12105,9307,16376.0,19177.7,,,,,15521.0,7809.0,11598.7,,3824.1,7069.0,9870.7,,,,,6214.0,-1498.0,2291.7,,-5482.9,False,,,,,True,True,True,,True
12107,1009,1848.0,2804.1,,,,,1847.0,731.5,2745.8,,975.6,839.0,1795.1,,,,,838.0,-277.5,1736.8,,-33.4,False,,,,,True,True,False,,True
12109,2532,4304.0,12543.5,,,,,5584.0,2452.5,2236.7,,1973.4,1772.0,10011.5,,,,,3052.0,-79.5,-295.3,,-558.6,False,,,,,False,True,True,,True
12111,4021,6088.0,10685.8,,,,,5267.0,3149.7,31074.2,,1410.3,2067.0,6664.8,,,,,1246.0,-871.3,27053.2,,-2610.7,False,,,,,True,True,False,,False
12113,3281,5440.0,3737.5,,,,,4055.0,1869.4,2799.4,,5053.4,2159.0,456.5,,,,,774.0,-1411.6,-481.6,,1772.4,True,,,,,True,True,True,,True
12115,3525,11392.0,5178.0,,,,,9428.0,5175.7,4486.8,,12668.2,7867.0,1653.0,,,,,5903.0,1650.7,961.8,,9143.2,True,,,,,True,True,True,,False
12117,3382,8536.0,9809.6,,,,,10372.0,3581.8,6018.7,,4645.8,5154.0,6427.6,,,,,6990.0,199.8,2636.7,,1263.8,False,,,,,False,True,True,,True
12119,1314,1320.0,633.4,,,,,2073.0,1245.1,567.6,,170.1,6.0,-680.6,,,,,759.0,-68.9,-746.4,,-1143.9,False,,,,,False,False,False,,False
12121,1656,1232.0,,,,,,956.0,380.7,,,538.1,-424.0,,,,,,-700.0,-1275.3,,,-1117.9,,,,,,False,False,,,False
12123,1047,560.0,,,,,,469.0,156.8,,,733.1,-487.0,,,,,,-578.0,-890.2,,,-313.9,,,,,,False,False,,,True
12125,711,256.0,,,,,,510.0,131.9,,,74.4,-455.0,,,,,,-201.0,-579.1,,,-636.6,,,,,,True,False,,,False
12127,5144,10600.0,8458.1,,,,,11986.0,6254.2,5587.7,,5414.7,5456.0,3314.1,,,,,6842.0,1110.2,443.7,,270.7,True,,,,,False,True,True,,True
12129,743,1088.0,,,,,,632.0,174.5,,,1369.4,345.0,,,,,,-111.0,-568.5,,,626.4,,,,,,True,False,,,False
12131,1038,1824.0,1195.2,,,,,1438.0,954.5,,,1329.9,786.0,157.2,,,,,400.0,-83.5,,,291.9,True,,,,,True,True,,,True
12133,797,800.0,,,,,,787.0,243.3,,,984.0,3.0,,,,,,-10.0,-553.7,,,187.0,,,,,,False,False,,,False
13001,550,568.0,,,,,,360.0,156.8,,,173.7,18.0,,,,,,-190.0,-393.2,,,-376.3,,,,,,False,False,,,False
13003,207,256.0,,,,,,149.0,88.3,,,53.3,49.0,,,,,,-58.0,-118.7,,,-153.7,,,,,,False,False,,,False
13005,220,304.0,,,,,,282.0,52.9,,,153.7,84.0,,,,,,62.0,-167.1,,,-66.3,,,,,,True,False,,,True
13007,32,8.0,,,,,,30.0,,,,0.2,-24.0,,,,,,-2.0,,,,-31.8,,,,,,True,,,,False
13009,1175,664.0,,,,,,580.0,164.9,,,163.5,-511.0,,,,,,-595.0,-1010.1,,,-1011.5,,,,,,False,False,,,False
13011,250,232.0,,,,,,238.0,112.7,,,461.4,-18.0,,,,,,-12.0,-137.3,,,211.4,,,,,,True,False,,,False
13013,1220,960.0,719.1,,,,,999.0,482.9,998.9,,1261.7,-260.0,-500.9,,,,,-221.0,-737.1,-221.1,,41.7,False,,,,,True,False,True,,True
13015,1535,1640.0,647.3,,,,,1873.0,622.4,9453.6,,374.7,105.0,-887.7,,,,,338.0,-912.6,7918.6,,-1160.3,False,,,,,False,False,False,,False
13017,432,288.0,,,,,,216.0,102.2,,,144.9,-144.0,,,,,,-216.0,-329.8,,,-287.1,,,,,,False,False,,,False
13019,224,240.0,,,,,,374.0,167.6,,,175.3,16.0,,,,,,150.0,-56.4,,,-48.7,,,,,,False,False,,,False
13021,3567,3912.0,3227.5,,,,,2605.0,1542.4,5862.5,,1344.3,345.0,-339.5,,,,,-962.0,-2024.6,2295.5,,-2222.7,True,,,,,False,False,False,,False
13023,314,128.0,,,,,,177.0,98.0,,,12.9,-186.0,,,,,,-137.0,-216.0,,,-301.1,,,,,,True,False,,,False
13025,158,256.0,,,,,,274.0,147.1,,,90.4,98.0,,,,,,116.0,-10.9,,,-67.6,,,,,,False,True,,,True
13027,239,304.0,,,,,,273.0,109.6,,,152.8,65.0,,,,,,34.0,-129.4,,,-86.2,,,,,,True,False,,,False
13029,637,792.0,,,,,,529.0,431.9,,,365.7,155.0,,,,,,-108.0,-205.1,,,-271.3,,,,,,True,False,,,False
13031,1823,1360.0,1715.7,,,,,1260.0,836.8,,,1051.8,-463.0,-107.3,,,,,-563.0,-986.2,,,-771.2,True,,,,,False,False,,,False
13033,482,632.0,,,,,,283.0,79.6,,,27.4,150.0,,,,,,-199.0,-402.4,,,-454.6,,,,,,False,False,,,False
13035,248,192.0,,,,,,288.0,103.6,,,75.2,-56.0,,,,,,40.0,-144.4,,,-172.8,,,,,,True,False,,,False
