,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
18129,182,272.0,,,,,,82.0,,,,288.5,90.0,,,,,,-100.0,,,,106.5,,,,,,False,,,,False
18131,45,8.0,,,,,,48.0,,,,0.4,-37.0,,,,,,3.0,,,,-44.6,,,,,,True,,,,False
18133,305,128.0,,,,,,178.0,24.9,,,1384.9,-177.0,,,,,,-127.0,-280.1,,,1079.9,,,,,,True,False,,,False
18135,114,24.0,,,,,,33.0,,,,1117.3,-90.0,,,,,,-81.0,,,,1003.3,,,,,,True,,,,False
18137,117,168.0,,,,,,75.0,39.6,,,290.6,51.0,,,,,,-42.0,-77.4,,,173.6,,,,,,True,False,,,False
18139,89,48.0,,,,,,25.0,,,,648.0,-41.0,,,,,,-64.0,,,,559.0,,,,,,False,,,,False
18141,3207,2616.0,2485.6,,,,,2308.0,839.9,2903.5,,1800.5,-591.0,-721.4,,,,,-899.0,-2367.1,-303.5,,-1406.5,False,,,,,False,False,True,,False
18143,153,152.0,,,,,,96.0,23.0,,,194.1,-1.0,,,,,,-57.0,-130.0,,,41.1,,,,,,False,False,,,False
18145,168,160.0,,,,,,213.0,29.1,,,14.4,-8.0,,,,,,45.0,-138.9,,,-153.6,,,,,,False,False,,,False
18147,96,256.0,,,,,,56.0,,,,182.2,160.0,,,,,,-40.0,,,,86.2,,,,,,True,,,,True
18149,97,208.0,,,,,,132.0,128.4,,,24.5,111.0,,,,,,35.0,31.4,,,-72.5,,,,,,True,True,,,True
18151,179,96.0,,,,,,110.0,107.6,,,1130.4,-83.0,,,,,,-69.0,-71.4,,,951.4,,,,,,True,True,,,False
18153,255,112.0,,,,,,100.0,,,,11.1,-143.0,,,,,,-155.0,,,,-243.9,,,,,,False,,,,False
18155,30,24.0,,,,,,15.0,,,,469.7,-6.0,,,,,,-15.0,,,,439.7,,,,,,False,,,,False
18157,1112,656.0,873.5,,,,,954.0,779.1,844.6,,7481.2,-456.0,-238.5,,,,,-158.0,-332.9,-267.4,,6369.2,True,,,,,True,True,True,,False
18159,175,48.0,,,,,,29.0,,,,650.0,-127.0,,,,,,-146.0,,,,475.0,,,,,,False,,,,False
18161,55,24.0,,,,,,0.0,,,,0.1,-31.0,,,,,,-55.0,,,,-54.9,,,,,,False,,,,False
18163,1923,2648.0,2308.4,,,,,1294.0,1421.9,3025.2,,1722.5,725.0,385.4,,,,,-629.0,-501.1,1102.2,,-200.5,True,,,,,True,True,False,,True
18165,98,0.0,,,,,,60.0,,,,0.0,-98.0,,,,,,-38.0,,,,-98.0,,,,,,True,,,,True
18167,1358,248.0,280.0,,,,,550.0,212.2,374.2,,686.1,-1110.0,-1078.0,,,,,-808.0,-1145.8,-983.8,,-671.9,True,,,,,True,False,True,,True
18169,123,56.0,,,,,,80.0,104.7,,,0.1,-67.0,,,,,,-43.0,-18.3,,,-122.9,,,,,,True,True,,,False
18171,22,8.0,,,,,,28.0,,,,0.0,-14.0,,,,,,6.0,,,,-22.0,,,,,,True,,,,False
18173,618,552.0,199.9,,,,,292.0,294.0,1063.6,,97.2,-66.0,-418.1,,,,,-326.0,-324.0,445.6,,-520.8,False,,,,,False,False,False,,False
18175,171,48.0,,,,,,99.0,,,,1246.0,-123.0,,,,,,-72.0,,,,1075.0,,,,,,True,,,,False
18177,498,320.0,168.2,,,,,236.0,253.7,,,2410.6,-178.0,-329.8,,,,,-262.0,-244.3,,,1912.6,False,,,,,False,False,,,False
18179,138,72.0,,,,,,64.0,,,,530.4,-66.0,,,,,,-74.0,,,,392.4,,,,,,False,,,,False
18181,170,168.0,,,,,,111.0,28.6,,,627.6,-2.0,,,,,,-59.0,-141.4,,,457.6,,,,,,False,False,,,False
18183,124,72.0,,,,,,111.0,115.5,,,189.1,-52.0,,,,,,-13.0,-8.5,,,65.1,,,,,,True,True,,,False
19001,42,24.0,,,,,,29.0,,,,331.5,-18.0,,,,,,-13.0,,,,289.5,,,,,,True,,,,False
19003,14,32.0,,,,,,16.0,,,,167.7,18.0,,,,,,2.0,,,,153.7,,,,,,True,,,,False
19005,79,8.0,,,,,,31.0,10.2,,,0.2,-71.0,,,,,,-48.0,-68.8,,,-78.8,,,,,,True,True,,,False
19007,79,96.0,,,,,,24.0,,,,0.8,17.0,,,,,,-55.0,,,,-78.2,,,,,,False,,,,False
19009,29,8.0,,,,,,26.0,,,,0.6,-21.0,,,,,,-3.0,,,,-28.4,,,,,,True,,,,False
19011,151,104.0,,,,,,72.0,,,,65.7,-47.0,,,,,,-79.0,,,,-85.3,,,,,,False,,,,False
19013,1506,1336.0,1049.5,,,,,1186.0,548.7,1647.6,,66.5,-170.0,-456.5,,,,,-320.0,-957.3,141.6,,-1439.5,False,,,,,False,False,True,,False
19015,226,104.0,,,,,,198.0,158.9,,,118.1,-122.0,,,,,,-28.0,-67.1,,,-107.9,,,,,,True,True,,,True
19017,288,192.0,,,,,,109.0,141.3,,,89.7,-96.0,,,,,,-179.0,-146.7,,,-198.3,,,,,,False,False,,,False
19019,138,64.0,,,,,,71.0,,,,79.8,-74.0,,,,,,-67.0,,,,-58.2,,,,,,True,,,,True
19021,144,112.0,,,,,,322.0,23.8,,,0.0,-32.0,,,,,,178.0,-120.2,,,-144.0,,,,,,False,False,,,False
19023,160,96.0,,,,,,48.0,,,,1.6,-64.0,,,,,,-112.0,,,,-158.4,,,,,,False,,,,False
19025,110,40.0,,,,,,99.0,,,,0.3,-70.0,,,,,,-11.0,,,,-109.7,,,,,,True,,,,False
19027,413,112.0,,,,,,227.0,235.8,,,1.4,-301.0,,,,,,-186.0,-177.2,,,-411.6,,,,,,True,True,,,False
19029,116,8.0,,,,,,60.0,,,,0.0,-108.0,,,,,,-56.0,,,,-116.0,,,,,,True,,,,False
19031,97,64.0,,,,,,35.0,132.5,,,1.5,-33.0,,,,,,-62.0,35.5,,,-95.5,,,,,,False,False,,,False
19033,540,1088.0,,,,,,426.0,320.5,,,1122.7,548.0,,,,,,-114.0,-219.5,,,582.7,,,,,,True,True,,,False
19035,100,32.0,,,,,,40.0,,,,0.0,-68.0,,,,,,-60.0,,,,-100.0,,,,,,True,,,,False
19037,151,64.0,,,,,,32.0,,,,467.2,-87.0,,,,,,-119.0,,,,316.2,,,,,,False,,,,False
19039,100,72.0,,,,,,47.0,0.1,,,1.6,-28.0,,,,,,-53.0,-99.9,,,-98.4,,,,,,False,False,,,False
19041,96,72.0,,,,,,219.0,116.3,,,124.1,-24.0,,,,,,123.0,20.3,,,28.1,,,,,,False,True,,,False
19043,159,40.0,,,,,,40.0,,,,64.8,-119.0,,,,,,-119.0,,,,-94.2,,,,,,False,,,,True
19045,821,288.0,,,,,,201.0,323.2,,,1663.0,-533.0,,,,,,-620.0,-497.8,,,842.0,,,,,,False,True,,,False
19047,228,48.0,,,,,,259.0,9.2,,,4.2,-180.0,,,,,,31.0,-218.8,,,-223.8,,,,,,True,False,,,False
19049,1056,1144.0,810.5,,,,,710.0,873.6,1523.7,,1612.3,88.0,-245.5,,,,,-346.0,-182.4,467.7,,556.3,False,,,,,False,False,False,,False
19051,75,16.0,,,,,,12.0,,,,0.5,-59.0,,,,,,-63.0,,,,-74.5,,,,,,False,,,,False
19053,40,16.0,,,,,,16.0,,,,1.6,-24.0,,,,,,-24.0,,,,-38.4,,,,,,False,,,,False
19055,218,48.0,,,,,,48.0,,,,4.9,-170.0,,,,,,-170.0,,,,-213.1,,,,,,False,,,,False
19057,577,112.0,,,,,,452.0,179.4,,,346.8,-465.0,,,,,,-125.0,-397.6,,,-230.2,,,,,,True,True,,,True
19059,195,240.0,,,,,,139.0,124.2,,,251.8,45.0,,,,,,-56.0,-70.8,,,56.8,,,,,,False,False,,,False
19061,1202,1840.0,1767.4,,,,,672.0,864.0,489.3,,676.0,638.0,565.4,,,,,-530.0,-338.0,-712.7,,-526.0,True,,,,,True,True,False,,True
19063,124,136.0,,,,,,100.0,114.7,,,169.7,12.0,,,,,,-24.0,-9.3,,,45.7,,,,,,False,True,,,False
19065,107,48.0,,,,,,67.0,,,,0.2,-59.0,,,,,,-40.0,,,,-106.8,,,,,,True,,,,False
19067,183,80.0,,,,,,72.0,,,,140.9,-103.0,,,,,,-111.0,,,,-42.1,,,,,,False,,,,True
19069,198,200.0,,,,,,56.0,58.4,,,3.2,2.0,,,,,,-142.0,-139.6,,,-194.8,,,,,,False,False,,,False
19071,59,24.0,,,,,,23.0,,,,0.5,-35.0,,,,,,-36.0,,,,-58.5,,,,,,False,,,,False
19073,39,40.0,,,,,,40.0,,,,407.7,1.0,,,,,,1.0,,,,368.7,,,,,,False,,,,False
19075,123,64.0,,,,,,48.0,,,,26.4,-59.0,,,,,,-75.0,,,,-96.6,,,,,,False,,,,False
19077,102,168.0,,,,,,65.0,,,,12.6,66.0,,,,,,-37.0,,,,-89.4,,,,,,True,,,,False
19079,120,80.0,,,,,,118.0,55.7,,,169.4,-40.0,,,,,,-2.0,-64.3,,,49.4,,,,,,True,False,,,False
19081,127,112.0,,,,,,56.0,,,,110.4,-15.0,,,,,,-71.0,,,,-16.6,,,,,,False,,,,False
19083,158,104.0,,,,,,96.0,81.3,,,51.8,-54.0,,,,,,-62.0,-76.7,,,-106.2,,,,,,False,False,,,False
19085,93,72.0,,,,,,102.0,,,,18.7,-21.0,,,,,,9.0,,,,-74.3,,,,,,True,,,,False
19087,359,56.0,,,,,,66.0,39.8,,,627.3,-303.0,,,,,,-293.0,-319.2,,,268.3,,,,,,True,False,,,True
19089,131,32.0,,,,,,17.0,,,,151.6,-99.0,,,,,,-114.0,,,,20.6,,,,,,False,,,,True
19091,137,80.0,,,,,,80.0,,,,182.9,-57.0,,,,,,-57.0,,,,45.9,,,,,,False,,,,True
19093,47,8.0,,,,,,99.0,,,,1.0,-39.0,,,,,,52.0,,,,-46.0,,,,,,False,,,,False
19095,98,8.0,,,,,,39.0,,,,0.1,-90.0,,,,,,-59.0,,,,-97.9,,,,,,True,,,,False
19097,168,280.0,,,,,,50.0,,,,689.2,112.0,,,,,,-118.0,,,,521.2,,,,,,False,,,,False
19099,293,320.0,,,,,,180.0,67.3,,,10.8,27.0,,,,,,-113.0,-225.7,,,-282.2,,,,,,False,False,,,False
19101,64,16.0,,,,,,28.0,,,,0.1,-48.0,,,,,,-36.0,,,,-63.9,,,,,,True,,,,False
19103,3180,1464.0,978.0,,,,,1164.0,1229.7,940.7,,281.0,-1716.0,-2202.0,,,,,-2016.0,-1950.3,-2239.3,,-2899.0,False,,,,,False,False,False,,False
19105,130,120.0,,,,,,56.0,,,,10.1,-10.0,,,,,,-74.0,,,,-119.9,,,,,,False,,,,False
19107,60,8.0,,,,,,16.0,,,,404.8,-52.0,,,,,,-44.0,,,,344.8,,,,,,True,,,,False
19109,104,168.0,,,,,,109.0,,,,1.3,64.0,,,,,,5.0,,,,-102.7,,,,,,True,,,,False
19111,493,16.0,,,,,,73.0,,,,1.6,-477.0,,,,,,-420.0,,,,-491.4,,,,,,True,,,,False
19113,1938,1336.0,439.6,,,,,1418.0,933.8,1658.4,,2571.8,-602.0,-1498.4,,,,,-520.0,-1004.2,-279.6,,633.8,False,,,,,True,False,True,,False
19115,45,24.0,,,,,,36.0,2.3,,,0.0,-21.0,,,,,,-9.0,-42.7,,,-45.0,,,,,,True,False,,,False
19117,80,24.0,,,,,,24.0,,,,0.9,-56.0,,,,,,-56.0,,,,-79.1,,,,,,False,,,,False
19119,118,88.0,,,,,,74.0,,,,4.9,-30.0,,,,,,-44.0,,,,-113.1,,,,,,False,,,,False
19121,116,112.0,,,,,,63.0,,,,585.7,-4.0,,,,,,-53.0,,,,469.7,,,,,,False,,,,False
19123,164,64.0,,,,,,58.0,20.9,,,929.7,-100.0,,,,,,-106.0,-143.1,,,765.7,,,,,,False,False,,,False
19125,555,136.0,,,,,,116.0,,,,2.8,-419.0,,,,,,-439.0,,,,-552.2,,,,,,False,,,,False
19127,571,600.0,,,,,,411.0,35.3,,,227.2,29.0,,,,,,-160.0,-535.7,,,-343.8,,,,,,False,False,,,False
19129,90,88.0,,,,,,132.0,,,,0.9,-2.0,,,,,,42.0,,,,-89.1,,,,,,False,,,,False
19131,104,152.0,,,,,,27.0,,,,373.9,48.0,,,,,,-77.0,,,,269.9,,,,,,False,,,,False
19133,35,24.0,,,,,,69.0,,,,345.0,-11.0,,,,,,34.0,,,,310.0,,,,,,False,,,,False
19135,75,56.0,,,,,,15.0,,,,324.7,-19.0,,,,,,-60.0,,,,249.7,,,,,,False,,,,False
19137,70,48.0,,,,,,30.0,,,,0.2,-22.0,,,,,,-40.0,,,,-69.8,,,,,,False,,,,False
19139,305,312.0,,,,,,213.0,62.7,,,17.2,7.0,,,,,,-92.0,-242.3,,,-287.8,,,,,,False,False,,,False
19141,145,88.0,,,,,,56.0,82.6,,,354.4,-57.0,,,,,,-89.0,-62.4,,,209.4,,,,,,False,False,,,False
19143,35,16.0,,,,,,64.0,,,,0.0,-19.0,,,,,,29.0,,,,-35.0,,,,,,False,,,,False
19145,111,32.0,,,,,,60.0,,,,728.5,-79.0,,,,,,-51.0,,,,617.5,,,,,,True,,,,False
19147,82,72.0,,,,,,100.0,,,,225.8,-10.0,,,,,,18.0,,,,143.8,,,,,,False,,,,False
19149,540,208.0,,,,,,218.0,146.5,,,13.4,-332.0,,,,,,-322.0,-393.5,,,-526.6,,,,,,True,False,,,False
19151,67,16.0,,,,,,57.0,17.3,,,4.4,-51.0,,,,,,-10.0,-49.7,,,-62.6,,,,,,True,True,,,False
19153,6374,7296.0,1314.5,,,,,5195.0,3378.8,7899.6,,2716.2,922.0,-5059.5,,,,,-1179.0,-2995.2,1525.6,,-3657.8,False,,,,,False,False,False,,False
19155,907,704.0,2304.1,,,,,649.0,445.9,,,316.5,-203.0,1397.1,,,,,-258.0,-461.1,,,-590.5,False,,,,,False,False,,,False
19157,105,24.0,,,,,,47.0,32.2,,,0.2,-81.0,,,,,,-58.0,-72.8,,,-104.8,,,,,,True,True,,,False
19159,23,8.0,,,,,,8.0,,,,20.7,-15.0,,,,,,-15.0,,,,-2.3,,,,,,False,,,,True
19161,70,40.0,,,,,,104.0,,,,17.1,-30.0,,,,,,34.0,,,,-52.9,,,,,,False,,,,False
19163,1236,1968.0,2374.7,,,,,1396.0,1651.5,454.1,,240.6,732.0,1138.7,,,,,160.0,415.5,-781.9,,-995.4,False,,,,,True,True,False,,False
19165,111,40.0,,,,,,82.0,64.8,,,1.1,-71.0,,,,,,-29.0,-46.2,,,-109.9,,,,,,True,True,,,False
19167,543,200.0,,,,,,322.0,143.5,,,1.8,-343.0,,,,,,-221.0,-399.5,,,-541.2,,,,,,True,False,,,False
19169,2184,576.0,1378.5,,,,,778.0,594.2,,,24.3,-1608.0,-805.5,,,,,-1406.0,-1589.8,,,-2159.7,True,,,,,True,True,,,False
19171,163,192.0,,,,,,64.0,22.3,,,173.4,29.0,,,,,,-99.0,-140.7,,,10.4,,,,,,False,False,,,True
19173,36,0.0,,,,,,25.0,,,,0.0,-36.0,,,,,,-11.0,,,,-36.0,,,,,,True,,,,True
19175,53,128.0,,,,,,47.0,,,,1.2,75.0,,,,,,-6.0,,,,-51.8,,,,,,True,,,,True
19177,88,8.0,,,,,,8.0,,,,327.8,-80.0,,,,,,-80.0,,,,239.8,,,,,,False,,,,False
19179,454,136.0,,,,,,303.0,13.5,,,923.6,-318.0,,,,,,-151.0,-440.5,,,469.6,,,,,,True,False,,,False
19181,508,600.0,410.7,,,,,235.0,398.3,,,946.3,92.0,-97.3,,,,,-273.0,-109.7,,,438.3,False,,,,,False,False,,,False
19183,130,64.0,,,,,,59.0,69.1,,,37.8,-66.0,,,,,,-71.0,-60.9,,,-92.2,,,,,,False,True,,,False
19185,72,0.0,,,,,,8.0,,,,0.0,-72.0,,,,,,-64.0,,,,-72.0,,,,,,True,,,,True
19187,831,1312.0,,,,,,454.0,292.3,,,36.5,481.0,,,,,,-377.0,-538.7,,,-794.5,,,,,,True,False,,,False
19189,149,136.0,,,,,,42.0,,,,0.0,-13.0,,,,,,-107.0,,,,-149.0,,,,,,False,,,,False
19191,205,64.0,,,,,,40.0,,,,19.5,-141.0,,,,,,-165.0,,,,-185.5,,,,,,False,,,,False
19193,1074,840.0,198.9,,,,,997.0,86.4,1011.1,,686.1,-234.0,-875.1,,,,,-77.0,-987.6,-62.9,,-387.9,False,,,,,True,False,True,,False
19195,63,88.0,,,,,,24.0,,,,96.8,25.0,,,,,,-39.0,,,,33.8,,,,,,False,,,,False
19197,135,144.0,,,,,,112.0,9.9,,,10.1,9.0,,,,,,-23.0,-125.1,,,-124.9,,,,,,False,False,,,False
20001,20,32.0,,,,,,24.0,,,,3.6,12.0,,,,,,4.0,,,,-16.4,,,,,,True,,,,False
20003,26,112.0,,,,,,27.0,,,,60.1,86.0,,,,,,1.0,,,,34.1,,,,,,True,,,,True
20005,248,56.0,,,,,,68.0,,,,23.8,-192.0,,,,,,-180.0,,,,-224.2,,,,,,True,,,,False
20007,4,8.0,,,,,,20.0,,,,0.5,4.0,,,,,,16.0,,,,-3.5,,,,,,False,,,,True
20009,294,96.0,,,,,,118.0,,,,83.8,-198.0,,,,,,-176.0,,,,-210.2,,,,,,True,,,,False
20011,49,48.0,,,,,,66.0,,,,8.6,-1.0,,,,,,17.0,,,,-40.4,,,,,,False,,,,False
20013,63,32.0,,,,,,42.0,,,,2.9,-31.0,,,,,,-21.0,,,,-60.1,,,,,,True,,,,False
20015,358,216.0,255.4,,,,,403.0,474.2,,,105.5,-142.0,-102.6,,,,,45.0,116.2,,,-252.5,True,,,,,True,True,,,False
20017,77,8.0,,,,,,2.0,,,,0.4,-69.0,,,,,,-75.0,,,,-76.6,,,,,,False,,,,False
20019,7,0.0,,,,,,2.0,,,,0.0,-7.0,,,,,,-5.0,,,,-7.0,,,,,,True,,,,False
20021,311,72.0,,,,,,135.0,,,,53.1,-239.0,,,,,,-176.0,,,,-257.9,,,,,,True,,,,False
20023,8,0.0,,,,,,0.0,,,,0.0,-8.0,,,,,,-8.0,,,,-8.0,,,,,,False,,,,False
20025,12,16.0,,,,,,9.0,,,,1.9,4.0,,,,,,-3.0,,,,-10.1,,,,,,True,,,,False
20027,29,16.0,,,,,,24.0,,,,0.2,-13.0,,,,,,-5.0,,,,-28.8,,,,,,True,,,,False
20029,35,0.0,,,,,,27.0,,,,0.3,-35.0,,,,,,-8.0,,,,-34.7,,,,,,True,,,,True
20031,41,48.0,,,,,,34.0,,,,11.5,7.0,,,,,,-7.0,,,,-29.5,,,,,,False,,,,False
20033,6,0.0,,,,,,5.0,,,,0.0,-6.0,,,,,,-1.0,,,,-6.0,,,,,,True,,,,False
20035,187,112.0,,,,,,247.0,,,,61.4,-75.0,,,,,,60.0,,,,-125.6,,,,,,True,,,,False
20037,547,224.0,,,,,,366.0,156.8,,,35.9,-323.0,,,,,,-181.0,-390.2,,,-511.1,,,,,,True,False,,,False
20039,5,24.0,,,,,,0.0,,,,2.5,19.0,,,,,,-5.0,,,,-2.5,,,,,,True,,,,True
20041,63,64.0,,,,,,92.0,,,,192.8,1.0,,,,,,29.0,,,,129.8,,,,,,False,,,,False
20043,60,40.0,,,,,,23.0,,,,17.3,-20.0,,,,,,-37.0,,,,-42.7,,,,,,False,,,,False
20045,1339,632.0,1614.7,,,,,897.0,1041.3,,,196.4,-707.0,275.7,,,,,-442.0,-297.7,,,-1142.6,True,,,,,True,True,,,False
20047,30,0.0,,,,,,8.0,,,,0.2,-30.0,,,,,,-22.0,,,,-29.8,,,,,,True,,,,True
20049,0,0.0,,,,,,0.0,,,,0.0,0.0,,,,,,0.0,,,,0.0,,,,,,True,,,,True
20051,600,288.0,,,,,,82.0,,,,239.4,-312.0,,,,,,-518.0,,,,-360.6,,,,,,False,,,,False
20053,11,24.0,,,,,,17.0,,,,3.1,13.0,,,,,,6.0,,,,-7.9,,,,,,True,,,,True
20055,398,160.0,,,,,,237.0,9.8,,,2.0,-238.0,,,,,,-161.0,-388.2,,,-396.0,,,,,,True,False,,,False
20057,512,136.0,,,,,,331.0,15.4,,,0.0,-376.0,,,,,,-181.0,-496.6,,,-512.0,,,,,,True,False,,,False
20059,173,200.0,,,,,,135.0,160.7,,,98.7,27.0,,,,,,-38.0,-12.3,,,-74.3,,,,,,False,True,,,False
20061,214,32.0,,,,,,325.0,,,,32.6,-182.0,,,,,,111.0,,,,-181.4,,,,,,True,,,,True
20063,18,0.0,,,,,,0.0,,,,0.0,-18.0,,,,,,-18.0,,,,-18.0,,,,,,False,,,,False
20065,21,16.0,,,,,,0.0,,,,2.5,-5.0,,,,,,-21.0,,,,-18.5,,,,,,False,,,,False
20067,129,120.0,,,,,,25.0,,,,35.2,-9.0,,,,,,-104.0,,,,-93.8,,,,,,False,,,,False
20069,81,72.0,,,,,,10.0,,,,21.8,-9.0,,,,,,-71.0,,,,-59.2,,,,,,False,,,,False
20071,4,24.0,,,,,,0.0,,,,5.3,20.0,,,,,,-4.0,,,,1.3,,,,,,True,,,,True
20073,34,0.0,,,,,,16.0,,,,0.0,-34.0,,,,,,-18.0,,,,-34.0,,,,,,True,,,,False
20075,8,16.0,,,,,,9.0,,,,2.5,8.0,,,,,,1.0,,,,-5.5,,,,,,True,,,,True
20077,116,16.0,,,,,,30.0,,,,0.6,-100.0,,,,,,-86.0,,,,-115.4,,,,,,True,,,,False
20079,215,336.0,,,,,,214.0,194.8,,,143.4,121.0,,,,,,-1.0,-20.2,,,-71.6,,,,,,True,True,,,True
20081,62,8.0,,,,,,10.0,,,,0.7,-54.0,,,,,,-52.0,,,,-61.3,,,,,,True,,,,False
20083,9,8.0,,,,,,0.0,,,,0.5,-1.0,,,,,,-9.0,,,,-8.5,,,,,,False,,,,False
20085,100,56.0,,,,,,65.0,24.6,,,5.1,-44.0,,,,,,-35.0,-75.4,,,-94.9,,,,,,True,False,,,False
20087,106,24.0,,,,,,77.0,,,,10.2,-82.0,,,,,,-29.0,,,,-95.8,,,,,,True,,,,False
20089,9,8.0,,,,,,0.0,,,,4.1,-1.0,,,,,,-9.0,,,,-4.9,,,,,,False,,,,False
20091,5688,6480.0,10307.0,,,,,4202.0,6725.9,4907.6,,5665.2,792.0,4619.0,,,,,-1486.0,1037.9,-780.4,,-22.8,False,,,,,False,False,True,,True
20093,26,32.0,,,,,,8.0,,,,6.2,6.0,,,,,,-18.0,,,,-19.8,,,,,,False,,,,False
20095,48,8.0,,,,,,16.0,,,,2.0,-40.0,,,,,,-32.0,,,,-46.0,,,,,,True,,,,False
20097,10,16.0,,,,,,8.0,,,,3.1,6.0,,,,,,-2.0,,,,-6.9,,,,,,True,,,,False
20099,131,160.0,,,,,,147.0,,,,26.2,29.0,,,,,,16.0,,,,-104.8,,,,,,True,,,,False
20101,6,0.0,,,,,,0.0,,,,0.0,-6.0,,,,,,-6.0,,,,-6.0,,,,,,False,,,,False
20103,520,312.0,84.8,,,,,767.0,47.6,374.6,,43.6,-208.0,-435.2,,,,,247.0,-472.4,-145.4,,-476.4,False,,,,,False,False,True,,False
20105,5,24.0,,,,,,0.0,,,,8.2,19.0,,,,,,-5.0,,,,3.2,,,,,,True,,,,True
20107,39,32.0,,,,,,20.0,,,,8.3,-7.0,,,,,,-19.0,,,,-30.7,,,,,,False,,,,False
20109,4,0.0,,,,,,0.0,,,,0.2,-4.0,,,,,,-4.0,,,,-3.8,,,,,,False,,,,True
20111,551,216.0,,,,,,465.0,64.9,,,29.1,-335.0,,,,,,-86.0,-486.1,,,-521.9,,,,,,True,False,,,False
20113,161,72.0,,,,,,147.0,,,,22.6,-89.0,,,,,,-14.0,,,,-138.4,,,,,,True,,,,False
20115,54,24.0,,,,,,40.0,,,,6.6,-30.0,,,,,,-14.0,,,,-47.4,,,,,,True,,,,False
20117,14,40.0,,,,,,24.0,,,,3.2,26.0,,,,,,10.0,,,,-10.8,,,,,,True,,,,True
20119,49,8.0,,,,,,8.0,,,,2.3,-41.0,,,,,,-41.0,,,,-46.7,,,,,,False,,,,False
20121,215,136.0,,,,,,142.0,,,,63.8,-79.0,,,,,,-73.0,,,,-151.2,,,,,,True,,,,False
20123,21,64.0,,,,,,11.0,,,,25.7,43.0,,,,,,-10.0,,,,4.7,,,,,,True,,,,True
20125,261,112.0,,,,,,244.0,,,,70.1,-149.0,,,,,,-17.0,,,,-190.9,,,,,,True,,,,False
20127,20,8.0,,,,,,10.0,,,,1.2,-12.0,,,,,,-10.0,,,,-18.8,,,,,,True,,,,False
20129,7,0.0,,,,,,3.0,,,,0.0,-7.0,,,,,,-4.0,,,,-7.0,,,,,,True,,,,False
20131,25,56.0,,,,,,54.0,,,,18.7,31.0,,,,,,29.0,,,,-6.3,,,,,,True,,,,True
20133,90,88.0,,,,,,78.0,,,,29.6,-2.0,,,,,,-12.0,,,,-60.4,,,,,,False,,,,False
20135,51,8.0,,,,,,2.0,,,,0.8,-43.0,,,,,,-49.0,,,,-50.2,,,,,,False,,,,False
20137,3,32.0,,,,,,5.0,,,,8.6,29.0,,,,,,2.0,,,,5.6,,,,,,True,,,,True
20139,44,40.0,,,,,,53.0,,,,18.2,-4.0,,,,,,9.0,,,,-25.8,,,,,,False,,,,False
20141,2,0.0,,,,,,0.0,,,,0.0,-2.0,,,,,,-2.0,,,,-2.0,,,,,,False,,,,False
20143,26,56.0,,,,,,18.0,,,,18.9,30.0,,,,,,-8.0,,,,-7.1,,,,,,True,,,,True
20145,312,24.0,,,,,,24.0,,,,4.0,-288.0,,,,,,-288.0,,,,-308.0,,,,,,False,,,,False
20147,33,16.0,,,,,,4.0,,,,6.9,-17.0,,,,,,-29.0,,,,-26.1,,,,,,False,,,,False
20149,96,72.0,,,,,,243.0,,,,32.4,-24.0,,,,,,147.0,,,,-63.6,,,,,,False,,,,False
20151,34,80.0,,,,,,44.0,,,,22.8,46.0,,,,,,10.0,,,,-11.2,,,,,,True,,,,True
20153,2,0.0,,,,,,0.0,,,,,-2.0,,,,,,-2.0,,,,,,,,,,False,,,,
20155,692,272.0,4.8,,,,,390.0,0.1,,,227.0,-420.0,-687.2,,,,,-302.0,-691.9,,,-465.0,False,,,,,True,False,,,False
20157,19,32.0,,,,,,11.0,,,,4.5,13.0,,,,,,-8.0,,,,-14.5,,,,,,True,,,,False
20159,38,32.0,,,,,,32.0,,,,8.5,-6.0,,,,,,-6.0,,,,-29.5,,,,,,False,,,,False
20161,984,360.0,705.9,,,,,832.0,428.2,,,133.9,-624.0,-278.1,,,,,-152.0,-555.8,,,-850.1,True,,,,,True,True,,,False
20163,32,0.0,,,,,,3.0,,,,0.0,-32.0,,,,,,-29.0,,,,-32.0,,,,,,True,,,,False
20165,30,8.0,,,,,,2.0,,,,0.9,-22.0,,,,,,-28.0,,,,-29.1,,,,,,False,,,,False
