,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
13017,40,70.0,69.9,,57.0,35.0,,,,,49.0,,33.0,,60.2,32.8,,28.0,54.0,70.0,62.0,,64.7,,63.2,,,51.0,53.6,30.0,29.9,,17.0,-5.0,,,,,9.0,,-7.0,,20.2,-7.2,,-12.0,14.0,30.0,22.0,,24.7,,23.2,,,11.0,13.6,True,,True,True,,,,,True,,True,,True,True,,True,True,False,True,,True,,True,,,True,True
13019,18,24.0,22.6,,21.0,15.0,,,,,48.6,,29.0,,29.1,17.2,,6.1,18.9,,63.0,,14.9,,22.9,,,22.0,18.9,6.0,4.6,,3.0,-3.0,,,,,30.6,,11.0,,11.1,-0.8,,-11.9,0.9,,45.0,,-3.1,,4.9,,,4.0,0.9,True,,True,True,,,,,False,,False,,False,True,,False,True,,False,,True,,True,,,True,True
13021,315,178.0,146.5,,146.0,210.0,,,,,195.5,,291.0,,132.2,233.8,,106.3,152.1,108.0,98.0,,41.3,,199.5,91.0,,114.0,151.2,-137.0,-168.5,,-169.0,-105.0,,,,,-119.5,,-24.0,,-182.8,-81.2,,-208.7,-162.9,-207.0,-217.0,,-273.7,,-115.5,-224.0,,-201.0,-163.8,False,,False,True,,,,,True,,True,,False,True,,False,False,False,False,,False,,True,False,,False,False
13023,68,28.0,24.4,,25.0,2.0,,,,,37.0,,42.0,,26.9,17.9,,7.2,18.5,,56.0,,41.4,,42.8,,,17.0,24.6,-40.0,-43.6,,-43.0,-66.0,,,,,-31.0,,-26.0,,-41.1,-50.1,,-60.8,-49.5,,-12.0,,-26.6,,-25.2,,,-51.0,-43.4,False,,False,False,,,,,True,,True,,False,False,,False,False,,True,,True,,True,,,False,False
13025,53,14.0,12.7,,11.0,3.0,,,,,42.5,,19.0,,15.8,10.8,,4.3,10.0,0.0,65.0,,5.4,,12.2,,,6.0,12.1,-39.0,-40.3,,-42.0,-50.0,,,,,-10.5,,-34.0,,-37.2,-42.2,,-48.7,-43.0,-53.0,12.0,,-47.6,,-40.8,,,-47.0,-40.9,False,,False,False,,,,,True,,True,,True,False,,False,False,False,True,,False,,False,,,False,False
13027,18,14.0,12.9,,11.0,1.0,,,,,37.8,,21.0,,12.6,13.5,,0.9,11.1,0.0,81.0,,7.9,,11.3,,,12.0,16.2,-4.0,-5.1,,-7.0,-17.0,,,,,19.8,,3.0,,-5.4,-4.5,,-17.1,-6.9,-18.0,63.0,,-10.1,,-6.7,,,-6.0,-1.8,False,,False,False,,,,,False,,True,,False,False,,False,False,False,False,,False,,False,,,False,True
13029,79,50.0,33.3,,38.0,50.0,,,,,91.3,,58.0,,39.8,55.2,,28.5,68.6,51.0,79.0,,13.3,,35.3,,,51.0,177.9,-29.0,-45.7,,-41.0,-29.0,,,,,12.3,,-21.0,,-39.2,-23.8,,-50.5,-10.4,-28.0,0.0,,-65.7,,-43.7,,,-28.0,98.9,False,,False,False,,,,,True,,True,,False,True,,False,True,True,True,,False,,False,,,True,False
13031,89,76.0,69.9,,76.0,90.0,,,,,152.8,,251.0,,72.4,101.8,,53.3,99.5,54.0,133.0,,12.3,,72.4,,,58.0,397.9,-13.0,-19.1,,-13.0,1.0,,,,,63.8,,162.0,,-16.6,12.8,,-35.7,10.5,-35.0,44.0,,-76.7,,-16.6,,,-31.0,308.9,False,,False,True,,,,,False,,False,,False,True,,False,True,False,False,,False,,False,,,False,False
13033,35,76.0,76.7,,65.0,34.0,,,,,63.1,,68.0,,66.2,48.6,,41.3,70.1,87.0,3.0,,11.5,,82.8,,,67.0,51.7,41.0,41.7,,30.0,-1.0,,,,,28.1,,33.0,,31.2,13.6,,6.3,35.1,52.0,-32.0,,-23.5,,47.8,,,32.0,16.7,False,,True,True,,,,,True,,True,,True,True,,True,True,False,True,,True,,False,,,True,True
13035,48,68.0,68.1,,48.0,65.0,,,,,75.8,,39.0,,58.3,42.5,,19.8,47.3,96.0,29.0,,31.1,,59.5,,,86.0,38.3,20.0,20.1,,0.0,17.0,,,,,27.8,,-9.0,,10.3,-5.5,,-28.2,-0.7,48.0,-19.0,,-16.9,,11.5,,,38.0,-9.7,False,,True,True,,,,,False,,True,,True,True,,False,True,False,True,,True,,True,,,False,True
13037,11,14.0,14.7,,9.0,0.0,,,,,40.2,,10.0,,17.3,4.3,,3.3,9.2,0.0,56.0,,4.0,,11.2,,,25.0,3.8,3.0,3.7,,-2.0,-11.0,,,,,29.2,,-1.0,,6.3,-6.7,,-7.7,-1.8,-11.0,45.0,,-7.0,,0.2,,,14.0,-7.2,False,,True,False,,,,,False,,True,,False,False,,False,True,False,False,,False,,True,,,False,False
13039,52,74.0,73.4,,67.0,58.0,,,,,89.6,,72.0,,64.3,93.1,,42.8,75.0,74.0,30.0,,57.3,,85.4,,,67.0,127.4,22.0,21.4,,15.0,6.0,,,,,37.6,,20.0,,12.3,41.1,,-9.2,23.0,22.0,-22.0,,5.3,,33.4,,,15.0,75.4,True,,True,True,,,,,False,,True,,True,False,,True,False,False,False,,True,,False,,,True,False
13043,44,38.0,44.1,,29.0,16.0,,,,,44.5,,25.0,,29.6,17.2,,8.4,27.9,55.0,51.0,,30.8,,38.7,,,39.0,56.7,-6.0,0.1,,-15.0,-28.0,,,,,0.5,,-19.0,,-14.4,-26.8,,-35.6,-16.1,11.0,7.0,,-13.2,,-5.3,,,-5.0,12.7,True,,False,False,,,,,True,,False,,False,False,,False,False,False,False,,False,,True,,,True,False
13045,285,214.0,209.4,,175.0,182.0,,,,,215.5,,214.0,,186.5,172.6,,109.6,197.5,244.0,285.0,,145.0,,163.9,,,56.0,104.4,-71.0,-75.6,,-110.0,-103.0,,,,,-69.5,,-71.0,,-98.5,-112.4,,-175.4,-87.5,-41.0,0.0,,-140.0,,-121.1,,,-229.0,-180.6,False,,False,False,,,,,True,,False,,False,False,,False,False,True,True,,False,,False,,,False,False
13047,102,114.0,114.2,,110.0,84.0,,,,,97.1,,221.0,,117.3,126.1,,54.0,109.6,112.0,156.0,,34.2,,102.3,,,108.0,129.3,12.0,12.2,,8.0,-18.0,,,,,-4.9,,119.0,,15.3,24.1,,-48.0,7.6,10.0,54.0,,-67.8,,0.3,,,6.0,27.3,False,,True,False,,,,,True,,False,,False,False,,False,True,True,False,,False,,True,,,True,False
13049,6,30.0,31.6,,19.0,1.0,,,,,47.0,,30.0,,18.8,19.1,,5.1,16.2,0.0,39.0,,7.4,,31.3,,,21.0,23.1,24.0,25.6,,13.0,-5.0,,,,,41.0,,24.0,,12.8,13.1,,-0.9,10.2,-6.0,33.0,,1.4,,25.3,,,15.0,17.1,False,,True,True,,,,,False,,False,,True,True,,True,True,True,False,,True,,False,,,True,True
13051,430,478.0,486.2,413.7,403.0,376.0,,,,,324.0,,514.0,,391.8,367.2,,327.7,422.5,458.0,608.0,,201.2,,362.8,319.0,,416.0,590.2,48.0,56.2,-16.3,-27.0,-54.0,,,,,-106.0,,84.0,,-38.2,-62.8,,-102.3,-7.5,28.0,178.0,,-228.8,,-67.2,-111.0,,-14.0,160.2,False,True,True,False,,,,,False,,False,,True,False,,False,True,True,False,,False,,False,False,,True,False
13053,35,100.0,85.4,,40.0,37.0,,,,,100.1,,27.0,,66.1,20.6,,22.6,39.5,,39.0,,16.2,,71.5,,,32.0,189.7,65.0,50.4,,5.0,2.0,,,,,65.1,,-8.0,,31.1,-14.4,,-12.4,4.5,,4.0,,-18.8,,36.5,,,-3.0,154.7,True,,True,True,,,,,False,,True,,True,True,,True,True,,True,,True,,True,,,True,False
13055,65,92.0,97.6,,75.0,51.0,,,,,45.9,,72.0,,88.6,44.7,,61.0,74.3,99.0,192.0,,47.1,,96.2,,,85.0,63.8,27.0,32.6,,10.0,-14.0,,,,,-19.1,,7.0,,23.6,-20.3,,-4.0,9.3,34.0,127.0,,-17.9,,31.2,,,20.0,-1.2,False,,True,True,,,,,True,,True,,True,True,,True,True,False,False,,True,,False,,,True,True
13057,497,448.0,446.2,,403.0,391.0,,,,,327.3,,412.0,,417.8,406.4,,366.6,426.9,412.0,409.0,,288.1,,389.9,319.0,,416.0,479.3,-49.0,-50.8,,-94.0,-106.0,,,,,-169.7,,-85.0,,-79.2,-90.6,,-130.4,-70.1,-85.0,-88.0,,-208.9,,-107.1,-178.0,,-81.0,-17.7,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,False,,False,True
13059,349,328.0,386.8,,328.0,148.0,,,,,243.9,,377.0,,261.2,247.3,,250.2,313.4,232.0,771.0,,421.0,,400.6,161.0,,157.0,767.4,-21.0,37.8,,-21.0,-201.0,,,,,-105.1,,28.0,,-87.8,-101.7,,-98.8,-35.6,-117.0,422.0,,72.0,,51.6,-188.0,,-192.0,418.4,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,False,,False,False
13061,1,0.0,0.0,,0.0,0.0,,,,,16.5,,2.0,,0.3,1.4,,0.0,0.2,0.0,4.0,,0.8,,3.2,,,1.0,2.2,-1.0,-1.0,,-1.0,-1.0,,,,,15.5,,1.0,,-0.7,0.4,,-1.0,-0.8,-1.0,3.0,,-0.2,,2.2,,,0.0,1.2,False,,False,False,,,,,False,,False,,True,True,,True,True,False,False,,True,,False,,,True,False
13063,658,130.0,138.4,,132.0,127.0,,,,,326.7,,376.0,,66.3,247.1,,112.2,210.1,190.0,290.0,,127.1,,185.7,101.0,,76.0,55.5,-528.0,-519.6,,-526.0,-531.0,,,,,-331.3,,-282.0,,-591.7,-410.9,,-545.8,-447.9,-468.0,-368.0,,-530.9,,-472.3,-557.0,,-582.0,-602.5,True,,True,False,,,,,True,,True,,False,True,,False,True,True,True,,False,,True,False,,False,False
13065,33,18.0,18.9,,16.0,17.0,,,,,34.8,,10.0,,5.9,18.0,,10.3,22.2,,0.0,,17.9,,40.0,,,5.0,10.3,-15.0,-14.1,,-17.0,-16.0,,,,,1.8,,-23.0,,-27.1,-15.0,,-22.7,-10.8,,-33.0,,-15.1,,7.0,,,-28.0,-22.7,True,,False,False,,,,,True,,False,,False,False,,False,True,,False,,False,,True,,,False,False
13067,1150,910.0,923.6,848.9,823.0,970.0,,,,,588.5,,819.0,,735.0,951.6,,825.6,898.6,807.0,358.0,,581.1,,809.9,642.0,,765.0,300.1,-240.0,-226.4,-301.1,-327.0,-180.0,,,,,-561.5,,-331.0,,-415.0,-198.4,,-324.4,-251.4,-343.0,-792.0,,-568.9,,-340.1,-508.0,,-385.0,-849.9,True,False,False,True,,,,,False,,False,,False,True,,False,False,False,False,,False,,False,False,,False,False
13069,89,102.0,92.2,,80.0,119.0,,,,,107.6,,79.0,,80.1,69.6,,40.8,78.9,97.0,33.0,,52.8,,77.2,,,101.0,98.3,13.0,3.2,,-9.0,30.0,,,,,18.6,,-10.0,,-8.9,-19.4,,-48.2,-10.1,8.0,-56.0,,-36.2,,-11.8,,,12.0,9.3,True,,True,False,,,,,False,,True,,True,False,,False,True,True,False,,False,,True,,,True,True
13071,157,72.0,62.5,,59.0,28.0,,,,,120.1,,83.0,,60.6,23.7,,19.5,54.5,,103.0,,131.0,,59.3,,,12.0,10.5,-85.0,-94.5,,-98.0,-129.0,,,,,-36.9,,-74.0,,-96.4,-133.3,,-137.5,-102.5,,-54.0,,-26.0,,-97.7,,,-145.0,-146.5,False,,False,False,,,,,True,,True,,False,False,,False,False,,True,,True,,False,,,False,False
13073,294,234.0,221.7,,197.0,217.0,,,,,254.5,,270.0,,194.7,252.8,,182.2,210.9,218.0,306.0,,149.0,,191.3,167.0,,204.0,130.8,-60.0,-72.3,,-97.0,-77.0,,,,,-39.5,,-24.0,,-99.3,-41.2,,-111.8,-83.1,-76.0,12.0,,-145.0,,-102.7,-127.0,,-90.0,-163.2,False,,False,False,,,,,True,,True,,False,True,,False,False,False,True,,False,,False,False,,False,False
13075,16,12.0,12.1,,10.0,0.0,,,,,46.9,,31.0,,12.0,12.6,,2.0,11.6,0.0,3.0,,4.2,,10.0,,,12.0,8.9,-4.0,-3.9,,-6.0,-16.0,,,,,30.9,,15.0,,-4.0,-3.4,,-14.0,-4.4,-16.0,-13.0,,-11.8,,-6.0,,,-4.0,-7.1,True,,False,False,,,,,False,,False,,False,True,,False,False,False,False,,False,,False,,,False,False
13077,175,122.0,113.3,,112.0,84.0,,,,,168.5,,164.0,,106.2,194.1,,63.1,136.8,128.0,175.0,,77.9,,122.6,104.0,,134.0,112.2,-53.0,-61.7,,-63.0,-91.0,,,,,-6.5,,-11.0,,-68.8,19.1,,-111.9,-38.2,-47.0,0.0,,-97.1,,-52.4,-71.0,,-41.0,-62.8,False,,False,False,,,,,True,,True,,False,True,,False,True,True,True,,False,,True,False,,True,False
13079,20,4.0,3.5,,4.0,0.0,,,,,41.0,,17.0,,4.7,8.0,,1.5,4.3,0.0,26.0,,16.2,,6.0,,,3.0,1.6,-16.0,-16.5,,-16.0,-20.0,,,,,21.0,,-3.0,,-15.3,-12.0,,-18.5,-15.7,-20.0,6.0,,-3.8,,-14.0,,,-17.0,-18.4,False,,False,False,,,,,False,,True,,True,True,,False,True,False,True,,True,,True,,,False,False
13081,46,66.0,62.3,,48.0,49.0,,,,,64.6,,41.0,,72.2,43.4,,31.2,48.6,86.0,109.0,,34.4,,60.5,,,79.0,36.6,20.0,16.3,,2.0,3.0,,,,,18.6,,-5.0,,26.2,-2.6,,-14.8,2.6,40.0,63.0,,-11.6,,14.5,,,33.0,-9.4,True,,True,True,,,,,True,,True,,False,True,,True,True,False,False,,True,,True,,,False,True
13083,34,14.0,17.2,,14.0,16.0,,,,,30.1,,54.0,,14.9,28.1,,3.1,18.6,0.0,0.0,,3.4,,12.3,,,9.0,34.7,-20.0,-16.8,,-20.0,-18.0,,,,,-3.9,,20.0,,-19.1,-5.9,,-30.9,-15.4,-34.0,-34.0,,-30.6,,-21.7,,,-25.0,0.7,True,,False,True,,,,,True,,False,,True,True,,False,True,False,False,,False,,False,,,False,True
13085,39,70.0,73.7,,48.0,48.0,,,,,53.9,,40.0,,61.3,45.8,,32.2,51.6,67.0,20.0,,20.9,,86.8,,,60.0,32.9,31.0,34.7,,9.0,9.0,,,,,14.9,,1.0,,22.3,6.8,,-6.8,12.6,28.0,-19.0,,-18.1,,47.8,,,21.0,-6.1,False,,True,True,,,,,True,,True,,True,True,,True,True,True,True,,True,,False,,,True,True
13087,56,108.0,106.8,,95.0,96.0,,,,,65.5,,56.0,,81.4,69.9,,56.8,97.5,140.0,123.0,,111.1,,119.0,,,88.0,68.6,52.0,50.8,,39.0,40.0,,,,,9.5,,0.0,,25.4,13.9,,0.8,41.5,84.0,67.0,,55.1,,63.0,,,32.0,12.6,True,,True,True,,,,,True,,True,,True,True,,True,True,False,False,,False,,False,,,True,True
13089,1098,968.0,977.6,990.2,831.0,722.0,,,,,547.0,,860.0,,900.3,1002.3,,774.0,920.0,1083.0,1295.0,,592.2,,763.8,690.0,,1004.0,720.2,-130.0,-120.4,-107.8,-267.0,-376.0,,,,,-551.0,,-238.0,,-197.7,-95.7,,-324.0,-178.0,-15.0,197.0,,-505.8,,-334.2,-408.0,,-94.0,-377.8,True,True,False,False,,,,,False,,False,,False,True,,False,False,True,False,,False,,False,False,,True,False
13091,81,34.0,31.9,,28.0,28.0,,,,,41.9,,48.0,,35.1,34.7,,9.6,26.8,,127.0,,7.1,,29.2,,,30.0,36.5,-47.0,-49.1,,-53.0,-53.0,,,,,-39.1,,-33.0,,-45.9,-46.3,,-71.4,-54.2,,46.0,,-73.9,,-51.8,,,-51.0,-44.5,False,,False,False,,,,,True,,True,,True,True,,False,False,,True,,False,,False,,,False,True
13093,11,16.0,17.3,,15.0,14.0,,,,,47.0,,23.0,,14.6,26.2,,2.4,20.3,,56.0,,5.3,,14.9,,,13.0,26.3,5.0,6.3,,4.0,3.0,,,,,36.0,,12.0,,3.6,15.2,,-8.6,9.3,,45.0,,-5.7,,3.9,,,2.0,15.3,False,,True,True,,,,,False,,False,,True,False,,False,False,,False,,False,,True,,,True,False
13095,84,58.0,64.2,,36.0,34.0,,,,,299.5,,161.0,,33.3,63.0,,12.6,41.0,,73.0,,29.4,,80.9,,,41.0,29.8,-26.0,-19.8,,-48.0,-50.0,,,,,215.5,,77.0,,-50.7,-21.0,,-71.4,-43.0,,-11.0,,-54.6,,-3.1,,,-43.0,-54.2,True,,False,False,,,,,False,,False,,False,True,,False,False,,True,,False,,True,,,False,False
13097,277,226.0,222.9,,206.0,233.0,,,,,204.4,,212.0,,200.0,159.2,,192.7,233.9,324.0,196.0,,171.0,,182.8,248.0,,259.0,154.0,-51.0,-54.1,,-71.0,-44.0,,,,,-72.6,,-65.0,,-77.0,-117.8,,-84.3,-43.1,47.0,-81.0,,-106.0,,-94.2,-29.0,,-18.0,-123.0,False,,False,True,,,,,False,,False,,False,False,,False,True,True,False,,False,,False,True,,True,False
13099,15,36.0,36.6,,30.0,3.0,,,,,42.8,,17.0,,36.8,18.1,,13.4,36.0,,,,37.5,,29.8,,,31.0,28.6,21.0,21.6,,15.0,-12.0,,,,,27.8,,2.0,,21.8,3.1,,-1.6,21.0,,,,22.5,,14.8,,,16.0,13.6,False,,True,True,,,,,False,,True,,False,True,,True,True,,,,False,,True,,,True,True
13101,2,4.0,4.0,,4.0,0.0,,,,,29.5,,4.0,,3.6,1.9,,0.1,0.3,0.0,6.0,,4.3,,4.0,,,1.0,2.5,2.0,2.0,,2.0,-2.0,,,,,27.5,,2.0,,1.6,-0.1,,-1.9,-1.7,-2.0,4.0,,2.3,,2.0,,,-1.0,0.5,True,,False,False,,,,,False,,False,,True,True,,True,True,False,False,,False,,True,,,True,True
13103,174,132.0,131.0,,116.0,85.0,,,,,102.1,,106.0,,115.9,97.8,,108.9,121.5,112.0,370.0,,221.4,,135.7,,,100.0,47.5,-42.0,-43.0,,-58.0,-89.0,,,,,-71.9,,-68.0,,-58.1,-76.2,,-65.1,-52.5,-62.0,196.0,,47.4,,-38.3,,,-74.0,-126.5,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,False,,True,,,False,False
13105,41,122.0,118.1,,76.0,109.0,,,,,51.6,,60.0,,139.8,61.2,,31.3,75.4,170.0,101.0,,28.0,,107.4,,,126.0,58.1,81.0,77.1,,35.0,68.0,,,,,10.6,,19.0,,98.8,20.2,,-9.7,34.4,129.0,60.0,,-13.0,,66.4,,,85.0,17.1,True,,True,True,,,,,True,,True,,False,True,,True,True,False,True,,True,,True,,,False,True
13107,58,118.0,120.2,,92.0,83.0,,,,,44.6,,71.0,,113.5,48.2,,65.1,94.3,100.0,49.0,,93.5,,82.5,,,94.0,91.6,60.0,62.2,,34.0,25.0,,,,,-13.4,,13.0,,55.5,-9.8,,7.1,36.3,42.0,-9.0,,35.5,,24.5,,,36.0,33.6,False,,True,True,,,,,True,,True,,True,True,,True,True,True,True,,True,,True,,,True,True
13109,27,18.0,17.3,,16.0,10.0,,,,,38.3,,25.0,,18.6,13.2,,1.7,13.9,0.0,39.0,,7.9,,18.6,,,14.0,21.4,-9.0,-9.7,,-11.0,-17.0,,,,,11.3,,-2.0,,-8.4,-13.8,,-25.3,-13.1,-27.0,12.0,,-19.1,,-8.4,,,-13.0,-5.6,False,,False,False,,,,,False,,True,,True,False,,False,False,False,False,,False,,True,,,False,True
13111,70,116.0,114.4,,94.0,181.0,,,,,28.8,,54.0,,125.3,55.5,,52.8,84.8,149.0,161.0,,118.3,,93.4,,,92.0,77.2,46.0,44.4,,24.0,111.0,,,,,-41.2,,-16.0,,55.3,-14.5,,-17.2,14.8,79.0,91.0,,48.3,,23.4,,,22.0,7.2,True,,True,False,,,,,True,,True,,False,True,,True,True,False,False,,False,,True,,,True,True
13113,106,148.0,139.7,,126.0,172.0,,,,,103.6,,100.0,,172.6,126.7,,98.2,135.6,234.0,97.0,,55.7,,111.4,,,224.0,122.3,42.0,33.7,,20.0,66.0,,,,,-2.4,,-6.0,,66.6,20.7,,-7.8,29.6,128.0,-9.0,,-50.3,,5.4,,,118.0,16.3,True,,True,False,,,,,True,,True,,False,True,,True,True,False,True,,False,,True,,,False,True
13115,281,312.0,333.0,,258.0,185.0,,,,,151.2,,298.0,,301.9,216.4,,172.0,254.0,271.0,433.0,,123.6,,261.1,,,264.0,,31.0,52.0,,-23.0,-96.0,,,,,-129.8,,17.0,,20.9,-64.6,,-109.0,-27.0,-10.0,152.0,,-157.4,,-19.9,,,-17.0,,False,,True,False,,,,,False,,True,,True,False,,False,True,True,False,,False,,True,,,True,
13117,327,442.0,461.1,,332.0,314.0,,,,,220.1,,285.0,,501.4,605.5,,318.2,348.9,557.0,104.0,,111.9,,348.7,332.0,,560.0,365.0,115.0,134.1,,5.0,-13.0,,,,,-106.9,,-42.0,,174.4,278.5,,-8.8,21.9,230.0,-223.0,,-215.1,,21.7,5.0,,233.0,38.0,False,,True,True,,,,,True,,True,,False,False,,True,True,False,False,,False,,True,True,,False,True
13119,59,46.0,45.1,,43.0,35.0,,,,,48.0,,85.0,,42.5,46.9,,15.6,45.0,40.0,16.0,,11.7,,37.4,,,40.0,69.6,-13.0,-13.9,,-16.0,-24.0,,,,,-11.0,,26.0,,-16.5,-12.1,,-43.4,-14.0,-19.0,-43.0,,-47.3,,-21.6,,,-19.0,10.6,False,,False,False,,,,,True,,False,,False,True,,False,False,False,False,,False,,False,,,False,True
13121,1684,1028.0,1060.9,840.7,1038.0,1249.0,,,,,715.6,,1191.0,,711.1,1245.5,,1081.6,1156.4,977.0,463.0,,654.0,,1105.3,865.0,,872.0,736.0,-656.0,-623.1,-843.3,-646.0,-435.0,,,,,-968.4,,-493.0,,-972.9,-438.5,,-602.4,-527.6,-707.0,-1221.0,,-1030.0,,-578.7,-819.0,,-812.0,-948.0,True,False,True,True,,,,,False,,True,,False,True,,True,True,False,False,,False,,True,False,,False,False
13123,121,82.0,86.7,,67.0,52.0,,,,,49.9,,71.0,,65.0,72.5,,57.1,65.6,107.0,196.0,,100.3,,71.9,,,112.0,22.4,-39.0,-34.3,,-54.0,-69.0,,,,,-71.1,,-50.0,,-56.0,-48.5,,-63.9,-55.4,-14.0,75.0,,-20.7,,-49.1,,,-9.0,-98.6,True,,False,False,,,,,False,,False,,False,False,,False,False,True,False,,True,,False,,,True,False
13125,2,4.0,4.5,,3.0,0.0,,,,,9.9,,7.0,,4.0,2.2,,0.1,0.2,0.0,26.0,,2.0,,3.5,,,4.0,2.9,2.0,2.5,,1.0,-2.0,,,,,7.9,,5.0,,2.0,0.2,,-1.9,-1.8,-2.0,24.0,,-0.0,,1.5,,,2.0,0.9,False,,True,False,,,,,False,,False,,False,True,,True,True,False,False,,True,,True,,,False,True
13127,110,118.0,113.2,,104.0,62.0,,,,,121.2,,154.0,,104.0,75.9,,81.5,106.9,89.0,159.0,,402.0,,101.0,,,68.0,37.9,8.0,3.2,,-6.0,-48.0,,,,,11.2,,44.0,,-6.0,-34.1,,-28.5,-3.1,-21.0,49.0,,292.0,,-9.0,,,-42.0,-72.1,True,,True,False,,,,,False,,False,,True,False,,False,True,False,False,,False,,False,,,False,False
13129,223,122.0,130.7,,109.0,117.0,,,,,101.5,,151.0,,110.8,65.9,,50.8,104.6,110.0,25.0,,74.9,,99.1,,,101.0,159.3,-101.0,-92.3,,-114.0,-106.0,,,,,-121.5,,-72.0,,-112.2,-157.1,,-172.2,-118.4,-113.0,-198.0,,-148.1,,-123.9,,,-122.0,-63.7,True,,False,False,,,,,False,,True,,False,False,,False,False,False,False,,False,,False,,,False,True
13131,39,58.0,58.0,,55.0,40.0,,,,,55.5,,55.0,,57.6,42.3,,38.0,56.2,61.0,48.0,,53.2,,55.3,,,49.0,48.8,19.0,19.0,,16.0,1.0,,,,,16.5,,16.0,,18.6,3.3,,-1.0,17.2,22.0,9.0,,14.2,,16.3,,,10.0,9.8,False,,True,True,,,,,True,,True,,True,True,,True,True,False,True,,True,,True,,,True,True
13133,36,26.0,29.6,,22.0,10.0,,,,,24.5,,34.0,,21.9,21.2,,5.2,20.9,,50.0,,9.6,,26.5,,,22.0,19.4,-10.0,-6.4,,-14.0,-26.0,,,,,-11.5,,-2.0,,-14.1,-14.8,,-30.8,-15.1,,14.0,,-26.4,,-9.5,,,-14.0,-16.6,True,,False,False,,,,,False,,True,,False,False,,False,False,,False,,False,,True,,,False,False
13135,1572,1380.0,1434.4,1218.6,1160.0,1330.0,,,,,787.2,,1127.0,,1114.5,1185.1,,1143.5,1437.7,1457.0,900.0,,1066.7,,1156.7,1094.0,,1311.0,1051.9,-192.0,-137.6,-353.4,-412.0,-242.0,,,,,-784.8,,-445.0,,-457.5,-386.9,,-428.5,-134.3,-115.0,-672.0,,-505.3,,-415.3,-478.0,,-261.0,-520.1,True,False,False,False,,,,,False,,False,,False,False,,False,True,True,False,,False,,False,False,,False,False
13137,95,182.0,201.9,,142.0,222.0,,,,,106.4,,139.0,,188.6,119.6,,90.2,140.7,252.0,53.0,,94.9,,150.2,,,166.0,92.7,87.0,106.9,,47.0,127.0,,,,,11.4,,44.0,,93.6,24.6,,-4.8,45.7,157.0,-42.0,,-0.1,,55.2,,,71.0,-2.3,False,,True,False,,,,,True,,True,,False,True,,True,True,False,True,,True,,True,,,True,True
