,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
18051,432,180.0,139.7,,141.0,232.0,,,,,,,,114.0,,257.9,193.6,,134.8,147.7,183.8,187.0,65.0,,42.8,,,,,,185.0,61.6,502.0,-252.0,-292.3,,-291.0,-200.0,,,,,,,,-318.0,,-174.1,-238.4,,-297.2,-284.3,-248.2,-245.0,-367.0,,-389.2,,,,,,-247.0,-370.4,70.0,False,,False,True,,,,,,,,False,,True,True,,False,False,True,True,False,,False,,,,,,True,False,True
18053,346,370.0,291.6,,293.0,1869.0,,,,,,,,223.0,,477.9,447.7,,122.1,267.0,459.5,321.0,104.0,,622.0,,,,,,342.0,126.3,803.8,24.0,-54.4,,-53.0,1523.0,,,,,,,,-123.0,,131.9,101.7,,-223.9,-79.0,113.5,-25.0,-242.0,,276.0,,,,,,-4.0,-219.7,457.8,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,True,False,False
18055,114,55.0,54.3,,52.0,46.0,,,,,,,,127.0,,174.0,156.3,,14.6,59.3,209.8,,61.0,,18.4,,,,,,16.0,61.3,68.3,-59.0,-59.7,,-62.0,-68.0,,,,,,,,13.0,,60.0,42.3,,-99.4,-54.7,95.8,,-53.0,,-95.6,,,,,,-98.0,-52.7,-45.7,False,,False,False,,,,,,,,True,,False,True,,False,True,False,,True,,False,,,,,,False,True,True
18057,1408,1360.0,907.1,,972.0,633.0,,,,,,,,1213.0,,1018.8,1489.2,,1782.1,1253.0,1832.3,1100.0,659.0,,814.4,,1147.1,1347.0,,,883.0,688.1,1896.9,-48.0,-500.9,,-436.0,-775.0,,,,,,,,-195.0,,-389.2,81.2,,374.1,-155.0,424.3,-308.0,-749.0,,-593.6,,-260.9,-61.0,,,-525.0,-719.9,488.9,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,False,False,,,False,False,False
18059,257,90.0,84.5,,87.0,42.0,,,,,,,,235.0,,317.2,156.1,,61.6,135.0,325.7,,34.0,,25.0,,,,,,44.0,76.3,394.2,-167.0,-172.5,,-170.0,-215.0,,,,,,,,-22.0,,60.2,-100.9,,-195.4,-122.0,68.7,,-223.0,,-232.0,,,,,,-213.0,-180.7,137.2,False,,False,False,,,,,,,,True,,True,True,,False,True,True,,False,,False,,,,,,False,False,True
18061,200,115.0,83.4,,74.0,69.0,,,,,,,,93.0,,178.7,200.8,,21.8,71.8,234.4,29.0,15.0,,15.3,,,,,,52.0,85.4,503.8,-85.0,-116.6,,-126.0,-131.0,,,,,,,,-107.0,,-21.3,0.8,,-178.2,-128.2,34.4,-171.0,-185.0,,-184.7,,,,,,-148.0,-114.6,303.8,False,,False,False,,,,,,,,False,,True,True,,False,False,True,False,False,,False,,,,,,False,False,False
18063,566,465.0,388.9,,339.0,195.0,,,,,,,,528.0,,407.7,631.5,,282.6,382.5,574.5,251.0,198.0,,396.2,,403.1,287.0,,,290.0,251.9,625.6,-101.0,-177.1,,-227.0,-371.0,,,,,,,,-38.0,,-158.3,65.5,,-283.4,-183.5,8.5,-315.0,-368.0,,-169.8,,-162.9,-279.0,,,-276.0,-314.1,59.6,False,,False,False,,,,,,,,True,,False,True,,False,False,True,False,False,,False,,False,False,,,False,False,True
18065,493,200.0,175.5,,163.0,24.0,,,,,,,,168.0,,385.2,242.7,,149.9,175.2,284.1,142.0,140.0,,206.7,,,,,,135.0,64.5,288.7,-293.0,-317.5,,-330.0,-469.0,,,,,,,,-325.0,,-107.8,-250.3,,-343.1,-317.8,-208.9,-351.0,-353.0,,-286.3,,,,,,-358.0,-428.5,-204.3,False,,False,False,,,,,,,,False,,True,True,,False,False,True,False,False,,True,,,,,,False,False,True
18067,334,390.0,327.3,,260.0,1178.0,,,,,,,,243.0,,319.1,298.8,,137.9,259.1,337.0,305.0,82.0,,249.3,,290.7,,,,368.0,166.0,545.6,56.0,-6.7,,-74.0,844.0,,,,,,,,-91.0,,-14.9,-35.2,,-196.1,-74.9,3.0,-29.0,-252.0,,-84.7,,-43.3,,,,34.0,-168.0,211.6,True,,False,False,,,,,,,,False,,True,True,,False,False,True,True,False,,False,,True,,,,True,False,False
18069,167,60.0,60.2,,62.0,187.0,,,,,,,,107.0,,268.6,109.6,,41.0,65.6,154.5,28.0,52.0,,34.3,,,,,,57.0,12.4,142.7,-107.0,-106.8,,-105.0,20.0,,,,,,,,-60.0,,101.6,-57.4,,-126.0,-101.4,-12.5,-139.0,-115.0,,-132.7,,,,,,-110.0,-154.6,-24.3,True,,True,True,,,,,,,,True,,True,True,,False,True,True,False,False,,False,,,,,,False,False,True
18071,323,45.0,28.2,,33.0,5.0,,,,,,,,190.0,,160.2,105.4,,9.6,39.5,195.8,40.0,32.0,,20.4,,,,,,14.0,31.9,96.3,-278.0,-294.8,,-290.0,-318.0,,,,,,,,-133.0,,-162.8,-217.6,,-313.4,-283.5,-127.2,-283.0,-291.0,,-302.6,,,,,,-309.0,-291.1,-226.7,False,,False,False,,,,,,,,True,,True,True,,False,False,True,False,False,,False,,,,,,False,False,True
18073,154,135.0,106.1,,96.0,106.0,,,,,,,,76.0,,414.0,146.6,,35.3,104.6,256.3,96.0,64.0,,101.7,,,,,,124.0,53.0,484.2,-19.0,-47.9,,-58.0,-48.0,,,,,,,,-78.0,,260.0,-7.4,,-118.7,-49.4,102.3,-58.0,-90.0,,-52.3,,,,,,-30.0,-101.0,330.2,False,,False,False,,,,,,,,False,,False,True,,False,False,False,False,False,,False,,,,,,False,False,False
18075,121,60.0,48.5,,48.0,23.0,,,,,,,,57.0,,192.5,110.2,,11.9,46.9,81.1,17.0,19.0,,63.2,,,,,,49.0,26.0,84.3,-61.0,-72.5,,-73.0,-98.0,,,,,,,,-64.0,,71.5,-10.8,,-109.1,-74.1,-39.9,-104.0,-102.0,,-57.8,,,,,,-72.0,-95.0,-36.7,False,,False,False,,,,,,,,False,,False,True,,False,False,True,False,False,,True,,,,,,False,False,True
18077,102,50.0,41.7,,41.0,84.0,,,,,,,,122.0,,127.7,104.2,,5.1,41.3,108.8,21.0,21.0,,33.1,,,,,,50.0,24.4,49.5,-52.0,-60.3,,-61.0,-18.0,,,,,,,,20.0,,25.7,2.2,,-96.9,-60.7,6.8,-81.0,-81.0,,-68.9,,,,,,-52.0,-77.6,-52.5,False,,False,True,,,,,,,,True,,True,True,,False,False,True,False,False,,False,,,,,,False,False,False
18079,55,95.0,78.2,,65.0,65.0,,,,,,,,76.0,,147.7,126.4,,72.9,68.5,108.4,34.0,51.0,,66.1,,,,,,76.0,19.8,126.3,40.0,23.2,,10.0,10.0,,,,,,,,21.0,,92.7,71.4,,17.9,13.5,53.4,-21.0,-4.0,,11.1,,,,,,21.0,-35.2,71.3,True,,True,True,,,,,,,,True,,False,False,,True,True,False,True,True,,True,,,,,,True,True,False
18081,788,295.0,217.8,,226.0,152.0,,,,,,,,627.0,,269.6,424.9,,360.0,398.0,381.3,511.0,243.0,,221.3,,230.7,479.0,,,189.0,187.0,450.2,-493.0,-570.2,,-562.0,-636.0,,,,,,,,-161.0,,-518.4,-363.1,,-428.0,-390.0,-406.7,-277.0,-545.0,,-566.7,,-557.3,-309.0,,,-599.0,-601.0,-337.8,False,,False,False,,,,,,,,True,,False,True,,True,True,True,True,False,,False,,False,True,,,False,False,True
18083,252,235.0,182.5,,165.0,59.0,,,,,,,,245.0,,298.0,270.5,,158.8,149.8,340.5,137.0,165.0,,183.6,,,,,,148.0,72.5,353.1,-17.0,-69.5,,-87.0,-193.0,,,,,,,,-7.0,,46.0,18.5,,-93.2,-102.2,88.5,-115.0,-87.0,,-68.4,,,,,,-104.0,-179.5,101.1,False,,False,False,,,,,,,,True,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
18085,532,270.0,232.3,,203.0,2248.0,,,,,,,,234.0,,349.8,178.4,,69.4,198.6,363.3,152.0,50.0,,114.7,,93.9,,,,237.0,78.2,464.3,-262.0,-299.7,,-329.0,1716.0,,,,,,,,-298.0,,-182.2,-353.6,,-462.6,-333.4,-168.7,-380.0,-482.0,,-417.3,,-438.1,,,,-295.0,-453.8,-67.7,False,,False,False,,,,,,,,False,,True,False,,False,False,True,False,False,,False,,False,,,,False,False,True
18087,133,40.0,30.7,,34.0,35.0,,,,,,,,164.0,,334.2,75.2,,5.3,39.5,37.8,38.0,24.0,,0.0,,,,,,38.0,20.5,153.9,-93.0,-102.3,,-99.0,-98.0,,,,,,,,31.0,,201.2,-57.8,,-127.7,-93.5,-95.2,-95.0,-109.0,,-133.0,,,,,,-95.0,-112.5,20.9,False,,False,False,,,,,,,,True,,False,True,,False,False,False,False,False,,False,,,,,,False,False,True
18089,2948,1810.0,1485.4,1241.7,1249.0,922.0,,,,,,,,1493.0,,1705.0,1492.5,,1185.2,1271.8,599.7,1003.0,603.0,,1567.3,,1355.8,1443.0,,,1322.0,1202.0,17697.0,-1138.0,-1462.6,-1706.3,-1699.0,-2026.0,,,,,,,,-1455.0,,-1243.0,-1455.5,,-1762.8,-1676.2,-2348.3,-1945.0,-2345.0,,-1380.7,,-1592.2,-1505.0,,,-1626.0,-1746.0,14749.0,False,False,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,False,False,,,False,False,False
18091,767,400.0,320.7,,287.0,119.0,,,,,,,,429.0,,563.4,489.8,,132.7,276.2,601.9,271.0,276.0,,234.4,,341.3,,,,351.0,192.1,665.1,-367.0,-446.3,,-480.0,-648.0,,,,,,,,-338.0,,-203.6,-277.2,,-634.3,-490.8,-165.1,-496.0,-491.0,,-532.6,,-425.7,,,,-416.0,-574.9,-101.9,False,,False,False,,,,,,,,True,,True,True,,False,False,True,False,False,,False,,False,,,,False,False,True
18093,249,80.0,56.1,,69.0,39.0,,,,,,,,156.0,,171.1,131.5,,15.1,58.8,295.7,36.0,41.0,,102.2,,,,,,34.0,63.1,102.9,-169.0,-192.9,,-180.0,-210.0,,,,,,,,-93.0,,-77.9,-117.5,,-233.9,-190.2,46.7,-213.0,-208.0,,-146.8,,,,,,-215.0,-185.9,-146.1,False,,False,False,,,,,,,,True,,True,True,,False,False,True,False,False,,True,,,,,,False,False,True
18095,741,430.0,368.2,,351.0,500.0,,,,,,,,401.0,,466.1,827.9,,144.6,358.6,649.6,220.0,141.0,,285.4,,443.8,201.0,,,297.0,230.2,489.7,-311.0,-372.8,,-390.0,-241.0,,,,,,,,-340.0,,-274.9,86.9,,-596.4,-382.4,-91.4,-521.0,-600.0,,-455.6,,-297.2,-540.0,,,-444.0,-510.8,-251.3,False,,False,True,,,,,,,,False,,True,True,,False,False,True,False,False,,False,,True,False,,,False,False,True
18097,4636,2905.0,2441.6,2239.1,1992.0,1105.0,,,,,,,,3569.0,,1757.5,3353.7,,2800.0,3425.7,235.0,,779.0,,1854.8,,2196.7,5274.0,,,1764.0,1818.2,3811.1,-1731.0,-2194.4,-2396.9,-2644.0,-3531.0,,,,,,,,-1067.0,,-2878.5,-1282.3,,-1836.0,-1210.3,-4401.0,,-3857.0,,-2781.2,,-2439.3,638.0,,,-2872.0,-2817.8,-824.9,False,False,False,False,,,,,,,,True,,False,True,,False,True,False,,False,,False,,False,True,,,False,False,True
18099,332,125.0,107.2,,103.0,181.0,,,,,,,,151.0,,304.1,106.5,,32.5,122.6,95.2,92.0,46.0,,14.4,,,,,,104.0,65.7,461.0,-207.0,-224.8,,-229.0,-151.0,,,,,,,,-181.0,,-27.9,-225.5,,-299.5,-209.4,-236.8,-240.0,-286.0,,-317.6,,,,,,-228.0,-266.3,129.0,False,,False,True,,,,,,,,True,,True,False,,False,False,False,False,False,,False,,,,,,False,False,True
18101,54,70.0,58.7,,44.0,55.0,,,,,,,,33.0,,58.3,60.9,,34.2,44.1,61.8,17.0,57.0,,3.1,,,,,,25.0,14.2,146.6,16.0,4.7,,-10.0,1.0,,,,,,,,-21.0,,4.3,6.9,,-19.8,-9.9,7.8,-37.0,3.0,,-50.9,,,,,,-29.0,-39.8,92.6,True,,True,True,,,,,,,,False,,True,True,,False,True,True,False,True,,False,,,,,,False,False,False
18103,147,355.0,279.0,,164.0,1187.0,,,,,,,,143.0,,368.2,224.1,,172.2,122.4,150.1,295.0,136.0,,128.0,,,,,,389.0,44.9,279.7,208.0,132.0,,17.0,1040.0,,,,,,,,-4.0,,221.2,77.1,,25.2,-24.6,3.1,148.0,-11.0,,-19.0,,,,,,242.0,-102.1,132.7,True,,True,False,,,,,,,,True,,False,True,,True,True,True,True,True,,True,,,,,,False,True,True
18105,1192,2815.0,2381.5,,1772.0,5539.0,,,,,,,,1539.0,,2370.0,925.8,,5059.7,1437.0,706.7,2483.0,3314.0,,904.4,,1440.6,6413.0,,,2278.0,697.0,6735.3,1623.0,1189.5,,580.0,4347.0,,,,,,,,347.0,,1178.0,-266.2,,3867.7,245.0,-485.3,1291.0,2122.0,,-287.6,,248.6,5221.0,,,1086.0,-495.0,5543.3,True,,True,False,,,,,,,,True,,True,True,,False,True,True,True,False,,True,,True,False,,,True,True,False
18107,68,135.0,110.9,,100.0,313.0,,,,,,,,108.0,,260.4,178.0,,28.4,90.1,174.6,61.0,137.0,,67.9,,,,,,92.0,41.0,229.5,67.0,42.9,,32.0,245.0,,,,,,,,40.0,,192.4,110.0,,-39.6,22.1,106.6,-7.0,69.0,,-0.1,,,,,,24.0,-27.0,161.5,True,,True,False,,,,,,,,True,,False,False,,True,True,False,True,False,,True,,,,,,True,True,False
18109,257,150.0,118.2,,131.0,237.0,,,,,,,,222.0,,299.7,288.4,,108.5,149.2,317.5,179.0,36.0,,109.2,,,,,,117.0,83.5,561.8,-107.0,-138.8,,-126.0,-20.0,,,,,,,,-35.0,,42.7,31.4,,-148.5,-107.8,60.5,-78.0,-221.0,,-147.8,,,,,,-140.0,-173.5,304.8,False,,False,True,,,,,,,,True,,True,True,,False,False,True,True,False,,False,,,,,,False,False,False
18111,51,10.0,13.8,,14.0,24.0,,,,,,,,37.0,,20.3,44.6,,4.9,19.6,52.6,,7.0,,14.3,,,,,,5.0,11.9,175.9,-41.0,-37.2,,-37.0,-27.0,,,,,,,,-14.0,,-30.7,-6.4,,-46.1,-31.4,1.6,,-44.0,,-36.7,,,,,,-46.0,-39.1,124.9,True,,True,True,,,,,,,,True,,True,True,,False,True,True,,False,,True,,,,,,False,True,False
18113,243,70.0,66.9,,60.0,21.0,,,,,,,,113.0,,223.4,90.7,,8.0,63.1,160.4,47.0,83.0,,52.7,,,,,,55.0,71.0,194.7,-173.0,-176.1,,-183.0,-222.0,,,,,,,,-130.0,,-19.6,-152.3,,-235.0,-179.9,-82.6,-196.0,-160.0,,-190.3,,,,,,-188.0,-172.0,-48.3,False,,False,False,,,,,,,,True,,True,True,,False,False,True,False,True,,False,,,,,,False,True,True
18115,40,5.0,2.7,,3.0,0.0,,,,,,,,14.0,,3.9,10.7,,3.0,0.7,,0.0,14.0,,0.1,,,,,,1.0,8.4,27.0,-35.0,-37.3,,-37.0,-40.0,,,,,,,,-26.0,,-36.1,-29.3,,-37.0,-39.3,,-40.0,-26.0,,-39.9,,,,,,-39.0,-31.6,-13.0,False,,False,False,,,,,,,,True,,False,True,,False,False,,False,True,,False,,,,,,False,True,True
18117,101,65.0,67.7,,61.0,57.0,,,,,,,,74.0,,124.3,108.4,,26.0,60.7,106.8,,18.0,,101.2,,,,,,56.0,14.8,103.1,-36.0,-33.3,,-40.0,-44.0,,,,,,,,-27.0,,23.3,7.4,,-75.0,-40.3,5.8,,-83.0,,0.2,,,,,,-45.0,-86.2,2.1,True,,False,False,,,,,,,,True,,True,True,,False,False,True,,False,,True,,,,,,False,False,True
18119,37,35.0,34.9,,28.0,4.0,,,,,,,,48.0,,185.4,84.6,,3.4,26.0,112.5,13.0,14.0,,29.4,,,,,,16.0,18.2,63.2,-2.0,-2.1,,-9.0,-33.0,,,,,,,,11.0,,148.4,47.6,,-33.6,-11.0,75.5,-24.0,-23.0,,-7.6,,,,,,-21.0,-18.8,26.2,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
18121,120,35.0,35.7,,15.0,5.0,,,,,,,,39.0,,23.9,48.2,,3.5,13.0,,,43.0,,5.7,,,,,,37.0,8.8,118.1,-85.0,-84.3,,-105.0,-115.0,,,,,,,,-81.0,,-96.1,-71.8,,-116.5,-107.0,,,-77.0,,-114.3,,,,,,-83.0,-111.2,-1.9,True,,False,False,,,,,,,,True,,False,True,,False,False,,,True,,False,,,,,,True,False,True
18123,80,10.0,8.7,,7.0,0.0,,,,,,,,66.0,,106.6,26.0,,0.0,3.2,34.1,11.0,14.0,,2.8,,,,,,8.0,8.5,27.5,-70.0,-71.3,,-73.0,-80.0,,,,,,,,-14.0,,26.6,-54.0,,-80.0,-76.8,-45.9,-69.0,-66.0,,-77.2,,,,,,-72.0,-71.5,-52.5,False,,False,False,,,,,,,,True,,True,True,,False,False,True,True,True,,False,,,,,,False,False,True
18125,183,60.0,44.6,,28.0,36.0,,,,,,,,30.0,,32.5,73.6,,13.0,46.3,74.1,15.0,25.0,,27.3,,,,,,41.0,21.1,169.1,-123.0,-138.4,,-155.0,-147.0,,,,,,,,-153.0,,-150.5,-109.4,,-170.0,-136.7,-108.9,-168.0,-158.0,,-155.7,,,,,,-142.0,-161.9,-13.9,False,,False,False,,,,,,,,False,,False,True,,False,False,True,False,False,,False,,,,,,False,False,True
18127,940,455.0,371.1,,351.0,912.0,,,,,,,,572.0,,693.8,718.6,,267.5,324.6,1033.9,232.0,158.0,,395.1,,311.6,247.0,,,389.0,286.3,11005.7,-485.0,-568.9,,-589.0,-28.0,,,,,,,,-368.0,,-246.2,-221.4,,-672.5,-615.4,93.9,-708.0,-782.0,,-544.9,,-628.4,-693.0,,,-551.0,-653.7,10065.7,False,,False,True,,,,,,,,True,,True,True,,False,False,True,False,False,,False,,False,False,,,False,False,False
18129,379,220.0,174.3,,151.0,0.0,,,,,,,,66.0,,225.2,120.1,,225.4,143.4,157.2,222.0,167.0,,0.0,,,,,,324.0,51.1,913.4,-159.0,-204.7,,-228.0,-379.0,,,,,,,,-313.0,,-153.8,-258.9,,-153.6,-235.6,-221.8,-157.0,-212.0,,-379.0,,,,,,-55.0,-327.9,534.4,False,,False,False,,,,,,,,False,,True,False,,True,False,False,True,False,,False,,,,,,True,False,False
18131,36,15.0,11.4,,16.0,29.0,,,,,,,,43.0,,14.2,36.3,,6.8,22.1,48.5,,18.0,,20.5,,,,,,9.0,9.7,143.7,-21.0,-24.6,,-20.0,-7.0,,,,,,,,7.0,,-21.8,0.3,,-29.2,-13.9,12.5,,-18.0,,-15.5,,,,,,-27.0,-26.3,107.7,False,,True,True,,,,,,,,True,,False,True,,False,True,True,,True,,True,,,,,,False,False,False
18133,193,210.0,175.3,,125.0,35.0,,,,,,,,121.0,,279.4,251.2,,61.8,147.3,245.8,162.0,27.0,,105.5,,,,,,236.0,66.9,292.1,17.0,-17.7,,-68.0,-158.0,,,,,,,,-72.0,,86.4,58.2,,-131.2,-45.7,52.8,-31.0,-166.0,,-87.5,,,,,,43.0,-126.1,99.1,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
18135,129,35.0,18.6,,33.0,68.0,,,,,,,,49.0,,189.8,99.4,,2.2,34.4,137.4,18.0,40.0,,22.5,,,,,,26.0,38.9,41.8,-94.0,-110.4,,-96.0,-61.0,,,,,,,,-80.0,,60.8,-29.6,,-126.8,-94.6,8.4,-111.0,-89.0,,-106.5,,,,,,-103.0,-90.1,-87.2,False,,False,True,,,,,,,,True,,True,True,,False,False,True,False,True,,False,,,,,,False,True,True
18137,149,55.0,44.5,,44.0,10.0,,,,,,,,79.0,,178.3,89.0,,17.9,47.3,96.1,27.0,12.0,,43.2,,,,,,48.0,18.1,74.7,-94.0,-104.5,,-105.0,-139.0,,,,,,,,-70.0,,29.3,-60.0,,-131.1,-101.7,-52.9,-122.0,-137.0,,-105.8,,,,,,-101.0,-130.9,-74.3,False,,False,False,,,,,,,,True,,True,True,,False,False,True,False,False,,False,,,,,,False,False,True
18139,49,40.0,36.2,,28.0,5.0,,,,,,,,50.0,,171.4,59.9,,4.5,25.1,90.7,13.0,42.0,,11.7,,,,,,29.0,14.4,57.6,-9.0,-12.8,,-21.0,-44.0,,,,,,,,1.0,,122.4,10.9,,-44.5,-23.9,41.7,-36.0,-7.0,,-37.3,,,,,,-20.0,-34.6,8.6,False,,False,False,,,,,,,,True,,False,False,,False,False,False,False,True,,False,,,,,,False,False,True
18141,2920,1245.0,1394.8,,939.0,372.0,,,,,,,,1138.0,,1164.8,1307.2,,976.9,1025.5,1913.5,727.0,,,595.7,,1688.1,622.0,,,482.0,701.1,1739.8,-1675.0,-1525.2,,-1981.0,-2548.0,,,,,,,,-1782.0,,-1755.2,-1612.8,,-1943.1,-1894.5,-1006.5,-2193.0,,,-2324.3,,-1231.9,-2298.0,,,-2438.0,-2218.9,-1180.2,True,,False,False,,,,,,,,False,,False,True,,False,False,True,False,,,False,,True,False,,,False,False,True
18143,164,65.0,55.1,,50.0,48.0,,,,,,,,66.0,,186.6,86.3,,17.2,47.7,55.9,27.0,113.0,,1.4,,,,,,63.0,25.6,137.4,-99.0,-108.9,,-114.0,-116.0,,,,,,,,-98.0,,22.6,-77.7,,-146.8,-116.3,-108.1,-137.0,-51.0,,-162.6,,,,,,-101.0,-138.4,-26.6,False,,False,False,,,,,,,,True,,True,True,,False,False,False,False,True,,False,,,,,,False,False,True
18145,123,40.0,23.9,,37.0,0.0,,,,,,,,161.0,,259.8,168.4,,8.6,42.6,176.0,42.0,66.0,,6.2,,,,,,29.0,44.9,941.1,-83.0,-99.1,,-86.0,-123.0,,,,,,,,38.0,,136.8,45.4,,-114.4,-80.4,53.0,-81.0,-57.0,,-116.8,,,,,,-94.0,-78.1,818.1,False,,False,False,,,,,,,,True,,False,True,,False,True,True,True,True,,False,,,,,,False,True,False
18147,185,55.0,44.2,,36.0,0.0,,,,,,,,38.0,,151.2,73.0,,6.6,40.6,69.4,18.0,11.0,,14.1,,,,,,47.0,35.6,68.1,-130.0,-140.8,,-149.0,-185.0,,,,,,,,-147.0,,-33.8,-112.0,,-178.4,-144.4,-115.6,-167.0,-174.0,,-170.9,,,,,,-138.0,-149.4,-116.9,False,,False,False,,,,,,,,False,,True,True,,False,False,True,False,False,,False,,,,,,False,False,True
18149,151,40.0,43.3,,38.0,40.0,,,,,,,,69.0,,227.5,47.8,,17.0,48.5,67.4,24.0,54.0,,4.3,,,,,,14.0,15.7,271.4,-111.0,-107.7,,-113.0,-111.0,,,,,,,,-82.0,,76.5,-103.2,,-134.0,-102.5,-83.6,-127.0,-97.0,,-146.7,,,,,,-137.0,-135.3,120.4,True,,False,False,,,,,,,,True,,True,True,,False,True,True,False,True,,False,,,,,,False,False,False
18151,242,80.0,64.3,,72.0,227.0,,,,,,,,92.0,,345.7,133.5,,42.1,94.0,201.0,87.0,11.0,,20.7,,,,,,63.0,50.1,86.8,-162.0,-177.7,,-170.0,-15.0,,,,,,,,-150.0,,103.7,-108.5,,-199.9,-148.0,-41.0,-155.0,-231.0,,-221.3,,,,,,-179.0,-191.9,-155.2,False,,False,True,,,,,,,,True,,True,True,,False,True,True,True,False,,False,,,,,,False,False,True
18153,85,75.0,52.0,,48.0,26.0,,,,,,,,105.0,,149.4,120.3,,8.4,41.3,119.8,24.0,30.0,,10.7,,,,,,26.0,58.1,111.8,-10.0,-33.0,,-37.0,-59.0,,,,,,,,20.0,,64.4,35.3,,-76.6,-43.7,34.8,-61.0,-55.0,,-74.3,,,,,,-59.0,-26.9,26.8,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
18155,20,5.0,3.3,,1.0,0.0,,,,,,,,28.0,,3.9,26.6,,1.9,0.6,,0.0,5.0,,0.1,,,,,,1.0,7.9,21.1,-15.0,-16.7,,-19.0,-20.0,,,,,,,,8.0,,-16.1,6.6,,-18.1,-19.4,,-20.0,-15.0,,-19.9,,,,,,-19.0,-12.1,1.1,False,,False,False,,,,,,,,True,,False,True,,False,False,,False,False,,False,,,,,,False,True,True
18157,1464,1290.0,1034.8,,983.0,4645.0,,,,,,,,1796.0,,905.9,801.5,,1127.3,841.1,1363.9,1327.0,548.0,,860.5,,878.8,2158.0,,,1819.0,352.3,1997.5,-174.0,-429.2,,-481.0,3181.0,,,,,,,,332.0,,-558.1,-662.5,,-336.7,-622.9,-100.1,-137.0,-916.0,,-603.5,,-585.2,694.0,,,355.0,-1111.7,533.5,False,,False,False,,,,,,,,False,,False,False,,False,False,True,True,False,,False,,False,False,,,False,False,False
18159,48,75.0,61.9,,33.0,0.0,,,,,,,,33.0,,234.4,77.3,,9.5,39.1,83.2,24.0,10.0,,1.1,,,,,,58.0,23.1,154.1,27.0,13.9,,-15.0,-48.0,,,,,,,,-15.0,,186.4,29.3,,-38.5,-8.9,35.2,-24.0,-38.0,,-46.9,,,,,,10.0,-24.9,106.1,True,,True,False,,,,,,,,True,,False,False,,False,True,False,True,False,,False,,,,,,True,True,False
