,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05105,63,21.0,,,,59.0,18.3,,12.2,57.8,,,-42.0,,,,-4.0,-44.7,,-50.8,-5.2,,,,,,True,False,,False,True,,
05107,284,161.0,,,,276.0,92.0,0.1,85.4,169.8,,,-123.0,,,,-8.0,-192.0,-283.9,-198.6,-114.2,,,,,,True,False,False,False,True,,
05109,82,126.0,,,,93.0,20.7,0.0,24.8,179.6,,,44.0,,,,11.0,-61.3,-82.0,-57.2,97.6,,,,,,True,False,False,False,False,,
05111,422,560.0,,,,266.0,95.7,154.7,136.0,649.7,,,138.0,,,,-156.0,-326.3,-267.3,-286.0,227.7,,,,,,False,False,False,False,False,,
05113,119,161.0,,,,150.0,39.3,162.7,69.9,159.6,,,42.0,,,,31.0,-79.7,43.7,-49.1,40.6,,,,,,True,False,False,False,True,,
05115,813,952.0,,,,736.0,398.6,34.7,578.7,584.7,,,139.0,,,,-77.0,-414.4,-778.3,-234.3,-228.3,,,,,,True,False,False,False,False,,
05117,78,0.0,,,,84.0,1.1,33.3,18.2,94.1,,,-78.0,,,,6.0,-76.9,-44.7,-59.8,16.1,,,,,,True,True,True,True,True,,
05119,4034,3598.0,,,,2674.0,2355.0,850.6,1774.0,2146.5,,,-436.0,,,,-1360.0,-1679.0,-3183.4,-2260.0,-1887.5,,,,,,False,False,False,False,False,,
05121,270,140.0,,,,204.0,40.4,109.4,53.4,174.0,,,-130.0,,,,-66.0,-229.6,-160.6,-216.6,-96.0,,,,,,True,False,False,False,True,,
05123,306,560.0,,,,513.0,104.4,5.1,10.6,422.0,,,254.0,,,,207.0,-201.6,-300.9,-295.4,116.0,,,,,,True,True,False,False,True,,
05125,1025,1260.0,,,,881.0,674.8,677.8,739.3,874.8,,,235.0,,,,-144.0,-350.2,-347.2,-285.7,-150.2,,,,,,True,False,False,False,True,,
05127,61,14.0,,,,89.0,31.7,,2.3,59.7,,,-47.0,,,,28.0,-29.3,,-58.6,-1.3,,,,,,True,True,,False,True,,
05129,80,259.0,,,,71.0,118.1,22.5,61.1,153.2,,,179.0,,,,-9.0,38.1,-57.5,-18.9,73.2,,,,,,True,True,True,True,True,,
05131,1653,1232.0,,,,1673.0,560.2,15.2,307.3,626.3,,,-421.0,,,,20.0,-1092.8,-1637.8,-1345.7,-1026.7,,,,,,True,False,False,False,False,,
05133,111,273.0,,,,227.0,26.5,16.7,139.2,125.5,,,162.0,,,,116.0,-84.5,-94.3,28.2,14.5,,,,,,True,True,True,True,True,,
05135,154,98.0,,,,81.0,12.9,75.2,21.9,145.4,,,-56.0,,,,-73.0,-141.1,-78.8,-132.1,-8.6,,,,,,False,False,False,False,True,,
05137,202,280.0,,,,108.0,65.7,41.7,77.6,294.8,,,78.0,,,,-94.0,-136.3,-160.3,-124.4,92.8,,,,,,False,False,False,False,False,,
05139,380,455.0,,,,431.0,119.7,243.0,191.9,107.2,,,75.0,,,,51.0,-260.3,-137.0,-188.1,-272.8,,,,,,True,False,False,False,False,,
05141,84,287.0,,,,127.0,29.3,96.3,96.2,104.1,,,203.0,,,,43.0,-54.7,12.3,12.2,20.1,,,,,,True,True,True,True,True,,
05143,3955,1771.0,,,,2538.0,527.4,79.0,129.3,841.4,,,-2184.0,,,,-1417.0,-3427.6,-3876.0,-3825.7,-3113.6,,,,,,True,False,False,False,False,,
05145,746,504.0,,,,913.0,274.9,727.4,37.9,744.9,,,-242.0,,,,167.0,-471.1,-18.6,-708.1,-1.1,,,,,,True,False,True,False,True,,
05147,58,7.0,,,,82.0,5.2,,12.2,19.1,,,-51.0,,,,24.0,-52.8,,-45.8,-38.9,,,,,,True,False,,True,True,,
05149,176,231.0,,,,243.0,46.1,3.1,72.1,490.6,,,55.0,,,,67.0,-129.9,-172.9,-103.9,314.6,,,,,,False,False,False,False,False,,
06001,4612,8078.0,,,,7410.0,4047.1,2973.3,151.0,6765.0,,,3466.0,,,,2798.0,-564.9,-1638.7,-4461.0,2153.0,,,,,,True,True,True,False,True,,
06003,1,0.0,,,,0.0,0.0,,0.0,0.0,,,-1.0,,,,-1.0,-1.0,,-1.0,-1.0,,,,,,False,True,,False,True,,
06005,31,91.0,,,,29.0,8.8,143.6,28.2,145.4,,,60.0,,,,-2.0,-22.2,112.6,-2.8,114.4,,,,,,True,True,False,True,False,,
06007,1118,2128.0,,,,680.0,1270.1,871.2,2942.4,1285.6,,,1010.0,,,,-438.0,152.1,-246.8,1824.4,167.6,,,,,,True,True,True,False,True,,
06009,97,273.0,,,,24.0,29.1,199.8,939.2,185.1,,,176.0,,,,-73.0,-67.9,102.8,842.2,88.1,,,,,,True,True,True,False,True,,
06011,104,154.0,,,,35.0,44.1,0.7,36.7,240.7,,,50.0,,,,-69.0,-59.9,-103.3,-67.3,136.7,,,,,,False,False,False,False,False,,
06013,4435,8400.0,,,,5206.0,5478.0,2864.3,4385.8,5697.7,,,3965.0,,,,771.0,1043.0,-1570.7,-49.2,1262.7,,,,,,True,True,True,True,True,,
06015,52,42.0,,,,4.0,0.9,35.6,5.7,101.4,,,-10.0,,,,-48.0,-51.1,-16.4,-46.3,49.4,,,,,,False,False,False,False,False,,
06017,324,385.0,,,,282.0,61.6,375.0,229.8,194.8,,,61.0,,,,-42.0,-262.4,51.0,-94.2,-129.2,,,,,,True,False,True,False,False,,
06019,5251,12404.0,,,,7996.0,9923.8,3466.4,10896.8,7697.5,,,7153.0,,,,2745.0,4672.8,-1784.6,5645.8,2446.5,,,,,,True,True,True,True,True,,
06021,200,105.0,,,,50.0,5.3,0.0,76.8,129.5,,,-95.0,,,,-150.0,-194.7,-200.0,-123.2,-70.5,,,,,,False,False,False,False,True,,
06023,176,161.0,,,,69.0,8.0,347.4,113.0,174.6,,,-15.0,,,,-107.0,-168.0,171.4,-63.0,-1.4,,,,,,False,False,False,False,True,,
06025,1743,1918.0,,,,1337.0,564.6,19.4,880.3,1399.8,,,175.0,,,,-406.0,-1178.4,-1723.6,-862.7,-343.2,,,,,,False,False,False,False,False,,
06027,38,70.0,,,,10.0,4.5,139.3,4.8,420.4,,,32.0,,,,-28.0,-33.5,101.3,-33.2,382.4,,,,,,True,False,False,False,False,,
06029,4325,9121.0,,,,6955.0,5226.8,1458.6,1265.3,8804.5,,,4796.0,,,,2630.0,901.8,-2866.4,-3059.7,4479.5,,,,,,True,True,True,True,True,,
06031,2105,2800.0,,,,1256.0,454.9,37.5,398.4,3141.0,,,695.0,,,,-849.0,-1650.1,-2067.5,-1706.6,1036.0,,,,,,False,False,False,False,False,,
06033,335,238.0,,,,56.0,147.0,420.5,70.1,561.9,,,-97.0,,,,-279.0,-188.0,85.5,-264.9,226.9,,,,,,False,False,True,False,False,,
06035,61,84.0,,,,56.0,1.5,0.1,137.6,,,,23.0,,,,-5.0,-59.5,-60.9,76.6,,,,,,,True,False,False,False,,,
06037,48380,63658.0,,,,50371.0,51544.1,4459.8,36879.2,51278.3,,,15278.0,,,,1991.0,3164.1,-43920.2,-11500.8,2898.3,,,,,,True,True,False,True,True,,
06039,1162,2345.0,,,,852.0,410.2,12.3,84.9,1371.5,,,1183.0,,,,-310.0,-751.8,-1149.7,-1077.1,209.5,,,,,,True,True,True,True,True,,
06041,953,1323.0,,,,1594.0,768.3,271.3,2070.5,1208.6,,,370.0,,,,641.0,-184.7,-681.7,1117.5,255.6,,,,,,False,True,False,False,True,,
06043,7,14.0,,,,5.0,3.7,,2.3,27.4,,,7.0,,,,-2.0,-3.3,,-4.7,20.4,,,,,,True,True,,True,False,,
06045,407,476.0,,,,179.0,232.1,254.8,190.5,436.5,,,69.0,,,,-228.0,-174.9,-152.2,-216.5,29.5,,,,,,False,False,False,False,True,,
06047,1441,3234.0,,,,2010.0,765.4,6.4,690.8,2011.4,,,1793.0,,,,569.0,-675.6,-1434.6,-750.2,570.4,,,,,,True,True,True,True,True,,
06049,21,28.0,,,,0.0,1.1,,7.3,15.1,,,7.0,,,,-21.0,-19.9,,-13.7,-5.9,,,,,,False,False,,False,True,,
06051,13,0.0,,,,7.0,0.0,0.0,8.7,75.3,,,-13.0,,,,-6.0,-13.0,-13.0,-4.3,62.3,,,,,,True,True,True,True,False,,
06053,3324,4515.0,,,,3101.0,1594.3,780.2,865.0,3293.7,,,1191.0,,,,-223.0,-1729.7,-2543.8,-2459.0,-30.3,,,,,,True,False,False,False,True,,
06055,452,602.0,,,,541.0,103.2,402.7,142.8,508.2,,,150.0,,,,89.0,-348.8,-49.3,-309.2,56.2,,,,,,True,False,True,False,True,,
06057,145,224.0,,,,94.0,74.6,299.8,71.2,232.4,,,79.0,,,,-51.0,-70.4,154.8,-73.8,87.4,,,,,,True,True,False,True,False,,
06059,8482,16723.0,,,,16289.0,13693.1,1763.9,584.6,10002.4,,,8241.0,,,,7807.0,5211.1,-6718.1,-7897.4,1520.4,,,,,,True,True,True,True,True,,
06061,933,1449.0,,,,945.0,852.0,584.2,629.7,1364.6,,,516.0,,,,12.0,-81.0,-348.8,-303.3,431.6,,,,,,True,True,True,True,True,,
06063,14,0.0,,,,4.0,1.2,,1.3,17.3,,,-14.0,,,,-10.0,-12.8,,-12.7,3.3,,,,,,True,True,,True,True,,
06065,11424,16646.0,,,,12659.0,4456.0,3290.8,299.3,11489.4,,,5222.0,,,,1235.0,-6968.0,-8133.2,-11124.6,65.4,,,,,,True,False,False,False,True,,
06067,7042,13321.0,,,,7116.0,5067.0,3614.1,158.4,8263.5,,,6279.0,,,,74.0,-1975.0,-3427.9,-6883.6,1221.5,,,,,,True,True,True,False,True,,
06069,320,938.0,,,,439.0,469.0,269.1,65.6,535.5,,,618.0,,,,119.0,149.0,-50.9,-254.4,215.5,,,,,,True,True,True,True,True,,
06071,12457,17794.0,,,,11511.0,12358.7,4089.1,12429.2,15162.7,,,5337.0,,,,-946.0,-98.3,-8367.9,-27.8,2705.7,,,,,,True,True,False,True,True,,
06073,13935,12908.0,,,,20645.0,7188.4,1913.5,6527.6,7652.5,,,-1027.0,,,,6710.0,-6746.6,-12021.5,-7407.4,-6282.5,,,,,,False,False,False,False,False,,
06075,2491,3906.0,,,,53246.0,1820.6,16.1,2607.7,5046.1,,,1415.0,,,,50755.0,-670.4,-2474.9,116.7,2555.1,,,,,,False,True,False,True,False,,
06077,4073,8582.0,,,,4911.0,5136.0,1808.9,4103.4,6819.8,,,4509.0,,,,838.0,1063.0,-2264.1,30.4,2746.8,,,,,,True,True,True,True,True,,
06079,1103,1519.0,,,,1815.0,1145.3,1041.4,729.5,790.7,,,416.0,,,,712.0,42.3,-61.6,-373.5,-312.3,,,,,,False,True,True,True,True,,
06081,2669,3773.0,,,,3719.0,1522.2,1554.0,1991.4,3680.6,,,1104.0,,,,1050.0,-1146.8,-1115.0,-677.6,1011.6,,,,,,True,False,False,True,True,,
06083,1546,2527.0,,,,4332.0,1628.7,638.9,3113.0,1682.9,,,981.0,,,,2786.0,82.7,-907.1,1567.0,136.9,,,,,,False,True,True,False,True,,
06085,6039,10619.0,,,,7936.0,8554.2,3900.6,5155.3,6997.6,,,4580.0,,,,1897.0,2515.2,-2138.4,-883.7,958.6,,,,,,True,True,True,True,True,,
06087,938,910.0,,,,1600.0,251.6,2044.9,494.5,464.8,,,-28.0,,,,662.0,-686.4,1106.9,-443.5,-473.2,,,,,,False,False,False,False,False,,
06089,1104,217.0,,,,404.0,23.7,334.0,9.3,307.5,,,-887.0,,,,-700.0,-1080.3,-770.0,-1094.7,-796.5,,,,,,True,False,True,False,True,,
06091,0,0.0,,,,0.0,0.1,,0.0,1.7,,,0.0,,,,0.0,0.1,,0.0,1.7,,,,,,True,False,,True,False,,
06093,63,35.0,,,,15.0,6.8,127.4,1.0,152.0,,,-28.0,,,,-48.0,-56.2,64.4,-62.0,89.0,,,,,,False,False,False,False,False,,
06095,1621,2380.0,,,,1588.0,999.3,1010.6,204.1,2205.1,,,759.0,,,,-33.0,-621.7,-610.4,-1416.9,584.1,,,,,,True,True,True,False,True,,
06097,3156,4109.0,,,,2309.0,2508.2,2032.5,2919.4,3223.4,,,953.0,,,,-847.0,-647.8,-1123.5,-236.6,67.4,,,,,,True,True,False,True,True,,
06099,2762,8400.0,,,,3802.0,4757.4,1753.3,6233.4,8521.5,,,5638.0,,,,1040.0,1995.4,-1008.7,3471.4,5759.5,,,,,,True,True,True,True,False,,
06101,448,1015.0,,,,407.0,421.2,372.7,540.2,631.6,,,567.0,,,,-41.0,-26.8,-75.3,92.2,183.6,,,,,,True,True,True,True,True,,
06103,330,371.0,,,,269.0,164.0,362.3,200.4,480.4,,,41.0,,,,-61.0,-166.0,32.3,-129.6,150.4,,,,,,False,False,True,False,False,,
06105,18,21.0,,,,0.0,2.1,,2.9,14.6,,,3.0,,,,-18.0,-15.9,,-15.1,-3.4,,,,,,False,False,,False,False,,
06107,3236,5369.0,,,,3415.0,1003.4,135.6,1377.0,4631.5,,,2133.0,,,,179.0,-2232.6,-3100.4,-1859.0,1395.5,,,,,,True,False,False,True,True,,
06109,60,119.0,,,,38.0,84.5,77.2,7.0,111.6,,,59.0,,,,-22.0,24.5,17.2,-53.0,51.6,,,,,,True,True,True,True,True,,
06111,3199,5187.0,,,,4439.0,3093.5,1366.9,1557.9,4092.8,,,1988.0,,,,1240.0,-105.5,-1832.1,-1641.1,893.8,,,,,,True,True,True,True,True,,
06113,711,1057.0,,,,923.0,1087.4,780.9,286.3,804.0,,,346.0,,,,212.0,376.4,69.9,-424.7,93.0,,,,,,True,False,True,False,True,,
06115,344,455.0,,,,207.0,147.4,409.0,82.3,604.7,,,111.0,,,,-137.0,-196.6,65.0,-261.7,260.7,,,,,,False,False,True,False,False,,
08001,4220,2191.0,,,,1520.0,650.6,523.4,1016.5,1523.9,,,-2029.0,,,,-2700.0,-3569.4,-3696.6,-3203.5,-2696.1,,,,,,False,False,False,False,False,,
08003,45,7.0,,,,46.0,1.2,0.2,24.6,10.9,,,-38.0,,,,1.0,-43.8,-44.8,-20.4,-34.1,,,,,,True,False,False,True,True,,
08005,2983,1785.0,,,,1784.0,642.7,716.8,2209.6,1387.9,,,-1198.0,,,,-1199.0,-2340.3,-2266.2,-773.4,-1595.1,,,,,,False,False,False,True,False,,
08007,16,14.0,,,,14.0,1.3,,0.0,10.4,,,-2.0,,,,-2.0,-14.7,,-16.0,-5.6,,,,,,False,False,,False,False,,
08009,9,7.0,,,,7.0,0.1,,5.3,3.7,,,-2.0,,,,-2.0,-8.9,,-3.7,-5.3,,,,,,False,False,,False,False,,
08011,2,0.0,,,,0.0,0.1,,1.8,,,,-2.0,,,,-2.0,-1.9,,-0.2,,,,,,,False,True,,True,,,
08013,2690,434.0,,,,803.0,181.7,364.0,176.5,619.4,,,-2256.0,,,,-1887.0,-2508.3,-2326.0,-2513.4,-2070.6,,,,,,True,False,False,False,True,,
08014,248,133.0,,,,170.0,20.7,,18.2,97.5,,,-115.0,,,,-78.0,-227.3,,-229.8,-150.5,,,,,,True,False,,False,False,,
08015,54,42.0,,,,39.0,1.5,30.4,55.8,203.7,,,-12.0,,,,-15.0,-52.5,-23.6,1.8,149.7,,,,,,False,False,False,True,False,,
08017,5,0.0,,,,0.0,0.0,,0.0,1.9,,,-5.0,,,,-5.0,-5.0,,-5.0,-3.1,,,,,,False,True,,False,True,,
08019,26,7.0,,,,13.0,0.2,,0.1,4.2,,,-19.0,,,,-13.0,-25.8,,-25.9,-21.8,,,,,,True,False,,False,False,,
08021,20,7.0,,,,9.0,0.7,,0.2,10.4,,,-13.0,,,,-11.0,-19.3,,-19.8,-9.6,,,,,,True,False,,False,True,,
08023,3,42.0,,,,0.0,0.4,,10.0,21.2,,,39.0,,,,-3.0,-2.6,,7.0,18.2,,,,,,True,True,,True,True,,
08025,7,0.0,,,,3.0,0.8,,4.5,0.9,,,-7.0,,,,-4.0,-6.2,,-2.5,-6.1,,,,,,True,True,,True,True,,
08027,2,28.0,,,,0.0,0.1,,3.9,,,,26.0,,,,-2.0,-1.9,,1.9,,,,,,,True,True,,True,,,
08029,39,133.0,,,,13.0,15.5,42.5,22.3,106.4,,,94.0,,,,-26.0,-23.5,3.5,-16.7,67.4,,,,,,True,True,True,True,True,,
08031,4578,2478.0,,,,2205.0,1072.6,671.4,3457.3,1975.8,,,-2100.0,,,,-2373.0,-3505.4,-3906.6,-1120.7,-2602.2,,,,,,False,False,False,True,False,,
08033,1,0.0,,,,0.0,,,0.1,0.5,,,-1.0,,,,-1.0,,,-0.9,-0.5,,,,,,False,,,True,True,,
08035,1283,630.0,,,,521.0,419.2,119.3,200.2,410.4,,,-653.0,,,,-762.0,-863.8,-1163.7,-1082.8,-872.6,,,,,,False,False,False,False,False,,
08037,164,98.0,,,,253.0,17.3,238.4,68.8,204.6,,,-66.0,,,,89.0,-146.7,74.4,-95.2,40.6,,,,,,False,False,False,False,True,,
08039,61,28.0,,,,21.0,0.8,96.1,4.6,30.0,,,-33.0,,,,-40.0,-60.2,35.1,-56.4,-31.0,,,,,,False,False,False,False,True,,
08041,2365,2051.0,,,,1887.0,1339.7,665.8,873.2,1291.1,,,-314.0,,,,-478.0,-1025.3,-1699.2,-1491.8,-1073.9,,,,,,False,False,False,False,False,,
08043,306,84.0,,,,93.0,5.0,68.6,45.3,50.2,,,-222.0,,,,-213.0,-301.0,-237.4,-260.7,-255.8,,,,,,True,False,False,False,False,,
08045,221,168.0,,,,103.0,47.6,101.7,22.1,167.6,,,-53.0,,,,-118.0,-173.4,-119.3,-198.9,-53.4,,,,,,False,False,False,False,False,,
08047,4,0.0,,,,7.0,0.2,,0.1,8.1,,,-4.0,,,,3.0,-3.8,,-3.9,4.1,,,,,,True,True,,True,False,,
08049,72,42.0,,,,14.0,0.5,,4.8,47.6,,,-30.0,,,,-58.0,-71.5,,-67.2,-24.4,,,,,,False,False,,False,True,,
08051,10,28.0,,,,27.0,0.5,56.7,0.1,44.2,,,18.0,,,,17.0,-9.5,46.7,-9.9,34.2,,,,,,True,True,False,True,False,,
08053,0,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,True,False,,True,True,,
08055,19,7.0,,,,0.0,0.0,,1.3,5.4,,,-12.0,,,,-19.0,-19.0,,-17.7,-13.6,,,,,,False,False,,False,False,,
08057,1,0.0,,,,0.0,,,0.0,1.8,,,-1.0,,,,-1.0,,,-1.0,0.8,,,,,,False,,,False,True,,
08059,2310,1428.0,,,,1095.0,451.2,669.7,280.5,1160.0,,,-882.0,,,,-1215.0,-1858.8,-1640.3,-2029.5,-1150.0,,,,,,False,False,False,False,False,,
08061,3,0.0,,,,0.0,,,0.0,,,,-3.0,,,,-3.0,,,-3.0,,,,,,,False,,,False,,,
08063,31,42.0,,,,7.0,1.0,,0.3,107.2,,,11.0,,,,-24.0,-30.0,,-30.7,76.2,,,,,,False,False,,False,False,,
08065,37,0.0,,,,13.0,2.4,,6.3,15.3,,,-37.0,,,,-24.0,-34.6,,-30.7,-21.7,,,,,,True,True,,True,True,,
08067,84,63.0,,,,44.0,9.8,77.1,10.9,47.1,,,-21.0,,,,-40.0,-74.2,-6.9,-73.1,-36.9,,,,,,False,False,True,False,False,,
08069,1533,973.0,,,,798.0,450.2,1236.7,279.1,1101.6,,,-560.0,,,,-735.0,-1082.8,-296.3,-1253.9,-431.4,,,,,,False,False,True,False,True,,
08071,17,7.0,,,,3.0,0.2,,2.8,9.1,,,-10.0,,,,-14.0,-16.8,,-14.2,-7.9,,,,,,False,False,,False,True,,
08073,19,0.0,,,,2.0,0.0,,0.0,2.5,,,-19.0,,,,-17.0,-19.0,,-19.0,-16.5,,,,,,True,True,,False,True,,
08075,381,126.0,,,,116.0,12.5,1.2,51.1,40.1,,,-255.0,,,,-265.0,-368.5,-379.8,-329.9,-340.9,,,,,,False,False,False,False,False,,
08077,589,182.0,,,,141.0,21.7,346.4,17.3,153.4,,,-407.0,,,,-448.0,-567.3,-242.6,-571.8,-435.6,,,,,,False,False,True,False,False,,
08079,2,0.0,,,,0.0,0.3,,0.0,4.2,,,-2.0,,,,-2.0,-1.7,,-2.0,2.2,,,,,,False,True,,False,False,,
08081,18,7.0,,,,2.0,0.3,,2.0,6.0,,,-11.0,,,,-16.0,-17.7,,-16.0,-12.0,,,,,,False,False,,False,False,,
08083,54,14.0,,,,9.0,1.5,36.2,34.5,6.5,,,-40.0,,,,-45.0,-52.5,-17.8,-19.5,-47.5,,,,,,False,False,True,True,False,,
08085,76,63.0,,,,28.0,2.8,85.0,8.4,109.0,,,-13.0,,,,-48.0,-73.2,9.0,-67.6,33.0,,,,,,False,False,True,False,False,,
08087,103,56.0,,,,105.0,3.9,1.9,24.2,27.7,,,-47.0,,,,2.0,-99.1,-101.1,-78.8,-75.3,,,,,,True,False,False,False,False,,
08089,33,14.0,,,,11.0,1.0,,23.0,44.3,,,-19.0,,,,-22.0,-32.0,,-10.0,11.3,,,,,,False,False,,True,True,,
08091,13,56.0,,,,0.0,1.1,,2.1,19.2,,,43.0,,,,-13.0,-11.9,,-10.9,6.2,,,,,,True,True,,True,True,,
08093,37,0.0,,,,13.0,0.4,,0.4,1.7,,,-37.0,,,,-24.0,-36.6,,-36.6,-35.3,,,,,,True,True,,True,True,,
08095,18,0.0,,,,3.0,0.1,,0.0,3.6,,,-18.0,,,,-15.0,-17.9,,-18.0,-14.4,,,,,,True,True,,True,True,,
08097,66,35.0,,,,49.0,1.3,167.9,8.6,35.0,,,-31.0,,,,-17.0,-64.7,101.9,-57.5,-31.0,,,,,,True,False,False,False,False,,
08099,33,49.0,,,,20.0,1.9,,32.2,28.6,,,16.0,,,,-13.0,-31.1,,-0.8,-4.4,,,,,,True,False,,True,True,,
08101,684,469.0,,,,405.0,168.1,350.0,179.3,328.2,,,-215.0,,,,-279.0,-515.9,-334.0,-504.7,-355.8,,,,,,False,False,False,False,False,,
08103,5,14.0,,,,0.0,0.3,,0.0,,,,9.0,,,,-5.0,-4.7,,-5.0,,,,,,,True,True,,True,,,
08105,20,0.0,,,,14.0,3.0,,2.7,19.9,,,-20.0,,,,-6.0,-17.0,,-17.3,-0.1,,,,,,True,True,,True,True,,
08107,55,14.0,,,,18.0,0.2,78.7,6.4,68.3,,,-41.0,,,,-37.0,-54.8,23.7,-48.6,13.3,,,,,,True,False,True,False,True,,
08109,9,14.0,,,,7.0,0.0,0.1,20.3,28.9,,,5.0,,,,-2.0,-9.0,-8.9,11.3,19.9,,,,,,True,False,False,False,False,,
08111,3,7.0,,,,0.0,1.0,,1.0,2.5,,,4.0,,,,-3.0,-2.0,,-2.0,-0.5,,,,,,True,True,,True,True,,
08113,12,0.0,,,,1.0,2.0,,1.3,15.2,,,-12.0,,,,-11.0,-10.0,,-10.7,3.2,,,,,,True,True,,True,True,,
08115,10,0.0,,,,0.0,,,0.8,,,,-10.0,,,,-10.0,,,-9.2,,,,,,,False,,,True,,,
08117,187,98.0,,,,70.0,3.9,109.3,1.8,59.7,,,-89.0,,,,-117.0,-183.1,-77.7,-185.2,-127.3,,,,,,False,False,True,False,False,,
08119,31,63.0,,,,21.0,5.0,177.5,5.7,33.8,,,32.0,,,,-10.0,-26.0,146.5,-25.3,2.8,,,,,,True,True,False,True,True,,
08121,27,7.0,,,,3.0,0.4,,1.5,12.9,,,-20.0,,,,-24.0,-26.6,,-25.5,-14.1,,,,,,False,False,,False,True,,
08123,1327,847.0,,,,907.0,226.3,282.6,134.9,622.0,,,-480.0,,,,-420.0,-1100.7,-1044.4,-1192.1,-705.0,,,,,,True,False,False,False,False,,
08125,118,0.0,,,,19.0,0.6,,0.0,6.9,,,-118.0,,,,-99.0,-117.4,,-118.0,-111.1,,,,,,True,True,,False,True,,
09001,2594,2380.0,,,,634.0,258.5,1012.8,236.6,1786.9,,,-214.0,,,,-1960.0,-2335.5,-1581.2,-2357.4,-807.1,,,,,,False,False,False,False,False,,
09003,2881,2730.0,,,,988.0,786.6,202.2,15.5,2487.5,,,-151.0,,,,-1893.0,-2094.4,-2678.8,-2865.5,-393.5,,,,,,False,False,False,False,False,,
09005,313,301.0,,,,19.0,69.1,116.6,308.5,246.4,,,-12.0,,,,-294.0,-243.9,-196.4,-4.5,-66.6,,,,,,False,False,False,True,False,,
09007,308,140.0,,,,9.0,7.5,45.6,1.4,100.2,,,-168.0,,,,-299.0,-300.5,-262.4,-306.6,-207.8,,,,,,False,False,False,False,False,,
09009,1833,1260.0,,,,336.0,200.0,124.4,48.6,1255.8,,,-573.0,,,,-1497.0,-1633.0,-1708.6,-1784.3,-577.2,,,,,,False,False,False,False,False,,
09011,1529,343.0,,,,40.0,121.4,130.7,80.1,307.6,,,-1186.0,,,,-1489.0,-1407.6,-1398.3,-1448.9,-1221.4,,,,,,False,False,False,False,False,,
09013,439,301.0,,,,30.0,62.3,105.0,85.1,276.0,,,-138.0,,,,-409.0,-376.7,-334.0,-353.9,-163.0,,,,,,False,False,False,False,False,,
09015,427,147.0,,,,27.0,7.7,123.7,12.4,189.3,,,-280.0,,,,-400.0,-419.3,-303.3,-414.6,-237.7,,,,,,False,False,False,False,True,,
10001,708,483.0,,,,444.0,188.0,318.1,175.6,395.0,,173.0,-225.0,,,,-264.0,-520.0,-389.9,-532.4,-313.0,,-535.0,,,,False,False,False,False,False,,False
10003,3950,2366.0,,,,1560.0,1249.1,496.5,1475.1,2333.4,,1833.0,-1584.0,,,,-2390.0,-2700.9,-3453.5,-2474.9,-1616.6,,-2117.0,,,,False,False,False,False,False,,False
10005,1196,756.0,,,,483.0,607.0,293.2,36.6,813.5,,174.0,-440.0,,,,-713.0,-589.0,-902.8,-1159.4,-382.5,,-1022.0,,,,False,False,False,False,True,,False
12001,4247,1722.0,,,,2564.0,1102.7,1116.6,514.5,1157.1,,754.0,-2525.0,,,,-1683.0,-3144.3,-3130.4,-3732.4,-3089.9,,-3493.0,,,,True,False,False,False,False,,False
12003,533,259.0,,,,406.0,69.9,0.1,160.9,928.6,,30.0,-274.0,,,,-127.0,-463.1,-532.9,-372.1,395.6,,-503.0,,,,True,False,False,False,False,,False
12005,1095,1547.0,,,,1262.0,476.7,557.6,370.2,879.3,,635.0,452.0,,,,167.0,-618.3,-537.4,-724.8,-215.7,,-460.0,,,,True,False,False,False,True,,False
12007,484,539.0,,,,335.0,183.4,0.7,416.1,507.5,,283.0,55.0,,,,-149.0,-300.6,-483.3,-67.9,23.5,,-201.0,,,,False,False,False,False,True,,False
12009,3167,2051.0,,,,1606.0,1583.3,1083.4,63.3,1211.2,,1334.0,-1116.0,,,,-1561.0,-1583.7,-2083.6,-3103.7,-1955.8,,-1833.0,,,,False,False,False,False,False,,False
12011,10056,13111.0,,,,69756.0,9849.3,2504.5,1633.4,34680.3,,4262.0,3055.0,,,,59700.0,-206.7,-7551.5,-8422.6,24624.3,,-5794.0,,,,False,True,False,False,False,,False
