,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
19041,53,54.0,54.5,,54.0,68.0,,,,,,36.3,,,63.0,,54.0,24.5,,44.7,56.5,65.0,69.0,45.0,,,,,,,,47.0,31.7,,1.0,1.5,,1.0,15.0,,,,,,-16.7,,,10.0,,1.0,-28.5,,-8.3,3.5,12.0,16.0,-8.0,,,,,,,,-6.0,-21.3,,False,,False,False,,,,,,False,,,False,,True,False,,False,False,False,False,False,,,,,,,,False,False,
19043,37,28.0,27.8,,27.0,22.0,,,,,,31.8,,,28.0,,31.7,10.8,,12.7,26.9,15.6,34.0,36.0,,,,,,,,31.0,15.3,,-9.0,-9.2,,-10.0,-15.0,,,,,,-5.2,,,-9.0,,-5.3,-26.2,,-24.3,-10.1,-21.4,-3.0,-1.0,,,,,,,,-6.0,-21.7,,False,,False,False,,,,,,True,,,False,,True,False,,False,False,False,True,True,,,,,,,,True,False,
19045,83,66.0,65.6,,61.0,58.0,,,,,,47.3,,,92.0,,64.2,35.7,,60.8,82.8,0.1,74.0,40.0,,,,61.5,,,,73.0,49.4,,-17.0,-17.4,,-22.0,-25.0,,,,,,-35.7,,,9.0,,-18.8,-47.3,,-22.2,-0.2,-82.9,-9.0,-43.0,,,,-21.5,,,,-10.0,-33.6,,False,,False,False,,,,,,False,,,True,,False,False,,False,True,False,True,False,,,,False,,,,True,False,
19047,77,75.0,71.0,,54.0,86.0,,,,,,41.1,,,53.0,,75.8,34.1,,37.1,55.5,3.2,81.0,105.0,,,,64.1,,,,0.0,52.5,,-2.0,-6.0,,-23.0,9.0,,,,,,-35.9,,,-24.0,,-1.2,-42.9,,-39.9,-21.5,-73.8,4.0,28.0,,,,-12.9,,,,-77.0,-24.5,,False,,False,False,,,,,,False,,,False,,True,False,,False,False,False,False,False,,,,False,,,,False,False,
19049,188,166.0,167.3,,152.0,175.0,,,,,,99.0,,,102.0,,145.6,52.8,,170.5,191.7,100.4,207.0,192.0,,,,158.0,,,,144.0,83.1,,-22.0,-20.7,,-36.0,-13.0,,,,,,-89.0,,,-86.0,,-42.4,-135.2,,-17.5,3.7,-87.6,19.0,4.0,,,,-30.0,,,,-44.0,-104.9,,True,,False,True,,,,,,False,,,False,,False,False,,True,True,False,True,True,,,,False,,,,False,False,
19051,9,13.0,12.9,,9.0,7.0,,,,,,20.0,,,14.0,,12.0,7.2,,3.0,9.4,6.3,12.0,23.0,,,,,,,,8.0,8.3,,4.0,3.9,,0.0,-2.0,,,,,,11.0,,,5.0,,3.0,-1.8,,-6.0,0.4,-2.7,3.0,14.0,,,,,,,,-1.0,-0.7,,True,,True,True,,,,,,False,,,False,,True,True,,False,True,True,True,False,,,,,,,,True,True,
19053,20,25.0,24.1,,12.0,16.0,,,,,,10.3,,,11.0,,37.4,8.1,,12.5,17.0,0.0,30.0,18.0,,,,,,,,26.0,5.9,,5.0,4.1,,-8.0,-4.0,,,,,,-9.7,,,-9.0,,17.4,-11.9,,-7.5,-3.0,-20.0,10.0,-2.0,,,,,,,,6.0,-14.1,,True,,False,True,,,,,,False,,,False,,False,False,,False,True,False,False,True,,,,,,,,False,False,
19055,106,63.0,59.8,,60.0,81.0,,,,,,21.2,,,43.0,,75.8,29.6,,57.9,73.2,70.4,78.0,66.0,,,,,,,,56.0,43.5,,-43.0,-46.2,,-46.0,-25.0,,,,,,-84.8,,,-63.0,,-30.2,-76.4,,-48.1,-32.8,-35.6,-28.0,-40.0,,,,,,,,-50.0,-62.5,,False,,False,True,,,,,,False,,,False,,True,False,,False,True,True,True,True,,,,,,,,False,False,
19057,192,104.0,106.7,,104.0,149.0,,,,,,42.4,,,116.0,,124.2,38.7,,82.2,116.2,31.6,162.0,191.0,,,,,,,,124.0,61.8,,-88.0,-85.3,,-88.0,-43.0,,,,,,-149.6,,,-76.0,,-67.8,-153.3,,-109.8,-75.8,-160.4,-30.0,-1.0,,,,,,,,-68.0,-130.2,,True,,False,True,,,,,,False,,,True,,True,False,,False,True,False,True,True,,,,,,,,True,False,
19059,47,58.0,57.7,,51.0,54.0,,,,,,26.9,,,58.0,,61.3,24.6,,35.2,51.0,2.3,76.0,72.0,,,,,,,,56.0,34.8,,11.0,10.7,,4.0,7.0,,,,,,-20.1,,,11.0,,14.3,-22.4,,-11.8,4.0,-44.7,29.0,25.0,,,,,,,,9.0,-12.2,,True,,True,True,,,,,,False,,,False,,False,False,,False,True,False,False,False,,,,,,,,True,False,
19061,498,407.0,422.1,,416.0,287.0,,,,,,419.8,,,214.0,,416.3,142.7,,447.4,430.5,483.2,488.0,474.0,,,,328.0,,,,319.0,303.7,,-91.0,-75.9,,-82.0,-211.0,,,,,,-78.2,,,-284.0,,-81.7,-355.3,,-50.6,-67.5,-14.8,-10.0,-24.0,,,,-170.0,,,,-179.0,-194.3,,True,,True,False,,,,,,True,,,False,,True,False,,True,True,True,True,True,,,,False,,,,False,False,
19063,44,48.0,47.6,,34.0,10.0,,,,,,19.2,,,34.0,,51.3,19.5,,40.4,42.4,24.6,61.0,35.0,,,,,,,,55.0,17.5,,4.0,3.6,,-10.0,-34.0,,,,,,-24.8,,,-10.0,,7.3,-24.5,,-3.6,-1.6,-19.4,17.0,-9.0,,,,,,,,11.0,-26.5,,True,,False,False,,,,,,False,,,False,,False,False,,True,True,False,False,False,,,,,,,,False,False,
19065,46,36.0,33.9,,35.0,35.0,,,,,,46.6,,,45.0,,40.0,15.4,,16.7,30.2,28.0,40.0,67.0,,,,,,,,32.0,18.4,,-10.0,-12.1,,-11.0,-11.0,,,,,,0.6,,,-1.0,,-6.0,-30.6,,-29.3,-15.8,-18.0,-6.0,21.0,,,,,,,,-14.0,-27.6,,False,,False,False,,,,,,True,,,True,,True,False,,False,False,False,True,False,,,,,,,,False,False,
19067,23,13.0,15.1,,15.0,26.0,,,,,,10.0,,,30.0,,18.7,17.6,,6.4,14.7,0.0,12.0,7.0,,,,,,,,18.0,21.5,,-10.0,-7.9,,-8.0,3.0,,,,,,-13.0,,,7.0,,-4.3,-5.4,,-16.6,-8.3,-23.0,-11.0,-16.0,,,,,,,,-5.0,-1.5,,True,,True,True,,,,,,False,,,True,,True,True,,False,True,False,False,False,,,,,,,,True,True,
19069,6,7.0,7.2,,7.0,0.0,,,,,,19.1,,,17.0,,8.6,4.7,,2.1,7.5,0.0,8.0,9.0,,,,,,,,5.0,6.3,,1.0,1.2,,1.0,-6.0,,,,,,13.1,,,11.0,,2.6,-1.3,,-3.9,1.5,-6.0,2.0,3.0,,,,,,,,-1.0,0.3,,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,True,
19071,14,25.0,24.9,,17.0,22.0,,,,,,14.2,,,9.0,,28.7,8.8,,7.3,16.7,16.2,26.0,24.0,,,,,,,,0.0,15.4,,11.0,10.9,,3.0,8.0,,,,,,0.2,,,-5.0,,14.7,-5.2,,-6.7,2.7,2.2,12.0,10.0,,,,,,,,-14.0,1.4,,True,,True,True,,,,,,True,,,True,,False,True,,True,True,True,False,True,,,,,,,,False,True,
19073,19,25.0,25.1,,21.0,24.0,,,,,,20.5,,,12.0,,30.4,6.2,,9.4,21.4,4.1,38.0,2.0,,,,,,,,32.0,12.9,,6.0,6.1,,2.0,5.0,,,,,,1.5,,,-7.0,,11.4,-12.8,,-9.6,2.4,-14.9,19.0,-17.0,,,,,,,,13.0,-6.1,,False,,True,True,,,,,,True,,,False,,False,False,,False,True,False,False,False,,,,,,,,False,False,
19075,25,16.0,15.6,,16.0,14.0,,,,,,28.4,,,14.0,,16.2,11.3,,5.7,15.5,0.0,17.0,0.0,,,,,,,,17.0,16.6,,-9.0,-9.4,,-9.0,-11.0,,,,,,3.4,,,-11.0,,-8.8,-13.7,,-19.3,-9.5,-25.0,-8.0,-25.0,,,,,,,,-8.0,-8.4,,False,,False,False,,,,,,True,,,False,,True,False,,False,False,False,True,False,,,,,,,,True,True,
19077,32,39.0,37.6,,35.0,35.0,,,,,,28.4,,,13.0,,44.2,18.0,,26.0,40.0,38.7,55.0,2.0,,,,,,,,38.0,22.5,,7.0,5.6,,3.0,3.0,,,,,,-3.6,,,-19.0,,12.2,-14.0,,-6.0,8.0,6.7,23.0,-30.0,,,,,,,,6.0,-9.5,,True,,True,True,,,,,,True,,,False,,False,False,,True,False,True,False,False,,,,,,,,True,False,
19079,47,41.0,41.6,,30.0,30.0,,,,,,26.5,,,24.0,,46.4,13.9,,28.3,35.8,25.9,44.0,69.0,,,,,,,,60.0,13.0,,-6.0,-5.4,,-17.0,-17.0,,,,,,-20.5,,,-23.0,,-0.6,-33.1,,-18.7,-11.2,-21.1,-3.0,22.0,,,,,,,,13.0,-34.0,,True,,False,False,,,,,,False,,,False,,True,False,,False,False,False,True,False,,,,,,,,False,False,
19081,27,31.0,29.6,,28.0,8.0,,,,,,28.5,,,14.0,,38.7,7.3,,25.6,28.7,22.3,39.0,40.0,,,,,,,,40.0,14.6,,4.0,2.6,,1.0,-19.0,,,,,,1.5,,,-13.0,,11.7,-19.7,,-1.4,1.7,-4.7,12.0,13.0,,,,,,,,13.0,-12.4,,True,,True,False,,,,,,True,,,False,,False,False,,True,True,False,False,False,,,,,,,,False,False,
19083,69,22.0,22.3,,22.0,20.0,,,,,,32.2,,,24.0,,19.8,12.8,,52.5,56.3,30.1,33.0,40.0,,,,,,,,11.0,21.8,,-47.0,-46.7,,-47.0,-49.0,,,,,,-36.8,,,-45.0,,-49.2,-56.2,,-16.5,-12.7,-38.9,-36.0,-29.0,,,,,,,,-58.0,-47.2,,True,,False,False,,,,,,True,,,True,,False,False,,True,True,True,True,True,,,,,,,,False,False,
19085,116,125.0,123.9,,101.0,147.0,,,,,,61.9,,,34.0,,168.7,7.3,,140.7,100.7,70.1,145.0,209.0,,,,,,,,129.0,70.4,,9.0,7.9,,-15.0,31.0,,,,,,-54.1,,,-82.0,,52.7,-108.7,,24.7,-15.3,-45.9,29.0,93.0,,,,,,,,13.0,-45.6,,True,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
19087,64,66.0,67.0,,54.0,63.0,,,,,,43.1,,,38.0,,69.0,29.9,,42.2,63.3,0.1,60.0,8.0,,,,,,,,39.0,53.8,,2.0,3.0,,-10.0,-1.0,,,,,,-20.9,,,-26.0,,5.0,-34.1,,-21.8,-0.7,-63.9,-4.0,-56.0,,,,,,,,-25.0,-10.2,,False,,False,True,,,,,,False,,,False,,False,False,,False,True,False,False,False,,,,,,,,False,False,
19089,29,15.0,15.1,,14.0,0.0,,,,,,27.7,,,16.0,,14.8,5.5,,7.5,14.0,0.0,14.0,21.0,,,,,,,,16.0,8.2,,-14.0,-13.9,,-15.0,-29.0,,,,,,-1.3,,,-13.0,,-14.2,-23.6,,-21.5,-15.0,-29.0,-15.0,-8.0,,,,,,,,-13.0,-20.8,,True,,False,False,,,,,,True,,,True,,False,False,,False,False,False,False,True,,,,,,,,True,False,
19091,34,42.0,41.0,,29.0,15.0,,,,,,22.2,,,20.0,,44.4,10.3,,33.3,29.4,24.1,45.0,51.0,,,,,,,,47.0,10.2,,8.0,7.0,,-5.0,-19.0,,,,,,-11.8,,,-14.0,,10.4,-23.6,,-0.7,-4.6,-9.9,11.0,17.0,,,,,,,,13.0,-23.8,,True,,True,False,,,,,,False,,,False,,False,False,,True,True,False,False,False,,,,,,,,False,False,
19093,21,9.0,9.8,,10.0,6.0,,,,,,13.2,,,19.0,,14.0,6.9,,4.3,12.9,0.0,11.0,1.0,,,,,,,,14.0,11.8,,-12.0,-11.2,,-11.0,-15.0,,,,,,-7.8,,,-2.0,,-7.0,-14.1,,-16.7,-8.1,-21.0,-10.0,-20.0,,,,,,,,-7.0,-9.2,,True,,True,False,,,,,,True,,,True,,True,False,,False,True,False,True,False,,,,,,,,True,True,
19095,61,61.0,59.9,,55.0,58.0,,,,,,40.6,,,21.0,,73.2,15.2,,42.5,54.8,43.0,78.0,28.0,,,,,,,,70.0,28.0,,0.0,-1.1,,-6.0,-3.0,,,,,,-20.4,,,-40.0,,12.2,-45.8,,-18.5,-6.2,-18.0,17.0,-33.0,,,,,,,,9.0,-33.0,,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
19097,73,45.0,44.8,,45.0,52.0,,,,,,41.8,,,35.0,,51.1,18.8,,35.6,51.1,54.1,58.0,8.0,,,,,,,,47.0,33.8,,-28.0,-28.2,,-28.0,-21.0,,,,,,-31.2,,,-38.0,,-21.9,-54.2,,-37.4,-21.9,-18.9,-15.0,-65.0,,,,,,,,-26.0,-39.2,,False,,False,True,,,,,,False,,,False,,True,False,,False,True,True,True,False,,,,,,,,True,False,
19099,56,49.0,50.4,,49.0,37.0,,,,,,57.1,,,50.0,,52.5,36.2,,38.2,55.1,0.1,45.0,60.0,,,,,,,,43.0,48.6,,-7.0,-5.6,,-7.0,-19.0,,,,,,1.1,,,-6.0,,-3.5,-19.8,,-17.8,-0.9,-55.9,-11.0,4.0,,,,,,,,-13.0,-7.4,,True,,False,False,,,,,,True,,,True,,True,False,,False,True,False,False,True,,,,,,,,False,False,
19101,19,18.0,17.9,,18.0,10.0,,,,,,38.5,,,23.0,,25.0,9.9,,7.0,17.3,14.2,25.0,27.0,,,,,,,,31.0,6.3,,-1.0,-1.1,,-1.0,-9.0,,,,,,19.5,,,4.0,,6.0,-9.1,,-12.0,-1.7,-4.8,6.0,8.0,,,,,,,,12.0,-12.7,,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
19103,165,185.0,192.8,,169.0,272.0,,,,,,92.3,,,217.0,,169.2,62.5,,160.2,210.7,0.1,164.0,281.0,,,,233.9,154.0,,,0.0,108.7,,20.0,27.8,,4.0,107.0,,,,,,-72.7,,,52.0,,4.2,-102.5,,-4.8,45.7,-164.9,-1.0,116.0,,,,68.9,-11.0,,,-165.0,-56.3,,False,,True,False,,,,,,False,,,False,,True,False,,True,False,False,True,False,,,,False,True,,,False,False,
19105,45,40.0,40.3,,40.0,38.0,,,,,,46.9,,,45.0,,38.4,18.6,,24.3,42.3,45.4,45.0,68.0,,,,,,,,28.0,23.3,,-5.0,-4.7,,-5.0,-7.0,,,,,,1.9,,,0.0,,-6.6,-26.4,,-20.7,-2.7,0.4,0.0,23.0,,,,,,,,-17.0,-21.7,,True,,False,False,,,,,,True,,,True,,False,False,,False,True,True,True,False,,,,,,,,False,False,
19107,6,6.0,6.9,,7.0,7.0,,,,,,24.4,,,17.0,,6.5,4.8,,2.5,9.7,11.2,13.0,,,,,,,,,5.0,8.7,,0.0,0.9,,1.0,1.0,,,,,,18.4,,,11.0,,0.5,-1.2,,-3.5,3.7,5.2,7.0,,,,,,,,,-1.0,2.7,,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,,,,,,,,,False,False,
19109,42,57.0,57.6,,47.0,68.0,,,,,,14.2,,,37.0,,67.3,23.4,,37.2,47.0,64.9,60.0,87.0,,,,,,,,65.0,36.2,,15.0,15.6,,5.0,26.0,,,,,,-27.8,,,-5.0,,25.3,-18.6,,-4.8,5.0,22.9,18.0,45.0,,,,,,,,23.0,-5.8,,False,,True,False,,,,,,False,,,True,,False,False,,True,True,False,False,False,,,,,,,,False,True,
19111,98,74.0,75.1,,57.0,83.0,,,,,,33.7,,,53.0,,73.8,42.3,,57.2,81.0,0.1,85.0,58.0,,,,,,,,74.0,42.3,,-24.0,-22.9,,-41.0,-15.0,,,,,,-64.3,,,-45.0,,-24.2,-55.7,,-40.8,-17.0,-97.9,-13.0,-40.0,,,,,,,,-24.0,-55.7,,True,,False,True,,,,,,False,,,False,,False,False,,False,True,False,True,False,,,,,,,,False,False,
19113,328,279.0,280.8,,261.0,258.0,,,,,,368.9,,,313.0,,260.9,243.1,,242.3,279.5,415.9,321.0,250.0,,,,233.5,254.0,,,266.0,179.6,,-49.0,-47.2,,-67.0,-70.0,,,,,,40.9,,,-15.0,,-67.1,-84.9,,-85.7,-48.5,87.9,-7.0,-78.0,,,,-94.5,-74.0,,,-62.0,-148.4,,True,,False,False,,,,,,True,,,True,,False,False,,False,True,False,True,False,,,,False,False,,,False,False,
19115,26,19.0,16.3,,12.0,5.0,,,,,,43.2,,,12.0,,14.2,5.4,,6.1,14.7,5.3,20.0,18.0,,,,,,,,11.0,6.7,6.3,-7.0,-9.7,,-14.0,-21.0,,,,,,17.2,,,-14.0,,-11.8,-20.6,,-19.9,-11.3,-20.7,-6.0,-8.0,,,,,,,,-15.0,-19.3,-19.7,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,True,False,,,,,,,,False,False,False
19117,14,5.0,4.6,,5.0,6.0,,,,,,11.5,,,23.0,,4.1,7.5,,1.5,5.4,0.0,5.0,3.0,,,,,,,,3.0,9.5,7.1,-9.0,-9.4,,-9.0,-8.0,,,,,,-2.5,,,9.0,,-9.9,-6.5,,-12.5,-8.6,-14.0,-9.0,-11.0,,,,,,,,-11.0,-4.5,-6.9,False,,False,True,,,,,,True,,,False,,False,True,,False,True,False,False,False,,,,,,,,False,True,True
19119,33,50.0,46.9,,42.0,80.0,,,,,,33.3,,,38.0,,55.3,20.4,,18.6,48.4,0.0,61.0,0.0,,,,,,,,29.0,42.4,,17.0,13.9,,9.0,47.0,,,,,,0.3,,,5.0,,22.3,-12.6,,-14.4,15.4,-33.0,28.0,-33.0,,,,,,,,-4.0,9.4,,True,,True,False,,,,,,True,,,True,,False,True,,True,True,False,False,False,,,,,,,,True,True,
19121,37,37.0,36.5,,36.0,45.0,,,,,,32.6,,,20.0,,38.8,16.4,,33.2,45.7,33.8,56.0,54.0,,,,,,,,31.0,22.5,,0.0,-0.5,,-1.0,8.0,,,,,,-4.4,,,-17.0,,1.8,-20.6,,-3.8,8.7,-3.2,19.0,17.0,,,,,,,,-6.0,-14.5,,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
19123,91,60.0,57.2,,52.0,48.0,,,,,,46.3,,,39.0,,54.7,31.0,,55.4,68.3,40.7,57.0,108.0,,,,,,,,35.0,40.9,,-31.0,-33.8,,-39.0,-43.0,,,,,,-44.7,,,-52.0,,-36.3,-60.0,,-35.6,-22.7,-50.3,-34.0,17.0,,,,,,,,-56.0,-50.1,,False,,False,False,,,,,,False,,,False,,False,False,,False,True,False,False,True,,,,,,,,False,False,
19125,55,60.0,61.4,,56.0,51.0,,,,,,42.5,,,56.0,,56.7,37.2,,57.9,76.7,3.5,61.0,45.0,,,,,,,,58.0,38.8,,5.0,6.4,,1.0,-4.0,,,,,,-12.5,,,1.0,,1.7,-17.8,,2.9,21.7,-51.5,6.0,-10.0,,,,,,,,3.0,-16.2,,False,,True,True,,,,,,False,,,True,,True,False,,True,False,False,False,False,,,,,,,,True,False,
19127,51,38.0,36.7,,37.0,24.0,,,,,,65.5,,,72.0,,38.9,20.6,,21.3,45.4,13.0,51.0,0.0,,,,38.6,,,,39.0,24.1,,-13.0,-14.3,,-14.0,-27.0,,,,,,14.5,,,21.0,,-12.1,-30.4,,-29.7,-5.6,-38.0,0.0,-51.0,,,,-12.4,,,,-12.0,-26.9,,False,,False,False,,,,,,False,,,False,,True,False,,False,True,False,True,False,,,,True,,,,True,False,
19129,48,61.0,61.3,,60.0,63.0,,,,,,42.5,,,27.0,,59.8,15.4,,60.3,66.1,46.5,79.0,65.0,,,,,,,,44.0,29.3,,13.0,13.3,,12.0,15.0,,,,,,-5.5,,,-21.0,,11.8,-32.6,,12.3,18.1,-1.5,31.0,17.0,,,,,,,,-4.0,-18.7,,False,,True,False,,,,,,True,,,False,,True,False,,True,False,True,False,False,,,,,,,,True,False,
19131,17,7.0,6.5,,6.0,6.0,,,,,,17.8,,,16.0,,5.0,6.6,,3.1,8.5,0.0,11.0,14.0,,,,,,,,1.0,6.4,,-10.0,-10.5,,-11.0,-11.0,,,,,,0.8,,,-1.0,,-12.0,-10.4,,-13.9,-8.5,-17.0,-6.0,-3.0,,,,,,,,-16.0,-10.6,,False,,False,False,,,,,,True,,,True,,False,False,,False,True,False,True,True,,,,,,,,False,False,
19133,31,20.0,18.9,,20.0,14.0,,,,,,32.0,,,23.0,,22.7,6.4,,15.0,24.4,18.8,20.0,38.0,,,,,,,,21.0,14.5,,-11.0,-12.1,,-11.0,-17.0,,,,,,1.0,,,-8.0,,-8.3,-24.6,,-16.0,-6.6,-12.2,-11.0,7.0,,,,,,,,-10.0,-16.5,,False,,False,False,,,,,,True,,,True,,True,False,,False,True,False,False,True,,,,,,,,True,False,
19135,41,32.0,31.1,,17.0,2.0,,,,,,19.2,,,17.0,,31.8,4.4,,15.1,23.2,12.2,30.0,53.0,,,,,,,,28.0,13.3,,-9.0,-9.9,,-24.0,-39.0,,,,,,-21.8,,,-24.0,,-9.2,-36.6,,-25.9,-17.8,-28.8,-11.0,12.0,,,,,,,,-13.0,-27.7,,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
19137,19,23.0,23.2,,16.0,10.0,,,,,,16.0,,,12.0,,30.1,5.9,,10.3,17.5,14.4,30.0,43.0,,,,,,,,38.0,6.5,,4.0,4.2,,-3.0,-9.0,,,,,,-3.0,,,-7.0,,11.1,-13.1,,-8.7,-1.5,-4.6,11.0,24.0,,,,,,,,19.0,-12.5,,False,,True,False,,,,,,True,,,False,,False,False,,False,True,False,False,False,,,,,,,,False,False,
19139,103,53.0,55.1,,53.0,56.0,,,,,,85.5,,,57.0,,49.8,32.2,,53.5,67.1,1.2,70.0,57.0,,,,47.1,,,,47.0,28.3,,-50.0,-47.9,,-50.0,-47.0,,,,,,-17.5,,,-46.0,,-53.2,-70.8,,-49.5,-35.9,-101.8,-33.0,-46.0,,,,-55.9,,,,-56.0,-74.7,,True,,False,True,,,,,,True,,,True,,False,False,,True,True,False,True,True,,,,False,,,,False,False,
19141,55,52.0,51.6,,52.0,66.0,,,,,,38.8,,,61.0,,53.6,24.0,,39.9,56.4,0.0,60.0,6.0,,,,,,,,50.0,41.2,,-3.0,-3.4,,-3.0,11.0,,,,,,-16.2,,,6.0,,-1.4,-31.0,,-15.1,1.4,-55.0,5.0,-49.0,,,,,,,,-5.0,-13.8,,False,,False,False,,,,,,False,,,False,,True,False,,False,True,False,False,False,,,,,,,,False,False,
19143,34,26.0,26.3,,21.0,17.0,,,,,,25.3,,,25.0,,21.0,6.1,,12.4,21.6,0.0,28.0,39.0,,,,,,,,8.0,16.8,,-8.0,-7.7,,-13.0,-17.0,,,,,,-8.7,,,-9.0,,-13.0,-27.9,,-21.6,-12.4,-34.0,-6.0,5.0,,,,,,,,-26.0,-17.2,,True,,False,False,,,,,,False,,,False,,False,False,,False,False,False,True,True,,,,,,,,False,False,
19145,52,41.0,41.0,,41.0,56.0,,,,,,41.0,,,23.0,,43.1,15.0,,29.6,49.5,0.0,85.0,6.0,,,,,,,,31.0,24.4,,-11.0,-11.0,,-11.0,4.0,,,,,,-11.0,,,-29.0,,-8.9,-37.0,,-22.4,-2.5,-52.0,33.0,-46.0,,,,,,,,-21.0,-27.6,,True,,False,True,,,,,,False,,,False,,True,False,,False,True,False,False,False,,,,,,,,False,False,
19147,25,25.0,30.1,,24.0,30.0,,,,,,12.3,,,28.0,,27.8,16.2,,11.0,23.6,0.0,28.0,34.0,,,,,,,,22.0,16.9,,0.0,5.1,,-1.0,5.0,,,,,,-12.7,,,3.0,,2.8,-8.8,,-14.0,-1.4,-25.0,3.0,9.0,,,,,,,,-3.0,-8.1,,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
19149,153,108.0,109.1,,87.0,84.0,,,,,,42.9,,,87.0,,108.0,50.9,,71.9,92.1,117.9,108.0,37.0,,,,86.8,,,,63.0,75.6,,-45.0,-43.9,,-66.0,-69.0,,,,,,-110.1,,,-66.0,,-45.0,-102.1,,-81.1,-60.9,-35.1,-45.0,-116.0,,,,-66.2,,,,-90.0,-77.4,,True,,False,False,,,,,,False,,,False,,True,False,,False,False,True,False,False,,,,False,,,,False,False,
19151,11,14.0,13.4,,10.0,0.0,,,,,,17.2,,,10.0,,14.4,5.9,,4.7,11.8,0.0,17.0,1.0,,,,,,,,12.0,7.0,,3.0,2.4,,-1.0,-11.0,,,,,,6.2,,,-1.0,,3.4,-5.1,,-6.3,0.8,-11.0,6.0,-10.0,,,,,,,,1.0,-4.0,,True,,True,False,,,,,,False,,,True,,False,False,,False,True,False,False,False,,,,,,,,True,False,
19153,768,626.0,629.1,551.2,587.0,533.0,,,,,,404.6,,,623.0,,515.1,319.8,,652.9,793.8,47.4,624.0,595.0,,,,636.0,662.0,,,444.0,478.7,,-142.0,-138.9,-216.8,-181.0,-235.0,,,,,,-363.4,,,-145.0,,-252.9,-448.2,,-115.1,25.8,-720.6,-144.0,-173.0,,,,-132.0,-106.0,,,-324.0,-289.3,,True,False,False,False,,,,,,False,,,False,,False,False,,True,True,False,False,False,,,,True,True,,,False,False,
