,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
19079,116,36.0,21.8,,26.0,0.0,,,,,,72.0,,279.4,49.8,,1.8,27.7,0.0,,24.1,,,,,15.0,45.7,-80.0,-94.2,,-90.0,-116.0,,,,,,-44.0,,163.4,-66.2,,-114.2,-88.3,-116.0,,-91.9,,,,,-101.0,-70.3,False,,False,False,,,,,,True,,False,True,,False,False,False,,False,,,,,False,True
19081,99,16.0,22.5,,15.0,9.0,,,,,,39.0,,103.1,24.1,,0.9,9.3,45.9,,11.0,,,,,7.0,23.7,-83.0,-76.5,,-84.0,-90.0,,,,,,-60.0,,4.1,-74.9,,-98.1,-89.7,-53.1,,-88.0,,,,,-92.0,-75.3,True,,False,False,,,,,,True,,True,True,,False,False,True,,False,,,,,False,True
19083,142,68.0,68.8,,68.0,38.0,,,,,,80.0,,160.2,80.5,,23.0,51.3,83.6,,17.8,,,,,52.0,78.4,-74.0,-73.2,,-74.0,-104.0,,,,,,-62.0,,18.2,-61.5,,-119.0,-90.7,-58.4,,-124.2,,,,,-90.0,-63.6,True,,False,False,,,,,,True,,True,True,,False,False,True,,False,,,,,False,True
19085,374,64.0,62.8,,50.0,27.0,,,,,,34.0,,191.1,32.6,,21.6,51.1,65.3,,14.4,,,,,93.0,69.1,-310.0,-311.2,,-324.0,-347.0,,,,,,-340.0,,-182.9,-341.4,,-352.4,-322.9,-308.7,,-359.6,,,,,-281.0,-304.9,False,,False,False,,,,,,False,,True,False,,False,False,True,,False,,,,,True,True
19087,363,576.0,563.0,,278.0,282.0,,,,,,158.0,,593.0,115.8,,238.0,252.7,184.5,,174.5,,,,,193.0,668.2,213.0,200.0,,-85.0,-81.0,,,,,,-205.0,,230.0,-247.2,,-125.0,-110.3,-178.5,,-188.5,,,,,-170.0,305.2,True,,True,True,,,,,,True,,False,False,,True,True,True,,True,,,,,True,False
19089,58,44.0,41.7,,37.0,48.0,,,,,,53.0,,52.1,33.6,,6.6,33.7,0.1,,15.6,,,,,18.0,66.3,-14.0,-16.3,,-21.0,-10.0,,,,,,-5.0,,-5.9,-24.4,,-51.4,-24.3,-57.9,,-42.4,,,,,-40.0,8.3,False,,False,True,,,,,,True,,True,False,,False,False,False,,False,,,,,False,True
19091,107,28.0,0.1,,27.0,0.0,,,,,,46.0,,22.0,39.0,,11.2,31.4,27.9,,36.3,,,,,20.0,36.5,-79.0,-106.9,,-80.0,-107.0,,,,,,-61.0,,-85.0,-68.0,,-95.8,-75.6,-79.1,,-70.7,,,,,-87.0,-70.5,False,,False,False,,,,,,True,,False,True,,False,True,False,,True,,,,,False,True
19093,80,112.0,111.3,,64.0,28.0,,,,,,25.0,,121.1,25.9,,16.1,74.7,,,49.8,,,,,65.0,95.9,32.0,31.3,,-16.0,-52.0,,,,,,-55.0,,41.1,-54.1,,-63.9,-5.3,,,-30.2,,,,,-15.0,15.9,True,,True,False,,,,,,False,,False,False,,False,True,,,True,,,,,True,True
19095,189,100.0,91.6,,92.0,182.0,,,,,,89.0,,383.0,58.8,,33.0,86.0,110.5,,27.5,,,,,56.0,97.8,-89.0,-97.4,,-97.0,-7.0,,,,,,-100.0,,194.0,-130.2,,-156.0,-103.0,-78.5,,-161.5,,,,,-133.0,-91.2,False,,False,True,,,,,,False,,False,False,,False,False,True,,False,,,,,False,False
19097,222,144.0,149.6,,118.0,39.0,,,,,,114.0,,280.1,98.5,,85.0,118.5,130.3,,112.8,,,,,114.0,183.7,-78.0,-72.4,,-104.0,-183.0,,,,,,-108.0,,58.1,-123.5,,-137.0,-103.5,-91.7,,-109.2,,,,,-108.0,-38.3,True,,False,False,,,,,,False,,True,False,,False,False,False,,False,,,,,False,True
19099,258,316.0,309.9,,291.0,,,,,,,168.0,,480.5,167.9,,263.4,295.1,109.2,,297.4,,,,,273.0,357.9,58.0,51.9,,33.0,,,,,,,-90.0,,222.5,-90.1,,5.4,37.1,-148.8,,39.4,,,,,15.0,99.9,True,,True,,,,,,,False,,False,False,,True,True,False,,True,,,,,True,False
19101,54,28.0,28.2,,28.0,28.0,,,,,,110.0,,125.3,50.9,,3.9,22.1,60.5,,4.3,,,,,43.0,31.2,-26.0,-25.8,,-26.0,-26.0,,,,,,56.0,,71.3,-3.1,,-50.1,-31.9,6.5,,-49.7,,,,,-11.0,-22.8,True,,False,False,,,,,,False,,False,True,,False,False,True,,False,,,,,True,True
19103,624,784.0,1245.6,,614.0,805.0,,,,,,1463.0,,729.7,421.1,,513.1,466.3,0.4,,172.5,1675.1,215.0,,,299.0,1279.9,160.0,621.6,,-10.0,181.0,,,,,,839.0,,105.7,-202.9,,-110.9,-157.7,-623.6,,-451.5,1051.1,-409.0,,,-325.0,655.9,False,,True,False,,,,,,False,,True,False,,True,True,False,,False,False,False,,,False,False
19105,153,112.0,112.6,,112.0,190.0,,,,,,138.0,,294.7,89.8,,23.2,83.9,115.9,,22.8,,,,,74.0,127.5,-41.0,-40.4,,-41.0,37.0,,,,,,-15.0,,141.7,-63.2,,-129.8,-69.1,-37.1,,-130.2,,,,,-79.0,-25.5,True,,False,True,,,,,,True,,False,False,,False,False,True,,False,,,,,False,True
19107,47,36.0,40.4,,33.0,34.0,,,,,,64.0,,33.2,31.1,,15.0,33.2,,,14.4,,,,,33.0,42.3,-11.0,-6.6,,-14.0,-13.0,,,,,,17.0,,-13.8,-15.9,,-32.0,-13.8,,,-32.6,,,,,-14.0,-4.7,True,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,False,True
19109,194,216.0,219.5,,157.0,99.0,,,,,,88.0,,348.3,80.1,,152.3,129.4,141.5,,48.4,,,,,138.0,218.2,22.0,25.5,,-37.0,-95.0,,,,,,-106.0,,154.3,-113.9,,-41.7,-64.6,-52.5,,-145.6,,,,,-56.0,24.2,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,False,False
19111,270,184.0,149.0,,158.0,93.0,,,,,,196.0,,294.6,224.3,,76.7,148.0,192.8,,32.4,,,,,90.0,222.0,-86.0,-121.0,,-112.0,-177.0,,,,,,-74.0,,24.6,-45.7,,-193.3,-122.0,-77.2,,-237.6,,,,,-180.0,-48.0,False,,False,False,,,,,,True,,True,True,,False,False,True,,False,,,,,False,True
19113,1217,1104.0,1107.4,,1109.0,4107.0,,,,,,1360.0,,1241.2,1017.2,,1069.8,924.8,1282.3,,567.3,718.5,1260.0,,,674.0,1221.6,-113.0,-109.6,,-108.0,2890.0,,,,,,143.0,,24.2,-199.8,,-147.2,-292.2,65.3,,-649.7,-498.5,43.0,,,-543.0,4.6,True,,True,False,,,,,,False,,True,False,,False,False,True,,False,False,True,,,False,True
19115,63,84.0,82.7,,49.0,54.0,,,,,,45.0,,51.3,22.0,,21.7,61.0,3.8,,13.4,,,,,59.0,116.5,21.0,19.7,,-14.0,-9.0,,,,,,-18.0,,-11.7,-41.0,,-41.3,-2.0,-59.2,,-49.6,,,,,-4.0,53.5,True,,True,True,,,,,,True,,True,False,,False,True,False,,False,,,,,True,False
19117,41,84.0,75.3,,61.0,28.0,,,,,,43.0,,78.7,61.1,,31.0,67.5,31.0,,104.1,,,,,68.0,77.9,43.0,34.3,,20.0,-13.0,,,,,,2.0,,37.7,20.1,,-10.0,26.5,-10.0,,63.1,,,,,27.0,36.9,True,,True,True,,,,,,True,,True,True,,True,True,True,,False,,,,,True,True
19119,264,220.0,227.1,,186.0,166.0,,,,,,49.0,,192.4,68.7,,176.5,168.5,83.2,,299.6,,,,,156.0,288.1,-44.0,-36.9,,-78.0,-98.0,,,,,,-215.0,,-71.6,-195.3,,-87.5,-95.5,-180.8,,35.6,,,,,-108.0,24.1,True,,False,False,,,,,,False,,False,False,,False,False,False,,True,,,,,False,True
19121,135,72.0,69.3,,70.0,43.0,,,,,,48.0,,223.5,68.4,,33.2,68.3,74.5,,259.8,,,,,89.0,77.8,-63.0,-65.7,,-65.0,-92.0,,,,,,-87.0,,88.5,-66.6,,-101.8,-66.7,-60.5,,124.8,,,,,-46.0,-57.2,False,,False,False,,,,,,False,,False,False,,False,False,True,,False,,,,,True,True
19123,265,184.0,177.2,,139.0,120.0,,,,,,135.0,,291.6,103.7,,85.2,138.1,102.5,,34.6,,,,,126.0,181.6,-81.0,-87.8,,-126.0,-145.0,,,,,,-130.0,,26.6,-161.3,,-179.8,-126.9,-162.5,,-230.4,,,,,-139.0,-83.4,False,,False,False,,,,,,False,,True,False,,False,False,False,,False,,,,,False,False
19125,206,220.0,217.4,,186.0,207.0,,,,,,164.0,,364.2,205.0,,107.4,178.1,211.7,,72.8,,,,,123.0,322.3,14.0,11.4,,-20.0,1.0,,,,,,-42.0,,158.2,-1.0,,-98.6,-27.9,5.7,,-133.2,,,,,-83.0,116.3,True,,False,True,,,,,,False,,False,True,,False,False,True,,False,,,,,False,False
19127,156,84.0,50.9,,84.0,,,,,,,268.0,,206.2,65.3,,18.7,87.7,21.6,,74.1,117.9,,,,26.0,140.7,-72.0,-105.1,,-72.0,,,,,,,112.0,,50.2,-90.7,,-137.3,-68.3,-134.4,,-81.9,-38.1,,,,-130.0,-15.3,False,,False,,,,,,,False,,True,False,,False,True,False,,False,True,,,,False,True
19129,164,72.0,74.6,,70.0,55.0,,,,,,32.0,,297.1,61.1,,29.0,62.1,112.8,,156.1,,,,,85.0,73.9,-92.0,-89.4,,-94.0,-109.0,,,,,,-132.0,,133.1,-102.9,,-135.0,-101.9,-51.2,,-7.9,,,,,-79.0,-90.1,True,,False,False,,,,,,False,,False,False,,False,False,True,,True,,,,,True,True
19131,46,80.0,80.9,,66.0,127.0,,,,,,49.0,,71.0,53.8,,34.2,66.4,15.9,,28.1,,,,,44.0,96.1,34.0,34.9,,20.0,81.0,,,,,,3.0,,25.0,7.8,,-11.8,20.4,-30.1,,-17.9,,,,,-2.0,50.1,False,,True,False,,,,,,True,,True,True,,True,True,True,,True,,,,,True,False
19133,93,68.0,69.0,,55.0,0.0,,,,,,25.0,,46.6,34.3,,45.3,65.5,41.0,,52.7,,,,,117.0,63.9,-25.0,-24.0,,-38.0,-93.0,,,,,,-68.0,,-46.4,-58.7,,-47.7,-27.5,-52.0,,-40.3,,,,,24.0,-29.1,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,True,False
19135,92,56.0,48.7,,47.0,25.0,,,,,,46.0,,50.8,30.2,,17.4,42.1,35.8,,22.0,,,,,42.0,69.1,-36.0,-43.3,,-45.0,-67.0,,,,,,-46.0,,-41.2,-61.8,,-74.6,-49.9,-56.2,,-70.0,,,,,-50.0,-22.9,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,False,True
19137,65,12.0,15.1,,10.0,0.0,,,,,,18.0,,8.7,23.8,,14.4,4.2,,,3.1,,,,,43.0,13.7,-53.0,-49.9,,-55.0,-65.0,,,,,,-47.0,,-56.3,-41.2,,-50.6,-60.8,,,-61.9,,,,,-22.0,-51.3,True,,False,False,,,,,,True,,False,True,,True,False,,,False,,,,,True,True
19139,260,116.0,109.5,,113.0,177.0,,,,,,224.0,,224.0,108.2,,35.9,123.0,17.5,,46.0,91.6,,,,74.0,143.4,-144.0,-150.5,,-147.0,-83.0,,,,,,-36.0,,-36.0,-151.8,,-224.1,-137.0,-242.5,,-214.0,-168.4,,,,-186.0,-116.6,False,,False,True,,,,,,True,,True,False,,False,True,False,,False,False,,,,False,True
19141,262,192.0,198.5,,167.0,278.0,,,,,,91.0,,287.1,71.6,,159.6,151.6,115.8,,142.8,,,,,137.0,221.4,-70.0,-63.5,,-95.0,16.0,,,,,,-171.0,,25.1,-190.4,,-102.4,-110.4,-146.2,,-119.2,,,,,-125.0,-40.6,True,,False,True,,,,,,False,,True,False,,False,False,False,,False,,,,,False,True
19143,119,84.0,83.7,,44.0,28.0,,,,,,29.0,,58.4,29.0,,25.2,48.4,13.6,,64.8,,,,,78.0,60.0,-35.0,-35.3,,-75.0,-91.0,,,,,,-90.0,,-60.6,-90.0,,-93.8,-70.6,-105.4,,-54.2,,,,,-41.0,-59.0,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,False,False
19145,197,36.0,30.0,,32.0,0.0,,,,,,32.0,,117.9,52.0,,2.0,31.1,63.8,,1.1,,,,,26.0,44.4,-161.0,-167.0,,-165.0,-197.0,,,,,,-165.0,,-79.1,-145.0,,-195.0,-165.9,-133.2,,-195.9,,,,,-171.0,-152.6,False,,False,False,,,,,,False,,True,True,,False,False,True,,False,,,,,False,True
19147,123,88.0,84.4,,61.0,41.0,,,,,,44.0,,74.3,69.7,,41.4,60.8,67.3,,33.9,,,,,61.0,85.2,-35.0,-38.6,,-62.0,-82.0,,,,,,-79.0,,-48.7,-53.3,,-81.6,-62.2,-55.7,,-89.1,,,,,-62.0,-37.8,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,False,False
19149,482,488.0,517.1,,426.0,500.0,,,,,,146.0,,428.9,172.2,,263.9,418.0,308.7,,240.2,,,,,134.0,556.0,6.0,35.1,,-56.0,18.0,,,,,,-336.0,,-53.1,-309.8,,-218.1,-64.0,-173.3,,-241.8,,,,,-348.0,74.0,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,False,False
19151,51,20.0,11.5,,16.0,0.0,,,,,,19.0,,22.3,21.1,,4.5,21.5,0.0,,18.9,,,,,14.0,24.6,-31.0,-39.5,,-35.0,-51.0,,,,,,-32.0,,-28.7,-29.9,,-46.5,-29.5,-51.0,,-32.1,,,,,-37.0,-26.4,False,,False,False,,,,,,False,,True,True,,False,True,False,,False,,,,,False,True
19153,2617,2436.0,2298.2,1943.4,1842.0,698.0,,,,,,2429.0,,1932.1,1329.3,,1303.5,2118.8,458.0,,1507.1,1779.2,1135.0,,,1638.0,3291.4,-181.0,-318.8,-673.6,-775.0,-1919.0,,,,,,-188.0,,-684.9,-1287.7,,-1313.5,-498.2,-2159.0,,-1109.9,-837.8,-1482.0,,,-979.0,674.4,False,False,False,False,,,,,,False,,False,False,,False,False,False,,False,False,False,,,False,False
19155,953,640.0,624.6,,596.0,1298.0,,,,,,262.0,,751.1,364.0,,276.0,559.1,379.4,,1084.1,489.0,,,,604.0,786.8,-313.0,-328.4,,-357.0,345.0,,,,,,-691.0,,-201.9,-589.0,,-677.0,-393.9,-573.6,,131.1,-464.0,,,,-349.0,-166.2,False,,False,False,,,,,,False,,True,False,,False,False,False,,True,False,,,,False,True
19157,174,108.0,103.8,,105.0,29.0,,,,,,109.0,,396.9,88.3,,69.3,110.4,82.0,,226.4,,,,,139.0,106.8,-66.0,-70.2,,-69.0,-145.0,,,,,,-65.0,,222.9,-85.7,,-104.7,-63.6,-92.0,,52.4,,,,,-35.0,-67.2,False,,False,False,,,,,,True,,False,False,,False,True,False,,True,,,,,True,False
19159,41,16.0,15.8,,12.0,0.0,,,,,,12.0,,19.1,13.1,,11.6,6.1,,,2.6,,,,,13.0,14.9,-25.0,-25.2,,-29.0,-41.0,,,,,,-29.0,,-21.9,-27.9,,-29.4,-34.9,,,-38.4,,,,,-28.0,-26.1,False,,False,False,,,,,,False,,True,False,,False,False,,,False,,,,,False,False
19161,150,268.0,278.9,,251.0,247.0,,,,,,36.0,,241.2,88.2,,323.4,165.7,52.7,,450.6,,,,,147.0,334.4,118.0,128.9,,101.0,97.0,,,,,,-114.0,,91.2,-61.8,,173.4,15.7,-97.3,,300.6,,,,,-3.0,184.4,False,,True,True,,,,,,True,,True,True,,False,True,True,,False,,,,,True,False
19163,1220,1008.0,1029.6,,985.0,645.0,,,,,,1038.0,,947.2,896.5,,1031.8,851.9,681.6,,985.6,673.5,1236.0,,,1007.0,1185.1,-212.0,-190.4,,-235.0,-575.0,,,,,,-182.0,,-272.8,-323.5,,-188.2,-368.1,-538.4,,-234.4,-546.5,16.0,,,-213.0,-34.9,True,,False,False,,,,,,True,,False,False,,True,False,False,,False,False,True,,,False,True
19165,97,36.0,35.1,,32.0,6.0,,,,,,30.0,,32.2,45.2,,5.3,31.6,46.7,,1.0,,,,,21.0,50.7,-61.0,-61.9,,-65.0,-91.0,,,,,,-67.0,,-64.8,-51.8,,-91.7,-65.4,-50.3,,-96.0,,,,,-76.0,-46.3,False,,False,False,,,,,,False,,False,True,,False,False,True,,False,,,,,False,True
19167,952,1004.0,946.6,,790.0,676.0,,,,,,298.0,,784.3,237.6,,874.3,787.2,420.4,,1004.1,615.4,,,,276.0,1095.2,52.0,-5.4,,-162.0,-276.0,,,,,,-654.0,,-167.7,-714.4,,-77.7,-164.8,-531.6,,52.1,-336.6,,,,-676.0,143.2,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,False
19169,546,668.0,900.5,,639.0,2579.0,,,,,,907.0,,657.4,459.6,,402.5,419.2,0.0,,407.4,637.1,,,,246.0,966.5,122.0,354.5,,93.0,2033.0,,,,,,361.0,,111.4,-86.4,,-143.5,-126.8,-546.0,,-138.6,91.1,,,,-300.0,420.5,False,,True,False,,,,,,False,,True,True,,False,False,False,,False,True,,,,False,False
19171,203,68.0,81.2,,68.0,,,,,,,85.0,,190.7,50.4,,18.6,73.7,8.9,,43.6,,,,,37.0,101.9,-135.0,-121.8,,-135.0,,,,,,,-118.0,,-12.3,-152.6,,-184.4,-129.3,-194.1,,-159.4,,,,,-166.0,-101.1,True,,False,,,,,,,True,,True,False,,False,True,False,,False,,,,,False,True
19173,99,12.0,10.9,,13.0,0.0,,,,,,18.0,,14.1,15.6,,4.7,16.4,22.1,,7.8,,,,,51.0,13.3,-87.0,-88.1,,-86.0,-99.0,,,,,,-81.0,,-84.9,-83.4,,-94.3,-82.6,-76.9,,-91.2,,,,,-48.0,-85.7,False,,True,False,,,,,,True,,True,True,,False,True,True,,False,,,,,True,True
19175,88,64.0,59.6,,59.0,106.0,,,,,,34.0,,178.7,53.4,,31.8,49.7,34.6,,167.4,,,,,70.0,62.4,-24.0,-28.4,,-29.0,18.0,,,,,,-54.0,,90.7,-34.6,,-56.2,-38.3,-53.4,,79.4,,,,,-18.0,-25.6,False,,False,True,,,,,,False,,False,False,,False,False,False,,False,,,,,True,False
19177,43,4.0,5.2,,3.0,0.0,,,,,,44.0,,2.6,17.3,,1.1,6.6,0.0,,2.3,,,,,11.0,10.6,-39.0,-37.8,,-40.0,-43.0,,,,,,1.0,,-40.4,-25.7,,-41.9,-36.4,-43.0,,-40.7,,,,,-32.0,-32.4,True,,False,False,,,,,,True,,False,True,,False,True,False,,False,,,,,True,True
19179,209,288.0,276.4,,277.0,0.0,,,,,,293.0,,319.7,179.0,,91.9,301.8,2.2,,252.9,272.7,,,,158.0,326.8,79.0,67.4,,68.0,-209.0,,,,,,84.0,,110.7,-30.0,,-117.1,92.8,-206.8,,43.9,63.7,,,,-51.0,117.8,True,,True,False,,,,,,False,,False,True,,False,False,False,,True,True,,,,True,False
19181,210,100.0,139.2,,116.0,139.0,,,,,,202.0,,269.3,136.4,,17.7,88.9,269.9,,13.0,,,,,34.0,181.6,-110.0,-70.8,,-94.0,-71.0,,,,,,-8.0,,59.3,-73.6,,-192.3,-121.1,59.9,,-197.0,,,,,-176.0,-28.4,True,,True,True,,,,,,True,,True,True,,False,False,True,,False,,,,,False,True
19183,171,168.0,166.7,,114.0,0.0,,,,,,111.0,,259.5,74.2,,28.3,123.9,78.9,,44.7,,,,,128.0,202.2,-3.0,-4.3,,-57.0,-171.0,,,,,,-60.0,,88.5,-96.8,,-142.7,-47.1,-92.1,,-126.3,,,,,-43.0,31.2,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,False,False
19185,30,36.0,27.7,,29.0,39.0,,,,,,24.0,,29.7,27.7,,27.8,27.8,,,34.8,,,,,25.0,43.3,6.0,-2.3,,-1.0,9.0,,,,,,-6.0,,-0.3,-2.3,,-2.2,-2.2,,,4.8,,,,,-5.0,13.3,True,,True,False,,,,,,False,,True,True,,True,True,,,True,,,,,True,False
19187,472,184.0,228.4,,167.0,91.0,,,,,,223.0,,270.1,133.9,,38.4,161.8,0.2,,114.9,209.2,,,,81.0,261.4,-288.0,-243.6,,-305.0,-381.0,,,,,,-249.0,,-201.9,-338.1,,-433.6,-310.2,-471.8,,-357.1,-262.8,,,,-391.0,-210.6,True,,False,False,,,,,,True,,True,False,,False,False,False,,False,True,,,,False,True
19189,150,280.0,261.8,,180.0,180.0,,,,,,43.0,,274.8,69.6,,185.3,162.8,50.9,,95.4,,,,,132.0,327.5,130.0,111.8,,30.0,30.0,,,,,,-107.0,,124.8,-80.4,,35.3,12.8,-99.1,,-54.6,,,,,-18.0,177.5,True,,True,True,,,,,,True,,True,True,,True,True,True,,True,,,,,True,False
19191,132,136.0,140.9,,114.0,37.0,,,,,,114.0,,187.0,82.2,,50.3,132.8,63.7,,26.4,,,,,146.0,140.0,4.0,8.9,,-18.0,-95.0,,,,,,-18.0,,55.0,-49.8,,-81.7,0.8,-68.3,,-105.6,,,,,14.0,8.0,False,,False,False,,,,,,False,,False,False,,False,True,False,,False,,,,,False,False
19193,1790,1744.0,1732.0,,1368.0,2801.0,,,,,,597.0,,1151.9,483.9,,903.0,1850.6,40.0,,1433.6,1300.3,,,,67.0,1799.3,-46.0,-58.0,,-422.0,1011.0,,,,,,-1193.0,,-638.1,-1306.1,,-887.0,60.6,-1750.0,,-356.4,-489.7,,,,-1723.0,9.3,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,True
19195,27,28.0,28.8,,28.0,0.0,,,,,,40.0,,26.1,26.7,,3.2,28.0,28.3,,12.0,,,,,11.0,32.7,1.0,1.8,,1.0,-27.0,,,,,,13.0,,-0.9,-0.3,,-23.8,1.0,1.3,,-15.0,,,,,-16.0,5.7,False,,False,False,,,,,,False,,True,True,,False,False,False,,False,,,,,False,False
19197,116,88.0,84.9,,56.0,0.0,,,,,,58.0,,138.3,49.7,,23.3,65.8,1.6,,10.7,,,,,18.0,82.4,-28.0,-31.1,,-60.0,-116.0,,,,,,-58.0,,22.3,-66.3,,-92.7,-50.2,-114.4,,-105.3,,,,,-98.0,-33.6,False,,False,False,,,,,,False,,True,False,,False,False,False,,False,,,,,False,False
20001,72,20.0,19.1,,19.0,19.0,,,,,,23.0,,239.3,18.9,,,6.3,,,4.1,,,,,20.0,17.0,-52.0,-52.9,,-53.0,-53.0,,,,,,-49.0,,167.3,-53.1,,,-65.7,,,-67.9,,,,,-52.0,-55.0,False,,False,False,,,,,,True,,False,False,,,False,,,False,,,,,False,False
20003,58,36.0,41.8,,26.0,27.0,,,,,,27.0,,40.2,18.6,,3.1,18.4,,,7.9,,,,,45.0,33.1,-22.0,-16.2,,-32.0,-31.0,,,,,,-31.0,,-17.8,-39.4,,-54.9,-39.6,,,-50.1,,,,,-13.0,-24.9,True,,False,False,,,,,,False,,True,False,,False,False,,,False,,,,,True,False
20005,153,104.0,149.0,,58.0,92.0,,,,,,58.0,,116.7,69.3,,0.0,37.0,0.1,,14.7,,,,,24.0,110.0,-49.0,-4.0,,-95.0,-61.0,,,,,,-95.0,,-36.3,-83.7,,-153.0,-116.0,-152.9,,-138.3,,,,,-129.0,-43.0,True,,False,False,,,,,,False,,True,False,,False,False,False,,False,,,,,False,True
20007,22,4.0,2.9,,2.0,0.0,,,,,,14.0,,4.3,1.0,,0.0,0.9,,,0.0,,,,,15.0,5.1,-18.0,-19.1,,-20.0,-22.0,,,,,,-8.0,,-17.7,-21.0,,-22.0,-21.1,,,-22.0,,,,,-7.0,-16.9,False,,False,False,,,,,,True,,True,False,,False,False,,,False,,,,,True,True
20009,243,320.0,299.6,,147.0,120.0,,,,,,113.0,,488.2,193.7,,91.3,158.3,68.2,,60.1,,,,,229.0,344.2,77.0,56.6,,-96.0,-123.0,,,,,,-130.0,,245.2,-49.3,,-151.7,-84.7,-174.8,,-182.9,,,,,-14.0,101.2,True,,False,False,,,,,,False,,False,True,,False,False,False,,False,,,,,True,False
20011,137,104.0,109.9,,69.0,8.0,,,,,,72.0,,374.6,50.2,,17.9,53.4,60.5,,9.9,,,,,111.0,91.6,-33.0,-27.1,,-68.0,-129.0,,,,,,-65.0,,237.6,-86.8,,-119.1,-83.6,-76.5,,-127.1,,,,,-26.0,-45.4,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,True,False
20013,92,40.0,35.1,,31.0,8.0,,,,,,31.0,,38.6,28.2,,10.6,33.2,,,5.5,,,,,108.0,33.3,-52.0,-56.9,,-61.0,-84.0,,,,,,-61.0,,-53.4,-63.8,,-81.4,-58.8,,,-86.5,,,,,16.0,-58.7,False,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,True,False
20015,271,72.0,73.4,,89.0,3.0,,,,,,218.0,,295.6,399.2,,7.2,88.0,275.1,,40.4,,,,,17.0,115.9,-199.0,-197.6,,-182.0,-268.0,,,,,,-53.0,,24.6,128.2,,-263.8,-183.0,4.1,,-230.6,,,,,-254.0,-155.1,True,,True,False,,,,,,True,,True,True,,False,True,True,,False,,,,,False,True
20017,9,0.0,0.3,,0.0,0.0,,,,,,11.0,,1.1,4.3,,2.2,3.8,,,0.0,,,,,0.0,18.1,-9.0,-8.7,,-9.0,-9.0,,,,,,2.0,,-7.9,-4.7,,-6.8,-5.2,,,-9.0,,,,,-9.0,9.1,True,,False,False,,,,,,True,,True,True,,True,True,,,False,,,,,False,False
20019,9,4.0,5.7,,4.0,0.0,,,,,,9.0,,10.4,3.8,,0.1,1.6,,,2.1,,,,,1.0,5.5,-5.0,-3.3,,-5.0,-9.0,,,,,,0.0,,1.4,-5.2,,-8.9,-7.4,,,-6.8,,,,,-8.0,-3.5,True,,False,False,,,,,,True,,True,False,,False,False,,,False,,,,,False,True
