,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01133,183,356.0,364.6,,209.0,276.0,,,,,,223.0,,144.6,71.4,,272.4,176.2,98.4,,138.5,,,,,,403.2,173.0,181.6,,26.0,93.0,,,,,,40.0,,-38.4,-111.6,,89.4,-6.8,-84.6,,-44.5,,,,,,220.2,False,,True,True,,,,,,True,,True,True,,True,True,True,,True,,,,,,False
02013,4,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.6,,,0.0,,,0.0,,,,,,4.0,-4.0,-4.0,,-4.0,-4.0,,,,,,,,-4.0,-3.4,,,-4.0,,,-4.0,,,,,,0.0,False,,False,False,,,,,,,,False,True,,,True,,,False,,,,,,True
02016,2,0.0,2.3,,0.0,0.0,,,,,,,,0.0,1.1,,,0.1,,,0.1,,,,,,5.2,-2.0,0.3,,-2.0,-2.0,,,,,,,,-2.0,-0.9,,,-1.9,,,-1.9,,,,,,3.2,True,,False,False,,,,,,,,False,True,,,True,,,True,,,,,,False
02020,2245,1152.0,1137.3,,1007.0,439.0,,,,,,,,1006.0,1448.3,,743.2,1079.5,907.1,,419.5,680.3,984.0,,,,1397.4,-1093.0,-1107.7,,-1238.0,-1806.0,,,,,,,,-1239.0,-796.7,,-1501.8,-1165.5,-1337.9,,-1825.5,-1564.7,-1261.0,,,,-847.6,False,,False,False,,,,,,,,False,True,,False,False,False,,False,False,False,,,,True
02050,149,40.0,47.3,,40.0,0.0,,,,,,,,50.2,40.0,,14.9,50.2,,,56.6,,,,,,32.8,-109.0,-101.7,,-109.0,-149.0,,,,,,,,-98.8,-109.0,,-134.1,-98.8,,,-92.4,,,,,,-116.2,True,,False,False,,,,,,,,True,False,,False,True,,,True,,,,,,False
02060,0,0.0,0.7,,0.0,0.0,,,,,,,,0.0,0.0,,0.4,0.0,,,0.0,,,,,,4.4,0.0,0.7,,0.0,0.0,,,,,,,,0.0,0.0,,0.4,0.0,,,0.0,,,,,,4.4,False,,True,True,,,,,,,,False,True,,False,True,,,True,,,,,,False
02068,15,0.0,0.5,,0.0,0.0,,,,,,,,1.3,1.8,,,0.0,,,0.0,,,,,,5.0,-15.0,-14.5,,-15.0,-15.0,,,,,,,,-13.7,-13.2,,,-15.0,,,-15.0,,,,,,-10.0,True,,False,False,,,,,,,,True,True,,,True,,,False,,,,,,True
02070,8,4.0,3.2,,3.0,0.0,,,,,,,,7.7,5.3,,0.3,1.7,,,3.0,,,,,,4.3,-4.0,-4.8,,-5.0,-8.0,,,,,,,,-0.3,-2.7,,-7.7,-6.3,,,-5.0,,,,,,-3.7,False,,False,False,,,,,,,,True,True,,False,False,,,False,,,,,,True
02090,779,360.0,338.4,,361.0,,,,,,,,,465.7,318.4,,358.2,362.5,375.5,,247.6,,,,,,449.0,-419.0,-440.6,,-418.0,,,,,,,,,-313.3,-460.6,,-420.8,-416.5,-403.5,,-531.4,,,,,,-330.0,False,,True,,,,,,,,,True,False,,False,True,True,,False,,,,,,True
02100,2,4.0,4.1,,4.0,0.0,,,,,,,,3.6,0.8,,,0.7,,,0.0,,,,,,5.5,2.0,2.1,,2.0,-2.0,,,,,,,,1.6,-1.2,,,-1.3,,,-2.0,,,,,,3.5,False,,False,False,,,,,,,,True,True,,,True,,,False,,,,,,False
02105,0,0.0,0.0,,0.0,0.0,,,,,,,,0.4,1.8,,,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0.4,1.8,,,0.0,,,0.0,,,,,,,True,,True,True,,,,,,,,False,False,,,False,,,True,,,,,,
02110,100,132.0,126.1,,118.0,132.0,,,,,,,,201.4,101.0,,44.5,115.7,75.8,,108.1,,,,,,127.2,32.0,26.1,,18.0,32.0,,,,,,,,101.4,1.0,,-55.5,15.7,-24.2,,8.1,,,,,,27.2,True,,True,False,,,,,,,,False,True,,False,True,True,,True,,,,,,True
02122,120,36.0,33.4,,32.0,17.0,,,,,,,,136.5,81.5,,5.8,33.7,99.3,,0.8,,,,,,41.8,-84.0,-86.6,,-88.0,-103.0,,,,,,,,16.5,-38.5,,-114.2,-86.3,-20.7,,-119.2,,,,,,-78.2,False,,False,False,,,,,,,,True,True,,False,False,True,,False,,,,,,True
02130,10,4.0,4.1,,4.0,0.0,,,,,,,,5.5,3.3,,2.9,1.9,,,1.9,,,,,,6.4,-6.0,-5.9,,-6.0,-10.0,,,,,,,,-4.5,-6.7,,-7.1,-8.1,,,-8.1,,,,,,-3.6,True,,False,False,,,,,,,,True,False,,False,False,,,False,,,,,,True
02150,26,4.0,6.6,,2.0,0.0,,,,,,,,3.5,4.7,,0.7,2.0,,,0.4,,,,,,7.3,-22.0,-19.4,,-24.0,-26.0,,,,,,,,-22.5,-21.3,,-25.3,-24.0,,,-25.6,,,,,,-18.7,True,,False,False,,,,,,,,False,True,,False,False,,,False,,,,,,True
02158,21,8.0,7.9,,4.0,0.0,,,,,,,,7.1,,,,3.6,,,3.5,,,,,,,-13.0,-13.1,,-17.0,-21.0,,,,,,,,-13.9,,,,-17.4,,,-17.5,,,,,,,False,,False,False,,,,,,,,False,,,,False,,,False,,,,,,
02164,8,0.0,0.0,,0.0,0.0,,,,,,,,0.3,2.2,,,0.0,,,0.0,,,,,,4.0,-8.0,-8.0,,-8.0,-8.0,,,,,,,,-7.7,-5.8,,,-8.0,,,-8.0,,,,,,-4.0,False,,False,False,,,,,,,,True,True,,,True,,,False,,,,,,True
02170,250,176.0,162.8,,152.0,0.0,,,,,,,,197.7,293.6,,89.7,145.5,239.7,,85.6,,,,,,171.8,-74.0,-87.2,,-98.0,-250.0,,,,,,,,-52.3,43.6,,-160.3,-104.5,-10.3,,-164.4,,,,,,-78.2,False,,False,False,,,,,,,,True,True,,False,False,True,,False,,,,,,False
02180,57,4.0,7.2,,5.0,0.0,,,,,,,,9.8,12.8,,9.1,21.4,,,3.9,,,,,,10.6,-53.0,-49.8,,-52.0,-57.0,,,,,,,,-47.2,-44.2,,-47.9,-35.6,,,-53.1,,,,,,-46.4,True,,True,False,,,,,,,,True,True,,True,True,,,False,,,,,,True
02185,115,92.0,86.0,,76.0,0.0,,,,,,,,88.8,38.0,,8.9,70.8,,,102.9,,,,,,88.8,-23.0,-29.0,,-39.0,-115.0,,,,,,,,-26.2,-77.0,,-106.1,-44.2,,,-12.1,,,,,,-26.2,False,,False,False,,,,,,,,False,False,,False,False,,,True,,,,,,False
02188,120,36.0,33.1,,23.0,0.0,,,,,,,,20.7,19.6,,16.5,52.2,,,18.3,,,,,,29.9,-84.0,-86.9,,-97.0,-120.0,,,,,,,,-99.3,-100.4,,-103.5,-67.8,,,-101.7,,,,,,-90.1,False,,False,False,,,,,,,,False,False,,False,True,,,False,,,,,,False
02195,4,0.0,0.0,,0.0,0.0,,,,,,,,0.4,0.3,,0.2,0.0,,,0.0,,,,,,,-4.0,-4.0,,-4.0,-4.0,,,,,,,,-3.6,-3.7,,-3.8,-4.0,,,-4.0,,,,,,,False,,False,False,,,,,,,,True,True,,True,True,,,False,,,,,,
02198,3,4.0,4.6,,0.0,0.0,,,,,,,,3.1,6.7,,1.9,0.8,,,0.0,,,,,,,1.0,1.6,,-3.0,-3.0,,,,,,,,0.1,3.7,,-1.1,-2.2,,,-3.0,,,,,,,False,,False,False,,,,,,,,True,False,,False,False,,,False,,,,,,
02220,13,8.0,6.9,,5.0,0.0,,,,,,,,6.3,11.1,,4.4,6.6,,,4.2,,,,,,6.3,-5.0,-6.1,,-8.0,-13.0,,,,,,,,-6.7,-1.9,,-8.6,-6.4,,,-8.8,,,,,,-6.7,False,,False,False,,,,,,,,False,True,,False,False,,,False,,,,,,False
02230,1,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,-1.0,-1.0,,-1.0,-1.0,,,,,,,,-1.0,-1.0,,,-1.0,,,-1.0,,,,,,,False,,False,False,,,,,,,,False,False,,,True,,,False,,,,,,
02240,21,4.0,4.1,,3.0,0.0,,,,,,,,5.5,0.6,,0.8,2.3,,,1.9,,,,,,5.3,-17.0,-16.9,,-18.0,-21.0,,,,,,,,-15.5,-20.4,,-20.2,-18.7,,,-19.1,,,,,,-15.7,True,,False,False,,,,,,,,True,False,,False,False,,,False,,,,,,True
02261,25,0.0,0.7,,1.0,0.0,,,,,,,,2.7,2.3,,6.3,3.1,,,0.0,,,,,,7.4,-25.0,-24.3,,-24.0,-25.0,,,,,,,,-22.3,-22.7,,-18.7,-21.9,,,-25.0,,,,,,-17.6,True,,True,False,,,,,,,,True,True,,True,True,,,False,,,,,,True
02275,0,4.0,5.1,,4.0,0.0,,,,,,,,3.1,0.7,,,0.5,,,4.8,,,,,,,4.0,5.1,,4.0,0.0,,,,,,,,3.1,0.7,,,0.5,,,4.8,,,,,,,False,,False,True,,,,,,,,True,True,,,True,,,False,,,,,,
02282,7,0.0,0.4,,0.0,0.0,,,,,,,,0.0,0.0,,,1.8,,,11.2,,,,,,4.8,-7.0,-6.6,,-7.0,-7.0,,,,,,,,-7.0,-7.0,,,-5.2,,,4.2,,,,,,-2.2,True,,False,False,,,,,,,,False,False,,,True,,,True,,,,,,True
02290,19,16.0,16.2,,9.0,0.0,,,,,,,,11.7,2.4,,9.4,6.4,,,0.1,,,,,,12.7,-3.0,-2.8,,-10.0,-19.0,,,,,,,,-7.3,-16.6,,-9.6,-12.6,,,-18.9,,,,,,-6.3,True,,False,False,,,,,,,,False,False,,False,False,,,False,,,,,,False
04001,335,224.0,205.2,,143.0,57.0,,,,,,542.0,,99.9,80.7,,87.0,243.6,2.4,,18.3,192.7,,,,,245.6,-111.0,-129.8,,-192.0,-278.0,,,,,,207.0,,-235.1,-254.3,,-248.0,-91.4,-332.6,,-316.7,-142.3,,,,,-89.4,False,,False,False,,,,,,False,,False,False,,False,True,False,,False,False,,,,,True
04003,150,52.0,52.8,,56.0,21.0,,,,,,166.0,,285.4,74.2,,19.0,75.5,60.3,,17.8,56.6,,,,,91.5,-98.0,-97.2,,-94.0,-129.0,,,,,,16.0,,135.4,-75.8,,-131.0,-74.5,-89.7,,-132.2,-93.4,,,,,-58.5,True,,True,False,,,,,,True,,False,True,,False,True,True,,False,True,,,,,True
04005,971,988.0,961.5,,655.0,27.0,,,,,,644.0,,753.8,174.8,,593.0,881.8,141.8,,158.2,523.9,1731.0,,,,1109.5,17.0,-9.5,,-316.0,-944.0,,,,,,-327.0,,-217.2,-796.2,,-378.0,-89.2,-829.2,,-812.8,-447.1,760.0,,,,138.5,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,False,,,,False
04007,496,200.0,188.5,,158.0,53.0,,,,,,41.0,,368.9,82.8,,155.4,198.6,0.3,,45.4,167.8,,,,,299.6,-296.0,-307.5,,-338.0,-443.0,,,,,,-455.0,,-127.1,-413.2,,-340.6,-297.4,-495.7,,-450.6,-328.2,,,,,-196.4,False,,False,False,,,,,,False,,True,False,,False,False,False,,False,False,,,,,True
04009,234,56.0,51.4,,50.0,41.0,,,,,,56.0,,193.0,61.3,,25.6,59.8,0.0,,41.0,,,,,,100.2,-178.0,-182.6,,-184.0,-193.0,,,,,,-178.0,,-41.0,-172.7,,-208.4,-174.2,-234.0,,-193.0,,,,,,-133.8,False,,False,False,,,,,,False,,True,True,,False,True,False,,False,,,,,,True
04011,16,0.0,0.0,,0.0,0.0,,,,,,21.0,,1.3,5.1,,0.0,0.4,,,0.0,,,,,,7.5,-16.0,-16.0,,-16.0,-16.0,,,,,,5.0,,-14.7,-10.9,,-16.0,-15.6,,,-16.0,,,,,,-8.5,False,,False,False,,,,,,True,,True,True,,True,True,,,False,,,,,,True
04012,58,36.0,42.4,,36.0,0.0,,,,,,19.0,,598.7,11.6,,5.4,41.0,0.0,,67.2,,,,,,42.1,-22.0,-15.6,,-22.0,-58.0,,,,,,-39.0,,540.7,-46.4,,-52.6,-17.0,-58.0,,9.2,,,,,,-15.9,True,,False,False,,,,,,False,,False,False,,False,True,False,,True,,,,,,True
04013,9616,7812.0,7867.4,6367.2,7243.0,14563.0,,,,,,7164.0,,6392.2,5523.7,,7256.5,8615.3,928.3,,1257.6,7242.6,10254.0,,,,11088.9,-1804.0,-1748.6,-3248.8,-2373.0,4947.0,,,,,,-2452.0,,-3223.8,-4092.3,,-2359.5,-1000.7,-8687.7,,-8358.4,-2373.4,638.0,,,,1472.9,True,False,False,False,,,,,,False,,False,False,,False,True,False,,False,False,True,,,,True
04015,287,396.0,311.8,,280.0,45.0,,,,,,286.0,,457.1,130.0,,178.8,263.3,165.1,,702.2,279.0,228.0,,,,676.4,109.0,24.8,,-7.0,-242.0,,,,,,-1.0,,170.1,-157.0,,-108.2,-23.7,-121.9,,415.2,-8.0,-59.0,,,,389.4,True,,True,False,,,,,,True,,False,False,,True,True,False,,False,True,True,,,,False
04017,399,228.0,240.4,,187.0,63.0,,,,,,535.0,,265.9,82.2,,106.9,203.0,6.5,,146.2,170.0,,,,,278.5,-171.0,-158.6,,-212.0,-336.0,,,,,,136.0,,-133.1,-316.8,,-292.1,-196.0,-392.5,,-252.8,-229.0,,,,,-120.5,True,,False,False,,,,,,True,,True,False,,False,False,False,,False,False,,,,,True
04019,2332,7824.0,7977.2,5356.6,5700.0,12999.0,,,,,,2116.0,,5437.0,1271.4,,7935.9,5594.1,3005.9,,2185.7,4225.1,24801.0,,,,7878.9,5492.0,5645.2,3024.6,3368.0,10667.0,,,,,,-216.0,,3105.0,-1060.6,,5603.9,3262.1,673.9,,-146.3,1893.1,22469.0,,,,5546.9,False,True,True,False,,,,,,True,,True,True,,False,True,True,,True,True,False,,,,False
04021,965,668.0,680.6,803.1,519.0,563.0,,,,,,470.0,,960.5,343.7,,480.3,571.3,307.4,,178.1,507.2,406.0,,,,989.5,-297.0,-284.4,-161.9,-446.0,-402.0,,,,,,-495.0,,-4.5,-621.3,,-484.7,-393.7,-657.6,,-786.9,-457.8,-559.0,,,,24.5,True,True,False,False,,,,,,False,,True,False,,False,False,False,,False,False,False,,,,True
04023,131,124.0,141.7,,89.0,4.0,,,,,,136.0,,270.3,19.8,,37.3,114.5,0.9,,15.0,73.9,,,,,111.1,-7.0,10.7,,-42.0,-127.0,,,,,,5.0,,139.3,-111.2,,-93.7,-16.5,-130.1,,-116.0,-57.1,,,,,-19.9,False,,False,False,,,,,,True,,False,False,,False,False,False,,False,False,,,,,False
04025,300,156.0,149.3,,169.0,84.0,,,,,,242.0,,366.4,218.5,,164.1,271.4,217.3,,37.7,203.6,167.0,,,,257.0,-144.0,-150.7,,-131.0,-216.0,,,,,,-58.0,,66.4,-81.5,,-135.9,-28.6,-82.7,,-262.3,-96.4,-133.0,,,,-43.0,False,,True,False,,,,,,True,,True,True,,True,True,True,,False,True,True,,,,True
04027,660,480.0,481.2,472.8,406.0,134.0,,,,,,343.0,,472.9,224.7,,206.1,621.2,6.2,,299.6,282.8,539.0,,,,633.5,-180.0,-178.8,-187.2,-254.0,-526.0,,,,,,-317.0,,-187.1,-435.3,,-453.9,-38.8,-653.8,,-360.4,-377.2,-121.0,,,,-26.5,True,False,False,False,,,,,,False,,False,False,,False,True,False,,False,False,True,,,,True
05001,251,148.0,149.6,,140.0,0.0,,,,,,115.0,,349.6,79.7,,91.1,146.5,0.1,,432.2,,,,,,140.3,-103.0,-101.4,,-111.0,-251.0,,,,,,-136.0,,98.6,-171.3,,-159.9,-104.5,-250.9,,181.2,,,,,,-110.7,True,,False,False,,,,,,False,,True,False,,False,False,False,,False,,,,,,False
05003,80,80.0,89.7,,79.0,0.0,,,,,,81.0,,225.9,28.0,,39.6,70.7,0.4,,133.2,,,,,,111.2,0.0,9.7,,-1.0,-80.0,,,,,,1.0,,145.9,-52.0,,-40.4,-9.3,-79.6,,53.2,,,,,,31.2,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,,False
05005,266,268.0,273.1,,252.0,554.0,,,,,,133.0,,849.5,168.6,,139.5,194.7,173.4,,214.2,,,,,,264.4,2.0,7.1,,-14.0,288.0,,,,,,-133.0,,583.5,-97.4,,-126.5,-71.3,-92.6,,-51.8,,,,,,-1.6,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,,True
05007,1386,1360.0,1294.5,,1394.0,2165.0,,,,,,1944.0,,1449.2,269.4,,748.0,1487.9,198.6,,1372.5,813.1,1492.0,,,,1633.4,-26.0,-91.5,,8.0,779.0,,,,,,558.0,,63.2,-1116.6,,-638.0,101.9,-1187.4,,-13.5,-572.9,106.0,,,,247.4,False,,True,False,,,,,,False,,False,False,,False,False,False,,True,False,False,,,,False
05009,341,516.0,516.6,,363.0,1397.0,,,,,,363.0,,1143.9,210.1,,270.6,314.1,105.2,,195.7,,,,,,673.7,175.0,175.6,,22.0,1056.0,,,,,,22.0,,802.9,-130.9,,-70.4,-26.9,-235.8,,-145.3,,,,,,332.7,False,,True,False,,,,,,True,,False,True,,True,True,False,,True,,,,,,False
05011,21,56.0,65.7,,46.0,13.0,,,,,,68.0,,55.5,35.8,,12.8,44.8,0.0,,36.9,,,,,,115.9,35.0,44.7,,25.0,-8.0,,,,,,47.0,,34.5,14.8,,-8.2,23.8,-21.0,,15.9,,,,,,94.9,False,,True,True,,,,,,False,,True,True,,True,True,True,,True,,,,,,False
05013,8,24.0,24.9,,17.0,0.0,,,,,,17.0,,35.2,11.6,,,10.5,,,0.5,,,,,,18.7,16.0,16.9,,9.0,-8.0,,,,,,9.0,,27.2,3.6,,,2.5,,,-7.5,,,,,,10.7,False,,True,True,,,,,,True,,False,True,,,True,,,True,,,,,,True
05015,320,244.0,238.5,,228.0,257.0,,,,,,204.0,,501.1,73.5,,91.3,181.6,130.8,,243.9,,,,,,263.9,-76.0,-81.5,,-92.0,-63.0,,,,,,-116.0,,181.1,-246.5,,-228.7,-138.4,-189.2,,-76.1,,,,,,-56.1,False,,False,True,,,,,,False,,False,False,,False,False,False,,False,,,,,,True
05017,37,64.0,76.1,,39.0,7.0,,,,,,69.0,,55.1,20.3,,10.9,39.1,0.6,,6.8,,,,,,104.3,27.0,39.1,,2.0,-30.0,,,,,,32.0,,18.1,-16.7,,-26.1,2.1,-36.4,,-30.2,,,,,,67.3,False,,True,False,,,,,,False,,True,True,,True,True,False,,False,,,,,,False
05019,156,128.0,122.9,,117.0,26.0,,,,,,190.0,,622.6,58.7,,39.5,116.7,30.5,,62.0,,,,,,144.6,-28.0,-33.1,,-39.0,-130.0,,,,,,34.0,,466.6,-97.3,,-116.5,-39.3,-125.5,,-94.0,,,,,,-11.4,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,,True
05021,165,116.0,118.0,,116.0,163.0,,,,,,129.0,,532.3,70.3,,42.6,79.4,44.9,,88.0,,,,,,167.2,-49.0,-47.0,,-49.0,-2.0,,,,,,-36.0,,367.3,-94.7,,-122.4,-85.6,-120.1,,-77.0,,,,,,2.2,True,,False,True,,,,,,True,,False,False,,False,False,False,,False,,,,,,True
05023,118,72.0,78.4,,75.0,79.0,,,,,,153.0,,299.3,40.5,,29.4,86.4,56.2,,6.6,,,,,,97.4,-46.0,-39.6,,-43.0,-39.0,,,,,,35.0,,181.3,-77.5,,-88.6,-31.6,-61.8,,-111.4,,,,,,-20.6,True,,True,True,,,,,,True,,False,False,,False,True,False,,False,,,,,,True
05025,24,84.0,85.3,,34.0,1.0,,,,,,34.0,,131.3,26.8,,13.4,48.8,21.2,,19.1,,,,,,102.0,60.0,61.3,,10.0,-23.0,,,,,,10.0,,107.3,2.8,,-10.6,24.8,-2.8,,-4.9,,,,,,78.0,False,,True,True,,,,,,True,,False,True,,True,True,True,,True,,,,,,False
05027,272,148.0,146.2,,113.0,84.0,,,,,,145.0,,333.7,92.4,,78.9,113.5,62.2,,73.2,,,,,,173.7,-124.0,-125.8,,-159.0,-188.0,,,,,,-127.0,,61.7,-179.6,,-193.1,-158.5,-209.8,,-198.8,,,,,,-98.3,False,,False,False,,,,,,False,,True,False,,False,False,False,,False,,,,,,True
05029,83,56.0,63.1,,58.0,58.0,,,,,,283.0,,406.5,64.5,,22.9,56.3,70.4,,23.6,,,,,,65.9,-27.0,-19.9,,-25.0,-25.0,,,,,,200.0,,323.5,-18.5,,-60.1,-26.7,-12.6,,-59.4,,,,,,-17.1,True,,True,True,,,,,,False,,False,True,,False,True,True,,False,,,,,,True
05031,1408,988.0,1005.9,,965.0,2701.0,,,,,,1205.0,,1380.5,527.5,,432.3,697.5,710.5,,492.3,666.1,,,,,1193.9,-420.0,-402.1,,-443.0,1293.0,,,,,,-203.0,,-27.5,-880.5,,-975.7,-710.5,-697.5,,-915.7,-741.9,,,,,-214.1,True,,False,False,,,,,,True,,True,False,,False,False,False,,False,False,,,,,True
05033,622,620.0,637.4,,592.0,511.0,,,,,,604.0,,1074.2,237.7,,338.9,477.2,311.9,,341.2,763.8,,,,,749.4,-2.0,15.4,,-30.0,-111.0,,,,,,-18.0,,452.2,-384.3,,-283.1,-144.8,-310.1,,-280.8,141.8,,,,,127.4,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,,False
05035,308,276.0,269.4,,231.0,139.0,,,,,,361.0,,939.8,149.5,,99.3,243.7,4.1,,109.2,219.4,,,,,371.9,-32.0,-38.6,,-77.0,-169.0,,,,,,53.0,,631.8,-158.5,,-208.7,-64.3,-303.9,,-198.8,-88.6,,,,,63.9,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,,False
05037,133,164.0,159.8,,154.0,164.0,,,,,,151.0,,457.0,77.4,,29.6,114.6,1.4,,154.1,,,,,,237.6,31.0,26.8,,21.0,31.0,,,,,,18.0,,324.0,-55.6,,-103.4,-18.4,-131.6,,21.1,,,,,,104.6,True,,True,False,,,,,,True,,False,False,,False,True,False,,True,,,,,,False
05039,23,12.0,19.8,,22.0,50.0,,,,,,33.0,,50.6,29.7,,0.4,18.9,0.0,,22.1,,,,,,39.7,-11.0,-3.2,,-1.0,27.0,,,,,,10.0,,27.6,6.7,,-22.6,-4.1,-23.0,,-0.9,,,,,,16.7,True,,True,False,,,,,,True,,False,True,,False,True,False,,True,,,,,,False
05041,90,72.0,71.1,,58.0,9.0,,,,,,61.0,,66.5,34.0,,29.4,61.2,0.0,,27.9,,,,,,77.8,-18.0,-18.9,,-32.0,-81.0,,,,,,-29.0,,-23.5,-56.0,,-60.6,-28.8,-90.0,,-62.1,,,,,,-12.2,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,,True
05043,54,64.0,67.9,,53.0,9.0,,,,,,123.0,,233.7,45.2,,15.6,53.7,0.0,,1.0,,,,,,72.3,10.0,13.9,,-1.0,-45.0,,,,,,69.0,,179.7,-8.8,,-38.4,-0.3,-54.0,,-53.0,,,,,,18.3,False,,True,False,,,,,,False,,False,True,,False,True,False,,False,,,,,,False
05045,912,956.0,959.7,,958.0,1633.0,,,,,,1097.0,,1536.2,374.9,,984.5,930.3,498.6,,807.7,560.6,,,,,1277.6,44.0,47.7,,46.0,721.0,,,,,,185.0,,624.2,-537.1,,72.5,18.3,-413.4,,-104.3,-351.4,,,,,365.6,False,,False,False,,,,,,False,,False,False,,False,True,False,,False,False,,,,,False
05047,220,100.0,98.2,,89.0,22.0,,,,,,206.0,,516.9,84.1,,39.9,88.5,50.2,,41.7,,,,,,126.2,-120.0,-121.8,,-131.0,-198.0,,,,,,-14.0,,296.9,-135.9,,-180.1,-131.5,-169.8,,-178.3,,,,,,-93.8,False,,False,False,,,,,,True,,False,False,,False,False,False,,False,,,,,,True
05049,148,84.0,86.8,,74.0,74.0,,,,,,47.0,,117.0,61.2,,45.7,62.5,51.9,,75.3,,,,,,96.0,-64.0,-61.2,,-74.0,-74.0,,,,,,-101.0,,-31.0,-86.8,,-102.3,-85.5,-96.1,,-72.7,,,,,,-52.0,True,,False,False,,,,,,False,,True,False,,False,False,False,,False,,,,,,True
05051,496,504.0,520.3,,481.0,1017.0,,,,,,619.0,,680.1,450.1,,354.6,450.7,343.9,,162.3,369.3,,,,,659.4,8.0,24.3,,-15.0,521.0,,,,,,123.0,,184.1,-45.9,,-141.4,-45.3,-152.1,,-333.7,-126.7,,,,,163.4,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,,False
05053,89,96.0,93.6,,78.0,48.0,,,,,,75.0,,138.5,62.3,,49.1,74.4,66.7,,29.4,,,,,,117.1,7.0,4.6,,-11.0,-41.0,,,,,,-14.0,,49.5,-26.7,,-39.9,-14.6,-22.3,,-59.6,,,,,,28.1,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,,False
05055,446,288.0,302.0,,267.0,0.0,,,,,,337.0,,451.5,189.8,,173.1,267.1,128.2,,53.1,,,,,,325.9,-158.0,-144.0,,-179.0,-446.0,,,,,,-109.0,,5.5,-256.1,,-272.9,-178.9,-317.8,,-392.9,,,,,,-120.1,True,,False,False,,,,,,True,,True,False,,False,False,False,,False,,,,,,True
05057,141,44.0,50.1,,35.0,0.0,,,,,,108.0,,523.7,40.2,,8.6,35.0,0.0,,11.5,,,,,,65.0,-97.0,-90.9,,-106.0,-141.0,,,,,,-33.0,,382.7,-100.8,,-132.4,-106.0,-141.0,,-129.5,,,,,,-76.0,True,,False,False,,,,,,True,,False,False,,False,False,False,,False,,,,,,True
05059,266,196.0,198.8,,169.0,81.0,,,,,,240.0,,478.5,110.0,,139.4,210.3,4.7,,36.0,98.4,,,,,254.4,-70.0,-67.2,,-97.0,-185.0,,,,,,-26.0,,212.5,-156.0,,-126.6,-55.7,-261.3,,-230.0,-167.6,,,,,-11.6,True,,False,False,,,,,,True,,False,False,,False,True,False,,False,False,,,,,True
