,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48027,1077,1314.0,1549.0,,,,,1855.0,,1012.8,590.2,1020.8,41.6,906.1,,809.0,237.0,472.0,,,,,778.0,,-64.2,-486.8,-56.2,-1035.4,-170.9,,-268.0,False,,,,,False,,True,False,True,False,True,,False
48029,15859,6144.0,3279.0,,,,,5921.0,,4746.5,5796.8,1220.2,118.5,9476.7,,4159.0,-9715.0,-12580.0,,,,,-9938.0,,-11112.5,-10062.2,-14638.8,-15740.5,-6382.3,,-11700.0,False,,,,,False,,False,False,False,False,True,,False
48031,21,48.0,1.0,,,,,48.0,,34.1,0.2,68.1,18.0,37.5,,339.0,27.0,-20.0,,,,,27.0,,13.1,-20.8,47.1,-3.0,16.5,,318.0,True,,,,,False,,True,True,False,True,True,,False
48033,1,0.0,0.0,,,,,0.0,,0.0,,,0.0,,,,-1.0,-1.0,,,,,-1.0,,-1.0,,,-1.0,,,,False,,,,,False,,False,,,False,,,
48035,144,156.0,120.0,,,,,43.0,,163.0,26.3,121.6,32.6,104.3,,210.0,12.0,-24.0,,,,,-101.0,,19.0,-117.7,-22.4,-111.3,-39.7,,66.0,False,,,,,False,,False,False,False,False,False,,False
48037,573,762.0,1391.0,,,,,774.0,,550.2,232.3,205.9,429.4,439.7,,1310.0,189.0,818.0,,,,,201.0,,-22.8,-340.7,-367.1,-143.6,-133.3,,737.0,False,,,,,False,,True,False,False,True,True,,False
48039,2427,2532.0,2294.0,,,,,2888.0,,1452.0,2704.5,1198.5,1501.2,3165.5,,1330.0,105.0,-133.0,,,,,461.0,,-975.0,277.5,-1228.5,-925.8,738.5,,-1097.0,False,,,,,False,,False,False,False,False,False,,False
48041,2061,3228.0,7024.0,,,,,3328.0,,492.0,3475.8,462.7,11.4,1434.3,,2029.0,1167.0,4963.0,,,,,1267.0,,-1569.0,1414.8,-1598.3,-2049.6,-626.7,,-32.0,False,,,,,False,,False,False,False,False,True,,True
48043,44,72.0,,,,,,3.0,,13.5,17.0,0.0,4.2,62.2,,88.0,28.0,,,,,,-41.0,,-30.5,-27.0,-44.0,-39.8,18.2,,44.0,,,,,,False,,False,True,False,False,True,,False
48045,6,0.0,0.0,,,,,0.0,,0.2,0.4,,3.3,,,0.0,-6.0,-6.0,,,,,-6.0,,-5.8,-5.6,,-2.7,,,-6.0,False,,,,,False,,True,True,,True,,,False
48047,78,378.0,313.0,,,,,199.0,,87.5,368.2,8.1,33.9,574.5,,50.0,300.0,235.0,,,,,121.0,,9.5,290.2,-69.9,-44.1,496.5,,-28.0,True,,,,,True,,True,True,True,True,False,,True
48049,132,180.0,84.0,,,,,240.0,,244.0,32.5,91.4,36.0,80.1,,97.0,48.0,-48.0,,,,,108.0,,112.0,-99.5,-40.6,-96.0,-51.9,,-35.0,False,,,,,False,,False,False,True,False,False,,True
48051,125,150.0,187.0,,,,,65.0,,67.5,19.4,53.8,18.2,97.4,,280.0,25.0,62.0,,,,,-60.0,,-57.5,-105.6,-71.2,-106.8,-27.6,,155.0,False,,,,,False,,False,False,False,False,False,,False
48053,192,0.0,72.0,,,,,239.0,,72.2,1.2,127.1,178.8,45.1,,47.0,-192.0,-120.0,,,,,47.0,,-119.8,-190.8,-64.9,-13.2,-146.9,,-145.0,True,,,,,True,,True,True,True,True,True,,True
48055,352,756.0,1278.0,,,,,224.0,,82.0,1165.1,2.2,50.0,420.6,,696.0,404.0,926.0,,,,,-128.0,,-270.0,813.1,-349.8,-302.1,68.6,,344.0,False,,,,,True,,True,False,True,True,True,,True
48057,275,66.0,0.0,,,,,56.0,,97.8,12.5,0.0,4.2,60.6,,70.0,-209.0,-275.0,,,,,-219.0,,-177.2,-262.5,-275.0,-270.8,-214.4,,-205.0,False,,,,,False,,True,False,False,False,False,,True
48059,38,0.0,74.0,,,,,35.0,,52.6,4.5,,6.2,3.2,,0.0,-38.0,36.0,,,,,-3.0,,14.6,-33.5,,-31.8,-34.8,,-38.0,True,,,,,True,,True,True,,True,True,,False
48061,2099,4260.0,8243.0,,,,,337.0,,2607.0,2892.1,108.3,118.1,2832.9,,0.0,2161.0,6144.0,,,,,-1762.0,,508.0,793.1,-1990.7,-1980.9,733.9,,-2099.0,False,,,,,True,,True,True,True,True,True,,True
48063,64,168.0,185.0,,,,,73.0,,94.6,5.7,27.9,2.8,85.6,,108.0,104.0,121.0,,,,,9.0,,30.6,-58.3,-36.1,-61.2,21.6,,44.0,False,,,,,True,,True,True,True,True,True,,True
48065,32,0.0,0.0,,,,,6.0,,3.6,0.3,,0.0,,,0.0,-32.0,-32.0,,,,,-26.0,,-28.4,-31.7,,-32.0,,,-32.0,False,,,,,True,,True,True,,False,,,False
48067,194,66.0,50.0,,,,,131.0,,210.6,5.1,124.4,13.2,46.9,,14.0,-128.0,-144.0,,,,,-63.0,,16.6,-188.9,-69.6,-180.8,-147.1,,-180.0,False,,,,,True,,True,False,True,False,False,,False
48069,49,54.0,38.0,,,,,11.0,,25.1,12.9,0.0,3.8,44.0,,38.0,5.0,-11.0,,,,,-38.0,,-23.9,-36.1,-49.0,-45.2,-5.0,,-11.0,False,,,,,False,,False,False,False,False,True,,False
48071,331,258.0,150.0,,,,,173.0,,153.2,17.3,92.3,60.2,118.0,,98.0,-73.0,-181.0,,,,,-158.0,,-177.8,-313.7,-238.7,-270.8,-213.0,,-233.0,False,,,,,False,,False,False,False,False,False,,False
48073,161,252.0,82.0,,,,,414.0,,308.6,56.8,147.3,22.7,386.1,,95.0,91.0,-79.0,,,,,253.0,,147.6,-104.2,-13.7,-138.3,225.1,,-66.0,True,,,,,False,,False,False,True,False,False,,True
48075,32,18.0,0.0,,,,,58.0,,24.9,4.5,,2.2,,,47.0,-14.0,-32.0,,,,,26.0,,-7.1,-27.5,,-29.8,,,15.0,False,,,,,False,,True,False,,False,,,False
48077,39,48.0,26.0,,,,,6.0,,60.2,2.3,,5.6,62.2,,25.0,9.0,-13.0,,,,,-33.0,,21.2,-36.7,,-33.4,23.2,,-14.0,False,,,,,False,,False,False,,False,False,,False
48079,40,30.0,0.0,,,,,0.0,,11.6,0.8,,4.1,,,40.0,-10.0,-40.0,,,,,-40.0,,-28.4,-39.2,,-35.9,,,0.0,False,,,,,False,,False,False,,False,,,True
48081,37,6.0,0.0,,,,,0.0,,8.4,3.1,,22.6,,,1.0,-31.0,-37.0,,,,,-37.0,,-28.6,-33.9,,-14.4,,,-36.0,False,,,,,False,,True,False,,True,,,False
48083,28,24.0,2.0,,,,,35.0,,57.6,1.4,,2.8,,,7.0,-4.0,-26.0,,,,,7.0,,29.6,-26.6,,-25.2,,,-21.0,False,,,,,False,,False,False,,False,,,False
48085,5438,3210.0,32414.0,,,,,4417.0,,2937.8,2181.3,1336.0,325.8,2827.5,,3282.0,-2228.0,26976.0,,,,,-1021.0,,-2500.2,-3256.7,-4102.0,-5112.2,-2610.5,,-2156.0,False,,,,,True,,False,False,False,False,False,,True
48087,2,6.0,0.0,,,,,12.0,,4.5,0.2,,10.8,,,3.0,4.0,-2.0,,,,,10.0,,2.5,-1.8,,8.8,,,1.0,True,,,,,False,,True,True,,False,,,True
48089,50,78.0,109.0,,,,,101.0,,73.5,28.0,70.0,4.0,109.0,,46.0,28.0,59.0,,,,,51.0,,23.5,-22.0,20.0,-46.0,59.0,,-4.0,False,,,,,False,,True,True,True,False,False,,True
48091,382,606.0,106.0,,,,,511.0,,431.1,436.4,462.3,152.8,427.8,,1241.0,224.0,-276.0,,,,,129.0,,49.1,54.4,80.3,-229.2,45.8,,859.0,False,,,,,True,,True,True,True,False,True,,False
48093,126,42.0,45.0,,,,,47.0,,72.7,2.4,7.4,1.9,45.2,,7.0,-84.0,-81.0,,,,,-79.0,,-53.3,-123.6,-118.6,-124.2,-80.8,,-119.0,True,,,,,True,,True,False,False,False,True,,False
48095,86,48.0,11.0,,,,,18.0,,14.7,4.2,,21.1,69.4,,15.0,-38.0,-75.0,,,,,-68.0,,-71.3,-81.8,,-64.9,-16.6,,-71.0,False,,,,,False,,False,False,,False,True,,False
48097,169,138.0,132.0,,,,,288.0,,260.7,39.0,271.7,10.7,76.9,,183.0,-31.0,-37.0,,,,,119.0,,91.7,-130.0,102.7,-158.3,-92.1,,14.0,False,,,,,False,,False,False,False,False,False,,True
48099,431,3894.0,11366.0,,,,,496.0,,733.8,103.9,631.6,784.5,1755.8,,1278.0,3463.0,10935.0,,,,,65.0,,302.8,-327.1,200.6,353.5,1324.8,,847.0,False,,,,,True,,True,True,True,True,True,,True
48101,15,0.0,0.0,,,,,0.0,,1.1,0.3,,0.0,,,0.0,-15.0,-15.0,,,,,-15.0,,-13.9,-14.7,,-15.0,,,-15.0,False,,,,,False,,True,True,,False,,,False
48103,2,6.0,0.0,,,,,0.0,,1.6,4.2,,0.1,4.2,,52.0,4.0,-2.0,,,,,-2.0,,-0.4,2.2,,-1.9,2.2,,50.0,True,,,,,True,,True,True,,True,True,,False
48105,2,12.0,0.0,,,,,3.0,,10.2,,0.0,17.3,33.9,,3.0,10.0,-2.0,,,,,1.0,,8.2,,-2.0,15.3,31.9,,1.0,True,,,,,True,,True,,True,False,False,,True
48107,25,0.0,0.0,,,,,5.0,,17.5,6.7,,0.9,22.4,,0.0,-25.0,-25.0,,,,,-20.0,,-7.5,-18.3,,-24.1,-2.6,,-25.0,False,,,,,True,,True,True,,True,True,,False
48109,47,84.0,9.0,,,,,0.0,,6.6,,,14.1,,,57.0,37.0,-38.0,,,,,-47.0,,-40.4,,,-32.9,,,10.0,False,,,,,False,,False,,,True,,,True
48111,120,18.0,0.0,,,,,72.0,,17.3,1.6,0.0,2.2,11.5,,14.0,-102.0,-120.0,,,,,-48.0,,-102.7,-118.4,-120.0,-117.8,-108.5,,-106.0,False,,,,,True,,False,False,False,False,False,,False
48113,15980,15858.0,101298.0,,,,,25370.0,,8714.3,8498.1,4069.4,6551.4,9503.6,,12165.0,-122.0,85318.0,,,,,9390.0,,-7265.7,-7481.9,-11910.6,-9428.5,-6476.4,,-3815.0,False,,,,,False,,False,False,False,False,False,,False
48115,452,228.0,249.0,,,,,25.0,,121.0,25.4,66.3,34.8,177.7,,160.0,-224.0,-203.0,,,,,-427.0,,-331.0,-426.6,-385.7,-417.2,-274.3,,-292.0,True,,,,,False,,False,False,False,False,False,,False
48117,150,90.0,26.0,,,,,116.0,,84.7,27.9,0.6,19.7,71.7,,28.0,-60.0,-124.0,,,,,-34.0,,-65.3,-122.1,-149.4,-130.3,-78.3,,-122.0,False,,,,,True,,False,False,False,False,False,,False
48119,13,12.0,0.0,,,,,12.0,,7.7,0.5,,1.8,,,247.0,-1.0,-13.0,,,,,-1.0,,-5.3,-12.5,,-11.2,,,234.0,False,,,,,False,,False,False,,False,,,False
48121,2959,3564.0,1577.0,,,,,5255.0,,3245.2,2583.0,3380.5,132.7,2073.8,,1659.0,605.0,-1382.0,,,,,2296.0,,286.2,-376.0,421.5,-2826.3,-885.2,,-1300.0,False,,,,,False,,True,True,True,False,False,,False
48123,192,156.0,59.0,,,,,87.0,,96.6,74.8,0.0,97.9,71.0,,91.0,-36.0,-133.0,,,,,-105.0,,-95.4,-117.2,-192.0,-94.1,-121.0,,-101.0,False,,,,,False,,False,False,False,False,False,,False
48125,6,108.0,15.0,,,,,0.0,,9.0,1.8,,31.4,,,31.0,102.0,9.0,,,,,-6.0,,3.0,-4.2,,25.4,,,25.0,True,,,,,True,,True,True,,True,,,True
48127,97,36.0,0.0,,,,,15.0,,53.1,7.3,0.0,5.0,33.2,,12.0,-61.0,-97.0,,,,,-82.0,,-43.9,-89.7,-97.0,-92.0,-63.8,,-85.0,False,,,,,False,,True,False,False,False,False,,False
48129,28,0.0,0.0,,,,,4.0,,4.6,1.3,,6.5,10.2,,1.0,-28.0,-28.0,,,,,-24.0,,-23.4,-26.7,,-21.5,-17.8,,-27.0,False,,,,,True,,True,True,,True,True,,True
48131,115,696.0,441.0,,,,,91.0,,136.3,145.4,70.7,100.8,616.7,,184.0,581.0,326.0,,,,,-24.0,,21.3,30.4,-44.3,-14.2,501.7,,69.0,True,,,,,True,,True,True,True,True,True,,True
48133,101,0.0,80.0,,,,,70.0,,92.1,10.8,139.9,6.1,35.3,,3.0,-101.0,-21.0,,,,,-31.0,,-8.9,-90.2,38.9,-94.9,-65.7,,-98.0,True,,,,,True,,True,True,True,True,True,,True
48135,1260,816.0,487.0,,,,,1337.0,,428.7,251.3,389.8,258.1,367.3,,223.0,-444.0,-773.0,,,,,77.0,,-831.3,-1008.7,-870.2,-1001.9,-892.7,,-1037.0,False,,,,,True,,False,False,False,False,False,,False
48137,35,0.0,0.0,,,,,0.0,,1.8,,,1.5,,,0.0,-35.0,-35.0,,,,,-35.0,,-33.2,,,-33.5,,,-35.0,False,,,,,False,,True,,,True,,,False
48139,841,780.0,509.0,,,,,903.0,,740.1,156.4,551.2,0.6,367.4,,271.0,-61.0,-332.0,,,,,62.0,,-100.9,-684.6,-289.8,-840.5,-473.6,,-570.0,False,,,,,False,,False,False,False,False,False,,False
48141,11210,3798.0,5740.0,,,,,3343.0,,2588.3,1367.3,2004.4,1592.4,3992.8,,1970.0,-7412.0,-5470.0,,,,,-7867.0,,-8621.6,-9842.7,-9205.6,-9617.6,-7217.2,,-9240.0,True,,,,,False,,False,False,False,False,True,,False
48143,264,330.0,367.0,,,,,589.0,,230.0,62.4,219.1,59.6,147.8,,310.0,66.0,103.0,,,,,325.0,,-34.0,-201.6,-44.9,-204.4,-116.2,,46.0,False,,,,,False,,True,False,True,False,False,,True
48145,461,48.0,42.0,,,,,79.0,,74.0,8.0,51.2,52.6,33.8,,89.0,-413.0,-419.0,,,,,-382.0,,-387.0,-453.0,-409.8,-408.4,-427.2,,-372.0,False,,,,,True,,True,False,True,True,False,,True
48147,144,180.0,72.0,,,,,172.0,,284.7,23.3,98.6,71.4,265.1,,14.0,36.0,-72.0,,,,,28.0,,140.7,-120.7,-45.4,-72.6,121.1,,-130.0,False,,,,,True,,False,False,False,False,False,,False
48149,182,114.0,51.0,,,,,98.0,,77.9,17.4,147.6,34.4,154.8,,43.0,-68.0,-131.0,,,,,-84.0,,-104.1,-164.6,-34.4,-147.6,-27.2,,-139.0,False,,,,,False,,False,False,True,False,True,,False
48151,25,12.0,2.0,,,,,0.0,,11.5,1.9,,12.3,75.0,,13.0,-13.0,-23.0,,,,,-25.0,,-13.5,-23.1,,-12.7,50.0,,-12.0,False,,,,,False,,False,False,,True,False,,True
48153,21,0.0,0.0,,,,,5.0,,16.8,6.0,18.7,5.6,4.3,,0.0,-21.0,-21.0,,,,,-16.0,,-4.2,-15.0,-2.3,-15.4,-16.7,,-21.0,False,,,,,True,,True,True,True,True,True,,False
48155,17,0.0,0.0,,,,,0.0,,1.5,,,0.0,0.6,,0.0,-17.0,-17.0,,,,,-17.0,,-15.5,,,-17.0,-16.4,,-17.0,False,,,,,False,,True,,,True,True,,False
48157,1982,1266.0,156.0,,,,,4073.0,,1569.9,731.0,3384.4,2635.9,3267.9,,246.0,-716.0,-1826.0,,,,,2091.0,,-412.1,-1251.0,1402.4,653.9,1285.9,,-1736.0,False,,,,,False,,True,False,False,True,False,,False
48159,53,48.0,42.0,,,,,48.0,,42.3,2.2,39.6,18.8,29.1,,19.0,-5.0,-11.0,,,,,-5.0,,-10.7,-50.8,-13.4,-34.2,-23.9,,-34.0,False,,,,,False,,False,False,False,False,False,,False
48161,61,12.0,39.0,,,,,130.0,,90.8,3.1,28.5,83.7,49.4,,1.0,-49.0,-22.0,,,,,69.0,,29.8,-57.9,-32.5,22.7,-11.6,,-60.0,True,,,,,False,,True,False,True,True,True,,False
48163,373,66.0,14.0,,,,,171.0,,58.3,8.5,0.0,32.5,36.3,,31.0,-307.0,-359.0,,,,,-202.0,,-314.7,-364.5,-373.0,-340.5,-336.7,,-342.0,False,,,,,True,,False,False,False,False,False,,False
48165,186,126.0,83.0,,,,,380.0,,147.8,56.6,116.3,40.9,80.0,,82.0,-60.0,-103.0,,,,,194.0,,-38.2,-129.4,-69.7,-145.1,-106.0,,-104.0,False,,,,,False,,True,False,False,False,False,,False
48167,1238,1590.0,6599.0,,,,,2555.0,,947.6,1078.1,343.8,170.8,1338.3,,1316.0,352.0,5361.0,,,,,1317.0,,-290.4,-159.9,-894.2,-1067.2,100.3,,78.0,False,,,,,False,,True,True,False,False,True,,True
48169,16,0.0,0.0,,,,,30.0,,7.5,28.3,0.0,7.4,8.4,,0.0,-16.0,-16.0,,,,,14.0,,-8.5,12.3,-16.0,-8.6,-7.6,,-16.0,False,,,,,True,,True,True,True,True,True,,False
48171,145,42.0,2.0,,,,,78.0,,65.8,8.7,50.1,2.4,41.3,,28.0,-103.0,-143.0,,,,,-67.0,,-79.2,-136.3,-94.9,-142.6,-103.7,,-117.0,False,,,,,True,,True,False,True,False,False,,False
48173,5,0.0,0.0,,,,,0.0,,0.0,0.1,,0.0,0.2,,0.0,-5.0,-5.0,,,,,-5.0,,-5.0,-4.9,,-5.0,-4.8,,-5.0,False,,,,,False,,True,True,,False,True,,False
48175,36,0.0,1.0,,,,,11.0,,7.1,0.2,0.0,4.9,12.7,,0.0,-36.0,-35.0,,,,,-25.0,,-28.9,-35.8,-36.0,-31.1,-23.3,,-36.0,True,,,,,True,,True,True,True,True,True,,False
48177,280,36.0,68.0,,,,,112.0,,46.8,1.3,0.2,17.4,171.9,,8.0,-244.0,-212.0,,,,,-168.0,,-233.2,-278.7,-279.8,-262.6,-108.1,,-272.0,True,,,,,True,,True,False,False,False,True,,False
48179,136,48.0,0.0,,,,,323.0,,92.4,3.3,74.3,21.3,66.2,,135.0,-88.0,-136.0,,,,,187.0,,-43.6,-132.7,-61.7,-114.7,-69.8,,-1.0,False,,,,,False,,True,False,True,False,True,,True
48181,712,696.0,945.0,,,,,672.0,,715.7,263.2,668.1,426.8,647.1,,724.0,-16.0,233.0,,,,,-40.0,,3.7,-448.8,-43.9,-285.2,-64.9,,12.0,False,,,,,False,,True,False,False,False,False,,True
48183,471,480.0,336.0,,,,,851.0,,573.2,112.1,419.2,117.3,215.7,,319.0,9.0,-135.0,,,,,380.0,,102.2,-358.9,-51.8,-353.6,-255.3,,-152.0,False,,,,,False,,False,False,False,False,False,,False
48185,168,186.0,149.0,,,,,203.0,,28.8,4.5,7.7,16.8,154.8,,37.0,18.0,-19.0,,,,,35.0,,-139.2,-163.5,-160.3,-151.2,-13.2,,-131.0,False,,,,,False,,False,False,False,False,True,,False
48187,1941,24.0,8.0,,,,,485.0,,131.0,3.2,146.4,24.5,43.7,,11.0,-1917.0,-1933.0,,,,,-1456.0,,-1810.0,-1937.8,-1794.6,-1916.5,-1897.3,,-1930.0,False,,,,,True,,True,False,True,True,True,,False
48189,584,414.0,50.0,,,,,194.0,,188.6,108.7,2.8,24.0,508.4,,0.0,-170.0,-534.0,,,,,-390.0,,-395.4,-475.3,-581.2,-560.0,-75.6,,-584.0,False,,,,,False,,False,False,False,False,True,,False
48191,20,0.0,0.0,,,,,6.0,,2.0,0.3,,0.0,,,0.0,-20.0,-20.0,,,,,-14.0,,-18.0,-19.7,,-20.0,,,-20.0,False,,,,,True,,True,True,,True,,,False
48193,77,30.0,3.0,,,,,42.0,,34.3,7.3,26.3,18.8,41.7,,31.0,-47.0,-74.0,,,,,-35.0,,-42.7,-69.7,-50.7,-58.2,-35.3,,-46.0,False,,,,,True,,True,False,False,False,True,,True
48195,82,18.0,0.0,,,,,45.0,,26.5,0.9,0.0,31.5,23.5,,27.0,-64.0,-82.0,,,,,-37.0,,-55.5,-81.1,-82.0,-50.5,-58.5,,-55.0,False,,,,,True,,True,False,False,True,True,,True
48197,42,0.0,0.0,,,,,4.0,,6.4,0.3,,0.0,,,0.0,-42.0,-42.0,,,,,-38.0,,-35.6,-41.7,,-42.0,,,-42.0,False,,,,,True,,True,True,,True,,,False
48199,233,0.0,102.0,,,,,234.0,,60.7,8.2,307.5,54.4,156.5,,0.0,-233.0,-131.0,,,,,1.0,,-172.3,-224.8,74.5,-178.6,-76.5,,-233.0,True,,,,,True,,True,True,True,True,True,,False
48201,43193,36678.0,21577.0,,,,,33323.0,,21129.3,21536.3,6560.9,22391.6,20675.2,,32183.0,-6515.0,-21616.0,,,,,-9870.0,,-22063.7,-21656.7,-36632.1,-20801.4,-22517.8,,-11010.0,False,,,,,False,,False,False,False,False,False,,False
48203,196,120.0,47.0,,,,,401.0,,310.4,13.1,97.1,25.3,104.3,,67.0,-76.0,-149.0,,,,,205.0,,114.4,-182.9,-98.9,-170.7,-91.7,,-129.0,False,,,,,False,,False,False,False,False,False,,False
48205,58,24.0,0.0,,,,,86.0,,24.2,1.0,0.0,0.2,35.0,,23.0,-34.0,-58.0,,,,,28.0,,-33.8,-57.0,-58.0,-57.8,-23.0,,-35.0,False,,,,,True,,True,False,False,False,True,,False
48207,21,12.0,0.0,,,,,19.0,,23.4,1.2,,32.7,,,33.0,-9.0,-21.0,,,,,-2.0,,2.4,-19.8,,11.7,,,12.0,False,,,,,True,,True,False,,False,,,False
48209,684,660.0,3981.0,,,,,1032.0,,382.7,349.9,273.9,1240.0,420.8,,395.0,-24.0,3297.0,,,,,348.0,,-301.3,-334.1,-410.1,556.0,-263.2,,-289.0,False,,,,,False,,False,False,False,False,False,,False
48211,68,54.0,0.0,,,,,29.0,,17.8,5.6,,7.9,26.5,,73.0,-14.0,-68.0,,,,,-39.0,,-50.2,-62.4,,-60.1,-41.5,,5.0,False,,,,,False,,False,False,,False,False,,True
48213,313,210.0,171.0,,,,,372.0,,452.7,66.6,312.5,10.6,102.3,,216.0,-103.0,-142.0,,,,,59.0,,139.7,-246.4,-0.5,-302.4,-210.7,,-97.0,False,,,,,True,,False,False,True,False,False,,True
48215,5810,6702.0,2245.0,,,,,11915.0,,4632.2,3356.2,192.4,4353.7,4480.1,,903.0,892.0,-3565.0,,,,,6105.0,,-1177.8,-2453.8,-5617.6,-1456.3,-1329.9,,-4907.0,False,,,,,False,,False,False,False,False,False,,False
48217,369,138.0,86.0,,,,,149.0,,127.6,35.9,91.1,55.2,58.0,,234.0,-231.0,-283.0,,,,,-220.0,,-241.4,-333.1,-277.9,-313.8,-311.0,,-135.0,False,,,,,True,,False,False,False,False,False,,True
48219,197,144.0,145.0,,,,,35.0,,110.8,37.2,101.6,8.3,122.4,,107.0,-53.0,-52.0,,,,,-162.0,,-86.2,-159.8,-95.4,-188.7,-74.6,,-90.0,True,,,,,False,,False,False,False,False,False,,False
48221,317,210.0,135.0,,,,,218.0,,327.5,39.7,363.0,19.2,91.0,,49.0,-107.0,-182.0,,,,,-99.0,,10.5,-277.3,46.0,-297.8,-226.0,,-268.0,False,,,,,True,,True,False,True,False,False,,False
48223,219,84.0,42.0,,,,,208.0,,151.5,24.3,134.3,5.1,118.7,,103.0,-135.0,-177.0,,,,,-11.0,,-67.5,-194.7,-84.7,-213.9,-100.3,,-116.0,False,,,,,True,,True,False,True,False,True,,True
48225,62,0.0,226.0,,,,,121.0,,51.6,25.2,0.7,1.5,13.4,,0.0,-62.0,164.0,,,,,59.0,,-10.4,-36.8,-61.3,-60.5,-48.6,,-62.0,False,,,,,True,,True,True,True,True,True,,False
48227,668,516.0,1019.0,,,,,168.0,,288.3,1871.4,77.9,92.3,304.2,,837.0,-152.0,351.0,,,,,-500.0,,-379.7,1203.4,-590.1,-575.7,-363.8,,169.0,False,,,,,False,,False,False,False,False,False,,False
48229,31,18.0,0.0,,,,,6.0,,11.7,2.6,,7.9,13.5,,33.0,-13.0,-31.0,,,,,-25.0,,-19.3,-28.4,,-23.1,-17.5,,2.0,False,,,,,False,,False,False,,False,False,,True
48231,405,318.0,184.0,,,,,586.0,,265.2,37.0,233.8,80.3,187.3,,153.0,-87.0,-221.0,,,,,181.0,,-139.8,-368.0,-171.2,-324.7,-217.7,,-252.0,False,,,,,False,,False,False,False,False,False,,False
48233,130,36.0,7.0,,,,,147.0,,84.6,4.5,77.9,19.5,22.8,,21.0,-94.0,-123.0,,,,,17.0,,-45.4,-125.5,-52.1,-110.5,-107.2,,-109.0,False,,,,,True,,True,False,True,False,False,,False
48235,3,0.0,0.0,,,,,0.0,,0.7,0.1,,1.3,1.4,,0.0,-3.0,-3.0,,,,,-3.0,,-2.3,-2.9,,-1.7,-1.6,,-3.0,False,,,,,False,,True,True,,True,True,,False
48237,28,42.0,10.0,,,,,37.0,,60.8,1.0,44.0,12.7,226.2,,11.0,14.0,-18.0,,,,,9.0,,32.8,-27.0,16.0,-15.3,198.2,,-17.0,False,,,,,True,,False,False,False,False,False,,False
48239,142,24.0,10.0,,,,,55.0,,58.0,4.8,0.0,8.1,97.1,,8.0,-118.0,-132.0,,,,,-87.0,,-84.0,-137.2,-142.0,-133.9,-44.9,,-134.0,False,,,,,True,,True,False,False,False,True,,False
48241,96,108.0,72.0,,,,,191.0,,87.0,0.5,225.7,3.1,178.1,,291.0,12.0,-24.0,,,,,95.0,,-9.0,-95.5,129.7,-92.9,82.1,,195.0,False,,,,,False,,True,False,False,False,False,,False
48243,3,36.0,0.0,,,,,0.0,,0.6,,,5.3,12.9,,68.0,33.0,-3.0,,,,,-3.0,,-2.4,,,2.3,9.9,,65.0,True,,,,,True,,True,,,True,True,,False
48245,1245,972.0,2230.0,,,,,2061.0,,559.3,705.5,1003.1,169.4,732.6,,879.0,-273.0,985.0,,,,,816.0,,-685.7,-539.5,-241.9,-1075.6,-512.4,,-366.0,False,,,,,False,,False,False,True,False,False,,False
48247,77,12.0,0.0,,,,,138.0,,19.4,6.5,,16.6,16.8,,3.0,-65.0,-77.0,,,,,61.0,,-57.6,-70.5,,-60.4,-60.2,,-74.0,False,,,,,True,,True,False,,True,True,,False
48249,251,1992.0,1939.0,,,,,401.0,,356.6,1622.6,340.3,248.2,1032.9,,494.0,1741.0,1688.0,,,,,150.0,,105.6,1371.6,89.3,-2.8,781.9,,243.0,True,,,,,True,,True,True,True,True,True,,True
48251,839,522.0,311.0,,,,,959.0,,748.3,84.9,571.8,131.0,418.6,,185.0,-317.0,-528.0,,,,,120.0,,-90.7,-754.1,-267.2,-708.0,-420.4,,-654.0,False,,,,,True,,True,False,True,False,False,,False
48253,65,0.0,0.0,,,,,137.0,,20.5,0.0,0.2,22.7,1.6,,0.0,-65.0,-65.0,,,,,72.0,,-44.5,-65.0,-64.8,-42.3,-63.4,,-65.0,False,,,,,False,,True,True,True,True,True,,False
