,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
17141,496,276.0,554.0,,,,,193.0,,225.4,76.3,245.0,43.1,156.0,,485.0,-220.0,58.0,,,,,-303.0,,-270.6,-419.7,-251.0,-452.9,-340.0,,-11.0,True,,,,,False,,False,False,False,False,False,,True
17143,1585,1536.0,2870.0,,,,,1520.0,,1437.9,533.7,1193.2,1037.3,1036.4,,1245.0,-49.0,1285.0,,,,,-65.0,,-147.1,-1051.3,-391.8,-547.7,-548.6,,-340.0,False,,,,,False,,False,False,False,False,False,,False
17145,93,120.0,45.0,,,,,186.0,,178.8,29.9,152.7,13.6,222.1,,40.0,27.0,-48.0,,,,,93.0,,85.8,-63.1,59.7,-79.4,129.1,,-53.0,False,,,,,False,,False,False,False,False,False,,False
17147,103,126.0,231.0,,,,,41.0,,73.6,116.0,,54.8,98.8,,256.0,23.0,128.0,,,,,-62.0,,-29.4,13.0,,-48.2,-4.2,,153.0,False,,,,,False,,False,True,,False,True,,False
17149,158,66.0,70.0,,,,,115.0,,142.1,32.4,,8.4,,,16.0,-92.0,-88.0,,,,,-43.0,,-15.9,-125.6,,-149.6,,,-142.0,True,,,,,True,,True,False,,False,,,False
17151,13,30.0,0.0,,,,,6.0,,8.8,1.7,,15.3,,,55.0,17.0,-13.0,,,,,-7.0,,-4.2,-11.3,,2.3,,,42.0,True,,,,,True,,True,True,,True,,,False
17153,87,90.0,85.0,,,,,27.0,,26.1,49.9,23.2,113.4,43.2,,37.0,3.0,-2.0,,,,,-60.0,,-60.9,-37.1,-63.8,26.4,-43.8,,-50.0,True,,,,,False,,False,False,False,False,False,,False
17155,62,24.0,0.0,,,,,7.0,,7.2,2.8,,14.8,,,25.0,-38.0,-62.0,,,,,-55.0,,-54.8,-59.2,,-47.2,,,-37.0,False,,,,,False,,False,False,,False,,,True
17157,336,414.0,247.0,,,,,379.0,,411.8,54.8,79.1,41.4,442.2,,186.0,78.0,-89.0,,,,,43.0,,75.8,-281.2,-256.9,-294.6,106.2,,-150.0,False,,,,,True,,True,False,False,False,False,,False
17159,231,96.0,134.0,,,,,77.0,,98.8,27.4,,9.8,,,134.0,-135.0,-97.0,,,,,-154.0,,-132.2,-203.6,,-221.2,,,-97.0,True,,,,,False,,True,False,,False,,,True
17161,1222,1188.0,1932.0,,,,,1248.0,,981.7,1296.7,622.6,1924.3,844.0,,1165.0,-34.0,710.0,,,,,26.0,,-240.3,74.7,-599.4,702.3,-378.0,,-57.0,False,,,,,True,,False,False,False,False,False,,False
17163,1813,2520.0,3063.0,,,,,2201.0,,1695.9,1336.3,1462.5,1346.0,2158.2,,1572.0,707.0,1250.0,,,,,388.0,,-117.1,-476.7,-350.5,-467.0,345.2,,-241.0,False,,,,,True,,True,True,True,True,True,,True
17165,297,114.0,148.0,,,,,192.0,,159.3,23.2,104.0,0.3,101.7,,186.0,-183.0,-149.0,,,,,-105.0,,-137.7,-273.8,-193.0,-296.7,-195.3,,-111.0,True,,,,,True,,True,False,False,False,False,,True
17167,1380,1356.0,3757.0,,,,,1294.0,,1709.1,978.6,1101.2,604.7,1166.7,,1468.0,-24.0,2377.0,,,,,-86.0,,329.1,-401.4,-278.8,-775.3,-213.3,,88.0,False,,,,,False,,False,False,False,False,False,,False
17169,50,66.0,73.0,,,,,59.0,,22.6,5.1,,14.7,28.8,,152.0,16.0,23.0,,,,,9.0,,-27.4,-44.9,,-35.3,-21.2,,102.0,False,,,,,True,,False,False,,False,False,,False
17171,37,36.0,3.0,,,,,32.0,,45.0,,,9.6,,,14.0,-1.0,-34.0,,,,,-5.0,,8.0,,,-27.4,,,-23.0,False,,,,,False,,False,,,False,,,False
17173,317,336.0,438.0,,,,,94.0,,215.3,117.3,198.7,150.5,257.8,,189.0,19.0,121.0,,,,,-223.0,,-101.7,-199.7,-118.3,-166.5,-59.2,,-128.0,False,,,,,False,,False,False,False,False,False,,False
17175,43,96.0,163.0,,,,,16.0,,8.4,5.8,,9.9,,,78.0,53.0,120.0,,,,,-27.0,,-34.6,-37.2,,-33.1,,,35.0,False,,,,,True,,True,True,,True,,,True
17177,351,132.0,149.0,,,,,188.0,,166.4,48.5,111.8,72.0,100.1,,134.0,-219.0,-202.0,,,,,-163.0,,-184.6,-302.5,-239.2,-279.0,-250.9,,-217.0,True,,,,,True,,True,False,False,False,False,,True
17179,1127,1212.0,2452.0,,,,,745.0,,1593.2,974.8,1446.8,351.1,1656.8,,893.0,85.0,1325.0,,,,,-382.0,,466.2,-152.2,319.8,-775.9,529.8,,-234.0,False,,,,,False,,False,False,False,False,False,,False
17181,273,144.0,123.0,,,,,142.0,,153.4,18.0,31.1,76.9,124.9,,83.0,-129.0,-150.0,,,,,-131.0,,-119.6,-255.0,-241.9,-196.1,-148.1,,-190.0,False,,,,,False,,True,False,False,False,False,,False
17183,1084,408.0,1146.0,,,,,375.0,,655.1,529.0,522.7,226.7,207.3,,599.0,-676.0,62.0,,,,,-709.0,,-428.9,-555.0,-561.3,-857.3,-876.7,,-485.0,True,,,,,False,,True,True,True,False,False,,True
17185,84,102.0,47.0,,,,,65.0,,95.1,52.4,80.4,33.9,104.5,,102.0,18.0,-37.0,,,,,-19.0,,11.1,-31.6,-3.6,-50.1,20.5,,18.0,False,,,,,False,,True,False,True,False,False,,False
17187,173,120.0,0.0,,,,,147.0,,146.5,13.0,116.3,38.4,80.3,,58.0,-53.0,-173.0,,,,,-26.0,,-26.5,-160.0,-56.7,-134.6,-92.7,,-115.0,False,,,,,True,,True,False,False,False,False,,False
17189,143,102.0,164.0,,,,,59.0,,108.9,28.9,155.3,109.2,112.7,,40.0,-41.0,21.0,,,,,-84.0,,-34.1,-114.1,12.3,-33.8,-30.3,,-103.0,True,,,,,False,,True,False,True,True,True,,False
17191,298,210.0,363.0,,,,,91.0,,139.2,104.3,168.7,56.2,127.8,,296.0,-88.0,65.0,,,,,-207.0,,-158.8,-193.7,-129.3,-241.8,-170.2,,-2.0,True,,,,,False,,False,False,False,False,False,,True
17193,92,132.0,147.0,,,,,63.0,,149.7,99.8,89.7,30.0,,,207.0,40.0,55.0,,,,,-29.0,,57.7,7.8,-2.3,-62.0,,,115.0,False,,,,,True,,False,True,True,False,,,False
17195,523,456.0,687.0,,,,,314.0,,505.3,109.3,381.5,53.5,361.0,,374.0,-67.0,164.0,,,,,-209.0,,-17.7,-413.7,-141.5,-469.5,-162.0,,-149.0,False,,,,,False,,True,False,False,False,False,,False
17197,4292,4908.0,8562.0,,,,,3115.0,,4831.2,2269.9,5521.9,3895.9,4151.7,,3563.0,616.0,4270.0,,,,,-1177.0,,539.2,-2022.1,1229.9,-396.1,-140.3,,-729.0,False,,,,,False,,True,False,False,True,True,,False
17199,644,984.0,803.0,,,,,656.0,,822.5,310.8,343.6,350.8,1090.4,,587.0,340.0,159.0,,,,,12.0,,178.5,-333.2,-300.4,-293.2,446.4,,-57.0,True,,,,,True,,True,True,True,True,False,,True
17201,4304,1692.0,3293.0,,,,,1611.0,,928.6,576.7,315.9,1592.6,1114.1,,1735.0,-2612.0,-1011.0,,,,,-2693.0,,-3375.4,-3727.3,-3988.1,-2711.4,-3189.9,,-2569.0,True,,,,,False,,False,False,False,False,False,,True
17203,226,282.0,272.0,,,,,163.0,,339.3,347.0,423.6,150.0,427.2,,282.0,56.0,46.0,,,,,-63.0,,113.3,121.0,197.6,-76.0,201.2,,56.0,True,,,,,False,,False,False,False,False,False,,False
18001,255,72.0,51.0,,,,,170.0,,183.5,8.8,338.8,39.7,143.7,,54.0,-183.0,-204.0,,,,,-85.0,,-71.5,-246.2,83.8,-215.3,-111.3,,-201.0,False,,,,,True,,True,False,True,False,True,,False
18003,2417,2064.0,2098.0,,,,,2116.0,,2085.5,1430.4,1602.7,1873.4,2644.1,,1670.0,-353.0,-319.0,,,,,-301.0,,-331.5,-986.6,-814.3,-543.6,227.1,,-747.0,True,,,,,True,,True,False,False,False,True,,False
18005,278,222.0,60.0,,,,,468.0,,543.2,29.5,606.5,34.8,234.5,,89.0,-56.0,-218.0,,,,,190.0,,265.2,-248.5,328.5,-243.2,-43.5,,-189.0,False,,,,,False,,False,False,False,False,True,,False
18007,25,36.0,46.0,,,,,11.0,,31.6,5.8,,18.0,34.7,,18.0,11.0,21.0,,,,,-14.0,,6.6,-19.2,,-7.0,9.7,,-7.0,False,,,,,False,,True,False,,True,True,,True
18009,99,66.0,75.0,,,,,32.0,,66.5,3.9,,26.4,42.9,,221.0,-33.0,-24.0,,,,,-67.0,,-32.5,-95.1,,-72.6,-56.1,,122.0,True,,,,,False,,True,False,,False,False,,False
18011,286,348.0,414.0,,,,,540.0,,340.7,139.0,532.2,257.3,321.3,,331.0,62.0,128.0,,,,,254.0,,54.7,-147.0,246.2,-28.7,35.3,,45.0,False,,,,,False,,True,False,False,True,True,,True
18013,39,18.0,2.0,,,,,35.0,,60.1,2.8,,1.2,20.7,,16.0,-21.0,-37.0,,,,,-4.0,,21.1,-36.2,,-37.9,-18.3,,-23.0,False,,,,,True,,False,False,,False,True,,False
18015,46,42.0,4.0,,,,,46.0,,92.3,3.5,140.1,27.5,188.2,,10.0,-4.0,-42.0,,,,,0.0,,46.3,-42.5,94.1,-18.5,142.2,,-36.0,False,,,,,True,,False,False,False,False,False,,False
18017,310,162.0,0.0,,,,,225.0,,256.1,54.6,4.9,18.4,93.9,,0.0,-148.0,-310.0,,,,,-85.0,,-53.9,-255.4,-305.1,-291.6,-216.1,,-310.0,False,,,,,True,,True,False,False,False,False,,False
18019,944,822.0,585.0,,,,,555.0,,1042.5,361.8,578.1,591.3,868.3,,492.0,-122.0,-359.0,,,,,-389.0,,98.5,-582.2,-365.9,-352.7,-75.7,,-452.0,False,,,,,False,,True,False,False,False,True,,False
18021,169,144.0,86.0,,,,,92.0,,239.9,25.5,237.1,40.7,120.0,,81.0,-25.0,-83.0,,,,,-77.0,,70.9,-143.5,68.1,-128.3,-49.0,,-88.0,False,,,,,False,,False,False,False,False,False,,False
18023,228,162.0,165.0,,,,,118.0,,309.2,20.2,188.9,25.0,181.6,,89.0,-66.0,-63.0,,,,,-110.0,,81.2,-207.8,-39.1,-203.0,-46.4,,-139.0,True,,,,,False,,False,False,True,False,True,,False
18025,67,78.0,183.0,,,,,24.0,,56.9,4.9,,79.0,52.1,,204.0,11.0,116.0,,,,,-43.0,,-10.1,-62.1,,12.0,-14.9,,137.0,False,,,,,False,,True,False,,False,False,,False
18027,276,372.0,351.0,,,,,212.0,,362.0,77.2,172.2,140.6,1152.0,,253.0,96.0,75.0,,,,,-64.0,,86.0,-198.8,-103.8,-135.4,876.0,,-23.0,True,,,,,True,,True,False,False,False,False,,True
18029,305,96.0,73.0,,,,,163.0,,157.7,21.2,98.2,26.0,91.3,,57.0,-209.0,-232.0,,,,,-142.0,,-147.3,-283.8,-206.8,-279.0,-213.7,,-248.0,False,,,,,True,,True,False,True,False,False,,False
18031,67,192.0,297.0,,,,,127.0,,180.2,29.3,181.7,40.3,102.5,,230.0,125.0,230.0,,,,,60.0,,113.2,-37.7,114.7,-26.7,35.5,,163.0,False,,,,,True,,True,True,True,True,True,,False
18033,292,264.0,453.0,,,,,197.0,,394.7,48.4,302.3,121.5,139.4,,358.0,-28.0,161.0,,,,,-95.0,,102.7,-243.6,10.3,-170.5,-152.6,,66.0,False,,,,,False,,False,False,True,False,False,,False
18035,1208,2604.0,7315.0,,,,,727.0,,1444.8,1948.0,923.2,2285.2,1327.7,,3050.0,1396.0,6107.0,,,,,-481.0,,236.8,740.0,-284.8,1077.2,119.7,,1842.0,False,,,,,True,,True,True,True,True,True,,False
18037,452,234.0,211.0,,,,,184.0,,304.2,33.8,174.3,2.2,143.3,,140.0,-218.0,-241.0,,,,,-268.0,,-147.8,-418.2,-277.7,-449.8,-308.7,,-312.0,False,,,,,False,,True,False,False,False,False,,False
18039,2364,1422.0,1610.0,,,,,1213.0,,773.8,753.4,297.2,531.2,895.5,,950.0,-942.0,-754.0,,,,,-1151.0,,-1590.2,-1610.6,-2066.8,-1832.8,-1468.5,,-1414.0,True,,,,,False,,False,False,False,False,False,,False
18041,186,312.0,277.0,,,,,108.0,,264.8,103.9,131.8,144.5,438.0,,170.0,126.0,91.0,,,,,-78.0,,78.8,-82.1,-54.2,-41.5,252.0,,-16.0,True,,,,,True,,True,True,True,True,False,,True
18043,564,402.0,256.0,,,,,345.0,,610.0,250.4,375.2,196.7,451.6,,286.0,-162.0,-308.0,,,,,-219.0,,46.0,-313.6,-188.8,-367.3,-112.4,,-278.0,False,,,,,False,,True,False,False,False,True,,False
18045,170,54.0,93.0,,,,,30.0,,73.7,4.4,97.0,13.1,24.0,,79.0,-116.0,-77.0,,,,,-140.0,,-96.3,-165.6,-73.0,-156.9,-146.0,,-91.0,True,,,,,False,,True,False,True,False,False,,True
18047,79,36.0,0.0,,,,,69.0,,95.6,5.4,48.6,1.9,67.8,,24.0,-43.0,-79.0,,,,,-10.0,,16.6,-73.6,-30.4,-77.1,-11.2,,-55.0,False,,,,,True,,True,False,True,False,True,,False
18049,116,42.0,26.0,,,,,65.0,,100.6,1.8,115.0,7.0,34.5,,15.0,-74.0,-90.0,,,,,-51.0,,-15.4,-114.2,-1.0,-109.0,-81.5,,-101.0,False,,,,,True,,True,False,True,False,False,,False
18051,468,186.0,185.0,,,,,122.0,,228.9,96.2,194.1,38.3,259.0,,130.0,-282.0,-283.0,,,,,-346.0,,-239.1,-371.8,-273.9,-429.7,-209.0,,-338.0,False,,,,,False,,True,False,True,False,True,,False
18053,420,576.0,1746.0,,,,,289.0,,476.8,157.5,362.8,966.6,290.9,,927.0,156.0,1326.0,,,,,-131.0,,56.8,-262.5,-57.2,546.6,-129.1,,507.0,False,,,,,True,,True,False,True,False,True,,False
18055,125,102.0,176.0,,,,,131.0,,202.8,4.2,282.0,7.6,113.6,,44.0,-23.0,51.0,,,,,6.0,,77.8,-120.8,157.0,-117.4,-11.4,,-81.0,False,,,,,True,,False,False,False,False,True,,False
18057,1680,2052.0,1254.0,,,,,1547.0,,2262.1,1822.4,2423.9,1658.9,1838.4,,1732.0,372.0,-426.0,,,,,-133.0,,582.1,142.4,743.9,-21.1,158.4,,52.0,False,,,,,True,,False,True,False,True,True,,True
18059,275,168.0,114.0,,,,,320.0,,297.1,32.4,380.3,192.3,153.3,,134.0,-107.0,-161.0,,,,,45.0,,22.1,-242.6,105.3,-82.7,-121.7,,-141.0,False,,,,,True,,True,False,True,True,False,,False
18061,223,198.0,187.0,,,,,127.0,,320.9,57.9,197.1,75.2,228.5,,110.0,-25.0,-36.0,,,,,-96.0,,97.9,-165.1,-25.9,-147.8,5.5,,-113.0,False,,,,,False,,False,False,False,False,True,,False
18063,659,894.0,976.0,,,,,663.0,,910.1,488.8,575.3,550.1,861.7,,862.0,235.0,317.0,,,,,4.0,,251.1,-170.2,-83.7,-108.9,202.7,,203.0,False,,,,,True,,False,True,True,True,True,,True
18065,533,360.0,339.0,,,,,257.0,,338.0,126.0,349.3,183.0,428.3,,232.0,-173.0,-194.0,,,,,-276.0,,-195.0,-407.0,-183.7,-350.0,-104.7,,-301.0,False,,,,,False,,False,False,False,False,True,,False
18067,412,480.0,1284.0,,,,,327.0,,381.4,149.8,320.3,308.0,446.4,,478.0,68.0,872.0,,,,,-85.0,,-30.6,-262.2,-91.7,-104.0,34.4,,66.0,False,,,,,False,,True,False,False,False,True,,True
18069,180,132.0,371.0,,,,,154.0,,192.9,48.4,159.6,12.3,85.7,,188.0,-48.0,191.0,,,,,-26.0,,12.9,-131.6,-20.4,-167.7,-94.3,,8.0,False,,,,,True,,True,False,True,False,False,,True
18071,332,144.0,103.0,,,,,237.0,,190.2,20.3,193.7,34.3,137.4,,82.0,-188.0,-229.0,,,,,-95.0,,-141.8,-311.7,-138.3,-297.7,-194.6,,-250.0,False,,,,,True,,True,False,True,False,False,,False
18073,181,126.0,87.0,,,,,83.0,,178.6,23.7,330.3,70.9,70.4,,105.0,-55.0,-94.0,,,,,-98.0,,-2.4,-157.3,149.3,-110.1,-110.6,,-76.0,False,,,,,False,,True,False,False,False,False,,False
18075,133,72.0,107.0,,,,,85.0,,145.6,14.2,79.1,26.3,33.5,,78.0,-61.0,-26.0,,,,,-48.0,,12.6,-118.8,-53.9,-106.7,-99.5,,-55.0,True,,,,,True,,True,False,True,False,False,,True
18077,112,84.0,91.0,,,,,146.0,,125.6,6.2,92.5,7.8,49.1,,58.0,-28.0,-21.0,,,,,34.0,,13.6,-105.8,-19.5,-104.2,-62.9,,-54.0,True,,,,,False,,True,False,True,False,False,,False
18079,74,108.0,155.0,,,,,99.0,,150.8,27.5,104.4,14.0,72.8,,108.0,34.0,81.0,,,,,25.0,,76.8,-46.5,30.4,-60.0,-1.2,,34.0,False,,,,,True,,False,False,True,False,True,,False
18081,847,390.0,248.0,,,,,769.0,,534.9,162.8,476.2,329.2,300.0,,297.0,-457.0,-599.0,,,,,-78.0,,-312.1,-684.2,-370.8,-517.8,-547.0,,-550.0,False,,,,,True,,True,False,True,False,False,,False
18083,299,282.0,261.0,,,,,220.0,,360.6,146.8,279.0,111.9,440.9,,172.0,-17.0,-38.0,,,,,-79.0,,61.6,-152.2,-20.0,-187.1,141.9,,-127.0,False,,,,,False,,False,False,False,False,False,,False
18085,586,390.0,509.0,,,,,357.0,,201.5,67.2,258.7,132.7,204.7,,284.0,-196.0,-77.0,,,,,-229.0,,-384.5,-518.8,-327.3,-453.3,-381.3,,-302.0,True,,,,,False,,False,False,False,False,False,,False
18087,141,126.0,209.0,,,,,260.0,,101.8,16.5,41.9,0.0,77.0,,262.0,-15.0,68.0,,,,,119.0,,-39.2,-124.5,-99.1,-141.0,-64.0,,121.0,False,,,,,False,,False,False,False,False,False,,False
18089,3310,2430.0,1904.0,,,,,1785.0,,2220.1,1468.4,1989.1,1700.7,1732.0,,1639.0,-880.0,-1406.0,,,,,-1525.0,,-1089.9,-1841.6,-1320.9,-1609.3,-1578.0,,-1671.0,False,,,,,False,,False,False,False,False,False,,False
18091,847,312.0,114.0,,,,,496.0,,593.5,68.9,589.9,121.7,281.2,,203.0,-535.0,-733.0,,,,,-351.0,,-253.5,-778.1,-257.1,-725.3,-565.8,,-644.0,False,,,,,True,,True,False,True,False,False,,False
18093,265,180.0,239.0,,,,,197.0,,237.9,33.4,325.8,223.0,182.3,,121.0,-85.0,-26.0,,,,,-68.0,,-27.1,-231.6,60.8,-42.0,-82.7,,-144.0,True,,,,,True,,True,False,True,True,True,,False
18095,827,702.0,1325.0,,,,,601.0,,1271.9,167.6,579.0,382.7,443.9,,631.0,-125.0,498.0,,,,,-226.0,,444.9,-659.4,-248.0,-444.3,-383.1,,-196.0,False,,,,,False,,False,False,False,False,False,,False
18097,5217,5166.0,4487.0,,,,,4747.0,,5166.1,2362.2,223.3,2325.6,4649.4,,4081.0,-51.0,-730.0,,,,,-470.0,,-50.9,-2854.8,-4993.7,-2891.4,-567.6,,-1136.0,False,,,,,False,,True,False,False,False,False,,False
18099,357,252.0,276.0,,,,,217.0,,177.7,33.9,97.4,9.4,215.8,,232.0,-105.0,-81.0,,,,,-140.0,,-179.3,-323.1,-259.6,-347.6,-141.2,,-125.0,True,,,,,False,,False,False,False,False,False,,False
18101,68,144.0,207.0,,,,,30.0,,84.1,20.1,55.6,15.4,142.5,,128.0,76.0,139.0,,,,,-38.0,,16.1,-47.9,-12.4,-52.6,74.5,,60.0,False,,,,,True,,True,True,True,True,True,,True
18103,218,156.0,278.0,,,,,176.0,,226.0,46.1,145.7,96.0,168.6,,243.0,-62.0,60.0,,,,,-42.0,,8.0,-171.9,-72.3,-122.0,-49.4,,25.0,True,,,,,True,,True,False,False,False,True,,True
18105,1755,1980.0,3696.0,,,,,1326.0,,1026.6,2762.3,898.4,1100.1,877.7,,2963.0,225.0,1941.0,,,,,-429.0,,-728.4,1007.3,-856.6,-654.9,-877.3,,1208.0,False,,,,,False,,False,False,False,False,False,,False
18107,95,270.0,742.0,,,,,121.0,,313.8,61.8,120.3,139.7,143.9,,757.0,175.0,647.0,,,,,26.0,,218.8,-33.2,25.3,44.7,48.9,,662.0,False,,,,,True,,False,True,True,True,True,,False
18109,287,204.0,230.0,,,,,279.0,,374.6,67.1,342.6,178.1,158.1,,200.0,-83.0,-57.0,,,,,-8.0,,87.6,-219.9,55.6,-108.9,-128.9,,-87.0,True,,,,,True,,False,False,True,False,False,,False
18111,53,48.0,65.0,,,,,24.0,,75.2,4.9,53.5,24.9,41.9,,62.0,-5.0,12.0,,,,,-29.0,,22.2,-48.1,0.5,-28.1,-11.1,,9.0,False,,,,,False,,False,False,True,False,False,,False
18113,259,216.0,162.0,,,,,175.0,,180.9,29.8,183.6,90.0,168.9,,162.0,-43.0,-97.0,,,,,-84.0,,-78.1,-229.2,-75.4,-168.9,-90.1,,-97.0,False,,,,,False,,False,False,False,False,False,,False
18115,41,12.0,0.0,,,,,6.0,,18.7,2.3,,7.4,18.1,,5.0,-29.0,-41.0,,,,,-35.0,,-22.3,-38.7,,-33.6,-22.9,,-36.0,False,,,,,False,,True,False,,False,True,,False
18117,114,126.0,168.0,,,,,90.0,,176.6,39.6,113.0,64.3,143.8,,124.0,12.0,54.0,,,,,-24.0,,62.6,-74.4,-1.0,-49.7,29.8,,10.0,False,,,,,False,,False,False,True,False,False,,True
18119,44,84.0,77.0,,,,,49.0,,95.8,6.6,181.8,14.0,133.9,,69.0,40.0,33.0,,,,,5.0,,51.8,-37.4,137.8,-30.0,89.9,,25.0,True,,,,,True,,False,True,False,True,False,,True
18121,127,12.0,2.0,,,,,34.0,,72.9,3.5,,6.1,16.0,,7.0,-115.0,-125.0,,,,,-93.0,,-54.1,-123.5,,-120.9,-111.0,,-120.0,False,,,,,True,,True,False,,False,True,,False
18123,82,6.0,0.0,,,,,78.0,,40.7,1.1,42.0,3.8,12.0,,1.0,-76.0,-82.0,,,,,-4.0,,-41.3,-80.9,-40.0,-78.2,-70.0,,-81.0,False,,,,,True,,True,False,True,False,True,,False
18125,195,102.0,126.0,,,,,30.0,,108.4,14.6,101.7,26.2,57.4,,155.0,-93.0,-69.0,,,,,-165.0,,-86.6,-180.4,-93.3,-168.8,-137.6,,-40.0,True,,,,,False,,True,False,False,False,False,,True
18127,1031,792.0,941.0,,,,,671.0,,1151.2,576.2,941.3,571.4,496.8,,848.0,-239.0,-90.0,,,,,-360.0,,120.2,-454.8,-89.7,-459.6,-534.2,,-183.0,True,,,,,False,,True,False,True,False,False,,True
18129,423,108.0,158.0,,,,,64.0,,141.7,31.3,148.1,7.6,65.9,,123.0,-315.0,-265.0,,,,,-359.0,,-281.3,-391.7,-274.9,-415.4,-357.1,,-300.0,True,,,,,False,,True,False,True,False,False,,True
18131,39,36.0,48.0,,,,,31.0,,43.0,1.0,49.8,1.3,37.4,,80.0,-3.0,9.0,,,,,-8.0,,4.0,-38.0,10.8,-37.7,-1.6,,41.0,False,,,,,False,,False,False,False,False,True,,False
18133,235,138.0,56.0,,,,,133.0,,298.9,34.2,331.8,45.9,167.7,,61.0,-97.0,-179.0,,,,,-102.0,,63.9,-200.8,96.8,-189.1,-67.3,,-174.0,False,,,,,False,,True,False,True,False,True,,False
18135,137,162.0,256.0,,,,,73.0,,201.9,26.0,171.5,67.6,131.2,,283.0,25.0,119.0,,,,,-64.0,,64.9,-111.0,34.5,-69.4,-5.8,,146.0,False,,,,,False,,False,False,False,False,True,,False
18137,160,48.0,42.0,,,,,100.0,,101.8,8.4,132.8,1.1,24.8,,30.0,-112.0,-118.0,,,,,-60.0,,-58.2,-151.6,-27.2,-158.9,-135.2,,-130.0,False,,,,,True,,True,False,True,False,False,,False
18139,57,36.0,3.0,,,,,57.0,,73.6,1.5,143.8,6.8,18.5,,10.0,-21.0,-54.0,,,,,0.0,,16.6,-55.5,86.8,-50.2,-38.5,,-47.0,False,,,,,True,,True,False,False,False,False,,False
18141,3169,2184.0,517.0,,,,,1451.0,,1942.9,1035.9,1253.8,756.9,1528.8,,1258.0,-985.0,-2652.0,,,,,-1718.0,,-1226.1,-2133.1,-1915.2,-2412.2,-1640.2,,-1911.0,False,,,,,False,,False,False,False,False,False,,False
18143,177,84.0,75.0,,,,,103.0,,114.0,8.2,55.9,13.2,57.8,,53.0,-93.0,-102.0,,,,,-74.0,,-63.0,-168.8,-121.1,-163.8,-119.2,,-124.0,False,,,,,True,,True,False,False,False,False,,False
18145,131,108.0,63.0,,,,,225.0,,266.6,16.6,241.5,18.6,85.6,,61.0,-23.0,-68.0,,,,,94.0,,135.6,-114.4,110.5,-112.4,-45.4,,-70.0,False,,,,,False,,False,False,False,False,False,,False
18147,196,84.0,75.0,,,,,37.0,,98.8,19.1,69.1,2.0,80.7,,172.0,-112.0,-121.0,,,,,-159.0,,-97.2,-176.9,-126.9,-194.0,-115.3,,-24.0,False,,,,,False,,True,False,False,False,False,,True
18149,160,48.0,78.0,,,,,71.0,,85.1,4.7,77.7,22.8,38.2,,104.0,-112.0,-82.0,,,,,-89.0,,-74.9,-155.3,-82.3,-137.2,-121.8,,-56.0,True,,,,,True,,True,False,True,False,False,,True
18151,258,246.0,615.0,,,,,151.0,,236.8,75.8,155.6,56.2,113.9,,537.0,-12.0,357.0,,,,,-107.0,,-21.2,-182.2,-102.4,-201.8,-144.1,,279.0,False,,,,,False,,False,False,False,False,False,,False
18153,100,102.0,16.0,,,,,103.0,,194.4,22.2,161.2,4.1,111.4,,40.0,2.0,-84.0,,,,,3.0,,94.4,-77.8,61.2,-95.9,11.4,,-60.0,False,,,,,False,,False,False,False,False,False,,False
18155,21,0.0,0.0,,,,,24.0,,19.4,1.4,,0.9,12.5,,1.0,-21.0,-21.0,,,,,3.0,,-1.6,-19.6,,-20.1,-8.5,,-20.0,False,,,,,True,,True,True,,True,True,,True
18157,1722,912.0,1446.0,,,,,1653.0,,948.6,792.2,1481.6,1509.0,749.7,,1057.0,-810.0,-276.0,,,,,-69.0,,-773.4,-929.8,-240.4,-213.0,-972.3,,-665.0,True,,,,,True,,True,False,True,True,False,,True
18159,63,78.0,9.0,,,,,29.0,,117.2,13.1,102.3,2.5,55.8,,92.0,15.0,-54.0,,,,,-34.0,,54.2,-49.9,39.3,-60.5,-7.2,,29.0,False,,,,,False,,False,False,False,False,True,,False
18161,30,30.0,41.0,,,,,10.0,,34.8,2.8,,9.0,40.7,,22.0,0.0,11.0,,,,,-20.0,,4.8,-27.2,,-21.0,10.7,,-8.0,False,,,,,False,,False,False,,False,False,,False
