,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
19075,170,168.0,,,110.0,88.4,77.2,,179.0,-2.0,,,-60.0,-81.6,-92.8,,9.0,,,False,False,False,,False
19077,203,88.0,,,50.0,61.1,33.9,,65.0,-115.0,,,-153.0,-141.9,-169.1,,-138.0,,,False,False,False,,False
19079,184,0.0,,,122.0,110.7,65.9,,0.0,-184.0,,,-62.0,-73.3,-118.1,,-184.0,,,True,True,True,,False
19081,168,48.0,,,88.0,0.0,259.9,,65.0,-120.0,,,-80.0,-168.0,91.9,,-103.0,,,True,False,True,,True
19083,209,136.0,,,159.0,66.9,97.8,,149.0,-73.0,,,-50.0,-142.1,-111.2,,-60.0,,,True,False,False,,True
19085,417,152.0,,,76.0,46.0,203.0,,124.0,-265.0,,,-341.0,-371.0,-214.0,,-293.0,,,False,False,True,,False
19087,764,432.0,,,143.0,51.0,286.2,,262.0,-332.0,,,-621.0,-713.0,-477.8,,-502.0,,,False,False,False,,False
19089,157,216.0,,,64.0,561.4,126.6,,167.0,59.0,,,-93.0,404.4,-30.4,,10.0,,,False,False,True,,True
19091,182,0.0,,,61.0,15.8,67.8,,0.0,-182.0,,,-121.0,-166.2,-114.2,,-182.0,,,True,True,True,,False
19093,141,24.0,,,46.0,8.2,17.8,,8.0,-117.0,,,-95.0,-132.8,-123.2,,-133.0,,,True,False,False,,False
19095,265,72.0,,,110.0,4.5,108.4,,320.0,-193.0,,,-155.0,-260.5,-156.6,,55.0,,,True,False,True,,True
19097,338,88.0,,,59.0,57.8,158.2,,46.0,-250.0,,,-279.0,-280.2,-179.8,,-292.0,,,False,False,True,,False
19099,494,200.0,,,241.0,65.9,131.5,,267.0,-294.0,,,-253.0,-428.1,-362.5,,-227.0,,,True,False,False,,True
19101,85,96.0,,,121.0,30.2,71.4,,193.0,11.0,,,36.0,-54.8,-13.6,,108.0,,,False,False,False,,False
19103,3155,2176.0,,,941.0,4701.3,3067.5,,2093.0,-979.0,,,-2214.0,1546.3,-87.5,,-1062.0,,,False,False,True,,False
19105,246,112.0,,,104.0,57.0,65.1,,171.0,-134.0,,,-142.0,-189.0,-180.9,,-75.0,,,False,False,False,,True
19107,93,32.0,,,63.0,8.2,34.0,,10.0,-61.0,,,-30.0,-84.8,-59.0,,-83.0,,,True,False,True,,False
19109,301,56.0,,,96.0,69.8,64.0,,14.0,-245.0,,,-205.0,-231.2,-237.0,,-287.0,,,True,True,True,,False
19111,619,768.0,,,214.0,784.0,659.1,,601.0,149.0,,,-405.0,165.0,40.1,,-18.0,,,False,False,True,,True
19113,2250,1584.0,,,1447.0,1344.5,2010.1,,1219.0,-666.0,,,-803.0,-905.5,-239.9,,-1031.0,,,False,False,True,,False
19115,110,24.0,,,73.0,41.1,30.8,,84.0,-86.0,,,-37.0,-68.9,-79.2,,-26.0,,,True,True,True,,True
19117,101,32.0,,,40.0,26.1,71.1,,5.0,-69.0,,,-61.0,-74.9,-29.9,,-96.0,,,True,False,True,,False
19119,369,72.0,,,53.0,56.2,24.8,,35.0,-297.0,,,-316.0,-312.8,-344.2,,-334.0,,,False,False,False,,False
19121,192,104.0,,,69.0,113.0,44.4,,72.0,-88.0,,,-123.0,-79.0,-147.6,,-120.0,,,False,True,False,,False
19123,443,104.0,,,130.0,50.5,66.6,,229.0,-339.0,,,-313.0,-392.5,-376.4,,-214.0,,,True,False,False,,True
19125,623,736.0,,,199.0,314.7,258.9,,624.0,113.0,,,-424.0,-308.3,-364.1,,1.0,,,False,False,False,,True
19127,350,568.0,,,422.0,200.8,551.6,,192.0,218.0,,,72.0,-149.2,201.6,,-158.0,,,True,True,True,,True
19129,215,144.0,,,111.0,162.7,267.7,,187.0,-71.0,,,-104.0,-52.3,52.7,,-28.0,,,False,True,True,,True
19131,139,72.0,,,90.0,18.2,136.3,,89.0,-67.0,,,-49.0,-120.8,-2.7,,-50.0,,,True,False,True,,True
19133,124,72.0,,,48.0,32.6,33.8,,124.0,-52.0,,,-76.0,-91.4,-90.2,,0.0,,,False,False,False,,True
19135,147,112.0,,,34.0,51.9,64.2,,139.0,-35.0,,,-113.0,-95.1,-82.8,,-8.0,,,False,False,False,,True
19137,86,40.0,,,48.0,23.1,37.7,,47.0,-46.0,,,-38.0,-62.9,-48.3,,-39.0,,,True,False,False,,True
19139,397,288.0,,,289.0,156.6,252.3,,178.0,-109.0,,,-108.0,-240.4,-144.7,,-219.0,,,True,False,False,,False
19141,398,120.0,,,74.0,122.0,114.5,,112.0,-278.0,,,-324.0,-276.0,-283.5,,-286.0,,,False,True,False,,False
19143,154,16.0,,,26.0,22.4,8.3,,6.0,-138.0,,,-128.0,-131.6,-145.7,,-148.0,,,True,True,False,,False
19145,236,40.0,,,88.0,4.8,102.4,,8.0,-196.0,,,-148.0,-231.2,-133.6,,-228.0,,,True,False,True,,False
19147,177,48.0,,,43.0,56.5,67.4,,13.0,-129.0,,,-134.0,-120.5,-109.6,,-164.0,,,False,True,True,,False
19149,908,848.0,,,159.0,284.8,381.7,,316.0,-60.0,,,-749.0,-623.2,-526.3,,-592.0,,,False,False,False,,False
19151,106,0.0,,,26.0,59.6,45.7,,0.0,-106.0,,,-80.0,-46.4,-60.3,,-106.0,,,True,True,True,,False
19153,6191,5856.0,,,3500.0,5501.1,6304.6,,3065.0,-335.0,,,-2691.0,-689.9,113.6,,-3126.0,,,False,False,True,,False
19155,1419,752.0,,,535.0,703.3,544.0,,428.0,-667.0,,,-884.0,-715.7,-875.0,,-991.0,,,False,False,False,,False
19157,243,112.0,,,128.0,46.4,216.3,,298.0,-131.0,,,-115.0,-196.6,-26.7,,55.0,,,True,False,True,,True
19159,55,40.0,,,16.0,0.5,41.8,,42.0,-15.0,,,-39.0,-54.5,-13.2,,-13.0,,,False,False,True,,True
19161,260,88.0,,,49.0,0.0,66.5,,140.0,-172.0,,,-211.0,-260.0,-193.5,,-120.0,,,False,False,False,,True
19163,1993,1200.0,,,1012.0,749.6,745.1,,1230.0,-793.0,,,-981.0,-1243.4,-1247.9,,-763.0,,,False,False,False,,True
19165,135,88.0,,,61.0,111.0,44.5,,42.0,-47.0,,,-74.0,-24.0,-90.5,,-93.0,,,False,True,False,,False
19167,1510,584.0,,,260.0,470.0,376.8,,338.0,-926.0,,,-1250.0,-1040.0,-1133.2,,-1172.0,,,False,False,False,,False
19169,2261,1456.0,,,517.0,461.8,614.3,,1778.0,-805.0,,,-1744.0,-1799.2,-1646.7,,-483.0,,,False,False,False,,True
19171,308,160.0,,,130.0,71.2,153.0,,76.0,-148.0,,,-178.0,-236.8,-155.0,,-232.0,,,False,False,False,,False
19173,113,8.0,,,34.0,19.1,30.7,,32.0,-105.0,,,-79.0,-93.9,-82.3,,-81.0,,,True,True,True,,True
19175,120,24.0,,,52.0,41.1,42.1,,25.0,-96.0,,,-68.0,-78.9,-77.9,,-95.0,,,True,True,True,,True
19177,108,40.0,,,32.0,17.4,76.6,,33.0,-68.0,,,-76.0,-90.6,-31.4,,-75.0,,,False,False,True,,False
19179,466,424.0,,,335.0,383.4,369.0,,128.0,-42.0,,,-131.0,-82.6,-97.0,,-338.0,,,False,False,False,,False
19181,488,368.0,,,289.0,259.1,363.4,,270.0,-120.0,,,-199.0,-228.9,-124.6,,-218.0,,,False,False,False,,False
19183,286,64.0,,,132.0,62.7,54.5,,25.0,-222.0,,,-154.0,-223.3,-231.5,,-261.0,,,True,False,False,,False
19185,88,104.0,,,16.0,25.8,,,141.0,16.0,,,-72.0,-62.2,,,53.0,,,False,False,,,False
19187,971,0.0,,,303.0,222.3,776.5,,0.0,-971.0,,,-668.0,-748.7,-194.5,,-971.0,,,True,True,True,,False
19189,275,232.0,,,94.0,76.4,276.9,,98.0,-43.0,,,-181.0,-198.6,1.9,,-177.0,,,False,False,True,,False
19191,260,456.0,,,118.0,303.8,246.6,,388.0,196.0,,,-142.0,43.8,-13.4,,128.0,,,True,True,True,,True
19193,2801,1040.0,,,777.0,772.4,657.6,,466.0,-1761.0,,,-2024.0,-2028.6,-2143.4,,-2335.0,,,False,False,False,,False
19195,56,32.0,,,70.0,9.7,45.3,,13.0,-24.0,,,14.0,-46.3,-10.7,,-43.0,,,True,False,True,,False
19197,187,32.0,,,127.0,98.6,268.6,,7.0,-155.0,,,-60.0,-88.4,81.6,,-180.0,,,True,True,True,,False
20001,85,0.0,,,50.0,19.0,,,0.0,-85.0,,,-35.0,-66.0,,,-85.0,,,True,True,,,False
20003,91,16.0,,,48.0,12.9,,,1.0,-75.0,,,-43.0,-78.1,,,-90.0,,,True,False,,,False
20005,303,592.0,,,110.0,42.0,262.1,,236.0,289.0,,,-193.0,-261.0,-40.9,,-67.0,,,True,True,True,,True
20007,33,8.0,,,8.0,1.9,6.5,,49.0,-25.0,,,-25.0,-31.1,-26.5,,16.0,,,False,False,False,,True
20009,460,536.0,,,200.0,73.7,420.7,,244.0,76.0,,,-260.0,-386.3,-39.3,,-216.0,,,False,False,True,,False
20011,185,32.0,,,101.0,20.8,68.5,,4.0,-153.0,,,-84.0,-164.2,-116.5,,-181.0,,,True,False,True,,False
20013,131,96.0,,,68.0,38.8,40.4,,13.0,-35.0,,,-63.0,-92.2,-90.6,,-118.0,,,False,False,False,,False
20015,919,360.0,,,499.0,36.9,272.2,,392.0,-559.0,,,-420.0,-882.1,-646.8,,-527.0,,,True,False,False,,True
20017,33,96.0,,,15.0,2.8,,,27.0,63.0,,,-18.0,-30.2,,,-6.0,,,True,True,,,True
20019,18,8.0,,,16.0,2.8,6.2,,5.0,-10.0,,,-2.0,-15.2,-11.8,,-13.0,,,True,False,False,,False
20021,417,376.0,,,194.0,55.2,573.6,,144.0,-41.0,,,-223.0,-361.8,156.6,,-273.0,,,False,False,False,,False
20023,89,0.0,,,2.0,0.1,0.6,,0.0,-89.0,,,-87.0,-88.9,-88.4,,-89.0,,,True,True,True,,False
20025,16,0.0,,,4.0,0.0,2.6,,31.0,-16.0,,,-12.0,-16.0,-13.4,,15.0,,,True,False,True,,True
20027,53,8.0,,,34.0,5.9,,,146.0,-45.0,,,-19.0,-47.1,,,93.0,,,True,False,,,False
20029,56,16.0,,,44.0,2.3,33.7,,1.0,-40.0,,,-12.0,-53.7,-22.3,,-55.0,,,True,False,True,,False
20031,70,24.0,,,50.0,58.5,9.4,,105.0,-46.0,,,-20.0,-11.5,-60.6,,35.0,,,True,True,False,,True
20033,10,0.0,,,1.0,0.0,1.7,,0.0,-10.0,,,-9.0,-10.0,-8.3,,-10.0,,,True,False,True,,False
20035,260,320.0,,,299.0,0.0,568.1,,394.0,60.0,,,39.0,-260.0,308.1,,134.0,,,True,False,False,,False
20037,913,0.0,,,391.0,0.1,522.5,,99.0,-913.0,,,-522.0,-912.9,-390.5,,-814.0,,,True,True,True,,True
20039,47,8.0,,,3.0,0.3,9.9,,57.0,-39.0,,,-44.0,-46.7,-37.1,,10.0,,,False,False,True,,True
20041,203,136.0,,,112.0,25.4,139.6,,295.0,-67.0,,,-91.0,-177.6,-63.4,,92.0,,,False,False,True,,False
20043,115,96.0,,,48.0,10.2,103.4,,167.0,-19.0,,,-67.0,-104.8,-11.6,,52.0,,,False,False,True,,False
20045,1800,696.0,,,963.0,306.7,282.5,,217.0,-1104.0,,,-837.0,-1493.3,-1517.5,,-1583.0,,,True,False,False,,False
20047,48,0.0,,,3.0,7.0,,,0.0,-48.0,,,-45.0,-41.0,,,-48.0,,,True,True,,,False
20049,12,0.0,,,8.0,0.0,,,0.0,-12.0,,,-4.0,-12.0,,,-12.0,,,True,False,,,False
20051,1097,216.0,,,158.0,48.1,214.0,,387.0,-881.0,,,-939.0,-1048.9,-883.0,,-710.0,,,False,False,False,,True
20053,119,24.0,,,35.0,3.2,18.7,,143.0,-95.0,,,-84.0,-115.8,-100.3,,24.0,,,True,False,False,,True
20055,723,912.0,,,1176.0,28.3,266.7,,0.0,189.0,,,453.0,-694.7,-456.3,,-723.0,,,False,False,False,,False
20057,1038,0.0,,,1298.0,7.8,0.8,,0.0,-1038.0,,,260.0,-1030.2,-1037.2,,-1038.0,,,True,True,True,,False
20059,248,168.0,,,201.0,340.2,86.0,,25.0,-80.0,,,-47.0,92.2,-162.0,,-223.0,,,True,False,False,,False
20061,328,0.0,,,344.0,94.2,7.5,,54.0,-328.0,,,16.0,-233.8,-320.5,,-274.0,,,True,True,True,,True
20063,141,16.0,,,0.0,0.6,7.7,,65.0,-125.0,,,-141.0,-140.4,-133.3,,-76.0,,,False,False,False,,True
20065,33,40.0,,,3.0,0.1,,,49.0,7.0,,,-30.0,-32.9,,,16.0,,,False,False,,,False
20067,254,288.0,,,96.0,0.0,102.5,,55.0,34.0,,,-158.0,-254.0,-151.5,,-199.0,,,False,False,False,,False
20069,83,168.0,,,20.0,7.3,216.7,,26.0,85.0,,,-63.0,-75.7,133.7,,-57.0,,,True,True,False,,True
20071,23,0.0,,,2.0,0.0,1.7,,0.0,-23.0,,,-21.0,-23.0,-21.3,,-23.0,,,True,True,True,,False
20073,48,0.0,,,27.0,10.6,4.2,,0.0,-48.0,,,-21.0,-37.4,-43.8,,-48.0,,,True,True,True,,False
20075,14,0.0,,,23.0,10.5,10.7,,14.0,-14.0,,,9.0,-3.5,-3.3,,0.0,,,True,True,True,,True
20077,99,112.0,,,27.0,22.1,,,96.0,13.0,,,-72.0,-76.9,,,-3.0,,,False,False,,,True
20079,210,376.0,,,290.0,13.4,331.6,,393.0,166.0,,,80.0,-196.6,121.6,,183.0,,,True,False,True,,False
20081,111,0.0,,,19.0,12.1,1.8,,0.0,-111.0,,,-92.0,-98.9,-109.2,,-111.0,,,True,True,True,,False
20083,19,8.0,,,0.0,4.6,,,37.0,-11.0,,,-19.0,-14.4,,,18.0,,,False,False,,,False
20085,105,136.0,,,98.0,61.4,98.8,,48.0,31.0,,,-7.0,-43.6,-6.2,,-57.0,,,True,False,True,,False
20087,144,120.0,,,134.0,41.7,125.2,,69.0,-24.0,,,-10.0,-102.3,-18.8,,-75.0,,,True,False,True,,False
20089,7,8.0,,,11.0,2.3,,,2.0,1.0,,,4.0,-4.7,,,-5.0,,,False,False,,,False
20091,6169,7072.0,,,4727.0,4344.3,3564.2,,5207.0,903.0,,,-1442.0,-1824.7,-2604.8,,-962.0,,,False,False,False,,False
20093,63,16.0,,,23.0,11.9,21.0,,3.0,-47.0,,,-40.0,-51.1,-42.0,,-60.0,,,True,False,True,,False
20095,85,72.0,,,27.0,4.3,,,54.0,-13.0,,,-58.0,-80.7,,,-31.0,,,False,False,,,False
20097,38,0.0,,,0.0,1.7,7.6,,0.0,-38.0,,,-38.0,-36.3,-30.4,,-38.0,,,False,True,True,,False
20099,165,104.0,,,185.0,59.0,80.7,,22.0,-61.0,,,20.0,-106.0,-84.3,,-143.0,,,True,False,False,,False
20101,12,8.0,,,0.0,2.1,4.9,,5.0,-4.0,,,-12.0,-9.9,-7.1,,-7.0,,,False,False,False,,False
20103,915,184.0,,,857.0,365.2,49.3,,152.0,-731.0,,,-58.0,-549.8,-865.7,,-763.0,,,True,True,False,,False
20105,11,0.0,,,8.0,0.0,1.8,,0.0,-11.0,,,-3.0,-11.0,-9.2,,-11.0,,,True,False,True,,False
20107,60,0.0,,,52.0,9.4,15.7,,5.0,-60.0,,,-8.0,-50.6,-44.3,,-55.0,,,True,True,True,,True
20109,66,0.0,,,0.0,0.0,0.6,,0.0,-66.0,,,-66.0,-66.0,-65.4,,-66.0,,,False,False,True,,False
20111,386,1232.0,,,460.0,181.2,615.4,,361.0,846.0,,,74.0,-204.8,229.4,,-25.0,,,True,True,True,,True
20113,143,248.0,,,208.0,6.1,152.0,,492.0,105.0,,,65.0,-136.9,9.0,,349.0,,,True,False,True,,False
20115,71,8.0,,,71.0,0.4,103.8,,269.0,-63.0,,,0.0,-70.6,32.8,,198.0,,,True,False,True,,False
20117,50,0.0,,,40.0,0.1,,,0.0,-50.0,,,-10.0,-49.9,,,-50.0,,,True,True,,,False
20119,101,0.0,,,13.0,8.8,7.6,,9.0,-101.0,,,-88.0,-92.2,-93.4,,-92.0,,,True,True,True,,True
20121,328,120.0,,,234.0,12.4,93.6,,41.0,-208.0,,,-94.0,-315.6,-234.4,,-287.0,,,True,False,False,,False
20123,29,0.0,,,29.0,11.1,,,0.0,-29.0,,,0.0,-17.9,,,-29.0,,,True,True,,,False
20125,408,288.0,,,370.0,82.8,151.4,,93.0,-120.0,,,-38.0,-325.2,-256.6,,-315.0,,,True,False,False,,False
20127,37,16.0,,,19.0,1.9,,,96.0,-21.0,,,-18.0,-35.1,,,59.0,,,True,False,,,False
20129,25,0.0,,,17.0,1.1,0.5,,52.0,-25.0,,,-8.0,-23.9,-24.5,,27.0,,,True,True,True,,False
20131,190,24.0,,,62.0,9.1,51.7,,53.0,-166.0,,,-128.0,-180.9,-138.3,,-137.0,,,True,False,True,,True
20133,134,40.0,,,107.0,20.7,67.3,,17.0,-94.0,,,-27.0,-113.3,-66.7,,-117.0,,,True,False,True,,False
20135,109,32.0,,,0.0,8.0,15.1,,71.0,-77.0,,,-109.0,-101.0,-93.9,,-38.0,,,False,False,False,,True
20137,175,0.0,,,18.0,6.7,0.1,,0.0,-175.0,,,-157.0,-168.3,-174.9,,-175.0,,,True,True,True,,False
20139,94,48.0,,,94.0,8.0,43.6,,23.0,-46.0,,,0.0,-86.0,-50.4,,-71.0,,,True,False,False,,False
20141,18,0.0,,,8.0,0.7,1.5,,0.0,-18.0,,,-10.0,-17.3,-16.5,,-18.0,,,True,True,True,,False
20143,65,16.0,,,31.0,10.3,23.6,,6.0,-49.0,,,-34.0,-54.6,-41.4,,-59.0,,,True,False,True,,False
20145,399,104.0,,,24.0,8.7,,,34.0,-295.0,,,-375.0,-390.4,,,-365.0,,,False,False,,,False
20147,101,24.0,,,22.0,0.0,42.7,,0.0,-77.0,,,-79.0,-101.0,-58.3,,-101.0,,,False,False,True,,False
20149,211,160.0,,,199.0,41.5,82.2,,438.0,-51.0,,,-12.0,-169.5,-128.8,,227.0,,,True,False,False,,False
20151,66,16.0,,,27.0,25.2,12.6,,14.0,-50.0,,,-39.0,-40.8,-53.4,,-52.0,,,True,True,False,,False
20153,90,0.0,,,0.0,0.0,,,,-90.0,,,-90.0,-90.0,,,,,,False,False,,,
20155,1100,1304.0,,,624.0,3746.7,651.3,,453.0,204.0,,,-476.0,2646.7,-448.7,,-647.0,,,False,False,False,,False
20157,37,24.0,,,21.0,1.8,53.5,,90.0,-13.0,,,-16.0,-35.2,16.5,,53.0,,,False,False,False,,False
20159,75,24.0,,,46.0,1.8,,,20.0,-51.0,,,-29.0,-73.2,,,-55.0,,,True,False,,,False
20161,1470,1008.0,,,612.0,56.4,665.8,,1144.0,-462.0,,,-858.0,-1413.6,-804.2,,-326.0,,,False,False,False,,True
20163,111,16.0,,,10.0,2.4,,,29.0,-95.0,,,-101.0,-108.6,,,-82.0,,,False,False,,,True
20165,82,16.0,,,2.0,5.0,8.7,,2.0,-66.0,,,-80.0,-77.0,-73.3,,-80.0,,,False,False,False,,False
20167,141,0.0,,,18.0,1.0,,,1.0,-141.0,,,-123.0,-140.0,,,-140.0,,,True,True,,,True
20169,521,376.0,,,491.0,115.4,302.1,,166.0,-145.0,,,-30.0,-405.6,-218.9,,-355.0,,,True,False,False,,False
20171,75,264.0,,,25.0,40.1,153.2,,26.0,189.0,,,-50.0,-34.9,78.2,,-49.0,,,True,True,True,,True
20173,4366,3944.0,,,5460.0,1940.9,1705.4,,6411.0,-422.0,,,1094.0,-2425.1,-2660.6,,2045.0,,,False,False,False,,False
20175,646,1144.0,,,886.0,134.9,660.8,,0.0,498.0,,,240.0,-511.1,14.8,,-646.0,,,True,False,True,,False
20177,1289,1808.0,,,2101.0,768.4,883.2,,874.0,519.0,,,812.0,-520.6,-405.8,,-415.0,,,False,False,True,,True
20179,102,16.0,,,2.0,3.3,5.8,,58.0,-86.0,,,-100.0,-98.7,-96.2,,-44.0,,,False,False,False,,True
20181,113,0.0,,,14.0,6.9,,,0.0,-113.0,,,-99.0,-106.1,,,-113.0,,,True,True,,,False
20183,18,0.0,,,8.0,0.0,0.0,,0.0,-18.0,,,-10.0,-18.0,-18.0,,-18.0,,,True,False,True,,False
20185,54,64.0,,,10.0,3.6,21.7,,54.0,10.0,,,-44.0,-50.4,-32.3,,0.0,,,False,False,False,,True
20187,60,0.0,,,10.0,30.6,17.7,,1.0,-60.0,,,-50.0,-29.4,-42.3,,-59.0,,,True,True,True,,True
20189,136,8.0,,,50.0,0.6,5.4,,10.0,-128.0,,,-86.0,-135.4,-130.6,,-126.0,,,True,False,False,,True
20191,133,48.0,,,186.0,32.0,82.8,,41.0,-85.0,,,53.0,-101.0,-50.2,,-92.0,,,True,False,True,,False
20193,165,64.0,,,29.0,91.3,176.8,,23.0,-101.0,,,-136.0,-73.7,11.8,,-142.0,,,False,True,True,,False
20195,67,0.0,,,0.0,1.7,1.2,,0.0,-67.0,,,-67.0,-65.3,-65.8,,-67.0,,,False,True,True,,False
20197,28,56.0,,,35.0,11.4,19.6,,139.0,28.0,,,7.0,-16.6,-8.4,,111.0,,,True,True,True,,False
20199,26,8.0,,,0.0,0.0,,,0.0,-18.0,,,-26.0,-26.0,,,-26.0,,,False,False,,,False
20201,27,8.0,,,12.0,0.1,3.8,,138.0,-19.0,,,-15.0,-26.9,-23.2,,111.0,,,True,False,False,,False
20203,16,0.0,,,3.0,0.0,2.4,,0.0,-16.0,,,-13.0,-16.0,-13.6,,-16.0,,,True,False,True,,False
20205,88,16.0,,,48.0,1.7,,,180.0,-72.0,,,-40.0,-86.3,,,92.0,,,True,False,,,False
20207,14,0.0,,,10.0,2.0,0.0,,0.0,-14.0,,,-4.0,-12.0,-14.0,,-14.0,,,True,True,True,,False
20209,2264,2592.0,,,3142.0,2593.8,1319.8,,1068.0,328.0,,,878.0,329.8,-944.2,,-1196.0,,,False,False,False,,False
21001,194,160.0,,,132.0,64.7,64.4,,157.0,-34.0,,,-62.0,-129.3,-129.6,,-37.0,,,False,False,False,,False
21003,232,56.0,,,119.0,52.3,23.4,,33.0,-176.0,,,-113.0,-179.7,-208.6,,-199.0,,,True,False,False,,False
21005,121,104.0,,,58.0,33.6,237.7,,81.0,-17.0,,,-63.0,-87.4,116.7,,-40.0,,,False,False,False,,False
21007,27,16.0,,,94.0,15.1,22.1,,6.0,-11.0,,,67.0,-11.9,-4.9,,-21.0,,,False,False,True,,False
21009,476,336.0,,,323.0,79.8,225.8,,225.0,-140.0,,,-153.0,-396.2,-250.2,,-251.0,,,False,False,False,,False
21011,51,88.0,,,48.0,10.9,105.3,,198.0,37.0,,,-3.0,-40.1,54.3,,147.0,,,True,False,False,,False
21013,229,232.0,,,232.0,223.3,435.0,,97.0,3.0,,,3.0,-5.7,206.0,,-132.0,,,False,False,False,,False
21015,669,552.0,,,960.0,54.6,378.5,,394.0,-117.0,,,291.0,-614.5,-290.5,,-275.0,,,False,False,False,,False
21017,169,56.0,,,101.0,7.1,91.2,,54.0,-113.0,,,-68.0,-161.9,-77.8,,-115.0,,,True,False,True,,False
21019,371,104.0,,,299.0,13.7,67.0,,77.0,-267.0,,,-72.0,-357.4,-304.0,,-294.0,,,True,False,False,,False
21021,208,144.0,,,244.0,9.7,59.1,,83.0,-64.0,,,36.0,-198.3,-148.9,,-125.0,,,True,False,False,,False
21023,15,0.0,,,23.0,0.0,6.9,,3.0,-15.0,,,8.0,-15.0,-8.1,,-12.0,,,True,False,True,,True
21025,69,48.0,,,58.0,21.2,45.6,,65.0,-21.0,,,-11.0,-47.8,-23.4,,-4.0,,,True,False,False,,True
21027,82,56.0,,,45.0,10.5,63.5,,24.0,-26.0,,,-37.0,-71.5,-18.5,,-58.0,,,False,False,True,,False
21029,654,776.0,,,427.0,106.0,788.9,,681.0,122.0,,,-227.0,-548.0,134.9,,27.0,,,False,False,False,,True
21031,83,56.0,,,60.0,56.0,41.6,,62.0,-27.0,,,-23.0,-27.0,-41.4,,-21.0,,,True,False,False,,True
21033,174,56.0,,,83.0,21.7,28.9,,59.0,-118.0,,,-91.0,-152.3,-145.1,,-115.0,,,True,False,False,,True
21035,496,448.0,,,336.0,48.5,908.6,,407.0,-48.0,,,-160.0,-447.5,412.6,,-89.0,,,False,False,False,,False
21037,417,304.0,,,634.0,45.5,177.5,,170.0,-113.0,,,217.0,-371.5,-239.5,,-247.0,,,False,False,False,,False
21039,43,40.0,,,72.0,9.5,,,11.0,-3.0,,,29.0,-33.5,,,-32.0,,,False,False,,,False
21041,32,112.0,,,58.0,38.5,411.7,,63.0,80.0,,,26.0,6.5,379.7,,31.0,,,True,True,False,,True
21043,178,40.0,,,129.0,0.0,123.8,,22.0,-138.0,,,-49.0,-178.0,-54.2,,-156.0,,,True,False,True,,False
21045,70,80.0,,,66.0,87.2,157.0,,26.0,10.0,,,-4.0,17.2,87.0,,-44.0,,,True,False,False,,False
21047,991,1264.0,,,628.0,12.4,498.0,,1522.0,273.0,,,-363.0,-978.6,-493.0,,531.0,,,False,False,False,,False
21049,218,272.0,,,210.0,65.1,165.6,,621.0,54.0,,,-8.0,-152.9,-52.4,,403.0,,,True,False,True,,False
21051,228,88.0,,,148.0,56.1,161.7,,47.0,-140.0,,,-80.0,-171.9,-66.3,,-181.0,,,True,False,True,,False
21053,133,136.0,,,75.0,13.7,,,204.0,3.0,,,-58.0,-119.3,,,71.0,,,False,False,,,False
21055,108,32.0,,,59.0,11.5,31.8,,49.0,-76.0,,,-49.0,-96.5,-76.2,,-59.0,,,True,False,False,,True
21057,45,72.0,,,33.0,0.0,,,25.0,27.0,,,-12.0,-45.0,,,-20.0,,,True,False,,,True
21059,905,416.0,,,623.0,58.8,239.0,,366.0,-489.0,,,-282.0,-846.2,-666.0,,-539.0,,,True,False,False,,False
21061,44,8.0,,,31.0,6.3,64.5,,5.0,-36.0,,,-13.0,-37.7,20.5,,-39.0,,,True,False,True,,False
21063,43,32.0,,,40.0,3.3,,,25.0,-11.0,,,-3.0,-39.7,,,-18.0,,,True,False,,,False
21065,216,8.0,,,49.0,0.0,,,1.0,-208.0,,,-167.0,-216.0,,,-215.0,,,True,False,,,False
21067,6156,2216.0,,,2772.0,183.9,1609.3,,1161.0,-3940.0,,,-3384.0,-5972.1,-4546.7,,-4995.0,,,True,False,False,,False
21069,53,8.0,,,67.0,2.1,36.0,,4.0,-45.0,,,14.0,-50.9,-17.0,,-49.0,,,True,False,True,,False
21071,137,104.0,,,172.0,87.6,212.4,,86.0,-33.0,,,35.0,-49.4,75.4,,-51.0,,,False,False,False,,False
21073,360,632.0,,,394.0,134.6,389.9,,729.0,272.0,,,34.0,-225.4,29.9,,369.0,,,True,True,True,,False
21075,107,88.0,,,125.0,6.9,191.0,,22.0,-19.0,,,18.0,-100.1,84.0,,-85.0,,,True,False,False,,False
21077,29,40.0,,,29.0,6.7,59.9,,75.0,11.0,,,0.0,-22.4,30.9,,46.0,,,True,False,False,,False
21079,143,64.0,,,65.0,68.9,165.1,,42.0,-79.0,,,-78.0,-74.1,22.1,,-101.0,,,True,True,True,,False
