,actual_cases,COVIDhub-baseline,CEID-Walk,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CEID-Walk,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CEID-Walk,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
Pennsylvania,37033,26775.0,21186.1,16951.0,43905.0,,28869.5,1634.0,13918.0,5394.3,,9925.0,22391.0,37159.7,25317.9,33943.9,22603.5,10783.9,17949.4,14651.0,,4253.9,55600.6,16550.5,21185.7,17482.1,29850.0,-10258.0,-15846.9,-20082.0,6872.0,,-8163.5,-35399.0,-23115.0,-31638.7,,-27108.0,-14642.0,126.7,-11715.1,-3089.1,-14429.5,-26249.1,-19083.6,-22382.0,,-32779.1,18567.6,-20482.5,-15847.3,-19550.9,-7183.0,False,False,True,,True,False,False,False,,False,False,True,False,True,False,False,False,False,,False,False,False,False,False,True
Rhode Island,4916,3310.0,2715.5,1824.0,2612.0,,1835.7,0.0,6791.5,640.3,,1058.0,6658.0,2147.4,2102.6,5835.9,4895.1,1219.3,1593.6,870.0,,1615.2,3561.7,3395.6,3008.1,2079.7,2183.0,-1606.0,-2200.5,-3092.0,-2304.0,,-3080.3,-4916.0,1875.5,-4275.7,,-3858.0,1742.0,-2768.6,-2813.4,919.9,-20.9,-3696.7,-3322.4,-4046.0,,-3300.8,-1354.3,-1520.4,-1907.9,-2836.3,-2733.0,False,False,False,,False,False,False,False,,False,False,False,False,True,True,False,False,False,,False,True,True,False,False,False
South Carolina,33236,28445.0,24147.6,21198.0,27067.0,,29571.3,11297.0,22063.5,4910.5,,12022.0,24869.0,32968.9,27758.8,8902.5,14521.0,36161.4,26059.5,31981.0,,12395.1,45730.5,14639.5,27108.2,62576.1,19065.0,-4791.0,-9088.4,-12038.0,-6169.0,,-3664.7,-21939.0,-11172.5,-28325.5,,-21214.0,-8367.0,-267.1,-5477.2,-24333.5,-18715.0,2925.4,-7176.5,-1255.0,,-20840.9,12494.5,-18596.5,-6127.8,29340.1,-14171.0,False,False,False,,True,False,False,False,,False,False,True,False,False,False,True,False,True,,False,False,False,False,False,False
South Dakota,16174,7740.0,6948.3,5357.0,6577.0,,9067.6,172.0,6825.4,1389.2,,3198.0,9173.0,9549.1,8877.7,1658.7,14933.9,5881.5,5206.5,5605.0,,4051.0,12948.2,5408.7,4685.7,5602.4,3309.0,-8434.0,-9225.7,-10817.0,-9597.0,,-7106.4,-16002.0,-9348.6,-14784.8,,-12976.0,-7001.0,-6624.9,-7296.3,-14515.3,-1240.1,-10292.5,-10967.5,-10569.0,,-12123.0,-3225.8,-10765.3,-11488.3,-10571.6,-12865.0,False,False,False,,True,False,False,False,,False,True,True,True,False,True,False,False,False,,False,True,False,False,False,False
Tennessee,55248,42645.0,34239.9,25982.0,168336.0,,40508.9,24216.0,27489.6,8355.8,,17394.0,37593.0,39936.6,59505.2,28862.8,27581.2,23768.8,26273.7,30693.0,,17112.9,87212.2,20777.6,35467.4,31379.9,25908.0,-12603.0,-21008.1,-29266.0,113088.0,,-14739.1,-31032.0,-27758.4,-46892.2,,-37854.0,-17655.0,-15311.4,4257.2,-26385.2,-27666.8,-31479.2,-28974.3,-24555.0,,-38135.1,31964.2,-34470.4,-19780.6,-23868.1,-29340.0,False,False,False,,False,False,False,False,,False,False,False,True,False,False,False,False,False,,False,False,False,False,False,False
Texas,170817,109505.0,87983.7,77455.0,172882.0,,90332.0,79701.0,79981.0,12133.4,,47617.0,160502.0,64851.1,119012.0,74104.9,107451.2,85650.0,77354.7,70948.0,,47180.8,204152.1,73116.3,113372.1,89363.1,55255.0,-61312.0,-82833.3,-93362.0,2065.0,,-80485.0,-91116.0,-90836.0,-158683.6,,-123200.0,-10315.0,-105965.9,-51805.0,-96712.1,-63365.8,-85167.0,-93462.3,-99869.0,,-123636.2,33335.1,-97700.7,-57444.9,-81453.9,-115562.0,False,False,True,,False,False,False,False,,False,True,False,True,False,False,False,False,False,,False,True,False,True,False,False
Utah,36050,14875.0,11684.2,11476.0,18673.0,,19492.0,6277.0,9842.8,3824.4,,6198.0,13309.0,18609.2,14408.4,7338.6,21086.0,12506.2,13177.2,13506.0,,13655.4,35219.9,9299.4,11616.1,24023.9,15317.0,-21175.0,-24365.8,-24574.0,-17377.0,,-16558.0,-29773.0,-26207.2,-32225.6,,-29852.0,-22741.0,-17440.8,-21641.6,-28711.4,-14964.0,-23543.8,-22872.8,-22544.0,,-22394.6,-830.1,-26750.6,-24433.9,-12026.1,-20733.0,False,False,True,,True,False,False,False,,False,False,True,False,False,True,False,False,False,,False,True,False,False,True,True
Vermont,249,150.0,114.9,134.0,149.0,,245.1,53.0,227.2,31.6,,58.0,293.0,105.9,770.7,699.3,187.0,119.5,141.5,55.0,,106.5,166.6,244.2,204.8,188.2,93.0,-99.0,-134.1,-115.0,-100.0,,-3.9,-196.0,-21.8,-217.4,,-191.0,44.0,-143.1,521.7,450.3,-62.0,-129.5,-107.5,-194.0,,-142.5,-82.4,-4.8,-44.2,-60.8,-156.0,False,False,False,,True,False,True,False,,False,True,False,False,False,True,False,False,False,,False,True,True,True,True,False
Virginia,31927,35935.0,28627.0,25412.0,57590.0,,38536.6,5840.0,23885.9,7253.9,,15019.0,22882.0,40993.7,47995.9,27998.3,30730.6,23285.1,26634.7,23398.0,,20706.6,27764.2,27655.2,24642.1,37519.6,0.0,4008.0,-3300.0,-6515.0,25663.0,,6609.6,-26087.0,-8041.1,-24673.1,,-16908.0,-9045.0,9066.7,16068.9,-3928.7,-1196.4,-8641.9,-5292.3,-8529.0,,-11220.4,-4162.8,-4271.8,-7284.9,5592.6,-31927.0,True,False,False,,False,False,False,False,,False,False,False,False,True,True,False,False,False,,False,False,False,False,False,False
Washington,18195,13200.0,10666.8,9912.0,12679.0,,15137.5,25036.0,9742.7,2641.4,,5686.0,9697.0,14268.3,12672.3,15977.8,9282.8,9993.3,9752.4,7489.0,,7114.0,5184.5,10548.5,11979.0,12560.3,11366.0,-4995.0,-7528.2,-8283.0,-5516.0,,-3057.5,6841.0,-8452.3,-15553.6,,-12509.0,-8498.0,-3926.7,-5522.7,-2217.2,-8912.2,-8201.7,-8442.6,-10706.0,,-11081.0,-13010.5,-7646.5,-6216.0,-5634.7,-6829.0,False,False,False,,True,False,False,False,,False,False,True,False,True,False,False,False,False,,False,False,False,False,False,False
West Virginia,7277,6175.0,5206.5,4801.0,6248.0,,9596.7,4592.0,4206.3,1310.3,,2794.0,5305.0,10276.4,10569.6,6936.8,5417.6,5438.6,5670.1,5883.0,,5473.5,8502.1,4953.6,4402.0,10260.3,6131.0,-1102.0,-2070.5,-2476.0,-1029.0,,2319.7,-2685.0,-3070.7,-5966.7,,-4483.0,-1972.0,2999.4,3292.6,-340.2,-1859.4,-1838.4,-1606.9,-1394.0,,-1803.5,1225.1,-2323.4,-2875.0,2983.3,-1146.0,False,False,True,,False,False,False,False,,False,False,False,False,True,False,False,False,False,,False,False,False,False,False,False
Wisconsin,78583,36515.0,29673.8,28580.0,92692.0,,45601.1,22912.0,22760.9,9429.3,,16114.0,30505.0,52307.3,52326.4,23911.5,23304.8,37642.8,33478.6,36141.0,,36588.8,14627.1,27130.7,25139.0,94827.9,36193.0,-42068.0,-48909.2,-50003.0,14109.0,,-32981.9,-55671.0,-55822.1,-69153.7,,-62469.0,-48078.0,-26275.7,-26256.6,-54671.5,-55278.2,-40940.2,-45104.4,-42442.0,,-41994.2,-63955.9,-51452.3,-53444.0,16244.9,-42390.0,False,False,True,,True,False,False,False,,False,False,True,True,False,False,True,False,False,,True,False,False,False,True,False
Wyoming,4519,1535.0,1290.3,1108.0,1576.0,,1154.8,652.0,986.3,312.6,,581.0,1393.0,1687.5,7435.0,1556.6,1101.6,1126.2,1089.6,1079.0,,1523.2,622.6,1192.1,846.6,2979.4,1537.0,-2984.0,-3228.7,-3411.0,-2943.0,,-3364.2,-3867.0,-3532.7,-4206.4,,-3938.0,-3126.0,-2831.5,2916.0,-2962.4,-3417.4,-3392.8,-3429.4,-3440.0,,-2995.8,-3896.4,-3326.9,-3672.4,-1539.6,-2982.0,False,False,True,,False,False,False,False,,False,False,True,True,True,False,False,False,False,,False,False,False,False,True,True
US,1616054,1201220.0,930507.5,920037.0,1861494.0,1208259.0,957367.3,720620.0,892878.5,204616.0,1066969.0,494827.0,1333628.0,1179463.3,1307731.9,1006706.3,1156535.9,801715.8,921483.2,768044.0,998085.1,619924.8,1502893.2,747432.9,927944.6,1136271.8,842771.0,-414834.0,-685546.5,-696017.0,245440.0,-407795.0,-658686.7,-895434.0,-723175.5,-1411438.0,-549085.0,-1121227.0,-282426.0,-436590.7,-308322.1,-609347.7,-459518.1,-814338.2,-694570.8,-848010.0,-617968.9,-996129.2,-113160.8,-868621.1,-688109.4,-479782.2,-773283.0,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
