,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
17157,489,161.0,,,,,319.0,32.5,189.9,168.9,,77.0,-328.0,,,,,-170.0,-456.5,-299.1,-320.1,,-412.0,,,,,True,False,True,True,,False
17159,132,7.0,,,,,41.0,1.9,,,,100.0,-125.0,,,,,-91.0,-130.1,,,,-32.0,,,,,True,False,,,,True
17161,1207,889.0,576.2,,,,1191.0,780.9,435.6,581.5,,647.0,-318.0,-630.8,,,,-16.0,-426.1,-771.4,-625.5,,-560.0,False,,,,True,False,False,False,,False
17163,2670,3241.0,3719.7,,,,3292.0,1827.2,1471.7,6761.2,,1880.0,571.0,1049.7,,,,622.0,-842.8,-1198.3,4091.2,,-790.0,False,,,,False,False,False,False,,False
17165,141,196.0,,,,,217.0,86.2,228.3,,,104.0,55.0,,,,,76.0,-54.8,87.3,,,-37.0,,,,,False,True,False,,,True
17167,1236,1477.0,714.0,,,,1453.0,1559.6,1612.1,993.4,,2534.0,241.0,-522.0,,,,217.0,323.6,376.1,-242.6,,1298.0,False,,,,True,False,False,False,,False
17169,31,7.0,,,,,14.0,3.4,,3.4,,70.0,-24.0,,,,,-17.0,-27.6,,-27.6,,39.0,,,,,True,False,,False,,False
17171,57,28.0,,,,,3.0,,,,,17.0,-29.0,,,,,-54.0,,,,,-40.0,,,,,False,,,,,False
17173,289,140.0,,,,,57.0,18.2,,80.3,,275.0,-149.0,,,,,-232.0,-270.8,,-208.7,,-14.0,,,,,False,False,,False,,True
17175,45,7.0,,,,,7.0,0.6,,,,226.0,-38.0,,,,,-38.0,-44.4,,,,181.0,,,,,False,False,,,,False
17177,149,63.0,,,,,227.0,13.7,39.9,48.4,,72.0,-86.0,,,,,78.0,-135.3,-109.1,-100.6,,-77.0,,,,,True,False,False,False,,True
17179,1206,630.0,569.7,,,,616.0,764.6,1075.0,303.8,,1989.0,-576.0,-636.3,,,,-590.0,-441.4,-131.0,-902.2,,783.0,False,,,,False,True,True,False,,False
17181,199,210.0,,,,,164.0,47.7,62.1,357.3,,93.0,11.0,,,,,-35.0,-151.3,-136.9,158.3,,-106.0,,,,,False,False,False,False,,False
17183,390,210.0,327.5,,,,465.0,272.9,405.9,998.0,,110.0,-180.0,-62.5,,,,75.0,-117.1,15.9,608.0,,-280.0,True,,,,True,True,True,False,,False
17185,113,35.0,,,,,47.0,27.3,,38.4,,428.0,-78.0,,,,,-66.0,-85.7,,-74.6,,315.0,,,,,True,False,,True,,False
17187,120,112.0,,,,,85.0,6.5,90.8,37.5,,103.0,-8.0,,,,,-35.0,-113.5,-29.2,-82.5,,-17.0,,,,,False,False,False,False,,False
17189,133,91.0,,,,,34.0,11.0,,91.4,,69.0,-42.0,,,,,-99.0,-122.0,,-41.6,,-64.0,,,,,False,False,,True,,False
17191,198,105.0,,,,,70.0,20.3,,42.7,,257.0,-93.0,,,,,-128.0,-177.7,,-155.3,,59.0,,,,,False,False,,False,,True
17193,101,112.0,,,,,53.0,57.5,,,,98.0,11.0,,,,,-48.0,-43.5,,,,-3.0,,,,,False,False,,,,True
17195,369,245.0,151.9,,,,255.0,20.8,171.9,441.5,,141.0,-124.0,-217.1,,,,-114.0,-348.2,-197.1,72.5,,-228.0,False,,,,True,False,False,True,,False
17197,4828,3346.0,289.6,,,,3674.0,1563.1,1564.3,4109.1,,3703.0,-1482.0,-4538.4,,,,-1154.0,-3264.9,-3263.7,-718.9,,-1125.0,False,,,,True,False,False,True,,True
17199,981,469.0,701.1,,,,685.0,187.2,425.4,735.9,,764.0,-512.0,-279.9,,,,-296.0,-793.8,-555.6,-245.1,,-217.0,True,,,,True,False,False,True,,True
17201,1555,1239.0,755.2,,,,2064.0,203.0,331.1,1044.7,,1154.0,-316.0,-799.8,,,,509.0,-1352.0,-1223.9,-510.3,,-401.0,False,,,,False,False,False,False,,False
17203,296,154.0,,,,,95.0,103.8,,220.4,,573.0,-142.0,,,,,-201.0,-192.2,,-75.6,,277.0,,,,,False,False,,True,,False
18001,161,70.0,,,,,145.0,45.6,,86.5,,24.0,-91.0,,,,,-16.0,-115.4,,-74.5,,-137.0,,,,,True,False,,True,,False
18003,2364,1750.0,642.3,,,,2439.0,1106.4,418.2,1159.6,,1805.0,-614.0,-1721.7,,,,75.0,-1257.6,-1945.8,-1204.4,,-559.0,False,,,,True,False,False,False,,True
18005,418,385.0,86.2,,,,493.0,120.6,111.5,458.6,,429.0,-33.0,-331.8,,,,75.0,-297.4,-306.5,40.6,,11.0,False,,,,False,False,False,False,,True
18007,29,28.0,,,,,28.0,18.8,,15.8,,54.0,-1.0,,,,,-1.0,-10.2,,-13.2,,25.0,,,,,False,False,,False,,False
18009,63,21.0,,,,,41.0,8.6,,28.1,,117.0,-42.0,,,,,-22.0,-54.4,,-34.9,,54.0,,,,,True,False,,True,,False
18011,318,385.0,203.9,,,,351.0,157.9,393.2,577.5,,317.0,67.0,-114.1,,,,33.0,-160.1,75.2,259.5,,-1.0,False,,,,True,False,False,False,,True
18013,33,49.0,,,,,45.0,9.2,,53.4,,20.0,16.0,,,,,12.0,-23.8,,20.4,,-13.0,,,,,True,False,,False,,True
18015,132,126.0,,,,,94.0,90.9,42.1,68.7,,506.0,-6.0,,,,,-38.0,-41.1,-89.9,-63.3,,374.0,,,,,False,False,False,False,,False
18017,188,231.0,,,,,336.0,68.8,5.1,75.5,,22.0,43.0,,,,,148.0,-119.2,-182.9,-112.5,,-166.0,,,,,False,False,False,False,,False
18019,1039,1155.0,340.2,,,,870.0,565.8,393.2,2101.3,,1079.0,116.0,-698.8,,,,-169.0,-473.2,-645.8,1062.3,,40.0,False,,,,False,False,False,False,,True
18021,198,84.0,,,,,111.0,20.4,,119.9,,80.0,-114.0,,,,,-87.0,-177.6,,-78.1,,-118.0,,,,,True,False,,True,,False
18023,243,196.0,,,,,175.0,36.7,71.9,107.3,,279.0,-47.0,,,,,-68.0,-206.3,-171.1,-135.7,,36.0,,,,,False,False,False,False,,True
18025,62,21.0,,,,,21.0,6.9,,14.7,,31.0,-41.0,,,,,-41.0,-55.1,,-47.3,,-31.0,,,,,False,False,,False,,True
18027,399,273.0,,,,,205.0,59.5,119.3,189.9,,230.0,-126.0,,,,,-194.0,-339.5,-279.7,-209.1,,-169.0,,,,,False,False,False,False,,False
18029,165,455.0,,,,,205.0,125.0,219.4,479.1,,251.0,290.0,,,,,40.0,-40.0,54.4,314.1,,86.0,,,,,True,True,True,False,,True
18031,143,252.0,,,,,129.0,39.8,76.3,268.3,,383.0,109.0,,,,,-14.0,-103.2,-66.7,125.3,,240.0,,,,,True,True,True,False,,False
18033,229,126.0,,,,,200.0,25.8,125.3,162.7,,77.0,-103.0,,,,,-29.0,-203.2,-103.7,-66.3,,-152.0,,,,,True,False,False,True,,False
18035,1214,560.0,241.8,,,,775.0,168.4,195.0,451.7,,1002.0,-654.0,-972.2,,,,-439.0,-1045.6,-1019.0,-762.3,,-212.0,False,,,,True,False,False,False,,True
18037,324,595.0,,,,,268.0,112.6,271.1,309.0,,223.0,271.0,,,,,-56.0,-211.4,-52.9,-15.0,,-101.0,,,,,True,True,True,True,,True
18039,1755,1806.0,1692.8,,,,1723.0,762.0,543.7,1071.1,,859.0,51.0,-62.2,,,,-32.0,-993.0,-1211.3,-683.9,,-896.0,False,,,,True,False,False,False,,False
18041,267,119.0,,,,,103.0,27.1,67.8,158.9,,127.0,-148.0,,,,,-164.0,-239.9,-199.2,-108.1,,-140.0,,,,,False,False,False,True,,True
18043,635,665.0,161.1,,,,454.0,481.7,301.1,876.2,,602.0,30.0,-473.9,,,,-181.0,-153.3,-333.9,241.2,,-33.0,False,,,,False,False,False,False,,False
18045,54,63.0,,,,,73.0,10.8,,42.1,,135.0,9.0,,,,,19.0,-43.2,,-11.9,,81.0,,,,,False,False,,False,,False
18047,96,189.0,,,,,77.0,112.4,121.5,189.8,,122.0,93.0,,,,,-19.0,16.4,25.5,93.8,,26.0,,,,,True,True,True,False,,True
18049,91,217.0,,,,,87.0,64.8,152.1,245.4,,194.0,126.0,,,,,-4.0,-26.2,61.1,154.4,,103.0,,,,,True,True,True,False,,True
18051,268,126.0,,,,,144.0,40.7,239.0,258.6,,51.0,-142.0,,,,,-124.0,-227.3,-29.0,-9.4,,-217.0,,,,,True,False,True,True,,False
18053,371,294.0,721.1,,,,409.0,35.5,313.6,330.6,,151.0,-77.0,350.1,,,,38.0,-335.5,-57.4,-40.4,,-220.0,False,,,,True,False,True,True,,False
18055,183,98.0,,,,,199.0,17.9,85.1,99.4,,57.0,-85.0,,,,,16.0,-165.1,-97.9,-83.6,,-126.0,,,,,True,False,False,True,,False
18057,2211,1848.0,594.1,,,,1755.0,1997.1,2449.6,4195.1,,1351.0,-363.0,-1616.8,,,,-456.0,-213.9,238.6,1984.1,,-860.0,False,,,,False,True,True,False,,False
18059,299,280.0,206.3,,,,371.0,57.8,281.3,80.1,,314.0,-19.0,-92.7,,,,72.0,-241.2,-17.7,-218.9,,15.0,False,,,,False,False,True,False,,True
18061,274,266.0,,,,,175.0,90.4,66.6,259.8,,574.0,-8.0,,,,,-99.0,-183.6,-207.4,-14.2,,300.0,,,,,False,False,False,False,,False
18063,907,707.0,150.6,,,,989.0,302.5,304.5,1422.3,,789.0,-200.0,-756.4,,,,82.0,-604.5,-602.5,515.3,,-118.0,False,,,,True,False,False,False,,True
18065,396,133.0,,,,,300.0,41.7,142.2,109.5,,112.0,-263.0,,,,,-96.0,-354.3,-253.8,-286.5,,-284.0,,,,,True,False,True,False,,False
18067,472,462.0,81.4,,,,570.0,117.4,280.3,587.3,,304.0,-10.0,-390.6,,,,98.0,-354.6,-191.7,115.3,,-168.0,False,,,,False,False,False,False,,False
18069,103,28.0,,,,,169.0,3.2,189.0,25.8,,16.0,-75.0,,,,,66.0,-99.8,86.0,-77.2,,-87.0,,,,,True,False,False,False,,False
18071,185,182.0,,,,,314.0,50.6,63.9,185.2,,132.0,-3.0,,,,,129.0,-134.4,-121.1,0.2,,-53.0,,,,,False,False,False,True,,False
18073,181,133.0,,,,,131.0,19.5,184.9,132.3,,271.0,-48.0,,,,,-50.0,-161.5,3.9,-48.7,,90.0,,,,,False,False,True,False,,False
18075,88,42.0,,,,,77.0,18.5,,24.2,,190.0,-46.0,,,,,-11.0,-69.5,,-63.8,,102.0,,,,,True,False,,False,,False
18077,93,42.0,,,,,211.0,2.5,100.3,26.0,,13.0,-51.0,,,,,118.0,-90.5,7.3,-67.0,,-80.0,,,,,False,False,True,False,,False
18079,102,112.0,,,,,188.0,49.4,35.0,45.7,,247.0,10.0,,,,,86.0,-52.6,-67.0,-56.3,,145.0,,,,,False,False,False,False,,False
18081,624,714.0,228.7,,,,1076.0,319.2,443.6,612.8,,483.0,90.0,-395.3,,,,452.0,-304.8,-180.4,-11.2,,-141.0,False,,,,False,False,False,True,,False
18083,350,175.0,,,,,213.0,76.0,175.3,172.6,,284.0,-175.0,,,,,-137.0,-274.0,-174.7,-177.4,,-66.0,,,,,True,False,True,False,,True
18085,373,420.0,521.8,,,,425.0,74.3,268.0,228.0,,212.0,47.0,148.8,,,,52.0,-298.7,-105.0,-145.0,,-161.0,False,,,,False,False,False,False,,False
18087,90,119.0,,,,,300.0,17.2,39.9,27.7,,215.0,29.0,,,,,210.0,-72.8,-50.1,-62.3,,125.0,,,,,False,False,False,False,,False
18089,3178,2828.0,3459.5,,,,2700.0,1256.0,1778.8,1803.5,,1376.0,-350.0,281.5,,,,-478.0,-1922.0,-1399.2,-1374.5,,-1802.0,True,,,,False,False,False,False,,False
18091,538,511.0,372.5,,,,620.0,126.6,358.2,406.5,,506.0,-27.0,-165.5,,,,82.0,-411.4,-179.8,-131.5,,-32.0,False,,,,False,False,False,False,,False
18093,176,224.0,,,,,289.0,70.9,138.8,303.6,,266.0,48.0,,,,,113.0,-105.1,-37.2,127.6,,90.0,,,,,False,False,True,False,,False
18095,732,560.0,22.6,,,,906.0,127.9,120.7,840.6,,852.0,-172.0,-709.4,,,,174.0,-604.1,-611.3,108.6,,120.0,False,,,,False,False,False,True,,True
18097,6067,7203.0,1380.9,,,,8578.0,3122.7,341.4,20664.8,,5351.0,1136.0,-4686.1,,,,2511.0,-2944.3,-5725.6,14597.8,,-716.0,False,,,,False,False,False,False,,True
18099,241,273.0,,,,,258.0,29.2,203.0,284.9,,111.0,32.0,,,,,17.0,-211.8,-38.0,43.9,,-130.0,,,,,True,False,False,False,,False
18101,123,21.0,,,,,29.0,18.9,,36.2,,6.0,-102.0,,,,,-94.0,-104.1,,-86.8,,-117.0,,,,,True,False,,True,,False
18103,166,168.0,,,,,244.0,33.5,106.2,136.2,,88.0,2.0,,,,,78.0,-132.5,-59.8,-29.8,,-78.0,,,,,False,False,False,False,,False
18105,1694,693.0,768.2,,,,840.0,483.5,657.8,2123.1,,351.0,-1001.0,-925.8,,,,-854.0,-1210.5,-1036.2,429.1,,-1343.0,True,,,,True,False,False,True,,False
18107,167,147.0,,,,,182.0,25.8,24.7,73.1,,494.0,-20.0,,,,,15.0,-141.2,-142.3,-93.9,,327.0,,,,,True,False,False,False,,False
18109,286,189.0,76.3,,,,443.0,47.9,151.7,386.2,,161.0,-97.0,-209.7,,,,157.0,-238.1,-134.3,100.2,,-125.0,False,,,,False,False,False,False,,False
18111,61,35.0,,,,,49.0,1.7,14.9,20.6,,35.0,-26.0,,,,,-12.0,-59.3,-46.1,-40.4,,-26.0,,,,,True,False,False,False,,False
18113,254,210.0,,,,,279.0,57.0,112.6,103.8,,77.0,-44.0,,,,,25.0,-197.0,-141.4,-150.2,,-177.0,,,,,True,False,False,False,,False
18115,34,63.0,,,,,7.0,10.6,,78.7,,42.0,29.0,,,,,-27.0,-23.4,,44.7,,8.0,,,,,True,True,,False,,True
18117,121,28.0,,,,,101.0,4.5,29.7,28.8,,34.0,-93.0,,,,,-20.0,-116.5,-91.3,-92.2,,-87.0,,,,,True,False,True,True,,True
18119,86,56.0,,,,,93.0,9.4,,23.8,,21.0,-30.0,,,,,7.0,-76.6,,-62.2,,-65.0,,,,,True,False,,False,,False
18121,52,56.0,,,,,69.0,4.3,,87.7,,112.0,4.0,,,,,17.0,-47.7,,35.7,,60.0,,,,,False,False,,False,,False
18123,36,49.0,,,,,66.0,7.3,51.6,37.8,,79.0,13.0,,,,,30.0,-28.7,15.6,1.8,,43.0,,,,,False,False,False,True,,False
18125,95,126.0,,,,,34.0,8.3,,,,280.0,31.0,,,,,-61.0,-86.7,,,,185.0,,,,,False,False,,,,False
18127,889,924.0,680.2,,,,812.0,627.1,703.1,567.9,,872.0,35.0,-208.8,,,,-77.0,-261.9,-185.9,-321.1,,-17.0,False,,,,False,False,False,False,,True
18129,140,147.0,,,,,77.0,25.3,270.7,3358.7,,28.0,7.0,,,,,-63.0,-114.7,130.7,3218.7,,-112.0,,,,,False,False,False,False,,False
18131,47,14.0,,,,,70.0,6.9,,6.8,,7.0,-33.0,,,,,23.0,-40.1,,-40.2,,-40.0,,,,,True,False,,False,,False
18133,304,84.0,,,,,178.0,10.4,67.6,52.4,,59.0,-220.0,,,,,-126.0,-293.6,-236.4,-251.6,,-245.0,,,,,True,False,False,False,,False
18135,106,77.0,,,,,99.0,6.1,78.5,31.5,,40.0,-29.0,,,,,-7.0,-99.9,-27.5,-74.5,,-66.0,,,,,True,False,True,False,,False
18137,93,70.0,,,,,172.0,16.6,138.2,17.3,,33.0,-23.0,,,,,79.0,-76.4,45.2,-75.7,,-60.0,,,,,False,False,False,False,,False
18139,81,28.0,,,,,48.0,8.2,,18.1,,10.0,-53.0,,,,,-33.0,-72.8,,-62.9,,-71.0,,,,,True,False,,False,,False
18141,2936,2296.0,2649.7,,,,1794.0,1348.2,864.1,2636.6,,1398.0,-640.0,-286.3,,,,-1142.0,-1587.8,-2071.9,-299.4,,-1538.0,True,,,,False,False,False,True,,False
18143,109,182.0,,,,,119.0,44.1,45.3,146.9,,88.0,73.0,,,,,10.0,-64.9,-63.7,37.9,,-21.0,,,,,True,True,True,True,,True
18145,155,133.0,,,,,303.0,14.8,85.1,152.3,,300.0,-22.0,,,,,148.0,-140.2,-69.9,-2.7,,145.0,,,,,False,False,False,True,,False
18147,107,63.0,,,,,49.0,12.4,135.0,92.3,,16.0,-44.0,,,,,-58.0,-94.6,28.0,-14.7,,-91.0,,,,,False,False,True,True,,False
18149,93,98.0,,,,,160.0,42.1,171.8,110.6,,118.0,5.0,,,,,67.0,-50.9,78.8,17.6,,25.0,,,,,False,False,False,False,,False
18151,170,91.0,,,,,189.0,19.6,153.0,55.6,,48.0,-79.0,,,,,19.0,-150.4,-17.0,-114.4,,-122.0,,,,,True,False,True,False,,False
18153,254,56.0,,,,,88.0,10.3,,23.1,,236.0,-198.0,,,,,-166.0,-243.7,,-230.9,,-18.0,,,,,True,False,,False,,True
18155,25,42.0,,,,,21.0,3.3,,16.7,,106.0,17.0,,,,,-4.0,-21.7,,-8.3,,81.0,,,,,True,False,,True,,False
18157,1099,875.0,917.6,,,,1022.0,542.4,724.0,744.1,,973.0,-224.0,-181.4,,,,-77.0,-556.6,-375.0,-354.9,,-126.0,True,,,,True,False,False,False,,True
18159,113,245.0,,,,,67.0,40.3,146.9,92.7,,120.0,132.0,,,,,-46.0,-72.7,33.9,-20.3,,7.0,,,,,True,True,True,True,,True
18161,49,42.0,,,,,7.0,6.6,,54.3,,24.0,-7.0,,,,,-42.0,-42.4,,5.3,,-25.0,,,,,False,False,,True,,False
18163,1592,1995.0,2065.9,,,,1420.0,1859.6,1105.9,2090.8,,1123.0,403.0,473.9,,,,-172.0,267.6,-486.1,498.8,,-469.0,False,,,,True,True,False,False,,False
18165,93,84.0,,,,,62.0,7.4,,67.0,,418.0,-9.0,,,,,-31.0,-85.6,,-26.0,,325.0,,,,,False,False,,False,,False
18167,1303,665.0,203.9,,,,788.0,221.7,501.1,920.6,,1045.0,-638.0,-1099.1,,,,-515.0,-1081.3,-801.9,-382.4,,-258.0,False,,,,True,False,False,True,,True
18169,105,105.0,,,,,145.0,12.0,146.4,92.2,,120.0,0.0,,,,,40.0,-93.0,41.4,-12.8,,15.0,,,,,False,False,False,False,,False
18171,21,0.0,,,,,26.0,1.7,,1.5,,0.0,-21.0,,,,,5.0,-19.3,,-19.5,,-21.0,,,,,True,True,,True,,False
18173,631,497.0,380.9,,,,318.0,584.0,335.3,413.2,,264.0,-134.0,-250.1,,,,-313.0,-47.0,-295.7,-217.8,,-367.0,False,,,,False,True,False,False,,False
18175,151,161.0,,,,,120.0,101.0,86.4,78.1,,345.0,10.0,,,,,-31.0,-50.0,-64.6,-72.9,,194.0,,,,,False,False,False,False,,False
18177,424,420.0,383.2,,,,452.0,230.2,347.2,548.9,,308.0,-4.0,-40.8,,,,28.0,-193.8,-76.8,124.9,,-116.0,False,,,,False,False,False,False,,False
18179,118,133.0,,,,,119.0,46.4,160.0,93.6,,70.0,15.0,,,,,1.0,-71.6,42.0,-24.4,,-48.0,,,,,True,False,False,False,,False
18181,135,168.0,,,,,131.0,19.3,75.4,145.1,,132.0,33.0,,,,,-4.0,-115.7,-59.6,10.1,,-3.0,,,,,True,False,False,True,,True
18183,106,77.0,,,,,144.0,41.5,73.2,43.1,,48.0,-29.0,,,,,38.0,-64.5,-32.8,-62.9,,-58.0,,,,,False,False,False,False,,False
19001,48,0.0,,,,,32.0,1.3,,8.2,,0.0,-48.0,,,,,-16.0,-46.7,,-39.8,,-48.0,,,,,True,True,,True,,False
19003,12,28.0,,,,,14.0,0.8,,,,32.0,16.0,,,,,2.0,-11.2,,,,20.0,,,,,True,True,,,,False
19005,96,35.0,,,,,46.0,1.4,16.7,47.8,,25.0,-61.0,,,,,-50.0,-94.6,-79.3,-48.2,,-71.0,,,,,True,False,False,True,,False
19007,81,28.0,,,,,57.0,5.7,,22.3,,15.0,-53.0,,,,,-24.0,-75.3,,-58.7,,-66.0,,,,,True,False,,False,,False
19009,35,14.0,,,,,29.0,1.3,,9.5,,32.0,-21.0,,,,,-6.0,-33.7,,-25.5,,-3.0,,,,,True,False,,False,,True
19011,142,203.0,,,,,117.0,55.3,325.7,485.9,,373.0,61.0,,,,,-25.0,-86.7,183.7,343.9,,231.0,,,,,True,False,False,False,,False
19013,1352,1022.0,773.4,,,,1242.0,755.4,478.1,962.3,,587.0,-330.0,-578.6,,,,-110.0,-596.6,-873.9,-389.7,,-765.0,False,,,,True,False,False,False,,False
19015,234,112.0,,,,,190.0,8.2,149.8,160.5,,110.0,-122.0,,,,,-44.0,-225.8,-84.2,-73.5,,-124.0,,,,,True,False,True,True,,False
19017,276,161.0,,,,,125.0,27.7,249.9,924.8,,183.0,-115.0,,,,,-151.0,-248.3,-26.1,648.8,,-93.0,,,,,False,False,True,False,,True
19019,130,140.0,,,,,88.0,21.3,170.3,74.6,,221.0,10.0,,,,,-42.0,-108.7,40.3,-55.4,,91.0,,,,,False,False,False,False,,False
19021,158,63.0,,,,,257.0,4.4,9.6,35.1,,0.0,-95.0,,,,,99.0,-153.6,-148.4,-122.9,,-158.0,,,,,False,False,False,False,,False
19023,148,126.0,,,,,65.0,68.7,130.0,141.3,,141.0,-22.0,,,,,-83.0,-79.3,-18.0,-6.7,,-7.0,,,,,False,False,True,True,,True
19025,118,63.0,,,,,69.0,28.4,,85.7,,37.0,-55.0,,,,,-49.0,-89.6,,-32.3,,-81.0,,,,,True,False,,True,,False
19027,454,105.0,,,,,126.0,25.4,226.5,98.6,,80.0,-349.0,,,,,-328.0,-428.6,-227.5,-355.4,,-374.0,,,,,True,False,True,False,,False
19029,108,49.0,,,,,78.0,7.2,,45.5,,182.0,-59.0,,,,,-30.0,-100.8,,-62.5,,74.0,,,,,True,False,,False,,False
19031,100,70.0,,,,,56.0,7.7,107.3,49.6,,87.0,-30.0,,,,,-44.0,-92.3,7.3,-50.4,,-13.0,,,,,False,False,True,False,,True
19033,442,385.0,,,,,485.0,116.9,321.6,392.0,,167.0,-57.0,,,,,43.0,-325.1,-120.4,-50.0,,-275.0,,,,,True,False,False,True,,False
19035,116,21.0,,,,,107.0,15.1,,51.5,,12.0,-95.0,,,,,-9.0,-100.9,,-64.5,,-104.0,,,,,True,False,,True,,False
19037,157,35.0,,,,,41.0,8.8,,53.0,,37.0,-122.0,,,,,-116.0,-148.2,,-104.0,,-120.0,,,,,True,False,,True,,True
19039,80,119.0,,,,,57.0,36.1,44.9,109.0,,140.0,39.0,,,,,-23.0,-43.9,-35.1,29.0,,60.0,,,,,True,False,True,True,,False
19041,120,35.0,,,,,146.0,3.6,59.3,67.5,,15.0,-85.0,,,,,26.0,-116.4,-60.7,-52.5,,-105.0,,,,,True,False,True,True,,False
19043,135,119.0,,,,,56.0,11.7,,100.1,,228.0,-16.0,,,,,-79.0,-123.3,,-34.9,,93.0,,,,,False,False,,False,,False
19045,758,581.0,,,,,172.0,837.5,365.9,776.0,,927.0,-177.0,,,,,-586.0,79.5,-392.1,18.0,,169.0,,,,,False,True,False,True,,True
19047,285,119.0,,,,,147.0,19.2,5.4,78.6,,83.0,-166.0,,,,,-138.0,-265.8,-279.6,-206.4,,-202.0,,,,,True,False,False,False,,False
19049,908,819.0,1094.2,,,,582.0,596.5,639.1,650.5,,438.0,-89.0,186.2,,,,-326.0,-311.5,-268.9,-257.5,,-470.0,False,,,,False,False,False,False,,False
19051,77,7.0,,,,,28.0,3.9,,16.9,,5.0,-70.0,,,,,-49.0,-73.1,,-60.1,,-72.0,,,,,True,False,,True,,False
19053,37,28.0,,,,,33.0,2.7,,34.1,,69.0,-9.0,,,,,-4.0,-34.3,,-2.9,,32.0,,,,,True,False,,True,,False
19055,242,84.0,,,,,60.0,28.7,,96.8,,129.0,-158.0,,,,,-182.0,-213.3,,-145.2,,-113.0,,,,,False,False,,True,,True
19057,599,77.0,,,,,551.0,10.5,278.0,94.0,,58.0,-522.0,,,,,-48.0,-588.5,-321.0,-505.0,,-541.0,,,,,True,False,True,True,,False
19059,182,133.0,,,,,174.0,15.2,105.7,218.6,,43.0,-49.0,,,,,-8.0,-166.8,-76.3,36.6,,-139.0,,,,,True,False,False,True,,False
19061,1257,1141.0,2030.0,,,,542.0,1241.0,592.8,981.7,,477.0,-116.0,773.0,,,,-715.0,-16.0,-664.2,-275.3,,-780.0,False,,,,False,True,False,False,,False
19063,75,273.0,,,,,91.0,186.2,85.5,212.9,,167.0,198.0,,,,,16.0,111.2,10.5,137.9,,92.0,,,,,True,True,True,True,,True
19065,111,35.0,,,,,91.0,9.4,,8.7,,37.0,-76.0,,,,,-20.0,-101.6,,-102.3,,-74.0,,,,,True,False,,False,,True
19067,194,147.0,,,,,92.0,308.4,83.9,127.8,,199.0,-47.0,,,,,-102.0,114.4,-110.1,-66.2,,5.0,,,,,False,False,False,False,,True
19069,129,315.0,,,,,66.0,277.4,98.1,256.8,,150.0,186.0,,,,,-63.0,148.4,-30.9,127.8,,21.0,,,,,True,True,True,True,,True
19071,52,84.0,,,,,29.0,4.3,,,,176.0,32.0,,,,,-23.0,-47.7,,,,124.0,,,,,True,False,,,,False
19073,50,7.0,,,,,46.0,7.7,,31.5,,1.0,-43.0,,,,,-4.0,-42.3,,-18.5,,-49.0,,,,,True,True,,True,,False
19075,129,49.0,,,,,56.0,8.6,,21.9,,43.0,-80.0,,,,,-73.0,-120.4,,-107.1,,-86.0,,,,,True,False,,False,,False
19077,92,49.0,,,,,70.0,3.1,126.1,229.1,,23.0,-43.0,,,,,-22.0,-88.9,34.1,137.1,,-69.0,,,,,True,False,True,False,,False
19079,101,147.0,,,,,119.0,11.3,55.9,116.2,,171.0,46.0,,,,,18.0,-89.7,-45.1,15.2,,70.0,,,,,True,False,True,True,,False
19081,91,84.0,,,,,62.0,26.1,114.1,52.6,,64.0,-7.0,,,,,-29.0,-64.9,23.1,-38.4,,-27.0,,,,,False,False,False,False,,False
19083,117,231.0,,,,,116.0,160.4,133.2,122.6,,299.0,114.0,,,,,-1.0,43.4,16.2,5.6,,182.0,,,,,True,True,True,True,,False
19085,83,91.0,,,,,99.0,18.4,,93.9,,181.0,8.0,,,,,16.0,-64.6,,10.9,,98.0,,,,,False,False,,False,,False
19087,492,49.0,,,,,86.0,3.9,36.2,46.4,,64.0,-443.0,,,,,-406.0,-488.1,-455.8,-445.6,,-428.0,,,,,True,False,False,False,,True
19089,134,28.0,,,,,20.0,4.2,,38.5,,10.0,-106.0,,,,,-114.0,-129.8,,-95.5,,-124.0,,,,,False,False,,True,,False
19091,123,119.0,,,,,74.0,23.7,,100.9,,135.0,-4.0,,,,,-49.0,-99.3,,-22.1,,12.0,,,,,False,False,,False,,False
19093,69,7.0,,,,,81.0,1.5,,9.5,,10.0,-62.0,,,,,12.0,-67.5,,-59.5,,-59.0,,,,,True,False,,True,,True
