,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
13123,12,12.0,11.8,,14.0,16.0,,,,,,,,34.0,,26.9,21.5,,8.4,15.8,23.2,20.0,13.0,,4.1,,,,,,12.0,17.8,34.6,0.0,-0.2,,2.0,4.0,,,,,,,,22.0,,14.9,9.5,,-3.6,3.8,11.2,8.0,1.0,,-7.9,,,,,,0.0,5.8,22.6,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,True,False,False
13125,0,2.0,2.4,,1.0,0.0,,,,,,,,6.0,,2.2,1.9,,0.1,0.2,,0.0,3.0,,0.3,,,,,,2.0,2.9,7.8,2.0,2.4,,1.0,0.0,,,,,,,,6.0,,2.2,1.9,,0.1,0.2,,0.0,3.0,,0.3,,,,,,2.0,2.9,7.8,False,,True,True,,,,,,,,False,,False,True,,True,True,,True,False,,True,,,,,,False,False,False
13127,100,136.0,146.8,,98.0,4.0,,,,,,,,96.0,,137.5,68.4,,98.0,116.1,5.1,132.0,143.0,,8.9,,126.3,,,,131.0,62.8,163.0,36.0,46.8,,-2.0,-96.0,,,,,,,,-4.0,,37.5,-31.6,,-2.0,16.1,-94.9,32.0,43.0,,-91.1,,26.3,,,,31.0,-37.2,63.0,False,,True,False,,,,,,,,True,,False,True,,True,True,False,True,False,,False,,True,,,,True,False,False
13129,110,82.0,84.0,,77.0,34.0,,,,,,,,86.0,,85.2,53.2,,67.9,77.3,29.9,84.0,59.0,,73.7,,83.3,,,,77.0,33.4,150.9,-28.0,-26.0,,-33.0,-76.0,,,,,,,,-24.0,,-24.8,-56.8,,-42.1,-32.7,-80.1,-26.0,-51.0,,-36.3,,-26.7,,,,-33.0,-76.6,40.9,True,,False,False,,,,,,,,True,,True,False,,False,False,False,True,False,,False,,True,,,,False,False,False
13131,34,28.0,25.6,,27.0,12.0,,,,,,,,58.0,,33.1,23.1,,30.8,34.7,0.2,37.0,16.0,,10.6,,,,,,23.0,17.2,57.6,-6.0,-8.4,,-7.0,-22.0,,,,,,,,24.0,,-0.9,-10.9,,-3.2,0.7,-33.8,3.0,-18.0,,-23.4,,,,,,-11.0,-16.8,23.6,False,,False,False,,,,,,,,False,,True,False,,True,True,False,True,False,,False,,,,,,False,False,False
13133,10,14.0,13.9,,13.0,14.0,,,,,,,,23.0,,41.8,19.1,,1.5,11.1,2.4,8.0,0.0,,9.8,,,,,,13.0,7.7,12.4,4.0,3.9,,3.0,4.0,,,,,,,,13.0,,31.8,9.1,,-8.5,1.1,-7.6,-2.0,-10.0,,-0.2,,,,,,3.0,-2.3,2.4,True,,True,False,,,,,,,,False,,False,False,,False,True,False,True,False,,True,,,,,,True,True,True
13135,824,707.0,724.7,518.5,636.0,707.0,,,,,,,,743.0,,664.6,554.0,,636.5,646.8,284.5,579.0,815.0,,450.0,,596.9,557.0,,,678.0,514.0,1004.8,-117.0,-99.3,-305.5,-188.0,-117.0,,,,,,,,-81.0,,-159.4,-270.0,,-187.5,-177.2,-539.5,-245.0,-9.0,,-374.0,,-227.1,-267.0,,,-146.0,-310.0,180.8,True,False,False,False,,,,,,,,True,,False,False,,False,False,False,False,True,,False,,False,False,,,False,False,False
13137,111,43.0,43.7,,43.0,43.0,,,,,,,,70.0,,51.3,44.2,,20.9,39.2,8.5,37.0,39.0,,33.6,,44.8,,,,38.0,34.5,96.3,-68.0,-67.3,,-68.0,-68.0,,,,,,,,-41.0,,-59.7,-66.8,,-90.1,-71.8,-102.5,-74.0,-72.0,,-77.4,,-66.2,,,,-73.0,-76.5,-14.7,True,,False,False,,,,,,,,True,,True,True,,False,False,False,False,False,,False,,True,,,,False,False,True
13139,416,223.0,198.8,189.6,197.0,290.0,,,,,,,,285.0,,291.0,247.7,,174.2,197.3,45.4,209.0,145.0,,138.2,,198.6,175.0,,,207.0,185.5,517.8,-193.0,-217.2,-226.4,-219.0,-126.0,,,,,,,,-131.0,,-125.0,-168.3,,-241.8,-218.7,-370.6,-207.0,-271.0,,-277.8,,-217.4,-241.0,,,-209.0,-230.5,101.8,False,False,False,True,,,,,,,,True,,True,True,,False,False,False,False,False,,False,,False,False,,,False,False,True
13141,12,4.0,3.7,,4.0,2.0,,,,,,,,8.0,,5.9,7.4,,1.6,5.3,0.1,7.0,3.0,,4.2,,,,,,4.0,8.0,8.8,-8.0,-8.3,,-8.0,-10.0,,,,,,,,-4.0,,-6.1,-4.6,,-10.4,-6.7,-11.9,-5.0,-9.0,,-7.8,,,,,,-8.0,-4.0,-3.2,False,,False,False,,,,,,,,True,,True,True,,False,True,False,True,False,,True,,,,,,False,True,True
13143,39,35.0,35.6,,36.0,34.0,,,,,,,,36.0,,58.1,37.2,,27.8,35.9,39.4,44.0,35.0,,41.3,,,,,,37.0,22.5,49.4,-4.0,-3.4,,-3.0,-5.0,,,,,,,,-3.0,,19.1,-1.8,,-11.2,-3.1,0.4,5.0,-4.0,,2.3,,,,,,-2.0,-16.5,10.4,True,,True,False,,,,,,,,True,,False,True,,False,True,True,False,False,,True,,,,,,True,False,False
13145,14,17.0,16.7,,16.0,0.0,,,,,,,,38.0,,23.8,12.6,,10.6,20.1,14.2,26.0,35.0,,12.8,,,,,,20.0,14.4,38.0,3.0,2.7,,2.0,-14.0,,,,,,,,24.0,,9.8,-1.4,,-3.4,6.1,0.2,12.0,21.0,,-1.2,,,,,,6.0,0.4,24.0,True,,True,False,,,,,,,,False,,False,True,,False,False,True,False,False,,True,,,,,,False,True,False
13147,20,29.0,28.7,,25.0,21.0,,,,,,,,32.0,,44.7,33.4,,9.8,21.5,27.2,22.0,16.0,,21.2,,,,,,27.0,33.9,27.0,9.0,8.7,,5.0,1.0,,,,,,,,12.0,,24.7,13.4,,-10.2,1.5,7.2,2.0,-4.0,,1.2,,,,,,7.0,13.9,7.0,True,,True,True,,,,,,,,False,,False,False,,False,True,True,True,True,,True,,,,,,True,False,True
13149,8,2.0,2.2,,2.0,0.0,,,,,,,,12.0,,4.8,5.7,,0.1,2.0,9.4,,1.0,,1.8,,,,,,4.0,5.0,10.5,-6.0,-5.8,,-6.0,-8.0,,,,,,,,4.0,,-3.2,-2.3,,-7.9,-6.0,1.4,,-7.0,,-6.2,,,,,,-4.0,-3.0,2.5,True,,False,False,,,,,,,,True,,True,True,,False,True,True,,False,,False,,,,,,True,True,True
13151,237,143.0,145.0,,144.0,83.0,,,,,,,,163.0,,157.1,139.0,,133.7,152.8,159.1,134.0,139.0,,86.7,,144.5,109.0,,,142.0,56.3,263.3,-94.0,-92.0,,-93.0,-154.0,,,,,,,,-74.0,,-79.9,-98.0,,-103.3,-84.2,-77.9,-103.0,-98.0,,-150.3,,-92.5,-128.0,,,-95.0,-180.7,26.3,True,,True,False,,,,,,,,True,,True,False,,False,True,True,False,False,,False,,True,False,,,False,False,True
13153,176,107.0,111.2,,101.0,73.0,,,,,,,,178.0,,116.8,102.6,,80.4,107.2,159.4,99.0,87.0,,94.2,,95.6,77.0,,,89.0,53.5,101.1,-69.0,-64.8,,-75.0,-103.0,,,,,,,,2.0,,-59.2,-73.4,,-95.6,-68.8,-16.6,-77.0,-89.0,,-81.8,,-80.4,-99.0,,,-87.0,-122.5,-74.9,True,,False,False,,,,,,,,True,,True,False,,False,True,True,False,False,,False,,False,False,,,False,False,False
13155,28,15.0,16.5,,17.0,19.0,,,,,,,,8.0,,17.5,8.5,,24.5,28.0,13.5,,17.0,,25.1,,,,,,17.0,13.2,17.5,-13.0,-11.5,,-11.0,-9.0,,,,,,,,-20.0,,-10.5,-19.5,,-3.5,-0.0,-14.5,,-11.0,,-2.9,,,,,,-11.0,-14.8,-10.5,True,,True,True,,,,,,,,False,,True,False,,True,True,False,,True,,True,,,,,,True,False,True
13157,144,90.0,99.9,,90.0,154.0,,,,,,,,74.0,,145.0,68.1,,52.1,72.3,138.8,79.0,99.0,,52.7,,99.1,,,,86.0,72.0,160.1,-54.0,-44.1,,-54.0,10.0,,,,,,,,-70.0,,1.0,-75.9,,-91.9,-71.7,-5.2,-65.0,-45.0,,-91.3,,-44.9,,,,-58.0,-72.0,16.1,True,,False,True,,,,,,,,False,,True,False,,False,False,True,False,True,,False,,True,,,,False,False,True
13159,8,9.0,8.1,,8.0,1.0,,,,,,,,18.0,,21.9,6.2,,0.4,3.1,8.6,,6.0,,8.3,,,,,,16.0,5.1,10.5,1.0,0.1,,0.0,-7.0,,,,,,,,10.0,,13.9,-1.8,,-7.6,-4.9,0.6,,-2.0,,0.3,,,,,,8.0,-2.9,2.5,True,,True,False,,,,,,,,False,,False,False,,False,False,True,,False,,True,,,,,,False,False,False
13161,25,16.0,15.6,,13.0,13.0,,,,,,,,14.0,,23.4,17.5,,8.8,13.8,0.1,25.0,14.0,,12.7,,,,,,12.0,13.9,26.3,-9.0,-9.4,,-12.0,-12.0,,,,,,,,-11.0,,-1.6,-7.5,,-16.2,-11.2,-24.9,0.0,-11.0,,-12.3,,,,,,-13.0,-11.1,1.3,False,,False,False,,,,,,,,False,,True,True,,False,False,False,True,False,,False,,,,,,False,False,True
13163,24,37.0,35.0,,22.0,24.0,,,,,,,,20.0,,44.9,19.7,,17.3,26.2,0.2,36.0,13.0,,16.6,,,,,,13.0,13.1,53.4,13.0,11.0,,-2.0,0.0,,,,,,,,-4.0,,20.9,-4.3,,-6.7,2.2,-23.8,12.0,-11.0,,-7.4,,,,,,-11.0,-10.9,29.4,True,,True,True,,,,,,,,True,,False,True,,True,True,False,True,True,,True,,,,,,True,True,False
13165,27,27.0,26.3,,19.0,26.0,,,,,,,,17.0,,20.2,8.6,,14.4,22.2,0.5,29.0,37.0,,10.2,,,,,,17.0,10.5,45.9,0.0,-0.7,,-8.0,-1.0,,,,,,,,-10.0,,-6.8,-18.4,,-12.6,-4.8,-26.5,2.0,10.0,,-16.8,,,,,,-10.0,-16.5,18.9,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
13167,9,45.0,44.8,,26.0,25.0,,,,,,,,28.0,,34.7,17.3,,11.4,22.0,21.1,38.0,61.0,,11.0,,,,,,31.0,36.5,39.9,36.0,35.8,,17.0,16.0,,,,,,,,19.0,,25.7,8.3,,2.4,13.0,12.1,29.0,52.0,,2.0,,,,,,22.0,27.5,30.9,True,,True,True,,,,,,,,True,,True,True,,True,True,True,True,False,,True,,,,,,True,True,True
13169,29,19.0,16.8,,29.0,35.0,,,,,,,,27.0,,37.2,24.4,,16.6,30.6,38.1,32.0,14.0,,30.3,,,,,,17.0,10.6,23.7,-10.0,-12.2,,0.0,6.0,,,,,,,,-2.0,,8.2,-4.6,,-12.4,1.6,9.1,3.0,-15.0,,1.3,,,,,,-12.0,-18.4,-5.3,False,,True,True,,,,,,,,True,,True,True,,False,True,True,True,False,,True,,,,,,False,False,True
13171,8,11.0,10.1,,9.0,0.0,,,,,,,,22.0,,23.8,10.0,,4.0,8.8,11.5,13.0,24.0,,3.7,,,,,,14.0,4.7,11.4,3.0,2.1,,1.0,-8.0,,,,,,,,14.0,,15.8,2.0,,-4.0,0.8,3.5,5.0,16.0,,-4.3,,,,,,6.0,-3.3,3.4,True,,True,False,,,,,,,,False,,False,True,,False,True,False,False,False,,False,,,,,,False,False,False
13173,8,9.0,9.9,,7.0,14.0,,,,,,,,7.0,,5.8,5.8,,3.0,7.3,0.1,13.0,2.0,,7.4,,,,,,5.0,5.7,22.6,1.0,1.9,,-1.0,6.0,,,,,,,,-1.0,,-2.2,-2.2,,-5.0,-0.7,-7.9,5.0,-6.0,,-0.6,,,,,,-3.0,-2.3,14.6,False,,False,False,,,,,,,,False,,False,False,,False,True,False,False,False,,True,,,,,,False,False,False
13175,100,91.0,92.3,,70.0,63.0,,,,,,,,71.0,,87.2,56.9,,60.4,70.4,0.9,75.0,71.0,,68.5,,100.8,,,,76.0,69.1,42.8,-9.0,-7.7,,-30.0,-37.0,,,,,,,,-29.0,,-12.8,-43.1,,-39.6,-29.6,-99.1,-25.0,-29.0,,-31.5,,0.8,,,,-24.0,-30.9,-57.2,True,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,True,,,,False,False,False
13177,23,16.0,14.6,,15.0,14.0,,,,,,,,36.0,,6.7,10.9,,10.0,20.1,21.1,24.0,109.0,,17.3,,,,,,6.0,5.2,11.8,-7.0,-8.4,,-8.0,-9.0,,,,,,,,13.0,,-16.3,-12.1,,-13.0,-2.9,-1.9,1.0,86.0,,-5.7,,,,,,-17.0,-17.8,-11.2,False,,False,False,,,,,,,,False,,False,False,,False,True,True,True,False,,True,,,,,,False,False,False
13179,63,48.0,47.6,,48.0,25.0,,,,,,,,92.0,,47.7,47.8,,32.8,48.5,51.9,48.0,54.0,,5.8,,,,,,50.0,28.2,73.2,-15.0,-15.4,,-15.0,-38.0,,,,,,,,29.0,,-15.3,-15.2,,-30.2,-14.5,-11.1,-15.0,-9.0,,-57.2,,,,,,-13.0,-34.8,10.2,False,,False,False,,,,,,,,False,,False,False,,False,True,True,False,True,,False,,,,,,True,False,True
13181,4,3.0,2.5,,2.0,2.0,,,,,,,,7.0,,1.3,3.5,,1.4,3.1,0.0,,2.0,,2.0,,,,,,2.0,4.9,14.2,-1.0,-1.5,,-2.0,-2.0,,,,,,,,3.0,,-2.7,-0.5,,-2.6,-0.9,-4.0,,-2.0,,-2.0,,,,,,-2.0,0.9,10.2,False,,False,False,,,,,,,,False,,False,True,,False,True,False,,False,,False,,,,,,False,True,False
13183,21,17.0,18.0,,15.0,7.0,,,,,,,,15.0,,22.0,11.3,,12.0,15.9,15.6,,37.0,,4.6,,,,,,17.0,7.3,30.1,-4.0,-3.0,,-6.0,-14.0,,,,,,,,-6.0,,1.0,-9.7,,-9.0,-5.1,-5.4,,16.0,,-16.4,,,,,,-4.0,-13.7,9.1,True,,False,False,,,,,,,,False,,True,False,,False,False,False,,False,,False,,,,,,False,False,False
13185,112,104.0,104.4,,99.0,0.0,,,,,,,,268.0,,101.4,62.3,,90.8,120.7,31.7,134.0,118.0,,14.0,,98.9,,,,108.0,26.1,185.7,-8.0,-7.6,,-13.0,-112.0,,,,,,,,156.0,,-10.6,-49.7,,-21.2,8.7,-80.3,22.0,6.0,,-98.0,,-13.1,,,,-4.0,-85.9,73.7,True,,False,False,,,,,,,,False,,False,False,,False,False,False,False,True,,False,,False,,,,True,False,False
13187,69,17.0,21.6,,23.0,83.0,,,,,,,,45.0,,53.5,36.2,,11.8,27.4,5.4,24.0,15.0,,13.2,,,,,,20.0,26.6,56.7,-52.0,-47.4,,-46.0,14.0,,,,,,,,-24.0,,-15.5,-32.8,,-57.2,-41.6,-63.6,-45.0,-54.0,,-55.8,,,,,,-49.0,-42.4,-12.3,True,,True,True,,,,,,,,True,,True,True,,False,True,False,True,False,,False,,,,,,True,True,True
13189,27,23.0,22.3,,18.0,13.0,,,,,,,,25.0,,27.8,20.7,,10.8,22.5,0.0,26.0,20.0,,5.9,,,,,,20.0,2.8,45.1,-4.0,-4.7,,-9.0,-14.0,,,,,,,,-2.0,,0.8,-6.3,,-16.2,-4.5,-27.0,-1.0,-7.0,,-21.1,,,,,,-7.0,-24.2,18.1,False,,False,False,,,,,,,,True,,True,False,,False,False,False,True,False,,False,,,,,,False,False,False
13191,11,9.0,8.5,,8.0,9.0,,,,,,,,7.0,,11.2,12.7,,7.6,12.0,3.1,,16.0,,7.9,,,,,,8.0,10.6,22.2,-2.0,-2.5,,-3.0,-2.0,,,,,,,,-4.0,,0.2,1.7,,-3.4,1.0,-7.9,,5.0,,-3.1,,,,,,-3.0,-0.4,11.2,False,,False,False,,,,,,,,False,,True,True,,False,True,False,,False,,False,,,,,,False,True,False
13193,8,9.0,10.4,,6.0,1.0,,,,,,,,23.0,,6.8,9.0,,5.8,10.6,0.1,,10.0,,1.9,,,,,,8.0,3.1,15.3,1.0,2.4,,-2.0,-7.0,,,,,,,,15.0,,-1.2,1.0,,-2.2,2.6,-7.9,,2.0,,-6.1,,,,,,0.0,-4.9,7.3,False,,False,False,,,,,,,,False,,False,True,,False,False,False,,False,,False,,,,,,True,False,False
13195,46,53.0,52.6,,38.0,36.0,,,,,,,,41.0,,67.4,33.5,,22.9,39.1,31.6,46.0,57.0,,30.0,,,,,,56.0,16.5,71.1,7.0,6.6,,-8.0,-10.0,,,,,,,,-5.0,,21.4,-12.5,,-23.1,-6.9,-14.4,0.0,11.0,,-16.0,,,,,,10.0,-29.5,25.1,True,,False,False,,,,,,,,True,,False,False,,False,True,False,True,False,,False,,,,,,False,False,False
13197,7,0.0,1.4,,1.0,0.0,,,,,,,,10.0,,2.7,3.0,,0.1,0.7,0.2,0.0,3.0,,1.1,,,,,,0.0,5.5,5.8,-7.0,-5.6,,-6.0,-7.0,,,,,,,,3.0,,-4.3,-4.0,,-6.9,-6.3,-6.8,-7.0,-4.0,,-5.9,,,,,,-7.0,-1.5,-1.2,True,,True,False,,,,,,,,True,,True,True,,True,True,True,False,True,,True,,,,,,False,True,True
13199,16,16.0,14.6,,14.0,8.0,,,,,,,,15.0,,24.7,15.0,,6.2,15.7,13.2,18.0,17.0,,6.8,,,,,,13.0,13.2,24.5,0.0,-1.4,,-2.0,-8.0,,,,,,,,-1.0,,8.7,-1.0,,-9.8,-0.3,-2.8,2.0,1.0,,-9.2,,,,,,-3.0,-2.8,8.5,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
13201,10,6.0,7.5,,4.0,2.0,,,,,,,,10.0,,6.5,5.8,,1.6,6.2,0.0,7.0,11.0,,3.0,,,,,,6.0,6.0,7.5,-4.0,-2.5,,-6.0,-8.0,,,,,,,,0.0,,-3.5,-4.2,,-8.4,-3.8,-10.0,-3.0,1.0,,-7.0,,,,,,-4.0,-4.0,-2.5,True,,False,False,,,,,,,,True,,True,False,,False,True,False,True,True,,False,,,,,,False,True,True
13205,28,19.0,18.9,,16.0,6.0,,,,,,,,35.0,,24.6,17.3,,12.4,21.5,0.4,28.0,32.0,,13.0,,,,,,22.0,7.1,18.6,-9.0,-9.1,,-12.0,-22.0,,,,,,,,7.0,,-3.4,-10.7,,-15.6,-6.5,-27.6,0.0,4.0,,-15.0,,,,,,-6.0,-20.9,-9.4,False,,False,False,,,,,,,,True,,True,False,,False,True,False,True,True,,False,,,,,,True,False,False
13207,32,21.0,25.2,,17.0,14.0,,,,,,,,33.0,,33.7,21.4,,8.0,15.0,17.9,20.0,16.0,,13.9,,,,,,21.0,24.7,22.5,-11.0,-6.8,,-15.0,-18.0,,,,,,,,1.0,,1.7,-10.6,,-24.0,-17.0,-14.1,-12.0,-16.0,,-18.1,,,,,,-11.0,-7.3,-9.5,True,,False,False,,,,,,,,True,,True,True,,False,False,False,False,False,,False,,,,,,False,True,True
13209,33,20.0,20.6,,17.0,16.0,,,,,,,,10.0,,19.4,13.2,,8.2,15.6,14.9,18.0,9.0,,21.8,,,,,,17.0,17.5,21.3,-13.0,-12.4,,-16.0,-17.0,,,,,,,,-23.0,,-13.6,-19.8,,-24.8,-17.4,-18.1,-15.0,-24.0,,-11.2,,,,,,-16.0,-15.5,-11.7,True,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,True,,,,,,False,False,True
13211,20,14.0,13.2,,14.0,9.0,,,,,,,,38.0,,42.1,16.6,,6.9,16.7,21.1,17.0,18.0,,6.3,,,,,,14.0,7.4,23.2,-6.0,-6.8,,-6.0,-11.0,,,,,,,,18.0,,22.1,-3.4,,-13.1,-3.3,1.1,-3.0,-2.0,,-13.7,,,,,,-6.0,-12.6,3.2,False,,False,False,,,,,,,,False,,False,True,,False,True,True,True,True,,False,,,,,,False,False,True
13213,42,22.0,24.4,,22.0,14.0,,,,,,,,47.0,,27.4,23.6,,21.9,28.9,19.3,34.0,28.0,,20.6,,,,,,22.0,6.4,65.6,-20.0,-17.6,,-20.0,-28.0,,,,,,,,5.0,,-14.6,-18.4,,-20.1,-13.1,-22.7,-8.0,-14.0,,-21.4,,,,,,-20.0,-35.6,23.6,True,,False,False,,,,,,,,True,,True,True,,False,True,False,True,True,,False,,,,,,False,False,False
13215,133,118.0,115.0,,101.0,27.0,,,,,,,,197.0,,108.5,86.4,,85.6,114.4,82.3,111.0,68.0,,59.0,,109.5,94.0,,,112.0,53.6,209.9,-15.0,-18.0,,-32.0,-106.0,,,,,,,,64.0,,-24.5,-46.6,,-47.4,-18.6,-50.7,-22.0,-65.0,,-74.0,,-23.5,-39.0,,,-21.0,-79.4,76.9,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,False,False,,,False,False,False
13217,84,60.0,61.3,,60.0,29.0,,,,,,,,90.0,,63.1,66.7,,35.7,49.1,70.9,39.0,49.0,,33.4,,60.3,,,,44.0,31.6,88.6,-24.0,-22.7,,-24.0,-55.0,,,,,,,,6.0,,-20.9,-17.3,,-48.3,-34.9,-13.1,-45.0,-35.0,,-50.6,,-23.7,,,,-40.0,-52.4,4.6,True,,False,False,,,,,,,,True,,True,True,,False,False,True,False,False,,False,,True,,,,False,False,True
13219,50,47.0,47.0,,47.0,78.0,,,,,,,,55.0,,92.3,31.6,,26.4,45.0,64.0,65.0,24.0,,48.0,,,,,,60.0,31.9,66.7,-3.0,-3.0,,-3.0,28.0,,,,,,,,5.0,,42.3,-18.4,,-23.6,-5.0,14.0,15.0,-26.0,,-2.0,,,,,,10.0,-18.1,16.7,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,True,,,,,,False,False,False
13221,17,7.0,7.6,,7.0,7.0,,,,,,,,20.0,,32.1,9.9,,1.8,5.8,12.1,6.0,12.0,,5.6,,,,,,8.0,12.7,20.6,-10.0,-9.4,,-10.0,-10.0,,,,,,,,3.0,,15.1,-7.1,,-15.2,-11.2,-4.9,-11.0,-5.0,,-11.4,,,,,,-9.0,-4.3,3.6,True,,False,False,,,,,,,,True,,False,True,,False,False,True,False,True,,False,,,,,,True,True,True
13223,131,153.0,149.8,,136.0,192.0,,,,,,,,131.0,,173.6,142.2,,125.2,127.8,141.7,133.0,169.0,,125.7,,140.6,119.0,,,141.0,112.7,245.2,22.0,18.8,,5.0,61.0,,,,,,,,0.0,,42.6,11.2,,-5.8,-3.2,10.7,2.0,38.0,,-5.3,,9.6,-12.0,,,10.0,-18.3,114.2,True,,True,False,,,,,,,,True,,False,True,,True,True,True,True,False,,True,,True,True,,,True,True,False
13225,44,26.0,20.6,,20.0,20.0,,,,,,,,31.0,,39.1,29.4,,17.1,26.4,0.0,29.0,25.0,,12.3,,,,,,33.0,12.0,35.9,-18.0,-23.4,,-24.0,-24.0,,,,,,,,-13.0,,-4.9,-14.6,,-26.9,-17.6,-44.0,-15.0,-19.0,,-31.7,,,,,,-11.0,-32.0,-8.1,False,,False,False,,,,,,,,True,,True,True,,False,True,False,True,False,,False,,,,,,True,False,True
13227,32,30.0,33.1,,28.0,0.0,,,,,,,,32.0,,44.4,25.7,,14.6,25.1,38.4,21.0,34.0,,16.2,,,,,,30.0,17.2,44.6,-2.0,1.1,,-4.0,-32.0,,,,,,,,0.0,,12.4,-6.3,,-17.4,-6.9,6.4,-11.0,2.0,,-15.8,,,,,,-2.0,-14.8,12.6,True,,False,False,,,,,,,,True,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
13229,30,22.0,22.2,,17.0,19.0,,,,,,,,15.0,,24.4,13.7,,13.2,20.8,10.1,32.0,59.0,,0.0,,,,,,23.0,14.7,37.2,-8.0,-7.8,,-13.0,-11.0,,,,,,,,-15.0,,-5.6,-16.3,,-16.8,-9.2,-19.9,2.0,29.0,,-30.0,,,,,,-7.0,-15.3,7.2,True,,False,False,,,,,,,,False,,True,False,,False,False,False,True,False,,False,,,,,,True,False,True
13231,14,9.0,9.8,,8.0,6.0,,,,,,,,21.0,,19.8,11.6,,2.2,7.2,14.2,10.0,24.0,,4.7,,,,,,8.0,5.1,11.6,-5.0,-4.2,,-6.0,-8.0,,,,,,,,7.0,,5.8,-2.4,,-11.8,-6.8,0.2,-4.0,10.0,,-9.3,,,,,,-6.0,-8.9,-2.4,True,,False,False,,,,,,,,False,,False,True,,False,False,True,True,False,,False,,,,,,False,False,True
13233,62,59.0,58.7,,47.0,38.0,,,,,,,,70.0,,70.0,47.4,,33.5,46.6,0.4,43.0,104.0,,29.2,,54.3,,,,48.0,13.9,114.5,-3.0,-3.3,,-15.0,-24.0,,,,,,,,8.0,,8.0,-14.6,,-28.5,-15.4,-61.6,-19.0,42.0,,-32.8,,-7.7,,,,-14.0,-48.1,52.5,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,False
13235,17,46.0,44.2,,22.0,47.0,,,,,,,,9.0,,54.2,21.3,,9.1,22.6,17.9,37.0,50.0,,19.2,,,,,,43.0,39.1,35.2,29.0,27.2,,5.0,30.0,,,,,,,,-8.0,,37.2,4.3,,-7.9,5.6,0.9,20.0,33.0,,2.2,,,,,,26.0,22.1,18.2,True,,True,False,,,,,,,,True,,False,True,,True,True,True,True,False,,True,,,,,,True,True,True
