,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
48057,31,72.0,62.7,,43.0,1.0,,,,,81.0,43.3,51.1,,30.0,48.5,0.0,73.0,,0.0,77.0,,,,68.0,133.7,123.2,41.0,31.7,,12.0,-30.0,,,,,50.0,12.3,20.1,,-1.0,17.5,-31.0,42.0,,-31.0,46.0,,,,37.0,102.7,92.2,True,,True,True,,,,,False,True,True,,True,True,True,False,,True,False,,,,True,False,False
48059,14,93.0,88.4,,39.0,122.0,,,,,13.0,112.0,35.8,,4.0,26.9,,,,1.5,52.1,,,,239.0,80.3,335.6,79.0,74.4,,25.0,108.0,,,,,-1.0,98.0,21.8,,-10.0,12.9,,,,-12.4,38.1,,,,225.0,66.3,321.6,True,,True,False,,,,,True,False,True,,True,True,,,,True,True,,,,False,True,False
48061,1552,5556.0,5593.7,3994.8,2402.0,367.0,,,,,7500.0,874.8,2711.7,,3156.3,2239.7,116.9,3281.0,,1052.8,7348.3,1983.0,,,220.0,7727.2,8108.8,4004.0,4041.7,2442.8,850.0,-1185.0,,,,,5948.0,-677.2,1159.7,,1604.3,687.7,-1435.1,1729.0,,-499.2,5796.3,431.0,,,-1332.0,6175.2,6556.8,False,True,True,True,,,,,False,True,True,,True,True,True,True,,True,False,True,,,True,False,False
48063,58,54.0,56.8,,47.0,63.0,,,,,53.0,48.4,54.3,,16.8,49.9,39.5,39.0,,33.2,41.5,,,,44.0,103.9,52.5,-4.0,-1.2,,-11.0,5.0,,,,,-5.0,-9.6,-3.7,,-41.2,-8.1,-18.5,-19.0,,-24.8,-16.5,,,,-14.0,45.9,-5.5,True,,False,False,,,,,False,False,True,,False,False,False,False,,False,False,,,,False,False,False
48065,1,0.0,0.2,,0.0,0.0,,,,,3.0,14.5,3.1,,0.3,0.0,,0.0,,0.0,,,,,0.0,5.5,61.5,-1.0,-0.8,,-1.0,-1.0,,,,,2.0,13.5,2.1,,-0.7,-1.0,,-1.0,,-1.0,,,,,-1.0,4.5,60.5,True,,False,False,,,,,False,False,False,,True,True,,False,,True,,,,,False,False,False
48067,56,99.0,97.7,,94.0,110.0,,,,,98.0,174.4,133.5,,28.4,57.3,89.9,,,27.1,98.7,,,,97.0,116.4,147.2,43.0,41.7,,38.0,54.0,,,,,42.0,118.4,77.5,,-27.6,1.3,33.9,,,-28.9,42.7,,,,41.0,60.4,91.2,True,,True,False,,,,,True,False,False,,True,True,True,,,True,True,,,,True,False,False
48069,22,39.0,39.5,,18.0,22.0,,,,,11.0,24.6,17.8,,8.3,23.4,0.0,30.0,,3.2,22.9,,,,35.0,46.5,85.6,17.0,17.5,,-4.0,0.0,,,,,-11.0,2.6,-4.2,,-13.7,1.4,-22.0,8.0,,-18.8,0.9,,,,13.0,24.5,63.6,False,,True,True,,,,,True,True,True,,True,True,False,True,,False,True,,,,True,False,False
48071,132,129.0,119.9,,100.0,148.0,,,,,242.0,354.8,103.5,,7.9,44.5,97.8,109.0,,41.9,75.5,,,,74.0,255.6,2019.9,-3.0,-12.1,,-32.0,16.0,,,,,110.0,222.8,-28.5,,-124.1,-87.5,-34.2,-23.0,,-90.1,-56.5,,,,-58.0,123.6,1887.9,False,,False,False,,,,,False,False,False,,False,False,False,False,,False,False,,,,False,False,False
48073,114,222.0,252.3,,169.0,81.0,,,,,359.0,219.8,250.3,,108.1,158.2,138.4,179.0,,109.5,204.1,,,,115.0,424.7,606.1,108.0,138.3,,55.0,-33.0,,,,,245.0,105.8,136.3,,-5.9,44.2,24.4,65.0,,-4.5,90.1,,,,1.0,310.7,492.1,False,,True,True,,,,,False,True,False,,True,True,True,True,,True,True,,,,True,False,False
48075,10,15.0,13.6,,4.0,1.0,,,,,18.0,9.0,12.7,,2.5,1.6,,7.0,,2.1,,,,,4.0,16.1,22.1,5.0,3.6,,-6.0,-9.0,,,,,8.0,-1.0,2.7,,-7.5,-8.4,,-3.0,,-7.9,,,,,-6.0,6.1,12.1,True,,False,False,,,,,False,True,True,,False,False,,True,,False,,,,,False,False,False
48077,13,12.0,8.5,,10.0,9.0,,,,,9.0,38.4,35.3,,1.8,7.0,,6.0,,3.3,17.8,,,,16.0,20.3,67.3,-1.0,-4.5,,-3.0,-4.0,,,,,-4.0,25.4,22.3,,-11.2,-6.0,,-7.0,,-9.7,4.8,,,,3.0,7.3,54.3,False,,False,False,,,,,False,False,False,,False,False,,False,,False,False,,,,False,False,False
48079,12,6.0,8.7,,0.0,0.0,,,,,0.0,13.5,7.0,,0.6,0.2,,0.0,,0.9,,,,,4.0,5.8,32.4,-6.0,-3.3,,-12.0,-12.0,,,,,-12.0,1.5,-5.0,,-11.4,-11.8,,-12.0,,-11.1,,,,,-8.0,-6.2,20.4,True,,False,False,,,,,False,True,True,,False,False,,False,,False,,,,,False,False,False
48081,3,9.0,8.0,,4.0,0.0,,,,,0.0,15.4,6.2,,2.8,1.4,,,,4.0,,,,,12.0,13.8,31.5,6.0,5.0,,1.0,-3.0,,,,,-3.0,12.4,3.2,,-0.2,-1.6,,,,1.0,,,,,9.0,10.8,28.5,True,,True,True,,,,,True,False,True,,True,True,,,,True,,,,,False,False,False
48083,15,24.0,26.1,,17.0,17.0,,,,,9.0,104.7,40.5,,1.2,13.0,,,,8.3,,,,,23.0,97.8,108.2,9.0,11.1,,2.0,2.0,,,,,-6.0,89.7,25.5,,-13.8,-2.0,,,,-6.7,,,,,8.0,82.8,93.2,False,,True,True,,,,,True,False,False,,False,True,,,,True,,,,,True,False,False
48085,1954,1314.0,1446.7,1561.0,1320.0,333.0,,,,,2327.0,1923.6,2035.2,,1373.7,916.9,1277.6,1296.0,,1024.3,1569.2,644.0,,,332.0,2618.1,12562.9,-640.0,-507.3,-393.0,-634.0,-1621.0,,,,,373.0,-30.4,81.2,,-580.3,-1037.1,-676.4,-658.0,,-929.7,-384.8,-1310.0,,,-1622.0,664.1,10608.9,True,True,True,False,,,,,True,True,True,,True,False,False,False,,False,True,False,,,False,False,False
48087,2,3.0,3.2,,0.0,0.0,,,,,3.0,3.9,3.2,,0.2,0.2,,0.0,,0.1,,,,,1.0,4.6,40.1,1.0,1.2,,-2.0,-2.0,,,,,1.0,1.9,1.2,,-1.8,-1.8,,-2.0,,-1.9,,,,,-1.0,2.6,38.1,False,,False,False,,,,,False,False,False,,False,False,,False,,False,,,,,False,False,False
48089,60,111.0,113.6,,77.0,149.0,,,,,82.0,124.3,83.2,,38.5,76.9,72.1,49.0,,55.2,64.1,,,,72.0,164.3,101.5,51.0,53.6,,17.0,89.0,,,,,22.0,64.3,23.2,,-21.5,16.9,12.1,-11.0,,-4.8,4.1,,,,12.0,104.3,41.5,False,,True,False,,,,,True,False,True,,True,True,True,True,,True,True,,,,True,False,True
48091,261,207.0,130.7,,169.0,65.0,,,,,287.0,289.1,232.6,,138.1,206.5,285.8,249.0,,185.1,156.0,113.0,,,108.0,453.3,1934.8,-54.0,-130.3,,-92.0,-196.0,,,,,26.0,28.1,-28.4,,-122.9,-54.5,24.8,-12.0,,-75.9,-105.0,-148.0,,,-153.0,192.3,1673.8,False,,False,False,,,,,True,True,True,,False,False,True,True,,False,False,False,,,False,False,False
48093,66,90.0,58.4,,34.0,63.0,,,,,27.0,89.3,52.2,,3.1,32.3,7.4,48.0,,30.3,84.1,,,,72.0,177.7,70.1,24.0,-7.6,,-32.0,-3.0,,,,,-39.0,23.3,-13.8,,-62.9,-33.7,-58.6,-18.0,,-35.7,18.1,,,,6.0,111.7,4.1,True,,False,True,,,,,False,True,True,,False,False,False,True,,False,True,,,,True,False,True
48095,39,45.0,40.2,,21.0,20.0,,,,,9.0,44.7,9.9,,5.2,22.6,,,,17.4,31.9,,,,47.0,63.8,139.3,6.0,1.2,,-18.0,-19.0,,,,,-30.0,5.7,-29.1,,-33.8,-16.4,,,,-21.6,-7.1,,,,8.0,24.8,100.3,True,,False,False,,,,,False,True,False,,False,False,,,,False,False,,,,False,False,False
48097,77,90.0,93.4,,81.0,79.0,,,,,140.0,190.6,169.5,,25.8,58.5,101.9,56.0,,38.0,68.3,,,,70.0,114.6,477.1,13.0,16.4,,4.0,2.0,,,,,63.0,113.6,92.5,,-51.2,-18.5,24.9,-21.0,,-39.0,-8.7,,,,-7.0,37.6,400.1,False,,True,True,,,,,False,False,False,,False,False,False,False,,False,True,,,,True,False,False
48099,926,294.0,287.2,,232.0,1472.0,,,,,177.0,431.3,421.2,,221.8,194.4,137.8,156.0,,55.0,270.2,,,,359.0,495.0,1198.1,-632.0,-638.8,,-694.0,546.0,,,,,-749.0,-494.7,-504.8,,-704.2,-731.6,-788.2,-770.0,,-871.0,-655.8,,,,-567.0,-431.0,272.1,False,,False,True,,,,,False,True,True,,False,False,False,False,,False,False,,,,True,True,True
48101,7,0.0,0.6,,0.0,0.0,,,,,0.0,0.9,1.1,,0.3,0.0,,0.0,,0.0,,,,,0.0,5.2,9.2,-7.0,-6.4,,-7.0,-7.0,,,,,-7.0,-6.1,-5.9,,-6.7,-7.0,,-7.0,,-7.0,,,,,-7.0,-1.8,2.2,True,,False,False,,,,,False,True,True,,True,True,,False,,False,,,,,False,True,True
48103,1,0.0,3.9,,2.0,0.0,,,,,6.0,9.5,0.6,,2.9,0.0,,0.0,,2.9,1.0,,,,0.0,5.1,20.7,-1.0,2.9,,1.0,-1.0,,,,,5.0,8.5,-0.4,,1.9,-1.0,,-1.0,,1.9,-0.0,,,,-1.0,4.1,19.7,False,,False,False,,,,,False,False,True,,False,True,,False,,False,True,,,,False,False,False
48105,2,6.0,7.3,,6.0,0.0,,,,,9.0,5.3,8.1,,,0.6,0.0,18.0,,40.3,22.0,,,,5.0,9.7,17.9,4.0,5.3,,4.0,-2.0,,,,,7.0,3.3,6.1,,,-1.4,-2.0,16.0,,38.3,20.0,,,,3.0,7.7,15.9,False,,False,True,,,,,False,True,False,,,True,True,False,,False,False,,,,True,False,False
48107,5,18.0,9.3,,6.0,0.0,,,,,6.0,39.3,16.2,,4.0,4.4,,11.0,,1.7,19.2,,,,18.0,24.4,118.8,13.0,4.3,,1.0,-5.0,,,,,1.0,34.3,11.2,,-1.0,-0.6,,6.0,,-3.3,14.2,,,,13.0,19.4,113.8,True,,True,True,,,,,True,False,True,,True,True,,True,,True,False,,,,False,False,False
48109,28,3.0,2.6,,2.0,0.0,,,,,2.0,10.1,3.4,,,0.0,,0.0,,0.7,9.7,,,,1.0,5.8,27.0,-25.0,-25.4,,-26.0,-28.0,,,,,-26.0,-17.9,-24.6,,,-28.0,,-28.0,,-27.3,-18.3,,,,-27.0,-22.2,-1.0,False,,False,False,,,,,False,True,True,,,False,,False,,False,True,,,,False,True,True
48111,25,18.0,18.3,,11.0,0.0,,,,,16.0,9.1,12.5,,2.4,8.9,0.0,21.0,,18.9,21.7,,,,17.0,22.1,34.6,-7.0,-6.7,,-14.0,-25.0,,,,,-9.0,-15.9,-12.5,,-22.6,-16.1,-25.0,-4.0,,-6.1,-3.3,,,,-8.0,-2.9,9.6,True,,False,False,,,,,False,False,False,,False,False,False,True,,True,True,,,,False,True,False
48113,6308,9972.0,8648.2,5711.4,5712.0,6378.0,,,,,9669.0,6750.6,5753.3,,4565.9,3591.4,3173.7,7355.0,,3343.3,11085.0,4939.0,,,4274.0,18242.1,14815.3,3664.0,2340.2,-596.6,-596.0,70.0,,,,,3361.0,442.6,-554.7,,-1742.1,-2716.6,-3134.3,1047.0,,-2964.7,4777.0,-1369.0,,,-2034.0,11934.1,8507.3,True,True,True,True,,,,,True,True,True,,True,True,True,True,,True,False,True,,,True,False,False
48115,146,60.0,53.3,,43.0,43.0,,,,,29.0,47.3,59.2,,15.7,36.1,0.0,36.0,,55.3,51.3,,,,55.0,88.9,105.9,-86.0,-92.7,,-103.0,-103.0,,,,,-117.0,-98.7,-86.8,,-130.3,-109.9,-146.0,-110.0,,-90.7,-94.7,,,,-91.0,-57.1,-40.1,False,,False,False,,,,,False,False,False,,False,False,False,False,,False,False,,,,False,True,True
48117,54,93.0,91.2,,55.0,61.0,,,,,53.0,50.9,72.8,,28.1,69.8,0.7,95.0,,27.6,74.6,,,,40.0,182.6,333.5,39.0,37.2,,1.0,7.0,,,,,-1.0,-3.1,18.8,,-25.9,15.8,-53.3,41.0,,-26.4,20.6,,,,-14.0,128.6,279.5,True,,True,True,,,,,True,True,True,,True,True,False,False,,True,True,,,,True,False,False
48119,7,0.0,0.0,,0.0,0.0,,,,,9.0,22.4,2.7,,0.3,0.0,,0.0,,2.1,,,,,0.0,4.4,30.0,-7.0,-7.0,,-7.0,-7.0,,,,,2.0,15.4,-4.3,,-6.7,-7.0,,-7.0,,-4.9,,,,,-7.0,-2.6,23.0,False,,False,False,,,,,True,False,True,,True,True,,False,,True,,,,,False,True,False
48121,1507,2697.0,2617.8,2020.6,2581.0,3284.0,,,,,2330.0,3572.7,2384.7,,2464.4,2128.8,2193.0,1547.0,,3227.5,2351.2,1798.0,,,3004.0,3786.2,21356.6,1190.0,1110.8,513.6,1074.0,1777.0,,,,,823.0,2065.7,877.7,,957.4,621.8,686.0,40.0,,1720.5,844.2,291.0,,,1497.0,2279.2,19849.6,True,True,True,False,,,,,True,False,True,,True,True,True,True,,False,True,True,,,False,False,False
48123,131,186.0,231.7,,71.0,64.0,,,,,67.0,60.6,71.9,,115.7,102.2,0.0,130.0,,65.5,129.5,,,,71.0,309.9,358.9,55.0,100.7,,-60.0,-67.0,,,,,-64.0,-70.4,-59.1,,-15.3,-28.8,-131.0,-1.0,,-65.5,-1.5,,,,-60.0,178.9,227.9,False,,False,False,,,,,False,False,False,,True,True,False,True,,False,True,,,,False,False,False
48125,21,51.0,51.8,,24.0,11.0,,,,,0.0,38.5,4.0,,0.6,19.5,,,,26.8,31.2,,,,69.0,37.3,212.4,30.0,30.8,,3.0,-10.0,,,,,-21.0,17.5,-17.0,,-20.4,-1.5,,,,5.8,10.2,,,,48.0,16.3,191.4,False,,True,True,,,,,True,True,True,,True,True,,,,True,True,,,,False,True,False
48127,15,27.0,31.9,,22.0,7.0,,,,,22.0,49.6,38.2,,6.7,16.0,0.0,22.0,,1.9,46.1,,,,18.0,48.7,209.2,12.0,16.9,,7.0,-8.0,,,,,7.0,34.6,23.2,,-8.3,1.0,-15.0,7.0,,-13.1,31.1,,,,3.0,33.7,194.2,False,,True,True,,,,,True,False,False,,True,True,False,True,,False,False,,,,True,False,False
48129,4,9.0,8.8,,4.0,0.0,,,,,1.0,6.7,4.0,,1.2,1.1,,1.0,,8.1,8.2,,,,14.0,10.5,24.0,5.0,4.8,,0.0,-4.0,,,,,-3.0,2.7,0.0,,-2.8,-2.9,,-3.0,,4.1,4.2,,,,10.0,6.5,20.0,True,,True,True,,,,,True,True,True,,True,True,,True,,True,True,,,,False,False,False
48131,178,75.0,78.3,,64.0,49.0,,,,,30.0,89.0,69.5,,71.8,84.8,31.3,31.0,,15.5,92.4,,,,64.0,118.2,332.7,-103.0,-99.7,,-114.0,-129.0,,,,,-148.0,-89.0,-108.5,,-106.2,-93.2,-146.7,-147.0,,-162.5,-85.6,,,,-114.0,-59.8,154.7,True,,False,False,,,,,False,True,False,,False,True,False,False,,False,True,,,,False,True,False
48133,44,81.0,85.8,,74.0,62.0,,,,,31.0,161.6,68.4,,73.0,38.0,65.3,43.0,,5.9,108.5,,,,95.0,123.0,215.1,37.0,41.8,,30.0,18.0,,,,,-13.0,117.6,24.4,,29.0,-6.0,21.3,-1.0,,-38.1,64.5,,,,51.0,79.0,171.1,False,,True,True,,,,,True,False,True,,True,True,True,True,,False,False,,,,False,False,False
48135,384,630.0,665.7,,418.0,860.0,,,,,727.0,448.4,381.7,,272.2,387.4,244.8,491.0,,165.7,536.0,218.0,,,435.0,1106.2,671.4,246.0,281.7,,34.0,476.0,,,,,343.0,64.4,-2.3,,-111.8,3.4,-139.2,107.0,,-218.3,152.0,-166.0,,,51.0,722.2,287.4,False,,True,False,,,,,False,True,True,,True,True,True,True,,True,True,True,,,True,False,False
48137,0,0.0,0.0,,0.0,0.0,,,,,3.0,6.6,2.1,,,0.0,,0.0,,3.8,7.2,,,,3.0,8.3,30.2,0.0,0.0,,0.0,0.0,,,,,3.0,6.6,2.1,,,0.0,,0.0,,3.8,7.2,,,,3.0,8.3,30.2,True,,True,True,,,,,False,False,False,,,False,,True,,False,False,,,,False,False,False
48139,434,816.0,799.5,,511.0,830.0,,,,,579.0,853.4,601.4,,269.2,386.4,411.9,567.0,,10.9,785.7,243.0,,,478.0,1237.6,8097.0,382.0,365.5,,77.0,396.0,,,,,145.0,419.4,167.4,,-164.8,-47.6,-22.1,133.0,,-423.1,351.7,-191.0,,,44.0,803.6,7663.0,True,,True,False,,,,,True,False,True,,True,True,True,True,,False,True,True,,,True,False,False
48141,2112,2703.0,3078.7,2038.4,2028.0,2041.0,,,,,2257.0,1677.1,2221.1,,1982.9,2305.9,1272.5,2262.0,,1180.8,2439.1,1479.0,,,1503.0,4367.0,6184.8,591.0,966.7,-73.6,-84.0,-71.0,,,,,145.0,-434.9,109.1,,-129.1,193.9,-839.5,150.0,,-931.2,327.1,-633.0,,,-609.0,2255.0,4072.8,False,True,True,True,,,,,True,True,True,,True,True,False,True,,False,True,False,,,False,False,False
48143,137,147.0,145.2,,113.0,86.0,,,,,146.0,145.1,143.4,,44.1,96.7,125.9,102.0,,53.0,112.0,,,,126.0,194.2,174.1,10.0,8.2,,-24.0,-51.0,,,,,9.0,8.1,6.4,,-92.9,-40.3,-11.1,-35.0,,-84.0,-25.0,,,,-11.0,57.2,37.1,True,,False,False,,,,,True,True,True,,False,False,False,False,,False,False,,,,False,False,False
48145,56,48.0,48.7,,34.0,21.0,,,,,64.0,85.4,47.2,,14.9,29.6,30.9,29.0,,31.1,40.9,,,,36.0,70.1,267.2,-8.0,-7.3,,-22.0,-35.0,,,,,8.0,29.4,-8.8,,-41.1,-26.4,-25.1,-27.0,,-24.9,-15.1,,,,-20.0,14.1,211.2,True,,False,False,,,,,False,False,False,,False,False,False,False,,False,False,,,,False,False,False
48147,79,591.0,613.4,,117.0,1086.0,,,,,105.0,965.0,195.4,,16.6,107.3,62.4,,,88.5,437.4,,,,539.0,649.3,3086.6,512.0,534.4,,38.0,1007.0,,,,,26.0,886.0,116.4,,-62.4,28.3,-16.6,,,9.5,358.4,,,,460.0,570.3,3007.6,False,,True,False,,,,,True,False,True,,True,True,True,,,True,True,,,,True,False,False
48149,121,45.0,60.6,,45.0,23.0,,,,,70.0,93.8,79.5,,19.5,32.2,64.1,49.0,,23.9,52.4,,,,41.0,93.0,79.7,-76.0,-60.4,,-76.0,-98.0,,,,,-51.0,-27.2,-41.5,,-101.5,-88.8,-56.9,-72.0,,-97.1,-68.6,,,,-80.0,-28.0,-41.3,True,,False,False,,,,,True,True,True,,False,False,True,True,,False,True,,,,False,True,True
48151,6,30.0,38.7,,23.0,10.0,,,,,2.0,26.9,8.5,,1.7,17.6,,,,45.4,29.8,,,,27.0,27.6,161.4,24.0,32.7,,17.0,4.0,,,,,-4.0,20.9,2.5,,-4.3,11.6,,,,39.4,23.8,,,,21.0,21.6,155.4,False,,True,True,,,,,True,True,True,,True,True,,,,False,True,,,,True,True,False
48153,7,6.0,8.6,,6.0,0.0,,,,,5.0,20.7,17.9,,0.5,2.2,10.6,,,0.0,6.3,,,,4.0,12.1,101.7,-1.0,1.6,,-1.0,-7.0,,,,,-2.0,13.7,10.9,,-6.5,-4.8,3.6,,,-7.0,-0.7,,,,-3.0,5.1,94.7,False,,False,False,,,,,False,False,False,,False,False,False,,,False,True,,,,False,False,False
48155,6,0.0,0.3,,0.0,0.0,,,,,0.0,1.4,1.3,,,0.0,,0.0,,0.1,0.3,,,,0.0,4.6,21.4,-6.0,-5.7,,-6.0,-6.0,,,,,-6.0,-4.6,-4.7,,,-6.0,,-6.0,,-5.9,-5.7,,,,-6.0,-1.4,15.4,True,,False,False,,,,,False,True,True,,,True,,False,,True,True,,,,False,True,False
48157,856,2697.0,2127.1,2326.7,2140.0,1177.0,,,,,3060.0,2508.6,2588.1,,767.5,1418.6,3757.4,1486.0,,1078.2,3291.0,978.0,,,1434.0,4846.1,19485.9,1841.0,1271.1,1470.7,1284.0,321.0,,,,,2204.0,1652.6,1732.1,,-88.5,562.6,2901.4,630.0,,222.2,2435.0,122.0,,,578.0,3990.1,18629.9,True,True,True,True,,,,,False,True,True,,True,True,False,True,,True,False,True,,,True,False,False
48159,21,27.0,25.4,,24.0,18.0,,,,,39.0,28.7,21.5,,6.6,16.5,19.2,19.0,,13.0,27.1,,,,29.0,31.8,38.4,6.0,4.4,,3.0,-3.0,,,,,18.0,7.7,0.5,,-14.4,-4.5,-1.8,-2.0,,-8.0,6.1,,,,8.0,10.8,17.4,True,,True,True,,,,,False,False,True,,False,True,True,True,,False,False,,,,False,False,False
48161,25,543.0,509.0,,117.0,1054.0,,,,,117.0,501.1,110.0,,5.9,33.4,63.4,,,61.9,320.7,,,,424.0,481.0,1976.3,518.0,484.0,,92.0,1029.0,,,,,92.0,476.1,85.0,,-19.1,8.4,38.4,,,36.9,295.7,,,,399.0,456.0,1951.3,True,,True,False,,,,,True,True,True,,True,True,True,,,True,True,,,,True,True,False
48163,39,60.0,56.9,,50.0,53.0,,,,,92.0,51.4,52.3,,12.3,42.5,0.0,71.0,,148.1,41.1,,,,33.0,144.5,100.8,21.0,17.9,,11.0,14.0,,,,,53.0,12.4,13.3,,-26.7,3.5,-39.0,32.0,,109.1,2.1,,,,-6.0,105.5,61.8,True,,True,True,,,,,False,True,True,,False,True,False,False,,False,True,,,,True,False,False
48165,66,57.0,47.9,,54.0,57.0,,,,,81.0,91.8,98.1,,13.9,40.6,60.6,36.0,,36.9,45.3,,,,48.0,106.8,87.1,-9.0,-18.1,,-12.0,-9.0,,,,,15.0,25.8,32.1,,-52.1,-25.4,-5.4,-30.0,,-29.1,-20.7,,,,-18.0,40.8,21.1,False,,False,False,,,,,False,False,False,,False,False,True,False,,False,False,,,,False,False,False
48167,859,579.0,647.1,411.7,403.0,244.0,,,,,2171.0,1217.4,594.2,,341.3,403.3,303.3,988.0,,400.9,750.0,232.0,,,315.0,1421.0,2729.7,-280.0,-211.9,-447.3,-456.0,-615.0,,,,,1312.0,358.4,-264.8,,-517.7,-455.7,-555.7,129.0,,-458.1,-109.0,-627.0,,,-544.0,562.0,1870.7,True,False,False,False,,,,,False,False,True,,False,False,False,True,,False,True,False,,,False,False,False
48169,1,0.0,0.0,,0.0,0.0,,,,,12.0,16.5,6.8,,0.1,0.3,0.0,,,0.5,3.7,,,,1.0,15.8,83.7,-1.0,-1.0,,-1.0,-1.0,,,,,11.0,15.5,5.8,,-0.9,-0.7,-1.0,,,-0.5,2.7,,,,0.0,14.8,82.7,False,,False,False,,,,,False,False,False,,True,True,True,,,True,False,,,,True,False,False
48171,15,15.0,10.8,,12.0,0.0,,,,,37.0,36.8,42.5,,1.5,7.2,20.3,21.0,,1.8,17.3,,,,9.0,24.9,23.4,0.0,-4.2,,-3.0,-15.0,,,,,22.0,21.8,27.5,,-13.5,-7.8,5.3,6.0,,-13.2,2.3,,,,-6.0,9.9,8.4,False,,False,False,,,,,False,False,False,,False,False,False,False,,False,False,,,,False,False,False
48173,1,0.0,0.0,,0.0,0.0,,,,,0.0,11.7,0.1,,0.1,0.0,,0.0,,0.7,0.1,,,,0.0,3.1,45.3,-1.0,-1.0,,-1.0,-1.0,,,,,-1.0,10.7,-0.9,,-0.9,-1.0,,-1.0,,-0.3,-0.9,,,,-1.0,2.1,44.3,False,,False,False,,,,,False,False,True,,True,True,,False,,True,True,,,,False,False,False
48175,33,0.0,8.4,,1.0,3.0,,,,,11.0,8.2,7.7,,0.1,0.1,0.1,13.0,,7.7,6.8,,,,0.0,17.0,64.5,-33.0,-24.6,,-32.0,-30.0,,,,,-22.0,-24.8,-25.3,,-32.9,-32.9,-32.9,-20.0,,-25.3,-26.2,,,,-33.0,-16.0,31.5,True,,True,True,,,,,True,True,True,,True,True,True,True,,True,True,,,,False,True,True
48177,11,90.0,77.5,,75.0,83.0,,,,,83.0,75.8,73.7,,17.4,59.2,0.3,96.0,,51.2,102.9,,,,94.0,201.5,88.9,79.0,66.5,,64.0,72.0,,,,,72.0,64.8,62.7,,6.4,48.2,-10.7,85.0,,40.2,91.9,,,,83.0,190.5,77.9,True,,True,True,,,,,True,True,True,,True,True,True,False,,True,False,,,,False,False,True
48179,41,9.0,7.5,,10.0,2.0,,,,,75.0,22.4,37.3,,0.1,15.5,40.3,20.0,,2.2,12.3,,,,8.0,22.0,31.8,-32.0,-33.5,,-31.0,-39.0,,,,,34.0,-18.6,-3.7,,-40.9,-25.5,-0.7,-21.0,,-38.8,-28.7,,,,-33.0,-19.0,-9.2,False,,True,False,,,,,False,True,True,,False,True,True,True,,False,True,,,,False,True,True
48181,339,297.0,295.2,,290.0,213.0,,,,,402.0,397.7,341.4,,241.9,310.3,282.1,182.0,,232.8,284.0,304.0,,,190.0,405.6,1351.8,-42.0,-43.8,,-49.0,-126.0,,,,,63.0,58.7,2.4,,-97.1,-28.7,-56.9,-157.0,,-106.2,-55.0,-35.0,,,-149.0,66.6,1012.8,False,,False,False,,,,,False,False,True,,False,True,False,False,,False,False,True,,,False,False,False
48183,251,333.0,359.6,,307.0,221.0,,,,,566.0,377.3,526.3,,142.6,205.3,245.9,259.0,,98.9,392.8,,,,224.0,645.5,569.4,82.0,108.6,,56.0,-30.0,,,,,315.0,126.3,275.3,,-108.4,-45.7,-5.1,8.0,,-152.1,141.8,,,,-27.0,394.5,318.4,False,,True,True,,,,,False,False,False,,False,True,True,True,,False,False,,,,True,False,False
