,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
17051,143,165.0,179.7,,115.0,329.0,,,,,93.0,234.8,117.3,,99.8,119.1,82.6,,,0.0,108.4,,,,205.0,153.3,324.3,22.0,36.7,,-28.0,186.0,,,,,-50.0,91.8,-25.7,,-43.2,-23.9,-60.4,,,-143.0,-34.6,,,,62.0,10.3,181.3,False,,False,False,,,,,False,False,False,,False,False,False,,,False,False,,,,False,True,False
17053,29,6.0,6.7,,11.0,19.0,,,,,29.0,70.3,33.4,,14.4,7.3,,13.0,,9.1,13.0,,,,8.0,7.5,81.6,-23.0,-22.3,,-18.0,-10.0,,,,,0.0,41.3,4.4,,-14.6,-21.7,,-16.0,,-19.9,-16.0,,,,-21.0,-21.5,52.6,True,,True,True,,,,,True,False,True,,True,True,,True,,True,True,,,,True,True,False
17055,142,150.0,154.1,,131.0,106.0,,,,,134.0,191.1,191.1,,114.4,126.3,162.0,101.0,,124.5,117.5,,,,119.0,219.7,270.6,8.0,12.1,,-11.0,-36.0,,,,,-8.0,49.1,49.1,,-27.6,-15.7,20.0,-41.0,,-17.5,-24.5,,,,-23.0,77.7,128.6,False,,False,False,,,,,False,False,False,,False,False,False,False,,False,False,,,,False,False,False
17057,65,36.0,35.7,,41.0,112.0,,,,,106.0,178.9,99.5,,19.2,44.9,,22.0,,29.2,47.4,,,,54.0,64.8,220.5,-29.0,-29.3,,-24.0,47.0,,,,,41.0,113.9,34.5,,-45.8,-20.1,,-43.0,,-35.8,-17.6,,,,-11.0,-0.2,155.5,False,,True,False,,,,,False,False,False,,False,True,,False,,False,True,,,,True,True,False
17059,6,6.0,8.2,,8.0,0.0,,,,,14.0,9.0,17.5,,7.4,1.3,,,,0.7,29.8,,,,8.0,12.7,28.6,0.0,2.2,,2.0,-6.0,,,,,8.0,3.0,11.5,,1.4,-4.7,,,,-5.3,23.8,,,,2.0,6.7,22.6,False,,False,False,,,,,False,False,False,,False,False,,,,False,False,,,,False,False,False
17061,104,30.0,33.0,,30.0,12.0,,,,,81.0,42.1,66.6,,9.3,29.7,38.9,21.0,,11.8,68.6,,,,21.0,340.8,71.7,-74.0,-71.0,,-74.0,-92.0,,,,,-23.0,-61.9,-37.4,,-94.7,-74.3,-65.1,-83.0,,-92.2,-35.4,,,,-83.0,236.8,-32.3,True,,False,False,,,,,True,True,True,,False,False,True,False,,False,True,,,,False,False,True
17063,154,138.0,130.7,,129.0,106.0,,,,,149.0,211.5,174.1,,53.2,109.1,170.4,116.0,,89.6,129.9,,,,123.0,200.9,360.0,-16.0,-23.3,,-25.0,-48.0,,,,,-5.0,57.5,20.1,,-100.8,-44.9,16.4,-38.0,,-64.4,-24.1,,,,-31.0,46.9,206.0,False,,False,False,,,,,True,False,False,,False,False,False,False,,False,False,,,,False,False,False
17065,20,15.0,15.2,,12.0,0.0,,,,,29.0,17.1,23.7,,7.6,5.1,,7.0,,13.3,,,,,6.0,65.4,22.2,-5.0,-4.8,,-8.0,-20.0,,,,,9.0,-2.9,3.7,,-12.4,-14.9,,-13.0,,-6.7,,,,,-14.0,45.4,2.2,True,,False,False,,,,,False,True,True,,False,False,,False,,False,,,,,False,False,True
17067,52,57.0,54.5,,56.0,70.0,,,,,69.0,87.2,92.3,,28.2,58.6,51.3,38.0,,13.6,52.9,,,,36.0,157.0,116.8,5.0,2.5,,4.0,18.0,,,,,17.0,35.2,40.3,,-23.8,6.6,-0.7,-14.0,,-38.4,0.9,,,,-16.0,105.0,64.8,True,,True,False,,,,,False,False,False,,False,False,True,False,,False,True,,,,False,False,False
17069,16,0.0,1.6,,0.0,0.0,,,,,9.0,1.8,0.8,,1.0,0.0,,0.0,,2.7,,,,,0.0,8.1,15.4,-16.0,-14.4,,-16.0,-16.0,,,,,-7.0,-14.2,-15.2,,-15.0,-16.0,,-16.0,,-13.3,,,,,-16.0,-7.9,-0.6,True,,False,False,,,,,True,True,True,,True,True,,False,,True,,,,,False,True,True
17071,18,48.0,49.7,,46.0,52.0,,,,,19.0,111.8,25.3,,4.5,16.9,,,,76.2,,,,,47.0,131.1,129.6,30.0,31.7,,28.0,34.0,,,,,1.0,93.8,7.3,,-13.5,-1.1,,,,58.2,,,,,29.0,113.1,111.6,False,,True,False,,,,,True,False,True,,True,True,,,,False,,,,,True,False,False
17073,160,261.0,266.3,,235.0,354.0,,,,,183.0,335.8,292.8,,131.8,206.4,229.1,,,198.5,235.3,,,,260.0,318.3,486.0,101.0,106.3,,75.0,194.0,,,,,23.0,175.8,132.8,,-28.2,46.4,69.1,,,38.5,75.3,,,,100.0,158.3,326.0,False,,True,False,,,,,True,False,False,,True,True,True,,,True,True,,,,True,False,False
17075,55,33.0,34.5,,32.0,9.0,,,,,73.0,53.2,64.9,,13.2,26.9,40.3,55.0,,15.2,40.2,,,,23.0,36.1,75.7,-22.0,-20.5,,-23.0,-46.0,,,,,18.0,-1.8,9.9,,-41.8,-28.1,-14.7,0.0,,-39.9,-14.8,,,,-32.0,-18.9,20.7,True,,False,False,,,,,True,True,True,,False,False,True,True,,False,True,,,,False,True,True
17077,316,243.0,226.4,,192.0,423.0,,,,,361.0,147.8,284.4,,90.6,192.1,178.9,206.0,,31.8,259.3,,,,189.0,343.8,268.3,-73.0,-89.6,,-124.0,107.0,,,,,45.0,-168.2,-31.6,,-225.4,-123.9,-137.1,-110.0,,-284.2,-56.7,,,,-127.0,27.8,-47.7,False,,False,False,,,,,True,False,True,,False,False,False,False,,False,True,,,,False,True,True
17079,68,111.0,116.7,,78.0,0.0,,,,,23.0,83.6,21.6,,87.4,69.2,17.6,,,318.9,77.8,,,,135.0,263.9,222.7,43.0,48.7,,10.0,-68.0,,,,,-45.0,15.6,-46.4,,19.4,1.2,-50.4,,,250.9,9.8,,,,67.0,195.9,154.7,False,,True,False,,,,,False,True,False,,True,True,False,,,False,True,,,,False,False,False
17081,108,189.0,152.1,,153.0,140.0,,,,,172.0,189.9,274.2,,99.0,138.0,232.9,120.0,,87.3,248.0,,,,142.0,293.0,244.5,81.0,44.1,,45.0,32.0,,,,,64.0,81.9,166.2,,-9.0,30.0,124.9,12.0,,-20.7,140.0,,,,34.0,185.0,136.5,True,,True,True,,,,,True,False,False,,True,True,False,True,,True,False,,,,True,False,False
17083,103,186.0,178.2,,119.0,194.0,,,,,90.0,318.3,186.2,,107.4,100.6,61.1,,,69.4,245.7,,,,140.0,266.6,679.7,83.0,75.2,,16.0,91.0,,,,,-13.0,215.3,83.2,,4.4,-2.4,-41.9,,,-33.6,142.7,,,,37.0,163.6,576.7,True,,True,False,,,,,True,False,False,,True,True,True,,,True,False,,,,True,False,False
17085,62,42.0,46.6,,42.0,43.0,,,,,55.0,55.2,65.8,,4.8,26.4,113.2,40.0,,12.5,36.8,,,,41.0,55.6,60.6,-20.0,-15.4,,-20.0,-19.0,,,,,-7.0,-6.8,3.8,,-57.2,-35.6,51.2,-22.0,,-49.5,-25.2,,,,-21.0,-6.4,-1.4,True,,False,True,,,,,True,True,True,,False,False,False,False,,False,False,,,,False,True,True
17087,31,75.0,74.5,,63.0,78.0,,,,,51.0,62.5,67.0,,44.2,48.6,66.2,,,61.7,84.3,,,,75.0,87.9,90.9,44.0,43.5,,32.0,47.0,,,,,20.0,31.5,36.0,,13.2,17.6,35.2,,,30.7,53.3,,,,44.0,56.9,59.9,True,,True,False,,,,,True,True,True,,True,True,True,,,True,False,,,,False,False,False
17089,1455,1191.0,1293.6,1167.0,992.0,787.0,,,,,1937.0,987.8,1252.4,,735.7,1029.1,526.8,1905.0,,1662.1,973.0,843.0,,,990.0,1666.1,5442.4,-264.0,-161.4,-288.0,-463.0,-668.0,,,,,482.0,-467.2,-202.6,,-719.3,-425.9,-928.2,450.0,,207.1,-482.0,-612.0,,,-465.0,211.1,3987.4,True,False,False,False,,,,,False,False,True,,False,False,False,False,,True,False,False,,,False,True,False
17091,463,453.0,448.8,,415.0,468.0,,,,,416.0,296.4,303.7,,548.4,543.8,237.4,450.0,,372.1,403.3,,,,467.0,636.1,762.7,-10.0,-14.2,,-48.0,5.0,,,,,-47.0,-166.6,-159.3,,85.4,80.8,-225.6,-13.0,,-90.9,-59.7,,,,4.0,173.1,299.7,False,,False,True,,,,,False,False,False,,False,False,False,False,,False,False,,,,True,False,False
17093,241,210.0,195.8,,189.0,130.0,,,,,347.0,272.3,306.0,,83.3,183.7,244.3,289.0,,139.7,198.4,123.0,,,174.0,338.6,738.1,-31.0,-45.2,,-52.0,-111.0,,,,,106.0,31.3,65.0,,-157.7,-57.3,3.3,48.0,,-101.3,-42.6,-118.0,,,-67.0,97.6,497.1,False,,False,False,,,,,False,False,False,,False,False,True,False,,False,False,False,,,False,False,False
17095,140,78.0,94.8,,96.0,44.0,,,,,218.0,115.0,202.2,,45.6,90.4,162.2,82.0,,9.9,182.9,,,,57.0,130.5,109.5,-62.0,-45.2,,-44.0,-96.0,,,,,78.0,-25.0,62.2,,-94.4,-49.6,22.2,-58.0,,-130.1,42.9,,,,-83.0,-9.5,-30.5,True,,True,False,,,,,False,True,False,,False,True,True,True,,False,True,,,,False,True,True
17097,1830,1941.0,1894.8,1539.3,1674.0,2917.0,,,,,2244.0,1232.9,2186.6,,1522.3,1674.0,757.2,2645.0,,1422.8,2334.5,1757.0,,,1575.0,2670.3,7784.4,111.0,64.8,-290.7,-156.0,1087.0,,,,,414.0,-597.1,356.6,,-307.7,-156.0,-1072.8,815.0,,-407.2,504.5,-73.0,,,-255.0,840.3,5954.4,True,False,False,False,,,,,False,False,False,,False,False,False,False,,False,False,True,,,False,False,False
17099,371,402.0,379.4,,358.0,280.0,,,,,331.0,399.8,663.3,,283.0,382.2,525.3,312.0,,231.5,243.6,,,,299.0,678.6,605.0,31.0,8.4,,-13.0,-91.0,,,,,-40.0,28.8,292.3,,-88.0,11.2,154.3,-59.0,,-139.5,-127.4,,,,-72.0,307.6,234.0,True,,True,False,,,,,False,True,False,,False,True,False,False,,False,False,,,,False,False,False
17101,132,93.0,91.8,,90.0,158.0,,,,,63.0,94.4,93.6,,281.4,133.2,62.1,,,29.1,74.0,,,,122.0,111.4,250.1,-39.0,-40.2,,-42.0,26.0,,,,,-69.0,-37.6,-38.4,,149.4,1.2,-69.9,,,-102.9,-58.0,,,,-10.0,-20.6,118.1,False,,False,True,,,,,False,True,True,,False,True,False,,,False,False,,,,True,True,False
17103,88,81.0,79.5,,79.0,80.0,,,,,130.0,87.2,126.6,,33.0,73.7,97.5,57.0,,60.1,81.2,,,,86.0,92.1,130.8,-7.0,-8.5,,-9.0,-8.0,,,,,42.0,-0.8,38.6,,-55.0,-14.3,9.5,-31.0,,-27.9,-6.8,,,,-2.0,4.1,42.8,False,,False,False,,,,,False,True,False,,False,False,False,False,,False,True,,,,True,True,False
17105,131,48.0,46.9,,50.0,43.0,,,,,87.0,127.4,115.2,,21.7,63.3,112.9,42.0,,11.8,95.1,,,,44.0,57.8,110.1,-83.0,-84.1,,-81.0,-88.0,,,,,-44.0,-3.6,-15.8,,-109.3,-67.7,-18.1,-89.0,,-119.2,-35.9,,,,-87.0,-73.2,-20.9,False,,True,False,,,,,True,True,True,,False,True,True,False,,False,True,,,,False,True,True
17107,169,108.0,112.9,,87.0,62.0,,,,,88.0,124.2,139.5,,42.4,76.8,108.8,85.0,,1.7,93.3,,,,65.0,141.4,239.9,-61.0,-56.1,,-82.0,-107.0,,,,,-81.0,-44.8,-29.5,,-126.6,-92.2,-60.2,-84.0,,-167.3,-75.7,,,,-104.0,-27.6,70.9,True,,False,False,,,,,False,True,True,,False,False,True,False,,False,False,,,,False,True,False
17109,250,102.0,104.2,,67.0,145.0,,,,,165.0,69.1,82.6,,49.2,66.6,20.1,,,31.7,67.6,,,,190.0,160.9,204.1,-148.0,-145.8,,-183.0,-105.0,,,,,-85.0,-180.9,-167.4,,-200.8,-183.4,-229.9,,,-218.3,-182.4,,,,-60.0,-89.1,-45.9,True,,False,True,,,,,True,False,False,,False,False,False,,,False,False,,,,True,True,True
17111,596,696.0,683.1,,685.0,1097.0,,,,,912.0,740.2,986.8,,404.1,679.6,649.9,744.0,,331.1,674.6,662.0,,,666.0,906.5,4317.1,100.0,87.1,,89.0,501.0,,,,,316.0,144.2,390.8,,-191.9,83.6,53.9,148.0,,-264.9,78.6,66.0,,,70.0,310.5,3721.1,True,,True,False,,,,,False,False,False,,False,True,True,False,,False,True,True,,,True,False,False
17113,1646,1410.0,1357.9,,1419.0,1912.0,,,,,483.0,1667.9,1169.2,,3152.5,1976.4,949.6,,,1345.2,924.6,6820.0,,,1769.0,2003.9,3216.5,-236.0,-288.1,,-227.0,266.0,,,,,-1163.0,21.9,-476.8,,1506.5,330.4,-696.4,,,-300.8,-721.4,5174.0,,,123.0,357.9,1570.5,False,,True,False,,,,,False,True,False,,False,False,False,,,False,False,False,,,True,False,False
17115,433,279.0,286.2,,276.0,281.0,,,,,316.0,271.9,712.8,,181.9,248.0,326.0,228.0,,8.6,262.7,,,,270.0,361.8,388.1,-154.0,-146.8,,-157.0,-152.0,,,,,-117.0,-161.1,279.8,,-251.1,-185.0,-107.0,-205.0,,-424.4,-170.3,,,,-163.0,-71.2,-44.9,True,,False,True,,,,,True,False,False,,False,False,True,False,,False,False,,,,False,True,True
17117,141,165.0,156.7,,147.0,163.0,,,,,149.0,264.4,281.3,,86.8,102.4,144.9,116.0,,96.6,127.8,,,,140.0,207.1,352.1,24.0,15.7,,6.0,22.0,,,,,8.0,123.4,140.3,,-54.2,-38.6,3.9,-25.0,,-44.4,-13.2,,,,-1.0,66.1,211.1,True,,True,True,,,,,True,False,False,,False,False,True,False,,False,True,,,,True,False,False
17119,1335,1359.0,1387.7,,1156.0,1221.0,,,,,993.0,987.4,1519.6,,1228.5,1043.0,892.5,1026.0,,1170.1,1259.7,978.0,,,1019.0,2166.4,3186.2,24.0,52.7,,-179.0,-114.0,,,,,-342.0,-347.6,184.6,,-106.5,-292.0,-442.5,-309.0,,-164.9,-75.3,-357.0,,,-316.0,831.4,1851.2,False,,False,False,,,,,False,False,False,,False,False,False,False,,False,False,False,,,False,False,False
17121,228,126.0,118.6,,116.0,220.0,,,,,122.0,169.0,217.5,,29.8,87.4,141.8,80.0,,74.0,112.1,,,,129.0,163.2,111.2,-102.0,-109.4,,-112.0,-8.0,,,,,-106.0,-59.0,-10.5,,-198.2,-140.6,-86.2,-148.0,,-154.0,-115.9,,,,-99.0,-64.8,-116.8,False,,False,True,,,,,False,True,True,,False,False,True,False,,False,False,,,,True,True,False
17123,46,21.0,20.4,,19.0,26.0,,,,,18.0,41.6,30.9,,7.8,10.5,,,,13.5,30.3,,,,27.0,90.2,96.3,-25.0,-25.6,,-27.0,-20.0,,,,,-28.0,-4.4,-15.1,,-38.2,-35.5,,,,-32.5,-15.7,,,,-19.0,44.2,50.3,False,,False,True,,,,,False,True,True,,False,False,,,,False,True,,,,True,False,False
17125,41,42.0,38.6,,37.0,47.0,,,,,39.0,44.6,45.7,,18.7,31.6,,26.0,,0.0,44.4,,,,41.0,42.0,101.9,1.0,-2.4,,-4.0,6.0,,,,,-2.0,3.6,4.7,,-22.3,-9.4,,-15.0,,-41.0,3.4,,,,0.0,1.0,60.9,False,,False,False,,,,,False,False,False,,False,False,,False,,False,False,,,,True,False,False
17127,28,42.0,39.4,,41.0,87.0,,,,,59.0,50.9,38.2,,13.5,20.3,,26.0,,21.2,44.2,,,,73.0,42.8,80.5,14.0,11.4,,13.0,59.0,,,,,31.0,22.9,10.2,,-14.5,-7.7,,-2.0,,-6.8,16.2,,,,45.0,14.8,52.5,True,,True,False,,,,,False,False,True,,False,True,,True,,True,False,,,,False,False,False
17129,47,18.0,14.3,,12.0,14.0,,,,,25.0,23.7,23.0,,7.9,3.6,,21.0,,4.8,13.8,,,,17.0,29.6,26.2,-29.0,-32.7,,-35.0,-33.0,,,,,-22.0,-23.3,-24.0,,-39.1,-43.4,,-26.0,,-42.2,-33.2,,,,-30.0,-17.4,-20.8,False,,False,False,,,,,True,True,True,,False,False,,True,,False,False,,,,False,True,True
17131,31,24.0,24.4,,22.0,25.0,,,,,50.0,53.8,50.4,,17.5,23.1,,25.0,,12.0,14.8,,,,39.0,34.9,94.7,-7.0,-6.6,,-9.0,-6.0,,,,,19.0,22.8,19.4,,-13.5,-7.9,,-6.0,,-19.0,-16.2,,,,8.0,3.9,63.7,True,,False,True,,,,,False,False,False,,False,False,,True,,False,False,,,,False,True,False
17133,181,159.0,165.1,,119.0,239.0,,,,,117.0,170.2,170.3,,72.2,118.0,62.3,114.0,,83.0,126.2,,,,153.0,216.8,394.3,-22.0,-15.9,,-62.0,58.0,,,,,-64.0,-10.8,-10.7,,-108.8,-63.0,-118.7,-67.0,,-98.0,-54.8,,,,-28.0,35.8,213.3,True,,False,False,,,,,False,True,True,,False,False,False,False,,False,False,,,,False,False,False
17135,76,96.0,94.3,,94.0,155.0,,,,,127.0,153.5,121.9,,24.2,66.2,83.4,62.0,,21.7,63.1,,,,120.0,103.9,182.3,20.0,18.3,,18.0,79.0,,,,,51.0,77.5,45.9,,-51.8,-9.8,7.4,-14.0,,-54.3,-12.9,,,,44.0,27.9,106.3,True,,True,False,,,,,False,False,False,,False,True,True,True,,False,True,,,,False,False,False
17137,131,120.0,126.1,,119.0,57.0,,,,,172.0,127.1,203.3,,18.6,74.6,157.4,115.0,,19.4,126.2,,,,59.0,254.0,149.6,-11.0,-4.9,,-12.0,-74.0,,,,,41.0,-3.9,72.3,,-112.4,-56.4,26.4,-16.0,,-111.6,-4.8,,,,-72.0,123.0,18.6,True,,False,False,,,,,False,True,False,,False,False,False,False,,False,True,,,,False,False,False
17139,52,72.0,70.9,,65.0,66.0,,,,,39.0,96.4,92.1,,50.0,54.0,92.9,58.0,,44.8,72.8,,,,51.0,96.8,148.3,20.0,18.9,,13.0,14.0,,,,,-13.0,44.4,40.1,,-2.0,2.0,40.9,6.0,,-7.2,20.8,,,,-1.0,44.8,96.3,True,,True,True,,,,,True,False,False,,True,True,False,True,,True,False,,,,True,False,False
17141,150,57.0,71.1,,51.0,45.0,,,,,140.0,80.4,108.6,,8.3,47.7,78.1,77.0,,21.1,45.9,,,,36.0,78.9,55.0,-93.0,-78.9,,-99.0,-105.0,,,,,-10.0,-69.6,-41.4,,-141.7,-102.3,-71.9,-73.0,,-128.9,-104.1,,,,-114.0,-71.1,-95.0,True,,False,False,,,,,True,True,True,,False,False,True,True,,False,False,,,,False,True,False
17143,849,549.0,551.5,,514.0,340.0,,,,,842.0,451.4,818.7,,372.2,622.6,542.9,497.0,,353.1,501.4,503.0,,,419.0,873.0,803.7,-300.0,-297.5,,-335.0,-509.0,,,,,-7.0,-397.6,-30.3,,-476.8,-226.4,-306.1,-352.0,,-495.9,-347.6,-346.0,,,-430.0,24.0,-45.3,True,,False,False,,,,,True,False,True,,False,True,False,False,,False,False,False,,,False,True,True
17145,45,96.0,116.8,,94.0,75.0,,,,,105.0,97.8,159.9,,21.9,53.8,95.8,65.0,,21.4,266.8,,,,68.0,133.0,103.7,51.0,71.8,,49.0,30.0,,,,,60.0,52.8,114.9,,-23.1,8.8,50.8,20.0,,-23.6,221.8,,,,23.0,88.0,58.7,False,,True,True,,,,,False,False,False,,True,True,True,True,,True,False,,,,True,False,False
17147,54,21.0,23.3,,20.0,20.0,,,,,31.0,71.5,19.9,,19.2,11.1,,25.0,,6.7,16.7,,,,12.0,21.5,122.4,-33.0,-30.7,,-34.0,-34.0,,,,,-23.0,17.5,-34.1,,-34.8,-42.9,,-29.0,,-47.3,-37.3,,,,-42.0,-32.5,68.4,True,,False,False,,,,,True,True,False,,False,False,,True,,False,False,,,,False,True,False
17149,40,60.0,59.5,,55.0,103.0,,,,,55.0,214.8,66.2,,18.0,39.2,,,,11.5,,,,,62.0,67.5,209.9,20.0,19.5,,15.0,63.0,,,,,15.0,174.8,26.2,,-22.0,-0.8,,,,-28.5,,,,,22.0,27.5,169.9,True,,True,False,,,,,True,False,False,,False,True,,,,False,,,,,False,False,False
17151,8,21.0,17.1,,4.0,0.0,,,,,6.0,10.2,4.8,,2.2,1.9,,,,2.3,,,,,64.0,26.5,105.6,13.0,9.1,,-4.0,-8.0,,,,,-2.0,2.2,-3.2,,-5.8,-6.1,,,,-5.7,,,,,56.0,18.5,97.6,True,,True,True,,,,,True,True,True,,True,True,,,,True,,,,,False,False,False
17153,35,51.0,52.0,,26.0,46.0,,,,,26.0,19.6,15.2,,24.7,21.2,10.4,35.0,,78.3,30.0,,,,59.0,42.1,55.1,16.0,17.0,,-9.0,11.0,,,,,-9.0,-15.4,-19.8,,-10.3,-13.8,-24.6,0.0,,43.3,-5.0,,,,24.0,7.1,20.1,False,,True,True,,,,,True,True,False,,True,True,False,True,,False,True,,,,False,True,False
17155,25,12.0,11.1,,7.0,0.0,,,,,7.0,16.8,3.4,,3.3,4.8,,,,16.0,,,,,28.0,99.7,64.1,-13.0,-13.9,,-18.0,-25.0,,,,,-18.0,-8.2,-21.6,,-21.7,-20.2,,,,-9.0,,,,,3.0,74.7,39.1,False,,False,False,,,,,False,True,False,,False,False,,,,True,,,,,True,False,False
17157,186,309.0,295.1,,215.0,443.0,,,,,193.0,152.0,265.5,,100.0,212.4,165.0,207.0,,272.4,234.4,,,,216.0,394.4,426.2,123.0,109.1,,29.0,257.0,,,,,7.0,-34.0,79.5,,-86.0,26.4,-21.0,21.0,,86.4,48.4,,,,30.0,208.4,240.2,True,,True,False,,,,,True,True,True,,True,True,True,True,,True,True,,,,True,False,False
17159,82,27.0,19.3,,19.0,29.0,,,,,46.0,126.5,36.5,,10.2,15.9,,25.0,,0.7,,,,,23.0,56.8,58.4,-55.0,-62.7,,-63.0,-53.0,,,,,-36.0,44.5,-45.5,,-71.8,-66.1,,-57.0,,-81.3,,,,,-59.0,-25.2,-23.6,False,,False,True,,,,,True,True,True,,False,False,,False,,False,,,,,False,True,True
17161,607,534.0,517.4,,491.0,841.0,,,,,673.0,291.8,539.0,,454.4,509.5,279.2,481.0,,471.4,414.2,543.0,,,536.0,635.7,772.8,-73.0,-89.6,,-116.0,234.0,,,,,66.0,-315.2,-68.0,,-152.6,-97.5,-327.8,-126.0,,-135.6,-192.8,-64.0,,,-71.0,28.7,165.8,False,,False,False,,,,,True,False,True,,False,False,False,False,,False,False,True,,,True,True,False
17163,1012,1239.0,1232.2,,905.0,931.0,,,,,1056.0,705.0,919.6,,617.1,848.6,697.7,1071.0,,906.6,1121.9,762.0,,,966.0,1770.9,1798.5,227.0,220.2,,-107.0,-81.0,,,,,44.0,-307.0,-92.4,,-394.9,-163.4,-314.3,59.0,,-105.4,109.9,-250.0,,,-46.0,758.9,786.5,True,,True,True,,,,,True,False,True,,False,True,False,True,,True,True,False,,,True,False,False
17165,83,30.0,31.0,,28.0,21.0,,,,,119.0,43.7,55.5,,3.5,21.9,53.4,42.0,,3.1,46.6,,,,28.0,43.2,69.6,-53.0,-52.0,,-55.0,-62.0,,,,,36.0,-39.3,-27.5,,-79.5,-61.1,-29.6,-41.0,,-79.9,-36.4,,,,-55.0,-39.8,-13.4,True,,False,False,,,,,True,True,True,,False,False,True,True,,False,True,,,,False,True,True
17167,478,453.0,465.2,,404.0,425.0,,,,,648.0,430.1,926.1,,262.7,355.2,415.5,380.0,,233.7,374.9,211.0,,,341.0,698.5,558.0,-25.0,-12.8,,-74.0,-53.0,,,,,170.0,-47.9,448.1,,-215.3,-122.8,-62.5,-98.0,,-244.3,-103.1,-267.0,,,-137.0,220.5,80.0,True,,False,False,,,,,False,False,False,,False,False,False,False,,False,False,False,,,False,False,False
17169,26,0.0,1.2,,0.0,0.0,,,,,26.0,7.6,4.2,,3.8,2.0,,0.0,,0.4,0.7,,,,0.0,4.5,20.7,-26.0,-24.8,,-26.0,-26.0,,,,,0.0,-18.4,-21.8,,-22.2,-24.0,,-26.0,,-25.6,-25.3,,,,-26.0,-21.5,-5.3,True,,False,False,,,,,True,True,True,,True,True,,False,,True,True,,,,False,True,True
17171,22,27.0,19.9,,19.0,24.0,,,,,19.0,25.7,26.4,,,5.9,,9.0,,11.2,,,,,13.0,32.5,34.5,5.0,-2.1,,-3.0,2.0,,,,,-3.0,3.7,4.4,,,-16.1,,-13.0,,-10.8,,,,,-9.0,10.5,12.5,True,,True,True,,,,,True,True,True,,,False,,False,,False,,,,,False,False,False
17173,153,138.0,135.5,,131.0,233.0,,,,,63.0,293.7,141.2,,68.5,104.7,98.6,,,165.8,118.3,,,,175.0,278.3,302.4,-15.0,-17.5,,-22.0,80.0,,,,,-90.0,140.7,-11.8,,-84.5,-48.3,-54.4,,,12.8,-34.7,,,,22.0,125.3,149.4,False,,False,False,,,,,False,False,True,,False,False,False,,,True,False,,,,False,False,False
17175,31,36.0,31.6,,22.0,,,,,,9.0,40.6,2.7,,2.7,17.3,,,,49.3,20.0,,,,74.0,41.1,328.3,5.0,0.6,,-9.0,,,,,,-22.0,9.6,-28.3,,-28.3,-13.7,,,,18.3,-11.0,,,,43.0,10.1,297.3,True,,False,,,,,,False,False,False,,False,False,,,,False,False,,,,False,False,False
17177,85,48.0,47.8,,43.0,69.0,,,,,142.0,43.6,81.1,,12.7,41.6,30.1,57.0,,20.5,34.5,,,,36.0,51.9,59.6,-37.0,-37.2,,-42.0,-16.0,,,,,57.0,-41.4,-3.9,,-72.3,-43.4,-54.9,-28.0,,-64.5,-50.5,,,,-49.0,-33.1,-25.4,False,,False,True,,,,,False,False,True,,False,False,False,True,,False,False,,,,False,True,True
