,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
18083,292,165.0,,199.0,,,,101.0,287.7,,139.4,111.7,,28.3,235.8,,198.0,-127.0,,-93.0,,,,-191.0,-4.3,,-152.6,-180.3,,-263.7,-56.2,,-94.0,,True,,,,False,True,,False,False,,False,True,,True
18085,306,170.0,535.0,101.0,,,,227.0,219.6,,13.2,86.9,,83.1,126.6,,92.0,-136.0,229.0,-205.0,,,,-79.0,-86.4,,-292.8,-219.1,,-222.9,-179.4,,-214.0,False,False,,,,True,True,,False,False,,False,False,,False
18087,57,75.0,,99.0,,,,157.0,77.2,,9.2,49.1,,5.8,58.1,,49.0,18.0,,42.0,,,,100.0,20.2,,-47.8,-7.9,,-51.2,1.1,,-8.0,,False,,,,False,False,,False,True,,False,True,,True
18089,2140,2680.0,1781.7,3278.0,,,,1562.0,2462.2,,1845.1,1028.3,,1549.4,2640.3,,2615.0,540.0,-358.3,1138.0,,,,-578.0,322.2,,-294.9,-1111.7,,-590.6,500.3,,475.0,True,False,,,,False,True,,True,False,,False,True,,True
18091,377,425.0,252.2,460.0,,,,332.0,741.0,,158.6,161.9,,508.9,422.3,,450.0,48.0,-124.8,83.0,,,,-45.0,364.0,,-218.4,-215.1,,131.9,45.3,,73.0,False,False,,,,True,False,,False,False,,False,True,,False
18093,138,100.0,,71.0,,,,113.0,188.7,,19.1,87.7,,73.9,116.9,,77.0,-38.0,,-67.0,,,,-25.0,50.7,,-118.9,-50.3,,-64.1,-21.1,,-61.0,,False,,,,True,False,,False,False,,False,True,,False
18095,486,680.0,122.6,872.0,,,,468.0,1216.8,,236.7,193.6,,234.8,363.0,,1106.0,194.0,-363.4,386.0,,,,-18.0,730.8,,-249.3,-292.4,,-251.2,-123.0,,620.0,False,False,,,,True,False,,False,False,,False,True,,False
18097,4106,4190.0,1613.4,2430.0,,,,4400.0,5138.9,,1933.5,231.6,,6024.5,4333.3,,3553.0,84.0,-2492.6,-1676.0,,,,294.0,1032.9,,-2172.5,-3874.4,,1918.5,227.3,,-553.0,False,False,,,,False,False,,False,False,,False,False,,False
18099,173,165.0,,191.0,,,,178.0,175.2,,12.4,82.0,,43.0,97.3,,117.0,-8.0,,18.0,,,,5.0,2.2,,-160.6,-91.0,,-130.0,-75.7,,-56.0,,False,,,,True,True,,False,False,,False,False,,False
18101,111,55.0,,,,,,15.0,49.1,,12.1,,,12.0,63.1,,136.0,-56.0,,,,,,-96.0,-61.9,,-98.9,,,-99.0,-47.9,,25.0,,,,,,False,False,,False,,,False,True,,True
18103,138,75.0,,56.0,,,,160.0,194.9,,12.1,64.0,,58.9,53.7,,50.0,-63.0,,-82.0,,,,22.0,56.9,,-125.9,-74.0,,-79.1,-84.3,,-88.0,,False,,,,True,True,,False,False,,False,False,,False
18105,1574,240.0,748.5,162.0,,,,376.0,909.7,,130.3,197.3,,193.8,168.8,,177.0,-1334.0,-825.5,-1412.0,,,,-1198.0,-664.3,,-1443.7,-1376.7,,-1380.2,-1405.2,,-1397.0,True,False,,,,True,True,,False,False,,False,False,,False
18107,134,80.0,,126.0,,,,140.0,145.7,,10.4,22.7,,12.1,71.4,,75.0,-54.0,,-8.0,,,,6.0,11.7,,-123.6,-111.3,,-121.9,-62.6,,-59.0,,True,,,,True,True,,False,False,,False,False,,False
18109,189,190.0,57.6,212.0,,,,224.0,351.0,,31.4,157.0,,95.1,337.4,,240.0,1.0,-131.4,23.0,,,,35.0,162.0,,-157.6,-32.0,,-93.9,148.4,,51.0,False,False,,,,False,False,,False,False,,False,False,,False
18111,48,20.0,,22.0,,,,40.0,36.0,,0.9,21.7,,0.5,15.1,,34.0,-28.0,,-26.0,,,,-8.0,-12.0,,-47.1,-26.3,,-47.5,-32.9,,-14.0,,True,,,,True,True,,False,True,,False,False,,True
18113,154,305.0,,555.0,,,,129.0,236.3,,84.5,101.8,,202.2,220.4,,397.0,151.0,,401.0,,,,-25.0,82.3,,-69.5,-52.2,,48.2,66.4,,243.0,,False,,,,True,True,,True,True,,True,True,,False
18115,13,5.0,,14.0,,,,5.0,29.1,,9.8,,,60.8,19.5,,12.0,-8.0,,1.0,,,,-8.0,16.1,,-3.2,,,47.8,6.5,,-1.0,,True,,,,False,False,,True,,,False,True,,True
18117,92,105.0,,122.0,,,,39.0,112.9,,31.5,27.1,,46.7,71.1,,285.0,13.0,,30.0,,,,-53.0,20.9,,-60.5,-64.9,,-45.3,-20.9,,193.0,,False,,,,False,False,,False,False,,False,False,,False
18119,50,135.0,,324.0,,,,45.0,120.1,,20.4,104.2,,40.9,154.1,,288.0,85.0,,274.0,,,,-5.0,70.1,,-29.6,54.2,,-9.1,104.1,,238.0,,False,,,,True,True,,True,True,,True,False,,False
18121,35,45.0,,87.0,,,,39.0,101.5,,5.7,,,23.8,37.7,,43.0,10.0,,52.0,,,,4.0,66.5,,-29.3,,,-11.2,2.7,,8.0,,False,,,,True,False,,False,,,False,True,,True
18123,15,35.0,,35.0,,,,38.0,60.6,,5.2,26.5,,39.7,27.2,,56.0,20.0,,20.0,,,,23.0,45.6,,-9.8,11.5,,24.7,12.2,,41.0,,False,,,,False,False,,True,True,,False,True,,False
18125,63,100.0,,128.0,,,,30.0,99.5,,5.8,,,16.2,102.1,,86.0,37.0,,65.0,,,,-33.0,36.5,,-57.2,,,-46.8,39.1,,23.0,,False,,,,True,True,,False,,,False,False,,True
18127,595,720.0,538.7,624.0,,,,400.0,1401.5,,434.8,400.9,,446.4,513.7,,779.0,125.0,-56.3,29.0,,,,-195.0,806.5,,-160.2,-194.1,,-148.6,-81.3,,184.0,True,True,,,,False,False,,False,False,,False,True,,False
18129,108,80.0,,35.0,,,,80.0,199.9,,17.3,123.1,,42.9,56.6,,46.0,-28.0,,-73.0,,,,-28.0,91.9,,-90.7,15.1,,-65.1,-51.4,,-62.0,,False,,,,False,False,,False,True,,False,False,,False
18131,30,30.0,,60.0,,,,50.0,35.6,,8.4,,,108.8,13.4,,79.0,0.0,,30.0,,,,20.0,5.6,,-21.6,,,78.8,-16.6,,49.0,,False,,,,False,False,,False,,,False,False,,False
18133,181,270.0,,613.0,,,,123.0,273.0,,23.6,77.7,,108.8,294.9,,388.0,89.0,,432.0,,,,-58.0,92.0,,-157.4,-103.3,,-72.2,113.9,,207.0,,False,,,,True,False,,False,False,,True,False,,False
18135,74,80.0,,213.0,,,,50.0,120.7,,14.7,86.4,,17.2,58.4,,113.0,6.0,,139.0,,,,-24.0,46.7,,-59.3,12.4,,-56.8,-15.6,,39.0,,False,,,,False,False,,False,False,,False,False,,False
18137,56,120.0,,151.0,,,,49.0,160.5,,20.5,80.2,,44.8,67.0,,148.0,64.0,,95.0,,,,-7.0,104.5,,-35.5,24.2,,-11.2,11.0,,92.0,,False,,,,True,False,,True,True,,True,True,,False
18139,50,125.0,,289.0,,,,23.0,64.2,,25.3,62.0,,31.5,59.4,,623.0,75.0,,239.0,,,,-27.0,14.2,,-24.7,12.0,,-18.5,9.4,,573.0,,False,,,,True,True,,True,True,,True,True,,False
18141,2199,1925.0,1685.8,1752.0,,,,984.0,1665.3,,1102.8,467.4,,2579.4,2142.3,,1799.0,-274.0,-513.2,-447.0,,,,-1215.0,-533.7,,-1096.2,-1731.6,,380.4,-56.7,,-400.0,False,False,,,,False,False,,False,False,,False,True,,False
18143,66,105.0,,100.0,,,,48.0,162.3,,31.4,42.6,,90.8,89.9,,80.0,39.0,,34.0,,,,-18.0,96.3,,-34.6,-23.4,,24.8,23.9,,14.0,,True,,,,True,False,,True,True,,True,True,,True
18145,83,170.0,,310.0,,,,123.0,259.9,,18.7,135.2,,51.6,118.7,,213.0,87.0,,227.0,,,,40.0,176.9,,-64.3,52.2,,-31.4,35.7,,130.0,,False,,,,True,False,,True,True,,True,True,,False
18147,75,45.0,,59.0,,,,35.0,101.3,,3.2,80.4,,0.0,64.4,,57.0,-30.0,,-16.0,,,,-40.0,26.3,,-71.8,5.4,,-75.0,-10.6,,-18.0,,True,,,,False,True,,False,True,,False,True,,True
18149,69,35.0,,23.0,,,,108.0,103.7,,8.3,63.9,,26.7,20.3,,25.0,-34.0,,-46.0,,,,39.0,34.7,,-60.7,-5.1,,-42.3,-48.7,,-44.0,,False,,,,False,False,,False,True,,False,False,,False
18151,143,75.0,,52.0,,,,110.0,162.6,,14.6,68.4,,45.3,78.6,,43.0,-68.0,,-91.0,,,,-33.0,19.6,,-128.4,-74.6,,-97.7,-64.4,,-100.0,,False,,,,True,True,,False,False,,False,True,,False
18153,155,300.0,,731.0,,,,72.0,161.6,,120.3,135.6,,92.4,262.4,,522.0,145.0,,576.0,,,,-83.0,6.6,,-34.7,-19.4,,-62.6,107.4,,367.0,,False,,,,True,True,,True,True,,True,True,,False
18155,9,65.0,,150.0,,,,10.0,54.6,,3.7,,,4.4,28.4,,142.0,56.0,,141.0,,,,1.0,45.6,,-5.3,,,-4.6,19.4,,133.0,,False,,,,True,True,,True,,,True,True,,False
18157,868,635.0,901.7,719.0,,,,580.0,1022.5,,434.8,378.0,,648.4,531.7,,661.0,-233.0,33.7,-149.0,,,,-288.0,154.5,,-433.2,-490.0,,-219.6,-336.3,,-207.0,True,True,,,,False,True,,False,False,,True,False,,True
18159,55,115.0,,81.0,,,,46.0,171.1,,23.3,111.7,,6.1,136.1,,77.0,60.0,,26.0,,,,-9.0,116.1,,-31.7,56.7,,-48.9,81.1,,22.0,,True,,,,True,False,,True,True,,True,False,,True
18161,35,15.0,,0.0,,,,5.0,27.5,,8.0,,,1.0,13.5,,17.0,-20.0,,-35.0,,,,-30.0,-7.5,,-27.0,,,-34.0,-21.5,,-18.0,,False,,,,False,True,,False,,,False,False,,True
18163,1122,1135.0,3183.0,873.0,,,,849.0,2299.9,,893.2,482.5,,899.1,1152.1,,774.0,13.0,2061.0,-249.0,,,,-273.0,1177.9,,-228.8,-639.5,,-222.9,30.1,,-348.0,False,False,,,,False,False,,False,False,,False,False,,False
18165,62,75.0,,184.0,,,,53.0,73.5,,5.9,,,2.7,84.3,,55.0,13.0,,122.0,,,,-9.0,11.5,,-56.1,,,-59.3,22.3,,-7.0,,False,,,,True,True,,False,,,False,False,,True
18167,945,965.0,546.4,1073.0,,,,463.0,1575.5,,403.1,620.7,,659.0,1373.4,,1380.0,20.0,-398.6,128.0,,,,-482.0,630.5,,-541.9,-324.3,,-286.0,428.4,,435.0,False,False,,,,False,False,,False,False,,False,False,,False
18169,78,85.0,,118.0,,,,98.0,184.3,,9.8,118.8,,49.4,99.3,,83.0,7.0,,40.0,,,,20.0,106.3,,-68.2,40.8,,-28.6,21.3,,5.0,,False,,,,False,False,,False,False,,False,False,,True
18171,15,15.0,,0.0,,,,21.0,17.9,,3.8,,,21.2,17.8,,47.0,0.0,,-15.0,,,,6.0,2.9,,-11.2,,,6.2,2.8,,32.0,,False,,,,False,False,,False,,,False,False,,False
18173,497,215.0,523.4,98.0,,,,211.0,610.9,,183.0,172.2,,133.6,171.8,,157.0,-282.0,26.4,-399.0,,,,-286.0,113.9,,-314.0,-324.8,,-363.4,-325.2,,-340.0,True,False,,,,False,True,,False,False,,False,False,,False
18175,99,100.0,,133.0,,,,38.0,186.5,,36.5,82.2,,19.6,44.5,,147.0,1.0,,34.0,,,,-61.0,87.5,,-62.5,-16.8,,-79.4,-54.5,,48.0,,False,,,,False,False,,False,False,,False,False,,False
18177,313,280.0,358.8,241.0,,,,213.0,702.4,,165.0,191.7,,201.9,260.2,,284.0,-33.0,45.8,-72.0,,,,-100.0,389.4,,-148.0,-121.3,,-111.1,-52.8,,-29.0,False,False,,,,False,False,,False,False,,False,False,,True
18179,67,90.0,,151.0,,,,85.0,168.6,,11.6,142.6,,36.2,191.3,,91.0,23.0,,84.0,,,,18.0,101.6,,-55.4,75.6,,-30.8,124.3,,24.0,,False,,,,True,False,,False,False,,False,False,,False
18181,92,130.0,,173.0,,,,94.0,188.9,,28.5,37.9,,674.6,129.0,,139.0,38.0,,81.0,,,,2.0,96.9,,-63.5,-54.1,,582.6,37.0,,47.0,,False,,,,True,False,,False,False,,False,True,,False
18183,84,65.0,,45.0,,,,106.0,100.9,,33.7,21.2,,0.0,63.6,,49.0,-19.0,,-39.0,,,,22.0,16.9,,-50.3,-62.8,,-84.0,-20.4,,-35.0,,False,,,,False,True,,False,False,,False,False,,False
19001,30,45.0,,0.0,,,,10.0,13.2,,2.9,,,16.6,30.0,,38.0,15.0,,-30.0,,,,-20.0,-16.8,,-27.1,,,-13.4,0.0,,8.0,,False,,,,False,False,,False,,,True,True,,True
19003,11,5.0,,0.0,,,,5.0,3.5,,0.7,,,2.8,,,1.0,-6.0,,-11.0,,,,-6.0,-7.5,,-10.3,,,-8.2,,,-10.0,,False,,,,False,False,,False,,,False,,,False
19005,81,45.0,,,,,,41.0,36.8,,4.8,30.0,,23.8,50.1,,70.0,-36.0,,,,,,-40.0,-44.2,,-76.2,-51.0,,-57.2,-30.9,,-11.0,,,,,,False,False,,False,False,,False,True,,True
19007,66,30.0,,35.0,,,,46.0,49.8,,5.6,,,18.8,42.3,,18.0,-36.0,,-31.0,,,,-20.0,-16.2,,-60.4,,,-47.2,-23.7,,-48.0,,True,,,,True,True,,False,,,False,True,,False
19009,33,10.0,,0.0,,,,5.0,14.7,,1.3,,,0.3,14.1,,22.0,-23.0,,-33.0,,,,-28.0,-18.3,,-31.7,,,-32.7,-18.9,,-11.0,,False,,,,False,True,,False,,,False,True,,True
19011,110,80.0,,75.0,,,,70.0,147.0,,14.7,188.4,,30.1,169.4,,56.0,-30.0,,-35.0,,,,-40.0,37.0,,-95.3,78.4,,-79.9,59.4,,-54.0,,False,,,,False,False,,False,False,,False,False,,False
19013,1052,845.0,884.7,1269.0,,,,485.0,736.5,,725.5,228.9,,701.4,776.3,,673.0,-207.0,-167.3,217.0,,,,-567.0,-315.5,,-326.5,-823.1,,-350.6,-275.7,,-379.0,True,False,,,,False,False,,False,False,,False,False,,False
19015,173,170.0,,264.0,,,,54.0,162.8,,52.1,101.1,,68.0,143.9,,309.0,-3.0,,91.0,,,,-119.0,-10.2,,-120.9,-71.9,,-105.0,-29.1,,136.0,,False,,,,False,False,,False,False,,False,False,,False
19017,220,95.0,,107.0,,,,66.0,188.4,,11.8,98.2,,14.1,90.1,,145.0,-125.0,,-113.0,,,,-154.0,-31.6,,-208.2,-121.8,,-205.9,-129.9,,-75.0,,True,,,,False,True,,False,True,,False,False,,True
19019,92,95.0,,105.0,,,,56.0,150.3,,30.5,64.8,,89.7,63.1,,90.0,3.0,,13.0,,,,-36.0,58.3,,-61.5,-27.2,,-2.3,-28.9,,-2.0,,False,,,,False,False,,False,False,,True,False,,True
19021,139,55.0,,,,,,89.0,23.7,,5.9,3.1,,56.0,65.7,,0.0,-84.0,,,,,,-50.0,-115.3,,-133.1,-135.9,,-83.0,-73.3,,-139.0,,,,,,True,False,,False,False,,True,True,,False
19023,121,85.0,,70.0,,,,23.0,115.0,,60.0,67.9,,36.6,95.8,,98.0,-36.0,,-51.0,,,,-98.0,-6.0,,-61.0,-53.1,,-84.4,-25.2,,-23.0,,False,,,,False,True,,False,False,,False,True,,True
19025,106,50.0,,39.0,,,,12.0,34.2,,24.6,,,4.7,45.0,,103.0,-56.0,,-67.0,,,,-94.0,-71.8,,-81.4,,,-101.3,-61.0,,-3.0,,False,,,,False,False,,False,,,False,False,,True
19027,408,170.0,,113.0,,,,49.0,107.7,,110.2,81.5,,66.8,162.7,,315.0,-238.0,,-295.0,,,,-359.0,-300.3,,-297.8,-326.5,,-341.1,-245.3,,-93.0,,False,,,,False,False,,False,False,,False,False,,True
19029,57,115.0,,191.0,,,,21.0,121.7,,8.0,,,14.0,106.3,,159.0,58.0,,134.0,,,,-36.0,64.7,,-49.0,,,-43.0,49.3,,102.0,,False,,,,True,False,,True,,,True,True,,False
19031,82,30.0,,43.0,,,,40.0,61.4,,1.4,78.5,,25.1,24.1,,20.0,-52.0,,-39.0,,,,-42.0,-20.6,,-80.6,-3.5,,-56.9,-57.9,,-62.0,,True,,,,True,True,,False,True,,False,False,,False
19033,337,345.0,,286.0,,,,158.0,411.1,,198.7,89.8,,131.3,250.0,,425.0,8.0,,-51.0,,,,-179.0,74.1,,-138.3,-247.2,,-205.7,-87.0,,88.0,,False,,,,False,False,,False,False,,False,False,,False
19035,101,20.0,,11.0,,,,28.0,35.3,,2.6,31.0,,15.2,28.2,,34.0,-81.0,,-90.0,,,,-73.0,-65.7,,-98.4,-70.0,,-85.8,-72.8,,-67.0,,False,,,,True,True,,False,True,,False,True,,True
19037,141,60.0,,84.0,,,,25.0,63.1,,12.1,,,9.8,57.1,,126.0,-81.0,,-57.0,,,,-116.0,-77.9,,-128.9,,,-131.2,-83.9,,-15.0,,True,,,,False,True,,False,,,False,False,,True
19039,47,60.0,,70.0,,,,29.0,52.0,,6.5,0.0,,39.2,58.7,,24.0,13.0,,23.0,,,,-18.0,5.0,,-40.5,-47.0,,-7.8,11.7,,-23.0,,False,,,,False,True,,False,False,,True,True,,False
19041,77,130.0,,212.0,,,,43.0,72.1,,22.5,39.5,,82.2,94.5,,176.0,53.0,,135.0,,,,-34.0,-4.9,,-54.5,-37.5,,5.2,17.5,,99.0,,False,,,,True,True,,False,True,,True,True,,False
19043,112,70.0,,60.0,,,,45.0,115.3,,20.6,32.2,,49.4,52.4,,61.0,-42.0,,-52.0,,,,-67.0,3.3,,-91.4,-79.8,,-62.6,-59.6,,-51.0,,False,,,,False,True,,False,False,,False,False,,False
19045,589,470.0,,521.0,,,,106.0,608.4,,706.9,282.7,,999.8,707.7,,435.0,-119.0,,-68.0,,,,-483.0,19.4,,117.9,-306.3,,410.8,118.7,,-154.0,,True,,,,False,True,,True,False,,False,True,,False
19047,242,130.0,,110.0,,,,61.0,41.9,,34.7,3.3,,34.3,83.9,,43.0,-112.0,,-132.0,,,,-181.0,-200.1,,-207.3,-238.7,,-207.7,-158.1,,-199.0,,False,,,,False,False,,False,False,,False,False,,False
19049,689,540.0,534.8,629.0,,,,267.0,313.6,,306.4,255.3,,260.6,379.0,,461.0,-149.0,-154.2,-60.0,,,,-422.0,-375.4,,-382.6,-433.7,,-428.4,-310.0,,-228.0,False,True,,,,False,False,,False,False,,False,False,,False
19051,63,35.0,,32.0,,,,20.0,31.4,,8.2,,,38.0,22.2,,42.0,-28.0,,-31.0,,,,-43.0,-31.6,,-54.8,,,-25.0,-40.8,,-21.0,,False,,,,False,False,,False,,,True,False,,True
19053,29,30.0,,,,,,15.0,24.6,,3.1,,,5.2,39.2,,42.0,1.0,,,,,,-14.0,-4.4,,-25.9,,,-23.8,10.2,,13.0,,,,,,False,False,,False,,,False,False,,False
19055,198,100.0,,190.0,,,,45.0,132.3,,76.2,105.8,,72.3,100.0,,127.0,-98.0,,-8.0,,,,-153.0,-65.7,,-121.8,-92.2,,-125.7,-98.0,,-71.0,,True,,,,False,True,,False,True,,False,True,,True
19057,495,365.0,,1393.0,,,,204.0,390.6,,190.8,265.2,,671.8,196.0,,666.0,-130.0,,898.0,,,,-291.0,-104.4,,-304.2,-229.8,,176.8,-299.0,,171.0,,False,,,,False,True,,False,False,,False,False,,False
19059,165,45.0,,6.0,,,,61.0,61.6,,4.6,44.0,,54.6,85.6,,40.0,-120.0,,-159.0,,,,-104.0,-103.4,,-160.4,-121.0,,-110.4,-79.4,,-125.0,,False,,,,True,True,,False,False,,True,True,,False
19061,965,650.0,2116.5,513.0,,,,300.0,853.4,,433.4,230.2,,55.5,545.3,,443.0,-315.0,1151.5,-452.0,,,,-665.0,-111.6,,-531.6,-734.8,,-909.5,-419.7,,-522.0,False,False,,,,False,True,,False,False,,False,False,,False
19063,55,35.0,,45.0,,,,27.0,60.0,,8.8,0.0,,7.5,79.5,,10.0,-20.0,,-10.0,,,,-28.0,5.0,,-46.2,-55.0,,-47.5,24.5,,-45.0,,True,,,,False,True,,False,False,,False,False,,False
19065,89,85.0,,85.0,,,,62.0,91.8,,29.4,51.8,,18.3,44.9,,211.0,-4.0,,-4.0,,,,-27.0,2.8,,-59.6,-37.2,,-70.7,-44.1,,122.0,,False,,,,False,True,,False,False,,False,False,,False
19067,133,120.0,,236.0,,,,35.0,136.9,,61.4,62.5,,59.0,71.5,,80.0,-13.0,,103.0,,,,-98.0,3.9,,-71.6,-70.5,,-74.0,-61.5,,-53.0,,False,,,,False,True,,False,False,,False,False,,False
19069,76,130.0,,152.0,,,,19.0,118.9,,79.3,0.0,,28.2,131.0,,56.0,54.0,,76.0,,,,-57.0,42.9,,3.3,-76.0,,-47.8,55.0,,-20.0,,False,,,,False,True,,True,False,,True,False,,True
19071,40,15.0,,6.0,,,,11.0,35.7,,5.0,,,1.7,,,13.0,-25.0,,-34.0,,,,-29.0,-4.3,,-35.0,,,-38.3,,,-27.0,,False,,,,False,True,,False,,,False,,,False
19073,45,5.0,,0.0,,,,6.0,20.6,,5.9,,,15.8,11.1,,4.0,-40.0,,-45.0,,,,-39.0,-24.4,,-39.1,,,-29.2,-33.9,,-41.0,,False,,,,True,True,,True,,,True,True,,False
19075,112,50.0,,35.0,,,,20.0,81.2,,12.1,,,20.6,31.6,,71.0,-62.0,,-77.0,,,,-92.0,-30.8,,-99.9,,,-91.4,-80.4,,-41.0,,False,,,,False,True,,False,,,False,False,,True
19077,71,75.0,,34.0,,,,17.0,65.6,,13.2,43.5,,48.5,48.7,,95.0,4.0,,-37.0,,,,-54.0,-5.4,,-57.8,-27.5,,-22.5,-22.3,,24.0,,False,,,,False,False,,False,False,,False,False,,False
19079,81,60.0,,55.0,,,,33.0,62.6,,14.4,41.6,,1.9,50.6,,46.0,-21.0,,-26.0,,,,-48.0,-18.4,,-66.6,-39.4,,-79.2,-30.4,,-35.0,,False,,,,False,True,,False,False,,False,False,,False
19081,78,20.0,,4.0,,,,15.0,44.4,,4.5,34.0,,9.3,100.5,,9.0,-58.0,,-74.0,,,,-63.0,-33.6,,-73.5,-44.0,,-68.7,22.5,,-69.0,,False,,,,False,True,,False,True,,False,True,,False
19083,85,75.0,,44.0,,,,35.0,122.5,,17.4,103.7,,28.7,32.5,,40.0,-10.0,,-41.0,,,,-50.0,37.5,,-67.6,18.7,,-56.3,-52.5,,-45.0,,False,,,,False,False,,False,False,,False,False,,False
19085,62,50.0,,63.0,,,,31.0,84.1,,9.5,66.2,,26.8,80.9,,43.0,-12.0,,1.0,,,,-31.0,22.1,,-52.5,4.2,,-35.2,18.9,,-19.0,,True,,,,False,False,,False,True,,False,False,,False
19087,455,140.0,,331.0,,,,74.0,101.0,,90.0,35.3,,653.1,90.0,,300.0,-315.0,,-124.0,,,,-381.0,-354.0,,-365.0,-419.7,,198.1,-365.0,,-155.0,,True,,,,False,False,,False,False,,True,False,,True
19089,126,35.0,,14.0,,,,13.0,32.9,,14.7,,,21.6,22.1,,114.0,-91.0,,-112.0,,,,-113.0,-93.1,,-111.3,,,-104.4,-103.9,,-12.0,,False,,,,False,False,,False,,,False,False,,True
19091,79,125.0,,197.0,,,,16.0,71.7,,48.8,45.5,,21.1,95.9,,96.0,46.0,,118.0,,,,-63.0,-7.3,,-30.2,-33.5,,-57.9,16.9,,17.0,,False,,,,False,True,,True,True,,False,True,,True
19093,65,20.0,,0.0,,,,15.0,10.8,,2.7,,,5.7,14.6,,76.0,-45.0,,-65.0,,,,-50.0,-54.2,,-62.3,,,-59.3,-50.4,,11.0,,False,,,,False,False,,False,,,False,False,,True
19095,85,10.0,,7.0,,,,45.0,50.3,,7.9,,,1.4,30.4,,4.0,-75.0,,-78.0,,,,-40.0,-34.7,,-77.1,,,-83.6,-54.6,,-81.0,,False,,,,True,True,,False,,,False,True,,False
19097,127,90.0,,63.0,,,,32.0,179.4,,20.2,107.4,,37.3,119.7,,68.0,-37.0,,-64.0,,,,-95.0,52.4,,-106.8,-19.6,,-89.7,-7.3,,-59.0,,False,,,,False,False,,False,True,,False,True,,False
19099,261,95.0,,274.0,,,,106.0,188.8,,36.1,66.3,,41.5,110.2,,105.0,-166.0,,13.0,,,,-155.0,-72.2,,-224.9,-194.7,,-219.5,-150.8,,-156.0,,True,,,,True,True,,False,False,,False,True,,True
19101,43,40.0,,67.0,,,,57.0,65.9,,11.7,,,26.3,32.8,,63.0,-3.0,,24.0,,,,14.0,22.9,,-31.3,,,-16.7,-10.2,,20.0,,False,,,,False,False,,False,,,False,False,,False
19103,2803,575.0,1105.5,258.0,,,,375.0,912.9,,314.2,500.2,,499.9,741.3,,312.0,-2228.0,-1697.5,-2545.0,,,,-2428.0,-1890.1,,-2488.8,-2302.8,,-2303.1,-2061.7,,-2491.0,True,False,,,,False,True,,False,False,,False,True,,False
19105,108,30.0,,5.0,,,,55.0,112.9,,8.1,44.0,,15.3,25.4,,16.0,-78.0,,-103.0,,,,-53.0,4.9,,-99.9,-64.0,,-92.7,-82.6,,-92.0,,False,,,,True,True,,False,True,,False,False,,False
19107,51,40.0,,0.0,,,,28.0,38.5,,3.4,,,68.5,33.3,,45.0,-11.0,,-51.0,,,,-23.0,-12.5,,-47.6,,,17.5,-17.7,,-6.0,,False,,,,False,False,,False,,,False,False,,True
19109,115,70.0,,35.0,,,,20.0,96.4,,22.8,53.4,,153.4,55.1,,122.0,-45.0,,-80.0,,,,-95.0,-18.6,,-92.2,-61.6,,38.4,-59.9,,7.0,,False,,,,False,True,,False,False,,True,False,,True
19111,445,180.0,,576.0,,,,91.0,237.8,,196.7,145.8,,162.6,228.4,,374.0,-265.0,,131.0,,,,-354.0,-207.2,,-248.3,-299.2,,-282.4,-216.6,,-71.0,,True,,,,False,True,,True,False,,False,True,,True
19113,1231,915.0,818.3,401.0,,,,674.0,1798.8,,710.2,1375.0,,388.9,558.0,,517.0,-316.0,-412.7,-830.0,,,,-557.0,567.8,,-520.8,144.0,,-842.1,-673.0,,-714.0,False,False,,,,False,False,,False,True,,False,False,,False
19115,51,0.0,,0.0,,,,33.0,12.1,,10.3,1.2,,0.6,7.4,,0.0,-51.0,,-51.0,,,,-18.0,-38.9,,-40.7,-49.8,,-50.4,-43.6,,-51.0,,False,,,,True,True,,True,True,,True,True,,False
19117,64,60.0,,103.0,,,,30.0,49.4,,8.2,,,19.0,50.7,,37.0,-4.0,,39.0,,,,-34.0,-14.6,,-55.8,,,-45.0,-13.3,,-27.0,,False,,,,False,False,,False,,,False,False,,False
