,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
17123,38,16.0,15.8,,8.0,16.0,,,,,,,9.0,,2.5,20.2,,6.1,6.3,,25.0,14.0,,3.2,13.7,,,,17.0,21.6,30.5,-22.0,-22.2,,-30.0,-22.0,,,,,,,-29.0,,-35.5,-17.8,,-31.9,-31.7,,-13.0,-24.0,,-34.8,-24.3,,,,-21.0,-16.4,-7.5,False,,False,False,,,,,,,False,,False,True,,False,False,,True,False,,False,False,,,,True,True,True
17125,26,30.0,29.7,,26.0,30.0,,,,,,,24.0,,111.8,39.3,,13.9,19.1,,52.0,7.0,,22.3,31.5,,,,40.0,39.8,65.1,4.0,3.7,,0.0,4.0,,,,,,,-2.0,,85.8,13.3,,-12.1,-6.9,,26.0,-19.0,,-3.7,5.5,,,,14.0,13.8,39.1,True,,True,False,,,,,,,True,,False,False,,False,False,,False,False,,True,False,,,,False,False,False
17127,20,16.0,13.3,,16.0,30.0,,,,,,,29.0,,55.4,28.1,,11.1,15.9,,40.0,37.0,,8.6,16.2,,,,10.0,18.5,36.8,-4.0,-6.7,,-4.0,10.0,,,,,,,9.0,,35.4,8.1,,-8.9,-4.1,,20.0,17.0,,-11.4,-3.8,,,,-10.0,-1.5,16.8,False,,False,False,,,,,,,False,,False,False,,False,False,,False,False,,False,True,,,,False,True,False
17129,36,22.0,19.3,,16.0,28.0,,,,,,,14.0,,39.6,21.1,,7.4,12.5,,46.0,24.0,,8.0,21.8,,,,22.0,22.4,43.4,-14.0,-16.7,,-20.0,-8.0,,,,,,,-22.0,,3.6,-14.9,,-28.6,-23.5,,10.0,-12.0,,-28.0,-14.2,,,,-14.0,-13.6,7.4,False,,False,True,,,,,,,False,,True,False,,False,False,,True,True,,False,False,,,,False,True,True
17131,15,32.0,31.3,,31.0,33.0,,,,,,,35.0,,108.2,39.5,,10.8,17.1,39.3,65.0,5.0,,13.5,27.2,,,,34.0,37.6,87.8,17.0,16.3,,16.0,18.0,,,,,,,20.0,,93.2,24.5,,-4.2,2.1,24.3,50.0,-10.0,,-1.5,12.2,,,,19.0,22.6,72.8,True,,True,False,,,,,,,False,,False,False,,True,True,False,False,True,,True,True,,,,False,False,False
17133,116,130.0,132.6,,128.0,147.0,,,,,,,76.0,,232.0,121.2,,131.7,131.6,48.1,170.0,206.0,,153.7,108.8,,,,103.0,185.5,247.3,14.0,16.6,,12.0,31.0,,,,,,,-40.0,,116.0,5.2,,15.7,15.6,-67.9,54.0,90.0,,37.7,-7.2,,,,-13.0,69.5,131.3,False,,True,False,,,,,,,False,,False,True,,False,False,False,False,False,,False,True,,,,True,False,False
17135,55,40.0,39.2,,39.0,48.0,,,,,,,99.0,,119.1,79.0,,12.3,34.6,68.1,34.0,16.0,,15.3,30.0,,,,21.0,57.6,87.1,-15.0,-15.8,,-16.0,-7.0,,,,,,,44.0,,64.1,24.0,,-42.7,-20.4,13.1,-21.0,-39.0,,-39.7,-25.0,,,,-34.0,2.6,32.1,False,,False,True,,,,,,,False,,False,False,,False,False,True,False,False,,False,False,,,,False,True,False
17137,37,188.0,196.3,,141.0,349.0,,,,,,,133.0,,267.4,130.6,,125.4,84.2,126.8,213.0,159.0,,22.0,199.5,,,,169.0,226.4,302.5,151.0,159.3,,104.0,312.0,,,,,,,96.0,,230.4,93.6,,88.4,47.2,89.8,176.0,122.0,,-15.0,162.5,,,,132.0,189.4,265.5,False,,True,False,,,,,,,True,,False,True,,True,True,True,False,True,,True,False,,,,True,False,False
17139,27,50.0,49.5,,47.0,47.0,,,,,,,23.0,,119.1,53.7,,25.7,31.3,59.4,100.0,28.0,,17.0,60.1,,,,48.0,66.9,89.5,23.0,22.5,,20.0,20.0,,,,,,,-4.0,,92.1,26.7,,-1.3,4.3,32.4,73.0,1.0,,-10.0,33.1,,,,21.0,39.9,62.5,True,,True,True,,,,,,,True,,False,False,,True,True,False,False,True,,True,False,,,,True,False,False
17141,104,92.0,103.3,,77.0,124.0,,,,,,,76.0,,250.6,75.5,,42.2,63.4,79.7,126.0,88.0,,19.4,73.2,,,,117.0,92.6,128.9,-12.0,-0.7,,-27.0,20.0,,,,,,,-28.0,,146.6,-28.5,,-61.8,-40.6,-24.3,22.0,-16.0,,-84.6,-30.8,,,,13.0,-11.4,24.9,True,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,False,True,False
17143,593,512.0,514.8,,484.0,688.0,,,,,,,570.0,,707.1,534.5,,358.2,457.7,443.1,428.0,384.0,,417.0,440.5,447.0,,,501.0,670.3,602.9,-81.0,-78.2,,-109.0,95.0,,,,,,,-23.0,,114.1,-58.5,,-234.8,-135.3,-149.9,-165.0,-209.0,,-176.0,-152.5,-146.0,,,-92.0,77.3,9.9,True,,False,False,,,,,,,True,,False,True,,False,False,False,False,False,,False,False,False,,,False,True,True
17145,24,40.0,46.7,,40.0,20.0,,,,,,,71.0,,78.4,59.8,,13.5,28.5,63.0,25.0,46.0,,11.3,67.5,,,,25.0,68.0,50.3,16.0,22.7,,16.0,-4.0,,,,,,,47.0,,54.4,35.8,,-10.5,4.5,39.0,1.0,22.0,,-12.7,43.5,,,,1.0,44.0,26.3,False,,False,True,,,,,,,False,,False,False,,True,True,False,True,False,,True,False,,,,True,False,False
17147,33,42.0,45.0,,33.0,48.0,,,,,,,17.0,,179.0,25.5,,30.8,27.6,,75.0,66.0,,20.4,38.0,,,,66.0,48.3,84.9,9.0,12.0,,0.0,15.0,,,,,,,-16.0,,146.0,-7.5,,-2.2,-5.4,,42.0,33.0,,-12.6,5.0,,,,33.0,15.3,51.9,False,,True,False,,,,,,,False,,False,True,,True,True,,False,False,,False,True,,,,False,False,False
17149,29,22.0,19.9,,22.0,27.0,,,,,,,41.0,,29.6,44.1,,12.3,17.6,,41.0,5.0,,7.1,,,,,11.0,29.2,51.9,-7.0,-9.1,,-7.0,-2.0,,,,,,,12.0,,0.6,15.1,,-16.7,-11.4,,12.0,-24.0,,-21.9,,,,,-18.0,0.2,22.9,False,,False,True,,,,,,,False,,True,False,,False,False,,False,False,,False,,,,,False,True,False
17151,3,10.0,8.1,,3.0,0.0,,,,,,,2.0,,32.4,3.6,,1.1,2.8,,14.0,2.0,,4.8,,,,,19.0,9.0,43.8,7.0,5.1,,0.0,-3.0,,,,,,,-1.0,,29.4,0.6,,-1.9,-0.2,,11.0,-1.0,,1.8,,,,,16.0,6.0,40.8,True,,True,True,,,,,,,True,,False,True,,True,True,,False,True,,True,,,,,False,True,False
17153,20,30.0,29.8,,25.0,29.0,,,,,,,11.0,,25.7,9.6,,19.6,26.0,9.7,76.0,99.0,,65.0,20.5,,,,24.0,27.1,51.7,10.0,9.8,,5.0,9.0,,,,,,,-9.0,,5.7,-10.4,,-0.4,6.0,-10.3,56.0,79.0,,45.0,0.5,,,,4.0,7.1,31.7,True,,True,True,,,,,,,True,,True,False,,True,True,False,False,False,,False,True,,,,True,True,False
17155,21,8.0,8.2,,4.0,0.0,,,,,,,3.0,,13.5,2.5,,2.2,3.9,,11.0,0.0,,8.8,,,,,9.0,14.0,25.2,-13.0,-12.8,,-17.0,-21.0,,,,,,,-18.0,,-7.5,-18.5,,-18.8,-17.1,,-10.0,-21.0,,-12.2,,,,,-12.0,-7.0,4.2,True,,False,False,,,,,,,False,,True,False,,False,False,,True,False,,True,,,,,True,True,True
17157,117,138.0,122.2,,113.0,107.0,,,,,,,147.0,,244.6,154.5,,38.6,98.9,43.9,162.0,69.0,,34.8,141.0,,,,117.0,199.2,161.6,21.0,5.2,,-4.0,-10.0,,,,,,,30.0,,127.6,37.5,,-78.4,-18.1,-73.1,45.0,-48.0,,-82.2,24.0,,,,0.0,82.2,44.6,True,,True,True,,,,,,,False,,False,False,,False,True,False,False,False,,False,False,,,,True,False,False
17159,66,32.0,26.3,,25.0,25.0,,,,,,,28.0,,123.1,31.7,,15.3,25.8,,57.0,99.0,,6.0,,,,,38.0,58.6,52.5,-34.0,-39.7,,-41.0,-41.0,,,,,,,-38.0,,57.1,-34.3,,-50.7,-40.2,,-9.0,33.0,,-60.0,,,,,-28.0,-7.4,-13.5,False,,False,False,,,,,,,False,,False,False,,False,False,,True,True,,False,,,,,True,True,True
17161,409,396.0,385.8,,445.0,532.0,,,,,,,457.0,,474.8,363.8,,474.0,437.3,231.4,562.0,526.0,,647.1,362.8,532.0,,,468.0,584.0,374.5,-13.0,-23.2,,36.0,123.0,,,,,,,48.0,,65.8,-45.2,,65.0,28.3,-177.6,153.0,117.0,,238.1,-46.2,123.0,,,59.0,175.0,-34.5,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,False,,,False,False,False
17163,592,840.0,836.3,,778.0,865.0,,,,,,,845.0,,1043.4,675.5,,638.8,690.2,561.9,890.0,,,606.9,821.0,753.0,,,772.0,1134.4,1091.1,248.0,244.3,,186.0,273.0,,,,,,,253.0,,451.4,83.5,,46.8,98.2,-30.1,298.0,,,14.9,229.0,161.0,,,180.0,542.4,499.1,True,,True,False,,,,,,,False,,False,True,,True,True,True,False,,,True,True,True,,,True,False,False
17165,63,38.0,41.1,,33.0,32.0,,,,,,,69.0,,84.1,51.5,,14.2,32.2,32.4,99.0,96.0,,0.3,33.9,,,,48.0,56.7,57.8,-25.0,-21.9,,-30.0,-31.0,,,,,,,6.0,,21.1,-11.5,,-48.8,-30.8,-30.6,36.0,33.0,,-62.7,-29.1,,,,-15.0,-6.3,-5.2,True,,False,False,,,,,,,True,,True,True,,False,False,False,False,False,,False,False,,,,True,True,True
17167,252,452.0,456.7,,443.0,794.0,,,,,,,481.0,,634.9,604.0,,381.9,369.0,361.2,606.0,454.0,,257.7,442.7,408.0,,,493.0,591.4,315.1,200.0,204.7,,191.0,542.0,,,,,,,229.0,,382.9,352.0,,129.9,117.0,109.2,354.0,202.0,,5.7,190.7,156.0,,,241.0,339.4,63.1,False,,True,False,,,,,,,False,,False,False,,True,True,True,False,False,,True,True,True,,,False,False,True
17169,15,22.0,23.7,,16.0,17.0,,,,,,,20.0,,25.7,7.7,,3.2,7.2,,33.0,5.0,,5.8,15.5,,,,36.0,17.6,61.5,7.0,8.7,,1.0,2.0,,,,,,,5.0,,10.7,-7.3,,-11.8,-7.8,,18.0,-10.0,,-9.2,0.5,,,,21.0,2.6,46.5,False,,True,True,,,,,,,True,,False,False,,False,False,,False,False,,False,True,,,,False,True,False
17171,16,12.0,7.6,,9.0,3.0,,,,,,,12.0,,22.9,16.2,,,3.9,,29.0,10.0,,5.9,,,,,8.0,15.7,16.3,-4.0,-8.4,,-7.0,-13.0,,,,,,,-4.0,,6.9,0.2,,,-12.1,,13.0,-6.0,,-10.1,,,,,-8.0,-0.3,0.3,False,,False,False,,,,,,,False,,False,True,,,False,,False,False,,False,,,,,False,True,True
17173,97,112.0,109.3,,98.0,132.0,,,,,,,37.0,,222.4,79.2,,66.1,86.2,74.2,155.0,107.0,,90.7,99.9,,,,98.0,239.3,192.5,15.0,12.3,,1.0,35.0,,,,,,,-60.0,,125.4,-17.8,,-30.9,-10.8,-22.8,58.0,10.0,,-6.3,2.9,,,,1.0,142.3,95.5,True,,True,False,,,,,,,False,,False,False,,False,True,False,False,True,,True,True,,,,True,False,False
17175,15,32.0,29.6,,18.0,38.0,,,,,,,6.0,,145.5,3.0,,3.9,17.6,,45.0,26.0,,8.0,,,,,38.0,45.5,161.3,17.0,14.6,,3.0,23.0,,,,,,,-9.0,,130.5,-12.0,,-11.1,2.6,,30.0,11.0,,-7.0,,,,,23.0,30.5,146.3,True,,True,False,,,,,,,True,,False,True,,True,True,,False,True,,True,,,,,False,False,False
17177,63,44.0,44.2,,40.0,43.0,,,,,,,74.0,,58.5,55.7,,19.5,36.5,26.7,,54.0,,33.7,39.1,,,,42.0,52.8,56.7,-19.0,-18.8,,-23.0,-20.0,,,,,,,11.0,,-4.5,-7.3,,-43.5,-26.5,-36.3,,-9.0,,-29.3,-23.9,,,,-21.0,-10.2,-6.3,True,,False,False,,,,,,,True,,True,True,,False,False,False,,True,,False,False,,,,False,True,True
17179,291,404.0,348.8,,365.0,557.0,,,,,,,283.0,,558.5,533.3,,375.3,342.1,465.1,400.0,367.0,,187.9,506.9,347.0,,,363.0,587.7,560.7,113.0,57.8,,74.0,266.0,,,,,,,-8.0,,267.5,242.3,,84.3,51.1,174.1,109.0,76.0,,-103.1,215.9,56.0,,,72.0,296.7,269.7,True,,True,False,,,,,,,True,,False,False,,True,True,False,True,True,,True,False,True,,,True,False,False
17181,49,48.0,49.0,,43.0,43.0,,,,,,,56.0,,62.3,56.9,,11.7,37.4,16.8,40.0,29.0,,38.5,45.9,,,,45.0,74.2,59.6,-1.0,-0.0,,-6.0,-6.0,,,,,,,7.0,,13.3,7.9,,-37.3,-11.6,-32.2,-9.0,-20.0,,-10.5,-3.1,,,,-4.0,25.2,10.6,True,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
17183,193,136.0,138.8,,136.0,252.0,,,,,,,138.0,,307.9,214.5,,140.7,117.5,120.7,211.0,161.0,,146.2,103.9,,,,165.0,151.9,232.5,-57.0,-54.2,,-57.0,59.0,,,,,,,-55.0,,114.9,21.5,,-52.3,-75.5,-72.3,18.0,-32.0,,-46.8,-89.1,,,,-28.0,-41.1,39.5,True,,False,False,,,,,,,True,,False,True,,True,False,False,True,True,,True,False,,,,True,True,True
17185,17,34.0,37.6,,25.0,19.0,,,,,,,25.0,,87.3,35.4,,15.0,18.9,27.8,70.0,18.0,,13.0,34.8,,,,41.0,159.3,76.1,17.0,20.6,,8.0,2.0,,,,,,,8.0,,70.3,18.4,,-2.0,1.9,10.8,53.0,1.0,,-4.0,17.8,,,,24.0,142.3,59.1,False,,True,True,,,,,,,True,,False,False,,True,True,True,False,True,,True,False,,,,False,False,False
17187,30,40.0,44.4,,38.0,0.0,,,,,,,56.0,,43.1,52.6,,9.9,37.7,40.8,119.0,12.0,,25.4,31.6,,,,32.0,60.6,52.2,10.0,14.4,,8.0,-30.0,,,,,,,26.0,,13.1,22.6,,-20.1,7.7,10.8,89.0,-18.0,,-4.6,1.6,,,,2.0,30.6,22.2,False,,True,False,,,,,,,False,,False,False,,False,True,False,False,False,,True,True,,,,True,False,False
17189,61,34.0,33.5,,36.0,45.0,,,,,,,23.0,,124.8,39.0,,20.7,39.8,53.5,71.0,103.0,,47.2,34.9,,,,24.0,60.1,82.1,-27.0,-27.5,,-25.0,-16.0,,,,,,,-38.0,,63.8,-22.0,,-40.3,-21.2,-7.5,10.0,42.0,,-13.8,-26.1,,,,-37.0,-0.9,21.1,False,,True,True,,,,,,,False,,False,True,,False,True,True,True,False,,True,True,,,,False,True,True
17191,109,70.0,72.2,,55.0,86.0,,,,,,,34.0,,105.3,50.8,,40.4,47.5,55.9,86.0,65.0,,20.4,56.2,,,,101.0,87.0,50.6,-39.0,-36.8,,-54.0,-23.0,,,,,,,-75.0,,-3.7,-58.2,,-68.6,-61.5,-53.1,-23.0,-44.0,,-88.6,-52.8,,,,-8.0,-22.0,-58.4,True,,False,True,,,,,,,False,,True,False,,False,False,False,True,False,,False,False,,,,True,True,False
17193,17,44.0,51.1,,35.0,38.0,,,,,,,24.0,,105.0,49.5,,28.8,32.0,32.9,84.0,55.0,,12.9,,,,,65.0,62.1,81.4,27.0,34.1,,18.0,21.0,,,,,,,7.0,,88.0,32.5,,11.8,15.0,15.9,67.0,38.0,,-4.1,,,,,48.0,45.1,64.4,False,,True,True,,,,,,,True,,False,False,,True,True,True,False,False,,True,,,,,False,False,False
17195,99,152.0,146.8,,131.0,186.0,,,,,,,120.0,,433.7,175.2,,73.7,102.7,111.2,255.0,130.0,,39.3,143.4,,,,155.0,180.6,309.9,53.0,47.8,,32.0,87.0,,,,,,,21.0,,334.7,76.2,,-25.3,3.7,12.2,156.0,31.0,,-59.7,44.4,,,,56.0,81.6,210.9,True,,True,False,,,,,,,True,,False,False,,True,True,True,False,True,,False,True,,,,False,False,False
17197,1141,1636.0,1631.3,1420.0,1500.0,2076.0,,,,,,,1231.0,,2533.5,1608.9,,1222.2,1332.3,1880.3,1842.0,1519.0,,1350.1,1543.4,1529.0,,,1545.0,2792.4,3714.1,495.0,490.3,279.0,359.0,935.0,,,,,,,90.0,,1392.5,467.9,,81.2,191.3,739.3,701.0,378.0,,209.1,402.4,388.0,,,404.0,1651.4,2573.1,True,True,True,False,,,,,,,True,,False,True,,True,True,False,False,True,,True,True,True,,,True,False,False
17199,272,328.0,328.3,,246.0,298.0,,,,,,,246.0,,499.2,319.9,,177.4,235.8,148.9,387.0,195.0,,192.9,352.1,,,,316.0,449.7,404.4,56.0,56.3,,-26.0,26.0,,,,,,,-26.0,,227.2,47.9,,-94.6,-36.2,-123.1,115.0,-77.0,,-79.1,80.1,,,,44.0,177.7,132.4,False,,True,True,,,,,,,True,,False,True,,False,True,False,False,False,,False,False,,,,True,False,False
17201,749,564.0,567.3,,565.0,811.0,,,,,,,597.0,,714.4,311.1,,384.7,588.6,112.8,773.0,851.0,,551.0,476.5,617.0,,,583.0,631.0,520.6,-185.0,-181.7,,-184.0,62.0,,,,,,,-152.0,,-34.6,-437.9,,-364.3,-160.4,-636.2,24.0,102.0,,-198.0,-272.5,-132.0,,,-166.0,-118.0,-228.4,True,,True,True,,,,,,,True,,True,False,,False,True,False,True,True,,False,False,True,,,True,True,False
17203,70,94.0,93.5,,95.0,77.0,,,,,,,64.0,,183.6,119.0,,105.5,98.9,125.5,98.0,140.0,,67.9,120.0,,,,103.0,105.5,133.4,24.0,23.5,,25.0,7.0,,,,,,,-6.0,,113.6,49.0,,35.5,28.9,55.5,28.0,70.0,,-2.1,50.0,,,,33.0,35.5,63.4,True,,False,True,,,,,,,True,,False,False,,False,False,False,False,False,,True,False,,,,False,False,False
18001,46,24.0,26.2,,25.0,23.0,,,,,,,54.0,,43.9,62.2,,3.9,18.4,84.0,14.0,19.0,,15.5,34.8,,,,27.0,59.0,160.3,-22.0,-19.8,,-21.0,-23.0,,,,,,,8.0,,-2.1,16.2,,-42.1,-27.6,38.0,-32.0,-27.0,,-30.5,-11.2,,,,-19.0,13.0,114.3,True,,True,False,,,,,,,True,,True,True,,False,False,False,False,False,,False,True,,,,True,True,False
18003,671,688.0,623.5,,666.0,669.0,,,,,,,719.0,,668.1,746.0,,621.1,665.9,526.3,754.0,520.0,,673.9,752.7,,,,656.0,885.5,553.9,17.0,-47.5,,-5.0,-2.0,,,,,,,48.0,,-2.9,75.0,,-49.9,-5.1,-144.7,83.0,-151.0,,2.9,81.7,,,,-15.0,214.5,-117.1,False,,True,True,,,,,,,False,,True,False,,False,True,False,False,False,,True,False,,,,True,False,False
18005,60,74.0,95.3,,74.0,33.0,,,,,,,159.0,,62.0,177.2,,17.7,66.7,155.0,44.0,100.0,,28.0,78.0,,,,53.0,109.1,31.8,14.0,35.3,,14.0,-27.0,,,,,,,99.0,,2.0,117.2,,-42.3,6.7,95.0,-16.0,40.0,,-32.0,18.0,,,,-7.0,49.1,-28.2,False,,False,False,,,,,,,False,,True,False,,False,True,False,False,False,,False,False,,,,True,False,False
18007,4,12.0,12.0,,11.0,13.0,,,,,,,4.0,,10.8,10.6,,2.4,2.3,,14.0,2.0,,9.8,12.1,,,,8.0,12.9,36.0,8.0,8.0,,7.0,9.0,,,,,,,0.0,,6.8,6.6,,-1.6,-1.7,,10.0,-2.0,,5.8,8.1,,,,4.0,8.9,32.0,True,,True,False,,,,,,,True,,True,True,,True,True,,False,True,,True,False,,,,True,False,False
18009,32,22.0,22.5,,13.0,16.0,,,,,,,12.0,,23.4,21.6,,2.8,13.2,,16.0,5.0,,9.1,18.5,,,,33.0,15.5,20.9,-10.0,-9.5,,-19.0,-16.0,,,,,,,-20.0,,-8.6,-10.4,,-29.2,-18.8,,-16.0,-27.0,,-22.9,-13.5,,,,1.0,-16.5,-11.1,True,,False,False,,,,,,,False,,True,False,,False,False,,False,False,,False,False,,,,True,False,False
18011,59,116.0,114.3,,114.0,128.0,,,,,,,177.0,,135.6,123.5,,63.8,98.4,171.6,128.0,94.0,,93.6,117.5,,,,117.0,157.5,162.3,57.0,55.3,,55.0,69.0,,,,,,,118.0,,76.6,64.5,,4.8,39.4,112.6,69.0,35.0,,34.6,58.5,,,,58.0,98.5,103.3,True,,True,False,,,,,,,False,,False,False,,True,True,False,False,True,,True,False,,,,False,False,False
18013,11,6.0,6.7,,4.0,0.0,,,,,,,12.0,,8.5,20.9,,1.9,3.3,,10.0,8.0,,0.6,6.8,,,,7.0,8.3,12.9,-5.0,-4.3,,-7.0,-11.0,,,,,,,1.0,,-2.5,9.9,,-9.1,-7.7,,-1.0,-3.0,,-10.4,-4.2,,,,-4.0,-2.7,1.9,True,,False,False,,,,,,,True,,True,False,,False,False,,True,True,,False,True,,,,True,True,True
18015,10,14.0,13.7,,14.0,1.0,,,,,,,17.0,,36.7,29.7,,1.5,9.1,49.6,,1.0,,16.5,44.2,,,,7.0,29.4,28.1,4.0,3.7,,4.0,-9.0,,,,,,,7.0,,26.7,19.7,,-8.5,-0.9,39.6,,-9.0,,6.5,34.2,,,,-3.0,19.4,18.1,True,,False,False,,,,,,,False,,False,False,,False,True,False,,False,,False,False,,,,True,False,False
18017,40,54.0,54.9,,43.0,0.0,,,,,,,87.0,,56.5,79.6,,25.9,58.2,1.9,46.0,9.0,,12.0,43.0,,,,0.0,72.0,83.3,14.0,14.9,,3.0,-40.0,,,,,,,47.0,,16.5,39.6,,-14.1,18.2,-38.1,6.0,-31.0,,-28.0,3.0,,,,-40.0,32.0,43.3,False,,True,False,,,,,,,False,,False,False,,False,False,False,True,False,,False,True,,,,False,False,False
18019,254,274.0,264.7,,263.0,217.0,,,,,,,195.0,,265.5,363.1,,196.9,262.9,221.1,218.0,248.0,,241.4,291.3,,,,230.0,422.8,416.8,20.0,10.7,,9.0,-37.0,,,,,,,-59.0,,11.5,109.1,,-57.1,8.9,-32.9,-36.0,-6.0,,-12.6,37.3,,,,-24.0,168.8,162.8,True,,True,False,,,,,,,False,,True,False,,False,True,False,False,True,,True,False,,,,False,False,False
18021,44,48.0,44.6,,38.0,31.0,,,,,,,32.0,,78.8,83.8,,15.8,38.5,64.2,38.0,34.0,,27.9,44.8,,,,38.0,82.8,59.1,4.0,0.6,,-6.0,-13.0,,,,,,,-12.0,,34.8,39.8,,-28.2,-5.5,20.2,-6.0,-10.0,,-16.1,0.8,,,,-6.0,38.8,15.1,True,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,True,,,,False,False,False
18023,22,54.0,62.0,,53.0,46.0,,,,,,,44.0,,82.5,105.2,,13.5,42.3,67.3,48.0,25.0,,19.7,58.8,,,,45.0,75.5,46.1,32.0,40.0,,31.0,24.0,,,,,,,22.0,,60.5,83.2,,-8.5,20.3,45.3,26.0,3.0,,-2.3,36.8,,,,23.0,53.5,24.1,False,,True,True,,,,,,,True,,False,False,,True,True,False,True,True,,True,False,,,,True,False,True
18025,29,26.0,25.7,,23.0,39.0,,,,,,,8.0,,25.2,20.2,,3.6,19.3,,18.0,17.0,,42.3,21.7,,,,42.0,46.3,38.0,-3.0,-3.3,,-6.0,10.0,,,,,,,-21.0,,-3.8,-8.8,,-25.4,-9.7,,-11.0,-12.0,,13.3,-7.3,,,,13.0,17.3,9.0,False,,False,False,,,,,,,False,,False,False,,False,False,,False,False,,False,False,,,,False,False,False
18027,102,124.0,117.0,,104.0,135.0,,,,,,,72.0,,130.6,133.6,,50.5,104.4,67.5,130.0,90.0,,83.8,214.8,,,,123.0,182.3,101.9,22.0,15.0,,2.0,33.0,,,,,,,-30.0,,28.6,31.6,,-51.5,2.4,-34.5,28.0,-12.0,,-18.2,112.8,,,,21.0,80.3,-0.1,True,,True,False,,,,,,,False,,False,False,,False,True,False,False,True,,True,False,,,,True,False,True
18029,36,32.0,30.9,,32.0,22.0,,,,,,,58.0,,73.6,56.7,,12.9,34.6,35.3,48.0,31.0,,15.9,35.4,,,,26.0,53.3,91.9,-4.0,-5.1,,-4.0,-14.0,,,,,,,22.0,,37.6,20.7,,-23.1,-1.4,-0.7,12.0,-5.0,,-20.1,-0.6,,,,-10.0,17.3,55.9,False,,False,False,,,,,,,False,,False,False,,False,True,True,False,False,,False,True,,,,False,False,False
18031,27,64.0,64.5,,54.0,77.0,,,,,,,45.0,,91.0,61.3,,21.1,53.7,50.8,70.0,31.0,,20.5,51.0,,,,73.0,76.0,52.0,37.0,37.5,,27.0,50.0,,,,,,,18.0,,64.0,34.3,,-5.9,26.7,23.8,43.0,4.0,,-6.5,24.0,,,,46.0,49.0,25.0,False,,True,False,,,,,,,True,,False,True,,True,True,True,False,True,,True,True,,,,False,False,True
18033,73,88.0,90.4,,78.0,123.0,,,,,,,66.0,,100.7,132.1,,31.3,76.2,86.0,133.0,29.0,,65.1,66.9,,,,113.0,104.1,88.6,15.0,17.4,,5.0,50.0,,,,,,,-7.0,,27.7,59.1,,-41.7,3.2,13.0,60.0,-44.0,,-7.9,-6.1,,,,40.0,31.1,15.6,False,,True,False,,,,,,,True,,False,False,,False,True,True,False,False,,True,True,,,,False,False,False
