,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
19143,52,32.0,,,,,88.0,,18.5,,33.0,-20.0,,,,,36.0,,-33.5,,-19.0,,,,,False,,False,,True
19145,104,128.0,,,,,94.0,,77.2,,419.0,24.0,,,,,-10.0,,-26.8,,315.0,,,,,True,,False,,False
19147,100,16.0,,,,,110.0,,78.3,,7.0,-84.0,,,,,10.0,,-21.7,,-93.0,,,,,True,,True,,False
19149,627,288.0,,,,,271.0,134.2,214.0,,169.0,-339.0,,,,,-356.0,-492.8,-413.0,,-458.0,,,,,False,False,False,,False
19151,69,16.0,,,,,75.0,11.1,124.9,,2.0,-53.0,,,,,6.0,-57.9,55.9,,-67.0,,,,,True,False,False,,False
19153,6242,5928.0,3493.6,,,,3963.0,3515.9,5729.0,,2310.0,-314.0,-2748.4,,,,-2279.0,-2726.1,-513.0,,-3932.0,False,,,,False,False,False,,False
19155,949,944.0,520.2,,,,803.0,405.9,716.5,,666.0,-5.0,-428.8,,,,-146.0,-543.1,-232.5,,-283.0,False,,,,False,False,False,,False
19157,123,64.0,,,,,80.0,41.6,36.7,,99.0,-59.0,,,,,-43.0,-81.4,-86.3,,-24.0,,,,,True,False,False,,True
19159,23,32.0,,,,,16.0,,32.7,,47.0,9.0,,,,,-7.0,,9.7,,24.0,,,,,True,,False,,False
19161,134,16.0,,,,,79.0,,43.1,,7.0,-118.0,,,,,-55.0,,-90.9,,-127.0,,,,,True,,True,,False
19163,1307,1448.0,4251.9,,,,1050.0,1441.3,737.7,,570.0,141.0,2944.9,,,,-257.0,134.3,-569.3,,-737.0,False,,,,False,True,False,,False
19165,111,64.0,,,,,131.0,52.4,30.7,,47.0,-47.0,,,,,20.0,-58.6,-80.3,,-64.0,,,,,True,False,False,,False
19167,763,248.0,,,,,401.0,127.9,123.4,,145.0,-515.0,,,,,-362.0,-635.1,-639.6,,-618.0,,,,,True,False,False,,False
19169,2245,848.0,737.5,,,,607.0,588.1,514.3,,669.0,-1397.0,-1507.5,,,,-1638.0,-1656.9,-1730.7,,-1576.0,False,,,,False,False,False,,False
19171,168,96.0,,,,,90.0,33.3,149.3,,26.0,-72.0,,,,,-78.0,-134.7,-18.7,,-142.0,,,,,False,False,True,,False
19173,32,56.0,,,,,40.0,,61.6,,145.0,24.0,,,,,8.0,,29.6,,113.0,,,,,True,,False,,False
19175,59,80.0,,,,,94.0,,40.0,,19.0,21.0,,,,,35.0,,-19.0,,-40.0,,,,,False,,True,,False
19177,88,8.0,,,,,15.0,,11.2,,19.0,-80.0,,,,,-73.0,,-76.8,,-69.0,,,,,True,,True,,True
19179,476,400.0,,,,,524.0,12.4,148.0,,396.0,-76.0,,,,,48.0,-463.6,-328.0,,-80.0,,,,,True,False,False,,False
19181,470,504.0,290.7,,,,297.0,503.8,423.7,,285.0,34.0,-179.3,,,,-173.0,33.8,-46.3,,-185.0,False,,,,False,True,False,,False
19183,154,144.0,,,,,91.0,91.7,143.4,,202.0,-10.0,,,,,-63.0,-62.3,-10.6,,48.0,,,,,False,False,False,,False
19185,79,16.0,,,,,21.0,,,,173.0,-63.0,,,,,-58.0,,,,94.0,,,,,True,,,,False
19187,825,416.0,,,,,407.0,328.6,626.8,,144.0,-409.0,,,,,-418.0,-496.4,-198.2,,-681.0,,,,,False,False,True,,False
19189,204,120.0,,,,,48.0,,129.3,,57.0,-84.0,,,,,-156.0,,-74.7,,-147.0,,,,,False,,True,,False
19191,224,120.0,,,,,33.0,,49.4,,214.0,-104.0,,,,,-191.0,,-174.6,,-10.0,,,,,False,,False,,True
19193,1405,840.0,222.4,,,,1094.0,96.5,752.5,,343.0,-565.0,-1182.6,,,,-311.0,-1308.5,-652.5,,-1062.0,False,,,,True,False,False,,False
19195,56,120.0,,,,,16.0,,162.3,,81.0,64.0,,,,,-40.0,,106.3,,25.0,,,,,True,,False,,True
19197,145,96.0,,,,,131.0,8.7,351.2,,18.0,-49.0,,,,,-14.0,-136.3,206.2,,-127.0,,,,,True,False,False,,False
20001,24,8.0,,,,,32.0,,2.7,,1.0,-16.0,,,,,8.0,,-21.3,,-23.0,,,,,True,,False,,False
20003,32,24.0,,,,,35.0,,,,4.0,-8.0,,,,,3.0,,,,-28.0,,,,,True,,,,False
20005,267,56.0,,,,,98.0,,22.8,,59.0,-211.0,,,,,-169.0,,-244.2,,-208.0,,,,,True,,False,,True
20007,4,8.0,,,,,8.0,,7.8,,10.0,4.0,,,,,4.0,,3.8,,6.0,,,,,False,,True,,False
20009,357,136.0,,,,,160.0,,83.7,,204.0,-221.0,,,,,-197.0,,-273.3,,-153.0,,,,,True,,False,,True
20011,69,48.0,,,,,106.0,,81.3,,9.0,-21.0,,,,,37.0,,12.3,,-60.0,,,,,False,,True,,False
20013,69,32.0,,,,,56.0,,31.7,,13.0,-37.0,,,,,-13.0,,-37.3,,-56.0,,,,,True,,False,,False
20015,339,320.0,275.7,,,,514.0,490.4,242.2,,332.0,-19.0,-63.3,,,,175.0,151.4,-96.8,,-7.0,False,,,,False,False,False,,True
20017,77,0.0,,,,,1.0,,0.0,,0.0,-77.0,,,,,-76.0,,-77.0,,-77.0,,,,,True,,False,,False
20019,8,0.0,,,,,8.0,,0.7,,0.0,-8.0,,,,,0.0,,-7.3,,-8.0,,,,,True,,True,,False
20021,378,24.0,,,,,278.0,,74.2,,4.0,-354.0,,,,,-100.0,,-303.8,,-374.0,,,,,True,,True,,False
20023,22,0.0,,,,,0.0,,0.0,,0.0,-22.0,,,,,-22.0,,-22.0,,-22.0,,,,,False,,True,,False
20025,9,32.0,,,,,8.0,,10.3,,31.0,23.0,,,,,-1.0,,1.3,,22.0,,,,,True,,True,,True
20027,32,24.0,,,,,24.0,,,,27.0,-8.0,,,,,-8.0,,,,-5.0,,,,,False,,,,True
20029,38,0.0,,,,,42.0,,0.3,,0.0,-38.0,,,,,4.0,,-37.7,,-38.0,,,,,True,,True,,False
20031,45,24.0,,,,,42.0,,2.3,,7.0,-21.0,,,,,-3.0,,-42.7,,-38.0,,,,,True,,False,,False
20033,7,0.0,,,,,0.0,,0.9,,0.0,-7.0,,,,,-7.0,,-6.1,,-7.0,,,,,False,,True,,False
20035,193,248.0,,,,,362.0,211.4,344.7,,404.0,55.0,,,,,169.0,18.4,151.7,,211.0,,,,,False,True,False,,False
20037,608,256.0,,,,,535.0,134.6,146.4,,138.0,-352.0,,,,,-73.0,-473.4,-461.6,,-470.0,,,,,True,False,False,,False
20039,11,16.0,,,,,0.0,,2.7,,7.0,5.0,,,,,-11.0,,-8.3,,-4.0,,,,,False,,False,,True
20041,80,32.0,,,,,104.0,,,,9.0,-48.0,,,,,24.0,,,,-71.0,,,,,True,,,,False
20043,64,96.0,,,,,37.0,,78.8,,162.0,32.0,,,,,-27.0,,14.8,,98.0,,,,,True,,True,,False
20045,1418,752.0,1364.4,,,,969.0,789.1,324.5,,328.0,-666.0,-53.6,,,,-449.0,-628.9,-1093.5,,-1090.0,True,,,,True,True,False,,False
20047,39,8.0,,,,,4.0,,4.7,,33.0,-31.0,,,,,-35.0,,-34.3,,-6.0,,,,,False,,False,,True
20049,0,0.0,,,,,0.0,,1.7,,0.0,0.0,,,,,0.0,,1.7,,0.0,,,,,True,,False,,True
20051,670,216.0,,,,,89.0,161.5,134.2,,90.0,-454.0,,,,,-581.0,-508.5,-535.8,,-580.0,,,,,False,False,False,,False
20053,12,8.0,,,,,21.0,,,,1.0,-4.0,,,,,9.0,,,,-11.0,,,,,False,,,,False
20055,430,384.0,,,,,307.0,9.2,171.7,,100.0,-46.0,,,,,-123.0,-420.8,-258.3,,-330.0,,,,,False,False,False,,False
20057,621,128.0,,,,,514.0,11.6,211.8,,0.0,-493.0,,,,,-107.0,-609.4,-409.2,,-621.0,,,,,True,False,True,,False
20059,189,120.0,,,,,175.0,173.8,101.8,,42.0,-69.0,,,,,-14.0,-15.2,-87.2,,-147.0,,,,,True,True,False,,False
20061,219,192.0,,,,,420.0,166.0,217.6,,430.0,-27.0,,,,,201.0,-53.0,-1.4,,211.0,,,,,False,False,True,,False
20063,23,8.0,,,,,0.0,,7.7,,116.0,-15.0,,,,,-23.0,,-15.3,,93.0,,,,,False,,False,,False
20065,21,8.0,,,,,0.0,,10.5,,1.0,-13.0,,,,,-21.0,,-10.5,,-20.0,,,,,False,,True,,False
20067,145,96.0,,,,,34.0,,69.9,,40.0,-49.0,,,,,-111.0,,-75.1,,-105.0,,,,,False,,False,,False
20069,81,40.0,,,,,8.0,,71.1,,11.0,-41.0,,,,,-73.0,,-9.9,,-70.0,,,,,False,,True,,False
20071,4,0.0,,,,,0.0,,0.0,,0.0,-4.0,,,,,-4.0,,-4.0,,-4.0,,,,,False,,False,,False
20073,33,24.0,,,,,16.0,,7.0,,239.0,-9.0,,,,,-17.0,,-26.0,,206.0,,,,,False,,False,,False
20075,8,0.0,,,,,5.0,,5.1,,0.0,-8.0,,,,,-3.0,,-2.9,,-8.0,,,,,True,,True,,False
20077,112,32.0,,,,,26.0,,14.2,,96.0,-80.0,,,,,-86.0,,-97.8,,-16.0,,,,,False,,False,,True
20079,201,224.0,,,,,342.0,184.7,248.7,,81.0,23.0,,,,,141.0,-16.3,47.7,,-120.0,,,,,False,True,False,,False
20081,64,104.0,,,,,8.0,,49.2,,135.0,40.0,,,,,-56.0,,-14.8,,71.0,,,,,False,,True,,False
20083,11,0.0,,,,,0.0,,0.0,,0.0,-11.0,,,,,-11.0,,-11.0,,-11.0,,,,,False,,True,,False
20085,100,56.0,,,,,86.0,31.9,144.4,,32.0,-44.0,,,,,-14.0,-68.1,44.4,,-68.0,,,,,True,False,False,,False
20087,130,56.0,,,,,80.0,,20.9,,54.0,-74.0,,,,,-50.0,,-109.1,,-76.0,,,,,True,,False,,False
20089,7,24.0,,,,,1.0,,7.7,,67.0,17.0,,,,,-6.0,,0.7,,60.0,,,,,True,,True,,False
20091,5696,5760.0,10636.4,,,,4973.0,6548.9,4472.8,,3273.0,64.0,4940.4,,,,-723.0,852.9,-1223.2,,-2423.0,False,,,,False,False,False,,False
20093,26,8.0,,,,,6.0,,1.6,,2.0,-18.0,,,,,-20.0,,-24.4,,-24.0,,,,,False,,False,,False
20095,63,16.0,,,,,16.0,,9.4,,8.0,-47.0,,,,,-47.0,,-53.6,,-55.0,,,,,False,,False,,False
20097,11,8.0,,,,,0.0,,1.4,,3.0,-3.0,,,,,-11.0,,-9.6,,-8.0,,,,,False,,False,,False
20099,129,160.0,,,,,226.0,102.6,226.7,,99.0,31.0,,,,,97.0,-26.4,97.7,,-30.0,,,,,False,True,False,,True
20101,8,0.0,,,,,0.0,,0.0,,0.0,-8.0,,,,,-8.0,,-8.0,,-8.0,,,,,False,,True,,False
20103,541,680.0,370.4,,,,906.0,85.3,441.3,,938.0,139.0,-170.6,,,,365.0,-455.7,-99.7,,397.0,False,,,,False,False,True,,False
20105,6,8.0,,,,,0.0,,0.8,,2.0,2.0,,,,,-6.0,,-5.2,,-4.0,,,,,False,,False,,False
20107,42,48.0,,,,,30.0,,29.9,,77.0,6.0,,,,,-12.0,,-12.1,,35.0,,,,,False,,False,,False
20109,5,0.0,,,,,0.0,,2.0,,0.0,-5.0,,,,,-5.0,,-3.0,,-5.0,,,,,False,,True,,False
20111,504,400.0,,,,,571.0,66.9,270.8,,409.0,-104.0,,,,,67.0,-437.1,-233.2,,-95.0,,,,,True,False,False,,True
20113,155,160.0,,,,,248.0,109.1,211.8,,279.0,5.0,,,,,93.0,-45.9,56.8,,124.0,,,,,False,False,False,,False
20115,38,136.0,,,,,52.0,,,,258.0,98.0,,,,,14.0,,,,220.0,,,,,True,,,,False
20117,16,0.0,,,,,18.0,,0.0,,0.0,-16.0,,,,,2.0,,-16.0,,-16.0,,,,,True,,False,,False
20119,66,40.0,,,,,8.0,,11.9,,110.0,-26.0,,,,,-58.0,,-54.1,,44.0,,,,,False,,False,,False
20121,224,184.0,,,,,200.0,,169.4,,143.0,-40.0,,,,,-24.0,,-54.6,,-81.0,,,,,True,,False,,False
20123,19,48.0,,,,,20.0,,,,14.0,29.0,,,,,1.0,,,,-5.0,,,,,True,,,,True
20125,253,336.0,,,,,377.0,143.2,307.8,,526.0,83.0,,,,,124.0,-109.8,54.8,,273.0,,,,,False,False,True,,False
20127,22,8.0,,,,,8.0,,1.7,,11.0,-14.0,,,,,-14.0,,-20.3,,-11.0,,,,,False,,False,,True
20129,5,16.0,,,,,3.0,,17.9,,77.0,11.0,,,,,-2.0,,12.9,,72.0,,,,,True,,False,,False
20131,33,40.0,,,,,51.0,,36.9,,24.0,7.0,,,,,18.0,,3.9,,-9.0,,,,,False,,True,,False
20133,114,0.0,,,,,104.0,,27.0,,1.0,-114.0,,,,,-10.0,,-87.0,,-113.0,,,,,True,,True,,True
20135,59,0.0,,,,,0.0,,0.0,,0.0,-59.0,,,,,-59.0,,-59.0,,-59.0,,,,,False,,False,,False
20137,6,0.0,,,,,5.0,,,,0.0,-6.0,,,,,-1.0,,,,-6.0,,,,,True,,,,False
20139,58,8.0,,,,,51.0,,33.2,,1.0,-50.0,,,,,-7.0,,-24.8,,-57.0,,,,,True,,True,,False
20141,2,0.0,,,,,0.0,,0.8,,0.0,-2.0,,,,,-2.0,,-1.2,,-2.0,,,,,False,,True,,False
20143,20,48.0,,,,,24.0,,,,18.0,28.0,,,,,4.0,,,,-2.0,,,,,True,,,,True
20145,321,0.0,,,,,8.0,,3.8,,0.0,-321.0,,,,,-313.0,,-317.2,,-321.0,,,,,True,,True,,False
20147,48,24.0,,,,,9.0,,,,2.0,-24.0,,,,,-39.0,,,,-46.0,,,,,False,,,,False
20149,120,56.0,,,,,232.0,,62.2,,19.0,-64.0,,,,,112.0,,-57.8,,-101.0,,,,,False,,True,,False
20151,31,64.0,,,,,42.0,,30.5,,31.0,33.0,,,,,11.0,,-0.5,,0.0,,,,,True,,True,,True
20153,5,0.0,,,,,0.0,,,,,-5.0,,,,,-5.0,,,,,,,,,False,,,,
20155,759,312.0,500.3,,,,682.0,0.0,252.3,,262.0,-447.0,-258.7,,,,-77.0,-759.0,-506.7,,-497.0,True,,,,True,False,False,,False
20157,20,16.0,,,,,12.0,,58.2,,4.0,-4.0,,,,,-8.0,,38.2,,-16.0,,,,,False,,False,,False
20159,45,72.0,,,,,48.0,,,,121.0,27.0,,,,,3.0,,,,76.0,,,,,True,,,,False
20161,1213,296.0,1040.8,,,,901.0,360.2,433.4,,98.0,-917.0,-172.2,,,,-312.0,-852.8,-779.6,,-1115.0,True,,,,True,True,True,,False
20163,41,32.0,,,,,3.0,,13.1,,155.0,-9.0,,,,,-38.0,,-27.9,,114.0,,,,,False,,False,,False
20165,35,8.0,,,,,0.0,,5.7,,2.0,-27.0,,,,,-35.0,,-29.3,,-33.0,,,,,False,,False,,False
20167,69,32.0,,,,,10.0,,14.3,,92.0,-37.0,,,,,-59.0,,-54.7,,23.0,,,,,False,,False,,True
20169,338,400.0,552.5,,,,739.0,437.8,398.7,,144.0,62.0,214.5,,,,401.0,99.8,60.7,,-194.0,False,,,,False,False,True,,False
20171,95,24.0,,,,,5.0,,16.9,,29.0,-71.0,,,,,-90.0,,-78.1,,-66.0,,,,,False,,False,,True
20173,4811,7368.0,7185.1,,,,6932.0,5269.5,5742.7,,9731.0,2557.0,2374.1,,,,2121.0,458.5,931.7,,4920.0,True,,,,True,True,True,,False
20175,551,392.0,,,,,346.0,12.1,487.5,,0.0,-159.0,,,,,-205.0,-538.9,-63.5,,-551.0,,,,,False,False,True,,False
20177,1271,856.0,3246.3,,,,2622.0,834.4,239.5,,384.0,-415.0,1975.3,,,,1351.0,-436.6,-1031.5,,-887.0,False,,,,False,False,False,,False
20179,5,0.0,,,,,0.0,,0.5,,0.0,-5.0,,,,,-5.0,,-4.5,,-5.0,,,,,False,,True,,False
20181,15,0.0,,,,,0.0,,0.0,,0.0,-15.0,,,,,-15.0,,-15.0,,-15.0,,,,,False,,False,,False
20183,4,0.0,,,,,0.0,,0.0,,0.0,-4.0,,,,,-4.0,,-4.0,,-4.0,,,,,False,,True,,False
20185,51,0.0,,,,,8.0,,0.0,,0.0,-51.0,,,,,-43.0,,-51.0,,-51.0,,,,,True,,False,,False
20187,54,24.0,,,,,0.0,,,,60.0,-30.0,,,,,-54.0,,,,6.0,,,,,False,,,,True
20189,82,8.0,,,,,23.0,,0.2,,1.0,-74.0,,,,,-59.0,,-81.8,,-81.0,,,,,True,,False,,False
20191,85,184.0,,,,,189.0,,265.8,,78.0,99.0,,,,,104.0,,180.8,,-7.0,,,,,False,,False,,True
20193,95,32.0,,,,,5.0,,44.9,,34.0,-63.0,,,,,-90.0,,-50.1,,-61.0,,,,,False,,True,,True
20195,41,0.0,,,,,0.0,,0.0,,0.0,-41.0,,,,,-41.0,,-41.0,,-41.0,,,,,False,,False,,False
20197,27,8.0,,,,,17.0,,5.5,,2.0,-19.0,,,,,-10.0,,-21.5,,-25.0,,,,,True,,False,,False
20199,16,0.0,,,,,0.0,,,,,-16.0,,,,,-16.0,,,,,,,,,False,,,,
20201,16,0.0,,,,,0.0,,0.0,,0.0,-16.0,,,,,-16.0,,-16.0,,-16.0,,,,,False,,False,,False
20203,3,16.0,,,,,0.0,,4.7,,88.0,13.0,,,,,-3.0,,1.7,,85.0,,,,,True,,True,,False
20205,52,8.0,,,,,23.0,,7.6,,5.0,-44.0,,,,,-29.0,,-44.4,,-47.0,,,,,True,,False,,False
20207,2,8.0,,,,,7.0,,,,0.0,6.0,,,,,5.0,,,,-2.0,,,,,True,,,,True
20209,2604,4312.0,4273.4,,,,3608.0,1573.5,3312.0,,1448.0,1708.0,1669.4,,,,1004.0,-1030.5,708.0,,-1156.0,True,,,,True,True,True,,True
21001,117,192.0,,,,,147.0,106.7,208.2,,61.0,75.0,,,,,30.0,-10.3,91.2,,-56.0,,,,,True,True,False,,True
21003,94,96.0,,,,,181.0,91.4,80.0,,37.0,2.0,,,,,87.0,-2.6,-14.0,,-57.0,,,,,False,False,False,,False
21005,98,104.0,,,,,64.0,,84.5,,194.0,6.0,,,,,-34.0,,-13.5,,96.0,,,,,False,,False,,False
21007,25,24.0,,,,,36.0,,26.0,,18.0,-1.0,,,,,11.0,,1.0,,-7.0,,,,,False,,False,,False
21009,390,696.0,,,,,306.0,522.3,464.3,,692.0,306.0,,,,,-84.0,132.3,74.3,,302.0,,,,,True,True,True,,True
21011,52,32.0,,,,,23.0,,39.9,,33.0,-20.0,,,,,-29.0,,-12.1,,-19.0,,,,,False,,True,,True
21013,249,536.0,,,,,421.0,87.6,,,283.0,287.0,,,,,172.0,-161.4,,,34.0,,,,,True,True,,,True
21015,574,888.0,376.3,,,,1462.0,813.4,1116.3,,515.0,314.0,-197.7,,,,888.0,239.4,542.3,,-59.0,True,,,,False,True,False,,True
21017,104,72.0,,,,,76.0,,135.8,,66.0,-32.0,,,,,-28.0,,31.8,,-38.0,,,,,True,,True,,False
21019,253,176.0,,,,,469.0,374.0,1281.8,,188.0,-77.0,,,,,216.0,121.0,1028.8,,-65.0,,,,,False,False,False,,True
21021,154,320.0,,,,,194.0,,169.8,,587.0,166.0,,,,,40.0,,15.8,,433.0,,,,,True,,True,,False
21023,15,24.0,,,,,12.0,,19.9,,24.0,9.0,,,,,-3.0,,4.9,,9.0,,,,,True,,True,,False
21025,64,24.0,,,,,49.0,,,,26.0,-40.0,,,,,-15.0,,,,-38.0,,,,,True,,,,True
21027,83,32.0,,,,,56.0,,9.7,,42.0,-51.0,,,,,-27.0,,-73.3,,-41.0,,,,,True,,False,,True
21029,548,496.0,133.5,,,,322.0,358.4,336.7,,711.0,-52.0,-414.5,,,,-226.0,-189.6,-211.3,,163.0,False,,,,False,False,False,,False
21031,59,80.0,,,,,90.0,16.7,66.8,,12.0,21.0,,,,,31.0,-42.3,7.8,,-47.0,,,,,False,False,True,,False
21033,95,8.0,,,,,64.0,,0.2,,13.0,-87.0,,,,,-31.0,,-94.8,,-82.0,,,,,True,,False,,True
21035,369,168.0,,,,,421.0,230.8,145.9,,176.0,-201.0,,,,,52.0,-138.2,-223.1,,-193.0,,,,,True,True,False,,True
21037,368,680.0,355.0,,,,1171.0,749.0,1213.5,,601.0,312.0,-13.0,,,,803.0,381.0,845.5,,233.0,True,,,,False,False,False,,True
21039,58,24.0,,,,,24.0,,,,20.0,-34.0,,,,,-34.0,,,,-38.0,,,,,False,,,,False
21041,65,224.0,,,,,114.0,35.7,335.5,,82.0,159.0,,,,,49.0,-29.3,270.5,,17.0,,,,,True,True,False,,True
21043,81,168.0,,,,,87.0,,176.7,,171.0,87.0,,,,,6.0,,95.7,,90.0,,,,,True,,False,,False
21045,134,336.0,,,,,85.0,187.5,154.5,,185.0,202.0,,,,,-49.0,53.5,20.5,,51.0,,,,,True,True,True,,True
21047,706,504.0,593.2,,,,546.0,537.0,288.0,,367.0,-202.0,-112.8,,,,-160.0,-169.0,-418.0,,-339.0,True,,,,True,True,False,,False
21049,174,64.0,,,,,194.0,89.4,44.3,,36.0,-110.0,,,,,20.0,-84.6,-129.7,,-138.0,,,,,True,True,False,,False
21051,158,168.0,,,,,307.0,55.8,164.5,,125.0,10.0,,,,,149.0,-102.2,6.5,,-33.0,,,,,False,False,True,,False
21053,87,48.0,,,,,90.0,,27.4,,99.0,-39.0,,,,,3.0,,-59.6,,12.0,,,,,True,,False,,True
21055,95,32.0,,,,,32.0,,,,46.0,-63.0,,,,,-63.0,,,,-49.0,,,,,False,,,,True
21057,75,104.0,,,,,32.0,,,,161.0,29.0,,,,,-43.0,,,,86.0,,,,,False,,,,False
21059,633,568.0,330.9,,,,773.0,598.4,837.5,,338.0,-65.0,-302.1,,,,140.0,-34.6,204.5,,-295.0,False,,,,False,True,False,,False
21061,44,40.0,,,,,46.0,,22.0,,14.0,-4.0,,,,,2.0,,-22.0,,-30.0,,,,,True,,False,,False
21063,28,0.0,,,,,8.0,,0.0,,5.0,-28.0,,,,,-20.0,,-28.0,,-23.0,,,,,True,,False,,True
21065,116,24.0,,,,,29.0,,18.4,,15.0,-92.0,,,,,-87.0,,-97.6,,-101.0,,,,,True,,False,,False
21067,3020,2368.0,4088.6,,,,3630.0,2584.9,1878.1,,1374.0,-652.0,1068.6,,,,610.0,-435.1,-1141.9,,-1646.0,False,,,,True,True,False,,False
21069,40,40.0,,,,,41.0,,67.6,,57.0,0.0,,,,,1.0,,27.6,,17.0,,,,,False,,False,,False
21071,97,160.0,,,,,188.0,,186.3,,296.0,63.0,,,,,91.0,,89.3,,199.0,,,,,False,,False,,False
21073,383,240.0,386.3,,,,374.0,259.9,239.3,,181.0,-143.0,3.3,,,,-9.0,-123.1,-143.7,,-202.0,True,,,,True,True,False,,False
21075,102,64.0,,,,,56.0,,49.8,,46.0,-38.0,,,,,-46.0,,-52.2,,-56.0,,,,,False,,False,,False
21077,23,40.0,,,,,42.0,,14.4,,14.0,17.0,,,,,19.0,,-8.6,,-9.0,,,,,False,,True,,True
21079,95,96.0,,,,,72.0,,111.6,,92.0,1.0,,,,,-23.0,,16.6,,-3.0,,,,,False,,False,,False
21081,71,72.0,,,,,112.0,,87.7,,52.0,1.0,,,,,41.0,,16.7,,-19.0,,,,,False,,False,,False
21083,286,400.0,,,,,562.0,329.4,123.4,,194.0,114.0,,,,,276.0,43.4,-162.6,,-92.0,,,,,False,True,False,,True
21085,199,72.0,,,,,140.0,27.5,15.7,,31.0,-127.0,,,,,-59.0,-171.5,-183.3,,-168.0,,,,,True,False,False,,False
21087,226,80.0,,,,,50.0,,,,106.0,-146.0,,,,,-176.0,,,,-120.0,,,,,False,,,,True
21089,288,112.0,,,,,131.0,,208.5,,145.0,-176.0,,,,,-157.0,,-79.5,,-143.0,,,,,True,,True,,True
21091,34,48.0,,,,,33.0,,283.5,,28.0,14.0,,,,,-1.0,,249.5,,-6.0,,,,,True,,False,,True
21093,760,808.0,859.9,,,,579.0,945.7,688.7,,885.0,48.0,99.9,,,,-181.0,185.7,-71.3,,125.0,False,,,,False,False,False,,False
21095,215,736.0,,,,,378.0,72.9,836.2,,568.0,521.0,,,,,163.0,-142.1,621.2,,353.0,,,,,True,True,False,,True
21097,61,152.0,,,,,110.0,115.7,48.9,,87.0,91.0,,,,,49.0,54.7,-12.1,,26.0,,,,,True,True,True,,True
21099,94,96.0,,,,,104.0,,110.8,,96.0,2.0,,,,,10.0,,16.8,,2.0,,,,,False,,False,,False
21101,373,416.0,,,,,343.0,267.7,599.7,,295.0,43.0,,,,,-30.0,-105.3,226.7,,-78.0,,,,,True,False,False,,False
21103,119,136.0,,,,,63.0,,153.0,,162.0,17.0,,,,,-56.0,,34.0,,43.0,,,,,False,,False,,False
21105,60,32.0,,,,,16.0,,,,29.0,-28.0,,,,,-44.0,,,,-31.0,,,,,False,,,,False
21107,223,208.0,,,,,358.0,173.6,304.1,,117.0,-15.0,,,,,135.0,-49.4,81.1,,-106.0,,,,,False,False,False,,False
21109,220,56.0,,,,,76.0,40.9,126.3,,17.0,-164.0,,,,,-144.0,-179.1,-93.7,,-203.0,,,,,True,False,True,,False
21111,8344,8944.0,3966.9,,,,5692.0,3522.9,11296.4,,5295.0,600.0,-4377.1,,,,-2652.0,-4821.1,2952.4,,-3049.0,False,,,,False,False,False,,False
21113,341,488.0,295.2,,,,353.0,565.9,582.4,,590.0,147.0,-45.8,,,,12.0,224.9,241.4,,249.0,True,,,,True,False,False,,False
21115,127,48.0,,,,,68.0,,,,365.0,-79.0,,,,,-59.0,,,,238.0,,,,,True,,,,False
21117,760,1584.0,321.8,,,,2434.0,1041.2,2298.5,,1013.0,824.0,-438.2,,,,1674.0,281.2,1538.5,,253.0,True,,,,False,True,False,,True
21119,109,56.0,,,,,34.0,,,,46.0,-53.0,,,,,-75.0,,,,-63.0,,,,,False,,,,False
21121,283,256.0,,,,,484.0,259.5,218.6,,174.0,-27.0,,,,,201.0,-23.5,-64.4,,-109.0,,,,,False,True,False,,False
21123,75,112.0,,,,,56.0,,130.0,,196.0,37.0,,,,,-19.0,,55.0,,121.0,,,,,True,,False,,False
21125,445,576.0,769.6,,,,676.0,703.2,1055.6,,512.0,131.0,324.6,,,,231.0,258.2,610.6,,67.0,False,,,,False,False,False,,True
21127,32,88.0,,,,,611.0,,,,257.0,56.0,,,,,579.0,,,,225.0,,,,,False,,,,False
21129,24,16.0,,,,,8.0,,4.7,,49.0,-8.0,,,,,-16.0,,-19.3,,25.0,,,,,False,,False,,False
21131,35,56.0,,,,,35.0,,,,109.0,21.0,,,,,0.0,,,,74.0,,,,,True,,,,False
21133,86,96.0,,,,,105.0,,106.3,,161.0,10.0,,,,,19.0,,20.3,,75.0,,,,,False,,False,,False
21135,189,32.0,,,,,14.0,,47.4,,19.0,-157.0,,,,,-175.0,,-141.6,,-170.0,,,,,False,,True,,False
21137,97,88.0,,,,,128.0,,81.8,,84.0,-9.0,,,,,31.0,,-15.2,,-13.0,,,,,False,,False,,False
