,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IHME-CurveFit,LANL-GrowthRate,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
47161,94,42.0,,43.0,,,,13.4,41.6,,39.0,-52.0,,-51.0,,,,-80.6,-52.4,,-55.0,,True,,,,False,False,,False
47163,1076,1224.0,2553.6,1274.0,,,,1705.6,1051.0,,1122.0,148.0,1477.6,198.0,,,,629.6,-25.0,,46.0,False,False,,,,False,True,,True
47165,1225,1608.0,2753.4,1687.0,,,,1517.1,1276.4,,588.0,383.0,1528.4,462.0,,,,292.1,51.4,,-637.0,False,False,,,,True,True,,False
47167,516,606.0,426.8,255.0,,,,311.0,529.6,,194.0,90.0,-89.2,-261.0,,,,-205.0,13.6,,-322.0,True,False,,,,False,True,,False
47169,67,60.0,,,,,,8.0,14.7,,27.0,-7.0,,,,,,-59.0,-52.3,,-40.0,,,,,,False,False,,False
47171,119,150.0,,255.0,,,,54.1,67.6,,96.0,31.0,,136.0,,,,-64.9,-51.4,,-23.0,,False,,,,False,False,,True
47173,177,240.0,,288.0,,,,245.2,153.1,,179.0,63.0,,111.0,,,,68.2,-23.9,,2.0,,False,,,,False,True,,True
47175,117,24.0,,9.0,,,,15.4,,,26.0,-93.0,,-108.0,,,,-101.6,,,-91.0,,False,,,,False,,,True
47177,496,684.0,,737.0,,,,792.4,525.2,,373.0,188.0,,241.0,,,,296.4,29.2,,-123.0,,False,,,,False,True,,True
47179,944,1392.0,1493.8,596.0,,,,462.9,805.9,,1053.0,448.0,549.8,-348.0,,,,-481.1,-138.1,,109.0,False,True,,,,False,True,,True
47181,1303,78.0,,0.0,,,,5.5,138.1,,47.0,-1225.0,,-1303.0,,,,-1297.5,-1164.9,,-1256.0,,False,,,,False,True,,False
47183,684,1020.0,,2126.0,,,,2012.1,1493.8,,575.0,336.0,,1442.0,,,,1328.1,809.8,,-109.0,,False,,,,False,False,,True
47185,482,558.0,,1104.0,,,,1557.9,541.2,,348.0,76.0,,622.0,,,,1075.9,59.2,,-134.0,,False,,,,False,True,,False
47187,1593,1710.0,3890.8,1886.0,,,,1669.3,798.2,,822.0,117.0,2297.8,293.0,,,,76.3,-794.8,,-771.0,False,False,,,,True,False,,False
47189,1056,1326.0,1918.5,2377.0,,,,1366.7,892.9,,566.0,270.0,862.5,1321.0,,,,310.7,-163.1,,-490.0,False,False,,,,False,True,,False
48001,444,1158.0,2728.2,26.0,,,,287.3,507.8,,57.0,714.0,2284.2,-418.0,,,,-156.7,63.8,,-387.0,False,True,,,,True,True,,True
48003,115,252.0,,203.0,,,,195.5,173.4,,123.0,137.0,,88.0,,,,80.5,58.4,,8.0,,True,,,,True,True,,True
48005,317,894.0,2555.9,193.0,,,,128.7,897.0,,601.0,577.0,2238.9,-124.0,,,,-188.3,580.0,,284.0,False,True,,,,True,False,,True
48007,146,114.0,,49.0,,,,46.4,294.7,,120.0,-32.0,,-97.0,,,,-99.6,148.7,,-26.0,,False,,,,False,False,,True
48009,49,6.0,,0.0,,,,1.7,,,30.0,-43.0,,-49.0,,,,-47.3,,,-19.0,,False,,,,False,,,True
48011,4,0.0,,0.0,,,,0.1,0.5,,20.0,-4.0,,-4.0,,,,-3.9,-3.5,,16.0,,False,,,,True,True,,False
48013,194,192.0,502.1,32.0,,,,80.7,113.2,,95.0,-2.0,308.1,-162.0,,,,-113.3,-80.8,,-99.0,False,False,,,,False,False,,False
48015,254,102.0,,61.0,,,,107.7,43.6,,103.0,-152.0,,-193.0,,,,-146.3,-210.4,,-151.0,,False,,,,True,False,,True
48017,36,78.0,,84.0,,,,12.9,55.0,,32.0,42.0,,48.0,,,,-23.1,19.0,,-4.0,,False,,,,True,True,,True
48019,23,48.0,,43.0,,,,17.9,30.0,,61.0,25.0,,20.0,,,,-5.1,7.0,,38.0,,True,,,,True,True,,False
48021,430,372.0,2875.2,115.0,,,,100.9,1703.6,,300.0,-58.0,2445.2,-315.0,,,,-329.1,1273.6,,-130.0,False,False,,,,False,False,,False
48023,6,24.0,,0.0,,,,,23.3,,54.0,18.0,,-6.0,,,,,17.3,,48.0,,True,,,,,True,,False
48025,779,3372.0,,3051.0,,,,4770.0,2278.9,,408.0,2593.0,,2272.0,,,,3991.0,1499.9,,-371.0,,True,,,,False,True,,True
48027,1475,2010.0,5316.7,1301.0,,,,1504.0,1288.3,,1831.0,535.0,3841.7,-174.0,,,,29.0,-186.7,,356.0,False,True,,,,True,True,,True
48029,8229,10368.0,35197.5,3791.0,,,,10234.7,4067.3,,8651.0,2139.0,26968.5,-4438.0,,,,2005.7,-4161.7,,422.0,False,False,,,,True,False,,True
48031,49,0.0,,3.0,,,,14.4,35.9,,28.0,-49.0,,-46.0,,,,-34.6,-13.1,,-21.0,,True,,,,True,True,,True
48033,0,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,True,,,,,,,
48035,133,216.0,,210.0,,,,58.4,174.2,,188.0,83.0,,77.0,,,,-74.6,41.2,,55.0,,True,,,,True,True,,True
48037,486,336.0,164.7,143.0,,,,102.1,290.4,,189.0,-150.0,-321.3,-343.0,,,,-383.9,-195.6,,-297.0,False,False,,,,False,False,,False
48039,3790,4086.0,13817.1,2136.0,,,,4436.9,3203.6,,2603.0,296.0,10027.1,-1654.0,,,,646.9,-586.4,,-1187.0,False,False,,,,False,False,,False
48041,2561,978.0,1385.5,652.0,,,,586.2,579.4,,622.0,-1583.0,-1175.5,-1909.0,,,,-1974.8,-1981.6,,-1939.0,True,False,,,,False,False,,False
48043,28,42.0,,0.0,,,,1.7,107.6,,18.0,14.0,,-28.0,,,,-26.3,79.6,,-10.0,,False,,,,False,False,,True
48045,0,6.0,,0.0,,,,0.8,,,3.0,6.0,,0.0,,,,0.8,,,3.0,,True,,,,True,,,True
48047,199,84.0,,42.0,,,,152.1,,,50.0,-115.0,,-157.0,,,,-46.9,,,-149.0,,False,,,,True,,,False
48049,246,240.0,,259.0,,,,55.7,327.9,,144.0,-6.0,,13.0,,,,-190.3,81.9,,-102.0,,False,,,,False,False,,False
48051,89,54.0,,2.0,,,,19.1,87.2,,44.0,-35.0,,-87.0,,,,-69.9,-1.8,,-45.0,,False,,,,False,True,,False
48053,170,60.0,,34.0,,,,12.2,1646.3,,194.0,-110.0,,-136.0,,,,-157.8,1476.3,,24.0,,False,,,,False,False,,True
48055,359,396.0,,78.0,,,,279.9,287.7,,151.0,37.0,,-281.0,,,,-79.1,-71.3,,-208.0,,False,,,,False,False,,False
48057,90,546.0,,168.0,,,,256.2,874.6,,177.0,456.0,,78.0,,,,166.2,784.6,,87.0,,True,,,,True,False,,True
48059,56,30.0,,4.0,,,,4.3,23.3,,30.0,-26.0,,-52.0,,,,-51.7,-32.7,,-26.0,,False,,,,False,False,,False
48061,6115,31914.0,28548.7,11566.0,,,,11342.8,26259.6,,3249.0,25799.0,22433.7,5451.0,,,,5227.8,20144.6,,-2866.0,True,True,,,,True,True,,True
48063,124,114.0,,170.0,,,,19.6,90.2,,65.0,-10.0,,46.0,,,,-104.4,-33.8,,-59.0,,False,,,,False,False,,False
48065,3,12.0,,0.0,,,,0.5,,,13.0,9.0,,-3.0,,,,-2.5,,,10.0,,True,,,,True,,,False
48067,138,126.0,,74.0,,,,19.6,227.2,,148.0,-12.0,,-64.0,,,,-118.4,89.2,,10.0,,False,,,,False,False,,True
48069,51,180.0,,120.0,,,,62.6,118.4,,47.0,129.0,,69.0,,,,11.6,67.4,,-4.0,,True,,,,True,True,,True
48071,304,384.0,,205.0,,,,90.1,211.1,,190.0,80.0,,-99.0,,,,-213.9,-92.9,,-114.0,,False,,,,False,False,,False
48073,415,1944.0,1382.3,5256.0,,,,2213.3,1235.7,,646.0,1529.0,967.3,4841.0,,,,1798.3,820.7,,231.0,True,False,,,,False,True,,True
48075,29,36.0,,39.0,,,,4.9,,,57.0,7.0,,10.0,,,,-24.1,,,28.0,,False,,,,False,,,False
48077,36,36.0,,41.0,,,,1.8,,,59.0,0.0,,5.0,,,,-34.2,,,23.0,,False,,,,False,,,False
48079,17,66.0,,13.0,,,,1.0,,,60.0,49.0,,-4.0,,,,-16.0,,,43.0,,True,,,,True,,,True
48081,9,18.0,,2.0,,,,4.7,,,23.0,9.0,,-7.0,,,,-4.3,,,14.0,,True,,,,True,,,False
48083,48,48.0,,,,,,0.5,,,116.0,0.0,,,,,,-47.5,,,68.0,,,,,,False,,,False
48085,5404,6516.0,7112.6,16678.0,,,,8839.5,3772.5,,4924.0,1112.0,1708.6,11274.0,,,,3435.5,-1631.5,,-480.0,False,False,,,,False,False,,True
48087,8,24.0,,0.0,,,,0.2,10.0,,17.0,16.0,,-8.0,,,,-7.8,2.0,,9.0,,True,,,,True,True,,True
48089,218,216.0,,123.0,,,,94.2,169.5,,106.0,-2.0,,-95.0,,,,-123.8,-48.5,,-112.0,,False,,,,False,False,,False
48091,784,882.0,1906.1,835.0,,,,803.3,476.3,,607.0,98.0,1122.1,51.0,,,,19.3,-307.7,,-177.0,False,True,,,,True,False,,False
48093,139,0.0,,51.0,,,,0.0,126.7,,0.0,-139.0,,-88.0,,,,-139.0,-12.3,,-139.0,,True,,,,True,True,,False
48095,62,12.0,,0.0,,,,3.0,,,14.0,-50.0,,-62.0,,,,-59.0,,,-48.0,,False,,,,False,,,True
48097,172,138.0,,65.0,,,,111.7,246.3,,145.0,-34.0,,-107.0,,,,-60.3,74.3,,-27.0,,False,,,,False,False,,True
48099,1173,330.0,305.3,140.0,,,,106.4,220.8,,301.0,-843.0,-867.7,-1033.0,,,,-1066.6,-952.2,,-872.0,False,False,,,,False,False,,False
48101,7,24.0,,0.0,,,,0.5,,,26.0,17.0,,-7.0,,,,-6.5,,,19.0,,True,,,,True,,,False
48103,3,0.0,,0.0,,,,7.9,7.1,,5.0,-3.0,,-3.0,,,,4.9,4.1,,2.0,,False,,,,False,False,,True
48105,11,12.0,,1.0,,,,,74.6,,4.0,1.0,,-10.0,,,,,63.6,,-7.0,,False,,,,,False,,False
48107,23,66.0,,0.0,,,,9.2,75.5,,38.0,43.0,,-23.0,,,,-13.8,52.5,,15.0,,True,,,,True,False,,True
48109,35,12.0,,0.0,,,,,,,6.0,-23.0,,-35.0,,,,,,,-29.0,,False,,,,,,,False
48111,43,66.0,,25.0,,,,25.9,49.4,,21.0,23.0,,-18.0,,,,-17.1,6.4,,-22.0,,True,,,,True,True,,True
48113,25014,19446.0,67344.4,12721.0,,,,19185.9,7030.6,,11152.0,-5568.0,42330.4,-12293.0,,,,-5828.1,-17983.4,,-13862.0,False,False,,,,False,False,,False
48115,208,48.0,,25.0,,,,3.2,14.0,,48.0,-160.0,,-183.0,,,,-204.8,-194.0,,-160.0,,False,,,,False,False,,False
48117,188,420.0,,600.0,,,,298.1,273.7,,65.0,232.0,,412.0,,,,110.1,85.7,,-123.0,,False,,,,True,True,,True
48119,9,12.0,,0.0,,,,0.8,,,15.0,3.0,,-9.0,,,,-8.2,,,6.0,,False,,,,False,,,False
48121,3916,4698.0,10768.1,4248.0,,,,4777.1,3605.7,,4736.0,782.0,6852.1,332.0,,,,861.1,-310.3,,820.0,False,True,,,,False,True,,False
48123,283,972.0,,528.0,,,,222.8,707.8,,122.0,689.0,,245.0,,,,-60.2,424.8,,-161.0,,True,,,,True,True,,True
48125,43,6.0,,0.0,,,,0.1,,,1.0,-37.0,,-43.0,,,,-42.9,,,-42.0,,False,,,,False,,,False
48127,45,156.0,,165.0,,,,57.9,176.8,,116.0,111.0,,120.0,,,,12.9,131.8,,71.0,,False,,,,True,False,,True
48129,11,30.0,,0.0,,,,1.9,28.9,,10.0,19.0,,-11.0,,,,-9.1,17.9,,-1.0,,True,,,,True,True,,True
48131,248,138.0,,68.0,,,,81.4,540.4,,69.0,-110.0,,-180.0,,,,-166.6,292.4,,-179.0,,False,,,,False,False,,False
48133,101,132.0,,194.0,,,,5.2,149.3,,197.0,31.0,,93.0,,,,-95.8,48.3,,96.0,,False,,,,False,False,,False
48135,1070,1464.0,4388.8,462.0,,,,256.3,3355.4,,871.0,394.0,3318.8,-608.0,,,,-813.7,2285.4,,-199.0,False,False,,,,False,False,,True
48137,6,24.0,,0.0,,,,,,,12.0,18.0,,-6.0,,,,,,,6.0,,True,,,,,,,True
48139,1349,2298.0,5459.9,6864.0,,,,876.7,1698.2,,1096.0,949.0,4110.9,5515.0,,,,-472.3,349.2,,-253.0,False,False,,,,True,True,,True
48141,6289,9780.0,15372.5,13294.0,,,,4729.6,6635.4,,4732.0,3491.0,9083.5,7005.0,,,,-1559.4,346.4,,-1557.0,False,False,,,,True,True,,True
48143,281,390.0,,549.0,,,,153.4,138.9,,293.0,109.0,,268.0,,,,-127.6,-142.1,,12.0,,False,,,,False,False,,True
48145,98,90.0,,46.0,,,,45.8,345.2,,70.0,-8.0,,-52.0,,,,-52.2,247.2,,-28.0,,False,,,,False,False,,False
48147,452,192.0,,219.0,,,,67.0,145.8,,172.0,-260.0,,-233.0,,,,-385.0,-306.2,,-280.0,,True,,,,False,False,,False
48149,200,66.0,,74.0,,,,12.0,187.7,,75.0,-134.0,,-126.0,,,,-188.0,-12.3,,-125.0,,True,,,,False,True,,True
48151,36,24.0,,0.0,,,,1.2,,,12.0,-12.0,,-36.0,,,,-34.8,,,-24.0,,False,,,,False,,,False
48153,19,36.0,,3.0,,,,10.0,38.5,,32.0,17.0,,-16.0,,,,-9.0,19.5,,13.0,,True,,,,True,False,,True
48155,7,0.0,,0.0,,,,,,,0.0,-7.0,,-7.0,,,,,,,-7.0,,False,,,,,,,False
48157,6256,14706.0,7052.1,58062.0,,,,31176.0,8023.0,,9162.0,8450.0,796.1,51806.0,,,,24920.0,1767.0,,2906.0,True,False,,,,False,True,,True
48159,38,48.0,,51.0,,,,19.6,69.5,,38.0,10.0,,13.0,,,,-18.4,31.5,,0.0,,False,,,,False,False,,True
48161,253,108.0,,50.0,,,,102.3,109.3,,70.0,-145.0,,-203.0,,,,-150.7,-143.7,,-183.0,,False,,,,False,True,,False
48163,160,222.0,,204.0,,,,127.8,141.0,,91.0,62.0,,44.0,,,,-32.2,-19.0,,-69.0,,True,,,,True,True,,False
48165,152,174.0,,359.0,,,,139.1,120.4,,283.0,22.0,,207.0,,,,-12.9,-31.6,,131.0,,False,,,,True,False,,False
48167,2026,3930.0,4302.9,4842.0,,,,2701.0,2160.1,,1237.0,1904.0,2276.9,2816.0,,,,675.0,134.1,,-789.0,False,False,,,,True,True,,True
48169,5,12.0,,3.0,,,,16.9,64.4,,13.0,7.0,,-2.0,,,,11.9,59.4,,8.0,,True,,,,False,False,,False
48171,38,24.0,,8.0,,,,1.1,402.0,,40.0,-14.0,,-30.0,,,,-36.9,364.0,,2.0,,False,,,,False,False,,True
48173,1,0.0,,0.0,,,,0.2,1.1,,0.0,-1.0,,-1.0,,,,-0.8,0.1,,-1.0,,False,,,,True,True,,False
48175,65,72.0,,37.0,,,,13.8,115.1,,46.0,7.0,,-28.0,,,,-51.2,50.1,,-19.0,,False,,,,False,False,,False
48177,142,396.0,,352.0,,,,111.6,765.6,,77.0,254.0,,210.0,,,,-30.4,623.6,,-65.0,,True,,,,True,False,,True
48179,69,192.0,,367.0,,,,19.7,142.3,,178.0,123.0,,298.0,,,,-49.3,73.3,,109.0,,False,,,,True,True,,True
48181,673,678.0,1451.5,1595.0,,,,431.2,635.7,,503.0,5.0,778.5,922.0,,,,-241.8,-37.3,,-170.0,False,False,,,,False,False,,False
48183,715,618.0,2054.0,448.0,,,,235.4,608.2,,440.0,-97.0,1339.0,-267.0,,,,-479.6,-106.8,,-275.0,False,False,,,,False,False,,False
48185,221,210.0,,207.0,,,,25.3,149.8,,53.0,-11.0,,-14.0,,,,-195.7,-71.2,,-168.0,,False,,,,False,False,,False
48187,284,492.0,1800.4,187.0,,,,249.5,252.0,,363.0,208.0,1516.4,-97.0,,,,-34.5,-32.0,,79.0,False,True,,,,True,True,,True
48189,512,600.0,,257.0,,,,265.1,697.1,,78.0,88.0,,-255.0,,,,-246.9,185.1,,-434.0,,False,,,,False,False,,False
48191,14,18.0,,0.0,,,,0.3,19.8,,21.0,4.0,,-14.0,,,,-13.7,5.8,,7.0,,False,,,,False,False,,False
48193,37,162.0,,79.0,,,,12.5,161.9,,93.0,125.0,,42.0,,,,-24.5,124.9,,56.0,,True,,,,True,True,,True
48195,38,84.0,,42.0,,,,4.1,62.1,,54.0,46.0,,4.0,,,,-33.9,24.1,,16.0,,True,,,,True,True,,True
48197,6,18.0,,0.0,,,,0.5,,,22.0,12.0,,-6.0,,,,-5.5,,,16.0,,True,,,,True,,,False
48199,508,972.0,1625.4,1220.0,,,,886.8,682.2,,519.0,464.0,1117.4,712.0,,,,378.8,174.2,,11.0,False,False,,,,True,True,,True
48201,38664,58314.0,132777.1,56420.0,,,,38913.0,24514.6,,34862.0,19650.0,94113.1,17756.0,,,,249.0,-14149.4,,-3802.0,False,True,,,,True,True,,True
48203,175,432.0,403.6,667.0,,,,127.7,398.5,,282.0,257.0,228.6,492.0,,,,-47.3,223.5,,107.0,True,False,,,,True,True,,True
48205,32,18.0,,0.0,,,,10.3,100.2,,10.0,-14.0,,-32.0,,,,-21.7,68.2,,-22.0,,False,,,,False,False,,False
48207,23,42.0,,1.0,,,,1.5,,,32.0,19.0,,-22.0,,,,-21.5,,,9.0,,False,,,,False,,,True
48209,724,4290.0,7276.6,10914.0,,,,336.4,1787.2,,1063.0,3566.0,6552.6,10190.0,,,,-387.6,1063.2,,339.0,False,False,,,,True,True,,True
48211,31,6.0,,0.0,,,,6.0,155.7,,16.0,-25.0,,-31.0,,,,-25.0,124.7,,-15.0,,False,,,,True,False,,True
48213,282,384.0,1727.6,263.0,,,,105.3,280.6,,388.0,102.0,1445.6,-19.0,,,,-176.7,-1.4,,106.0,False,True,,,,False,True,,False
48215,11043,15168.0,37796.7,14771.0,,,,6563.4,9828.9,,5757.0,4125.0,26753.7,3728.0,,,,-4479.6,-1214.1,,-5286.0,False,True,,,,False,True,,False
48217,286,66.0,,11.0,,,,19.7,232.1,,117.0,-220.0,,-275.0,,,,-266.3,-53.9,,-169.0,,False,,,,False,True,,True
48219,120,150.0,,127.0,,,,40.3,117.5,,112.0,30.0,,7.0,,,,-79.7,-2.5,,-8.0,,True,,,,False,True,,True
48221,355,546.0,663.2,558.0,,,,118.2,251.1,,634.0,191.0,308.2,203.0,,,,-236.8,-103.9,,279.0,False,False,,,,False,True,,False
48223,125,174.0,,187.0,,,,64.1,392.2,,167.0,49.0,,62.0,,,,-60.9,267.2,,42.0,,False,,,,False,False,,True
48225,250,396.0,,646.0,,,,6.1,286.0,,156.0,146.0,,396.0,,,,-243.9,36.0,,-94.0,,False,,,,False,True,,True
48227,468,84.0,,51.0,,,,33.9,89.1,,158.0,-384.0,,-417.0,,,,-434.1,-378.9,,-310.0,,False,,,,False,True,,True
48229,22,6.0,,0.0,,,,2.1,9.6,,10.0,-16.0,,-22.0,,,,-19.9,-12.4,,-12.0,,False,,,,False,True,,True
48231,377,798.0,2617.8,1132.0,,,,155.9,534.3,,513.0,421.0,2240.8,755.0,,,,-221.1,157.3,,136.0,False,False,,,,True,True,,True
48233,66,72.0,,75.0,,,,10.1,44.8,,65.0,6.0,,9.0,,,,-55.9,-21.2,,-1.0,,False,,,,False,False,,True
48235,1,0.0,,0.0,,,,0.2,11.1,,8.0,-1.0,,-1.0,,,,-0.8,10.1,,7.0,,False,,,,True,False,,False
48237,81,114.0,,92.0,,,,4.5,50.6,,203.0,33.0,,11.0,,,,-76.5,-30.4,,122.0,,True,,,,False,True,,False
48239,122,516.0,,524.0,,,,309.3,682.7,,171.0,394.0,,402.0,,,,187.3,560.7,,49.0,,False,,,,True,False,,True
48241,155,78.0,,41.0,,,,1.5,241.4,,150.0,-77.0,,-114.0,,,,-153.5,86.4,,-5.0,,False,,,,False,False,,True
48243,6,0.0,,0.0,,,,,1.9,,1.0,-6.0,,-6.0,,,,,-4.1,,-5.0,,False,,,,,True,,True
48245,1282,2274.0,11569.4,1501.0,,,,1536.8,2514.9,,1055.0,992.0,10287.4,219.0,,,,254.8,1232.9,,-227.0,False,True,,,,True,False,,True
48247,40,54.0,,0.0,,,,9.4,45.6,,30.0,14.0,,-40.0,,,,-30.6,5.6,,-10.0,,False,,,,False,True,,True
48249,703,756.0,,808.0,,,,640.5,772.2,,332.0,53.0,,105.0,,,,-62.5,69.2,,-371.0,,False,,,,False,False,,False
48251,934,1920.0,3274.0,1710.0,,,,726.6,1644.2,,1725.0,986.0,2340.0,776.0,,,,-207.4,710.2,,791.0,False,True,,,,True,True,,True
48253,42,0.0,,44.0,,,,0.3,66.7,,0.0,-42.0,,2.0,,,,-41.7,24.7,,-42.0,,True,,,,True,True,,False
48255,126,2004.0,,1932.0,,,,2263.6,1237.2,,113.0,1878.0,,1806.0,,,,2137.6,1111.2,,-13.0,,True,,,,False,True,,True
48257,860,2052.0,2079.5,1913.0,,,,845.1,1324.9,,1440.0,1192.0,1219.5,1053.0,,,,-14.9,464.9,,580.0,False,True,,,,True,True,,True
48259,55,78.0,,64.0,,,,16.7,43.7,,66.0,23.0,,9.0,,,,-38.3,-11.3,,11.0,,True,,,,False,True,,True
48261,2,0.0,,0.0,,,,,1.4,,4.0,-2.0,,-2.0,,,,,-0.6,,2.0,,False,,,,,True,,False
48263,5,6.0,,0.0,,,,,,,3.0,1.0,,-5.0,,,,,,,-2.0,,False,,,,,,,False
48265,48,300.0,426.6,124.0,,,,50.2,342.8,,202.0,252.0,378.6,76.0,,,,2.2,294.8,,154.0,False,True,,,,True,False,,True
48267,3,0.0,,0.0,,,,0.6,,,0.0,-3.0,,-3.0,,,,-2.4,,,-3.0,,False,,,,True,,,False
48269,0,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,True,,,,,,,
48271,6,12.0,,0.0,,,,0.8,,,12.0,6.0,,-6.0,,,,-5.2,,,6.0,,False,,,,True,,,False
48273,552,510.0,,307.0,,,,435.4,603.9,,259.0,-42.0,,-245.0,,,,-116.6,51.9,,-293.0,,False,,,,False,False,,False
48275,8,84.0,,7.0,,,,3.9,,,38.0,76.0,,-1.0,,,,-4.1,,,30.0,,True,,,,True,,,True
48277,451,54.0,,123.0,,,,58.7,98.9,,175.0,-397.0,,-328.0,,,,-392.3,-352.1,,-276.0,,True,,,,True,True,,True
48279,98,138.0,,66.0,,,,75.6,197.8,,87.0,40.0,,-32.0,,,,-22.4,99.8,,-11.0,,True,,,,True,False,,True
48281,130,108.0,,84.0,,,,65.8,391.7,,98.0,-22.0,,-46.0,,,,-64.2,261.7,,-32.0,,False,,,,False,False,,False
48283,14,30.0,,12.0,,,,3.3,211.3,,1.0,16.0,,-2.0,,,,-10.7,197.3,,-13.0,,True,,,,True,False,,True
48285,89,204.0,,162.0,,,,20.6,287.4,,61.0,115.0,,73.0,,,,-68.4,198.4,,-28.0,,True,,,,True,False,,True
48287,46,120.0,,84.0,,,,59.1,204.4,,81.0,74.0,,38.0,,,,13.1,158.4,,35.0,,True,,,,True,False,,True
48289,86,30.0,,0.0,,,,5.3,34.5,,25.0,-56.0,,-86.0,,,,-80.7,-51.5,,-61.0,,False,,,,False,True,,False
48291,1260,786.0,1340.2,1190.0,,,,842.9,341.0,,511.0,-474.0,80.2,-70.0,,,,-417.1,-919.0,,-749.0,True,True,,,,True,False,,False
48293,324,204.0,,245.0,,,,119.1,220.0,,250.0,-120.0,,-79.0,,,,-204.9,-104.0,,-74.0,,True,,,,False,True,,True
48295,14,18.0,,0.0,,,,1.0,11.2,,9.0,4.0,,-14.0,,,,-13.0,-2.8,,-5.0,,False,,,,False,True,,False
48297,138,138.0,,390.0,,,,5.6,142.1,,162.0,0.0,,252.0,,,,-132.4,4.1,,24.0,,False,,,,False,False,,False
48299,29,18.0,,0.0,,,,14.2,57.8,,22.0,-11.0,,-29.0,,,,-14.8,28.8,,-7.0,,False,,,,False,False,,True
48301,0,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,True,,,,,,,
48303,4219,3036.0,3228.9,3937.0,,,,2855.4,1959.3,,1515.0,-1183.0,-990.1,-282.0,,,,-1363.6,-2259.7,,-2704.0,True,True,,,,False,False,,False
48305,26,12.0,,0.0,,,,10.0,22.2,,15.0,-14.0,,-26.0,,,,-16.0,-3.8,,-11.0,,False,,,,False,True,,True
48307,91,42.0,,0.0,,,,6.7,62.4,,48.0,-49.0,,-91.0,,,,-84.3,-28.6,,-43.0,,False,,,,False,True,,True
48309,2539,3378.0,8254.2,5383.0,,,,2692.9,2428.5,,1431.0,839.0,5715.2,2844.0,,,,153.9,-110.5,,-1108.0,False,False,,,,True,True,,False
48311,12,6.0,,0.0,,,,,6.8,,5.0,-6.0,,-12.0,,,,,-5.2,,-7.0,,False,,,,,True,,False
48313,209,126.0,,296.0,,,,16.1,473.6,,24.0,-83.0,,87.0,,,,-192.9,264.6,,-185.0,,False,,,,False,False,,False
48315,16,60.0,,5.0,,,,9.0,115.5,,29.0,44.0,,-11.0,,,,-7.0,99.5,,13.0,,True,,,,True,False,,True
48317,23,60.0,,5.0,,,,9.3,98.4,,36.0,37.0,,-18.0,,,,-13.7,75.4,,13.0,,True,,,,True,False,,True
48319,23,78.0,,24.0,,,,2.0,31.7,,20.0,55.0,,1.0,,,,-21.0,8.7,,-3.0,,True,,,,True,True,,True
48321,283,396.0,,305.0,,,,211.7,163.7,,235.0,113.0,,22.0,,,,-71.3,-119.3,,-48.0,,True,,,,True,False,,True
48323,1214,1992.0,2665.3,2771.0,,,,240.6,546.4,,241.0,778.0,1451.3,1557.0,,,,-973.4,-667.6,,-973.0,False,False,,,,False,True,,False
48325,373,1302.0,1101.9,857.0,,,,752.4,1241.9,,477.0,929.0,728.9,484.0,,,,379.4,868.9,,104.0,True,True,,,,True,True,,True
48327,10,6.0,,0.0,,,,,,,2.0,-4.0,,-10.0,,,,,,,-8.0,,False,,,,,,,False
48329,959,2478.0,6497.4,2712.0,,,,1369.3,1813.9,,1512.0,1519.0,5538.4,1753.0,,,,410.3,854.9,,553.0,False,False,,,,True,True,,True
48331,146,162.0,,66.0,,,,8.5,170.0,,123.0,16.0,,-80.0,,,,-137.5,24.0,,-23.0,,False,,,,False,False,,False
48333,30,42.0,,,,,,0.7,,,41.0,12.0,,,,,,-29.3,,,11.0,,,,,,False,,,True
48335,23,54.0,,42.0,,,,12.2,,,68.0,31.0,,19.0,,,,-10.8,,,45.0,,True,,,,True,,,False
48337,94,78.0,,128.0,,,,8.1,122.8,,146.0,-16.0,,34.0,,,,-85.9,28.8,,52.0,,False,,,,False,False,,False
48339,3994,2286.0,7456.7,3930.0,,,,1223.4,5571.2,,1903.0,-1708.0,3462.7,-64.0,,,,-2770.6,1577.2,,-2091.0,False,True,,,,False,True,,False
48341,102,222.0,,413.0,,,,26.4,84.3,,0.0,120.0,,311.0,,,,-75.6,-17.7,,-102.0,,False,,,,True,True,,True
48343,67,114.0,,163.0,,,,51.8,162.9,,128.0,47.0,,96.0,,,,-15.2,95.9,,61.0,,False,,,,True,False,,False
