,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
06001,1186,2548.0,,2688.9,1784.5,2220.0,4017.0,2386.0,,,,1473.5,,,2476.9,,2990.2,3149.0,2307.1,,2704.8,1265.0,,1141.0,1625.8,,,,2314.0,86.0,2201.7,,,,,,1513.0,,,902.8,2739.0,1362.0,,1502.9,598.5,1034.0,2831.0,1200.0,,,,287.5,,,1290.9,,1804.2,1963.0,1121.1,,1518.8,79.0,,-45.0,439.8,,,,1128.0,-1100.0,1015.7,,,,,,327.0,,,-283.2,1553.0,,False,True,True,False,True,,,,True,,,True,,False,False,True,,False,True,,True,True,,,,True,True,True,,,,,,True,,,True,False
06003,1,1.0,,1.2,,1.0,18.0,0.0,,,,1.1,,,0.8,,,2.0,11.6,,0.8,,,1.0,0.9,,,,2.0,0.0,1.3,,,,,,,,,1.4,2.0,0.0,,0.2,,0.0,17.0,-1.0,,,,0.1,,,-0.2,,,1.0,10.6,,-0.2,,,0.0,-0.1,,,,1.0,-1.0,0.3,,,,,,,,,0.4,1.0,,False,,True,False,False,,,,False,,,False,,,False,False,,False,,,True,False,,,,False,False,False,,,,,,,,,False,False
06005,46,82.0,,84.7,,54.0,222.0,82.0,,,,55.9,,,75.4,,,48.0,182.3,,81.6,14.5,,37.0,60.5,,,,95.0,31.0,44.5,,,,,,,,,29.3,116.9,36.0,,38.7,,8.0,176.0,36.0,,,,9.9,,,29.4,,,2.0,136.3,,35.6,-31.5,,-9.0,14.5,,,,49.0,-15.0,-1.5,,,,,,,,,-16.7,70.9,,False,,True,False,False,,,,True,,,True,,,True,False,,True,True,,True,True,,,,False,True,True,,,,,,,,,True,False
06007,168,234.0,,237.2,,212.0,426.0,202.0,,,,169.7,,,235.1,,,467.0,217.2,,387.8,143.5,,158.0,212.4,,,,230.0,0.0,293.4,,,,,,136.0,,,176.2,358.2,66.0,,69.2,,44.0,258.0,34.0,,,,1.7,,,67.1,,,299.0,49.2,,219.8,-24.5,,-10.0,44.4,,,,62.0,-168.0,125.4,,,,,,-32.0,,,8.2,190.2,,False,,True,False,True,,,,True,,,False,,,False,True,,False,True,,True,True,,,,True,False,False,,,,,,True,,,True,False
06009,41,42.0,,45.1,,33.0,94.0,31.0,,,,34.3,,,54.3,,,63.0,32.3,,63.0,6.0,,16.0,25.5,,,,48.0,0.0,53.9,,,,,,,,,22.6,75.7,1.0,,4.1,,-8.0,53.0,-10.0,,,,-6.7,,,13.3,,,22.0,-8.7,,22.0,-35.0,,-25.0,-15.5,,,,7.0,-41.0,12.9,,,,,,,,,-18.4,34.7,,False,,False,False,False,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,False,False
06011,48,65.0,,62.0,,47.0,137.0,48.0,,,,36.3,,,23.0,,,47.0,31.2,,48.8,,,35.0,35.9,,,,62.0,26.0,26.5,,,,,,,,,66.5,79.1,17.0,,14.0,,-1.0,89.0,0.0,,,,-11.7,,,-25.0,,,-1.0,-16.8,,0.8,,,-13.0,-12.1,,,,14.0,-22.0,-21.5,,,,,,,,,18.5,31.1,,True,,True,False,True,,,,True,,,False,,,True,True,,True,,,True,True,,,,True,False,False,,,,,,,,,False,False
06013,1104,1526.0,,1550.1,1294.1,1210.0,2104.0,1390.0,,,,1038.1,,,1421.5,,1210.2,2494.0,1030.1,,1963.4,886.5,,628.0,1149.1,,,,1520.0,60.0,1808.5,,,,,,1094.0,,,1132.4,1967.8,422.0,,446.1,190.1,106.0,1000.0,286.0,,,,-65.9,,,317.5,,106.2,1390.0,-73.9,,859.4,-217.5,,-476.0,45.1,,,,416.0,-1044.0,704.5,,,,,,-10.0,,,28.4,863.8,,False,True,True,False,True,,,,True,,,True,,True,False,True,,False,True,,False,True,,,,True,False,False,,,,,,True,,,True,False
06015,30,31.0,,30.5,,24.0,67.0,7.0,,,,13.6,,,46.0,,,24.0,12.4,,15.1,,,26.0,19.9,,,,32.0,0.0,43.2,,,,,,,,,29.7,27.0,1.0,,0.5,,-6.0,37.0,-23.0,,,,-16.4,,,16.0,,,-6.0,-17.6,,-14.9,,,-4.0,-10.1,,,,2.0,-30.0,13.2,,,,,,,,,-0.3,-3.0,,True,,False,False,False,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,True,False
06017,162,208.0,,211.5,,179.0,462.0,207.0,,,,143.1,,,224.8,,,233.0,179.4,,305.2,72.0,,127.0,139.6,,,,216.0,0.0,226.9,,,,,,64.0,,,116.0,270.5,46.0,,49.5,,17.0,300.0,45.0,,,,-18.9,,,62.8,,,71.0,17.4,,143.2,-90.0,,-35.0,-22.4,,,,54.0,-162.0,64.9,,,,,,-98.0,,,-46.0,108.5,,False,,True,False,True,,,,True,,,False,,,False,True,,False,False,,True,True,,,,False,False,False,,,,,,False,,,False,False
06019,1453,2007.0,,2016.4,1592.3,1592.0,3019.0,1691.0,,,,1372.2,,,1612.0,,1494.1,2161.0,1144.2,,2616.2,1185.0,,1219.0,1664.3,,,,1815.0,726.0,2126.6,,,,,,1164.0,,,446.3,2309.1,554.0,,563.4,139.3,139.0,1566.0,238.0,,,,-80.8,,,159.0,,41.1,708.0,-308.8,,1163.2,-268.0,,-234.0,211.3,,,,362.0,-727.0,673.6,,,,,,-289.0,,,-1006.7,856.1,,False,True,True,False,True,,,,True,,,True,,True,False,True,,False,True,,True,True,,,,True,False,False,,,,,,True,,,False,False
06021,24,53.0,,54.8,,48.0,103.0,40.0,,,,36.0,,,49.0,,,64.0,27.9,,53.9,,,20.0,35.7,,,,52.0,13.0,74.9,,,,,,,,,48.3,66.0,29.0,,30.8,,24.0,79.0,16.0,,,,12.0,,,25.0,,,40.0,3.9,,29.9,,,-4.0,11.7,,,,28.0,-11.0,50.9,,,,,,,,,24.3,42.0,,False,,True,False,True,,,,True,,,True,,,False,True,,False,,,True,True,,,,True,True,False,,,,,,,,,True,False
06023,58,102.0,,105.3,,81.0,253.0,77.0,,,,64.0,,,118.0,,,184.0,80.3,,204.6,27.5,,81.0,69.9,,,,118.0,0.0,141.6,,,,,,47.0,,,81.4,116.6,44.0,,47.3,,23.0,195.0,19.0,,,,6.0,,,60.0,,,126.0,22.3,,146.6,-30.5,,23.0,11.9,,,,60.0,-58.0,83.6,,,,,,-11.0,,,23.4,58.6,,False,,True,False,True,,,,True,,,False,,,False,True,,False,True,,True,True,,,,False,False,False,,,,,,True,,,True,False
06025,194,172.0,,224.0,356.1,170.0,637.0,162.0,,,,237.2,,,147.4,,,225.0,249.4,,426.7,154.5,,82.0,164.1,,,,164.0,0.0,320.3,,,,,,132.0,,,26.3,299.8,-22.0,,30.0,162.1,-24.0,443.0,-32.0,,,,43.2,,,-46.6,,,31.0,55.4,,232.7,-39.5,,-112.0,-29.9,,,,-30.0,-194.0,126.3,,,,,,-62.0,,,-167.7,105.8,,False,False,False,False,False,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,,,False,False
06027,50,53.0,,51.7,,30.0,117.0,0.0,,,,23.0,,,37.9,,,34.0,29.6,,39.6,,,23.0,28.9,,,,61.0,17.0,21.6,,,,,,,,,47.0,51.8,3.0,,1.7,,-20.0,67.0,-50.0,,,,-27.0,,,-12.1,,,-16.0,-20.4,,-10.4,,,-27.0,-21.1,,,,11.0,-33.0,-28.4,,,,,,,,,-3.0,1.8,,True,,False,False,False,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,False,True
06029,1588,3163.0,,3155.6,1390.8,2393.0,3852.0,2393.0,,,,1661.3,,,2210.8,,2463.3,2549.0,1226.8,,2848.5,1147.5,,1382.0,2393.9,,,,2980.0,1509.0,1166.8,,,,,,1794.0,,,2582.4,3359.3,1575.0,,1567.6,-197.2,805.0,2264.0,805.0,,,,73.3,,,622.8,,875.3,961.0,-361.2,,1260.5,-440.5,,-206.0,805.9,,,,1392.0,-79.0,-421.2,,,,,,206.0,,,994.4,1771.3,,True,True,True,False,True,,,,True,,,True,,True,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,,,True,False
06031,268,366.0,,457.2,495.8,307.0,768.0,311.0,,,,315.1,,,312.2,,,504.0,303.9,,516.4,154.5,,101.0,277.2,,,,379.0,154.0,381.1,,,,,,159.0,,,279.5,587.7,98.0,,189.2,227.8,39.0,500.0,43.0,,,,47.1,,,44.2,,,236.0,35.9,,248.4,-113.5,,-167.0,9.2,,,,111.0,-114.0,113.1,,,,,,-109.0,,,11.5,319.7,,False,False,True,False,True,,,,True,,,True,,,False,True,,False,False,,False,True,,,,False,False,False,,,,,,False,,,True,False
06033,66,106.0,,99.1,,82.0,200.0,64.0,,,,57.7,,,118.1,,80.1,101.0,77.9,,115.7,24.0,,59.0,82.4,,,,110.0,27.0,112.6,,,,,,,,,101.7,130.8,40.0,,33.1,,16.0,134.0,-2.0,,,,-8.3,,,52.1,,14.1,35.0,11.9,,49.7,-42.0,,-7.0,16.4,,,,44.0,-39.0,46.6,,,,,,,,,35.7,64.8,,True,,True,False,True,,,,True,,,False,,True,True,True,,False,False,,True,True,,,,False,True,False,,,,,,,,,True,False
06035,60,63.0,,63.3,,40.0,237.0,48.0,,,,57.0,,,8.9,,,36.0,18.7,,66.7,0.0,,82.0,26.2,,,,47.0,13.0,90.4,,,,,,,,,39.8,,3.0,,3.3,,-20.0,177.0,-12.0,,,,-3.0,,,-51.1,,,-24.0,-41.3,,6.7,-60.0,,22.0,-33.8,,,,-13.0,-47.0,30.4,,,,,,,,,-20.2,,,False,,False,False,False,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,False,
06037,14269,21289.0,,21227.9,15562.8,15563.0,25735.0,18251.0,,,,14227.2,,,13907.0,,14607.1,25621.0,12790.0,,34937.9,14199.0,,10783.0,15235.0,,,,19277.0,8251.0,18053.5,,,,,,11856.0,,,9759.5,32245.5,7020.0,,6958.9,1293.8,1294.0,11466.0,3982.0,,,,-41.8,,,-362.0,,338.1,11352.0,-1479.0,,20668.9,-70.0,,-3486.0,966.0,,,,5008.0,-6018.0,3784.5,,,,,,-2413.0,,,-4509.5,17976.5,,True,True,True,False,True,,,,True,,,True,,True,False,True,,False,True,,True,True,,,,True,True,True,,,,,,True,,,True,False
06039,200,270.0,,272.3,,195.0,515.0,187.0,,,,241.5,,,223.5,,,319.0,168.6,,398.8,146.0,,130.0,195.0,,,,255.0,65.0,336.2,,,,,,119.0,,,172.0,398.1,70.0,,72.3,,-5.0,315.0,-13.0,,,,41.5,,,23.5,,,119.0,-31.4,,198.8,-54.0,,-70.0,-5.0,,,,55.0,-135.0,136.2,,,,,,-81.0,,,-28.0,198.1,,False,,True,False,True,,,,True,,,True,,,False,True,,False,True,,False,True,,,,True,False,False,,,,,,False,,,True,False
06041,188,220.0,,217.5,,216.0,507.0,225.0,,,,204.8,,,203.2,,181.0,341.0,259.3,,358.6,166.0,,100.0,173.5,,,,247.0,0.0,284.3,,,,,,120.0,,,215.3,263.1,32.0,,29.5,,28.0,319.0,37.0,,,,16.8,,,15.2,,-7.0,153.0,71.3,,170.6,-22.0,,-88.0,-14.5,,,,59.0,-188.0,96.3,,,,,,-68.0,,,27.3,75.1,,True,,True,False,False,,,,True,,,True,,True,False,False,,False,True,,False,True,,,,False,False,False,,,,,,False,,,True,False
06043,3,8.0,,6.8,,9.0,38.0,3.0,,,,5.8,,,13.9,,,20.0,10.9,,11.5,,,14.0,8.3,,,,9.0,0.0,12.9,,,,,,,,,13.5,9.4,5.0,,3.8,,6.0,35.0,0.0,,,,2.8,,,10.9,,,17.0,7.9,,8.5,,,11.0,5.3,,,,6.0,-3.0,9.9,,,,,,,,,10.5,6.4,,True,,False,False,True,,,,True,,,False,,,False,False,,False,,,False,False,,,,False,True,False,,,,,,,,,False,False
06045,80,128.0,,124.4,,126.0,247.0,135.0,,,,69.3,,,150.7,,,129.0,154.4,,131.2,29.0,,132.0,113.2,,,,159.0,19.0,134.3,,,,,,,,,117.0,137.3,48.0,,44.4,,46.0,167.0,55.0,,,,-10.7,,,70.7,,,49.0,74.4,,51.2,-51.0,,52.0,33.2,,,,79.0,-61.0,54.3,,,,,,,,,37.0,57.3,,True,,True,False,False,,,,True,,,False,,,False,False,,False,False,,False,True,,,,False,False,False,,,,,,,,,True,False
06047,788,567.0,,562.7,641.2,498.0,1378.0,443.0,,,,448.8,,,160.4,,,755.0,551.0,,794.4,254.0,,366.5,403.5,,,,531.0,217.0,586.5,,,,,,196.0,,,404.3,917.7,-221.0,,-225.3,-146.8,-290.0,590.0,-345.0,,,,-339.2,,,-627.6,,,-33.0,-237.0,,6.4,-534.0,,-421.5,-384.5,,,,-257.0,-571.0,-201.5,,,,,,-592.0,,,-383.7,129.7,,False,True,False,False,False,,,,False,,,False,,,True,False,,True,False,,False,False,,,,False,False,True,,,,,,False,,,False,True
06049,9,14.0,,13.6,,9.0,42.0,,,,,4.8,,,9.7,,,16.0,40.2,,11.0,,,9.0,8.1,,,,15.0,3.0,7.8,,,,,,,,,14.9,,5.0,,4.6,,0.0,33.0,,,,,-4.2,,,0.7,,,7.0,31.2,,2.0,,,0.0,-0.9,,,,6.0,-6.0,-1.2,,,,,,,,,5.9,,,True,,True,False,,,,,True,,,True,,,False,False,,True,,,True,True,,,,False,False,True,,,,,,,,,False,
06051,9,18.0,,18.2,,16.0,69.0,16.0,,,,17.8,,,14.0,,,17.0,5.8,,19.3,,,9.0,10.3,,,,15.0,0.0,25.1,,,,,,,,,13.4,43.8,9.0,,9.2,,7.0,60.0,7.0,,,,8.8,,,5.0,,,8.0,-3.2,,10.3,,,0.0,1.3,,,,6.0,-9.0,16.1,,,,,,,,,4.4,34.8,,False,,True,False,True,,,,True,,,True,,,True,True,,False,,,True,True,,,,True,False,False,,,,,,,,,True,False
06053,543,809.0,,655.3,655.1,616.0,1756.0,588.0,,,,669.0,,,608.0,,616.3,911.0,553.5,,922.3,618.0,,238.0,587.9,,,,830.0,249.0,872.9,,,,,,538.0,,,856.3,1452.8,266.0,,112.3,112.1,73.0,1213.0,45.0,,,,126.0,,,65.0,,73.3,368.0,10.5,,379.3,75.0,,-305.0,44.9,,,,287.0,-294.0,329.9,,,,,,-5.0,,,313.3,909.8,,True,True,True,False,True,,,,True,,,True,,True,False,True,,False,True,,False,True,,,,False,False,False,,,,,,True,,,False,False
06055,114,187.0,,184.7,,164.0,342.0,160.0,,,,156.9,,,153.9,,,280.0,170.1,,278.3,116.0,,110.0,137.5,,,,195.0,22.0,278.7,,,,,,95.0,,,149.5,281.6,73.0,,70.7,,50.0,228.0,46.0,,,,42.9,,,39.9,,,166.0,56.1,,164.3,2.0,,-4.0,23.5,,,,81.0,-92.0,164.7,,,,,,-19.0,,,35.5,167.6,,True,,True,False,True,,,,True,,,True,,,False,True,,False,True,,True,True,,,,False,False,False,,,,,,True,,,True,False
06057,134,108.0,,108.0,,98.0,218.0,102.0,,,,63.2,,,129.3,,,111.0,107.9,,117.4,25.0,,55.0,84.4,,,,112.0,1.0,109.3,,,,,,,,,86.8,105.7,-26.0,,-26.0,,-36.0,84.0,-32.0,,,,-70.8,,,-4.7,,,-23.0,-26.1,,-16.6,-109.0,,-79.0,-49.6,,,,-22.0,-133.0,-24.7,,,,,,,,,-47.2,-28.3,,False,,False,False,False,,,,False,,,True,,,True,False,,True,False,,False,False,,,,True,False,True,,,,,,,,,False,False
06059,2481,5431.0,,5447.4,3656.4,4838.0,8625.0,4854.0,,,,3554.1,,,5351.5,,4104.9,6479.0,7978.0,,7349.3,4104.5,,2299.0,3921.9,,,,4836.0,1211.0,6679.1,,,,,,3183.0,,,4837.8,5948.0,2950.0,,2966.4,1175.4,2357.0,6144.0,2373.0,,,,1073.1,,,2870.5,,1623.9,3998.0,5497.0,,4868.3,1623.5,,-182.0,1440.9,,,,2355.0,-1270.0,4198.1,,,,,,702.0,,,2356.8,3467.0,,False,True,True,False,True,,,,True,,,True,,True,False,False,,False,True,,True,True,,,,True,True,False,,,,,,True,,,True,False
06061,345,391.0,,392.4,385.9,273.0,689.0,350.0,,,,275.4,,,304.7,,249.3,461.0,187.4,,477.3,260.5,,174.0,273.2,,,,317.0,0.0,513.0,,,,,,175.0,,,132.4,501.3,46.0,,47.4,40.9,-72.0,344.0,5.0,,,,-69.6,,,-40.3,,-95.7,116.0,-157.6,,132.3,-84.5,,-171.0,-71.8,,,,-28.0,-345.0,168.0,,,,,,-170.0,,,-212.6,156.3,,False,True,False,False,True,,,,False,,,True,,False,False,False,,False,False,,False,False,,,,True,False,False,,,,,,False,,,False,False
06063,8,9.0,,8.4,,7.0,37.0,7.0,,,,10.1,,,12.9,,,300.0,1.9,,11.2,,,2.0,4.3,,,,7.0,0.0,18.5,,,,,,,,,0.0,18.1,1.0,,0.4,,-1.0,29.0,-1.0,,,,2.1,,,4.9,,,292.0,-6.1,,3.2,,,-6.0,-3.7,,,,-1.0,-8.0,10.5,,,,,,,,,-8.0,10.1,,True,,False,False,False,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,False,False
06065,2120,5244.0,,4598.1,2862.7,3526.0,9767.0,3640.0,,,,3361.2,,,1555.9,,3467.7,5346.0,2733.1,,10804.0,3268.5,,215.0,3525.7,,,,4834.0,1645.0,5501.8,,,,,,2006.0,,,3109.0,7505.6,3124.0,,2478.1,742.7,1406.0,7647.0,1520.0,,,,1241.2,,,-564.1,,1347.7,3226.0,613.1,,8684.0,1148.5,,-1905.0,1405.7,,,,2714.0,-475.0,3381.8,,,,,,-114.0,,,989.0,5385.6,,True,True,True,False,True,,,,True,,,True,,True,False,True,,False,True,,True,True,,,,True,True,False,,,,,,True,,,True,False
06067,1563,2260.0,,2075.3,1976.1,1610.0,2831.0,2725.0,,,,1346.9,,,2065.0,,1371.8,2691.0,787.7,,2100.0,1227.5,,983.0,1477.7,,,,1858.0,90.0,2445.5,,,,,,1108.0,,,1609.9,2246.2,697.0,,512.3,413.1,47.0,1268.0,1162.0,,,,-216.1,,,502.0,,-191.2,1128.0,-775.3,,537.0,-335.5,,-580.0,-85.3,,,,295.0,-1473.0,882.5,,,,,,-455.0,,,46.9,683.2,,True,True,True,False,False,,,,True,,,True,,True,False,False,,True,True,,True,True,,,,True,False,False,,,,,,True,,,True,True
06069,77,120.0,,109.0,,78.0,232.0,73.0,,,,95.2,,,94.1,,,194.0,53.9,,54.7,59.5,,52.0,84.0,,,,102.0,29.0,134.0,,,,,,,,,36.8,162.1,43.0,,32.0,,1.0,155.0,-4.0,,,,18.2,,,17.1,,,117.0,-23.1,,-22.3,-17.5,,-25.0,7.0,,,,25.0,-48.0,57.0,,,,,,,,,-40.2,85.1,,True,,True,False,True,,,,True,,,True,,,False,True,,True,True,,True,True,,,,True,False,False,,,,,,,,,True,False
06071,2676,3655.0,,3790.1,2850.7,3274.0,6606.0,1753.0,,,,2514.0,,,3081.3,,2218.4,4085.0,1035.3,,6667.7,2655.5,,1806.0,3274.3,,,,3062.0,685.0,5041.5,,,,,,4752.0,,,1550.3,9439.1,979.0,,1114.1,174.7,598.0,3930.0,-923.0,,,,-162.0,,,405.3,,-457.6,1409.0,-1640.7,,3991.7,-20.5,,-870.0,598.3,,,,386.0,-1991.0,2365.5,,,,,,2076.0,,,-1125.7,6763.1,,False,True,True,False,True,,,,True,,,True,,True,False,False,,False,True,,True,True,,,,True,False,False,,,,,,False,,,False,False
06073,4831,6348.0,,6389.1,5545.7,4826.0,7884.0,5606.0,,,,4327.6,,,6383.6,,4825.7,6323.0,4689.0,,9246.6,4147.0,,3235.0,4428.2,,,,6321.0,1610.0,4230.0,,,,,,4133.0,,,4798.6,7950.2,1517.0,,1558.1,714.7,-5.0,3053.0,775.0,,,,-503.4,,,1552.6,,-5.3,1492.0,-142.0,,4415.6,-684.0,,-1596.0,-402.8,,,,1490.0,-3221.0,-601.0,,,,,,-698.0,,,-32.4,3119.2,,False,True,True,False,True,,,,True,,,False,,True,True,True,,False,True,,False,True,,,,True,False,True,,,,,,True,,,True,False
06075,567,950.0,,967.9,867.9,763.0,1274.0,1023.0,,,,582.4,,,789.5,,693.1,740.0,573.7,,1015.5,,,689.0,722.1,,,,888.0,0.0,1245.6,,,,,,612.0,,,785.8,973.2,383.0,,400.9,300.9,196.0,707.0,456.0,,,,15.4,,,222.5,,126.1,173.0,6.7,,448.5,,,122.0,155.1,,,,321.0,-567.0,678.6,,,,,,45.0,,,218.8,406.2,,False,True,True,False,False,,,,True,,,True,,True,True,True,,False,,,True,True,,,,True,False,False,,,,,,True,,,True,False
06077,922,1350.0,,1365.9,1031.9,1234.0,2669.0,1252.0,,,,970.2,,,732.2,,1303.5,1441.0,969.7,,1763.8,868.5,,192.0,917.4,,,,1300.0,359.0,1334.8,,,,,,1242.0,,,666.9,1983.9,428.0,,443.9,109.9,312.0,1747.0,330.0,,,,48.2,,,-189.8,,381.5,519.0,47.7,,841.8,-53.5,,-730.0,-4.6,,,,378.0,-563.0,412.8,,,,,,320.0,,,-255.1,1061.9,,False,True,True,False,True,,,,True,,,True,,True,False,True,,False,True,,False,True,,,,True,False,True,,,,,,True,,,True,False
06079,451,422.0,,397.0,,384.0,918.0,399.0,,,,351.6,,,246.0,,351.3,728.0,364.0,,717.5,187.0,,1.0,301.2,,,,511.0,69.0,502.2,,,,,,166.0,,,370.6,662.8,-29.0,,-54.0,,-67.0,467.0,-52.0,,,,-99.4,,,-205.0,,-99.7,277.0,-87.0,,266.5,-264.0,,-450.0,-149.8,,,,60.0,-382.0,51.2,,,,,,-285.0,,,-80.4,211.8,,False,,False,False,False,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,,,False,False
06081,635,932.0,,948.5,785.4,755.0,1535.0,772.0,,,,717.7,,,780.2,,651.7,1001.0,755.0,,1398.6,622.0,,574.0,750.2,,,,932.0,0.0,1319.1,,,,,,617.0,,,739.3,1124.9,297.0,,313.5,150.4,120.0,900.0,137.0,,,,82.7,,,145.2,,16.7,366.0,120.0,,763.6,-13.0,,-61.0,115.2,,,,297.0,-635.0,684.1,,,,,,-18.0,,,104.3,489.9,,False,True,True,False,True,,,,True,,,True,,True,False,True,,False,True,,True,True,,,,False,False,False,,,,,,True,,,True,False
06083,704,973.0,,910.3,847.8,769.0,1366.0,835.0,,,,644.6,,,754.2,,768.8,1180.0,800.9,,1311.7,567.5,,396.0,766.9,,,,1043.0,372.0,620.0,,,,,,610.0,,,751.3,1158.6,269.0,,206.3,143.8,65.0,662.0,131.0,,,,-59.4,,,50.2,,64.8,476.0,96.9,,607.7,-136.5,,-308.0,62.9,,,,339.0,-332.0,-84.0,,,,,,-94.0,,,47.3,454.6,,True,True,True,False,True,,,,True,,,True,,True,False,True,,False,True,,False,True,,,,False,False,True,,,,,,True,,,True,False
06085,1690,2501.0,,2672.2,2158.5,1967.0,3496.0,2235.0,,,,1718.2,,,2909.1,,1914.9,3426.0,1555.1,,3204.0,1785.0,,1394.5,1967.1,,,,2328.0,0.0,2575.5,,,,,,1476.0,,,1241.3,3101.5,811.0,,982.2,468.5,277.0,1806.0,545.0,,,,28.2,,,1219.1,,224.9,1736.0,-134.9,,1514.0,95.0,,-295.5,277.1,,,,638.0,-1690.0,885.5,,,,,,-214.0,,,-448.7,1411.5,,False,True,True,False,True,,,,True,,,False,,True,False,True,,False,True,,True,True,,,,True,False,False,,,,,,True,,,True,False
06087,206,317.0,,341.0,,304.0,721.0,305.0,,,,257.3,,,336.8,,318.5,431.0,302.8,,457.4,211.0,,154.0,231.8,,,,367.0,66.0,352.2,,,,,,174.0,,,246.6,535.9,111.0,,135.0,,98.0,515.0,99.0,,,,51.3,,,130.8,,112.5,225.0,96.8,,251.4,5.0,,-52.0,25.8,,,,161.0,-140.0,146.2,,,,,,-32.0,,,40.6,329.9,,False,,True,False,True,,,,True,,,False,,False,False,True,,False,True,,True,True,,,,False,False,False,,,,,,True,,,True,False
