,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
19039,112,116.0,,119.1,,88.0,36.0,,,,,48.4,,73.6,,,88.0,40.3,127.9,,,85.0,72.2,,,,142.0,117.0,,,,,,,,,,150.6,125.4,4.0,,7.1,,-24.0,-76.0,,,,,-63.6,,-38.4,,,-24.0,-71.7,15.9,,,-27.0,-39.8,,,,30.0,5.0,,,,,,,,,,38.6,13.4,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,,,,,,,,,,False,False
19041,103,240.0,,219.5,,192.0,329.0,,,,,93.6,,129.3,,,111.0,40.7,131.3,,,272.0,145.9,,,,283.0,235.0,,,,,,,,,,195.5,202.0,137.0,,116.5,,89.0,226.0,,,,,-9.4,,26.3,,,8.0,-62.3,28.3,,,169.0,42.9,,,,180.0,132.0,,,,,,,,,,92.5,99.0,,True,,True,False,,,,,True,,True,,,True,True,True,,,False,True,,,,False,True,,,,,,,,,,True,True
19043,50,124.0,,122.8,,107.0,41.0,,,,,78.8,,113.6,,,130.0,14.1,132.9,,,53.0,81.5,,,,216.0,173.2,,,,,,,,,,162.9,132.3,74.0,,72.8,,57.0,-9.0,,,,,28.8,,63.6,,,80.0,-35.9,82.9,,,3.0,31.5,,,,166.0,123.2,,,,,,,,,,112.9,82.3,,True,,True,True,,,,,True,,True,,,False,True,False,,,True,True,,,,False,False,,,,,,,,,,False,False
19045,337,376.0,,381.7,,334.0,285.0,,,,,268.3,,313.5,,,306.0,74.9,384.0,383.5,,211.0,269.2,,,,590.0,514.3,,,,,,608.5,,,,404.7,464.4,39.0,,44.7,,-3.0,-52.0,,,,,-68.7,,-23.5,,,-31.0,-262.1,47.0,46.5,,-126.0,-67.8,,,,253.0,177.3,,,,,,271.5,,,,67.7,127.4,,False,,True,False,,,,,False,,True,,,True,False,False,False,,False,False,,,,False,False,,,,,,False,,,,False,False
19047,134,248.0,,292.5,,160.0,158.0,,,,,114.5,,108.9,,,138.0,25.0,172.5,,,202.0,132.3,,,,274.0,291.2,,,,,,137.4,,,,282.7,301.8,114.0,,158.5,,26.0,24.0,,,,,-19.5,,-25.1,,,4.0,-109.0,38.5,,,68.0,-1.7,,,,140.0,157.2,,,,,,3.4,,,,148.7,167.8,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,False,,,,,,True,,,,False,False
19049,828,1064.0,,1098.6,,804.0,458.0,,,,,459.1,,566.3,,,654.0,236.6,873.8,1045.0,,737.0,684.1,,,,1184.0,1850.5,,,,,,863.9,,,,1118.9,1269.7,236.0,,270.6,,-24.0,-370.0,,,,,-368.9,,-261.7,,,-174.0,-591.4,45.8,217.0,,-91.0,-143.9,,,,356.0,1022.5,,,,,,35.9,,,,290.9,441.7,,False,,True,False,,,,,False,,False,,,True,False,True,True,,True,True,,,,False,False,,,,,,True,,,,False,False
19051,48,56.0,,60.5,,47.0,12.0,,,,,36.3,,56.6,,,74.0,6.3,55.6,,,40.0,31.6,,,,97.0,90.6,,,,,,,,,,54.4,65.4,8.0,,12.5,,-1.0,-36.0,,,,,-11.7,,8.6,,,26.0,-41.7,7.6,,,-8.0,-16.4,,,,49.0,42.6,,,,,,,,,,6.4,17.4,,False,,True,False,,,,,False,,False,,,False,False,True,,,False,False,,,,False,False,,,,,,,,,,True,False
19053,54,72.0,,70.7,,52.0,21.0,,,,,28.4,,54.2,,,67.0,18.6,52.6,,,50.0,42.4,,,,92.0,94.8,,,,,,,,,,71.8,52.6,18.0,,16.7,,-2.0,-33.0,,,,,-25.6,,0.2,,,13.0,-35.4,-1.4,,,-4.0,-11.6,,,,38.0,40.8,,,,,,,,,,17.8,-1.4,,True,,True,False,,,,,False,,True,,,True,False,True,,,True,True,,,,False,False,,,,,,,,,,True,True
19055,84,152.0,,150.3,,140.0,153.0,,,,,86.9,,116.9,,,135.0,40.9,101.4,,,173.0,92.9,,,,233.0,189.1,,,,,,,,,,173.8,121.0,68.0,,66.3,,56.0,69.0,,,,,2.9,,32.9,,,51.0,-43.1,17.4,,,89.0,8.9,,,,149.0,105.1,,,,,,,,,,89.8,37.0,,True,,True,False,,,,,True,,True,,,True,True,True,,,False,True,,,,False,False,,,,,,,,,,False,True
19057,237,572.0,,589.4,,414.0,1005.0,,,,,223.7,,414.7,,,501.0,73.4,408.9,377.5,,218.0,311.2,,,,612.0,461.2,,,,,,451.8,,,,519.2,470.9,335.0,,352.4,,177.0,768.0,,,,,-13.3,,177.7,,,264.0,-163.6,171.9,140.5,,-19.0,74.2,,,,375.0,224.2,,,,,,214.8,,,,282.2,233.9,,False,,True,False,,,,,True,,True,,,True,True,True,True,,True,True,,,,False,True,,,,,,True,,,,True,True
19059,106,164.0,,175.1,,98.0,91.0,,,,,104.6,,91.7,,,117.0,22.4,140.4,,,51.0,99.7,,,,209.0,321.8,,,,,,,,,,186.4,72.2,58.0,,69.1,,-8.0,-15.0,,,,,-1.4,,-14.3,,,11.0,-83.6,34.4,,,-55.0,-6.3,,,,103.0,215.8,,,,,,,,,,80.4,-33.8,,False,,True,True,,,,,True,,True,,,True,False,True,,,True,True,,,,False,False,,,,,,,,,,False,True
19061,587,1260.0,,1231.4,,832.0,807.0,,,,,563.0,,794.1,,,769.0,168.5,731.1,799.5,,907.5,802.4,,,,1443.0,1391.1,,,,,,792.6,,,,1111.9,1115.9,673.0,,644.4,,245.0,220.0,,,,,-24.0,,207.1,,,182.0,-418.5,144.1,212.5,,320.5,215.4,,,,856.0,804.1,,,,,,205.6,,,,524.9,528.9,,True,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,False,False,,,,,,True,,,,True,True
19063,27,40.0,,49.8,,52.0,21.0,,,,,63.0,,43.3,,,65.0,6.9,80.7,,,17.0,37.8,,,,97.0,195.3,,,,,,,,,,67.8,74.8,13.0,,22.8,,25.0,-6.0,,,,,36.0,,16.3,,,38.0,-20.1,53.7,,,-10.0,10.8,,,,70.0,168.3,,,,,,,,,,40.8,47.8,,False,,False,True,,,,,False,,False,,,False,False,False,,,True,True,,,,False,False,,,,,,,,,,False,False
19065,98,256.0,,262.6,,188.0,191.0,,,,,107.3,,174.5,,,168.0,100.8,197.4,,,190.0,147.1,,,,334.0,251.6,,,,,,,,,,340.0,230.6,158.0,,164.6,,90.0,93.0,,,,,9.3,,76.5,,,70.0,2.8,99.4,,,92.0,49.1,,,,236.0,153.6,,,,,,,,,,242.0,132.6,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,,,,,,,,,,False,True
19067,48,140.0,,136.8,,117.0,81.0,,,,,71.8,,109.6,,,120.0,35.6,103.8,,,119.0,90.3,,,,203.0,181.1,,,,,,,,,,143.8,141.1,92.0,,88.8,,69.0,33.0,,,,,23.8,,61.6,,,72.0,-12.4,55.8,,,71.0,42.3,,,,155.0,133.1,,,,,,,,,,95.8,93.1,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,False,,,,,,,,,,False,False
19069,49,84.0,,97.9,,71.0,35.0,,,,,55.1,,60.7,,,78.0,23.6,94.6,,,56.0,55.2,,,,137.0,121.1,,,,,,,,,,121.7,102.9,35.0,,48.9,,22.0,-14.0,,,,,6.1,,11.7,,,29.0,-25.4,45.6,,,7.0,6.2,,,,88.0,72.1,,,,,,,,,,72.7,53.9,,False,,True,True,,,,,True,,True,,,True,True,False,,,True,True,,,,False,False,,,,,,,,,,False,False
19071,24,84.0,,89.7,,50.0,13.0,,,,,29.6,,49.5,,,56.0,43.2,39.9,,,44.0,46.6,,,,100.0,87.8,,,,,,,,,,86.8,49.6,60.0,,65.7,,26.0,-11.0,,,,,5.6,,25.5,,,32.0,19.2,15.9,,,20.0,22.6,,,,76.0,63.8,,,,,,,,,,62.8,25.6,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,False,,,,,,,,,,False,True
19073,25,36.0,,32.8,,36.0,5.0,,,,,31.4,,50.0,,,57.0,29.7,44.8,,,28.0,29.6,,,,93.0,56.5,,,,,,,,,,48.8,68.1,11.0,,7.8,,11.0,-20.0,,,,,6.4,,25.0,,,32.0,4.7,19.8,,,3.0,4.6,,,,68.0,31.5,,,,,,,,,,23.8,43.1,,True,,False,False,,,,,True,,False,,,False,True,False,,,True,True,,,,False,False,,,,,,,,,,False,False
19075,69,100.0,,102.5,,89.0,64.0,,,,,71.4,,84.1,,,98.0,26.0,109.6,,,59.0,61.5,,,,193.0,154.1,,,,,,,,,,112.3,116.1,31.0,,33.5,,20.0,-5.0,,,,,2.4,,15.1,,,29.0,-43.0,40.6,,,-10.0,-7.5,,,,124.0,85.1,,,,,,,,,,43.3,47.1,,False,,True,True,,,,,True,,True,,,True,False,False,,,True,True,,,,False,False,,,,,,,,,,False,False
19077,32,80.0,,73.4,,63.0,21.0,,,,,50.5,,65.4,,,72.0,11.6,68.5,,,48.0,50.4,,,,115.0,145.6,,,,,,,,,,111.8,88.3,48.0,,41.4,,31.0,-11.0,,,,,18.5,,33.4,,,40.0,-20.4,36.5,,,16.0,18.4,,,,83.0,113.6,,,,,,,,,,79.8,56.3,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,False,,,,,,,,,,False,False
19079,97,176.0,,172.3,,116.0,69.0,,,,,78.4,,101.0,,,105.0,52.1,131.0,,,142.0,95.6,,,,225.0,196.0,,,,,,,,,,168.1,124.3,79.0,,75.3,,19.0,-28.0,,,,,-18.6,,4.0,,,8.0,-44.9,34.0,,,45.0,-1.4,,,,128.0,99.0,,,,,,,,,,71.1,27.3,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,False,,,,,,,,,,True,True
19081,50,108.0,,105.4,,87.0,27.0,,,,,75.9,,64.9,,,78.0,20.8,73.8,,,88.0,72.0,,,,161.0,323.4,,,,,,,,,,137.1,105.5,58.0,,55.4,,37.0,-23.0,,,,,25.9,,14.9,,,28.0,-29.2,23.8,,,38.0,22.0,,,,111.0,273.4,,,,,,,,,,87.1,55.5,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,False,,,,,,,,,,False,True
19083,92,120.0,,120.2,,102.0,36.0,,,,,69.0,,104.7,,,124.0,18.1,93.6,,,96.0,105.1,,,,246.0,177.2,,,,,,,,,,104.0,152.9,28.0,,28.2,,10.0,-56.0,,,,,-23.0,,12.7,,,32.0,-73.9,1.6,,,4.0,13.1,,,,154.0,85.2,,,,,,,,,,12.0,60.9,,False,,True,False,,,,,True,,True,,,False,False,True,,,True,True,,,,False,False,,,,,,,,,,True,False
19085,71,148.0,,147.7,,106.0,47.0,,,,,95.7,,93.7,,,92.0,32.9,108.5,,,108.0,84.8,,,,192.0,293.6,,,,,,,,,,197.1,151.7,77.0,,76.7,,35.0,-24.0,,,,,24.7,,22.7,,,21.0,-38.1,37.5,,,37.0,13.8,,,,121.0,222.6,,,,,,,,,,126.1,80.7,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,False,,,,,,,,,,False,False
19087,104,164.0,,169.2,,140.0,130.0,,,,,148.9,,126.9,,,133.0,27.3,146.4,,,105.0,93.6,,,,304.0,428.4,,,,,,214.7,,,,152.9,300.7,60.0,,65.2,,36.0,26.0,,,,,44.9,,22.9,,,29.0,-76.7,42.4,,,1.0,-10.4,,,,200.0,324.4,,,,,,110.7,,,,48.9,196.7,,False,,True,True,,,,,True,,True,,,True,False,True,,,True,True,,,,False,False,,,,,,False,,,,True,False
19089,119,120.0,,110.1,,78.0,36.0,,,,,57.3,,80.6,,,78.0,34.7,84.7,,,62.0,76.4,,,,138.0,160.4,,,,,,,,,,132.0,104.0,1.0,,-8.9,,-41.0,-83.0,,,,,-61.7,,-38.4,,,-41.0,-84.3,-34.3,,,-57.0,-42.6,,,,19.0,41.4,,,,,,,,,,13.0,-15.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,,,,,,,,,,False,False
19091,52,96.0,,85.2,,71.0,32.0,,,,,59.8,,61.1,,,75.0,15.5,62.4,,,75.0,48.6,,,,131.0,215.5,,,,,,,,,,83.1,66.2,44.0,,33.2,,19.0,-20.0,,,,,7.8,,9.1,,,23.0,-36.5,10.4,,,23.0,-3.4,,,,79.0,163.5,,,,,,,,,,31.1,14.2,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,False,,,,,,,,,,True,True
19093,47,84.0,,81.5,,58.0,,,,,,37.0,,51.1,,,53.0,13.8,46.3,,,58.0,43.5,,,,109.0,157.0,,,,,,,,,,60.9,79.2,37.0,,34.5,,11.0,,,,,,-10.0,,4.1,,,6.0,-33.2,-0.7,,,11.0,-3.5,,,,62.0,110.0,,,,,,,,,,13.9,32.2,,True,,True,,,,,,True,,True,,,True,True,True,,,True,True,,,,False,False,,,,,,,,,,True,True
19095,88,196.0,,189.4,,135.0,297.0,,,,,69.6,,118.3,,,119.0,54.1,107.3,,,151.0,120.8,,,,259.0,147.4,,,,,,,,,,261.1,140.4,108.0,,101.4,,47.0,209.0,,,,,-18.4,,30.3,,,31.0,-33.9,19.3,,,63.0,32.8,,,,171.0,59.4,,,,,,,,,,173.1,52.4,,True,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,,,,,,,,,,False,True
19097,126,164.0,,171.2,,126.0,124.0,,,,,102.1,,130.6,,,108.0,40.7,133.8,,,103.0,122.4,,,,277.0,212.3,,,,,,,,,,168.0,170.4,38.0,,45.2,,0.0,-2.0,,,,,-23.9,,4.6,,,-18.0,-85.3,7.8,,,-23.0,-3.6,,,,151.0,86.3,,,,,,,,,,42.0,44.4,,False,,True,True,,,,,True,,True,,,True,False,True,,,True,True,,,,False,False,,,,,,,,,,False,False
19099,376,480.0,,475.3,,413.0,434.0,,,,,196.1,,306.4,,,277.0,161.4,429.1,389.0,,454.5,357.4,,,,551.0,672.4,,,,,,315.7,,,,475.7,483.3,104.0,,99.3,,37.0,58.0,,,,,-179.9,,-69.6,,,-99.0,-214.6,53.1,13.0,,78.5,-18.6,,,,175.0,296.4,,,,,,-60.3,,,,99.7,107.3,,True,,True,True,,,,,False,,True,,,True,False,True,True,,True,True,,,,False,False,,,,,,True,,,,True,False
19101,47,104.0,,100.7,,94.0,32.0,,,,,78.9,,112.8,,,118.0,16.1,113.0,,,33.0,76.9,,,,114.0,282.6,,,,,,,,,,180.5,166.9,57.0,,53.7,,47.0,-15.0,,,,,31.9,,65.8,,,71.0,-30.9,66.0,,,-14.0,29.9,,,,67.0,235.6,,,,,,,,,,133.5,119.9,,True,,True,True,,,,,True,,False,,,False,True,False,,,True,True,,,,False,False,,,,,,,,,,False,False
19103,621,1056.0,,1070.3,,853.0,726.0,,,,,671.1,,812.9,,883.9,1043.0,343.7,980.9,1267.0,,795.0,698.3,,,,1656.0,1135.3,,,,,,806.0,622.0,,,1007.6,1105.5,435.0,,449.3,,232.0,105.0,,,,,50.1,,191.9,,262.9,422.0,-277.3,359.9,646.0,,174.0,77.3,,,,1035.0,514.3,,,,,,185.0,1.0,,,386.6,484.5,,False,,True,True,,,,,True,,True,,True,True,True,True,False,,True,True,,,,False,False,,,,,,True,True,,,True,False
19105,90,200.0,,182.0,,153.0,,,,,,136.1,,100.7,,,156.0,22.3,134.7,,,155.0,110.9,,,,300.0,110.8,,,,,,491.8,,,,202.9,470.8,110.0,,92.0,,63.0,,,,,,46.1,,10.7,,,66.0,-67.7,44.7,,,65.0,20.9,,,,210.0,20.8,,,,,,401.8,,,,112.9,380.8,,True,,True,,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,,,,,,False,,,,False,False
19107,43,80.0,,70.0,,43.0,16.0,,,,,37.3,,67.5,,,83.0,12.3,47.5,,,34.0,39.3,,,,145.0,55.6,,,,,,,,,,49.3,103.2,37.0,,27.0,,0.0,-27.0,,,,,-5.7,,24.5,,,40.0,-30.7,4.5,,,-9.0,-3.7,,,,102.0,12.6,,,,,,,,,,6.3,60.2,,True,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,True,,,,,,,,,,True,False
19109,156,320.0,,324.3,,209.0,126.0,,,,,113.5,,132.4,,,103.0,74.1,170.8,,,274.0,214.8,,,,296.0,414.4,,,,,,,,,,320.2,223.2,164.0,,168.3,,53.0,-30.0,,,,,-42.5,,-23.6,,,-53.0,-81.9,14.8,,,118.0,58.8,,,,140.0,258.4,,,,,,,,,,164.2,67.2,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,False,,,,,,,,,,False,True
19111,242,424.0,,407.9,,349.0,381.0,,,,,188.4,,282.6,,,244.0,71.6,341.2,355.0,,386.0,266.7,,,,546.0,632.2,,,,,,343.8,,,,294.1,424.0,182.0,,165.9,,107.0,139.0,,,,,-53.6,,40.6,,,2.0,-170.4,99.2,113.0,,144.0,24.7,,,,304.0,390.2,,,,,,101.8,,,,52.1,182.0,,True,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,False,False,,,,,,True,,,,True,True
19113,1165,1456.0,,1431.8,,1275.0,1939.0,,,,,820.1,,1126.7,,1171.3,1745.0,327.4,1563.5,1444.0,,1204.0,1109.3,,,,2404.0,2004.2,,,,,,2376.1,963.0,,,1493.5,1280.0,291.0,,266.8,,110.0,774.0,,,,,-344.9,,-38.3,,6.3,580.0,-837.6,398.5,279.0,,39.0,-55.7,,,,1239.0,839.2,,,,,,1211.1,-202.0,,,328.5,115.0,,True,,True,False,,,,,False,,True,,True,False,False,False,True,,True,True,,,,False,False,,,,,,False,True,,,False,True
19115,41,84.0,,97.4,,65.0,23.0,,,,,68.2,,66.6,,,77.0,11.4,71.6,,,30.0,47.1,,,,149.0,65.4,,,,,,,,,,138.5,104.2,43.0,,56.4,,24.0,-18.0,,,,,27.2,,25.6,,,36.0,-29.6,30.6,,,-11.0,6.1,,,,108.0,24.4,,,,,,,,,,97.5,63.2,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,,,,,,,,,,False,False
19117,29,80.0,,91.4,,60.0,11.0,,,,,49.4,,64.4,,,93.0,4.4,66.1,,,21.0,41.2,,,,114.0,89.1,,,,,,,,,,71.4,82.1,51.0,,62.4,,31.0,-18.0,,,,,20.4,,35.4,,,64.0,-24.6,37.1,,,-8.0,12.2,,,,85.0,60.1,,,,,,,,,,42.4,53.1,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,,,,,,,,,,True,False
19119,65,156.0,,158.0,,105.0,88.0,,,,,78.6,,82.0,,,67.0,23.5,106.0,,,116.0,81.9,,,,174.0,199.1,,,,,,,,,,186.3,150.5,91.0,,93.0,,40.0,23.0,,,,,13.6,,17.0,,,2.0,-41.5,41.0,,,51.0,16.9,,,,109.0,134.1,,,,,,,,,,121.3,85.5,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,False,,,,,,,,,,False,True
19121,143,200.0,,239.6,,146.0,60.0,,,,,81.9,,144.6,,,128.0,68.3,186.7,,,164.0,149.7,,,,216.0,239.3,,,,,,,,,,215.7,142.9,57.0,,96.6,,3.0,-83.0,,,,,-61.1,,1.6,,,-15.0,-74.7,43.7,,,21.0,6.7,,,,73.0,96.3,,,,,,,,,,72.7,-0.1,,False,,True,False,,,,,False,,True,,,True,False,True,,,True,True,,,,False,False,,,,,,,,,,False,True
19123,144,276.0,,256.8,,218.0,218.0,,,,,117.7,,171.5,,,189.0,55.5,185.4,,,218.0,152.0,,,,327.0,367.6,,,,,,,,,,297.7,271.0,132.0,,112.8,,74.0,74.0,,,,,-26.3,,27.5,,,45.0,-88.5,41.4,,,74.0,8.0,,,,183.0,223.6,,,,,,,,,,153.7,127.0,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,False,,,,,,,,,,False,True
19125,257,288.0,,281.2,,276.0,181.0,,,,,181.9,,228.1,,,300.0,74.2,257.2,327.5,,213.0,204.8,,,,395.0,592.1,,,,,,252.1,,,,356.4,347.7,31.0,,24.2,,19.0,-76.0,,,,,-75.1,,-28.9,,,43.0,-182.8,0.2,70.5,,-44.0,-52.2,,,,138.0,335.1,,,,,,-4.9,,,,99.4,90.7,,True,,True,False,,,,,False,,True,,,False,False,True,False,,False,False,,,,False,False,,,,,,True,,,,False,False
19127,262,208.0,,154.8,,182.0,49.0,,,,,202.7,,186.8,,,377.0,28.8,262.2,273.0,,101.0,147.5,,,,434.0,220.4,,,,,,313.4,,,,238.8,267.6,-54.0,,-107.2,,-80.0,-213.0,,,,,-59.3,,-75.2,,,115.0,-233.2,0.2,11.0,,-161.0,-114.5,,,,172.0,-41.6,,,,,,51.4,,,,-23.2,5.6,,False,,False,False,,,,,False,,False,,,False,False,True,True,,False,False,,,,False,True,,,,,,True,,,,True,True
19129,76,100.0,,91.2,,79.0,30.0,,,,,62.0,,92.9,,,155.0,16.4,94.1,,,78.0,56.3,,,,158.0,123.6,,,,,,,,,,74.4,106.9,24.0,,15.2,,3.0,-46.0,,,,,-14.0,,16.9,,,79.0,-59.6,18.1,,,2.0,-19.7,,,,82.0,47.6,,,,,,,,,,-1.6,30.9,,True,,True,False,,,,,True,,True,,,False,False,True,,,True,True,,,,False,False,,,,,,,,,,True,False
19131,23,48.0,,47.7,,60.0,22.0,,,,,66.7,,61.8,,,91.0,20.7,87.6,,,2.0,45.5,,,,132.0,175.3,,,,,,,,,,80.1,99.5,25.0,,24.7,,37.0,-1.0,,,,,43.7,,38.8,,,68.0,-2.3,64.6,,,-21.0,22.5,,,,109.0,152.3,,,,,,,,,,57.1,76.5,,True,,False,True,,,,,False,,False,,,False,True,False,,,True,True,,,,False,False,,,,,,,,,,False,False
19133,89,148.0,,147.2,,136.0,157.0,,,,,42.6,,85.0,,,49.0,38.0,93.8,,,225.0,138.6,,,,139.0,134.9,,,,,,,,,,178.9,142.5,59.0,,58.2,,47.0,68.0,,,,,-46.4,,-4.0,,,-40.0,-51.0,4.8,,,136.0,49.6,,,,50.0,45.9,,,,,,,,,,89.9,53.5,,True,,True,False,,,,,True,,True,,,True,True,True,,,False,True,,,,True,True,,,,,,,,,,False,True
19135,51,68.0,,74.1,,64.0,6.0,,,,,59.0,,62.1,,,78.0,11.8,96.7,,,10.0,39.8,,,,104.0,127.8,,,,,,,,,,100.6,89.8,17.0,,23.1,,13.0,-45.0,,,,,8.0,,11.1,,,27.0,-39.2,45.7,,,-41.0,-11.2,,,,53.0,76.8,,,,,,,,,,49.6,38.8,,False,,True,False,,,,,True,,True,,,False,False,False,,,False,True,,,,False,False,,,,,,,,,,False,False
19137,75,172.0,,167.1,,116.0,57.0,,,,,56.5,,98.5,,,77.0,43.2,85.6,,,142.0,102.4,,,,158.0,144.8,,,,,,,,,,170.3,176.9,97.0,,92.1,,41.0,-18.0,,,,,-18.5,,23.5,,,2.0,-31.8,10.6,,,67.0,27.4,,,,83.0,69.8,,,,,,,,,,95.3,101.9,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,,,,,,,,,,True,False
19139,180,388.0,,411.3,,303.0,335.0,,,,,202.8,,272.9,,,287.0,124.8,288.9,499.0,,260.0,262.7,,,,507.0,321.9,,,,,,537.4,,,,334.3,351.5,208.0,,231.3,,123.0,155.0,,,,,22.8,,92.9,,,107.0,-55.2,108.9,319.0,,80.0,82.7,,,,327.0,141.9,,,,,,357.4,,,,154.3,171.5,,False,,True,True,,,,,True,,True,,,True,True,True,False,,True,True,,,,False,True,,,,,,False,,,,True,True
19141,67,96.0,,101.6,,77.0,25.0,,,,,87.3,,67.2,,,83.0,15.3,109.0,,,54.0,61.2,,,,179.0,187.9,,,,,,,,,,61.8,100.7,29.0,,34.6,,10.0,-42.0,,,,,20.3,,0.2,,,16.0,-51.7,42.0,,,-13.0,-5.8,,,,112.0,120.9,,,,,,,,,,-5.2,33.7,,False,,True,False,,,,,True,,True,,,True,False,False,,,True,True,,,,False,False,,,,,,,,,,True,False
19143,20,52.0,,57.6,,38.0,4.0,,,,,31.5,,35.6,,,42.0,8.3,28.0,,,20.0,24.8,,,,79.0,72.5,,,,,,,,,,62.9,59.9,32.0,,37.6,,18.0,-16.0,,,,,11.5,,15.6,,,22.0,-11.7,8.0,,,0.0,4.8,,,,59.0,52.5,,,,,,,,,,42.9,39.9,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,False,,,,,,,,,,False,False
