,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
17177,305,363.0,,359.4,,303.0,293.0,446.0,,,,,162.4,,256.1,,,259.0,203.5,,288.1,194.0,,230.0,250.3,,,,313.0,339.0,323.8,,,,,,357.5,,,,352.8,318.4,58.0,,54.4,,-2.0,-12.0,141.0,,,,,-142.6,,-48.9,,,-46.0,-101.5,,-16.9,-111.0,,-75.0,-54.7,,,,8.0,34.0,18.8,,,,,,52.5,,,,47.8,13.4,,True,,True,True,False,,,,,False,,True,,,True,False,,True,False,,False,True,,,,True,True,True,,,,,,True,,,,True,True
17179,701,1113.0,,1092.9,,855.0,940.0,949.0,,,,,786.4,,611.2,,,1016.0,418.4,,935.8,743.5,,746.0,772.1,,,,813.0,1024.0,1382.5,,,,,,900.4,707.0,,,693.4,906.0,412.0,,391.9,,154.0,239.0,248.0,,,,,85.4,,-89.8,,,315.0,-282.6,,234.8,42.5,,45.0,71.1,,,,112.0,323.0,681.5,,,,,,199.4,6.0,,,-7.6,205.0,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,True,True,,,True,True
17181,85,186.0,,173.8,,166.0,215.0,148.0,,,,,123.8,,164.2,,,140.0,34.4,,173.1,,,369.5,119.1,,,,149.0,155.0,190.2,,,,,,159.3,,,,147.6,237.4,101.0,,88.8,,81.0,130.0,63.0,,,,,38.8,,79.2,,,55.0,-50.6,,88.1,,,284.5,34.1,,,,64.0,70.0,105.2,,,,,,74.3,,,,62.6,152.4,,True,,True,False,True,,,,,True,,True,,,True,True,,True,,,False,True,,,,True,True,False,,,,,,True,,,,True,False
17183,452,723.0,,737.1,,591.0,720.0,657.0,,,,,520.3,,650.8,,,619.0,381.7,,605.1,416.5,,427.0,506.2,,,,607.0,657.0,953.1,,,,,,831.8,,,,422.6,946.5,271.0,,285.1,,139.0,268.0,205.0,,,,,68.3,,198.8,,,167.0,-70.3,,153.1,-35.5,,-25.0,54.2,,,,155.0,205.0,501.1,,,,,,379.8,,,,-29.4,494.5,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,False,,,,True,False
17185,50,84.0,,82.5,,72.0,91.0,37.0,,,,,70.1,,72.4,,,99.0,49.8,,81.4,,,49.0,60.2,,,,94.0,81.0,154.0,,,,,,,,,,32.4,124.6,34.0,,32.5,,22.0,41.0,-13.0,,,,,20.1,,22.4,,,49.0,-0.2,,31.4,,,-1.0,10.2,,,,44.0,31.0,104.0,,,,,,,,,,-17.6,74.6,,True,,True,False,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,,,,,True,False
17187,38,60.0,,57.9,,51.0,69.0,28.0,,,,,60.0,,121.9,,,131.0,15.0,,80.9,,,28.0,44.2,,,,28.0,86.0,130.6,,,,,,,,,,33.0,81.5,22.0,,19.9,,13.0,31.0,-10.0,,,,,22.0,,83.9,,,93.0,-23.0,,42.9,,,-10.0,6.2,,,,-10.0,48.0,92.6,,,,,,,,,,-5.0,43.5,,True,,True,False,True,,,,,True,,False,,,False,False,,False,,,True,True,,,,True,False,False,,,,,,,,,,True,False
17189,49,93.0,,106.1,,90.0,111.0,79.0,,,,,93.7,,92.3,,,118.0,25.3,,94.3,,,41.0,61.4,,,,79.0,102.0,169.3,,,,,,,,,,0.0,171.8,44.0,,57.1,,41.0,62.0,30.0,,,,,44.7,,43.3,,,69.0,-23.7,,45.3,,,-8.0,12.4,,,,30.0,53.0,120.3,,,,,,,,,,-49.0,122.8,,False,,True,False,True,,,,,False,,True,,,False,True,,False,,,True,True,,,,True,False,False,,,,,,,,,,False,False
17191,87,90.0,,91.6,,70.0,101.0,70.0,,,,,86.0,,126.7,,,147.0,34.3,,89.5,,,46.0,58.0,,,,64.0,74.0,212.4,,,,,,,,,,33.9,134.5,3.0,,4.6,,-17.0,14.0,-17.0,,,,,-1.0,,39.7,,,60.0,-52.7,,2.5,,,-41.0,-29.0,,,,-23.0,-13.0,125.4,,,,,,,,,,-53.1,47.5,,False,,False,False,False,,,,,True,,False,,,False,False,,True,,,False,False,,,,False,False,False,,,,,,,,,,False,False
17193,119,255.0,,272.4,,174.0,192.0,159.0,,,,,100.2,,165.2,,,111.0,60.0,,133.2,,,216.0,151.2,,,,167.0,156.0,167.6,,,,,,,,,,220.6,235.5,136.0,,153.4,,55.0,73.0,40.0,,,,,-18.8,,46.2,,,-8.0,-59.0,,14.2,,,97.0,32.2,,,,48.0,37.0,48.6,,,,,,,,,,101.6,116.5,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,,True,True
17195,289,447.0,,457.4,,374.0,353.0,561.0,,,,,262.7,,496.9,,,367.0,298.6,,475.1,400.0,,191.0,290.6,,,,348.0,438.0,414.4,,,,,,314.8,,,,419.5,424.5,158.0,,168.4,,85.0,64.0,272.0,,,,,-26.3,,207.9,,,78.0,9.6,,186.1,111.0,,-98.0,1.6,,,,59.0,149.0,125.4,,,,,,25.8,,,,130.5,135.5,,False,,True,True,False,,,,,True,,False,,,True,True,,False,True,,True,True,,,,True,True,True,,,,,,True,,,,True,True
17197,2997,4725.0,,4396.0,5611.9,4131.0,4045.0,4334.0,,,,,2990.9,,4248.4,,3511.4,5037.0,2016.6,,5048.0,5185.0,,3179.5,3363.1,,,,3598.0,4113.0,5454.3,,,,,,5341.1,2976.0,,,4162.6,4371.1,1728.0,,1399.0,2614.9,1134.0,1048.0,1337.0,,,,,-6.1,,1251.4,,514.4,2040.0,-980.4,,2051.0,2188.0,,182.5,366.1,,,,601.0,1116.0,2457.3,,,,,,2344.1,-21.0,,,1165.6,1374.1,,True,False,True,True,True,,,,,True,,True,,True,False,True,,False,False,,True,True,,,,True,True,False,,,,,,False,True,,,True,True
17199,232,540.0,,512.2,,443.0,491.0,251.0,,,,,462.9,,433.6,,,561.0,128.6,,597.4,441.5,,254.0,344.1,,,,411.0,478.0,830.6,,,,,,704.7,,,,414.1,616.9,308.0,,280.2,,211.0,259.0,19.0,,,,,230.9,,201.6,,,329.0,-103.4,,365.4,209.5,,22.0,112.1,,,,179.0,246.0,598.6,,,,,,472.7,,,,182.1,384.9,,True,,True,True,True,,,,,True,,True,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,False,,,,True,False
17201,933,1497.0,,1456.5,,1217.0,1483.0,1033.0,,,,,1230.9,,2220.1,,,1653.0,504.5,,1780.8,1595.5,,625.0,914.7,,,,1124.0,1658.0,2683.0,,,,,,1502.5,782.0,,,1064.1,1669.7,564.0,,523.5,,284.0,550.0,100.0,,,,,297.9,,1287.1,,,720.0,-428.5,,847.8,662.5,,-308.0,-18.3,,,,191.0,725.0,1750.0,,,,,,569.5,-151.0,,,131.1,736.7,,True,,True,True,True,,,,,True,,False,,,False,True,,False,False,,True,True,,,,True,False,False,,,,,,False,True,,,True,False
17203,179,315.0,,306.4,,301.0,310.0,322.0,,,,,185.3,,318.1,,,284.0,371.3,,305.4,340.0,,227.0,242.7,,,,286.0,305.0,445.7,,,,,,233.3,,,,269.2,348.1,136.0,,127.4,,122.0,131.0,143.0,,,,,6.3,,139.1,,,105.0,192.3,,126.4,161.0,,48.0,63.7,,,,107.0,126.0,266.7,,,,,,54.3,,,,90.2,169.1,,True,,True,True,False,,,,,True,,False,,,True,False,,True,False,,True,True,,,,True,True,False,,,,,,True,,,,True,False
18001,104,225.0,,186.8,,168.0,199.0,130.0,,,,,143.6,,212.0,,,358.0,39.4,,153.3,250.5,,112.0,127.3,,,,182.0,210.0,334.5,,,,,,,,,,68.4,247.1,121.0,,82.8,,64.0,95.0,26.0,,,,,39.6,,108.0,,,254.0,-64.6,,49.3,146.5,,8.0,23.3,,,,78.0,106.0,230.5,,,,,,,,,,-35.6,143.1,,True,,True,True,True,,,,,True,,True,,,False,True,,True,False,,True,True,,,,True,True,False,,,,,,,,,,True,False
18003,1767,2439.0,,2261.3,2863.6,2075.0,2281.0,1341.0,,,,,1745.5,,1902.7,,,3212.0,657.5,,2681.8,2430.0,,1500.5,1690.5,,,,2055.0,2212.0,3290.9,,,,,,2990.1,1334.0,,,903.9,2836.8,672.0,,494.3,1096.6,308.0,514.0,-426.0,,,,,-21.5,,135.7,,,1445.0,-1109.5,,914.8,663.0,,-266.5,-76.5,,,,288.0,445.0,1523.9,,,,,,1223.1,-433.0,,,-863.1,1069.8,,True,False,True,True,True,,,,,True,,True,,,False,False,,False,True,,True,True,,,,True,True,False,,,,,,False,True,,,False,False
18005,521,942.0,,938.6,,756.0,696.0,1065.0,,,,,440.4,,567.7,,,672.0,296.9,,514.8,756.0,,524.0,588.4,,,,833.0,615.0,937.3,,,,,,1240.4,,,,869.8,799.1,421.0,,417.6,,235.0,175.0,544.0,,,,,-80.6,,46.7,,,151.0,-224.1,,-6.2,235.0,,3.0,67.4,,,,312.0,94.0,416.3,,,,,,719.4,,,,348.8,278.1,,True,,True,True,False,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,False,,,,True,True
18007,23,60.0,,58.6,,41.0,48.0,39.0,,,,,50.9,,87.0,,,51.0,23.9,,38.9,,,34.0,39.1,,,,57.0,42.0,58.8,,,,,,,,,,22.7,68.6,37.0,,35.6,,18.0,25.0,16.0,,,,,27.9,,64.0,,,28.0,0.9,,15.9,,,11.0,16.1,,,,34.0,19.0,35.8,,,,,,,,,,-0.3,45.6,,True,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,,True,False
18009,62,84.0,,66.1,,68.0,73.0,90.0,,,,,68.9,,72.9,,,98.0,30.2,,62.4,,,29.0,51.2,,,,78.0,46.0,150.1,,,,,,,,,,66.3,98.1,22.0,,4.1,,6.0,11.0,28.0,,,,,6.9,,10.9,,,36.0,-31.8,,0.4,,,-33.0,-10.8,,,,16.0,-16.0,88.1,,,,,,,,,,4.3,36.1,,True,,True,True,False,,,,,True,,True,,,False,False,,True,,,False,True,,,,True,True,False,,,,,,,,,,True,False
18011,328,525.0,,521.6,,404.0,491.0,317.0,,,,,363.1,,397.6,,,408.0,166.3,,368.6,461.0,,287.0,365.8,,,,455.0,373.0,739.0,,,,,,697.5,,,,361.8,681.7,197.0,,193.6,,76.0,163.0,-11.0,,,,,35.1,,69.6,,,80.0,-161.7,,40.6,133.0,,-41.0,37.8,,,,127.0,45.0,411.0,,,,,,369.5,,,,33.8,353.7,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,False,,,,True,False
18013,36,69.0,,65.5,,50.0,70.0,25.0,,,,,64.2,,82.9,,,103.0,14.7,,53.6,,,33.0,44.0,,,,57.0,51.0,149.4,,,,,,,,,,12.0,97.9,33.0,,29.5,,14.0,34.0,-11.0,,,,,28.2,,46.9,,,67.0,-21.3,,17.6,,,-3.0,8.0,,,,21.0,15.0,113.4,,,,,,,,,,-24.0,61.9,,True,,True,False,True,,,,,True,,False,,,False,True,,True,,,True,True,,,,True,True,False,,,,,,,,,,True,False
18015,94,222.0,,227.1,,161.0,164.0,221.0,,,,,102.4,,223.8,,,116.0,89.4,,139.0,,,142.0,153.8,,,,232.0,148.0,180.7,,,,,,,,,,190.8,188.8,128.0,,133.1,,67.0,70.0,127.0,,,,,8.4,,129.8,,,22.0,-4.6,,45.0,,,48.0,59.8,,,,138.0,54.0,86.7,,,,,,,,,,96.8,94.8,,False,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,,,,True,True
18017,310,576.0,,567.9,,386.0,467.0,0.0,,,,,295.8,,494.7,,,268.0,106.9,,307.1,356.5,,337.0,346.5,,,,516.0,395.0,530.8,,,,,,512.4,,,,432.3,702.8,266.0,,257.9,,76.0,157.0,-310.0,,,,,-14.2,,184.7,,,-42.0,-203.1,,-2.9,46.5,,27.0,36.5,,,,206.0,85.0,220.8,,,,,,202.4,,,,122.3,392.8,,True,,True,True,False,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,,,,True,False
18019,699,1242.0,,1213.7,,1017.0,1048.0,859.0,,,,,859.2,,847.0,,,1153.0,557.6,,854.3,927.5,,854.0,915.5,,,,1126.0,757.0,1309.8,,,,,,1373.2,,,,1143.6,1288.3,543.0,,514.7,,318.0,349.0,160.0,,,,,160.2,,148.0,,,454.0,-141.4,,155.3,228.5,,155.0,216.5,,,,427.0,58.0,610.8,,,,,,674.2,,,,444.6,589.3,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,False,,,,True,False
18021,101,165.0,,174.6,,135.0,165.0,102.0,,,,,136.8,,150.1,,,205.0,45.7,,139.9,,,74.0,104.8,,,,136.0,126.0,340.6,,,,,,209.1,,,,99.7,233.1,64.0,,73.6,,34.0,64.0,1.0,,,,,35.8,,49.1,,,104.0,-55.3,,38.9,,,-27.0,3.8,,,,35.0,25.0,239.6,,,,,,108.1,,,,-1.3,132.1,,False,,True,False,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,False,,,,,,False,,,,True,False
18023,111,222.0,,208.0,,175.0,224.0,143.0,,,,,190.0,,211.4,,,224.0,60.5,,233.3,227.5,,110.0,166.0,,,,176.0,181.0,444.0,,,,,,158.5,,,,36.5,303.4,111.0,,97.0,,64.0,113.0,32.0,,,,,79.0,,100.4,,,113.0,-50.5,,122.3,116.5,,-1.0,55.0,,,,65.0,70.0,333.0,,,,,,47.5,,,,-74.5,192.4,,True,,True,False,True,,,,,True,,True,,,False,True,,False,False,,True,True,,,,True,True,False,,,,,,True,,,,True,False
18025,70,84.0,,100.2,,76.0,83.0,64.0,,,,,66.7,,84.5,,,67.0,65.9,,51.0,,,50.0,63.9,,,,97.0,64.0,127.1,,,,,,,,,,82.0,113.2,14.0,,30.2,,6.0,13.0,-6.0,,,,,-3.3,,14.5,,,-3.0,-4.1,,-19.0,,,-20.0,-6.1,,,,27.0,-6.0,57.1,,,,,,,,,,12.0,43.2,,False,,True,True,True,,,,,True,,False,,,True,True,,False,,,False,True,,,,False,True,False,,,,,,,,,,True,False
18027,75,171.0,,189.6,,178.0,180.0,146.0,,,,,155.9,,221.4,,,260.0,98.1,,181.6,210.5,,61.0,112.4,,,,170.0,165.0,399.1,,,,,,212.1,,,,44.6,229.0,96.0,,114.6,,103.0,105.0,71.0,,,,,80.9,,146.4,,,185.0,23.1,,106.6,135.5,,-14.0,37.4,,,,95.0,90.0,324.1,,,,,,137.1,,,,-30.4,154.0,,False,,False,False,True,,,,,True,,False,,,False,True,,False,False,,True,True,,,,True,True,False,,,,,,False,,,,True,False
18029,358,621.0,,630.1,,448.0,461.0,442.0,,,,,355.3,,445.4,,,486.0,338.5,,437.3,421.0,,456.5,447.4,,,,609.0,432.0,474.7,,,,,,646.8,,,,270.2,496.4,263.0,,272.1,,90.0,103.0,84.0,,,,,-2.7,,87.4,,,128.0,-19.5,,79.3,63.0,,98.5,89.4,,,,251.0,74.0,116.7,,,,,,288.8,,,,-87.8,138.4,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,False,,,,True,True
18031,151,186.0,,192.4,,159.0,171.0,123.0,,,,,147.7,,133.3,,108.1,223.0,49.3,,129.4,,,111.0,128.8,,,,134.0,167.0,295.9,,,,,,197.0,,,,138.2,198.6,35.0,,41.4,,8.0,20.0,-28.0,,,,,-3.3,,-17.7,,-42.9,72.0,-101.7,,-21.6,,,-40.0,-22.2,,,,-17.0,16.0,144.9,,,,,,46.0,,,,-12.8,47.6,,False,,True,True,True,,,,,True,,True,,False,False,False,,True,,,False,True,,,,True,True,False,,,,,,False,,,,True,False
18033,229,330.0,,354.7,,252.0,292.0,270.0,,,,,185.8,,267.5,,,365.0,117.3,,307.9,208.5,,213.0,210.2,,,,274.0,276.0,614.9,,,,,,520.4,,,,251.4,,101.0,,125.7,,23.0,63.0,41.0,,,,,-43.2,,38.5,,,136.0,-111.7,,78.9,-20.5,,-16.0,-18.8,,,,45.0,47.0,385.9,,,,,,291.4,,,,22.4,,,False,,True,True,True,,,,,True,,True,,,False,False,,True,True,,True,True,,,,True,True,False,,,,,,False,,,,True,
18035,421,696.0,,834.1,,543.0,728.0,300.0,,,,,519.7,,685.7,,,976.0,383.4,,595.5,633.0,,461.5,543.3,,,,647.0,500.0,1445.7,,,,,,1094.6,,,,257.9,889.7,275.0,,413.1,,122.0,307.0,-121.0,,,,,98.7,,264.7,,,555.0,-37.6,,174.5,212.0,,40.5,122.3,,,,226.0,79.0,1024.7,,,,,,673.6,,,,-163.1,468.7,,False,,True,False,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,False,,,,True,False
18037,203,294.0,,260.0,,217.0,324.0,114.0,,,,,340.3,,291.4,,,328.0,74.1,,344.1,254.0,,103.0,222.5,,,,205.0,276.0,435.9,,,,,,206.0,,,,101.1,551.6,91.0,,57.0,,14.0,121.0,-89.0,,,,,137.3,,88.4,,,125.0,-128.9,,141.1,51.0,,-100.0,19.5,,,,2.0,73.0,232.9,,,,,,3.0,,,,-101.9,348.6,,True,,True,False,True,,,,,False,,True,,,False,False,,False,True,,False,True,,,,True,True,False,,,,,,True,,,,False,False
18039,543,768.0,,750.2,,707.0,907.0,593.0,,,,,986.8,,955.6,,,1559.0,306.8,,1381.0,935.5,,373.0,571.1,,,,574.0,802.0,2209.6,,,,,,794.2,345.0,,,524.8,1099.2,225.0,,207.2,,164.0,364.0,50.0,,,,,443.8,,412.6,,,1016.0,-236.2,,838.0,392.5,,-170.0,28.1,,,,31.0,259.0,1666.6,,,,,,251.2,-198.0,,,-18.2,556.2,,True,,True,False,True,,,,,False,,False,,,False,False,,False,False,,True,True,,,,True,False,False,,,,,,False,True,,,True,False
18041,151,225.0,,212.6,,172.0,193.0,124.0,,,,,130.2,,223.5,,,211.0,47.5,,139.6,,,196.0,163.5,,,,183.0,170.0,307.0,,,,,,208.0,,,,118.2,198.4,74.0,,61.6,,21.0,42.0,-27.0,,,,,-20.8,,72.5,,,60.0,-103.5,,-11.4,,,45.0,12.5,,,,32.0,19.0,156.0,,,,,,57.0,,,,-32.8,47.4,,True,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,True,True,False,,,,,,True,,,,True,True
18043,475,651.0,,660.8,,496.0,569.0,370.0,,,,,469.8,,466.5,,,658.0,420.8,,596.4,562.5,,390.0,472.6,,,,614.0,349.0,857.0,,,,,,878.1,,,,460.3,785.1,176.0,,185.8,,21.0,94.0,-105.0,,,,,-5.2,,-8.5,,,183.0,-54.2,,121.4,87.5,,-85.0,-2.4,,,,139.0,-126.0,382.0,,,,,,403.1,,,,-14.7,310.1,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,False,,,,True,False
18045,102,162.0,,179.0,,110.0,141.0,104.0,,,,,119.4,,108.4,,,107.0,35.3,,110.7,,,90.0,105.9,,,,139.0,110.0,149.5,,,,,,,,,,55.1,224.5,60.0,,77.0,,8.0,39.0,2.0,,,,,17.4,,6.4,,,5.0,-66.7,,8.7,,,-12.0,3.9,,,,37.0,8.0,47.5,,,,,,,,,,-46.9,122.5,,False,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,True,True,True,,,,,,,,,,True,False
18047,51,147.0,,146.5,,108.0,132.0,101.0,,,,,97.9,,136.0,,,198.0,72.9,,115.9,,,68.5,91.6,,,,140.0,116.0,231.3,,,,,,,,,,47.0,177.5,96.0,,95.5,,57.0,81.0,50.0,,,,,46.9,,85.0,,,147.0,21.9,,64.9,,,17.5,40.6,,,,89.0,65.0,180.3,,,,,,,,,,-4.0,126.5,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,False,,,,,,,,,,True,False
18049,79,123.0,,128.2,,100.0,118.0,92.0,,,,,91.8,,129.8,,,128.0,40.6,,109.7,,,65.0,82.1,,,,112.0,119.0,170.6,,,,,,,,,,39.8,164.7,44.0,,49.2,,21.0,39.0,13.0,,,,,12.8,,50.8,,,49.0,-38.4,,30.7,,,-14.0,3.1,,,,33.0,40.0,91.6,,,,,,,,,,-39.2,85.7,,False,,True,True,True,,,,,True,,False,,,False,True,,True,,,True,True,,,,True,True,False,,,,,,,,,,True,False
18051,155,396.0,,397.5,,297.0,341.0,413.0,,,,,255.8,,241.4,,,214.0,148.8,,288.7,256.0,,280.5,294.3,,,,340.0,292.0,356.7,,,,,,,,,,163.3,455.7,241.0,,242.5,,142.0,186.0,258.0,,,,,100.8,,86.4,,,59.0,-6.2,,133.7,101.0,,125.5,139.3,,,,185.0,137.0,201.7,,,,,,,,,,8.3,300.7,,False,,True,True,False,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,,,,,True,False
18053,252,417.0,,361.8,,323.0,425.0,176.0,,,,,375.8,,454.7,,,512.0,144.7,,438.1,,,242.0,293.9,,,,342.0,335.0,933.0,,,,,,397.5,,,,132.3,544.5,165.0,,109.8,,71.0,173.0,-76.0,,,,,123.8,,202.7,,,260.0,-107.3,,186.1,,,-10.0,41.9,,,,90.0,83.0,681.0,,,,,,145.5,,,,-119.7,292.5,,True,,True,False,True,,,,,True,,False,,,False,True,,False,,,True,True,,,,True,True,False,,,,,,True,,,,True,False
18055,122,219.0,,211.5,,147.0,191.0,99.0,,,,,159.0,,240.4,,,211.0,46.9,,180.2,134.5,,112.0,141.9,,,,172.0,151.0,362.6,,,,,,257.1,,,,116.8,250.8,97.0,,89.5,,25.0,69.0,-23.0,,,,,37.0,,118.4,,,89.0,-75.1,,58.2,12.5,,-10.0,19.9,,,,50.0,29.0,240.6,,,,,,135.1,,,,-5.2,128.8,,True,,True,True,True,,,,,True,,False,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,False,,,,True,False
18057,1431,2388.0,,2309.2,2781.1,1649.0,2355.0,1569.0,,,,,1941.1,,2113.3,,1399.7,2638.0,1056.8,,2456.7,1887.5,,1190.0,1637.5,,,,2130.0,1600.0,3875.7,,,,,,3566.0,1137.0,,,287.7,3522.7,957.0,,878.2,1350.1,218.0,924.0,138.0,,,,,510.1,,682.3,,-31.3,1207.0,-374.2,,1025.7,456.5,,-241.0,206.5,,,,699.0,169.0,2444.7,,,,,,2135.0,-294.0,,,-1143.3,2091.7,,True,False,True,True,True,,,,,True,,True,,True,False,True,,False,True,,True,True,,,,True,True,False,,,,,,False,True,,,False,False
18059,449,654.0,,595.6,,531.0,654.0,466.0,,,,,430.1,,365.5,,,633.0,377.7,,513.7,,,503.0,545.8,,,,632.0,507.0,1052.0,,,,,,905.8,,,,319.1,812.9,205.0,,146.6,,82.0,205.0,17.0,,,,,-18.9,,-83.5,,,184.0,-71.3,,64.7,,,54.0,96.8,,,,183.0,58.0,603.0,,,,,,456.8,,,,-129.9,363.9,,True,,True,False,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,False,,,,,,False,,,,True,False
18061,291,489.0,,488.1,,369.0,370.0,45.0,,,,,280.7,,361.5,,,322.0,300.0,,369.7,379.0,,263.0,325.1,,,,497.0,319.0,475.4,,,,,,672.4,,,,415.4,452.7,198.0,,197.1,,78.0,79.0,-246.0,,,,,-10.3,,70.5,,,31.0,9.0,,78.7,88.0,,-28.0,34.1,,,,206.0,28.0,184.4,,,,,,381.4,,,,124.4,161.7,,True,,True,True,False,,,,,True,,True,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,False,,,,True,True
18063,798,1407.0,,1478.9,,965.0,1296.0,1021.0,,,,,1056.3,,1197.6,,800.5,1176.0,494.0,,1077.9,763.5,,823.0,910.4,,,,1250.0,976.0,1963.7,,,,,,2061.3,679.0,,,758.1,1830.1,609.0,,680.9,,167.0,498.0,223.0,,,,,258.3,,399.6,,2.5,378.0,-304.0,,279.9,-34.5,,25.0,112.4,,,,452.0,178.0,1165.7,,,,,,1263.3,-119.0,,,-39.9,1032.1,,False,,True,True,True,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,False,,,,,,False,True,,,True,False
