,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
20073,53,125.0,10.0,,,,,255.0,14.5,56.4,,141.0,,,,,,72.0,-43.0,,,,,202.0,-38.5,3.4,,88.0,,,,,,True,,,,,False,True,True,,False,,,,,
20075,4,5.0,0.0,,,,,72.0,19.5,11.3,,20.0,,,,,,1.0,-4.0,,,,,68.0,15.5,7.3,,16.0,,,,,,False,,,,,False,False,False,,False,,,,,
20077,86,260.0,0.0,,,,,139.0,32.3,120.6,,136.0,,,,,,174.0,-86.0,,,,,53.0,-53.7,34.6,,50.0,,,,,,True,,,,,True,True,True,,True,,,,,
20079,331,1090.0,698.0,,,,,876.0,660.4,605.4,,958.0,,,,,,759.0,367.0,,,,,545.0,329.4,274.4,,627.0,,,,,,True,,,,,True,True,True,,True,,,,,
20081,16,65.0,,,,,,88.0,144.2,40.2,,68.0,,,,,,49.0,,,,,,72.0,128.2,24.2,,52.0,,,,,,,,,,,False,False,True,,False,,,,,
20083,25,15.0,0.0,,,,,57.0,10.3,10.0,,15.0,,,,,,-10.0,-25.0,,,,,32.0,-14.7,-15.0,,-10.0,,,,,,False,,,,,False,False,False,,False,,,,,
20085,133,340.0,316.0,,,,,395.0,901.8,185.1,,315.0,,,,,,207.0,183.0,,,,,262.0,768.8,52.1,,182.0,,,,,,True,,,,,False,False,True,,True,,,,,
20087,178,650.0,953.0,,,,,506.0,316.8,305.4,,493.0,,,,,,472.0,775.0,,,,,328.0,138.8,127.4,,315.0,,,,,,False,,,,,True,True,True,,True,,,,,
20089,16,60.0,,,,,,48.0,19.9,23.9,,58.0,,,,,,44.0,,,,,,32.0,3.9,7.9,,42.0,,,,,,,,,,,True,True,True,,True,,,,,
20091,8679,12585.0,6983.0,,,,,13542.0,13240.1,10166.2,,12428.0,,,13310.5,8476.0,,3906.0,-1696.0,,,,,4863.0,4561.1,1487.2,,3749.0,,,4631.5,-203.0,,True,,,,,False,False,True,,True,,,False,True,
20093,28,50.0,8.0,,,,,85.0,7.9,32.5,,77.0,,,,,,22.0,-20.0,,,,,57.0,-20.1,4.5,,49.0,,,,,,True,,,,,False,True,True,,False,,,,,
20095,105,140.0,17.0,,,,,189.0,57.8,58.5,,129.0,,,,,,35.0,-88.0,,,,,84.0,-47.2,-46.5,,24.0,,,,,,False,,,,,False,False,False,,True,,,,,
20097,28,75.0,,,,,,48.0,13.2,41.3,,63.0,,,,,,47.0,,,,,,20.0,-14.8,13.3,,35.0,,,,,,,,,,,True,True,True,,True,,,,,
20099,277,630.0,199.0,,,,,705.0,160.1,465.7,,989.0,,,466.1,,,353.0,-78.0,,,,,428.0,-116.9,188.7,,712.0,,,189.1,,,True,,,,,False,True,True,,False,,,True,,
20101,10,10.0,0.0,,,,,47.0,0.6,2.5,,14.0,,,,,,0.0,-10.0,,,,,37.0,-9.4,-7.5,,4.0,,,,,,False,,,,,False,False,False,,False,,,,,
20103,1014,1355.0,,,,,,2030.0,1056.2,1136.1,,1242.0,,,811.4,,,341.0,,,,,,1016.0,42.2,122.1,,228.0,,,-202.6,,,,,,,,False,True,True,,True,,,True,,
20105,18,45.0,8.0,,,,,61.0,11.3,30.5,,79.0,,,,,,27.0,-10.0,,,,,43.0,-6.7,12.5,,61.0,,,,,,True,,,,,False,True,True,,False,,,,,
20107,102,175.0,81.0,,,,,279.0,228.2,120.1,,234.0,,,,,,73.0,-21.0,,,,,177.0,126.2,18.1,,132.0,,,,,,True,,,,,False,False,True,,False,,,,,
20109,8,20.0,0.0,,,,,44.0,2.4,8.8,,24.0,,,,,,12.0,-8.0,,,,,36.0,-5.6,0.8,,16.0,,,,,,True,,,,,False,True,True,,False,,,,,
20111,353,635.0,667.0,,,,,1230.0,438.9,423.8,,618.0,,,857.0,,,282.0,314.0,,,,,877.0,85.9,70.8,,265.0,,,504.0,,,False,,,,,False,True,True,,True,,,False,,
20113,352,920.0,2821.0,,,,,751.0,628.0,438.6,,625.5,,,672.7,,,568.0,2469.0,,,,,399.0,276.0,86.6,,273.5,,,320.7,,,False,,,,,True,True,True,,True,,,True,,
20115,164,345.0,343.0,,,,,332.0,222.2,201.8,,308.0,,,,,,181.0,179.0,,,,,168.0,58.2,37.8,,144.0,,,,,,True,,,,,True,True,True,,True,,,,,
20117,203,190.0,29.0,,,,,287.0,2.2,56.4,,186.0,,,,,,-13.0,-174.0,,,,,84.0,-200.8,-146.6,,-17.0,,,,,,False,,,,,False,False,False,,False,,,,,
20119,45,145.0,35.0,,,,,77.0,32.1,57.9,,83.0,,,,,,100.0,-10.0,,,,,32.0,-12.9,12.9,,38.0,,,,,,True,,,,,True,True,True,,True,,,,,
20121,383,630.0,144.0,,,,,960.0,435.5,551.7,,830.0,,,,,,247.0,-239.0,,,,,577.0,52.5,168.7,,447.0,,,,,,True,,,,,False,True,True,,False,,,,,
20123,42,245.0,132.0,,,,,139.0,170.2,102.7,,148.0,,,,,,203.0,90.0,,,,,97.0,128.2,60.7,,106.0,,,,,,True,,,,,True,True,True,,True,,,,,
20125,468,1100.0,1120.0,,,,,1220.0,309.0,638.7,,1200.0,,,450.8,,,632.0,652.0,,,,,752.0,-159.0,170.7,,732.0,,,-17.2,,,False,,,,,False,True,True,,False,,,True,,
20127,97,55.0,11.0,,,,,133.0,10.4,46.7,,174.0,,,,,,-42.0,-86.0,,,,,36.0,-86.6,-50.3,,77.0,,,,,,False,,,,,True,False,False,,False,,,,,
20129,36,20.0,2.0,,,,,72.0,65.7,13.1,,20.0,,,,,,-16.0,-34.0,,,,,36.0,29.7,-22.9,,-16.0,,,,,,False,,,,,False,False,False,,False,,,,,
20131,60,115.0,18.0,,,,,276.0,34.7,81.5,,168.0,,,,,,55.0,-42.0,,,,,216.0,-25.3,21.5,,108.0,,,,,,True,,,,,False,True,True,,False,,,,,
20133,211,455.0,275.0,,,,,631.0,433.5,337.9,,589.0,,,,,,244.0,64.0,,,,,420.0,222.5,126.9,,378.0,,,,,,True,,,,,False,True,True,,False,,,,,
20135,46,35.0,,,,,,42.0,15.6,8.4,,19.0,,,,,,-11.0,,,,,,-4.0,-30.4,-37.6,,-27.0,,,,,,,,,,,True,False,False,,False,,,,,
20137,21,10.0,0.0,,,,,83.0,2.7,34.0,,68.0,,,,,,-11.0,-21.0,,,,,62.0,-18.3,13.0,,47.0,,,,,,False,,,,,False,False,False,,False,,,,,
20139,172,355.0,293.0,,,,,460.0,524.4,231.6,,322.0,,,,,,183.0,121.0,,,,,288.0,352.4,59.6,,150.0,,,,,,True,,,,,False,False,True,,True,,,,,
20141,28,175.0,0.0,,,,,64.0,97.0,68.9,,122.0,,,,,,147.0,-28.0,,,,,36.0,69.0,40.9,,94.0,,,,,,True,,,,,True,True,True,,True,,,,,
20143,76,110.0,26.0,,,,,144.0,62.8,60.3,,132.0,,,,,,34.0,-50.0,,,,,68.0,-13.2,-15.7,,56.0,,,,,,False,,,,,False,True,True,,False,,,,,
20145,67,160.0,35.0,,,,,111.0,12.0,98.2,,196.0,,,,,,93.0,-32.0,,,,,44.0,-55.0,31.2,,129.0,,,,,,True,,,,,True,True,True,,False,,,,,
20147,51,130.0,10.0,,,,,104.0,80.2,47.0,,108.0,,,,,,79.0,-41.0,,,,,53.0,29.2,-4.0,,57.0,,,,,,True,,,,,True,True,True,,True,,,,,
20149,371,410.0,96.0,,,,,818.0,184.9,381.2,,521.0,,,,,,39.0,-275.0,,,,,447.0,-186.1,10.2,,150.0,,,,,,False,,,,,False,False,True,,False,,,,,
20151,44,175.0,46.0,,,,,234.0,351.6,84.9,,147.0,,,,,,131.0,2.0,,,,,190.0,307.6,40.9,,103.0,,,,,,True,,,,,False,False,True,,True,,,,,
20153,18,60.0,,,,,,50.0,15.9,16.2,,39.0,,,,,,42.0,,,,,,32.0,-2.1,-1.8,,21.0,,,,,,,,,,,True,True,True,,True,,,,,
20155,640,1330.0,2121.0,,,,,1873.0,717.1,806.2,,1394.0,,,1703.3,,,690.0,1481.0,,,,,1233.0,77.1,166.2,,754.0,,,1063.3,,,False,,,,,False,True,True,,False,,,False,,
20157,36,120.0,11.0,,,,,121.0,7.3,52.5,,147.0,,,,,,84.0,-25.0,,,,,85.0,-28.7,16.5,,111.0,,,,,,True,,,,,False,True,True,,False,,,,,
20159,124,165.0,52.0,,,,,258.0,88.4,119.5,,296.0,,,,,,41.0,-72.0,,,,,134.0,-35.6,-4.5,,172.0,,,,,,False,,,,,False,True,True,,False,,,,,
20161,561,1595.0,814.0,,,,,2054.0,1334.2,1120.5,,1320.0,,,1418.0,,,1034.0,253.0,,,,,1493.0,773.2,559.5,,759.0,,,857.0,,,True,,,,,False,True,True,,True,,,True,,
20163,42,120.0,24.0,,,,,81.0,10.2,88.8,,108.0,,,,,,78.0,-18.0,,,,,39.0,-31.8,46.8,,66.0,,,,,,True,,,,,True,True,True,,True,,,,,
20165,34,130.0,5.0,,,,,43.0,306.7,47.1,,79.0,,,,,,96.0,-29.0,,,,,9.0,272.7,13.1,,45.0,,,,,,True,,,,,True,False,True,,True,,,,,
20167,59,80.0,8.0,,,,,128.0,88.7,42.6,,107.0,,,,,,21.0,-51.0,,,,,69.0,29.7,-16.4,,48.0,,,,,,False,,,,,False,False,True,,False,,,,,
20169,740,1115.0,330.0,,,,,1354.0,525.3,931.6,,1794.5,,,447.1,,,375.0,-410.0,,,,,614.0,-214.7,191.6,,1054.5,,,-292.9,,,False,,,,,False,True,True,,False,,,True,,
20171,33,60.0,2.0,,,,,107.0,5.1,38.0,,83.0,,,,,,27.0,-31.0,,,,,74.0,-27.9,5.0,,50.0,,,,,,False,,,,,False,False,True,,False,,,,,
20173,6601,15485.0,18554.0,,,,,11952.0,4277.5,10772.7,,13052.0,,,12844.3,7650.0,,8884.0,11953.0,,,,,5351.0,-2323.5,4171.7,,6451.0,,,6243.3,1049.0,,False,,,,,True,True,True,,True,,,True,True,
20175,139,215.0,24.0,,,,,635.0,31.3,261.2,,297.0,,,169.1,,,76.0,-115.0,,,,,496.0,-107.7,122.2,,158.0,,,30.1,,,False,,,,,False,False,False,,False,,,True,,
20177,2268,4770.0,1853.0,,,,,5127.0,3931.6,2743.6,,4096.0,,,2267.1,6556.0,,2502.0,-415.0,,,,,2859.0,1663.6,475.6,,1828.0,,,-0.9,4288.0,,True,,,,,False,True,True,,True,,,True,False,
20179,20,60.0,,,,,,46.0,5.5,30.2,,53.0,,,,,,40.0,,,,,,26.0,-14.5,10.2,,33.0,,,,,,,,,,,True,True,True,,True,,,,,
20181,47,20.0,0.0,,,,,108.0,4.7,22.9,,45.0,,,,,,-27.0,-47.0,,,,,61.0,-42.3,-24.1,,-2.0,,,,,,False,,,,,False,False,True,,True,,,,,
20183,29,35.0,0.0,,,,,76.0,22.8,21.1,,54.0,,,,,,6.0,-29.0,,,,,47.0,-6.2,-7.9,,25.0,,,,,,False,,,,,False,False,False,,False,,,,,
20185,23,65.0,3.0,,,,,71.0,8.4,36.3,,58.0,,,,,,42.0,-20.0,,,,,48.0,-14.6,13.3,,35.0,,,,,,True,,,,,False,True,True,,True,,,,,
20187,15,20.0,0.0,,,,,55.0,142.0,6.9,,10.0,,,,,,5.0,-15.0,,,,,40.0,127.0,-8.1,,-5.0,,,,,,False,,,,,False,False,False,,False,,,,,
20189,35,55.0,5.0,,,,,178.0,9.5,45.3,,67.0,,,,,,20.0,-30.0,,,,,143.0,-25.5,10.3,,32.0,,,,,,False,,,,,False,False,True,,False,,,,,
20191,394,655.0,747.0,,,,,644.0,393.1,321.8,,577.0,,,,,,261.0,353.0,,,,,250.0,-0.9,-72.2,,183.0,,,,,,False,,,,,True,True,True,,True,,,,,
20193,88,190.0,19.0,,,,,151.0,22.1,86.9,,169.5,,,,,,102.0,-69.0,,,,,63.0,-65.9,-1.1,,81.5,,,,,,True,,,,,True,True,True,,True,,,,,
20195,47,90.0,,,,,,48.0,200.9,46.6,,79.0,,,,,,43.0,,,,,,1.0,153.9,-0.4,,32.0,,,,,,,,,,,True,False,True,,True,,,,,
20197,101,195.0,173.0,,,,,192.0,194.7,126.2,,171.0,,,,,,94.0,72.0,,,,,91.0,93.7,25.2,,70.0,,,,,,True,,,,,True,True,True,,True,,,,,
20199,5,5.0,0.0,,,,,44.0,6.3,7.1,,7.0,,,,,,0.0,-5.0,,,,,39.0,1.3,2.1,,2.0,,,,,,False,,,,,False,False,False,,False,,,,,
20201,54,90.0,8.0,,,,,145.0,6.3,52.4,,78.0,,,,,,36.0,-46.0,,,,,91.0,-47.7,-1.6,,24.0,,,,,,False,,,,,False,False,True,,True,,,,,
20203,6,60.0,,,,,,55.0,360.8,21.3,,34.0,,,,,,54.0,,,,,,49.0,354.8,15.3,,28.0,,,,,,,,,,,True,False,True,,True,,,,,
20205,134,245.0,56.0,,,,,326.0,37.3,139.1,,306.0,,,,,,111.0,-78.0,,,,,192.0,-96.7,5.1,,172.0,,,,,,True,,,,,False,True,True,,False,,,,,
20207,29,145.0,0.0,,,,,96.0,70.9,55.6,,73.0,,,,,,116.0,-29.0,,,,,67.0,41.9,26.6,,44.0,,,,,,True,,,,,True,True,True,,True,,,,,
20209,1718,3205.0,1930.0,,,,,4171.0,1002.5,2738.7,,3808.5,,,2574.7,9415.0,,1487.0,212.0,,,,,2453.0,-715.5,1020.7,,2090.5,,,856.7,7697.0,,True,,,,,False,True,True,,False,,,True,False,
21001,181,320.0,7.0,,,,,627.0,697.1,149.9,,315.0,,,,,,139.0,-174.0,,,,,446.0,516.1,-31.1,,134.0,,,,,,False,,,,,False,False,True,,True,,,,,
21003,378,465.0,309.0,,,,,737.0,654.6,438.2,,331.5,,,,,,87.0,-69.0,,,,,359.0,276.6,60.2,,-46.5,,,,,,True,,,,,False,False,True,,True,,,,,
21005,342,465.0,115.0,,,,,594.0,867.6,325.8,,387.0,,,,,,123.0,-227.0,,,,,252.0,525.6,-16.2,,45.0,,,,,,False,,,,,False,False,True,,True,,,,,
21007,60,90.0,39.0,,,,,175.0,129.5,77.0,,93.5,,,,,,30.0,-21.0,,,,,115.0,69.5,17.0,,33.5,,,,,,True,,,,,False,False,True,,False,,,,,
21009,929,1155.0,1912.0,,,,,1372.0,5219.4,699.1,,928.0,,,748.6,,,226.0,983.0,,,,,443.0,4290.4,-229.9,,-1.0,,,-180.4,,,False,,,,,False,False,False,,True,,,True,,
21011,117,200.0,301.0,,,,,373.0,3938.4,182.1,,210.0,,,,,,83.0,184.0,,,,,256.0,3821.4,65.1,,93.0,,,,,,False,,,,,False,False,True,,False,,,,,
21013,458,830.0,921.0,,,,,907.0,902.8,602.8,,665.0,,,,,,372.0,463.0,,,,,449.0,444.8,144.8,,207.0,,,,,,False,,,,,False,False,True,,True,,,,,
21015,2695,4420.0,2974.0,,,,,4270.0,7692.2,3276.1,,4310.5,,,3051.3,3274.0,,1725.0,279.0,,,,,1575.0,4997.2,581.1,,1615.5,,,356.3,579.0,,True,,,,,True,False,True,,True,,,True,True,
21017,308,565.0,250.0,,,,,698.0,601.6,342.4,,360.0,,,,,,257.0,-58.0,,,,,390.0,293.6,34.4,,52.0,,,,,,True,,,,,False,False,True,,True,,,,,
21019,716,1405.0,1035.0,,,,,1216.0,2631.9,810.1,,670.0,,,697.5,,,689.0,319.0,,,,,500.0,1915.9,94.1,,-46.0,,,-18.5,,,True,,,,,True,False,True,,True,,,True,,
21021,361,370.0,223.0,,,,,892.0,926.6,550.7,,864.0,,,544.9,,,9.0,-138.0,,,,,531.0,565.6,189.7,,503.0,,,183.9,,,False,,,,,False,False,False,,False,,,False,,
21023,122,210.0,333.0,,,,,214.0,2012.4,106.2,,152.0,,,,,,88.0,211.0,,,,,92.0,1890.4,-15.8,,30.0,,,,,,False,,,,,False,False,True,,True,,,,,
21025,152,225.0,63.0,,,,,351.0,175.5,184.3,,161.0,,,,,,73.0,-89.0,,,,,199.0,23.5,32.3,,9.0,,,,,,False,,,,,False,True,True,,True,,,,,
21027,217,405.0,357.0,,,,,449.0,1835.8,353.5,,421.5,,,,,,188.0,140.0,,,,,232.0,1618.8,136.5,,204.5,,,,,,True,,,,,False,False,True,,False,,,,,
21029,1585,1710.0,901.0,,,,,1962.0,2654.2,1179.4,,1164.0,,,1179.6,,,125.0,-684.0,,,,,377.0,1069.2,-405.6,,-421.0,,,-405.4,,,False,,,,,False,False,False,,False,,,False,,
21031,301,480.0,547.0,,,,,351.0,934.1,327.4,,334.5,,,,,,179.0,246.0,,,,,50.0,633.1,26.4,,33.5,,,,,,False,,,,,True,False,True,,True,,,,,
21033,282,360.0,5.0,,,,,344.0,1888.6,157.9,,277.0,,,,,,78.0,-277.0,,,,,62.0,1606.6,-124.1,,-5.0,,,,,,False,,,,,True,False,False,,True,,,,,
21035,529,1035.0,1131.0,,,,,1052.0,1990.0,635.5,,974.0,,,675.9,,,506.0,602.0,,,,,523.0,1461.0,106.5,,445.0,,,146.9,,,False,,,,,False,False,True,,True,,,True,,
21037,1877,2690.0,1379.0,,,,,3037.0,4849.3,1647.0,,2377.0,,,1925.6,,,813.0,-498.0,,,,,1160.0,2972.3,-230.0,,500.0,,,48.6,,,True,,,,,False,False,True,,True,,,True,,
21039,45,100.0,27.0,,,,,142.0,45.4,74.0,,21.0,,,,,,55.0,-18.0,,,,,97.0,0.4,29.0,,-24.0,,,,,,True,,,,,False,True,True,,True,,,,,
21041,137,350.0,518.0,,,,,405.0,4525.4,250.1,,295.0,,,,,,213.0,381.0,,,,,268.0,4388.4,113.1,,158.0,,,,,,False,,,,,False,False,True,,True,,,,,
21043,297,610.0,1062.0,,,,,727.0,258.4,401.0,,285.0,,,,,,313.0,765.0,,,,,430.0,-38.6,104.0,,-12.0,,,,,,False,,,,,False,True,True,,True,,,,,
21045,242,340.0,38.0,,,,,428.0,525.9,214.3,,358.0,,,,,,98.0,-204.0,,,,,186.0,283.9,-27.7,,116.0,,,,,,False,,,,,False,False,True,,False,,,,,
21047,948,1455.0,401.0,,,,,1980.0,2171.5,1117.0,,1082.0,,,1925.3,,,507.0,-547.0,,,,,1032.0,1223.5,169.0,,134.0,,,977.3,,,False,,,,,False,False,True,,True,,,False,,
21049,452,1205.0,1772.0,,,,,1064.0,6918.2,735.1,,1005.5,,,,,,753.0,1320.0,,,,,612.0,6466.2,283.1,,553.5,,,,,,False,,,,,True,False,True,,True,,,,,
21051,307,420.0,137.0,,,,,654.0,1288.8,464.6,,217.0,,,,,,113.0,-170.0,,,,,347.0,981.8,157.6,,-90.0,,,,,,False,,,,,False,False,False,,True,,,,,
21053,234,750.0,506.0,,,,,444.0,485.9,339.4,,710.0,,,,,,516.0,272.0,,,,,210.0,251.9,105.4,,476.0,,,,,,True,,,,,True,True,True,,True,,,,,
21055,86,140.0,53.0,,,,,203.0,686.9,120.2,,73.0,,,,,,54.0,-33.0,,,,,117.0,600.9,34.2,,-13.0,,,,,,True,,,,,False,False,True,,True,,,,,
21057,126,200.0,169.0,,,,,228.0,660.6,108.2,,98.0,,,,,,74.0,43.0,,,,,102.0,534.6,-17.8,,-28.0,,,,,,True,,,,,False,False,True,,True,,,,,
21059,2155,3150.0,1490.0,,,,,2634.0,6184.8,1920.9,,2109.5,,,2431.5,,,995.0,-665.0,,,,,479.0,4029.8,-234.1,,-45.5,,,276.5,,,True,,,,,True,False,True,,True,,,True,,
21061,168,175.0,224.0,,,,,269.0,636.2,148.3,,126.0,,,,,,7.0,56.0,,,,,101.0,468.2,-19.7,,-42.0,,,,,,False,,,,,False,False,False,,False,,,,,
21063,63,130.0,117.0,,,,,225.0,30.5,105.3,,53.0,,,,,,67.0,54.0,,,,,162.0,-32.5,42.3,,-10.0,,,,,,True,,,,,False,True,True,,True,,,,,
21065,165,310.0,468.0,,,,,411.0,264.0,229.5,,253.0,,,,,,145.0,303.0,,,,,246.0,99.0,64.5,,88.0,,,,,,False,,,,,False,True,True,,True,,,,,
21067,5100,7035.0,3173.0,,,,,8647.0,12468.3,6648.4,,5405.0,,,4588.2,3815.0,,1935.0,-1927.0,,,,,3547.0,7368.3,1548.4,,305.0,,,-511.8,-1285.0,,True,,,,,False,False,True,,True,,,True,True,
21069,182,330.0,175.0,,,,,437.0,100.3,226.3,,251.0,,,,,,148.0,-7.0,,,,,255.0,-81.7,44.3,,69.0,,,,,,True,,,,,False,True,True,,True,,,,,
21071,649,955.0,527.0,,,,,913.0,1637.2,646.2,,1090.5,,,647.3,,,306.0,-122.0,,,,,264.0,988.2,-2.8,,441.5,,,-1.7,,,True,,,,,True,False,True,,False,,,True,,
21073,1001,990.0,668.0,,,,,1378.0,2342.2,601.3,,908.5,,,523.9,,,-11.0,-333.0,,,,,377.0,1341.2,-399.7,,-92.5,,,-477.1,,,False,,,,,False,False,False,,False,,,False,,
21075,61,80.0,21.0,,,,,153.0,38.3,76.7,,106.0,,,,,,19.0,-40.0,,,,,92.0,-22.7,15.7,,45.0,,,,,,False,,,,,False,False,True,,False,,,,,
21077,130,210.0,228.0,,,,,281.0,995.7,189.3,,242.0,,,,,,80.0,98.0,,,,,151.0,865.7,59.3,,112.0,,,,,,False,,,,,False,False,True,,False,,,,,
21079,242,325.0,401.0,,,,,492.0,682.2,244.5,,312.0,,,,,,83.0,159.0,,,,,250.0,440.2,2.5,,70.0,,,,,,False,,,,,False,False,True,,True,,,,,
21081,482,555.0,886.0,,,,,801.0,569.2,283.7,,566.0,,,,,,73.0,404.0,,,,,319.0,87.2,-198.3,,84.0,,,,,,False,,,,,False,False,False,,False,,,,,
21083,620,1225.0,776.0,,,,,1117.0,1682.7,812.2,,1290.0,,,1072.3,,,605.0,156.0,,,,,497.0,1062.7,192.2,,670.0,,,452.3,,,True,,,,,True,False,True,,False,,,True,,
21085,377,540.0,519.0,,,,,682.0,1083.7,428.1,,383.0,,,,,,163.0,142.0,,,,,305.0,706.7,51.1,,6.0,,,,,,True,,,,,False,False,True,,True,,,,,
21087,212,190.0,53.0,,,,,324.0,122.9,130.9,,126.0,,,,,,-22.0,-159.0,,,,,112.0,-89.1,-81.1,,-86.0,,,,,,False,,,,,False,False,False,,False,,,,,
21089,474,890.0,344.0,,,,,1177.0,701.4,621.9,,627.0,,,591.0,,,416.0,-130.0,,,,,703.0,227.4,147.9,,153.0,,,117.0,,,True,,,,,False,True,True,,True,,,True,,
21091,167,335.0,379.0,,,,,212.0,614.4,210.0,,463.0,,,,,,168.0,212.0,,,,,45.0,447.4,43.0,,296.0,,,,,,False,,,,,True,False,True,,False,,,,,
21093,1429,2285.0,791.0,,,,,2632.0,4401.0,1777.4,,1768.5,,,1684.1,,,856.0,-638.0,,,,,1203.0,2972.0,348.4,,339.5,,,255.1,,,True,,,,,False,False,True,,True,,,True,,
21095,395,560.0,373.0,,,,,872.0,1152.2,461.2,,574.0,,,,,,165.0,-22.0,,,,,477.0,757.2,66.2,,179.0,,,,,,True,,,,,False,False,True,,False,,,,,
21097,342,785.0,851.0,,,,,707.0,3118.4,445.9,,960.0,,,,,,443.0,509.0,,,,,365.0,2776.4,103.9,,618.0,,,,,,False,,,,,True,False,True,,False,,,,,
21099,370,475.0,681.0,,,,,465.0,3009.8,278.0,,434.0,,,,,,105.0,311.0,,,,,95.0,2639.8,-92.0,,64.0,,,,,,False,,,,,True,False,True,,True,,,,,
21101,665,1500.0,1601.0,,,,,999.0,3093.4,854.6,,1317.0,,,615.1,,,835.0,936.0,,,,,334.0,2428.4,189.6,,652.0,,,-49.9,,,False,,,,,True,False,True,,True,,,True,,
21103,229,275.0,265.0,,,,,482.0,405.2,216.7,,262.0,,,,,,46.0,36.0,,,,,253.0,176.2,-12.3,,33.0,,,,,,True,,,,,False,False,True,,True,,,,,
21105,60,110.0,0.0,,,,,111.0,447.3,53.5,,80.0,,,,,,50.0,-60.0,,,,,51.0,387.3,-6.5,,20.0,,,,,,False,,,,,False,False,True,,True,,,,,
21107,608,1045.0,1498.0,,,,,1160.0,2821.9,749.9,,673.0,,,548.2,,,437.0,890.0,,,,,552.0,2213.9,141.9,,65.0,,,-59.8,,,False,,,,,False,False,True,,True,,,True,,
21109,144,290.0,268.0,,,,,390.0,1537.2,209.1,,335.0,,,,,,146.0,124.0,,,,,246.0,1393.2,65.1,,191.0,,,,,,True,,,,,False,False,True,,False,,,,,
21111,11716,18815.0,8557.0,,,,,18942.0,24384.1,15620.3,,12328.0,,,9810.5,27868.0,,7099.0,-3159.0,,,,,7226.0,12668.1,3904.3,,612.0,,,-1905.5,16152.0,,True,,,,,False,False,True,,True,,,True,False,
21113,910,1160.0,1084.0,,,,,1392.0,2104.1,686.8,,1366.0,,,787.5,,,250.0,174.0,,,,,482.0,1194.1,-223.2,,456.0,,,-122.5,,,True,,,,,False,False,True,,False,,,True,,
21115,306,545.0,392.0,,,,,612.0,3138.1,400.8,,525.0,,,,,,239.0,86.0,,,,,306.0,2832.1,94.8,,219.0,,,,,,True,,,,,False,False,True,,True,,,,,
21117,3294,5785.0,2884.0,,,,,5603.0,7714.3,3924.3,,5631.5,,,2414.4,3813.0,,2491.0,-410.0,,,,,2309.0,4420.3,630.3,,2337.5,,,-879.6,519.0,,True,,,,,True,False,True,,True,,,True,True,
21119,175,155.0,60.0,,,,,295.0,236.2,125.9,,154.0,,,,,,-20.0,-115.0,,,,,120.0,61.2,-49.1,,-21.0,,,,,,False,,,,,False,False,False,,False,,,,,
21121,547,970.0,507.0,,,,,1243.0,1379.4,666.6,,954.0,,,,,,423.0,-40.0,,,,,696.0,832.4,119.6,,407.0,,,,,,True,,,,,False,False,True,,True,,,,,
21123,227,275.0,410.0,,,,,387.0,611.3,186.0,,133.0,,,,,,48.0,183.0,,,,,160.0,384.3,-41.0,,-94.0,,,,,,False,,,,,False,False,True,,False,,,,,
21125,1101,1865.0,1032.0,,,,,1937.0,3582.5,1057.0,,1789.5,,,1186.8,,,764.0,-69.0,,,,,836.0,2481.5,-44.0,,688.5,,,85.8,,,True,,,,,False,False,True,,True,,,True,,
21127,207,340.0,68.0,,,,,394.0,152.5,305.5,,275.0,,,,,,133.0,-139.0,,,,,187.0,-54.5,98.5,,68.0,,,,,,False,,,,,False,True,True,,True,,,,,
21129,85,110.0,,,,,,257.0,99.0,109.7,,103.0,,,,,,25.0,,,,,,172.0,14.0,24.7,,18.0,,,,,,,,,,,False,True,True,,True,,,,,
21131,145,330.0,385.0,,,,,265.0,882.9,189.3,,336.0,,,,,,185.0,240.0,,,,,120.0,737.9,44.3,,191.0,,,,,,False,,,,,True,False,True,,False,,,,,
