,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
17077,77,196.0,,201.1,,152.0,150.0,97.0,,,,,164.0,,154.5,,,193.0,50.5,,206.5,141.0,,115.0,142.8,,,,177.0,140.0,204.0,,,,,,125.6,177.3,,,,197.5,119.0,,124.1,,75.0,73.0,20.0,,,,,87.0,,77.5,,,116.0,-26.5,,129.5,64.0,,38.0,65.8,,,,100.0,63.0,127.0,,,,,,48.6,100.3,,,,120.5,,False,,True,True,True,,,,,True,,True,,,True,True,,False,True,,True,True,,,,True,True,False,,,,,,True,True,,,,False
17079,12,26.0,,32.8,,23.0,32.0,21.0,,,,,38.7,,8.2,,,39.0,8.2,,43.2,,,2.0,17.8,,,,21.0,23.0,20.7,,,,,,,67.4,,,,44.8,14.0,,20.8,,11.0,20.0,9.0,,,,,26.7,,-3.8,,,27.0,-3.8,,31.2,,,-10.0,5.8,,,,9.0,11.0,8.7,,,,,,,55.4,,,,32.8,,False,,True,False,True,,,,,False,,True,,,False,True,,False,,,True,True,,,,True,True,True,,,,,,,False,,,,False
17081,107,268.0,,274.6,,184.0,168.0,258.0,,,,,172.5,,164.3,,,147.0,122.6,,202.9,191.0,,140.0,178.7,,,,244.0,209.0,117.4,,,,,,244.4,159.2,,,,265.7,161.0,,167.6,,77.0,61.0,151.0,,,,,65.5,,57.3,,,40.0,15.6,,95.9,84.0,,33.0,71.7,,,,137.0,102.0,10.4,,,,,,137.4,52.2,,,,158.7,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True
17083,68,108.0,,96.5,,89.0,84.0,104.0,,,,,84.8,,65.4,,,90.0,49.6,,125.1,,,55.0,83.0,,,,92.0,98.0,81.9,,,,,,144.5,95.2,,,,133.3,40.0,,28.5,,21.0,16.0,36.0,,,,,16.8,,-2.6,,,22.0,-18.4,,57.1,,,-13.0,15.0,,,,24.0,30.0,13.9,,,,,,76.5,27.2,,,,65.3,,True,,True,True,True,,,,,True,,True,,,True,True,,False,,,True,True,,,,True,True,True,,,,,,False,True,,,,False
17085,24,42.0,,41.9,,42.0,41.0,44.0,,,,,41.6,,33.9,,,77.0,34.3,,62.5,,,26.0,31.2,,,,41.0,49.0,71.8,,,,,,,46.8,,,,54.6,18.0,,17.9,,18.0,17.0,20.0,,,,,17.6,,9.9,,,53.0,10.3,,38.5,,,2.0,7.2,,,,17.0,25.0,47.8,,,,,,,22.8,,,,30.6,,True,,False,True,False,,,,,True,,True,,,False,True,,False,,,True,True,,,,True,False,False,,,,,,,False,,,,False
17087,17,54.0,,48.0,,49.0,47.0,24.0,,,,,55.6,,32.3,,,52.0,56.1,,47.0,,,29.0,35.9,,,,60.0,48.0,76.1,,,,,,,48.1,,,,80.8,37.0,,31.0,,32.0,30.0,7.0,,,,,38.6,,15.3,,,35.0,39.1,,30.0,,,12.0,18.9,,,,43.0,31.0,59.1,,,,,,,31.1,,,,63.8,,True,,True,True,True,,,,,False,,True,,,True,False,,True,,,True,True,,,,False,True,False,,,,,,,True,,,,False
17089,1132,1584.0,,1547.1,1881.9,1378.0,1410.0,1057.0,,,,,1394.2,,1074.2,,1104.3,1857.0,1095.8,,2163.5,1170.5,,1007.5,1287.0,,,,1455.0,1474.0,2069.7,,,,,,1437.6,1708.3,948.0,,,1692.0,452.0,,415.1,749.9,246.0,278.0,-75.0,,,,,262.2,,-57.8,,-27.7,725.0,-36.2,,1031.5,38.5,,-124.5,155.0,,,,323.0,342.0,937.7,,,,,,305.6,576.3,-184.0,,,560.0,,True,False,True,True,True,,,,,True,,True,,True,False,True,,False,True,,True,True,,,,True,True,False,,,,,,True,False,True,,,False
17091,303,308.0,,314.8,,273.0,294.0,244.0,,,,,271.4,,186.0,,,379.0,135.0,,513.5,252.0,,188.0,235.6,,,,267.0,270.0,394.3,,,,,,459.5,404.7,,,,381.2,5.0,,11.8,,-30.0,-9.0,-59.0,,,,,-31.6,,-117.0,,,76.0,-168.0,,210.5,-51.0,,-115.0,-67.4,,,,-36.0,-33.0,91.3,,,,,,156.5,101.7,,,,78.2,,False,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False
17093,331,484.0,,468.3,,411.0,413.0,422.0,,,,,361.3,,312.1,,,453.0,338.6,,653.8,455.0,,289.0,373.1,,,,502.0,418.0,494.4,,,,,,456.3,490.9,318.0,,,552.4,153.0,,137.3,,80.0,82.0,91.0,,,,,30.3,,-18.9,,,122.0,7.6,,322.8,124.0,,-42.0,42.1,,,,171.0,87.0,163.4,,,,,,125.3,159.9,-13.0,,,221.4,,True,,True,True,True,,,,,True,,True,,,True,True,,False,True,,True,True,,,,False,True,False,,,,,,True,False,True,,,False
17095,149,120.0,,140.1,,118.0,125.0,107.0,,,,,150.7,,62.5,,,210.0,48.3,,176.9,107.5,,45.0,92.4,,,,102.0,112.0,182.1,,,,,,284.6,155.5,,,,157.5,-29.0,,-8.9,,-31.0,-24.0,-42.0,,,,,1.7,,-86.5,,,61.0,-100.7,,27.9,-41.5,,-104.0,-56.6,,,,-47.0,-37.0,33.1,,,,,,135.6,6.5,,,,8.5,,True,,False,True,False,,,,,True,,False,,,False,False,,True,False,,False,False,,,,False,False,False,,,,,,False,True,,,,True
17097,1586,2380.0,,2379.1,2080.7,1946.0,1923.0,2030.0,,,,,1725.2,,1627.8,,1807.1,2372.0,1367.0,,2663.9,1801.0,,1610.5,1924.5,,,,2138.0,2182.0,2829.4,,,,,,1885.2,2216.7,1431.0,,,1936.4,794.0,,793.1,494.7,360.0,337.0,444.0,,,,,139.2,,41.8,,221.1,786.0,-219.0,,1077.9,215.0,,24.5,338.5,,,,552.0,596.0,1243.4,,,,,,299.2,630.7,-155.0,,,350.4,,True,True,True,True,True,,,,,True,,True,,True,True,True,,False,True,,True,True,,,,True,True,False,,,,,,True,True,True,,,True
17099,337,416.0,,396.2,,332.0,349.0,359.0,,,,,342.7,,285.6,,,364.0,254.5,,678.5,317.0,,280.0,314.7,,,,414.0,437.0,340.2,,,,,,307.7,401.5,,,,,79.0,,59.2,,-5.0,12.0,22.0,,,,,5.7,,-51.4,,,27.0,-82.5,,341.5,-20.0,,-57.0,-22.3,,,,77.0,100.0,3.2,,,,,,-29.3,64.5,,,,,,True,,True,True,True,,,,,True,,True,,,True,False,,False,True,,True,True,,,,True,False,True,,,,,,True,True,,,,
17101,28,54.0,,56.7,,53.0,69.0,32.0,,,,,61.7,,38.6,,,60.0,3.8,,59.5,,,181.0,39.2,,,,40.0,32.0,77.9,,,,,,,70.7,,,,80.5,26.0,,28.7,,25.0,41.0,4.0,,,,,33.7,,10.6,,,32.0,-24.2,,31.5,,,153.0,11.2,,,,12.0,4.0,49.9,,,,,,,42.7,,,,52.5,,False,,True,False,True,,,,,False,,True,,,False,True,,False,,,False,True,,,,True,True,False,,,,,,,False,,,,False
17103,57,76.0,,67.0,,81.0,145.0,118.0,,,,,106.6,,102.2,,,126.0,58.8,,118.9,71.0,,24.0,54.7,,,,84.0,87.0,123.5,,,,,,115.0,341.3,,,,157.7,19.0,,10.0,,24.0,88.0,61.0,,,,,49.6,,45.2,,,69.0,1.8,,61.9,14.0,,-33.0,-2.3,,,,27.0,30.0,66.5,,,,,,58.0,284.3,,,,100.7,,True,,False,False,False,,,,,False,,False,,,False,True,,False,True,,False,True,,,,False,False,False,,,,,,False,False,,,,False
17105,115,170.0,,152.7,,138.0,139.0,196.0,,,,,148.5,,64.3,,,132.0,108.5,,195.7,157.5,,116.0,130.9,,,,171.0,155.0,112.4,,,,,,178.5,148.8,,,,207.0,55.0,,37.7,,23.0,24.0,81.0,,,,,33.5,,-50.7,,,17.0,-6.5,,80.7,42.5,,1.0,15.9,,,,56.0,40.0,-2.6,,,,,,63.5,33.8,,,,92.0,,True,,True,True,False,,,,,True,,True,,,True,True,,False,True,,True,True,,,,False,True,True,,,,,,False,True,,,,False
17107,37,76.0,,71.4,,74.0,117.0,108.0,,,,,98.4,,42.2,,,116.0,32.3,,116.7,,,19.0,52.9,,,,65.0,71.0,102.2,,,,,,,269.1,,,,128.1,39.0,,34.4,,37.0,80.0,71.0,,,,,61.4,,5.2,,,79.0,-4.7,,79.7,,,-18.0,15.9,,,,28.0,34.0,65.2,,,,,,,232.1,,,,91.1,,True,,True,False,False,,,,,False,,True,,,False,True,,False,,,True,True,,,,True,True,False,,,,,,,False,,,,False
17109,33,80.0,,73.1,,65.0,70.0,67.0,,,,,57.9,,90.9,,,123.0,28.4,,106.4,47.0,,35.0,53.7,,,,76.0,74.0,118.1,,,,,,74.3,74.2,,,,103.9,47.0,,40.1,,32.0,37.0,34.0,,,,,24.9,,57.9,,,90.0,-4.6,,73.4,14.0,,2.0,20.7,,,,43.0,41.0,85.1,,,,,,41.3,41.2,,,,70.9,,True,,True,True,True,,,,,True,,False,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,True,True,,,,False
17111,752,1018.0,,1000.7,,829.0,912.0,1011.0,,,,,769.3,,781.4,,757.7,961.0,431.4,,1070.8,689.5,,596.5,804.0,,,,915.0,890.0,922.8,,,,,,1013.0,1293.4,652.0,,,935.8,266.0,,248.7,,77.0,160.0,259.0,,,,,17.3,,29.4,,5.7,209.0,-320.6,,318.8,-62.5,,-155.5,52.0,,,,163.0,138.0,170.8,,,,,,261.0,541.4,-100.0,,,183.8,,True,,True,True,True,,,,,True,,True,,True,True,False,,False,True,,True,True,,,,True,True,True,,,,,,True,False,True,,,True
17113,300,582.0,,572.7,,473.0,481.0,484.0,,,,,481.1,,339.4,,,607.0,249.4,,638.0,422.5,,327.0,444.5,,,,518.0,493.0,645.8,,,,,,572.1,578.9,344.0,,,690.5,282.0,,272.7,,173.0,181.0,184.0,,,,,181.1,,39.4,,,307.0,-50.6,,338.0,122.5,,27.0,144.5,,,,218.0,193.0,345.8,,,,,,272.1,278.9,44.0,,,390.5,,True,,True,True,True,,,,,True,,True,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,True,True,True,,,False
17115,138,278.0,,282.9,,231.0,290.0,115.0,,,,,253.5,,199.8,,,401.0,65.9,,365.3,190.0,,217.0,227.4,,,,237.0,189.0,421.9,,,,,,294.1,449.2,,,,386.0,140.0,,144.9,,93.0,152.0,-23.0,,,,,115.5,,61.8,,,263.0,-72.1,,227.3,52.0,,79.0,89.4,,,,99.0,51.0,283.9,,,,,,156.1,311.2,,,,248.0,,False,,True,False,True,,,,,True,,True,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,False,False,,,,False
17117,101,168.0,,159.6,,160.0,136.0,158.0,,,,,162.1,,148.0,,,183.0,111.1,,208.4,162.0,,70.0,121.1,,,,160.0,167.0,177.1,,,,,,215.5,141.0,,,,225.1,67.0,,58.6,,59.0,35.0,57.0,,,,,61.1,,47.0,,,82.0,10.1,,107.4,61.0,,-31.0,20.1,,,,59.0,66.0,76.1,,,,,,114.5,40.0,,,,124.1,,True,,True,True,True,,,,,True,,True,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,False,True,,,,False
17119,853,1460.0,,1402.2,,1028.0,1082.0,1691.0,,,,,1072.6,,791.6,,,999.0,716.4,,1805.0,1087.0,,865.0,1066.5,,,,1247.0,1174.0,1002.5,,,,,,1395.1,1140.4,772.0,,,1333.0,607.0,,549.2,,175.0,229.0,838.0,,,,,219.6,,-61.4,,,146.0,-136.6,,952.0,234.0,,12.0,213.5,,,,394.0,321.0,149.5,,,,,,542.1,287.4,-81.0,,,480.0,,True,,True,True,False,,,,,True,,True,,,True,True,,False,True,,True,True,,,,True,True,True,,,,,,True,True,True,,,True
17121,37,72.0,,78.6,,90.0,96.0,98.0,,,,,131.0,,35.1,,,140.0,74.8,,151.1,97.0,,5.0,67.9,,,,76.0,94.0,122.0,,,,,,191.8,167.1,,,,156.9,35.0,,41.6,,53.0,59.0,61.0,,,,,94.0,,-1.9,,,103.0,37.8,,114.1,60.0,,-32.0,30.9,,,,39.0,57.0,85.0,,,,,,154.8,130.1,,,,119.9,,False,,False,False,False,,,,,False,,True,,,False,False,,False,False,,True,True,,,,False,False,False,,,,,,False,False,,,,False
17123,35,100.0,,97.6,,67.0,65.0,102.0,,,,,32.0,,42.8,,,43.0,69.1,,53.9,,,36.0,65.4,,,,114.0,75.0,44.4,,,,,,,90.6,,,,83.3,65.0,,62.6,,32.0,30.0,67.0,,,,,-3.0,,7.8,,,8.0,34.1,,18.9,,,1.0,30.4,,,,79.0,40.0,9.4,,,,,,,55.6,,,,48.3,,True,,True,True,False,,,,,True,,True,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True
17125,19,58.0,,61.5,,48.0,48.0,39.0,,,,,39.6,,30.5,,,55.0,26.6,,48.0,,,44.0,46.0,,,,48.0,52.0,58.7,,,,,,,57.5,,,,62.7,39.0,,42.5,,29.0,29.0,20.0,,,,,20.6,,11.5,,,36.0,7.6,,29.0,,,25.0,27.0,,,,29.0,33.0,39.7,,,,,,,38.5,,,,43.7,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,False,,,,,,,True,,,,False
17127,49,148.0,,149.7,,98.0,90.0,126.0,,,,,51.7,,73.6,,,72.0,66.1,,78.0,,,124.0,96.3,,,,143.0,97.0,49.5,,,,,,,96.8,,,,121.4,99.0,,100.7,,49.0,41.0,77.0,,,,,2.7,,24.6,,,23.0,17.1,,29.0,,,75.0,47.3,,,,94.0,48.0,0.5,,,,,,,47.8,,,,72.4,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True
17129,33,82.0,,87.8,,58.0,56.0,75.0,,,,,40.5,,63.2,,,51.0,24.9,,65.8,,,57.0,59.5,,,,88.0,57.0,57.2,,,,,,,61.9,,,,72.7,49.0,,54.8,,25.0,23.0,42.0,,,,,7.5,,30.2,,,18.0,-8.1,,32.8,,,24.0,26.5,,,,55.0,24.0,24.2,,,,,,,28.9,,,,39.7,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True
17131,39,46.0,,48.2,,34.0,36.0,28.0,,,,,32.6,,33.6,,,67.0,20.4,,38.6,,,34.0,34.5,,,,45.0,35.0,42.2,,,,,,,42.2,,,,48.9,7.0,,9.2,,-5.0,-3.0,-11.0,,,,,-6.4,,-5.4,,,28.0,-18.6,,-0.4,,,-5.0,-4.5,,,,6.0,-4.0,3.2,,,,,,,3.2,,,,9.9,,False,,True,True,False,,,,,True,,True,,,False,False,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,False
17133,113,212.0,,212.7,,170.0,172.0,170.0,,,,,158.2,,122.0,,,131.0,115.9,,193.6,155.5,,172.5,169.1,,,,194.0,171.0,196.2,,,,,,257.1,176.1,,,,200.5,99.0,,99.7,,57.0,59.0,57.0,,,,,45.2,,9.0,,,18.0,2.9,,80.6,42.5,,59.5,56.1,,,,81.0,58.0,83.2,,,,,,144.1,63.1,,,,87.5,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,False,True,,,,True
17135,119,148.0,,135.5,,117.0,106.0,64.0,,,,,163.5,,62.9,,,123.0,31.4,,140.7,,,66.0,92.0,,,,115.0,116.0,110.2,,,,,,515.2,101.8,,,,211.1,29.0,,16.5,,-2.0,-13.0,-55.0,,,,,44.5,,-56.1,,,4.0,-87.6,,21.7,,,-53.0,-27.0,,,,-4.0,-3.0,-8.8,,,,,,396.2,-17.2,,,,92.1,,True,,True,True,False,,,,,False,,False,,,True,False,,True,,,False,True,,,,True,True,True,,,,,,False,True,,,,False
17137,133,130.0,,132.7,,126.0,111.0,96.0,,,,,91.5,,73.9,,,140.0,38.5,,129.7,104.5,,92.0,129.3,,,,108.0,118.0,143.4,,,,,,123.8,125.6,,,,146.9,-3.0,,-0.3,,-7.0,-22.0,-37.0,,,,,-41.5,,-59.1,,,7.0,-94.5,,-3.3,-28.5,,-41.0,-3.7,,,,-25.0,-15.0,10.4,,,,,,-9.2,-7.4,,,,13.9,,True,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False
17139,27,50.0,,48.2,,40.0,44.0,32.0,,,,,43.5,,40.1,,,64.0,16.6,,50.1,,,26.0,37.5,,,,37.0,39.0,52.0,,,,,,,68.4,,,,54.7,23.0,,21.2,,13.0,17.0,5.0,,,,,16.5,,13.1,,,37.0,-10.4,,23.1,,,-1.0,10.5,,,,10.0,12.0,25.0,,,,,,,41.4,,,,27.7,,True,,True,True,True,,,,,True,,True,,,False,True,,False,,,True,True,,,,True,True,False,,,,,,,False,,,,False
17141,95,116.0,,110.9,,106.0,129.0,90.0,,,,,145.5,,163.3,,,174.0,102.3,,195.9,88.0,,50.0,100.3,,,,114.0,130.0,108.4,,,,,,219.9,188.3,,,,185.3,21.0,,15.9,,11.0,34.0,-5.0,,,,,50.5,,68.3,,,79.0,7.3,,100.9,-7.0,,-45.0,5.3,,,,19.0,35.0,13.4,,,,,,124.9,93.3,,,,90.3,,True,,True,False,True,,,,,False,,False,,,False,True,,False,True,,False,True,,,,True,False,True,,,,,,False,False,,,,False
17143,562,732.0,,722.4,,595.0,598.0,428.0,,,,,576.0,,428.8,,,665.0,298.4,,776.2,471.5,,421.5,625.6,,,,635.0,664.0,737.7,,,,,,597.2,690.9,551.0,,,818.4,170.0,,160.4,,33.0,36.0,-134.0,,,,,14.0,,-133.2,,,103.0,-263.6,,214.2,-90.5,,-140.5,63.6,,,,73.0,102.0,175.7,,,,,,35.2,128.9,-11.0,,,256.4,,True,,True,True,True,,,,,True,,True,,,True,False,,False,True,,True,True,,,,True,True,False,,,,,,True,True,True,,,False
17145,55,180.0,,172.4,,99.0,107.0,100.0,,,,,129.4,,84.1,,,85.0,53.5,,133.8,,,44.0,98.3,,,,140.0,136.0,78.5,,,,,,135.0,127.5,,,,205.1,125.0,,117.4,,44.0,52.0,45.0,,,,,74.4,,29.1,,,30.0,-1.5,,78.8,,,-11.0,43.3,,,,85.0,81.0,23.5,,,,,,80.0,72.5,,,,150.1,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,True,True,,,,False
17147,38,72.0,,72.5,,54.0,54.0,43.0,,,,,40.9,,34.5,,,62.0,24.3,,62.3,,,45.0,54.7,,,,75.0,52.0,64.3,,,,,,,64.5,,,,75.2,34.0,,34.5,,16.0,16.0,5.0,,,,,2.9,,-3.5,,,24.0,-13.7,,24.3,,,7.0,16.7,,,,37.0,14.0,26.3,,,,,,,26.5,,,,37.2,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False
17149,22,34.0,,39.7,,40.0,39.0,52.0,,,,,45.3,,37.8,,,68.0,60.8,,50.3,,,14.0,27.4,,,,34.0,33.0,46.9,,,,,,,58.9,,,,61.4,12.0,,17.7,,18.0,17.0,30.0,,,,,23.3,,15.8,,,46.0,38.8,,28.3,,,-8.0,5.4,,,,12.0,11.0,24.9,,,,,,,36.9,,,,39.4,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,True,True,,,,False,True,False,,,,,,,False,,,,False
17151,10,14.0,,13.7,,13.0,11.0,8.0,,,,,13.4,,13.3,,,23.0,4.5,,10.4,,,2.0,13.4,,,,11.0,12.0,13.2,,,,,,,13.7,,,,13.5,4.0,,3.7,,3.0,1.0,-2.0,,,,,3.4,,3.3,,,13.0,-5.5,,0.4,,,-8.0,3.4,,,,1.0,2.0,3.2,,,,,,,3.7,,,,3.5,,True,,True,True,True,,,,,True,,True,,,False,False,,True,,,False,True,,,,True,True,True,,,,,,,True,,,,True
17153,13,22.0,,23.7,,22.0,22.0,14.0,,,,,21.2,,9.8,,,30.0,11.4,,20.0,,,23.0,19.4,,,,19.0,20.0,27.6,,,,,,,23.0,,,,43.5,9.0,,10.7,,9.0,9.0,1.0,,,,,8.2,,-3.2,,,17.0,-1.6,,7.0,,,10.0,6.4,,,,6.0,7.0,14.6,,,,,,,10.0,,,,30.5,,False,,False,False,True,,,,,True,,True,,,False,True,,True,,,False,True,,,,True,True,False,,,,,,,False,,,,False
17155,24,18.0,,17.3,,18.0,18.0,8.0,,,,,12.4,,26.5,,,22.0,95.9,,20.2,,,13.0,17.8,,,,19.0,23.0,16.4,,,,,,,16.8,,,,19.7,-6.0,,-6.7,,-6.0,-6.0,-16.0,,,,,-11.6,,2.5,,,-2.0,71.9,,-3.8,,,-11.0,-6.2,,,,-5.0,-1.0,-7.6,,,,,,,-7.2,,,,-4.3,,False,,False,False,False,,,,,False,,True,,,True,False,,True,,,False,False,,,,True,True,False,,,,,,,False,,,,True
17157,44,86.0,,82.3,,84.0,93.0,83.0,,,,,122.7,,66.6,,,131.0,32.5,,126.9,55.0,,22.0,68.4,,,,75.0,105.0,109.8,,,,,,125.2,153.5,,,,135.8,42.0,,38.3,,40.0,49.0,39.0,,,,,78.7,,22.6,,,87.0,-11.5,,82.9,11.0,,-22.0,24.4,,,,31.0,61.0,65.8,,,,,,81.2,109.5,,,,91.8,,True,,True,False,True,,,,,False,,True,,,False,True,,False,True,,True,True,,,,True,False,False,,,,,,False,False,,,,False
17159,19,34.0,,31.9,,32.0,39.0,28.0,,,,,49.2,,28.9,,,57.0,14.6,,38.5,,,6.0,27.4,,,,29.0,33.0,60.5,,,,,,,68.6,,,,64.4,15.0,,12.9,,13.0,20.0,9.0,,,,,30.2,,9.9,,,38.0,-4.4,,19.5,,,-13.0,8.4,,,,10.0,14.0,41.5,,,,,,,49.6,,,,45.4,,True,,True,False,True,,,,,False,,True,,,False,True,,False,,,True,True,,,,True,True,False,,,,,,,False,,,,False
17161,338,406.0,,423.9,,320.0,359.0,273.0,,,,,350.0,,272.0,,,604.0,226.5,,480.9,264.5,,258.0,318.5,,,,342.0,346.0,483.8,,,,,,742.3,443.3,290.0,,,457.4,68.0,,85.9,,-18.0,21.0,-65.0,,,,,12.0,,-66.0,,,266.0,-111.5,,142.9,-73.5,,-80.0,-19.5,,,,4.0,8.0,145.8,,,,,,404.3,105.3,-48.0,,,119.4,,False,,True,True,True,,,,,True,,True,,,False,False,,False,False,,False,True,,,,True,True,False,,,,,,False,False,True,,,False
17163,806,1280.0,,1297.2,,1026.0,1087.0,887.0,,,,,1083.4,,901.3,,,905.0,560.5,,1209.7,2780.0,,1169.0,1081.1,,,,1152.0,1107.0,948.8,,,,,,1208.1,1309.0,825.0,,,995.0,474.0,,491.2,,220.0,281.0,81.0,,,,,277.4,,95.3,,,99.0,-245.5,,403.7,1974.0,,363.0,275.1,,,,346.0,301.0,142.8,,,,,,402.1,503.0,19.0,,,189.0,,False,,True,True,True,,,,,True,,True,,,True,True,,True,False,,True,True,,,,True,True,True,,,,,,True,False,True,,,True
17165,70,120.0,,116.6,,95.0,91.0,83.0,,,,,89.5,,69.6,,,101.0,56.6,,93.6,,,61.0,104.2,,,,103.0,93.0,112.8,,,,,,,113.3,,,,117.6,50.0,,46.6,,25.0,21.0,13.0,,,,,19.5,,-0.4,,,31.0,-13.4,,23.6,,,-9.0,34.2,,,,33.0,23.0,42.8,,,,,,,43.3,,,,47.6,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True
17167,419,606.0,,605.8,,486.0,503.0,454.0,,,,,446.8,,580.2,,,712.0,407.5,,745.5,393.5,,406.0,504.8,,,,569.0,472.0,754.3,,,,,,662.0,581.9,435.0,,,660.0,187.0,,186.8,,67.0,84.0,35.0,,,,,27.8,,161.2,,,293.0,-11.5,,326.5,-25.5,,-13.0,85.8,,,,150.0,53.0,335.3,,,,,,243.0,162.9,16.0,,,241.0,,True,,True,True,True,,,,,True,,True,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,False,True,True,,,False
