,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
13279,770,1722.0,,,,838.0,1525.8,120.9,,865.9,,,952.0,,,,68.0,755.8,-649.1,,95.9,,,,,,True,True,True,,True,,
13281,256,399.0,,,,361.0,112.0,0.0,,,,,143.0,,,,105.0,-144.0,-256.0,,,,,,,,True,False,False,,,,
13283,311,378.0,,,,256.0,288.6,18.1,,,,,67.0,,,,-55.0,-22.4,-292.9,,,,,,,,True,True,False,,,,
13285,1760,1911.0,,,,2326.0,1076.4,0.3,,1203.3,,,151.0,,,,566.0,-683.6,-1759.7,,-556.7,,,,,,False,False,False,,False,,
13287,276,504.0,,,,205.0,447.5,27.3,,,,,228.0,,,,-71.0,171.5,-248.7,,,,,,,,True,True,False,,,,
13289,172,420.0,,,,248.0,357.4,17.6,,,,,248.0,,,,76.0,185.4,-154.4,,,,,,,,True,True,True,,,,
13291,560,833.0,,,,740.0,595.9,0.1,,379.8,,,273.0,,,,180.0,35.9,-559.9,,-180.2,,,,,,True,True,False,,True,,
13293,883,2296.0,,,,1029.0,2872.6,0.0,,,,,1413.0,,,,146.0,1989.6,-883.0,,,,,,,,True,False,True,,,,
13295,2163,2499.0,,,,3290.0,1235.2,162.7,,2217.8,,,336.0,,,,1127.0,-927.8,-2000.3,,54.8,,,,,,False,False,False,,True,,
13297,3209,5418.0,,,,3012.0,5902.5,420.4,,3253.5,,,2209.0,,,,-197.0,2693.5,-2788.6,,44.5,,,,,,True,False,False,,True,,
13299,1192,1442.0,,,,1282.0,809.6,0.0,,828.8,,,250.0,,,,90.0,-382.4,-1192.0,,-363.2,,,,,,True,False,False,,False,,
13301,202,126.0,,,,135.0,69.4,0.0,,,,,-76.0,,,,-67.0,-132.6,-202.0,,,,,,,,True,False,False,,,,
13303,497,756.0,,,,593.0,2170.7,0.0,,,,,259.0,,,,96.0,1673.7,-497.0,,,,,,,,True,False,False,,,,
13305,1073,1246.0,,,,1105.0,930.0,0.0,,764.9,,,173.0,,,,32.0,-143.0,-1073.0,,-308.1,,,,,,True,True,False,,False,,
13307,45,42.0,,,,76.0,9.3,,,,,,-3.0,,,,31.0,-35.7,,,,,,,,,False,False,,,,,
13309,120,259.0,,,,302.0,963.4,0.0,,,,,139.0,,,,182.0,843.4,-120.0,,,,,,,,False,False,True,,,,
13311,799,1442.0,,,,957.0,634.8,153.5,,,,,643.0,,,,158.0,-164.2,-645.5,,,,,,,,True,True,False,,,,
13313,3649,6118.0,,,,4989.0,1660.4,689.1,,4184.8,,,2469.0,,,,1340.0,-1988.6,-2959.9,,535.8,,,,,,True,True,False,,True,,
13315,187,252.0,,,,368.0,85.5,15.3,,,,,65.0,,,,181.0,-101.5,-171.7,,,,,,,,False,False,False,,,,
13317,360,287.0,,,,294.0,167.5,20.9,,,,,-73.0,,,,-66.0,-192.5,-339.1,,,,,,,,True,False,False,,,,
13319,221,434.0,,,,219.0,552.0,22.4,,,,,213.0,,,,-2.0,331.0,-198.6,,,,,,,,True,False,True,,,,
13321,494,1036.0,,,,799.0,1525.2,46.3,,,,,542.0,,,,305.0,1031.2,-447.7,,,,,,,,True,False,True,,,,
15001,316,434.0,,,,,123.3,5.8,,,226.0,,118.0,,,,,-192.7,-310.2,,,-90.0,,,,,,False,False,,,True,
15003,3636,4676.0,,,,,3117.0,2.2,,2930.2,4547.0,,1040.0,,,,,-519.0,-3633.8,,-705.8,911.0,,,,,,True,False,,True,True,
15005,0,0.0,,,,,1.3,,,,,,0.0,,,,,1.3,,,,,,,,,,False,,,,,
15007,34,42.0,,,,,82.4,60.9,,,,,8.0,,,,,48.4,26.9,,,,,,,,,False,False,,,,
15009,1131,1323.0,,,,,3886.5,529.7,,,3027.0,,192.0,,,,,2755.5,-601.3,,,1896.0,,,,,,False,False,,,False,
16001,7557,15365.0,,,,10135.0,4192.2,0.6,,12651.8,4190.0,,7808.0,,,,2578.0,-3364.8,-7556.4,,5094.8,-3367.0,,,,,True,True,True,,True,True,
16003,59,287.0,,,,34.0,108.3,17.4,,,,,228.0,,,,-25.0,49.3,-41.6,,,,,,,,True,True,True,,,,
16005,1298,2282.0,,,,1405.0,1316.1,0.0,,1642.9,,,984.0,,,,107.0,18.1,-1298.0,,344.9,,,,,,True,True,False,,True,,
16007,71,161.0,,,,80.0,616.8,0.0,,,,,90.0,,,,9.0,545.8,-71.0,,,,,,,,True,False,True,,,,
16009,138,238.0,,,,201.0,92.4,0.0,,,,,100.0,,,,63.0,-45.6,-138.0,,,,,,,,True,True,False,,,,
16011,501,1022.0,,,,909.0,435.2,0.0,,,,,521.0,,,,408.0,-65.8,-501.0,,,,,,,,True,True,True,,,,
16013,568,203.0,,,,173.0,98.7,0.0,,,,,-365.0,,,,-395.0,-469.3,-568.0,,,,,,,,False,False,False,,,,
16015,62,21.0,,,,60.0,4.3,0.0,,,,,-41.0,,,,-2.0,-57.7,-62.0,,,,,,,,True,False,False,,,,
16017,938,1337.0,,,,770.0,545.1,0.0,,,,,399.0,,,,-168.0,-392.9,-938.0,,,,,,,,True,True,False,,,,
16019,1462,2492.0,,,,2295.0,724.8,0.0,,1422.9,,,1030.0,,,,833.0,-737.2,-1462.0,,-39.1,,,,,,True,True,False,,True,,
16021,241,385.0,,,,188.0,448.7,7.1,,,,,144.0,,,,-53.0,207.7,-233.9,,,,,,,,True,False,False,,,,
16023,33,42.0,,,,23.0,10.9,0.0,,,,,9.0,,,,-10.0,-22.1,-33.0,,,,,,,,False,False,False,,,,
16025,13,7.0,,,,7.0,252.3,,,,,,-6.0,,,,-6.0,239.3,,,,,,,,,False,False,,,,,
16027,3763,5922.0,,,,5922.0,2377.0,0.0,,7909.0,0.0,,2159.0,,,,2159.0,-1386.0,-3763.0,,4146.0,-3763.0,,,,,False,True,False,,False,False,
16029,83,231.0,,,,102.0,968.1,0.0,,,,,148.0,,,,19.0,885.1,-83.0,,,,,,,,True,False,True,,,,
16031,278,588.0,,,,378.0,406.8,0.0,,291.7,,,310.0,,,,100.0,128.8,-278.0,,13.7,,,,,,True,True,True,,True,,
16033,1,0.0,,,,36.0,0.0,,,,,,-1.0,,,,35.0,-1.0,,,,,,,,,False,True,,,,,
16035,170,161.0,,,,250.0,56.6,0.0,,,,,-9.0,,,,80.0,-113.4,-170.0,,,,,,,,False,False,False,,,,
16037,25,49.0,,,,32.0,39.0,0.0,,,,,24.0,,,,7.0,14.0,-25.0,,,,,,,,True,True,False,,,,
16039,231,245.0,,,,334.0,105.7,0.0,,,,,14.0,,,,103.0,-125.3,-231.0,,,,,,,,False,False,False,,,,
16041,144,175.0,,,,186.0,35.4,0.0,,,,,31.0,,,,42.0,-108.6,-144.0,,,,,,,,False,False,False,,,,
16043,112,119.0,,,,181.0,120.6,0.0,,,,,7.0,,,,69.0,8.6,-112.0,,,,,,,,False,False,False,,,,
16045,258,420.0,,,,426.0,203.3,0.0,,,,,162.0,,,,168.0,-54.7,-258.0,,,,,,,,False,True,False,,,,
16047,110,161.0,,,,159.0,51.7,0.0,,,,,51.0,,,,49.0,-58.3,-110.0,,,,,,,,True,False,False,,,,
16049,133,322.0,,,,354.0,140.8,0.0,,,,,189.0,,,,221.0,7.8,-133.0,,,,,,,,False,True,True,,,,
16051,319,406.0,,,,452.0,140.0,0.0,,,,,87.0,,,,133.0,-179.0,-319.0,,,,,,,,False,False,False,,,,
16053,250,483.0,,,,351.0,557.8,0.0,,464.4,,,233.0,,,,101.0,307.8,-250.0,,214.4,,,,,,True,False,False,,True,,
16055,3638,6160.0,,,,3593.0,1977.9,0.0,,6133.4,1828.0,,2522.0,,,,-45.0,-1660.1,-3638.0,,2495.4,-1810.0,,,,,True,True,False,,True,True,
16057,489,280.0,,,,851.0,68.6,0.0,,,,,-209.0,,,,362.0,-420.4,-489.0,,,,,,,,False,False,False,,,,
16059,28,56.0,,,,119.0,59.7,0.0,,,,,28.0,,,,91.0,31.7,-28.0,,,,,,,,False,False,False,,,,
16061,33,49.0,,,,98.0,7.4,0.0,,,,,16.0,,,,65.0,-25.6,-33.0,,,,,,,,False,False,False,,,,
16063,48,42.0,,,,31.0,5.4,0.0,,,,,-6.0,,,,-17.0,-42.6,-48.0,,,,,,,,False,False,False,,,,
16065,924,728.0,,,,600.0,166.3,0.0,,179.8,,,-196.0,,,,-324.0,-757.7,-924.0,,-744.2,,,,,,False,False,False,,False,,
16067,199,399.0,,,,346.0,135.8,0.0,,301.4,,,200.0,,,,147.0,-63.2,-199.0,,102.4,,,,,,True,True,True,,True,,
16069,311,581.0,,,,1201.0,154.7,0.0,,586.9,,,270.0,,,,890.0,-156.3,-311.0,,275.9,,,,,,False,True,False,,False,,
16071,77,35.0,,,,41.0,7.0,0.0,,,,,-42.0,,,,-36.0,-70.0,-77.0,,,,,,,,True,False,False,,,,
16073,112,182.0,,,,181.0,65.3,0.0,,,,,70.0,,,,69.0,-46.7,-112.0,,,,,,,,True,True,False,,,,
16075,294,539.0,,,,716.0,197.7,0.0,,932.4,,,245.0,,,,422.0,-96.3,-294.0,,638.4,,,,,,False,True,False,,False,,
16077,77,91.0,,,,81.0,62.0,0.0,,,,,14.0,,,,4.0,-15.0,-77.0,,,,,,,,True,False,False,,,,
16079,150,294.0,,,,302.0,64.9,0.0,,,,,144.0,,,,152.0,-85.1,-150.0,,,,,,,,False,True,False,,,,
16081,328,329.0,,,,161.0,377.4,0.0,,,,,1.0,,,,-167.0,49.4,-328.0,,,,,,,,False,False,False,,,,
16083,975,1435.0,,,,1252.0,798.3,0.0,,1956.6,,,460.0,,,,277.0,-176.7,-975.0,,981.6,,,,,,True,True,False,,False,,
16085,304,294.0,,,,111.0,412.0,4.0,,,,,-10.0,,,,-193.0,108.0,-300.0,,,,,,,,False,False,False,,,,
16087,173,266.0,,,,255.0,67.1,0.0,,,,,93.0,,,,82.0,-105.9,-173.0,,,,,,,,True,False,False,,,,
17001,1336,3514.0,,,,1647.0,2176.4,0.0,,1390.1,,,2178.0,,,,311.0,840.4,-1336.0,,54.1,,,,,,True,True,True,,True,,
17003,98,70.0,,,,121.0,31.7,0.0,,,,,-28.0,,,,23.0,-66.3,-98.0,,,,,,,,True,False,False,,,,
17005,327,511.0,,,,452.0,225.9,0.0,,,,,184.0,,,,125.0,-101.1,-327.0,,,,,,,,True,True,False,,,,
17007,757,1519.0,,,,779.0,817.1,0.1,,1707.2,,,762.0,,,,22.0,60.1,-756.9,,950.2,,,,,,True,True,True,,False,,
17009,202,175.0,,,,191.0,50.5,0.0,,,,,-27.0,,,,-11.0,-151.5,-202.0,,,,,,,,True,False,False,,,,
17011,421,882.0,,,,587.0,633.2,0.0,,535.0,,,461.0,,,,166.0,212.2,-421.0,,114.0,,,,,,True,True,True,,True,,
17013,90,189.0,,,,93.0,789.1,0.0,,,,,99.0,,,,3.0,699.1,-90.0,,,,,,,,True,False,True,,,,
17015,214,294.0,,,,215.0,267.4,0.0,,,,,80.0,,,,1.0,53.4,-214.0,,,,,,,,True,True,False,,,,
17017,269,721.0,,,,243.0,425.8,0.0,,,,,452.0,,,,-26.0,156.8,-269.0,,,,,,,,True,True,True,,,,
17019,3800,4277.0,,,,4278.0,3391.6,0.7,,3585.8,2018.0,,477.0,,,,478.0,-408.4,-3799.3,,-214.2,-1782.0,,,,,False,True,False,,True,False,
17021,615,1092.0,,,,931.0,794.1,0.0,,2179.9,,,477.0,,,,316.0,179.1,-615.0,,1564.9,,,,,,True,True,False,,False,,
17023,433,707.0,,,,451.0,666.0,0.2,,,,,274.0,,,,18.0,233.0,-432.8,,,,,,,,True,True,False,,,,
17025,195,371.0,,,,339.0,139.0,0.0,,,,,176.0,,,,144.0,-56.0,-195.0,,,,,,,,True,True,False,,,,
17027,1009,1421.0,,,,979.0,489.9,0.0,,331.7,,,412.0,,,,-30.0,-519.1,-1009.0,,-677.3,,,,,,True,False,False,,False,,
17029,772,1204.0,,,,1559.0,347.2,0.0,,690.1,,,432.0,,,,787.0,-424.8,-772.0,,-81.9,,,,,,False,True,False,,True,,
17031,71437,101234.0,,,,84303.0,58456.8,234.0,,132792.3,0.0,,29797.0,,,,12866.0,-12980.2,-71203.0,,61355.3,-71437.0,,,,,True,True,False,,False,False,
17033,406,427.0,,,,607.0,129.2,0.2,,,,,21.0,,,,201.0,-276.8,-405.8,,,,,,,,False,False,False,,,,
17035,231,315.0,,,,310.0,84.7,0.0,,,,,84.0,,,,79.0,-146.3,-231.0,,,,,,,,True,False,False,,,,
17037,1406,2198.0,,,,1447.0,1618.7,0.4,,1456.2,,,792.0,,,,41.0,212.7,-1405.6,,50.2,,,,,,True,True,False,,True,,
17039,343,385.0,,,,398.0,206.7,0.0,,,,,42.0,,,,55.0,-136.3,-343.0,,,,,,,,False,False,False,,,,
17041,507,616.0,,,,589.0,317.1,0.1,,,,,109.0,,,,82.0,-189.9,-506.9,,,,,,,,True,False,False,,,,
17043,13025,20426.0,,,,15151.0,18762.0,7.7,,8649.4,11778.0,,7401.0,,,,2126.0,5737.0,-13017.3,,-4375.6,-1247.0,,,,,True,True,False,,True,True,
17045,189,315.0,,,,632.0,75.8,0.1,,,,,126.0,,,,443.0,-113.2,-188.9,,,,,,,,False,True,False,,,,
17047,116,294.0,,,,142.0,314.4,11.2,,,,,178.0,,,,26.0,198.4,-104.8,,,,,,,,True,False,True,,,,
17049,559,1421.0,,,,959.0,701.6,0.1,,,,,862.0,,,,400.0,142.6,-558.9,,,,,,,,True,True,True,,,,
17051,378,735.0,,,,696.0,267.4,0.1,,968.5,,,357.0,,,,318.0,-110.6,-377.9,,590.5,,,,,,True,True,False,,False,,
17053,295,497.0,,,,344.0,126.0,0.3,,,,,202.0,,,,49.0,-169.0,-294.7,,,,,,,,True,True,False,,,,
17055,692,1687.0,,,,993.0,635.3,0.0,,,,,995.0,,,,301.0,-56.7,-692.0,,,,,,,,True,True,True,,,,
17057,450,826.0,,,,736.0,371.4,78.3,,,,,376.0,,,,286.0,-78.6,-371.7,,,,,,,,True,True,True,,,,
17059,96,161.0,,,,133.0,72.1,22.7,,,,,65.0,,,,37.0,-23.9,-73.3,,,,,,,,True,True,False,,,,
17061,250,280.0,,,,387.0,105.1,0.0,,,,,30.0,,,,137.0,-144.9,-250.0,,,,,,,,False,False,False,,,,
17063,1088,1400.0,,,,1037.0,734.4,0.1,,973.0,,,312.0,,,,-51.0,-353.6,-1087.9,,-115.0,,,,,,True,False,False,,True,,
17065,175,343.0,,,,273.0,228.5,0.0,,,,,168.0,,,,98.0,53.5,-175.0,,,,,,,,True,True,False,,,,
17067,328,497.0,,,,367.0,306.6,0.0,,,,,169.0,,,,39.0,-21.4,-328.0,,,,,,,,True,True,False,,,,
17069,124,91.0,,,,101.0,39.6,0.0,,,,,-33.0,,,,-23.0,-84.4,-124.0,,,,,,,,True,False,False,,,,
17071,91,84.0,,,,143.0,64.9,0.0,,,,,-7.0,,,,52.0,-26.1,-91.0,,,,,,,,False,False,False,,,,
17073,585,861.0,,,,831.0,405.9,0.1,,1068.4,,,276.0,,,,246.0,-179.1,-584.9,,483.4,,,,,,True,True,False,,False,,
17075,408,784.0,,,,682.0,531.2,0.1,,749.0,,,376.0,,,,274.0,123.2,-407.9,,341.0,,,,,,True,True,False,,True,,
17077,881,1113.0,,,,1020.0,598.5,0.0,,685.5,,,232.0,,,,139.0,-282.5,-881.0,,-195.5,,,,,,True,False,False,,True,,
17079,196,238.0,,,,306.0,74.1,0.0,,,,,42.0,,,,110.0,-121.9,-196.0,,,,,,,,False,False,False,,,,
17081,966,1225.0,,,,1004.0,392.2,0.1,,339.9,,,259.0,,,,38.0,-573.8,-965.9,,-626.1,,,,,,True,False,False,,False,,
17083,477,882.0,,,,544.0,405.0,0.1,,,,,405.0,,,,67.0,-72.0,-476.9,,,,,,,,True,True,False,,,,
17085,204,189.0,,,,292.0,33.2,0.1,,,,,-15.0,,,,88.0,-170.8,-203.9,,,,,,,,False,False,False,,,,
17087,328,427.0,,,,357.0,278.2,0.2,,,,,99.0,,,,29.0,-49.8,-327.8,,,,,,,,True,True,False,,,,
17089,8111,11214.0,,,,9565.0,5309.4,6.0,,5793.7,6633.0,,3103.0,,,,1454.0,-2801.6,-8105.0,,-2317.3,-1478.0,,,,,True,True,False,,True,True,
17091,1568,2009.0,,,,2418.0,799.6,0.0,,2421.5,,,441.0,,,,850.0,-768.4,-1568.0,,853.5,,,,,,False,False,False,,False,,
17093,2304,2926.0,,,,2151.0,1669.8,0.1,,2413.4,2232.0,,622.0,,,,-153.0,-634.2,-2303.9,,109.4,-72.0,,,,,True,False,False,,True,True,
17095,892,1491.0,,,,1073.0,661.5,0.0,,1714.5,,,599.0,,,,181.0,-230.5,-892.0,,822.5,,,,,,True,True,False,,False,,
17097,9809,13083.0,,,,11276.0,7927.7,8.6,,7359.8,7485.0,,3274.0,,,,1467.0,-1881.3,-9800.4,,-2449.2,-2324.0,,,,,True,True,False,,True,True,
17099,2130,2541.0,,,,2002.0,5282.0,0.1,,871.9,,,411.0,,,,-128.0,3152.0,-2129.9,,-1258.1,,,,,,True,False,False,,False,,
17101,289,917.0,,,,513.0,257.6,102.4,,,,,628.0,,,,224.0,-31.4,-186.6,,,,,,,,True,True,True,,,,
17103,561,700.0,,,,637.0,232.9,0.1,,628.3,,,139.0,,,,76.0,-328.1,-560.9,,67.3,,,,,,True,False,False,,True,,
17105,954,882.0,,,,802.0,483.3,0.1,,684.3,,,-72.0,,,,-152.0,-470.7,-953.9,,-269.7,,,,,,False,False,False,,False,,
17107,549,826.0,,,,682.0,420.2,0.0,,,,,277.0,,,,133.0,-128.8,-549.0,,,,,,,,True,True,False,,,,
17109,305,406.0,,,,519.0,98.2,0.0,,,,,101.0,,,,214.0,-206.8,-305.0,,,,,,,,False,False,False,,,,
17111,4545,6636.0,,,,4153.0,3603.1,0.4,,3763.5,3866.0,,2091.0,,,,-392.0,-941.9,-4544.6,,-781.5,-679.0,,,,,True,True,False,,True,True,
17113,2635,4277.0,,,,3306.0,3093.8,0.1,,3967.4,2809.0,,1642.0,,,,671.0,458.8,-2634.9,,1332.4,174.0,,,,,True,True,False,,True,True,
17115,1332,1806.0,,,,2295.0,1010.0,0.0,,1417.1,,,474.0,,,,963.0,-322.0,-1332.0,,85.1,,,,,,False,True,False,,True,,
17117,998,1288.0,,,,1136.0,778.4,0.0,,1213.5,,,290.0,,,,138.0,-219.6,-998.0,,215.5,,,,,,True,True,False,,True,,
17119,6207,8197.0,,,,6522.0,2765.1,0.2,,5189.8,0.0,,1990.0,,,,315.0,-3441.9,-6206.8,,-1017.2,-6207.0,,,,,True,False,False,,True,False,
17121,677,952.0,,,,1038.0,333.8,0.0,,1135.3,,,275.0,,,,361.0,-343.2,-677.0,,458.3,,,,,,False,False,False,,False,,
17123,242,210.0,,,,171.0,83.1,0.0,,,,,-32.0,,,,-71.0,-158.9,-242.0,,,,,,,,False,False,False,,,,
17125,229,504.0,,,,274.0,405.1,0.0,,,,,275.0,,,,45.0,176.1,-229.0,,,,,,,,True,True,True,,,,
17127,333,357.0,,,,492.0,150.4,0.0,,,,,24.0,,,,159.0,-182.6,-333.0,,,,,,,,False,False,False,,,,
17129,278,301.0,,,,266.0,133.6,0.0,,,,,23.0,,,,-12.0,-144.4,-278.0,,,,,,,,True,False,False,,,,
17131,194,231.0,,,,289.0,71.9,0.0,,,,,37.0,,,,95.0,-122.1,-194.0,,,,,,,,False,False,False,,,,
17133,835,1470.0,,,,715.0,749.0,0.0,,1554.7,,,635.0,,,,-120.0,-86.0,-835.0,,719.7,,,,,,True,True,False,,False,,
17135,1215,1624.0,,,,820.0,3707.0,186.3,,,,,409.0,,,,-395.0,2492.0,-1028.7,,,,,,,,True,False,False,,,,
17137,520,735.0,,,,769.0,197.9,0.0,,363.1,,,215.0,,,,249.0,-322.1,-520.0,,-156.9,,,,,,False,False,False,,True,,
17139,211,357.0,,,,433.0,118.2,0.1,,,,,146.0,,,,222.0,-92.8,-210.9,,,,,,,,False,True,False,,,,
17141,801,1540.0,,,,707.0,888.5,0.1,,2038.2,,,739.0,,,,-94.0,87.5,-800.9,,1237.2,,,,,,True,True,False,,False,,
17143,3307,4970.0,,,,3148.0,1994.1,0.1,,2697.0,3013.0,,1663.0,,,,-159.0,-1312.9,-3306.9,,-610.0,-294.0,,,,,True,True,False,,True,True,
17145,748,1813.0,,,,638.0,733.8,207.2,,475.1,,,1065.0,,,,-110.0,-14.2,-540.8,,-272.9,,,,,,True,True,True,,True,,
17147,240,371.0,,,,395.0,142.7,0.4,,,,,131.0,,,,155.0,-97.3,-239.6,,,,,,,,False,True,False,,,,
17149,262,637.0,,,,359.0,354.3,0.0,,,,,375.0,,,,97.0,92.3,-262.0,,,,,,,,True,True,True,,,,
17151,78,147.0,,,,113.0,73.9,0.0,,,,,69.0,,,,35.0,-4.1,-78.0,,,,,,,,True,True,False,,,,
17153,106,112.0,,,,114.0,18.1,0.0,,,,,6.0,,,,8.0,-87.9,-106.0,,,,,,,,False,False,False,,,,
17155,85,91.0,,,,99.0,147.9,0.0,,,,,6.0,,,,14.0,62.9,-85.0,,,,,,,,False,False,False,,,,
17157,580,1288.0,,,,1002.0,516.1,0.0,,651.4,,,708.0,,,,422.0,-63.9,-580.0,,71.4,,,,,,True,True,True,,True,,
17159,286,665.0,,,,443.0,250.1,0.0,,,,,379.0,,,,157.0,-35.9,-286.0,,,,,,,,True,True,True,,,,
17161,1816,2611.0,,,,2504.0,1469.4,0.0,,4775.1,812.0,,795.0,,,,688.0,-346.6,-1816.0,,2959.1,-1004.0,,,,,True,True,False,,False,False,
17163,5592,8484.0,,,,4989.0,6062.3,1112.7,,4750.1,0.0,,2892.0,,,,-603.0,470.3,-4479.3,,-841.9,-5592.0,,,,,True,True,False,,True,False,
17165,471,805.0,,,,784.0,353.2,81.2,,,,,334.0,,,,313.0,-117.8,-389.8,,,,,,,,True,True,False,,,,
17167,2534,3304.0,,,,4080.0,1957.7,0.1,,3394.2,1401.0,,770.0,,,,1546.0,-576.3,-2533.9,,860.2,-1133.0,,,,,False,True,False,,False,False,
17169,119,175.0,,,,201.0,101.3,0.0,,,,,56.0,,,,82.0,-17.7,-119.0,,,,,,,,False,True,False,,,,
17171,113,168.0,,,,95.0,290.5,0.0,,,,,55.0,,,,-18.0,177.5,-113.0,,,,,,,,True,False,False,,,,
17173,313,413.0,,,,655.0,161.1,0.1,,,,,100.0,,,,342.0,-151.9,-312.9,,,,,,,,False,False,False,,,,
17175,76,238.0,,,,76.0,345.1,0.0,,,,,162.0,,,,0.0,269.1,-76.0,,,,,,,,True,False,True,,,,
17177,768,889.0,,,,656.0,420.9,0.0,,872.3,,,121.0,,,,-112.0,-347.1,-768.0,,104.3,,,,,,True,False,False,,True,,
17179,2686,4949.0,,,,2941.0,2953.8,0.2,,2910.3,2806.0,,2263.0,,,,255.0,267.8,-2685.8,,224.3,120.0,,,,,True,True,False,,True,True,
17181,464,889.0,,,,453.0,750.3,57.7,,,,,425.0,,,,-11.0,286.3,-406.3,,,,,,,,True,True,True,,,,
17183,1903,3241.0,,,,2441.0,1105.0,0.0,,2777.4,,,1338.0,,,,538.0,-798.0,-1903.0,,874.4,,,,,,True,True,False,,True,,
17185,236,497.0,,,,371.0,195.0,0.0,,,,,261.0,,,,135.0,-41.0,-236.0,,,,,,,,True,True,True,,,,
17187,146,399.0,,,,369.0,132.3,0.1,,,,,253.0,,,,223.0,-13.7,-145.9,,,,,,,,True,True,True,,,,
17189,316,721.0,,,,353.0,439.0,0.1,,,,,405.0,,,,37.0,123.0,-315.9,,,,,,,,True,True,True,,,,
17191,309,413.0,,,,585.0,88.9,0.1,,,,,104.0,,,,276.0,-220.1,-308.9,,,,,,,,False,False,False,,,,
17193,453,441.0,,,,364.0,108.6,0.0,,,,,-12.0,,,,-89.0,-344.4,-453.0,,,,,,,,False,False,False,,,,
17195,954,1519.0,,,,949.0,431.0,0.0,,2800.3,,,565.0,,,,-5.0,-523.0,-954.0,,1846.3,,,,,,True,True,False,,False,,
17197,11232,15309.0,,,,13705.0,8479.9,9.0,,12545.9,10142.0,,4077.0,,,,2473.0,-2752.1,-11223.0,,1313.9,-1090.0,,,,,True,True,False,,True,True,
17199,1332,2842.0,,,,1973.0,2648.6,297.3,,2552.9,,,1510.0,,,,641.0,1316.6,-1034.7,,1220.9,,,,,,True,True,True,,True,,
17201,3822,5670.0,,,,3799.0,2484.7,0.3,,4454.1,0.0,,1848.0,,,,-23.0,-1337.3,-3821.7,,632.1,-3822.0,,,,,True,True,False,,True,False,
17203,770,1428.0,,,,785.0,700.1,0.1,,464.6,,,658.0,,,,15.0,-69.9,-769.9,,-305.4,,,,,,True,True,False,,True,,
18001,532,798.0,,,,1088.0,318.4,0.0,,,,,266.0,,,,556.0,-213.6,-532.0,,,,,,,,False,True,False,,,,
18003,6851,10430.0,,,,7877.0,6353.6,0.8,,6626.6,4700.0,,3579.0,,,,1026.0,-497.4,-6850.2,,-224.4,-2151.0,,,,,True,True,False,,True,True,
18005,1756,2135.0,,,,2216.0,1090.8,0.1,,2907.9,,,379.0,,,,460.0,-665.2,-1755.9,,1151.9,,,,,,False,False,False,,False,,
18007,144,224.0,,,,168.0,50.6,0.3,,,,,80.0,,,,24.0,-93.4,-143.7,,,,,,,,True,False,False,,,,
18009,300,378.0,,,,319.0,507.9,0.0,,,,,78.0,,,,19.0,207.9,-300.0,,,,,,,,True,False,False,,,,
18011,1347,2849.0,,,,1429.0,1105.8,303.6,,2654.2,,,1502.0,,,,82.0,-241.2,-1043.4,,1307.2,,,,,,True,True,True,,True,,
18013,184,532.0,,,,440.0,447.7,34.6,,,,,348.0,,,,256.0,263.7,-149.4,,,,,,,,True,True,True,,,,
18015,382,749.0,,,,450.0,368.9,0.1,,,,,367.0,,,,68.0,-13.1,-381.9,,,,,,,,True,True,False,,,,
18017,1039,1379.0,,,,963.0,480.7,0.2,,803.4,,,340.0,,,,-76.0,-558.3,-1038.8,,-235.6,,,,,,True,False,False,,True,,
18019,3111,4942.0,,,,4004.0,4007.5,800.9,,5098.7,,,1831.0,,,,893.0,896.5,-2310.1,,1987.7,,,,,,True,True,False,,False,,
18021,474,616.0,,,,734.0,212.0,0.0,,,,,142.0,,,,260.0,-262.0,-474.0,,,,,,,,False,False,False,,,,
18023,632,1309.0,,,,831.0,344.4,0.3,,274.8,,,677.0,,,,199.0,-287.6,-631.7,,-357.2,,,,,,True,True,True,,True,,
18025,285,308.0,,,,342.0,181.0,0.0,,,,,23.0,,,,57.0,-104.0,-285.0,,,,,,,,False,False,False,,,,
18027,512,819.0,,,,1141.0,613.4,0.0,,1710.6,,,307.0,,,,629.0,101.4,-512.0,,1198.6,,,,,,False,True,False,,False,,
18029,1443,1848.0,,,,1406.0,1126.7,132.5,,2376.1,,,405.0,,,,-37.0,-316.3,-1310.5,,933.1,,,,,,True,True,False,,False,,
